ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0030522	intracellular receptor signaling pathway	46/972	266/18903	3.5948318762845e-13	1.02863546402826e-10	8.93572494962146e-11	RORC/VDR/ZNF366/AR/RARB/IRF3/TP63/NCOA1/KLF2/NR4A1/ESR2/RXRB/NR3C1/PPARG/RARA/NR1I2/NCOA2/RELA/NR4A2/STAT3/AHR/IRF7/NR2E3/TRERF1/NR1I3/NR4A3/NR1D2/TMF1/RARG/THRB/NR1D1/NR5A1/CLOCK/NR3C2/RORA/ESR1/SREBF1/SAFB2/TBX1/NR2C1/NR6A1/HEYL/NR2C2/NR1H3/NR2F6/SAFB	46
BP	GO:0048732	gland development	62/972	441/18903	5.01066937372034e-13	1.33818276740824e-10	1.16247529470312e-10	LEF1/SMAD3/VDR/USF2/HOXB3/NKX2-3/GATA3/MAFB/PLAG1/ATF2/AR/HOXA3/KDM5B/TP63/XBP1/IRF6/BCL11B/NR3C1/SOX10/CEBPG/RARA/ZBTB1/SRF/RELA/GLI3/CREB1/E2F8/FOXC1/RARG/RBPJ/HNF1A/HOXA9/ELF3/HESX1/STAT5B/HOXA5/PAX8/NR5A1/HIF1A/DEAF1/GLI1/RAG1/ESR1/ZBTB7B/TBX1/ELK1/E2F7/HOXA10/TFCP2L1/MESP1/CEBPA/GATA2/JUN/ASH1L/STAT6/HES1/CEBPB/ZNF703/HLX/WT1/STAT5A/SP3	62
BP	GO:0003002	regionalization	54/972	360/18903	1.25063236252928e-12	3.02317704601313e-10	2.62622469299194e-10	LEF1/HOXC4/EOMES/SMAD3/HOXB3/BHLHE41/MAFB/PCGF2/AR/DDIT3/HOXA3/HOXB2/TP63/HES6/PBX2/EGR2/FOXD1/HOXB6/HOXA2/HOXA6/SRF/PBX3/SNAI1/GLI3/TSHZ1/MTF2/FOXC1/BHLHE40/SETDB2/RARG/RBPJ/HOXA9/HOXA7/HOXA5/TBX6/PAX8/HOXB5/BPTF/HOXB4/GLI1/TBX1/HOXA10/MESP1/KDM2B/ZBTB16/ETS2/MEF2C/EMX1/HOXA4/HEYL/TP53/HES1/SKI/WT1	54
BP	GO:0030217	T cell differentiation	48/972	296/18903	1.28292585577192e-12	3.02317704601313e-10	2.62622469299194e-10	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/TCF7/NKX2-3/GATA3/MAFB/IKZF3/ATF2/RUNX2/SPI1/SOX13/XBP1/BCL11B/ARID2/RELB/ZNF683/SOX4/RARA/PRDM1/ZBTB1/SRF/STAT3/GLI3/PKNOX1/IRF1/EGR1/EGR3/STAT5B/BATF/RORA/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/PATZ1/ZBTB16/MYB/TP53/STAT6/HLX/ZEB1/SP3	48
BP	GO:0009952	anterior/posterior pattern specification	40/972	218/18903	1.7966875763838e-12	3.99862801721861e-10	3.47359598100868e-10	LEF1/HOXC4/SMAD3/HOXB3/BHLHE41/PCGF2/DDIT3/HOXA3/HOXB2/HES6/HOXB6/HOXA2/HOXA6/SRF/PBX3/GLI3/TSHZ1/FOXC1/BHLHE40/RARG/RBPJ/HOXA9/HOXA7/HOXA5/TBX6/HOXB5/BPTF/HOXB4/TBX1/HOXA10/MESP1/KDM2B/ZBTB16/ETS2/HOXA4/HEYL/TP53/HES1/SKI/WT1	40
BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	13/972	21/18903	2.25138087230592e-12	4.74685882866186e-10	4.12358180822348e-10	ATF2/RUNX2/XBP1/CREB3/RELA/SMAD1/RBPJ/HIF1A/ATF4/SMAD5/JUN/TP53/SMAD9	13
BP	GO:0030098	lymphocyte differentiation	58/972	419/18903	5.5280015506249e-12	1.10725871059017e-09	9.61872269808733e-10	TBX21/LEF1/EOMES/POU2AF1/IRF4/RORC/FOXP3/TCF7/NKX2-3/GATA3/MAFB/TCF3/IKZF3/ATF2/KLF6/RUNX2/SPI1/SOX13/XBP1/NFIL3/BCL11B/ARID2/IKZF1/RELB/ZNF683/SOX4/CEBPG/RARA/IRF8/PRDM1/ZBTB1/SRF/STAT3/GLI3/PKNOX1/IRF1/EGR1/RBPJ/EGR3/STAT5B/BATF/RORA/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/PAX5/PATZ1/ZBTB16/MYB/TP53/LYL1/STAT6/HLX/ZEB1/SP3	58
BP	GO:0007389	pattern specification process	62/972	472/18903	9.976127422148e-12	1.90306506919642e-09	1.65318682995595e-09	LEF1/HOXC4/EOMES/SMAD3/HOXB3/BHLHE41/MAFB/PCGF2/AR/DDIT3/HOXA3/HOXB2/TP63/HES6/PBX2/EGR2/FOXD1/HOXB6/HOXA2/HOXA6/SRF/PBX3/SNAI1/GLI3/SOX18/SMAD1/MEIS1/TSHZ1/MTF2/FOXC1/BHLHE40/SATB2/SETDB2/RARG/RBPJ/HOXA9/HOXA7/HOXA5/TBX6/PAX8/HIF1A/HOXB5/BPTF/HOXB4/GLI1/TBX1/HOXA10/SMAD5/MEIS2/MESP1/KDM2B/ZBTB16/ETS2/MEF2C/EMX1/HOXA4/HEYL/TP53/HES1/SKI/ZEB1/WT1	62
BP	GO:0045637	regulation of myeloid cell differentiation	38/972	214/18903	1.80607315328923e-11	3.2886950236712e-09	2.85687935156659e-09	LEF1/LTF/GATA1/ETS1/TAL1/MAFB/SPI1/PURB/GABPA/FOS/RARA/KLF13/ZBTB46/STAT3/CREB1/IRF7/MEIS1/RARG/HOXA9/HOXA7/STAT5B/HSF1/HOXA5/HIF1A/STAT1/FOXO3/RUNX1/MYC/TFE3/MEIS2/ZNF675/ZBTB16/GATA2/MEF2C/MYB/CEBPB/MITF/ZNF16	38
BP	GO:0030218	erythrocyte differentiation	28/972	128/18903	5.42432771822585e-11	9.44776384313598e-09	8.20724367801129e-09	GATA1/KLF1/ETS1/TAL1/GATA3/MAFB/L3MBTL3/SPI1/KLF2/IKZF1/CEBPG/SRF/KLF13/STAT3/PKNOX1/STAT5B/HOXA5/HIF1A/STAT1/BCL6/FOXO3/ETV2/SMAD5/GATA2/MYB/EPAS1/ZNF16/SP3	28
BP	GO:0034101	erythrocyte homeostasis	29/972	137/18903	5.75780135537258e-11	9.61073009567606e-09	8.34881196529024e-09	GATA1/KLF1/ETS1/TAL1/GATA3/MAFB/L3MBTL3/SPI1/KLF2/HOXB6/IKZF1/CEBPG/SRF/KLF13/STAT3/PKNOX1/STAT5B/HOXA5/HIF1A/STAT1/BCL6/FOXO3/ETV2/SMAD5/GATA2/MYB/EPAS1/ZNF16/SP3	29
BP	GO:0031056	regulation of histone modification	33/972	175/18903	7.40796494833811e-11	1.1870523033217e-08	1.03118872080867e-08	FOXP3/NFYA/GATA3/ZNF274/SPI1/MECP2/GLYR1/CTCF/ZZZ3/NFYB/AKAP8L/AKAP8/JDP2/MTF2/ARID5A/ZNF451/TET1/GFI1/BCL6/SREBF1/PHF20/ZBTB7B/THAP7/NFYC/ZNF304/PAX5/GATA2/ZNF335/PHF1/MYB/TP53/SKI/DR1	33
BP	GO:0046632	alpha-beta T cell differentiation	26/972	117/18903	1.82126156996222e-10	2.80614378818025e-08	2.43768856287251e-08	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/NKX2-3/GATA3/ATF2/BCL11B/RELB/ZNF683/RARA/PRDM1/STAT3/GLI3/IRF1/BATF/RORA/BCL6/RUNX1/ZBTB7B/ZBTB16/MYB/STAT6/HLX	26
BP	GO:0001701	in utero embryonic development	52/972	393/18903	3.72129800903576e-10	5.52130363859157e-08	4.79633965609053e-08	LEF1/KLF4/GATA1/EOMES/SMAD3/ZNF830/GATA3/ATF2/PCGF2/AR/MAFG/SOX15/NCOA1/KLF2/HINFP/SKIL/ZFPM2/GABPA/SOX10/TFEB/PRDM1/SRF/SNAI1/GLI3/SOX18/E2F8/FOXC1/FOSL1/RBPJ/ELF3/MAFF/HIF1A/TET1/BPTF/ETV2/GCM1/E2F7/SALL4/TERF2/POU5F1/CEBPA/GATA2/ZNF335/ZFP14/EMX1/TEAD4/TP53/EPAS1/HES1/CEBPB/MBD3/SP3	52
BP	GO:0018205	peptidyl-lysine modification	53/972	414/18903	8.40115493757528e-10	1.20196523856881e-07	1.0441435422415e-07	LEF1/EOMES/IRF4/FOXP3/PRDM5/NFYA/GATA3/GTF2B/ATF2/PCGF2/DOT1L/ZNF274/SMYD3/SPI1/NCOA1/MECP2/GLYR1/TET2/SETDB1/CTCF/EGR2/RLF/TET3/ZZZ3/SOX4/NFYB/TOPORS/BCL11A/RELA/ZBED1/SRCAP/MTF2/ARID5A/EGR1/SETDB2/ZNF451/CXXC1/HMG20B/NCOA3/GFI1/CLOCK/PHF20/THAP7/NFYC/ZNF304/PAX5/GATA2/ZNF335/PHF1/MYB/ASH1L/MBD3/DR1	53
BP	GO:0045444	fat cell differentiation	38/972	244/18903	9.42016218720626e-10	1.30128171454994e-07	1.13041946246475e-07	KLF4/SMAD3/RORC/CEBPD/HMGA2/E2F1/GATA3/KLF5/MAFB/ATF2/DDIT3/SOX13/XBP1/NR4A1/EGR2/ZFPM2/FOXO1/ATF5/PPARG/TCF7L2/PRDM16/NR4A2/CREB1/JDP2/NR4A3/CREBL2/NR1D1/RORA/SREBF1/ZBTB7B/TFE3/ZNF516/CEBPA/ZBTB16/ZNF385A/GATA2/HES1/CEBPB	38
BP	GO:0009299	mRNA transcription	16/972	48/18903	1.00744632276961e-09	1.34527665633836e-07	1.16863773441275e-07	VDR/ATF2/NCOA1/PPARG/RARA/ZBTB1/NCOA2/STAT3/CREB1/THRB/HSF1/SREBF1/ATF4/TP53/EPAS1/NR1H3	16
BP	GO:0016571	histone methylation	30/972	167/18903	1.80970180516606e-09	2.3234691572326e-07	2.01839058092098e-07	PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/MECP2/TET2/SETDB1/CTCF/PRDM4/RLF/TET3/NFYB/PRDM2/PRDM1/PRDM16/MTF2/SETDB2/CXXC1/TET1/GFI1/PHF20/NFYC/ZNF304/PAX5/ZNF335/PHF1/MYB/ASH1L	30
BP	GO:0048562	embryonic organ morphogenesis	42/972	294/18903	1.85990155982856e-09	2.3234691572326e-07	2.01839058092098e-07	HOXC4/SMAD3/HOXB3/GATA3/MAFB/PCGF2/RARB/HOXA3/HOXB2/RUNX2/FOXI1/HOXB6/HOXA2/SRF/GLI3/SOX18/TSHZ1/SATB2/SETDB2/RARG/HOXA9/HOXA7/HESX1/HOXA5/TBX6/PAX8/HIF1A/HOXB5/HOXB4/GLI1/TBX1/PAX5/MESP1/KDM2B/GATA2/MEF2C/HOXA4/HES1/HOXA1/HLX/ZEB1/SP3	42
BP	GO:1902105	regulation of leukocyte differentiation	44/972	317/18903	1.91399106811472e-09	2.3234691572326e-07	2.01839058092098e-07	TBX21/LEF1/LTF/IRF4/FOXP3/TCF7/GATA3/MAFB/IKZF3/SOX13/XBP1/ARID2/ZNF683/SOX4/FOS/RARA/PRDM1/ZBTB1/ZBTB46/GLI3/CREB1/IRF7/IRF1/EGR3/HOXA7/STAT5B/BATF/HSF1/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/MYC/TFE3/SOX12/ZNF675/ZBTB16/GATA2/MYB/CEBPB/MITF/HLX/ZEB1	44
BP	GO:0061448	connective tissue development	40/972	274/18903	2.39145703241968e-09	2.7002985800187e-07	2.34574115288694e-07	SOX6/HOXC4/SMAD3/RORC/HOXB3/TRPS1/HMGA2/MAF/KLF7/ATF2/RARB/HOXA3/RUNX2/SPI1/NCOA1/XBP1/FOXD1/ZNF219/PPARG/MEF2D/RARA/SRF/NCOA2/SNAI1/GLI3/SMAD1/ARID5A/EGR1/SATB2/RARG/HOXA5/CREB3L2/HIF1A/RUNX1/SMAD5/ZNF516/ZBTB16/MEF2C/ZEB1/WT1	40
BP	GO:0035914	skeletal muscle cell differentiation	19/972	72/18903	2.40624674952179e-09	2.7002985800187e-07	2.34574115288694e-07	EOMES/FOXN2/KLF5/ATF3/NR4A1/EGR2/HLF/FOS/MEF2D/NR1D2/EGR1/MAFF/HMG20B/HIVEP3/TBX1/PAX5/MEF2C/HEYL/ZNF689	19
BP	GO:0002262	myeloid cell homeostasis	30/972	169/18903	2.42662877884855e-09	2.7002985800187e-07	2.34574115288694e-07	GATA1/KLF1/ETS1/FOXP3/TAL1/GATA3/MAFB/L3MBTL3/SPI1/KLF2/HOXB6/IKZF1/CEBPG/SRF/KLF13/STAT3/PKNOX1/STAT5B/HOXA5/HIF1A/STAT1/BCL6/FOXO3/ETV2/SMAD5/GATA2/MYB/EPAS1/ZNF16/SP3	30
BP	GO:0002573	myeloid leukocyte differentiation	34/972	218/18903	6.9164800013136e-09	7.48849159061143e-07	6.50522983907334e-07	LEF1/LTF/GATA1/IRF4/CEBPE/TAL1/NKX2-3/BATF2/GATA3/MAFB/L3MBTL3/SPI1/RELB/PPARG/BATF3/FOS/RARA/ZBTB46/CREB1/IRF7/RBPJ/HOXA7/BATF/HSF1/RUNX1/MYC/TFE3/ZNF675/CEBPA/GATA2/JUN/CEBPB/MITF/SP3	34
BP	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	10/972	19/18903	7.46123446446982e-09	7.86571191175423e-07	6.83291998325131e-07	DDIT3/ATF3/KLF2/ATF6B/RBPJ/HIF1A/ATF4/TP53/CEBPB/CREB3L3	10
BP	GO:0048704	embryonic skeletal system morphogenesis	21/972	94/18903	9.1968536363375e-09	9.44681940183796e-07	8.20642324473192e-07	HOXC4/SMAD3/HOXB3/PCGF2/HOXA3/HOXB2/RUNX2/HOXB6/HOXA2/GLI3/SATB2/HOXA9/HOXA7/HOXA5/HOXB5/HOXB4/TBX1/PAX5/HOXA4/HOXA1/ZEB1	21
BP	GO:0042789	mRNA transcription by RNA polymerase II	14/972	43/18903	1.59295553953387e-08	1.59534497284317e-06	1.38587131939447e-06	VDR/ATF2/NCOA1/PPARG/RARA/ZBTB1/NCOA2/STAT3/CREB1/THRB/SREBF1/ATF4/EPAS1/NR1H3	14
BP	GO:0043620	regulation of DNA-templated transcription in response to stress	14/972	45/18903	3.07970459620702e-08	3.009096734733e-06	2.61399316946352e-06	DDIT3/ATF3/KLF2/ATF6B/RELA/EGR1/RBPJ/HIF1A/ATF4/JUN/TP53/EPAS1/CEBPB/CREB3L3	14
BP	GO:0048706	embryonic skeletal system development	24/972	128/18903	3.18717378794288e-08	3.03995671297599e-06	2.64080113858124e-06	HOXC4/SMAD3/HOXB3/PCGF2/HOXA3/HOXB2/RUNX2/HOXB6/HOXA2/HOXA6/GLI3/SATB2/HOXA9/HOXA7/HOXA5/HOXB5/HOXB4/DEAF1/TBX1/PAX5/HOXA4/HOXA1/ZEB1/SP3	24
BP	GO:0045580	regulation of T cell differentiation	29/972	179/18903	3.73678532884457e-08	3.44154618477206e-06	2.98966068971711e-06	TBX21/LEF1/IRF4/FOXP3/TCF7/GATA3/SOX13/XBP1/ARID2/ZNF683/SOX4/RARA/PRDM1/ZBTB1/GLI3/IRF1/EGR3/STAT5B/BATF/RAG1/BCL6/FOXO3/RUNX1/ZBTB7B/SOX12/ZBTB16/MYB/HLX/ZEB1	29
BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	13/972	39/18903	3.78003075711359e-08	3.44154618477206e-06	2.98966068971711e-06	DDIT3/ATF3/KLF2/ATF6B/EGR1/RBPJ/HIF1A/ATF4/JUN/TP53/EPAS1/CEBPB/CREB3L3	13
BP	GO:0048511	rhythmic process	40/972	302/18903	3.91883559122418e-08	3.48863452854312e-06	3.0305661905467e-06	RORC/NPAS2/DBP/ZNF830/KLF9/NFYA/BHLHE41/KDM5B/ZFHX3/NFIL3/KDM2A/ATF5/RELB/NFKB2/PPARG/HLF/CREM/NCOA2/ADNP/AHR/CREB1/NR1D2/BHLHE40/EGR1/EGR3/STAT5B/NR1D1/NR5A1/CLOCK/RORA/ESR1/FOXO3/JUND/SREBF1/ATF4/SP1/TEF/TP53/NR1H3/NR2F6	40
BP	GO:0034968	histone lysine methylation	24/972	130/18903	4.35269723541269e-08	3.79063154892679e-06	3.29291008244265e-06	PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/MECP2/TET2/SETDB1/RLF/TET3/NFYB/MTF2/SETDB2/CXXC1/GFI1/PHF20/NFYC/ZNF304/PAX5/ZNF335/PHF1/MYB/ASH1L	24
BP	GO:0045646	regulation of erythrocyte differentiation	14/972	47/18903	5.72588330358876e-08	4.88040181152693e-06	4.23959019074232e-06	GATA1/ETS1/TAL1/MAFB/SPI1/KLF13/STAT3/STAT5B/HOXA5/HIF1A/STAT1/FOXO3/GATA2/ZNF16	14
BP	GO:0001892	embryonic placenta development	19/972	87/18903	6.86203677274158e-08	5.72694152325057e-06	4.97497666023764e-06	LEF1/EOMES/SOX15/NCOA1/TFEB/PRDM1/SNAI1/E2F8/RBPJ/HIF1A/BPTF/GCM1/E2F7/CEBPA/GATA2/EPAS1/HES1/CEBPB/SP3	19
BP	GO:0002287	alpha-beta T cell activation involved in immune response	17/972	71/18903	7.99283765634716e-08	6.40386153026534e-06	5.56301500881762e-06	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/ZBTB7B/MYB/STAT6/HLX	17
BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	17/972	71/18903	7.99283765634716e-08	6.40386153026534e-06	5.56301500881762e-06	TBX21/LEF1/EOMES/IRF4/RORC/FOXP3/GATA3/RELB/RARA/STAT3/BATF/RORA/BCL6/ZBTB7B/MYB/STAT6/HLX	17
BP	GO:0006479	protein methylation	31/972	208/18903	9.24853587938244e-08	7.02449379433763e-06	6.10215636652396e-06	PRMT3/PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/MECP2/TET2/SETDB1/CTCF/PRDM4/RLF/TET3/NFYB/PRDM2/PRDM1/PRDM16/MTF2/SETDB2/CXXC1/TET1/GFI1/PHF20/NFYC/ZNF304/PAX5/ZNF335/PHF1/MYB/ASH1L	31
BP	GO:0008213	protein alkylation	31/972	208/18903	9.24853587938244e-08	7.02449379433763e-06	6.10215636652396e-06	PRMT3/PRDM5/NFYA/GATA3/DOT1L/ZNF274/SMYD3/MECP2/TET2/SETDB1/CTCF/PRDM4/RLF/TET3/NFYB/PRDM2/PRDM1/PRDM16/MTF2/SETDB2/CXXC1/TET1/GFI1/PHF20/NFYC/ZNF304/PAX5/ZNF335/PHF1/MYB/ASH1L	31
BP	GO:0007517	muscle organ development	43/972	348/18903	9.29351400648763e-08	7.02449379433763e-06	6.10215636652396e-06	SOX6/LEF1/EOMES/ETV1/SMAD3/DPF3/FOXN2/KLF5/MSC/ZFHX3/SOX15/ATF3/XBP1/NR4A1/EGR2/ZFPM2/HLF/FOS/POU6F1/MEF2D/FOXK1/CREB1/FOXO4/NR1D2/FOXC1/ZBTB42/EGR1/RBPJ/EGR3/MAFF/HMG20B/HIVEP3/ZNF609/TBX1/PAX5/MEF2C/HEYL/TEAD4/ZNF689/MEF2B/SKI/HLX/WT1	43
BP	GO:0001890	placenta development	25/972	150/18903	1.83745702964963e-07	1.36312090014378e-05	1.1841389746631e-05	LEF1/EOMES/VDR/SOX15/NCOA1/PPARG/TFEB/PRDM1/SNAI1/E2F8/FOSL1/RBPJ/HIF1A/BPTF/ETV2/GCM1/E2F7/CEBPA/GATA2/ASH1L/EPAS1/HES1/CEBPB/LHX4/SP3	25
