source	target	weight_zscore	weight_mean	weight_mean_scaled	weight_zscore_scaled
MAR04365	3-phospho-D-glycerate[c]	3.64067000560204	2.2313062591352	0.207468482061842	0.648635970136784
MAR04368	1,3-bisphospho-D-glycerate[c]	3.7457331734605	1.96916747851772	0.183094627203688	0.667354433964775
MAR04368	ADP[c]	3.7457331734605	1.96916747851772	0.183094627203688	0.667354433964775
MAR04368	3-phospho-D-glycerate[c]	3.7457331734605	1.96916747851772	0.183094627203688	0.667354433964775
MAR04368	ATP[c]	3.7457331734605	1.96916747851772	0.183094627203688	0.667354433964775
MAR04370	1,3-bisphospho-D-glycerate[c]	3.54054367798776	1.4561716175826	0.135395898202916	0.630797073024882
MAR04370	H2O[c]	3.54054367798776	1.4561716175826	0.135395898202916	0.630797073024882
MAR04370	3-phospho-D-glycerate[c]	3.54054367798776	1.4561716175826	0.135395898202916	0.630797073024882
MAR04370	H+[c]	3.54054367798776	1.4561716175826	0.135395898202916	0.630797073024882
MAR04370	Pi[c]	3.54054367798776	1.4561716175826	0.135395898202916	0.630797073024882
MAR04371	1,3-bisphospho-D-glycerate[c]	3.46138903846533	1.4474188627463	0.134582060679576	0.616694573672164
MAR04371	2,3-bisphospho-D-glycerate[c]	3.46138903846533	1.4474188627463	0.134582060679576	0.616694573672164
MAR04371	H+[c]	3.46138903846533	1.4474188627463	0.134582060679576	0.616694573672164
MAR04372	2,3-bisphospho-D-glycerate[c]	3.46138903846532	1.4474188627463	0.134582060679576	0.616694573672163
MAR04372	H2O[c]	3.46138903846532	1.4474188627463	0.134582060679576	0.616694573672163
MAR04372	3-phospho-D-glycerate[c]	3.46138903846532	1.4474188627463	0.134582060679576	0.616694573672163
MAR04372	Pi[c]	3.46138903846532	1.4474188627463	0.134582060679576	0.616694573672163
MAR04373	1,3-bisphospho-D-glycerate[c]	3.65073723246104	1.7544377671117	0.163128902150664	0.650429586545364
MAR04373	H+[c]	3.65073723246104	1.7544377671117	0.163128902150664	0.650429586545364
MAR04373	NADH[c]	3.65073723246104	1.7544377671117	0.163128902150664	0.650429586545364
MAR04373	GAP[c]	3.65073723246104	1.7544377671117	0.163128902150664	0.650429586545364
MAR04373	NAD+[c]	3.65073723246104	1.7544377671117	0.163128902150664	0.650429586545364
MAR04373	Pi[c]	3.65073723246104	1.7544377671117	0.163128902150664	0.650429586545364
MAR04381	fructose-6-phosphate[c]	3.87522370367344	2.30675067640252	0.214483358960255	0.690424971958868
MAR04381	glucose-6-phosphate[c]	3.87522370367344	2.30675067640252	0.214483358960255	0.690424971958868
MAR04391	DHAP[c]	3.41971545228836	1.2418791563583	0.115470828990439	0.609269844993821
MAR04391	GAP[c]	3.41971545228836	1.2418791563583	0.115470828990439	0.609269844993821
MAR04394	ATP[c]	3.45477937303246	1.46224151045193	0.135960281265404	0.615516969894911
MAR04394	glucose[c]	3.45477937303246	1.46224151045193	0.135960281265404	0.615516969894911
MAR04394	ADP[c]	3.45477937303246	1.46224151045193	0.135960281265404	0.615516969894911
MAR04394	glucose-6-phosphate[c]	3.45477937303246	1.46224151045193	0.135960281265404	0.615516969894911
MAR04394	H+[c]	3.45477937303246	1.46224151045193	0.135960281265404	0.615516969894911
MAR04396	glucose-1-phosphate[c]	4.0144055630303	2.51038407389963	0.233417340659475	0.715222154958278
MAR04396	glucose-6-phosphate[c]	4.0144055630303	2.51038407389963	0.233417340659475	0.715222154958278
MAR06410	H+[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06410	lipoamide[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06410	pyruvate[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06410	CO2[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06410	S-acetyldihydrolipoamide[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06412	CoA[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06412	S-acetyldihydrolipoamide[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06412	acetyl-CoA[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR06412	dihydrolipoamide[m]	3.62189796646769	0.979149423250705	0.0910420269390921	0.645291470416507
MAR07745	beta-D-glucose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR07745	glucose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR07747	ADP[c]	3.43471809160366	1.44076864496089	0.133963718583474	0.611942773738232
MAR07747	glucose[c]	3.43471809160366	1.44076864496089	0.133963718583474	0.611942773738232
MAR07747	AMP[c]	3.43471809160366	1.44076864496089	0.133963718583474	0.611942773738232
MAR07747	glucose-6-phosphate[c]	3.43471809160366	1.44076864496089	0.133963718583474	0.611942773738232
MAR07747	H+[c]	3.43471809160366	1.44076864496089	0.133963718583474	0.611942773738232
MAR08360	ethanol[x]	5.3420889665924	7.75350219188993	0.720926284246621	0.951767409314996
MAR08360	H2O2[x]	5.3420889665924	7.75350219188993	0.720926284246621	0.951767409314996
MAR08360	acetaldehyde[x]	5.3420889665924	7.75350219188993	0.720926284246621	0.951767409314996
MAR08360	H2O[x]	5.3420889665924	7.75350219188993	0.720926284246621	0.951767409314996
MAR08652	carbamoyl-phosphate[r]	NA	NA	0.282928304786385	0.620420514423767
MAR08652	glucose[r]	NA	NA	0.282928304786385	0.620420514423767
MAR08652	CO2[r]	NA	NA	0.282928304786385	0.620420514423767
MAR08652	glucose-6-phosphate[r]	NA	NA	0.282928304786385	0.620420514423767
MAR08652	NH3[r]	NA	NA	0.282928304786385	0.620420514423767
MAR08757	ethanol[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR08757	H+[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR08757	NADPH[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR08757	O2[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR08757	acetaldehyde[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR08757	H2O[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR08757	NADP+[c]	5.11627049104477	8.18112890060776	0.760687327260579	0.911534708813094
MAR03989	H2O[e]	4.12933669600758	5.14940779413509	0.478795689382723	0.735698733945918
MAR03989	maltose[e]	4.12933669600758	5.14940779413509	0.478795689382723	0.735698733945918
MAR03989	glucose[e]	4.12933669600758	5.14940779413509	0.478795689382723	0.735698733945918
MAR04837	H2O[e]	4.23458153287751	8.67257698453426	0.806382528251925	0.754449564633667
MAR04837	trehalose[e]	4.23458153287751	8.67257698453426	0.806382528251925	0.754449564633667
MAR04837	glucose[e]	4.23458153287751	8.67257698453426	0.806382528251925	0.754449564633667
MAR09727	UDP-glucose[c]	3.59306960676815	1.21581977511376	0.113047808731279	0.640155297395499
MAR09727	H+[c]	3.59306960676815	1.21581977511376	0.113047808731279	0.640155297395499
MAR09727	UDP[c]	3.59306960676815	1.21581977511376	0.113047808731279	0.640155297395499
MAR09727	glycogen[c]	3.59306960676815	1.21581977511376	0.113047808731279	0.640155297395499
MAR08568	H2O[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08568	maltodecaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08568	fructose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08568	maltononaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08569	H2O[e]	5.7718596758667	8.71430983559143	0.810262879156467	1
MAR08569	maltodecaose[e]	5.7718596758667	8.71430983559143	0.810262879156467	1
MAR08569	glucose[e]	5.7718596758667	8.71430983559143	0.810262879156467	1
MAR08569	maltononaose[e]	5.7718596758667	8.71430983559143	0.810262879156467	1
MAR08570	H2O[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08570	maltononaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08570	fructose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08570	maltoheptaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08571	H2O[e]	4.92067593277832	7.47427023531603	0.694963093431211	0.876686819314893
MAR08571	maltononaose[e]	4.92067593277832	7.47427023531603	0.694963093431211	0.876686819314893
MAR08571	glucose[e]	4.92067593277832	7.47427023531603	0.694963093431211	0.876686819314893
MAR08571	maltoheptaose[e]	4.92067593277832	7.47427023531603	0.694963093431211	0.876686819314893
MAR08572	H2O[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08572	maltoheptaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08572	fructose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08572	maltohexaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08573	H2O[e]	4.68492526362918	6.98943575471785	0.649882830097063	0.834684560456319
MAR08573	maltoheptaose[e]	4.68492526362918	6.98943575471785	0.649882830097063	0.834684560456319
MAR08573	glucose[e]	4.68492526362918	6.98943575471785	0.649882830097063	0.834684560456319
MAR08573	maltohexaose[e]	4.68492526362918	6.98943575471785	0.649882830097063	0.834684560456319
MAR08574	H2O[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08574	maltohexaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08574	fructose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08574	maltopentaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08575	H2O[e]	4.38715531855362	6.5755454783792	0.611399010576288	0.781632705466862
MAR08575	maltohexaose[e]	4.38715531855362	6.5755454783792	0.611399010576288	0.781632705466862
MAR08575	glucose[e]	4.38715531855362	6.5755454783792	0.611399010576288	0.781632705466862
MAR08575	maltopentaose[e]	4.38715531855362	6.5755454783792	0.611399010576288	0.781632705466862
MAR08576	H2O[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08576	maltopentaose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08576	fructose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08576	maltotetraose[c]	4.56587253757295	7.23554286386478	0.672766048458639	0.813473662367756
MAR08577	H2O[e]	4.30936687761205	6.22139628840704	0.578469960802802	0.767773613382733
MAR08577	maltopentaose[e]	4.30936687761205	6.22139628840704	0.578469960802802	0.767773613382733
MAR08577	glucose[e]	4.30936687761205	6.22139628840704	0.578469960802802	0.767773613382733
MAR08577	maltotetraose[e]	4.30936687761205	6.22139628840704	0.578469960802802	0.767773613382733
MAR08578	H2O[c]	4.5118871341967	5.6233009392983	0.522858619374517	0.803855412309855
MAR08578	maltotetraose[c]	4.5118871341967	5.6233009392983	0.522858619374517	0.803855412309855
MAR08578	fructose[c]	4.5118871341967	5.6233009392983	0.522858619374517	0.803855412309855
MAR08578	maltotriose[c]	4.5118871341967	5.6233009392983	0.522858619374517	0.803855412309855
MAR08579	H2O[e]	4.19431426247043	5.93594694218499	0.55192867256692	0.747275390658804
MAR08579	maltotetraose[e]	4.19431426247043	5.93594694218499	0.55192867256692	0.747275390658804
MAR08579	glucose[e]	4.19431426247043	5.93594694218499	0.55192867256692	0.747275390658804
MAR08579	maltotriose[e]	4.19431426247043	5.93594694218499	0.55192867256692	0.747275390658804
MAR08581	H2O[e]	4.15854792150848	5.666635406023	0.526887889671019	0.74090311983162
MAR08581	maltotriose[e]	4.15854792150848	5.666635406023	0.526887889671019	0.74090311983162
MAR08581	glucose[e]	4.15854792150848	5.666635406023	0.526887889671019	0.74090311983162
MAR08581	maltose[e]	4.15854792150848	5.666635406023	0.526887889671019	0.74090311983162
MAR08591	H2O[c]	4.52015900057491	5.62282121545953	0.522814014302384	0.805329160291631
MAR08591	maltotriose[c]	4.52015900057491	5.62282121545953	0.522814014302384	0.805329160291631
MAR08591	glucose[c]	4.52015900057491	5.62282121545953	0.522814014302384	0.805329160291631
MAR08591	maltose[c]	4.52015900057491	5.62282121545953	0.522814014302384	0.805329160291631
MAR08592	H2O[l]	4.68406337578196	5.42860707434186	0.504755841925705	0.834531003155307
MAR08592	maltotriose[l]	4.68406337578196	5.42860707434186	0.504755841925705	0.834531003155307
MAR08592	glucose[l]	4.68406337578196	5.42860707434186	0.504755841925705	0.834531003155307
MAR08592	maltose[l]	4.68406337578196	5.42860707434186	0.504755841925705	0.834531003155307
MAR08580	H2O[c]	4.48043699269185	5.62099740211416	0.522644434808409	0.798252132415069
MAR08580	maltotriose[c]	4.48043699269185	5.62099740211416	0.522644434808409	0.798252132415069
MAR08580	fructose[c]	4.48043699269185	5.62099740211416	0.522644434808409	0.798252132415069
MAR08580	maltose[c]	4.48043699269185	5.62099740211416	0.522644434808409	0.798252132415069
MAR08582	H2O[c]	4.38046382292839	5.11457641187635	0.475557042076577	0.780440522503325
MAR08582	maltose[c]	4.38046382292839	5.11457641187635	0.475557042076577	0.780440522503325
MAR08582	fructose[c]	4.38046382292839	5.11457641187635	0.475557042076577	0.780440522503325
MAR08587	H2O[c]	4.41495220558145	5.1148713190869	0.475584462763931	0.786585107292992
MAR08587	maltose[c]	4.41495220558145	5.1148713190869	0.475584462763931	0.786585107292992
MAR08587	glucose[c]	4.41495220558145	5.1148713190869	0.475584462763931	0.786585107292992
MAR08589	H2O[l]	4.57628737284951	4.92014708458463	0.457478861532615	0.815329210047999
MAR08589	maltose[l]	4.57628737284951	4.92014708458463	0.457478861532615	0.815329210047999
MAR08589	glucose[l]	4.57628737284951	4.92014708458463	0.457478861532615	0.815329210047999
MAR08583	H2O[e]	4.77800280030154	7.12743610348975	0.662714203095052	0.851267617477284
MAR08583	starch_structure_1[e]	4.77800280030154	7.12743610348975	0.662714203095052	0.851267617477284
MAR08583	glucose[e]	4.77800280030154	7.12743610348975	0.662714203095052	0.851267617477284
MAR08583	starch_structure_2[e]	4.77800280030154	7.12743610348975	0.662714203095052	0.851267617477284
MAR08584	H2O[e]	4.26789675830657	6.84381421164835	0.63634283289926	0.760385135155921
MAR08584	starch_structure_2[e]	4.26789675830657	6.84381421164835	0.63634283289926	0.760385135155921
MAR08584	glucose[e]	4.26789675830657	6.84381421164835	0.63634283289926	0.760385135155921
MAR08584	maltose[e]	4.26789675830657	6.84381421164835	0.63634283289926	0.760385135155921
MAR03944	glucose-1-phosphate[c]	3.56388111708292	1.58259104635034	0.147150468819203	0.634954962211406
MAR03944	H+[c]	3.56388111708292	1.58259104635034	0.147150468819203	0.634954962211406
MAR03944	UTP[c]	3.56388111708292	1.58259104635034	0.147150468819203	0.634954962211406
MAR03944	PPi[c]	3.56388111708292	1.58259104635034	0.147150468819203	0.634954962211406
MAR03944	UDP-glucose[c]	3.56388111708292	1.58259104635034	0.147150468819203	0.634954962211406
MAR04128	UDP-galactose[c]	4.38410744598185	2.87429419495283	0.267253968918256	0.781089684599988
MAR04128	UDP-glucose[c]	4.38410744598185	2.87429419495283	0.267253968918256	0.781089684599988
MAR04131	glucose-1-phosphate[c]	3.49427432196113	1.67020090487734	0.155296497311632	0.622553544062422
MAR04131	UDP-galactose[c]	3.49427432196113	1.67020090487734	0.155296497311632	0.622553544062422
MAR04131	alpha-D-galactose-1-phosphate[c]	3.49427432196113	1.67020090487734	0.155296497311632	0.622553544062422
MAR04131	UDP-glucose[c]	3.49427432196113	1.67020090487734	0.155296497311632	0.622553544062422
MAR04303	H2O[e]	7.21643392373597	8.71304768985739	0.810145523926314	1
MAR04303	sucrose[e]	7.21643392373597	8.71304768985739	0.810145523926314	1
MAR04303	fructose[e]	7.21643392373597	8.71304768985739	0.810145523926314	1
MAR04303	glucose[e]	7.21643392373597	8.71304768985739	0.810145523926314	1
MAR04416	galactosylglycerol[e]	7.00475604398648	8.71334796066084	0.810173443324444	1
MAR04416	H2O[e]	7.00475604398648	8.71334796066084	0.810173443324444	1
MAR04416	galactose[e]	7.00475604398648	8.71334796066084	0.810173443324444	1
MAR04416	glycerol[e]	7.00475604398648	8.71334796066084	0.810173443324444	1
MAR04831	lactose[e]	4.34162379576664	3.70935643141836	0.344898664225039	0.773520631752601
MAR04831	NAD+[e]	4.34162379576664	3.70935643141836	0.344898664225039	0.773520631752601
MAR04831	3-ketolactose[e]	4.34162379576664	3.70935643141836	0.344898664225039	0.773520631752601
MAR04831	H+[e]	4.34162379576664	3.70935643141836	0.344898664225039	0.773520631752601
MAR04831	NADH[e]	4.34162379576664	3.70935643141836	0.344898664225039	0.773520631752601
MAR04832	3-keto-beta-D-galactose[e]	5.45001033640276	10.9515436371158	1	0.970995101552338
MAR04832	glucose[e]	5.45001033640276	10.9515436371158	1	0.970995101552338
MAR04832	3-ketolactose[e]	5.45001033640276	10.9515436371158	1	0.970995101552338
MAR04832	H2O[e]	5.45001033640276	10.9515436371158	1	0.970995101552338
MAR08761	ATP[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08761	D-tagatose[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08761	ADP[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08761	D-tagatose-6-phosphate[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08761	H+[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08762	D-tagatose-6-phosphate[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08762	DHAP[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08762	glyceraldehyde[c]	4.73213927628656	8.29523197253155	0.771296714041844	0.843096393129135
MAR08766	galactose[c]	4.38066579766377	5.45928101231446	0.507607927032345	0.780476507110066
MAR08766	H+[c]	4.38066579766377	5.45928101231446	0.507607927032345	0.780476507110066
MAR08766	NADPH[c]	4.38066579766377	5.45928101231446	0.507607927032345	0.780476507110066
MAR08766	galactitol[c]	4.38066579766377	5.45928101231446	0.507607927032345	0.780476507110066
MAR08766	NADP+[c]	4.38066579766377	5.45928101231446	0.507607927032345	0.780476507110066
MAR08767	alpha-D-galactose-1-phosphate[c]	3.37261062665174	1.34457193809343	0.125019278674596	0.600877465506552
MAR08767	H+[c]	3.37261062665174	1.34457193809343	0.125019278674596	0.600877465506552
MAR08767	UTP[c]	3.37261062665174	1.34457193809343	0.125019278674596	0.600877465506552
MAR08767	PPi[c]	3.37261062665174	1.34457193809343	0.125019278674596	0.600877465506552
MAR08767	UDP-galactose[c]	3.37261062665174	1.34457193809343	0.125019278674596	0.600877465506552
MAR04297	ATP[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04297	fructose-6-phosphate[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04297	ADP[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04297	fructose-2,6-bisphosphate[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04297	H+[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04310	ATP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04310	fructose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04310	ADP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04310	fructose-1-phosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04310	H+[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04315	D-glucitol[c]	3.39822508639494	3.68833835326623	0.342944388001312	0.605441037574192
MAR04315	NAD+[c]	3.39822508639494	3.68833835326623	0.342944388001312	0.605441037574192
MAR04315	fructose[c]	3.39822508639494	3.68833835326623	0.342944388001312	0.605441037574192
MAR04315	H+[c]	3.39822508639494	3.68833835326623	0.342944388001312	0.605441037574192
MAR04315	NADH[c]	3.39822508639494	3.68833835326623	0.342944388001312	0.605441037574192
MAR04316	D-glucitol[c]	4.07622675432654	4.6980335106123	0.43682657955711	0.726236459558736
MAR04316	NADP+[c]	4.07622675432654	4.6980335106123	0.43682657955711	0.726236459558736
MAR04316	glucose[c]	4.07622675432654	4.6980335106123	0.43682657955711	0.726236459558736
MAR04316	H+[c]	4.07622675432654	4.6980335106123	0.43682657955711	0.726236459558736
MAR04316	NADPH[c]	4.07622675432654	4.6980335106123	0.43682657955711	0.726236459558736
MAR04317	ATP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04317	D-glucitol[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04317	ADP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04317	H+[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04317	sorbitol-3-phosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04318	ATP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04318	fructose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04318	ADP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04318	fructose-3-phosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04318	H+[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04320	ATP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04320	mannose-1-phosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04320	ADP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04320	D-mannose-1,6-bisphosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04320	H+[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04356	DHAP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04356	glyceraldehyde[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04356	fructose-1-phosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04383	fructose-6-phosphate[c]	4.70635732365073	3.99157422170541	0.371139480035053	0.838502979874369
MAR04383	mannose-6-phosphate[c]	4.70635732365073	3.99157422170541	0.371139480035053	0.838502979874369
MAR04399	GDP-mannose[c]	3.51709652701811	1.32798333482078	0.123476858253189	0.626619637142821
MAR04399	GDP-4-dehydro-6-deoxy-D-mannose[c]	3.51709652701811	1.32798333482078	0.123476858253189	0.626619637142821
MAR04399	H2O[c]	3.51709652701811	1.32798333482078	0.123476858253189	0.626619637142821
MAR04400	GDP-4-dehydro-6-deoxy-D-mannose[c]	3.51656981186931	1.32503467135117	0.123202689374916	0.62652579551724
MAR04400	H+[c]	3.51656981186931	1.32503467135117	0.123202689374916	0.62652579551724
MAR04400	NADH[c]	3.51656981186931	1.32503467135117	0.123202689374916	0.62652579551724
MAR04400	GDP-L-fucose[c]	3.51656981186931	1.32503467135117	0.123202689374916	0.62652579551724
MAR04400	NAD+[c]	3.51656981186931	1.32503467135117	0.123202689374916	0.62652579551724
MAR04401	GDP-L-fucose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04401	PPi[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04401	GTP[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04401	H+[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04401	L-fucose-1-phosphate[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04403	6-deoxy-L-galactose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04403	L-fuculose[c]	NA	NA	0.282928304786385	0.620420514423767
MAR04706	fructose-2,6-bisphosphate[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04706	H2O[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04706	fructose-6-phosphate[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR04706	Pi[c]	3.61745313568619	1.44964248957955	0.134788815123023	0.644499562025574
MAR08768	GDP-4-dehydro-6-deoxy-D-mannose[c]	3.51709652701812	1.32798333482075	0.123476858253186	0.626619637142823
MAR08768	H+[c]	3.51709652701812	1.32798333482075	0.123476858253186	0.626619637142823
MAR08768	NADPH[c]	3.51709652701812	1.32798333482075	0.123476858253186	0.626619637142823
MAR08768	GDP-L-fucose[c]	3.51709652701812	1.32798333482075	0.123476858253186	0.626619637142823
MAR08768	NADP+[c]	3.51709652701812	1.32798333482075	0.123476858253186	0.626619637142823
