	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042542	BP	GO:0042542	response to hydrogen peroxide	9/374	100/10733	0.00802940510113099	0.00802940510113099	0.590891986306416	ADAM9/CAPN2/GLRX2/GPR37L1/NET1/PLEKHA1/PRKCD/PTK2B/SOD2	9
GO:0014020	BP	GO:0014020	primary neural tube formation	8/374	83/10733	0.00816527567281118	0.00816527567281118	0.590891986306416	BMP4/FUZ/FZD2/MTHFD1L/RARA/SFRP1/SKI/ST14	8
GO:0031668	BP	GO:0031668	cellular response to extracellular stimulus	13/374	175/10733	0.00820123813378971	0.00820123813378971	0.590891986306416	AKR1C3/ATG7/BHLHA15/DAP/GLRX2/IFI16/JMY/MAP1LC3B2/PIK3C3/SFRP1/SP7/TFEB/TXN2	13
GO:0001822	BP	GO:0001822	kidney development	15/374	215/10733	0.00826475601776576	0.00826475601776576	0.590891986306416	BMP4/CTSH/ERBB4/EYA1/GCNT1/GDF6/HOXC11/ILK/MTSS1/PROM1/PTPRO/RARA/RGN/SFRP1/SNX17	15
GO:2000191	BP	GO:2000191	regulation of fatty acid transport	4/374	24/10733	0.00886990845088347	0.00886990845088347	0.590891986306416	ACSL1/CYP4F2/SYK/THBS1	4
GO:0042752	BP	GO:0042752	regulation of circadian rhythm	9/374	102/10733	0.00910166095195098	0.00910166095195098	0.590891986306416	ATG7/GNA11/ID2/KCNA2/NLGN1/OPN4/OPN5/RORA/SIRT6	9
GO:0048565	BP	GO:0048565	digestive tract development	9/374	102/10733	0.00910166095195098	0.00910166095195098	0.590891986306416	ADA/BMP4/CCKBR/FOXL1/GATA4/GLI1/ID2/SFRP1/TGFB3	9
GO:2000377	BP	GO:2000377	regulation of reactive oxygen species metabolic process	9/374	102/10733	0.00910166095195098	0.00910166095195098	0.590891986306416	ABCD1/AKR1C3/G6PD/PRCP/PRKCD/PTK2B/SOD2/SYK/THBS1	9
GO:0009798	BP	GO:0009798	axis specification	7/374	68/10733	0.00920649240431157	0.00920649240431157	0.590891986306416	AXIN1/BMP4/HOXD8/NEUROG1/SFRP1/SKI/VAX2	7
GO:0007603	BP	GO:0007603	phototransduction, visible light	3/374	13/10733	0.00925210242838407	0.00925210242838407	0.590891986306416	GNA11/GRK1/PDE6C	3
GO:0021534	BP	GO:0021534	cell proliferation in hindbrain	3/374	13/10733	0.00925210242838407	0.00925210242838407	0.590891986306416	GLI1/GPR37L1/RORA	3
GO:0021924	BP	GO:0021924	cell proliferation in external granule layer	3/374	13/10733	0.00925210242838407	0.00925210242838407	0.590891986306416	GLI1/GPR37L1/RORA	3
GO:0021930	BP	GO:0021930	cerebellar granule cell precursor proliferation	3/374	13/10733	0.00925210242838407	0.00925210242838407	0.590891986306416	GLI1/GPR37L1/RORA	3
GO:0046514	BP	GO:0046514	ceramide catabolic process	3/374	13/10733	0.00925210242838407	0.00925210242838407	0.590891986306416	HEXB/NEU3/PRKCD	3
GO:0048568	BP	GO:0048568	embryonic organ development	21/374	346/10733	0.00962831799871896	0.00962831799871896	0.604496896297806	ADA/ASCL2/BMP4/EYA1/FUZ/FZD2/GATA4/GLI1/HEY1/HOXC11/ID2/IL3/INSIG1/MTHFD1L/NEUROD1/NEUROG1/RARA/ST14/TFEB/TGFB3/VAX2	21
GO:1902106	BP	GO:1902106	negative regulation of leukocyte differentiation	8/374	86/10733	0.0100431437577449	0.0100431437577449	0.620031980412357	BMP4/ID2/RARA/RC3H2/SFRP1/TNFRSF11B/TOB2/TRIB1	8
GO:1904888	BP	GO:1904888	cranial skeletal system development	6/374	54/10733	0.0108388675266548	0.0108388675266548	0.644097980071049	BMP4/GNA11/INSIG1/MTHFD1L/NEUROG1/TGFB3	6
GO:0072001	BP	GO:0072001	renal system development	15/374	222/10733	0.0109173100047955	0.0109173100047955	0.644097980071049	BMP4/CTSH/ERBB4/EYA1/GCNT1/GDF6/HOXC11/ILK/MTSS1/PROM1/PTPRO/RARA/RGN/SFRP1/SNX17	15
GO:0010738	BP	GO:0010738	regulation of protein kinase A signaling	3/374	14/10733	0.011475388928209	0.011475388928209	0.644097980071049	ADRB2/AKAP5/RAMP3	3
GO:0046128	BP	GO:0046128	purine ribonucleoside metabolic process	3/374	14/10733	0.011475388928209	0.011475388928209	0.644097980071049	ADA/NT5C2/PGM2	3
GO:0016485	BP	GO:0016485	protein processing	12/374	163/10733	0.0116141582157017	0.0116141582157017	0.644097980071049	BACE2/CAPN2/CLN3/CTSH/CTSZ/DISP1/IFI16/PIK3C3/PLAU/RIPK2/TBC1D10A/THBS1	12
GO:0099111	BP	GO:0099111	microtubule-based transport	10/374	126/10733	0.0125358808681168	0.0125358808681168	0.644097980071049	ARHGAP21/ARL8A/BAG3/BLOC1S1/CLN3/FUZ/KIF27/MAP1A/NEK10/TMEM201	10
GO:1903707	BP	GO:1903707	negative regulation of hemopoiesis	8/374	90/10733	0.0130232687385929	0.0130232687385929	0.644097980071049	BMP4/ID2/RARA/RC3H2/SFRP1/TNFRSF11B/TOB2/TRIB1	8
GO:0048546	BP	GO:0048546	digestive tract morphogenesis	5/374	41/10733	0.0133718290114097	0.0133718290114097	0.644097980071049	BMP4/GATA4/GLI1/ID2/SFRP1	5
GO:0009394	BP	GO:0009394	2'-deoxyribonucleotide metabolic process	4/374	27/10733	0.013498766435619	0.013498766435619	0.644097980071049	ADA/DCK/NT5C2/NT5M	4
GO:0014037	BP	GO:0014037	Schwann cell differentiation	4/374	27/10733	0.013498766435619	0.013498766435619	0.644097980071049	ILK/NDRG1/NRG1/SKI	4
GO:0048147	BP	GO:0048147	negative regulation of fibroblast proliferation	4/374	27/10733	0.013498766435619	0.013498766435619	0.644097980071049	MORC3/SFRP1/SKI/SOD2	4
GO:0008584	BP	GO:0008584	male gonad development	9/374	109/10733	0.0137216079136556	0.0137216079136556	0.644097980071049	AKR1C3/GATA4/NR5A1/PLEKHA1/RARA/RXFP2/SAFB2/SFRP1/SRY	9
GO:0001841	BP	GO:0001841	neural tube formation	8/374	91/10733	0.0138598612144133	0.0138598612144133	0.644097980071049	BMP4/FUZ/FZD2/MTHFD1L/RARA/SFRP1/SKI/ST14	8
GO:0014706	BP	GO:0014706	striated muscle tissue development	12/374	167/10733	0.0138788455124426	0.0138788455124426	0.644097980071049	BMP4/ERBB4/EYA1/G6PD/GATA4/GLI1/HEY1/ID2/NRG1/RARA/SIRT6/SKI	12
GO:0035458	BP	GO:0035458	cellular response to interferon-beta	3/374	15/10733	0.0139794468456346	0.0139794468456346	0.644097980071049	AIM2/CAPN2/IFI16	3
GO:0001666	BP	GO:0001666	response to hypoxia	14/374	208/10733	0.0140980461710659	0.0140980461710659	0.644097980071049	ADA/AGER/ASCL2/CAPN2/FMN2/NDRG1/PLAU/PTK2B/RORA/SFRP1/SOD2/TGFB3/THBS1/TXN2	14
GO:0007018	BP	GO:0007018	microtubule-based movement	14/374	208/10733	0.0140980461710659	0.0140980461710659	0.644097980071049	ARHGAP21/ARL8A/BAG3/BLOC1S1/CLN3/FMN2/FUZ/IQCG/KIF27/MAP1A/NEK10/RGN/TMEM201/TTLL9	14
GO:0071496	BP	GO:0071496	cellular response to external stimulus	15/374	229/10733	0.0141980046752018	0.0141980046752018	0.644097980071049	AKR1C3/ATG7/BAG3/BHLHA15/CASP8AP2/DAP/GLRX2/IFI16/JMY/MAP1LC3B2/PIK3C3/SFRP1/SP7/TFEB/TXN2	15
GO:0009791	BP	GO:0009791	post-embryonic development	7/374	74/10733	0.0143257585946534	0.0143257585946534	0.644097980071049	BMP4/EMX1/ETNK2/MORC3/PLEKHA1/RC3H2/SOD2	7
GO:0046546	BP	GO:0046546	development of primary male sexual characteristics	9/374	110/10733	0.0145017582869067	0.0145017582869067	0.644097980071049	AKR1C3/GATA4/NR5A1/PLEKHA1/RARA/RXFP2/SAFB2/SFRP1/SRY	9
GO:0002762	BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	5/374	42/10733	0.0147572500294358	0.0147572500294358	0.644097980071049	RARA/SFRP1/TNFRSF11B/TOB2/TRIB1	5
GO:0030850	BP	GO:0030850	prostate gland development	5/374	42/10733	0.0147572500294358	0.0147572500294358	0.644097980071049	BMP4/CRIP1/GLI1/RARA/SFRP1	5
GO:0010660	BP	GO:0010660	regulation of muscle cell apoptotic process	6/374	58/10733	0.0151336293331659	0.0151336293331659	0.644097980071049	BAG3/CAPN2/GATA4/PDPK1/PTK2B/SOD2	6
GO:0002068	BP	GO:0002068	glandular epithelial cell development	4/374	28/10733	0.0153259741276918	0.0153259741276918	0.644097980071049	BHLHA15/BMP4/PDPK1/RARA	4
GO:0009262	BP	GO:0009262	deoxyribonucleotide metabolic process	4/374	28/10733	0.0153259741276918	0.0153259741276918	0.644097980071049	ADA/DCK/NT5C2/NT5M	4
GO:0019692	BP	GO:0019692	deoxyribose phosphate metabolic process	4/374	28/10733	0.0153259741276918	0.0153259741276918	0.644097980071049	ADA/DCK/NT5C2/NT5M	4
GO:0050850	BP	GO:0050850	positive regulation of calcium-mediated signaling	4/374	28/10733	0.0153259741276918	0.0153259741276918	0.644097980071049	ADA/AKAP5/NRG1/SYK	4
GO:0042180	BP	GO:0042180	cellular ketone metabolic process	10/374	130/10733	0.0153542445961664	0.0153542445961664	0.644097980071049	ABCD1/AKR1C3/CLN3/CYP4F2/DKKL1/FGFR4/GPD2/INSIG1/RGN/SIRT6	10
GO:0051606	BP	GO:0051606	detection of stimulus	26/374	476/10733	0.0154755567533411	0.0154755567533411	0.644097980071049	GNA11/GPR52/GRK1/OPN4/OPN5/OR10A7/OR10AD1/OR10H2/OR10R2/OR11A1/OR2T27/OR2T33/OR4C3/OR4C45/OR4D11/OR4D5/OR51L1/OR51T1/OR6F1/OR8D2/OR8J3/PDE6C/PLEKHB1/SOD2/TAS1R2/TGFB3	26
GO:0050848	BP	GO:0050848	regulation of calcium-mediated signaling	6/374	59/10733	0.0163683806286844	0.0163683806286844	0.653841210033659	ADA/AKAP5/NRG1/PTK2B/RGN/SYK	6
GO:0042278	BP	GO:0042278	purine nucleoside metabolic process	3/374	16/10733	0.0167687323687234	0.0167687323687234	0.653841210033659	ADA/NT5C2/PGM2	3
GO:0061318	BP	GO:0061318	renal filtration cell differentiation	3/374	16/10733	0.0167687323687234	0.0167687323687234	0.653841210033659	BMP4/PROM1/PTPRO	3
GO:0072112	BP	GO:0072112	podocyte differentiation	3/374	16/10733	0.0167687323687234	0.0167687323687234	0.653841210033659	BMP4/PROM1/PTPRO	3
GO:0072311	BP	GO:0072311	glomerular epithelial cell differentiation	3/374	16/10733	0.0167687323687234	0.0167687323687234	0.653841210033659	BMP4/PROM1/PTPRO	3
GO:1902001	BP	GO:1902001	fatty acid transmembrane transport	3/374	16/10733	0.0167687323687234	0.0167687323687234	0.653841210033659	ABCD1/ACSL1/THBS1	3
GO:1901657	BP	GO:1901657	glycosyl compound metabolic process	5/374	44/10733	0.0178094222915261	0.0178094222915261	0.656030033227487	ADA/AKR1C3/APOBEC3B/NT5C2/PGM2	5
GO:0010634	BP	GO:0010634	positive regulation of epithelial cell migration	9/374	114/10733	0.0179524851773429	0.0179524851773429	0.656030033227487	ADAM9/BMP4/CTSH/EPB41L4B/FGFBP1/GLIPR2/PDPK1/PTK2B/THBS1	9
GO:0045862	BP	GO:0045862	positive regulation of proteolysis	17/374	279/10733	0.0181223191190346	0.0181223191190346	0.656030033227487	ADAM9/AGER/AIM2/AXIN1/CASP8AP2/CTSH/DAP/FGFR4/IFI16/PTK2B/RGN/RIPK2/SH3RF2/SIRT6/SYK/TBC1D10A/TRIB1	17
GO:0070482	BP	GO:0070482	response to oxygen levels	15/374	236/10733	0.0181970699901958	0.0181970699901958	0.656030033227487	ADA/AGER/ASCL2/ATG7/CAPN2/FMN2/NDRG1/PLAU/PTK2B/RORA/SFRP1/SOD2/TGFB3/THBS1/TXN2	15
GO:0045444	BP	GO:0045444	fat cell differentiation	12/374	174/10733	0.0186334407297298	0.0186334407297298	0.656030033227487	ADRB2/AXIN1/CCDC85B/DKKL1/DUSP10/GDF6/ID2/INSIG1/RORA/SFRP1/SIRT6/SOD2	12
GO:0009581	BP	GO:0009581	detection of external stimulus	7/374	78/10733	0.0187045772346503	0.0187045772346503	0.656030033227487	GNA11/GPR52/GRK1/OPN4/OPN5/PDE6C/PLEKHB1	7
GO:0048738	BP	GO:0048738	cardiac muscle tissue development	11/374	154/10733	0.0187989234408734	0.0187989234408734	0.656030033227487	BMP4/ERBB4/G6PD/GATA4/GLI1/HEY1/ID2/NRG1/RARA/SIRT6/SKI	11
GO:0046849	BP	GO:0046849	bone remodeling	6/374	61/10733	0.0190429387766555	0.0190429387766555	0.656030033227487	ADRB2/PTK2B/SFRP1/SYK/TGFB3/TNFRSF11B	6
GO:0010632	BP	GO:0010632	regulation of epithelial cell migration	12/374	175/10733	0.0194014556447684	0.0194014556447684	0.656030033227487	ADAM9/BMP4/CTSH/DUSP10/EPB41L4B/FGFBP1/GLIPR2/MEOX2/PDPK1/PRCP/PTK2B/THBS1	12
GO:0035883	BP	GO:0035883	enteroendocrine cell differentiation	4/374	30/10733	0.0194292491168755	0.0194292491168755	0.656030033227487	BHLHA15/BMP4/NEUROD1/PDPK1	4
GO:0045599	BP	GO:0045599	negative regulation of fat cell differentiation	5/374	45/10733	0.0194808062042506	0.0194808062042506	0.656030033227487	AXIN1/CCDC85B/INSIG1/RORA/SOD2	5
GO:0036293	BP	GO:0036293	response to decreased oxygen levels	14/374	217/10733	0.019673695955011	0.019673695955011	0.656030033227487	ADA/AGER/ASCL2/CAPN2/FMN2/NDRG1/PLAU/PTK2B/RORA/SFRP1/SOD2/TGFB3/THBS1/TXN2	14
GO:0000083	BP	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	3/374	17/10733	0.0198461338826734	0.0198461338826734	0.656030033227487	CDK18/ID2/NPAT	3
GO:0002043	BP	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	3/374	17/10733	0.0198461338826734	0.0198461338826734	0.656030033227487	BMP4/FGFBP1/THBS1	3
GO:0009129	BP	GO:0009129	pyrimidine nucleoside monophosphate metabolic process	3/374	17/10733	0.0198461338826734	0.0198461338826734	0.656030033227487	CAD/DCK/NT5M	3
GO:0035456	BP	GO:0035456	response to interferon-beta	3/374	17/10733	0.0198461338826734	0.0198461338826734	0.656030033227487	AIM2/CAPN2/IFI16	3
GO:0060008	BP	GO:0060008	Sertoli cell differentiation	3/374	17/10733	0.0198461338826734	0.0198461338826734	0.656030033227487	NR5A1/RARA/SAFB2	3
GO:0008589	BP	GO:0008589	regulation of smoothened signaling pathway	6/374	62/10733	0.0204858930576916	0.0204858930576916	0.656030033227487	FUZ/GLI1/GPR37L1/PTCH2/RORA/SFRP1	6
GO:0010657	BP	GO:0010657	muscle cell apoptotic process	6/374	62/10733	0.0204858930576916	0.0204858930576916	0.656030033227487	BAG3/CAPN2/GATA4/PDPK1/PTK2B/SOD2	6
GO:0090287	BP	GO:0090287	regulation of cellular response to growth factor stimulus	14/374	219/10733	0.0211125430063794	0.0211125430063794	0.656030033227487	AXIN1/BAMBI/BMP4/BRMS1/BRMS1L/FGFBP1/FUZ/GATA4/ILK/PDPK1/SFRP1/SKI/TGFB3/THBS1	14
GO:0009582	BP	GO:0009582	detection of abiotic stimulus	7/374	80/10733	0.0212130655368033	0.0212130655368033	0.656030033227487	GNA11/GPR52/GRK1/OPN4/OPN5/PDE6C/PLEKHB1	7
GO:0009116	BP	GO:0009116	nucleoside metabolic process	4/374	31/10733	0.0217114567210482	0.0217114567210482	0.656030033227487	ADA/APOBEC3B/NT5C2/PGM2	4
GO:0033627	BP	GO:0033627	cell adhesion mediated by integrin	6/374	63/10733	0.0220012955066407	0.0220012955066407	0.656030033227487	ADA/ADAM9/ITGAE/MMRN1/PLAU/SYK	6
GO:0030855	BP	GO:0030855	epithelial cell differentiation	25/374	469/10733	0.0227414836676198	0.0227414836676198	0.656030033227487	ADAM9/AKR1C3/BHLHA15/BMP4/CEP63/CTSB/EMX1/ERBB4/FZD2/GATA4/GLI1/HEY1/ID2/MTSS1/NEUROD1/NR5A1/NRG1/PDPK1/PROM1/PTCH2/PTPRO/RAP2C/RARA/SAFB2/ST14	25
GO:0010259	BP	GO:0010259	multicellular organism aging	3/374	18/10733	0.0232131067410211	0.0232131067410211	0.656030033227487	ALPL/GNA11/NR5A1	3
GO:0031639	BP	GO:0031639	plasminogen activation	3/374	18/10733	0.0232131067410211	0.0232131067410211	0.656030033227487	CTSZ/PLAU/THBS1	3
GO:0035235	BP	GO:0035235	ionotropic glutamate receptor signaling pathway	3/374	18/10733	0.0232131067410211	0.0232131067410211	0.656030033227487	CLN3/GRIA1/PTK2B	3
GO:0097202	BP	GO:0097202	activation of cysteine-type endopeptidase activity	3/374	18/10733	0.0232131067410211	0.0232131067410211	0.656030033227487	IFI16/RIPK2/TBC1D10A	3
GO:1990806	BP	GO:1990806	ligand-gated ion channel signaling pathway	3/374	18/10733	0.0232131067410211	0.0232131067410211	0.656030033227487	CLN3/GRIA1/PTK2B	3
GO:0071478	BP	GO:0071478	cellular response to radiation	10/374	139/10733	0.0233861970887806	0.0233861970887806	0.656030033227487	CRIP1/GPR52/GRK1/IFI16/NET1/OPN4/OPN5/PRKCD/RAD1/SFRP1	10
GO:0006195	BP	GO:0006195	purine nucleotide catabolic process	4/374	32/10733	0.0241508299955886	0.0241508299955886	0.656030033227487	ABCD1/ADA/NT5C2/SUCLG2	4
GO:0009154	BP	GO:0009154	purine ribonucleotide catabolic process	4/374	32/10733	0.0241508299955886	0.0241508299955886	0.656030033227487	ABCD1/ADA/NT5C2/SUCLG2	4
GO:0048562	BP	GO:0048562	embryonic organ morphogenesis	14/374	223/10733	0.0242262278704457	0.0242262278704457	0.656030033227487	BMP4/EYA1/FUZ/FZD2/GATA4/GLI1/HOXC11/ID2/INSIG1/MTHFD1L/NEUROD1/NEUROG1/TGFB3/VAX2	14
