	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030509	BP	GO:0030509	BMP signaling pathway	7/286	108/10733	0.0252006786533308	0.0252006786533308	0.857516976556332	ACVR2B/BMP7/DLX5/FSTL1/HIVEP1/SMAD4/SMAD6	7
GO:0072073	BP	GO:0072073	kidney epithelium development	7/286	108/10733	0.0252006786533308	0.0252006786533308	0.857516976556332	BMP7/FGF1/HOXA11/IRX3/RET/SMAD4/SMAD6	7
GO:0030326	BP	GO:0030326	embryonic limb morphogenesis	6/286	85/10733	0.0257064418939274	0.0257064418939274	0.857516976556332	BMP7/DLX5/HOXA11/IFT52/PBX2/SMAD4	6
GO:0035113	BP	GO:0035113	embryonic appendage morphogenesis	6/286	85/10733	0.0257064418939274	0.0257064418939274	0.857516976556332	BMP7/DLX5/HOXA11/IFT52/PBX2/SMAD4	6
GO:0007423	BP	GO:0007423	sensory organ development	17/286	380/10733	0.0257098843532016	0.0257098843532016	0.857516976556332	ACVR2B/ATF6/BMP7/DLX5/FOXE3/LHX2/LIN7A/NTRK2/PBX2/PDE6B/PRKRA/RET/SALL2/SMARCD3/SPRY2/STRC/ZHX2	17
GO:0009636	BP	GO:0009636	response to toxic substance	8/286	134/10733	0.0268158408309604	0.0268158408309604	0.857516976556332	ABCG2/BLMH/BMP7/CLIC2/FANCC/HBQ1/MGST3/OPRD1	8
GO:0019362	BP	GO:0019362	pyridine nucleotide metabolic process	4/286	43/10733	0.0269847595913501	0.0269847595913501	0.857516976556332	LDHB/ME2/PARP10/RPTOR	4
GO:0046496	BP	GO:0046496	nicotinamide nucleotide metabolic process	4/286	43/10733	0.0269847595913501	0.0269847595913501	0.857516976556332	LDHB/ME2/PARP10/RPTOR	4
GO:0003211	BP	GO:0003211	cardiac ventricle formation	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	HAND1/SMARCD3	2
GO:0007183	BP	GO:0007183	SMAD protein complex assembly	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	SMAD4/SMAD6	2
GO:0021892	BP	GO:0021892	cerebral cortex GABAergic interneuron differentiation	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	DRD1/FEZF2	2
GO:0046501	BP	GO:0046501	protoporphyrinogen IX metabolic process	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	HMBS/IREB2	2
GO:0090336	BP	GO:0090336	positive regulation of brown fat cell differentiation	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	BMP7/SOX13	2
GO:1903671	BP	GO:1903671	negative regulation of sprouting angiogenesis	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	PIK3CB/SEMA6A	2
GO:2000347	BP	GO:2000347	positive regulation of hepatocyte proliferation	2/286	10/10733	0.0276473291914125	0.0276473291914125	0.857516976556332	FGF1/MDK	2
GO:0035924	BP	GO:0035924	cellular response to vascular endothelial growth factor stimulus	4/286	44/10733	0.0290811100674771	0.0290811100674771	0.857516976556332	CD63/PIK3CB/SEMA6A/SPRY2	4
GO:0007156	BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	5/286	65/10733	0.0292356136763109	0.0292356136763109	0.857516976556332	AMIGO2/L1CAM/PCDH1/PIK3CB/RET	5
GO:0071363	BP	GO:0071363	cellular response to growth factor stimulus	20/286	478/10733	0.0307098462495334	0.0307098462495334	0.857516976556332	ACVR2B/BMP7/CD63/DLX5/FGF1/FGF22/FSTL1/GCLC/HIVEP1/IL17F/ING1/NTRK1/NTRK2/OPRD1/PIK3CB/PPARA/SEMA6A/SMAD4/SMAD6/SPRY2	20
GO:0003156	BP	GO:0003156	regulation of animal organ formation	3/286	26/10733	0.0309607252992279	0.0309607252992279	0.857516976556332	BMP7/FGF1/HOXA11	3
GO:0014741	BP	GO:0014741	negative regulation of muscle hypertrophy	3/286	26/10733	0.0309607252992279	0.0309607252992279	0.857516976556332	PPARA/SMAD4/TNFRSF1A	3
GO:0043524	BP	GO:0043524	negative regulation of neuron apoptotic process	7/286	113/10733	0.0312526946507994	0.0312526946507994	0.857516976556332	DNAJC5/GCLC/MDK/NTRK1/NTRK2/THAP11/UNC5B	7
GO:0045446	BP	GO:0045446	endothelial cell differentiation	6/286	89/10733	0.0313138624690853	0.0313138624690853	0.857516976556332	ACVR2B/F2RL1/FSTL1/NR2F2/SMAD4/TNFRSF1A	6
GO:0003012	BP	GO:0003012	muscle system process	13/286	274/10733	0.0319110504757413	0.0319110504757413	0.857516976556332	ACE2/CALCRL/CHRM2/CLIC2/DMPK/DRD1/KCNH2/MAP2K6/MYH11/MYOD1/PPARA/SMAD4/TNFRSF1A	13
GO:0071772	BP	GO:0071772	response to BMP	7/286	114/10733	0.0325704784230972	0.0325704784230972	0.857516976556332	ACVR2B/BMP7/DLX5/FSTL1/HIVEP1/SMAD4/SMAD6	7
GO:0071773	BP	GO:0071773	cellular response to BMP stimulus	7/286	114/10733	0.0325704784230972	0.0325704784230972	0.857516976556332	ACVR2B/BMP7/DLX5/FSTL1/HIVEP1/SMAD4/SMAD6	7
GO:0090287	BP	GO:0090287	regulation of cellular response to growth factor stimulus	11/286	219/10733	0.0326245739429183	0.0326245739429183	0.857516976556332	CD63/FGF1/FSTL1/IL17F/ING1/PIK3CB/PPARA/SEMA6A/SMAD4/SMAD6/SPRY2	11
GO:0001656	BP	GO:0001656	metanephros development	5/286	67/10733	0.0327650007543624	0.0327650007543624	0.857516976556332	BMP7/HOXA11/IRX3/RET/SMAD4	5
GO:1901890	BP	GO:1901890	positive regulation of cell junction assembly	5/286	67/10733	0.0327650007543624	0.0327650007543624	0.857516976556332	ACE2/AMIGO2/IRX3/NTRK1/NTRK2	5
GO:0090092	BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	10/286	192/10733	0.032837698440063	0.032837698440063	0.857516976556332	ACVR2B/BMP7/FSTL1/IL17F/ING1/NOMO1/PPARA/SMAD4/SMAD6/SPRY2	10
GO:0021978	BP	GO:0021978	telencephalon regionalization	2/286	11/10733	0.0332055023162669	0.0332055023162669	0.857516976556332	EMX2/LHX2	2
GO:0046643	BP	GO:0046643	regulation of gamma-delta T cell activation	2/286	11/10733	0.0332055023162669	0.0332055023162669	0.857516976556332	PTPRC/SOX13	2
GO:0070493	BP	GO:0070493	thrombin-activated receptor signaling pathway	2/286	11/10733	0.0332055023162669	0.0332055023162669	0.857516976556332	F2RL1/STMN1	2
GO:0072075	BP	GO:0072075	metanephric mesenchyme development	2/286	11/10733	0.0332055023162669	0.0332055023162669	0.857516976556332	BMP7/SMAD4	2
GO:0060135	BP	GO:0060135	maternal process involved in female pregnancy	4/286	46/10733	0.0335564229126923	0.0335564229126923	0.857516976556332	ACE2/DAZAP1/NR2F2/VDR	4
GO:2000179	BP	GO:2000179	positive regulation of neural precursor cell proliferation	4/286	46/10733	0.0335564229126923	0.0335564229126923	0.857516976556332	LHX2/MDK/RASSF10/SMARCD3	4
GO:0001893	BP	GO:0001893	maternal placenta development	3/286	27/10733	0.0341631025317394	0.0341631025317394	0.857516976556332	DAZAP1/NR2F2/VDR	3
GO:0006779	BP	GO:0006779	porphyrin-containing compound biosynthetic process	3/286	27/10733	0.0341631025317394	0.0341631025317394	0.857516976556332	HMBS/IREB2/NFE2L1	3
GO:0010830	BP	GO:0010830	regulation of myotube differentiation	3/286	27/10733	0.0341631025317394	0.0341631025317394	0.857516976556332	DMPK/MYF6/MYOD1	3
GO:0033014	BP	GO:0033014	tetrapyrrole biosynthetic process	3/286	27/10733	0.0341631025317394	0.0341631025317394	0.857516976556332	HMBS/IREB2/NFE2L1	3
GO:0001841	BP	GO:0001841	neural tube formation	6/286	91/10733	0.0343949080617674	0.0343949080617674	0.857516976556332	BMP7/CLUAP1/HECTD1/IFT52/LHX2/MTHFD1	6
GO:0043392	BP	GO:0043392	negative regulation of DNA binding	4/286	47/10733	0.0359362611589349	0.0359362611589349	0.857516976556332	HAND1/LHX2/MAD2L2/ZNF593	4
GO:0043433	BP	GO:0043433	negative regulation of DNA-binding transcription factor activity	8/286	142/10733	0.0360936724712441	0.0360936724712441	0.857516976556332	BMP7/COMMD6/HAND1/IRAK2/MAD2L2/NR0B1/PARP10/SIGIRR	8
GO:1903670	BP	GO:1903670	regulation of sprouting angiogenesis	3/286	28/10733	0.0375302469485173	0.0375302469485173	0.857516976556332	FGF1/PIK3CB/SEMA6A	3
GO:0051100	BP	GO:0051100	negative regulation of binding	7/286	118/10733	0.0382116196715916	0.0382116196715916	0.857516976556332	HAND1/LHX2/MAD2L2/MYOD1/PPARA/TDG/ZNF593	7
GO:0051896	BP	GO:0051896	regulation of protein kinase B signaling	7/286	118/10733	0.0382116196715916	0.0382116196715916	0.857516976556332	NTRK1/NTRK2/PIK3CB/PPARA/RET/SPRY2/TSPYL5	7
GO:0035720	BP	GO:0035720	intraciliary anterograde transport	2/286	12/10733	0.0391575478474134	0.0391575478474134	0.857516976556332	CLUAP1/IFT52	2
GO:0050974	BP	GO:0050974	detection of mechanical stimulus involved in sensory perception	2/286	12/10733	0.0391575478474134	0.0391575478474134	0.857516976556332	NTRK1/STRC	2
GO:1903025	BP	GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	2/286	12/10733	0.0391575478474134	0.0391575478474134	0.857516976556332	HAND1/ZNF593	2
GO:0001890	BP	GO:0001890	placenta development	7/286	119/10733	0.0397160161787249	0.0397160161787249	0.857516976556332	BMP7/CUL7/DAZAP1/HAND1/HECTD1/NR2F2/VDR	7
GO:0043068	BP	GO:0043068	positive regulation of programmed cell death	17/286	401/10733	0.0398727219333163	0.0398727219333163	0.857516976556332	ATF6/BMP7/IP6K2/MAP2K6/MARK4/NTRK1/PIK3CB/PRKRA/PTPRC/REST/RET/SMAD4/TNFRSF1A/TOMM22/USP27X/VDR/ZNF622	17
GO:0019221	BP	GO:0019221	cytokine-mediated signaling pathway	15/286	342/10733	0.0403646141968162	0.0403646141968162	0.857516976556332	AGPAT2/CASP1/ECM1/F2RL1/IL17F/IL1RL1/IRAK2/IRAK4/IRF1/PTPRC/SIGIRR/SMAD4/TNFRSF1A/TRAF5/USP27X	15
GO:0030500	BP	GO:0030500	regulation of bone mineralization	4/286	49/10733	0.0409816160209864	0.0409816160209864	0.857516976556332	ACVR2B/BMP7/ECM1/VDR	4
GO:0072524	BP	GO:0072524	pyridine-containing compound metabolic process	4/286	49/10733	0.0409816160209864	0.0409816160209864	0.857516976556332	LDHB/ME2/PARP10/RPTOR	4
GO:0002714	BP	GO:0002714	positive regulation of B cell mediated immunity	3/286	29/10733	0.041060540539314	0.041060540539314	0.857516976556332	MAD2L2/MLH1/PTPRC	3
GO:0002891	BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	3/286	29/10733	0.041060540539314	0.041060540539314	0.857516976556332	MAD2L2/MLH1/PTPRC	3
GO:0009954	BP	GO:0009954	proximal/distal pattern formation	3/286	29/10733	0.041060540539314	0.041060540539314	0.857516976556332	HOXA11/IRX3/PBX2	3
GO:0042073	BP	GO:0042073	intraciliary transport	3/286	29/10733	0.041060540539314	0.041060540539314	0.857516976556332	CLUAP1/IFT52/TTC21A	3
GO:0045191	BP	GO:0045191	regulation of isotype switching	3/286	29/10733	0.041060540539314	0.041060540539314	0.857516976556332	MAD2L2/MLH1/PTPRC	3
GO:0060993	BP	GO:0060993	kidney morphogenesis	5/286	72/10733	0.0427107426003415	0.0427107426003415	0.857516976556332	BMP7/FGF1/HOXA11/IRX3/SMAD4	5
GO:0001960	BP	GO:0001960	negative regulation of cytokine-mediated signaling pathway	4/286	50/10733	0.0436473193166998	0.0436473193166998	0.857516976556332	ECM1/F2RL1/PTPRC/SIGIRR	4
GO:0003170	BP	GO:0003170	heart valve development	4/286	50/10733	0.0436473193166998	0.0436473193166998	0.857516976556332	HECTD1/SMAD4/SMAD6/TNFRSF1A	4
GO:0033555	BP	GO:0033555	multicellular organismal response to stress	4/286	50/10733	0.0436473193166998	0.0436473193166998	0.857516976556332	DRD1/MDK/NTRK1/RET	4
GO:0051865	BP	GO:0051865	protein autoubiquitination	4/286	50/10733	0.0436473193166998	0.0436473193166998	0.857516976556332	HECTD1/SH3RF1/UHRF1/UHRF2	4
GO:0038179	BP	GO:0038179	neurotrophin signaling pathway	3/286	30/10733	0.0447520871255024	0.0447520871255024	0.857516976556332	NTRK1/NTRK2/SPRY2	3
GO:0001991	BP	GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	2/286	13/10733	0.0454786847028874	0.0454786847028874	0.857516976556332	ACE2/F2RL1	2
GO:0002922	BP	GO:0002922	positive regulation of humoral immune response	2/286	13/10733	0.0454786847028874	0.0454786847028874	0.857516976556332	IL17F/PTPRC	2
GO:0003207	BP	GO:0003207	cardiac chamber formation	2/286	13/10733	0.0454786847028874	0.0454786847028874	0.857516976556332	HAND1/SMARCD3	2
