	NodeIn	baitName	oeName	NodeOut	oeName_changed
99	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33923393-33924037	chr1:33923393-33924037
100	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	TLR12P;ZSCAN20	chr1:33924038-33938399	TLR12P;ZSCAN20
101	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33938400-33939544	chr1:33938400-33939544
102	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33939545-33944296	chr1:33939545-33944296
103	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33944297-33944555	chr1:33944297-33944555
104	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33944556-33944729	chr1:33944556-33944729
105	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33944730-33946177	chr1:33944730-33946177
106	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33946178-33948850	chr1:33946178-33948850
107	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33960348-33960590	chr1:33960348-33960590
108	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34070102-34071604	chr1:34070102-34071604
109	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34071605-34072488	chr1:34071605-34072488
110	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34072489-34074804	chr1:34072489-34074804
111	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34074805-34076499	chr1:34074805-34076499
112	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34076500-34080316	chr1:34076500-34080316
113	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34080317-34081705	chr1:34080317-34081705
114	chr1:33924038-33938399	TLR12P;ZSCAN20	A3GALT2;RP11-415J8.3	chr1:33771424-33781316	A3GALT2;RP11-415J8.3
115	chr1:34628509-34635339	C1orf94;CSMD2	.	chr1:34101334-34112358	chr1:34101334-34112358
116	chr1:35131928-35138666	MIR552	.	chr1:34092366-34095209	chr1:34092366-34095209
117	chr1:35224429-35238697	GJB4	.	chr1:34092366-34095209	chr1:34092366-34095209
118	chr1:36015399-36028658	KIAA0319L;NCDN	.	chr1:35914106-35921521	chr1:35914106-35921521
119	chr1:36183603-36185603	C1orf216	.	chr1:36088560-36089700	chr1:36088560-36089700
120	chr1:36915681-36920902	OSCP1	.	chr1:37975232-37979235	chr1:37975232-37979235
121	chr1:38156332-38160858	C1orf109;CDCA8	.	chr1:37975232-37979235	chr1:37975232-37979235
122	chr1:38401993-38413902	INPP5B	RNU6-584P;SNORA63	chr1:38348182-38352668	RNU6-584P;SNORA63
123	chr1:38401993-38413902	INPP5B	.	chr1:38352669-38353106	chr1:38352669-38353106
124	chr1:38401993-38413902	INPP5B	.	chr1:38353107-38353482	chr1:38353107-38353482
125	chr1:38401993-38413902	INPP5B	.	chr1:38415127-38419773	chr1:38415127-38419773
126	chr1:38401993-38413902	INPP5B	.	chr1:39306893-39311622	chr1:39306893-39311622
127	chr1:38401993-38413902	INPP5B	.	chr1:39311623-39317408	chr1:39311623-39317408
128	chr1:38401993-38413902	INPP5B	.	chr1:39317409-39318448	chr1:39317409-39318448
129	chr1:38401993-38413902	INPP5B	.	chr1:39320049-39321969	chr1:39320049-39321969
130	chr1:38401993-38413902	INPP5B	.	chr1:39322066-39323108	chr1:39322066-39323108
131	chr1:38401993-38413902	INPP5B	.	chr1:39328056-39328371	chr1:39328056-39328371
132	chr1:38469208-38479187	FHL3;UTP11L	.	chr1:39276801-39282760	chr1:39276801-39282760
133	chr1:38510351-38514482	POU3F1;RP5-884C9.2	.	chr1:39276801-39282760	chr1:39276801-39282760
134	chr1:39346976-39352551	GJA9;MYCBP	.	chr1:39471522-39472473	chr1:39471522-39472473
135	chr1:39346976-39352551	GJA9;MYCBP	.	chr1:39541393-39542360	chr1:39541393-39542360
136	chr1:39346976-39352551	GJA9;MYCBP	.	chr1:39548093-39550767	chr1:39548093-39550767
137	chr1:39346976-39352551	GJA9;MYCBP	.	chr1:39550768-39551657	chr1:39550768-39551657
138	chr1:39542466-39548092	MACF1	GJA9;MYCBP	chr1:39346976-39352551	GJA9;MYCBP
139	chr1:40038583-40043308	PABPC4	.	chr1:40203842-40207144	chr1:40203842-40207144
140	chr1:41435307-41445184	CTPS1	ZNF684	chr1:40996163-40998471	ZNF684
141	chr1:44395544-44403674	ARTN	.	chr1:44218031-44225681	chr1:44218031-44225681
142	chr1:44405566-44414259	IPO13;RP11-7O11.3	.	chr1:44218031-44225681	chr1:44218031-44225681
143	chr1:44425068-44437550	DPH2;IPO13	.	chr1:44218031-44225681	chr1:44218031-44225681
144	chr1:44440118-44441552	ATP6V0B	.	chr1:44218031-44225681	chr1:44218031-44225681
145	chr1:44870573-44879262	RNF220	.	chr1:44947791-44952412	chr1:44947791-44952412
146	chr1:47012627-47024060	KNCN	.	chr1:47000825-47004540	chr1:47000825-47004540
147	chr1:47136539-47140305	ATPAF1;EFCAB14-AS1;TEX38	.	chr1:47000825-47004540	chr1:47000825-47004540
148	chr1:47183266-47194316	EFCAB14	.	chr1:47000825-47004540	chr1:47000825-47004540
149	chr1:47183266-47194316	EFCAB14	.	chr1:47042757-47056277	chr1:47042757-47056277
150	chr1:47642052-47645668	CYP4A22-AS1;LINC00853	FOXD2-AS1	chr1:47889342-47901439	FOXD2-AS1
151	chr1:47647596-47658305	PDZK1IP1	FOXD2-AS1	chr1:47889342-47901439	FOXD2-AS1
152	chr1:47687948-47692986	RP1-18D14.7;TAL1	FOXD2-AS1	chr1:47889342-47901439	FOXD2-AS1
153	chr1:47889342-47901439	FOXD2-AS1	CYP4A22-AS1;LINC00853	chr1:47642052-47645668	CYP4A22-AS1;LINC00853
154	chr1:47889342-47901439	FOXD2-AS1	.	chr1:47645669-47646465	chr1:47645669-47646465
155	chr1:47889342-47901439	FOXD2-AS1	.	chr1:47646466-47647595	chr1:47646466-47647595
156	chr1:47889342-47901439	FOXD2-AS1	PDZK1IP1	chr1:47647596-47658305	PDZK1IP1
157	chr1:47889342-47901439	FOXD2-AS1	.	chr1:47692987-47693535	chr1:47692987-47693535
158	chr1:47889342-47901439	FOXD2-AS1	.	chr1:47800447-47804509	chr1:47800447-47804509
159	chr1:47889342-47901439	FOXD2-AS1	.	chr1:47804510-47804675	chr1:47804510-47804675
160	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48136103-48138143	chr1:48136103-48138143
161	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48138144-48138799	chr1:48138144-48138799
162	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48148311-48150539	chr1:48148311-48150539
163	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48150540-48151356	chr1:48150540-48151356
164	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48151991-48161524	chr1:48151991-48161524
165	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48161525-48161817	chr1:48161525-48161817
166	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48161818-48164982	chr1:48161818-48164982
167	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48164983-48166725	chr1:48164983-48166725
168	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48166726-48180363	chr1:48166726-48180363
169	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48180364-48182461	chr1:48180364-48182461
170	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48182462-48182662	chr1:48182462-48182662
171	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48182663-48185282	chr1:48182663-48185282
172	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48185283-48212821	chr1:48185283-48212821
173	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48212822-48218981	chr1:48212822-48218981
174	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48218982-48219650	chr1:48218982-48219650
175	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48219651-48221380	chr1:48219651-48221380
176	chr1:47889342-47901439	FOXD2-AS1	.	chr1:48221381-48222035	chr1:48221381-48222035
177	chr1:49239278-49244638	BEND5	.	chr1:50574586-50579341	chr1:50574586-50579341
178	chr1:50926155-50928864	RP5-850O15.3	.	chr1:51165633-51167772	chr1:51165633-51167772
179	chr1:51045806-51048507	RNU6-1026P	.	chr1:51165633-51167772	chr1:51165633-51167772
180	chr1:51650024-51658076	AL162430.1;AL162430.2	.	chr1:51165633-51167772	chr1:51165633-51167772
181	chr1:51701618-51707979	RNF11	.	chr1:51165633-51167772	chr1:51165633-51167772
182	chr1:51841086-51852074	RNU6-877P	.	chr1:52302297-52304669	chr1:52302297-52304669
183	chr1:52301074-52302296	MIR761	RNU6-877P	chr1:51841086-51852074	RNU6-877P
184	chr1:52301074-52302296	MIR761	.	chr1:51866532-51870753	chr1:51866532-51870753
185	chr1:53308053-53312482	ZYG11A	.	chr1:53649200-53655458	chr1:53649200-53655458
186	chr1:53308053-53312482	ZYG11A	.	chr1:53655459-53660489	chr1:53655459-53660489
187	chr1:55456364-55458363	RP11-12C17.2	.	chr1:55403772-55405134	chr1:55403772-55405134
188	chr1:57288093-57293122	RP11-378I13.1	.	chr1:58513832-58527430	chr1:58513832-58527430
189	chr1:59038342-59045654	TACSTD2	.	chr1:60144389-60151120	chr1:60144389-60151120
190	chr1:59038342-59045654	TACSTD2	.	chr1:60164770-60165706	chr1:60164770-60165706
191	chr1:59038342-59045654	TACSTD2	.	chr1:60179138-60180649	chr1:60179138-60180649
192	chr1:59038342-59045654	TACSTD2	.	chr1:60186656-60187751	chr1:60186656-60187751
193	chr1:59038342-59045654	TACSTD2	.	chr1:60196104-60197074	chr1:60196104-60197074
194	chr1:59038342-59045654	TACSTD2	.	chr1:60197075-60199241	chr1:60197075-60199241
195	chr1:59038342-59045654	TACSTD2	.	chr1:60204108-60205444	chr1:60204108-60205444
196	chr1:59038342-59045654	TACSTD2	.	chr1:60205445-60205854	chr1:60205445-60205854
197	chr1:59038342-59045654	TACSTD2	.	chr1:60205855-60209476	chr1:60205855-60209476
198	chr1:59038342-59045654	TACSTD2	.	chr1:60209477-60212873	chr1:60209477-60212873
199	chr1:59038342-59045654	TACSTD2	.	chr1:60212874-60215886	chr1:60212874-60215886
200	chr1:59038342-59045654	TACSTD2	.	chr1:60215887-60216968	chr1:60215887-60216968
201	chr1:59038342-59045654	TACSTD2	.	chr1:60216969-60218677	chr1:60216969-60218677
202	chr1:59038342-59045654	TACSTD2	.	chr1:60218678-60223871	chr1:60218678-60223871
203	chr1:59038342-59045654	TACSTD2	.	chr1:60223872-60227651	chr1:60223872-60227651
204	chr1:59038342-59045654	TACSTD2	.	chr1:60227652-60228283	chr1:60227652-60228283
205	chr1:59038342-59045654	TACSTD2	.	chr1:60228284-60229435	chr1:60228284-60229435
206	chr1:59038342-59045654	TACSTD2	.	chr1:60229436-60231903	chr1:60229436-60231903
207	chr1:59038342-59045654	TACSTD2	.	chr1:60231904-60233172	chr1:60231904-60233172
208	chr1:59038342-59045654	TACSTD2	.	chr1:60242882-60246014	chr1:60242882-60246014
209	chr1:59038342-59045654	TACSTD2	.	chr1:60246046-60249510	chr1:60246046-60249510
210	chr1:59038342-59045654	TACSTD2	.	chr1:60249646-60250058	chr1:60249646-60250058
211	chr1:59038342-59045654	TACSTD2	.	chr1:60252193-60254250	chr1:60252193-60254250
212	chr1:59038342-59045654	TACSTD2	.	chr1:60271315-60275890	chr1:60271315-60275890
213	chr1:59038342-59045654	TACSTD2	.	chr1:60389208-60390008	chr1:60389208-60390008
214	chr1:59038342-59045654	TACSTD2	.	chr1:60408936-60409569	chr1:60408936-60409569
215	chr1:59164479-59168269	MYSM1	.	chr1:60196104-60197074	chr1:60196104-60197074
216	chr1:59245185-59253039	JUN;LINC01135	.	chr1:60196104-60197074	chr1:60196104-60197074
217	chr1:59758286-59764653	FGGY	.	chr1:59526471-59530597	chr1:59526471-59530597
218	chr1:59758286-59764653	FGGY	.	chr1:59942636-59950139	chr1:59942636-59950139
219	chr1:59758286-59764653	FGGY	.	chr1:60196104-60197074	chr1:60196104-60197074
220	chr1:60275891-60282193	HOOK1	.	chr1:58857302-58859460	chr1:58857302-58859460
221	chr1:61326967-61331046	NFIA	.	chr1:62104028-62108189	chr1:62104028-62108189
222	chr1:61436105-61444325	RP4-668G5.1	.	chr1:62104028-62108189	chr1:62104028-62108189
223	chr1:61718787-61721568	RP5-833A20.1	.	chr1:62104028-62108189	chr1:62104028-62108189
224	chr1:63247446-63250968	ATG4C	.	chr1:62951043-62956980	chr1:62951043-62956980
225	chr1:63769568-63792897	FOXD3;LINC00466;RP4-792G4.2	.	chr1:63905282-63908302	chr1:63905282-63908302
226	chr1:64665090-64681925	UBE2U	.	chr1:64242816-64244650	chr1:64242816-64244650
227	chr1:65521436-65524475	MIR101-1;MIR3671	.	chr1:65673047-65678519	chr1:65673047-65678519
228	chr1:65885295-65894626	LEPR;LEPROT	.	chr1:65673047-65678519	chr1:65673047-65678519
229	chr1:67878837-67884716	RNU6-387P	.	chr1:67381484-67389215	chr1:67381484-67389215
230	chr1:67878837-67884716	RNU6-387P	.	chr1:67433797-67437470	chr1:67433797-67437470
231	chr1:67878837-67884716	RNU6-387P	.	chr1:67452157-67454449	chr1:67452157-67454449
232	chr1:70686109-70688832	RP4-677H15.4;SRSF11	.	chr1:67433797-67437470	chr1:67433797-67437470
233	chr1:70686109-70688832	RP4-677H15.4;SRSF11	.	chr1:70674747-70681824	chr1:70674747-70681824
234	chr1:70701915-70704607	SRSF11	.	chr1:67433797-67437470	chr1:67433797-67437470
235	chr1:71403838-71419496	RP3-333A15.1	.	chr1:71139395-71140840	chr1:71139395-71140840
236	chr1:71509061-71515346	PTGER3;ZRANB2-AS1	.	chr1:71139395-71140840	chr1:71139395-71140840
237	chr1:71530008-71535732	MIR186;ZRANB2	.	chr1:70674747-70681824	chr1:70674747-70681824
238	chr1:71530008-71535732	MIR186;ZRANB2	.	chr1:71139395-71140840	chr1:71139395-71140840
239	chr1:71546573-71549894	ZRANB2-AS2;ZRANB2	.	chr1:70674747-70681824	chr1:70674747-70681824
240	chr1:76187495-76190890	ACADM;RP4-682C21.5	.	chr1:78509657-78518171	chr1:78509657-78518171
241	chr1:76539805-76544964	ST6GALNAC3	.	chr1:77676860-77683077	chr1:77676860-77683077
242	chr1:78141576-78151695	ZZZ3	.	chr1:77676860-77683077	chr1:77676860-77683077
243	chr1:79152520-79154652	AC104837.1	.	chr1:78636294-78637666	chr1:78636294-78637666
244	chr1:84863031-84864954	DNASE2B;UOX	.	chr1:84815045-84820365	chr1:84815045-84820365
245	chr1:84863031-84864954	DNASE2B;UOX	.	chr1:85221468-85225478	chr1:85221468-85225478
246	chr1:84941119-84947206	RPF1	.	chr1:85221468-85225478	chr1:85221468-85225478
247	chr1:87379937-87381019	HS2ST1;SEP15	.	chr1:88335964-88339649	chr1:88335964-88339649
248	chr1:87616117-87617772	AL139139.1	.	chr1:88335964-88339649	chr1:88335964-88339649
249	chr1:87793596-87795680	LMO4	.	chr1:87596906-87597163	chr1:87596906-87597163
250	chr1:87793596-87795680	LMO4	.	chr1:87601915-87602107	chr1:87601915-87602107
251	chr1:87793596-87795680	LMO4	.	chr1:88335964-88339649	chr1:88335964-88339649
252	chr1:89640140-89642057	GBP7	.	chr1:89844707-89853062	chr1:89844707-89853062
253	chr1:89664459-89668112	GBP4	.	chr1:89844707-89853062	chr1:89844707-89853062
254	chr1:89986570-90007785	LRRC8B	.	chr1:90461970-90464184	chr1:90461970-90464184
255	chr1:90096958-90103624	LRRC8C;RP11-302M6.4;RP5-1007M22.2	.	chr1:90151626-90163378	chr1:90151626-90163378
256	chr1:90096958-90103624	LRRC8C;RP11-302M6.4;RP5-1007M22.2	.	chr1:90302859-90304308	chr1:90302859-90304308
257	chr1:90096958-90103624	LRRC8C;RP11-302M6.4;RP5-1007M22.2	.	chr1:90461970-90464184	chr1:90461970-90464184
258	chr1:90232364-90236166	snoU13	.	chr1:90461970-90464184	chr1:90461970-90464184
259	chr1:90279894-90290448	LRRC8D;RP5-943J3.2	.	chr1:90461970-90464184	chr1:90461970-90464184
260	chr1:90454162-90461969	GEMIN8P4;ZNF326	.	chr1:90302859-90304308	chr1:90302859-90304308
261	chr1:93474285-93478864	RNU6-210P	EVI5	chr1:93257157-93268883	EVI5
262	chr1:93474285-93478864	RNU6-210P	RPL5	chr1:93283919-93298141	RPL5
263	chr1:93474285-93478864	RNU6-210P	RPL5;SNORA66;SNORD21	chr1:93298402-93307383	RPL5;SNORA66;SNORD21
264	chr1:93474285-93478864	RNU6-210P	SNORA51	chr1:93309129-93313992	SNORA51
265	chr1:93474285-93478864	RNU6-210P	.	chr1:93316310-93316688	chr1:93316310-93316688
266	chr1:93474285-93478864	RNU6-210P	MTF2	chr1:93542060-93545657	MTF2
267	chr1:93474285-93478864	RNU6-210P	CCDC18;TMED5	chr1:93639109-93648110	CCDC18;TMED5
268	chr1:95006048-95008258	F3	.	chr1:95163467-95170727	chr1:95163467-95170727
269	chr1:97185168-97187401	PTBP2	.	chr1:96827652-96828241	chr1:96827652-96828241
270	chr1:100294153-100296677	AL451051.1	.	chr1:100943003-100944029	chr1:100943003-100944029
271	chr1:100598666-100607640	TRMT13	.	chr1:100943003-100944029	chr1:100943003-100944029
272	chr1:100634352-100646989	LRRC39	AL451051.1	chr1:100294153-100296677	AL451051.1
273	chr1:100634352-100646989	LRRC39	.	chr1:100304186-100304426	chr1:100304186-100304426
274	chr1:100634352-100646989	LRRC39	AGL	chr1:100313162-100317801	AGL
275	chr1:100634352-100646989	LRRC39	.	chr1:100628655-100630660	chr1:100628655-100630660
276	chr1:100634352-100646989	LRRC39	.	chr1:101314012-101314965	chr1:101314012-101314965
277	chr1:100634352-100646989	LRRC39	.	chr1:101341444-101342892	chr1:101341444-101342892
278	chr1:100713369-100722257	DBT;RP11-305E17.4	LRRC39	chr1:100634352-100646989	LRRC39
279	chr1:101360898-101363055	EXTL2;SLC30A7	.	chr1:100943003-100944029	chr1:100943003-100944029
280	chr1:101596382-101602313	SCARNA16	.	chr1:101461281-101462759	chr1:101461281-101462759
