	NodeIn	baitName	oeName	NodeOut	oeName_changed
22	chr1:1206874-1212438	RP5-902P8.10;UBE2J2	.	chr1:1092013-1096738	chr1:1092013-1096738
23	chr1:1206874-1212438	RP5-902P8.10;UBE2J2	TTLL10	chr1:1107116-1109732	TTLL10
24	chr1:1212439-1220554	SCNN1D	TTLL10	chr1:1107116-1109732	TTLL10
25	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	HES4;RP11-54O7.17	chr1:927395-936954	HES4;RP11-54O7.17
26	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	.	chr1:1091235-1092012	chr1:1091235-1092012
27	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	.	chr1:1092013-1096738	chr1:1092013-1096738
28	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	DVL1;MXRA8	chr1:1283837-1305518	DVL1;MXRA8
29	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:957200-974400	chr1:957200-974400
30	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:974401-978381	chr1:974401-978381
31	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1048248-1049051	chr1:1048248-1049051
32	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1064245-1069045	chr1:1064245-1069045
33	chr1:1283837-1305518	DVL1;MXRA8	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3
34	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1426922-1428709	chr1:1426922-1428709
35	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1442647-1451038	chr1:1442647-1451038
36	chr1:1533887-1545982	C1orf233	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2	chr1:1648711-1672992	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2
37	chr1:1562478-1580659	CDK11B;MIB2;MMP23B	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2	chr1:1648711-1672992	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2
38	chr1:1820953-1830463	GNB1;RP1-140A9.1	.	chr1:1698926-1709349	chr1:1698926-1709349
39	chr1:1927763-1955954	C1orf222;GABRD;RP11-547D24.1	.	chr1:1916278-1919688	chr1:1916278-1919688
40	chr1:1927763-1955954	C1orf222;GABRD;RP11-547D24.1	.	chr1:1919689-1922317	chr1:1919689-1922317
41	chr1:1927763-1955954	C1orf222;GABRD;RP11-547D24.1	.	chr1:1922318-1923883	chr1:1922318-1923883
42	chr1:2143648-2147289	AL590822.1;C1orf86;RP11-181G12.4;RP11-181G12.5	.	chr1:2233705-2235147	chr1:2233705-2235147
43	chr1:2155766-2166195	SKI	.	chr1:2233705-2235147	chr1:2233705-2235147
44	chr1:2319572-2324377	MORN1;RER1	.	chr1:3338276-3339939	chr1:3338276-3339939
45	chr1:2319572-2324377	MORN1;RER1	.	chr1:3339940-3343969	chr1:3339940-3343969
46	chr1:2335725-2351765	PEX10	.	chr1:3338276-3339939	chr1:3338276-3339939
47	chr1:2335725-2351765	PEX10	.	chr1:3339940-3343969	chr1:3339940-3343969
48	chr1:2354920-2357804	PLCH2	.	chr1:3338276-3339939	chr1:3338276-3339939
49	chr1:2354920-2357804	PLCH2	.	chr1:3339940-3343969	chr1:3339940-3343969
50	chr1:2354920-2357804	PLCH2	.	chr1:3346909-3363739	chr1:3346909-3363739
51	chr1:2387105-2417285	PLCH2	.	chr1:3338276-3339939	chr1:3338276-3339939
52	chr1:2420090-2426369	RP3-395M20.2;RP3-395M20.3	.	chr1:3338276-3339939	chr1:3338276-3339939
53	chr1:2420090-2426369	RP3-395M20.2;RP3-395M20.3	.	chr1:3339940-3343969	chr1:3339940-3343969
54	chr1:2420090-2426369	RP3-395M20.2;RP3-395M20.3	.	chr1:3346909-3363739	chr1:3346909-3363739
55	chr1:2450976-2458432	PANK4	.	chr1:3338276-3339939	chr1:3338276-3339939
56	chr1:2450976-2458432	PANK4	.	chr1:3339940-3343969	chr1:3339940-3343969
57	chr1:2514865-2526252	FAM213B;MMEL1	.	chr1:3338276-3339939	chr1:3338276-3339939
58	chr1:2514865-2526252	FAM213B;MMEL1	.	chr1:3339940-3343969	chr1:3339940-3343969
59	chr1:2927637-2944794	ACTRT2	.	chr1:3198698-3205489	chr1:3198698-3205489
60	chr1:2927637-2944794	ACTRT2	.	chr1:3304675-3317710	chr1:3304675-3317710
61	chr1:2927637-2944794	ACTRT2	.	chr1:3338276-3339939	chr1:3338276-3339939
62	chr1:2927637-2944794	ACTRT2	.	chr1:3339940-3343969	chr1:3339940-3343969
63	chr1:2927637-2944794	ACTRT2	.	chr1:3346909-3363739	chr1:3346909-3363739
64	chr1:2985230-2988777	PRDM16	.	chr1:3198698-3205489	chr1:3198698-3205489
65	chr1:2985230-2988777	PRDM16	.	chr1:3304675-3317710	chr1:3304675-3317710
66	chr1:2985230-2988777	PRDM16	.	chr1:3338276-3339939	chr1:3338276-3339939
67	chr1:2985230-2988777	PRDM16	.	chr1:3339940-3343969	chr1:3339940-3343969
68	chr1:2985230-2988777	PRDM16	.	chr1:3346909-3363739	chr1:3346909-3363739
69	chr1:3370481-3383373	ARHGEF16	PLCH2	chr1:2354920-2357804	PLCH2
70	chr1:3370481-3383373	ARHGEF16	RP3-395M20.2;RP3-395M20.3	chr1:2420090-2426369	RP3-395M20.2;RP3-395M20.3
71	chr1:3370481-3383373	ARHGEF16	MEGF6	chr1:3522935-3531183	MEGF6
72	chr1:3370481-3383373	ARHGEF16	RP11-46F15.2;TPRG1L	chr1:3531260-3544978	RP11-46F15.2;TPRG1L
73	chr1:3522935-3531183	MEGF6	.	chr1:3346909-3363739	chr1:3346909-3363739
74	chr1:3522935-3531183	MEGF6	ARHGEF16	chr1:3370481-3383373	ARHGEF16
75	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3363740-3369034	chr1:3363740-3369034
76	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3369035-3369191	chr1:3369035-3369191
77	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3369192-3370480	chr1:3369192-3370480
78	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3404212-3423130	chr1:3404212-3423130
79	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3423131-3423866	chr1:3423131-3423866
80	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3544979-3545832	chr1:3544979-3545832
81	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3545833-3546477	chr1:3545833-3546477
82	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3546478-3555323	chr1:3546478-3555323
83	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3560027-3563672	chr1:3560027-3563672
84	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3563673-3564382	chr1:3563673-3564382
85	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3803349-3807529	chr1:3803349-3807529
86	chr1:3565776-3577339	TP73;WRAP73	.	chr1:3807530-3815535	chr1:3807530-3815535
87	chr1:3688547-3690323	SMIM1	TP73;WRAP73	chr1:3565776-3577339	TP73;WRAP73
88	chr1:3705943-3720839	LRRC47	TP73;WRAP73	chr1:3565776-3577339	TP73;WRAP73
89	chr1:3815536-3819683	C1orf174;LINC01134	TP73;WRAP73	chr1:3565776-3577339	TP73;WRAP73
90	chr1:4706843-4717666	AJAP1	.	chr1:5794178-5800837	chr1:5794178-5800837
91	chr1:4706843-4717666	AJAP1	.	chr1:5800838-5802617	chr1:5800838-5802617
92	chr1:4706843-4717666	AJAP1	.	chr1:6027963-6036776	chr1:6027963-6036776
93	chr1:6049670-6053523	KCNAB2;NPHP4	TP73;WRAP73	chr1:3565776-3577339	TP73;WRAP73
94	chr1:6049670-6053523	KCNAB2;NPHP4	AJAP1	chr1:4706843-4717666	AJAP1
95	chr1:6049670-6053523	KCNAB2;NPHP4	CHD5	chr1:6220817-6245036	CHD5
96	chr1:6220817-6245036	CHD5	.	chr1:6102225-6103545	chr1:6102225-6103545
97	chr1:6220817-6245036	CHD5	.	chr1:6103546-6116901	chr1:6103546-6116901
98	chr1:6220817-6245036	CHD5	.	chr1:6116902-6117681	chr1:6116902-6117681
99	chr1:6220817-6245036	CHD5	.	chr1:6117682-6123057	chr1:6117682-6123057
100	chr1:6220817-6245036	CHD5	.	chr1:6127718-6130640	chr1:6127718-6130640
101	chr1:6220817-6245036	CHD5	.	chr1:6130641-6134664	chr1:6130641-6134664
102	chr1:6220817-6245036	CHD5	.	chr1:6174714-6176226	chr1:6174714-6176226
103	chr1:6220817-6245036	CHD5	.	chr1:6190090-6191115	chr1:6190090-6191115
104	chr1:6220817-6245036	CHD5	.	chr1:6208773-6217888	chr1:6208773-6217888
105	chr1:6220817-6245036	CHD5	.	chr1:6257809-6258012	chr1:6257809-6258012
106	chr1:6220817-6245036	CHD5	.	chr1:6258013-6258534	chr1:6258013-6258534
107	chr1:6297167-6308873	HES3;LINC00337	RNF207;RP1-120G22.11;RPL22	chr1:6258535-6274327	RNF207;RP1-120G22.11;RPL22
108	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6375852-6377323	chr1:6375852-6377323
109	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6377324-6381334	chr1:6377324-6381334
110	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6391435-6394658	chr1:6391435-6394658
111	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6414340-6420690	chr1:6414340-6420690
112	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6420691-6427709	chr1:6420691-6427709
113	chr1:6297167-6308873	HES3;LINC00337	ACOT7;RP1-202O8.3	chr1:6440860-6466926	ACOT7;RP1-202O8.3
114	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6466927-6473249	chr1:6466927-6473249
115	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6473250-6478146	chr1:6473250-6478146
116	chr1:6297167-6308873	HES3;LINC00337	.	chr1:6478147-6482120	chr1:6478147-6482120
117	chr1:6297167-6308873	HES3;LINC00337	PLEKHG5	chr1:6553634-6581701	PLEKHG5
118	chr1:6297167-6308873	HES3;LINC00337	KLHL21;PHF13	chr1:6669510-6675892	KLHL21;PHF13
119	chr1:6297167-6308873	HES3;LINC00337	RNU1-8P	chr1:7279196-7281793	RNU1-8P
120	chr1:6440860-6466926	ACOT7;RP1-202O8.3	CHD5	chr1:6220817-6245036	CHD5
121	chr1:6440860-6466926	ACOT7;RP1-202O8.3	HES3;LINC00337	chr1:6297167-6308873	HES3;LINC00337
122	chr1:6597457-6614861	NOL9;RNU6-731P;RP11-58A11.2	.	chr1:6682119-6683583	chr1:6682119-6683583
123	chr1:6614862-6634284	TAS1R1	.	chr1:6682119-6683583	chr1:6682119-6683583
124	chr1:6635296-6647590	ZBTB48	PER3	chr1:7840370-7848466	PER3
125	chr1:6669510-6675892	KLHL21;PHF13	.	chr1:6682119-6683583	chr1:6682119-6683583
126	chr1:6669510-6675892	KLHL21;PHF13	PER3	chr1:7840370-7848466	PER3
127	chr1:6808226-6817296	snoU13	PER3	chr1:7840370-7848466	PER3
128	chr1:6840889-6845265	RP11-312B8.1	.	chr1:6778847-6781869	chr1:6778847-6781869
129	chr1:6845266-6861033	CAMTA1	.	chr1:6778847-6781869	chr1:6778847-6781869
130	chr1:7279196-7281793	RNU1-8P	.	chr1:6778847-6781869	chr1:6778847-6781869
131	chr1:7840370-7848466	PER3	.	chr1:7957068-7959939	chr1:7957068-7959939
132	chr1:7840370-7848466	PER3	.	chr1:7959940-7960133	chr1:7959940-7960133
133	chr1:7840370-7848466	PER3	.	chr1:7960134-7961234	chr1:7960134-7961234
134	chr1:7840370-7848466	PER3	.	chr1:7961235-7962140	chr1:7961235-7962140
135	chr1:7840370-7848466	PER3	.	chr1:7962141-7963807	chr1:7962141-7963807
136	chr1:7840370-7848466	PER3	.	chr1:7963808-7968620	chr1:7963808-7968620
137	chr1:7840370-7848466	PER3	.	chr1:7970121-7975913	chr1:7970121-7975913
138	chr1:7840370-7848466	PER3	.	chr1:7975914-7976779	chr1:7975914-7976779
139	chr1:7840370-7848466	PER3	.	chr1:7976780-7979247	chr1:7976780-7979247
140	chr1:7840370-7848466	PER3	.	chr1:7997668-7998727	chr1:7997668-7998727
141	chr1:7840370-7848466	PER3	RP5-892F13.2;TNFRSF9	chr1:7998728-8004156	RP5-892F13.2;TNFRSF9
142	chr1:7840370-7848466	PER3	.	chr1:8004157-8004811	chr1:8004157-8004811
143	chr1:7840370-7848466	PER3	.	chr1:8004812-8008115	chr1:8004812-8008115
144	chr1:7879742-7888412	RP3-467L1.4	.	chr1:7959940-7960133	chr1:7959940-7960133
145	chr1:7879742-7888412	RP3-467L1.4	.	chr1:7960134-7961234	chr1:7960134-7961234
146	chr1:7879742-7888412	RP3-467L1.4	.	chr1:7961235-7962140	chr1:7961235-7962140
147	chr1:7998728-8004156	RP5-892F13.2;TNFRSF9	PER3	chr1:7840370-7848466	PER3
148	chr1:7998728-8004156	RP5-892F13.2;TNFRSF9	SLC45A1	chr1:8375879-8381244	SLC45A1
149	chr1:8008116-8036091	PARK7	SLC45A1	chr1:8375879-8381244	SLC45A1
150	chr1:8081098-8094265	ERRFI1;RP11-431K24.1	.	chr1:8276387-8281888	chr1:8276387-8281888
151	chr1:8081098-8094265	ERRFI1;RP11-431K24.1	SLC45A1	chr1:8375879-8381244	SLC45A1
152	chr1:8265143-8268856	RNU1-7P;RP11-431K24.3	SLC45A1	chr1:8375879-8381244	SLC45A1
153	chr1:8375879-8381244	SLC45A1	.	chr1:7839781-7840369	chr1:7839781-7840369
154	chr1:8375879-8381244	SLC45A1	.	chr1:7976780-7979247	chr1:7976780-7979247
155	chr1:8375879-8381244	SLC45A1	.	chr1:7997668-7998727	chr1:7997668-7998727
156	chr1:8375879-8381244	SLC45A1	RP5-892F13.2;TNFRSF9	chr1:7998728-8004156	RP5-892F13.2;TNFRSF9
157	chr1:8375879-8381244	SLC45A1	.	chr1:8004812-8008115	chr1:8004812-8008115
158	chr1:8375879-8381244	SLC45A1	PARK7	chr1:8008116-8036091	PARK7
159	chr1:8375879-8381244	SLC45A1	.	chr1:8036092-8036414	chr1:8036092-8036414
160	chr1:8375879-8381244	SLC45A1	.	chr1:8036415-8052130	chr1:8036415-8052130
161	chr1:8375879-8381244	SLC45A1	.	chr1:8052131-8061078	chr1:8052131-8061078
162	chr1:8375879-8381244	SLC45A1	.	chr1:8061079-8066528	chr1:8061079-8066528
163	chr1:8375879-8381244	SLC45A1	.	chr1:8066529-8071951	chr1:8066529-8071951
164	chr1:8375879-8381244	SLC45A1	.	chr1:8071952-8073015	chr1:8071952-8073015
165	chr1:8375879-8381244	SLC45A1	.	chr1:8073016-8074057	chr1:8073016-8074057
166	chr1:8375879-8381244	SLC45A1	.	chr1:8074058-8077646	chr1:8074058-8077646
167	chr1:8375879-8381244	SLC45A1	.	chr1:8077647-8078322	chr1:8077647-8078322
168	chr1:8375879-8381244	SLC45A1	.	chr1:8078323-8078938	chr1:8078323-8078938
169	chr1:8375879-8381244	SLC45A1	.	chr1:8078939-8079875	chr1:8078939-8079875
170	chr1:8375879-8381244	SLC45A1	.	chr1:8079876-8081097	chr1:8079876-8081097
171	chr1:8375879-8381244	SLC45A1	ERRFI1;RP11-431K24.1	chr1:8081098-8094265	ERRFI1;RP11-431K24.1
172	chr1:8375879-8381244	SLC45A1	.	chr1:8094266-8097257	chr1:8094266-8097257
173	chr1:8375879-8381244	SLC45A1	.	chr1:8097258-8098552	chr1:8097258-8098552
174	chr1:8375879-8381244	SLC45A1	.	chr1:8098553-8099039	chr1:8098553-8099039
175	chr1:8375879-8381244	SLC45A1	.	chr1:8099040-8100797	chr1:8099040-8100797
176	chr1:8375879-8381244	SLC45A1	.	chr1:8100798-8103013	chr1:8100798-8103013
177	chr1:8375879-8381244	SLC45A1	.	chr1:8103014-8119023	chr1:8103014-8119023
178	chr1:8375879-8381244	SLC45A1	.	chr1:8119024-8133491	chr1:8119024-8133491
179	chr1:8375879-8381244	SLC45A1	.	chr1:8133492-8136349	chr1:8133492-8136349
180	chr1:8375879-8381244	SLC45A1	.	chr1:8136350-8137146	chr1:8136350-8137146
181	chr1:8375879-8381244	SLC45A1	.	chr1:8137147-8137986	chr1:8137147-8137986
182	chr1:8375879-8381244	SLC45A1	.	chr1:8137987-8143929	chr1:8137987-8143929
183	chr1:8375879-8381244	SLC45A1	.	chr1:8143930-8145402	chr1:8143930-8145402
184	chr1:8375879-8381244	SLC45A1	.	chr1:8145403-8149570	chr1:8145403-8149570
185	chr1:8375879-8381244	SLC45A1	.	chr1:8149571-8156249	chr1:8149571-8156249
186	chr1:8375879-8381244	SLC45A1	.	chr1:8156250-8157012	chr1:8156250-8157012
187	chr1:8375879-8381244	SLC45A1	.	chr1:8157013-8157893	chr1:8157013-8157893
188	chr1:8375879-8381244	SLC45A1	.	chr1:8157904-8162391	chr1:8157904-8162391
189	chr1:8375879-8381244	SLC45A1	.	chr1:8170259-8170409	chr1:8170259-8170409
190	chr1:8375879-8381244	SLC45A1	.	chr1:8170410-8178549	chr1:8170410-8178549
191	chr1:8375879-8381244	SLC45A1	.	chr1:8203407-8209342	chr1:8203407-8209342
192	chr1:8375879-8381244	SLC45A1	.	chr1:8222523-8223018	chr1:8222523-8223018
193	chr1:8375879-8381244	SLC45A1	.	chr1:8238882-8239761	chr1:8238882-8239761
194	chr1:8375879-8381244	SLC45A1	.	chr1:8242092-8242595	chr1:8242092-8242595
195	chr1:8375879-8381244	SLC45A1	.	chr1:8254776-8261634	chr1:8254776-8261634
196	chr1:8375879-8381244	SLC45A1	.	chr1:8777515-8786832	chr1:8777515-8786832
197	chr1:8375879-8381244	SLC45A1	.	chr1:8786833-8790115	chr1:8786833-8790115
198	chr1:8375879-8381244	SLC45A1	.	chr1:8790116-8793643	chr1:8790116-8793643
199	chr1:8375879-8381244	SLC45A1	.	chr1:8797310-8797913	chr1:8797310-8797913
200	chr1:8484342-8487414	RERE;RP5-1115A15.1	.	chr1:8920526-8923041	chr1:8920526-8923041
201	chr1:9003477-9012662	CA6	SLC45A1	chr1:8375879-8381244	SLC45A1
202	chr1:10751037-10767516	CASZ1	.	chr1:10589924-10590790	chr1:10589924-10590790
203	chr1:10844387-10859919	CASZ1	.	chr1:10589924-10590790	chr1:10589924-10590790
204	chr1:11039443-11046834	C1orf127	.	chr1:10589924-10590790	chr1:10589924-10590790
205	chr1:11113121-11122975	SRM	AGTRAP	chr1:11793489-11797297	AGTRAP
206	chr1:11158746-11163451	EXOSC10;RP4-635E18.6	AGTRAP	chr1:11793489-11797297	AGTRAP
207	chr1:11321726-11322699	MTOR	AGTRAP	chr1:11793489-11797297	AGTRAP
208	chr1:11705329-11717347	FBXO2;FBXO44	AGTRAP	chr1:11793489-11797297	AGTRAP
209	chr1:11722754-11727775	FBXO6	AGTRAP	chr1:11793489-11797297	AGTRAP
210	chr1:11750936-11763560	DRAXIN;MAD2L2	.	chr1:11122976-11125911	chr1:11122976-11125911
211	chr1:11750936-11763560	DRAXIN;MAD2L2	MTOR	chr1:11321726-11322699	MTOR
212	chr1:11750936-11763560	DRAXIN;MAD2L2	.	chr1:11338705-11340582	chr1:11338705-11340582
213	chr1:11750936-11763560	DRAXIN;MAD2L2	.	chr1:11340583-11341748	chr1:11340583-11341748
214	chr1:11793489-11797297	AGTRAP	.	chr1:11026643-11029788	chr1:11026643-11029788
215	chr1:11793489-11797297	AGTRAP	SRM	chr1:11113121-11122975	SRM
216	chr1:11793489-11797297	AGTRAP	.	chr1:11122976-11125911	chr1:11122976-11125911
217	chr1:11793489-11797297	AGTRAP	.	chr1:11155387-11158745	chr1:11155387-11158745
218	chr1:11793489-11797297	AGTRAP	EXOSC10;RP4-635E18.6	chr1:11158746-11163451	EXOSC10;RP4-635E18.6
219	chr1:11793489-11797297	AGTRAP	MTOR-AS1;MTOR	chr1:11192293-11204078	MTOR-AS1;MTOR
220	chr1:11793489-11797297	AGTRAP	RNU6-537P	chr1:11210175-11212490	RNU6-537P
221	chr1:11793489-11797297	AGTRAP	.	chr1:11219017-11221640	chr1:11219017-11221640
222	chr1:11793489-11797297	AGTRAP	.	chr1:11249466-11250983	chr1:11249466-11250983
223	chr1:11793489-11797297	AGTRAP	.	chr1:11300928-11303008	chr1:11300928-11303008
224	chr1:11793489-11797297	AGTRAP	.	chr1:11303009-11306078	chr1:11303009-11306078
225	chr1:11793489-11797297	AGTRAP	.	chr1:11307360-11321725	chr1:11307360-11321725
226	chr1:11793489-11797297	AGTRAP	MTOR	chr1:11321726-11322699	MTOR
227	chr1:11793489-11797297	AGTRAP	.	chr1:11322700-11325886	chr1:11322700-11325886
228	chr1:11793489-11797297	AGTRAP	.	chr1:11338705-11340582	chr1:11338705-11340582
229	chr1:11793489-11797297	AGTRAP	.	chr1:11340583-11341748	chr1:11340583-11341748
230	chr1:11793489-11797297	AGTRAP	.	chr1:11341749-11343920	chr1:11341749-11343920
231	chr1:11793489-11797297	AGTRAP	.	chr1:11343921-11350656	chr1:11343921-11350656
232	chr1:11793489-11797297	AGTRAP	.	chr1:11351074-11354745	chr1:11351074-11354745
233	chr1:11793489-11797297	AGTRAP	.	chr1:11721735-11722753	chr1:11721735-11722753
234	chr1:11793489-11797297	AGTRAP	FBXO6	chr1:11722754-11727775	FBXO6
235	chr1:11793489-11797297	AGTRAP	.	chr1:11735112-11735965	chr1:11735112-11735965
236	chr1:11793489-11797297	AGTRAP	.	chr1:11799679-11819384	chr1:11799679-11819384
237	chr1:11793489-11797297	AGTRAP	.	chr1:11855936-11856823	chr1:11855936-11856823
238	chr1:11820484-11826131	C1orf167	AGTRAP	chr1:11793489-11797297	AGTRAP
239	chr1:11864904-11872489	CLCN6;MTHFR	AGTRAP	chr1:11793489-11797297	AGTRAP
240	chr1:11901356-11913795	NPPA-AS1;NPPA	AGTRAP	chr1:11793489-11797297	AGTRAP
241	chr1:11980154-11990122	KIAA2013	.	chr1:11856824-11864903	chr1:11856824-11864903
242	chr1:12034073-12041913	MFN2	.	chr1:11856824-11864903	chr1:11856824-11864903
243	chr1:12065739-12080397	MIIP;RP5-1077B9.5	.	chr1:11856824-11864903	chr1:11856824-11864903
244	chr1:12115424-12127809	TNFRSF8	NPPB	chr1:11917524-11920807	NPPB
245	chr1:12566709-12567962	SNORA59A	.	chr1:12441329-12447752	chr1:12441329-12447752
246	chr1:12566709-12567962	SNORA59A	.	chr1:12462633-12467935	chr1:12462633-12467935
247	chr1:12566709-12567962	SNORA59A	.	chr1:12579447-12581493	chr1:12579447-12581493
248	chr1:12627258-12642357	RNU6ATAC18P	.	chr1:12441329-12447752	chr1:12441329-12447752
249	chr1:12627258-12642357	RNU6ATAC18P	.	chr1:12462633-12467935	chr1:12462633-12467935
250	chr1:12673527-12691643	DHRS3;RP11-474O21.5	.	chr1:12441329-12447752	chr1:12441329-12447752
251	chr1:12673527-12691643	DHRS3;RP11-474O21.5	.	chr1:12462633-12467935	chr1:12462633-12467935
252	chr1:12700924-12716452	AADACL4	.	chr1:12441329-12447752	chr1:12441329-12447752
253	chr1:12700924-12716452	AADACL4	.	chr1:12462633-12467935	chr1:12462633-12467935
254	chr1:12794756-12801844	snoU13	PDPN	chr1:13905567-13912090	PDPN
255	chr1:12801845-12807472	C1orf158	PDPN	chr1:13905567-13912090	PDPN
256	chr1:12832196-12836206	PRAMEF12	PDPN	chr1:13905567-13912090	PDPN
257	chr1:13905567-13912090	PDPN	.	chr1:14125217-14129149	chr1:14125217-14129149
258	chr1:13905567-13912090	PDPN	.	chr4:108340488-108344868	chr4:108340488-108344868
259	chr1:14019820-14033291	PRDM2;SCARNA11	PDPN	chr1:13905567-13912090	PDPN
260	chr1:15908460-15915579	AGMAT	FBLIM1	chr1:16081773-16086736	FBLIM1
261	chr1:15932824-15936842	RNU7-179P	FBLIM1	chr1:16081773-16086736	FBLIM1
262	chr1:15942535-15948857	DDI2	FBLIM1	chr1:16081773-16086736	FBLIM1
263	chr1:15942535-15948857	DDI2	ANO7P1	chr1:16542893-16543977	ANO7P1
264	chr1:16059770-16064295	RP11-288I21.1;SLC25A34	FBLIM1	chr1:16081773-16086736	FBLIM1
265	chr1:16081773-16086736	FBLIM1	.	chr1:15889708-15892652	chr1:15889708-15892652
266	chr1:16081773-16086736	FBLIM1	.	chr1:15892653-15893973	chr1:15892653-15893973
267	chr1:16081773-16086736	FBLIM1	.	chr1:15893974-15904570	chr1:15893974-15904570
268	chr1:16081773-16086736	FBLIM1	.	chr1:15904571-15905902	chr1:15904571-15905902
269	chr1:16081773-16086736	FBLIM1	.	chr1:15905903-15908459	chr1:15905903-15908459
270	chr1:16081773-16086736	FBLIM1	.	chr1:15915580-15920005	chr1:15915580-15920005
271	chr1:16081773-16086736	FBLIM1	.	chr1:15920006-15920856	chr1:15920006-15920856
272	chr1:16081773-16086736	FBLIM1	.	chr1:15920857-15923636	chr1:15920857-15923636
