ID	nes_1	pval_1	nes_2	pval_2	nes_3	pval_3	combine_nes	fisher_pval
GPR85	-2.61639900444187	0.00888626484942058	0	1	0	1	-2.61639900444187	0.00888626484942058
RAP1B	2.59971423327562	0.00933014205327101	0	1	0	1	2.59971423327562	0.00933014205327101
ZNF536	2.5996511864432	0.00933185619306045	0	1	0	1	2.5996511864432	0.00933185619306045
SMAP2	2.5986908186833	0.0093580017746613	0	1	0	1	2.5986908186833	0.0093580017746613
KLF9	2.11417270170841	0.034500519518461	1.10666961381837	0.268436797486752	2.28250146701695	0.0224597509701302	1.83444792751458	0.00944668390126566
ZNF354C	-2.63343762376203	0.00845253599083752	-1.44466617442393	0.148551675423186	0	1	-2.03905189909298	0.00964344236333531
TAF13	2.58599433066877	0.00970985276234938	0	1	0	1	2.58599433066877	0.00970985276234938
ZNF80	-2.4837842001778	0.012999455854603	-1.65349858722268	0.0982294333968606	0	1	-2.06864139370024	0.00978548778104973
BTLA	2.58279931847575	0.00980023102422913	0	1	0	1	2.58279931847575	0.00980023102422913
DVL2	-2.58187245514483	0.00982658938857806	0	1	0	1	-2.58187245514483	0.00982658938857806
FZD6	-2.58176221853073	0.00982972852382435	0	1	0	1	-2.58176221853073	0.00982972852382435
SIX5	-1.6738189404833	0.0941661887578948	-2.0658171419496	0.0388457488756375	-1.88141287682948	0.0599157765644866	-1.87368298642079	0.00984543287251982
CLOCK	0.769676195566831	0.441491994022248	1.26973318767275	0.204179686852252	3.03099388967589	0.00243750180599907	1.69013442430516	0.00986516773667978
ZNF502	-3.19494792833835	0.00139856071490203	-0.086855293890664	0.930786535474767	0	1	-1.64090161111451	0.00995071286582526
NR2F6	-2.09783194980484	0.035919993081942	-2.29665612852489	0.0216383940040627	-1.06010594212795	0.289096404800236	-1.81819800681923	0.0100411845209723
ZNF274	-1.98782529958483	0.0468310146501351	-1.18073895113399	0.237706442779711	-2.30857103813534	0.0209673966184736	-1.82571176295139	0.0103471054972574
CD44	2.55992418158967	0.0104695001410812	0	1	0	1	2.55992418158967	0.0104695001410812
BACH2	1.9771968157505	0.0480193874121289	2.09748968361478	0.0359502494592028	1.47127530088946	0.141216680082961	1.84865393341825	0.0107079564678684
CHUK	2.54860986771235	0.010815321388031	0	1	0	1	2.54860986771235	0.010815321388031
NPAS2	2.38547965430628	0.0170568658387668	1.72679556045683	0.0842043861017011	0	1	2.05613760738155	0.010837624510005
PDE6B	-2.5377786381763	0.0111558522418131	0	1	0	1	-2.5377786381763	0.0111558522418131
GFI1	-1.84362166370031	0.0652382965886083	-2.26672038755627	0.0234073121656654	0	1	-2.05517102562829	0.0114291003353216
GRK5	2.52438693859135	0.0115900279737734	0	1	0	1	2.52438693859135	0.0115900279737734
VIPR1	2.5121616423749	0.0119994112222912	0	1	0	1	2.5121616423749	0.0119994112222912
PLCXD1	-2.5112401428648	0.0120307824260273	0	1	0	1	-2.5112401428648	0.0120307824260273
MAP3K5	2.50352968981345	0.0122961363271108	0	1	0	1	2.50352968981345	0.0122961363271108
MAML2	2.50311632084521	0.012310507671199	0	1	0	1	2.50311632084521	0.012310507671199
HOXA3	-2.23433906468763	0.0254607718088623	-1.84213168958946	0.0654558894416272	0	1	-2.03823537713855	0.0123275175306347
GABBR1	2.50165338517549	0.0123614882406447	0	1	0	1	2.50165338517549	0.0123614882406447
TRAFD1	2.04728500936382	0.0406301088931041	-2.0351513326955	0.0418356482233063	0	1	0.00606683833416	0.0125397572420907
PRRX2	-2.49199189084738	0.0127028937573418	0	1	0	1	-2.49199189084738	0.0127028937573418
IRF4	1.84434785292125	0.0651324617850522	1.59992644643301	0.109614901605381	2.00660634059574	0.0447915956538147	1.81696021331667	0.013249432282897
CCL24	-2.47208837810553	0.0134326304142891	0	1	0	1	-2.47208837810553	0.0134326304142891
STAT5B	-2.53895066932849	0.0111185499431409	-1.75799019332091	0.0787491779433814	-0.888429736839517	0.374309635521685	-1.72845686649631	0.013506022781331
OR2L13	-2.46959677324523	0.0135265426567209	0	1	0	1	-2.46959677324523	0.0135265426567209
DCLK2	-2.46686333462814	0.0136302368476224	0	1	0	1	-2.46686333462814	0.0136302368476224
IRAK2	2.46644000642589	0.0136463586287622	0	1	0	1	2.46644000642589	0.0136463586287622
ZBTB49	-2.95846113791285	0.00309179223525473	-0.508478701901149	0.611117671684138	0	1	-1.733469919907	0.0137390709688092
CALCRL	-2.45825306329402	0.0139614754470289	0	1	0	1	-2.45825306329402	0.0139614754470289
RAB30	-2.45698268776907	0.0140109438429723	0	1	0	1	-2.45698268776907	0.0140109438429723
GPSM1	-2.44945199043253	0.0143073781917277	0	1	0	1	-2.44945199043253	0.0143073781917277
AFF3	2.44915528618624	0.0143191699442501	0	1	0	1	2.44915528618624	0.0143191699442501
SLC44A2	-2.44819806071553	0.0143572708889776	0	1	0	1	-2.44819806071553	0.0143572708889776
SMO	-2.44585161270607	0.0144510462826721	0	1	0	1	-2.44585161270607	0.0144510462826721
MAP2K7	2.44290132756877	0.0145697201819315	0	1	0	1	2.44290132756877	0.0145697201819315
CTBP2	-2.44218249547658	0.014598764737804	0	1	0	1	-2.44218249547658	0.014598764737804
IRF1	1.94344650935162	0.0519622324257497	1.3611863117321	0.173454818807568	2.05120912736517	0.0402465854230822	1.78528064948296	0.0146184345698951
CD3G	2.43756410902257	0.0147865920247994	0	1	0	1	2.43756410902257	0.0147865920247994
ARHGAP31	2.43538203011799	0.0148760744683563	0	1	0	1	2.43538203011799	0.0148760744683563
IGF2	2.43246692078686	0.0149963612596864	0	1	0	1	2.43246692078686	0.0149963612596864
SNX29	2.43196828557926	0.0150170221435706	0	1	0	1	2.43196828557926	0.0150170221435706
ZNF445	-0.932748095435486	0.350950046050553	-2.74777369643017	0.0060001406980188	0	1	-1.84026089593283	0.0150836611194995
HOXA6	-2.14384295670715	0.0320454720980136	-1.83988257572676	0.0657854786640465	0	1	-1.99186276621696	0.0150983098394952
LMO4	-2.42238591205249	0.0154189664849496	0	1	0	1	-2.42238591205249	0.0154189664849496
NPAS4	-2.42126992084176	0.0154663882802084	0	1	0	1	-2.42126992084176	0.0154663882802084
B2M	2.41603341868534	0.01569062118511	0	1	0	1	2.41603341868534	0.01569062118511
MYO6	2.41348165740822	0.0158009231864867	0	1	0	1	2.41348165740822	0.0158009231864867
CSNK1A1L	-2.41259225147138	0.0158395284600414	0	1	0	1	-2.41259225147138	0.0158395284600414
STOML3	-2.40869517663183	0.0160096633586124	0	1	0	1	-2.40869517663183	0.0160096633586124
PIK3C2G	-2.40781564554577	0.0160482826005575	0	1	0	1	-2.40781564554577	0.0160482826005575
BCL9	2.40764068889756	0.0160559745127218	0	1	0	1	2.40764068889756	0.0160559745127218
PTK2	-2.40413363338834	0.0162108461555873	0	1	0	1	-2.40413363338834	0.0162108461555873
OR2J2	-2.40159789835304	0.0163236405689227	0	1	0	1	-2.40159789835304	0.0163236405689227
GLI3	1.9634118736411	0.0495983352599893	1.12097313596549	0.262299297557186	2.13991556670853	0.0323615908463759	1.74143352543837	0.0164116434863668
RASSF6	2.39561395559202	0.0165925556099226	0	1	0	1	2.39561395559202	0.0165925556099226
ZNF223	-2.82417552422502	0.00474024176576504	0.67644721165808	0.498756750908937	0	1	-1.07386415628347	0.0166614302903422
RCOR3	-2.39353608405913	0.0166868398531278	0	1	0	1	-2.39353608405913	0.0166868398531278
CBX2	-1.70523029711029	0.0881514815755526	-1.69140516730691	0.0907594460704438	-1.92698338406873	0.0539817007086948	-1.77453961616198	0.0167390287706253
ZNF124	-1.60113160222517	0.109347774047638	-2.29171425497404	0.0219221372989547	0	1	-1.9464229285996	0.0168602150484317
MS4A6E	2.38811665468771	0.0169349654014415	0	1	0	1	2.38811665468771	0.0169349654014415
FLT4	2.38573581075806	0.0170449908437416	0	1	0	1	2.38573581075806	0.0170449908437416
ITGAE	-2.38061315930774	0.0172838516295936	0	1	0	1	-2.38061315930774	0.0172838516295936
TGIF2LY	2.37396166177039	0.0175983776497691	0	1	0	1	2.37396166177039	0.0175983776497691
CARD11	2.37384886507759	0.0176037543915264	0	1	0	1	2.37384886507759	0.0176037543915264
AFP	-2.37254131565322	0.0176661872368808	0	1	0	1	-2.37254131565322	0.0176661872368808
ZBTB40	2.69935543919035	0.00694739315385862	0.899730528527719	0.368263672850846	0	1	1.79954298385903	0.0178283188584031
RAB27A	-2.36720067325852	0.0179232116547832	0	1	0	1	-2.36720067325852	0.0179232116547832
MAST1	-2.36719597448711	0.0179234392232269	0	1	0	1	-2.36719597448711	0.0179234392232269
LCP1	2.36547030075933	0.0180071875154396	0	1	0	1	2.36547030075933	0.0180071875154396
TNFAIP3	-2.36317363612897	0.0181191779721378	0	1	0	1	-2.36317363612897	0.0181191779721378
MRGPRX1	-2.36059329611758	0.0182457282421151	0	1	0	1	-2.36059329611758	0.0182457282421151
ZBTB11	2.59404248592206	0.00948547646117625	0.987716054669207	0.323291729493895	1.41093249724047	0.158264518886797	1.66423034594391	0.0183184619042489
EBF1	1.91715876184681	0.0552177652616802	1.21011118106692	0.226236233324181	2.06443628186702	0.0389763694276913	1.73056874159358	0.018364230127605
OR2G2	-2.35795503108343	0.0183759188352971	0	1	0	1	-2.35795503108343	0.0183759188352971
ZNF804B	-2.35462622383402	0.0185413453909806	0	1	0	1	-2.35462622383402	0.0185413453909806
NR6A1	-2.86801782111703	0.00413052266627978	-0.442418549954282	0.658186358127417	0	1	-1.65521818553566	0.0187794223789014
OR5H6	-2.34871142171985	0.0188385008539401	0	1	0	1	-2.34871142171985	0.0188385008539401
CD274	2.34843260940176	0.0188526104094882	0	1	0	1	2.34843260940176	0.0188526104094882
ZFC3H1	-2.34813461816901	0.0188677007488912	0	1	0	1	-2.34813461816901	0.0188677007488912
GTF2H2C	2.34618089883989	0.0189668994356605	0	1	0	1	2.34618089883989	0.0189668994356605
GPR35	2.34282417838371	0.0191383996306016	0	1	0	1	2.34282417838371	0.0191383996306016
TCEAL3	2.34029002125353	0.0192687702599088	0	1	0	1	2.34029002125353	0.0192687702599088
FOXO1	2.3093720880018	0.0209229425216813	1.48820719470596	0.136696260449019	1.33661077127837	0.181349721242038	1.71139668466204	0.0192807618712661
TAAR8	-2.33859279790752	0.0193565179026491	0	1	0	1	-2.33859279790752	0.0193565179026491
CLEC2D	2.33833121921466	0.0193700727137123	0	1	0	1	2.33833121921466	0.0193700727137123
TAS2R1	-2.33729410080631	0.0194238970771191	0	1	0	1	-2.33729410080631	0.0194238970771191
MED28	-2.33526628868831	0.0195295140993288	0	1	0	1	-2.33526628868831	0.0195295140993288
TNFSF4	-2.33252865309088	0.0196728973672177	0	1	0	1	-2.33252865309088	0.0196728973672177
CLP1	-2.3304214908275	0.019783885011775	0	1	0	1	-2.3304214908275	0.019783885011775
CEBPA	-1.3990700708412	0.161791971649775	-1.79755082430756	0.0722482171523287	-1.99636302156257	0.0458944228005355	-1.73099463890378	0.0197874927763102
CX3CR1	2.33019944230664	0.0197956124488029	0	1	0	1	2.33019944230664	0.0197956124488029
EDA	2.32823454789016	0.019899652636524	0	1	0	1	2.32823454789016	0.019899652636524
TRPV1	-2.32733688289741	0.0199473421994184	0	1	0	1	-2.32733688289741	0.0199473421994184
KCTD1	-2.32690439795572	0.0199703540874443	0	1	0	1	-2.32690439795572	0.0199703540874443
ZNF483	-2.39687013412697	0.0165357831996577	-1.34905786454464	0.17731838073492	0	1	-1.8729639993358	0.0200322039887872
NKX3-2	-2.32554306348321	0.0200429400313327	0	1	0	1	-2.32554306348321	0.0200429400313327
LZTS2	-2.32510321907833	0.020066441569344	0	1	0	1	-2.32510321907833	0.020066441569344
LYL1	-1.3554870332727	0.17526243709218	-1.74482920001064	0.0810146043674756	-2.06968027534613	0.038482295066253	-1.72333216954316	0.0200684993065525
MPP7	2.32446605381659	0.0201005289067559	0	1	0	1	2.32446605381659	0.0201005289067559
MBD3L1	2.32373506789925	0.0201396977349565	0	1	0	1	2.32373506789925	0.0201396977349565
MAFB	1.31810609541861	0.187468134316142	0.180340574789242	0.856885203744365	2.92426100913519	0.00345275099257192	1.47423589311435	0.0203006005188846
NFE2	-1.95206177840366	0.0509308703988201	-1.03890355201229	0.298849594274761	-2.08753227608658	0.036840046624907	-1.69283253550084	0.0204713594588645
EBI3	2.31551235862879	0.0205849090040937	0	1	0	1	2.31551235862879	0.0205849090040937
INSL4	-2.31132416262376	0.0208149563584474	0	1	0	1	-2.31132416262376	0.0208149563584474
ZNF454	2.30747194248717	0.0210285246320166	0	1	0	1	2.30747194248717	0.0210285246320166
OR14C36	-2.3070819537682	0.0210502517906958	0	1	0	1	-2.3070819537682	0.0210502517906958
ADORA2A	-2.30367165416463	0.0212410821878995	0	1	0	1	-2.30367165416463	0.0212410821878995
RBAK	-0.202036305834879	0.839888341434133	-2.89891946195182	0.00374451064971784	0	1	-1.55047788389335	0.0212661376441876
WFS1	-2.30248870673213	0.0213076275709488	0	1	0	1	-2.30248870673213	0.0213076275709488
SSTR4	-2.29937316133284	0.0214837586185304	0	1	0	1	-2.29937316133284	0.0214837586185304
EVL	2.2988003694916	0.0215162778320669	0	1	0	1	2.2988003694916	0.0215162778320669
RTKN	-2.29731089189097	0.0216010409006614	0	1	0	1	-2.29731089189097	0.0216010409006614
FERD3L	-2.29571326729645	0.0216922813582558	0	1	0	1	-2.29571326729645	0.0216922813582558
ASB17	-2.29528207667874	0.0217169640969284	0	1	0	1	-2.29528207667874	0.0217169640969284
IRX3	-1.76971009204785	0.0767754478320851	-2.03354078541476	0.0419979173720656	0	1	-1.9016254387313	0.0217228610020986
RABL2A	-2.29389404979593	0.0217965852905284	0	1	0	1	-2.29389404979593	0.0217965852905284
YEATS2	-2.29383145260608	0.0218001820233142	0	1	0	1	-2.29383145260608	0.0218001820233142
HMGA1	-1.75528882318893	0.0792099172926196	-1.02222012013291	0.306676730051649	-2.24045436235136	0.025061440433401	-1.6726544352244	0.0218031144580509
ETV7	2.22318848849226	0.0262030927367903	1.52085311446071	0.128296701984171	0	1	1.87202080147648	0.0225080193537484
ZNF821	-2.72669113984093	0.00639728889382174	-0.630789609615361	0.528178098071443	0	1	-1.67874037472815	0.0226055787414145
OR4S1	-2.27948299640615	0.0226383696090381	0	1	0	1	-2.27948299640615	0.0226383696090381
GRHL3	-2.17054025365443	0.0299659426271728	-1.58016853375269	0.114068275766574	0	1	-1.87535439370356	0.0228287234915991
LILRA2	2.27577013082208	0.0228597713587321	0	1	0	1	2.27577013082208	0.0228597713587321
ILF3	-2.274875349998	0.0229134084483453	0	1	0	1	-2.274875349998	0.0229134084483453
KLF14	1.76961800064084	0.0767907981297838	2.00639147709088	0.0448144969310388	0	1	1.88800473886586	0.0229602624963165
MBD2	-1.54155438759365	0.123181916836393	-1.03975761232771	0.29845252671635	-2.36967425578657	0.0178037632396281	-1.65032875190264	0.0230446914533808
LHB	-2.27261951850606	0.0230491183797548	0	1	0	1	-2.27261951850606	0.0230491183797548
AKAP3	2.26914287071229	0.0232596390557886	0	1	0	1	2.26914287071229	0.0232596390557886
MED20	-2.26829774984462	0.023311064984938	0	1	0	1	-2.26829774984462	0.023311064984938
RTN1	-2.26501323868306	0.0235118671265187	0	1	0	1	-2.26501323868306	0.0235118671265187
ADRB3	-2.26493460999526	0.023516692517805	0	1	0	1	-2.26493460999526	0.023516692517805
TSHR	-2.26418815959571	0.0235625445161063	0	1	0	1	-2.26418815959571	0.0235625445161063
SLA	2.26417233104939	0.0235635176511598	0	1	0	1	2.26417233104939	0.0235635176511598
TCF12	-2.07570286912597	0.0379214404292558	-1.69689812197468	0.0897159231601204	-1.27794556882865	0.201268619129527	-1.68351551997643	0.023851611772408
ZNF534	-2.17253975801626	0.0298149741767201	-1.55062825857467	0.120990796044103	0	1	-1.86158400829546	0.0238978362635747
NDST1	-2.25825869311032	0.0239295359475046	0	1	0	1	-2.25825869311032	0.0239295359475046
ASB18	-2.25824336094543	0.0239304912881536	0	1	0	1	-2.25824336094543	0.0239304912881536
KIN	0	1	-2.25743433329862	0.023980948400746	0	1	-2.25743433329862	0.023980948400746
FOXD3	-2.25175381570664	0.0243378337393332	0	1	0	1	-2.25175381570664	0.0243378337393332
SOX21	-2.25173275424269	0.024339165470539	0	1	0	1	-2.25173275424269	0.024339165470539
EDAR	2.25140038485479	0.0243601897854766	0	1	0	1	2.25140038485479	0.0243601897854766
