TF	nes_1	pval_1	nes_3	pval_3	combine_nes	fisher_pval
GULP1	0	1	3.01109299289445	0.00260309118179046	-1.56334710845087	0.0180942315991841
ZNF324	-1.78651205426332	0.0740163872362694	-2.10567069589149	0.035232967006054	-1.50382819774875	0.0181223504990358
ZNF215	2.85406058539874	0.00431642987121796	-0.500848174922037	0.616477978181519	0.928438236809603	0.0184381156944349
RUNX2	0.509012768001092	0.610743274530881	2.84706306106567	0.00441246206911912	-0.976965119193393	0.018638881419463
PIK3CG	0	1	-2.98857621506564	0.00280280586895598	-1.18778792324962	0.0192752722865707
RFX7	-1.8838663306749	0.0595830585292321	-1.98341313384555	0.0473213012621583	-1.41685469896068	0.0193736173290026
ZNF654	-2.40277423879981	0.0162712291990289	-1.35902316021026	0.174139249811479	-0.949214814823477	0.0194552616318077
PBX1	1.10437307078528	0.269431337387775	2.55365673040464	0.0106598291182175	-1.41117065144401	0.0196816268578213
ZNF558	-1.84218555200677	0.0654480130693799	-2.01492747645752	0.0439122485600581	1.31450958239217	0.019692614142535
DFFA	0	1	-2.98078700164873	0.00287508689406534	0.935211212664744	0.0196991534655222
HMGN3	-2.97874469724242	0.00289431824518464	0	1	-0.843861732540538	0.0198116248557485
CBLC	0	1	-2.96570184584383	0.00301993103327709	-1.13956631266082	0.0205431451316479
EIF2AK2	0	1	2.96081132808623	0.00306829838616593	1.91799332850055	0.0208234124508117
E2F5	-2.28767067244828	0.0221567068391056	-1.4652023703883	0.142865713085495	1.04404269358849	0.0213839773397303
L3MBTL4	-1.59563906015198	0.110569401507978	2.17628621141441	0.0295338659272597	0.357017892562006	0.0219585798040551
GNA11	0	1	2.93731331751606	0.00331069431635963	-1.57685367022672	0.0222167365005264
PTGES2	0	1	2.92570017750604	0.00343681987511776	-1.42387643365893	0.0229346162568632
FLT1	0	1	2.92399040692671	0.00345575396608654	-1.89820955727576	0.0230419812460568
TET3	-2.91281607656668	0.00358185500857389	0	1	-1.15851525287312	0.0237544127291066
ZNF391	0.828415919212738	0.407434994110671	2.61478821536191	0.00892827972611056	1.10111545332021	0.0240684556544977
BTLA	0	1	-2.9001729840277	0.00372956773117531	-0.705445723100499	0.024583307489003
FGF18	0	1	-2.89911511347856	0.00374217475920598	-1.00181315946855	0.0246537779352931
HMG20A	-2.61004860390013	0.00905293592848134	-0.817382735442923	0.413709738795027	1.48935557269979	0.0246711723548203
PRDM2	-1.42834506114944	0.153192563849662	-2.2453852531193	0.0247434112874166	-1.10131596318912	0.0249235498286169
NR2C1	-2.38888677953208	0.016899509448122	-1.19979057646178	0.230220684925078	0	0.0254803783122255
ZNF513	-2.34341933741236	0.0191078935028803	-1.27016824633889	0.204024705914506	0.803236501519271	0.025524018681001
AMHR2	0	1	2.88376735744247	0.00392948929862053	-0.617112802668059	0.0256958964353955
ZFP3	-0.264776243523606	0.791181838840705	2.80753779551847	0.00499218212972526	-1.04891837622898	0.0258079285098513
ZNF469	2.83394818333705	0.00459767863709543	0.171530605718047	0.863806567168391	1.56748070208189	0.025928407907598
ANKZF1	-2.00757372363513	0.0446886091349341	-1.68974596391405	0.0910765656328737	1.03729774844504	0.0264722050625674
ZNF19	-2.41482304896065	0.0157428556913506	-1.11985351338241	0.262776190763528	-0.8104605114841	0.0268391279626079
ING2	0	1	-2.86351778807362	0.00418965289020764	-1.24042909020249	0.0271285780843271
ZNF696	-2.27193443890195	0.0230904704479352	-1.33277732892341	0.182604887711588	-1.01383982647587	0.0272751161636495
STK39	0	1	-2.85754742922588	0.00426928825102626	-1.16974166238205	0.0275638405365352
ZC3H18	0	1	-2.85705879771131	0.00427586622528143	-1.4507444251245	0.0275997269261256
ZFPM2	-1.07087993745407	0.28422341783147	-2.43125063701806	0.0150468018284857	-1.65495262432062	0.0276040209448159
ZDHHC23	0	1	-2.85617346242186	0.00428780805638922	-0.731743529739398	0.0276648501907982
CCL2	0	1	-2.85444343669463	0.00431123081001121	-0.923438028380293	0.0277924867073038
KDM2A	-1.77759496950832	0.0754704005970391	-1.89446053539152	0.058163907892625	-0.724547764630391	0.0282189090187988
ZNF813	-2.06691513046771	0.0387421517616581	-1.58018359475998	0.11406482761071	-0.921226224881827	0.0283787527532
RNF2	0	1	-2.84543014135777	0.00443514867048772	-0.725845441004849	0.0284656452144408
APPL2	0	1	-2.84512905753558	0.00443934323439717	-0.642828406599755	0.028488370193152
KDM2B	-1.11400325753012	0.265277789161968	-2.39152311196445	0.0167786275317924	-0.666525340350326	0.0285514874323526
ARHGAP42	0	1	-2.83914142864892	0.00452351029307596	0.713480146235972	0.0289435312124252
ZNF609	-1.21670191470417	0.223717650315586	-2.31898415060688	0.0203958957263964	1.3418052508542	0.0291561221056039
ZNF561	-0.970458148151571	0.33181817649435	-2.45776890027416	0.0139803105323532	-1.20509609447292	0.0295651129919928
CEBPE	1.07562993946644	0.282092792008063	2.3946668728831	0.0166354716842895	-1.00229083545993	0.0298540210865484
MEOX2	0	1	2.82688641211637	0.00470029971570665	-0.440070855130092	0.0298945125446586
PRKAG2	0	1	-2.82513592354895	0.00472605629724866	-1.25185309032652	0.0300325007028241
RBCK1	-1.99972935557345	0.0455294965152751	-1.62620506439975	0.103906039188441	-0.902319967493789	0.0300578438431805
MAPK9	0	1	-2.82481438644192	0.004730801239776	-1.03092864493008	0.0300579058954942
RAP1GAP	0	1	2.81783688755708	0.00483483644945154	1.21707508752493	0.030613739481914
ITGAD	0	1	2.81478526389308	0.00488098365354616	-1.42277954885661	0.0308595725936208
HIVEP3	-0.496871562086238	0.619279626639399	-2.65377046326676	0.00795979522714087	-0.635202529622639	0.031116700849862
CHUK	0	1	-2.81121813823662	0.00493543123548868	-0.749064511266668	0.0311490623075448
LGALS3BP	0	1	2.80781980690172	0.00498781272849683	-1.1740874467196	0.0314269999354429
WWOX	0	1	2.7980145790686	0.00514177917403647	1.06053949149236	0.0322407864941262
PRDX2	0	1	2.79088645708768	0.005256390805505	-1.21373355948842	0.0328435626316568
TDP2	0	1	-2.79040479128287	0.00526421802811451	0.52715482412033	0.0328846365025932
PAX6	-1.04233441593059	0.297256661461515	-2.3671509213156	0.017925621343405	-1.1051994533257	0.033221575926353
MAX	-0.504231423028293	0.6140987612996	-2.62425654056242	0.00868383502386915	-0.611665668727591	0.0332436749642482
LDLRAP1	0	1	2.78391297912402	0.00537074414675477	-0.677221659865444	0.0334424895288601
RUNX3	-2.50006930562177	0.0124169012424965	-0.782159160292995	0.434121042281355	0	0.0335453896480014
EEF1D	0	1	2.78192288780465	0.00540378779805153	-1.15162474396067	0.0336151002723863
FOXL1	0	1	-2.77340025714724	0.00554738431488933	-0.912116888640541	0.034362876925907
ZNF233	2.49606754950229	0.0125578685191844	0.767881465590865	0.442557609692966	-0.586661250165207	0.034415829748464
GRAP2	0	1	-2.7659054081716	0.00567649978414298	-1.41910180941178	0.0350320669736789
ZNF740	-2.29749100062709	0.0215907758615846	-1.11496988992685	0.264863324892105	0.507845158602209	0.0352496533329723
ZNF449	-2.32488542951185	0.0200780872884908	-1.05877280615494	0.289703261135396	-0.862313874585474	0.0357553189295506
DR1	-0.831646053976326	0.405608758779909	-2.44752917743327	0.0143839478462838	-1.41327818029289	0.0358457146682415
CD79B	0	1	-2.74875040514558	0.00598229209534362	-0.737645691480425	0.0366053551359342
SNAI3	1.95444226381318	0.0506489366013806	1.55907014878228	0.118979778016379	-0.589717416765993	0.0368299529109175
ELK3	-1.81238580524479	0.0699266045955676	-1.70626918077586	0.087957973418979	0.995634812194843	0.0374645817781636
ARID2	-2.14104224106748	0.0322706317973019	-1.30624688902538	0.191468612022216	-1.27226123244332	0.0376081433951155
XPR1	0	1	2.7361983102959	0.00621535572531463	-0.536663872355924	0.0377939144335136
FEZF1	0	1	-2.73600745735583	0.00621896166481075	-0.5854417028542	0.0378122342010322
TAF13	0	1	-2.73101741770576	0.00631391346285405	0	0.0382938825921596
IRF6	0.30228204007836	0.762437068282428	2.63021927180528	0.00853298112659252	0.643051168299464	0.0392632088163731
HNRNPUL1	0	1	-2.71900027206406	0.00654795542417632	-0.609465281362848	0.0394750199623674
PHF21A	-1.6913182533578	0.0907760356534521	-1.78794771311987	0.0737844440016136	-0.474714416737652	0.0402271241070744
PRDM4	-2.21449184111024	0.0267949633452536	-1.14773048733828	0.251079841291363	1.5294833043352	0.0403763148861638
REL	1.02724393026295	0.30430561703035	2.28694248404819	0.0221991804454339	-0.787244392714404	0.0405146010968498
TFEB	1.68806953441286	0.0913978818330346	1.78643430397426	0.0740289654683462	-1.01299859970682	0.0405683414948465
DGKA	0	1	-2.70528368342931	0.00682460804590035	0.987454470434655	0.0408604323010292
ZBTB39	-1.362062679499	0.173178104977085	-2.0468421648734	0.0406735841808799	-1.15693730083818	0.0419499802789218
SMURF2	0	1	-2.68919165308901	0.00716252840743747	0	0.0425374843119205
TMX1	0	1	-2.6872224538621	0.00720489513502611	-1.44193563875795	0.0427466039592811
ZSCAN20	-1.70217517441079	0.0887225350841958	-1.73556656911516	0.0826405013970857	0	0.0433728645538361
CAMTA1	-2.0110623528812	0.0443188710523522	-1.38163931641326	0.167082475644471	0	0.0437305090240635
OR2C3	0	1	-2.66999041205209	0.00758534129131519	0	0.0446134705570779
ZNF516	-1.83390096429129	0.0666686964212951	-1.58050449059106	0.113991379324923	0	0.044683338082755
TNXB	0	1	2.66292188603166	0.0077465394525671	-1.08906032007026	0.0453986646267248
MEIS2	-2.32443163690267	0.0201023715950918	-0.866252550023237	0.386351681135504	-0.728451478813646	0.0454960705724863
ZNF407	-1.85195030080306	0.0640329599008062	-1.53184511471377	0.125560660148776	-1.74486756897959	0.046819642536212
FOXK1	-2.34454908044158	0.0190501030620417	-0.801530343343972	0.422824684966667	-0.514518397522155	0.046891173748493
ADORA2A	0	1	2.64892580382929	0.00807480571370179	1.2122139691271	0.046987346695137
TBPL1	-2.2772824058582	0.022769366902292	-0.916813919071043	0.359240157553156	1.04124489050106	0.0474920149645278
PDE6A	0	1	-2.63976564157441	0.00829633761846129	-0.940178698783114	0.0480518989342782
NKX3-1	2.30261898809135	0.0213002898525188	0.852469296166438	0.393953673346423	-1.12850659390595	0.0485065427865812
CDC42	0	1	-2.63333453057824	0.00845510233096892	-0.518279833905468	0.0488111805678389
ARHGEF10	0	1	-2.63213005215904	0.0084851375677557	-0.904331437474491	0.0489544850239685
ARF5	0	1	2.62924003117925	0.00855759344986718	-1.04638782906248	0.0492997504669162
UBE2I	0	1	-2.62846811915274	0.00857703947154356	-1.68528491497008	0.0493923096592066
FCER1A	0	1	-2.62589796185209	0.00864207198098876	0.901706921040933	0.0497015317589093
PARP1	0	1	-2.62328234832742	0.00870870682014791	0.173345957897101	0.0500178651668614
PAFAH1B1	0	1	-2.61699114973724	0.00887086413028125	-1.08251007723287	0.0507855469242352
ZNF155	-1.26598262651366	0.20551930236006	-2.01518368982179	0.0438854058385164	-0.487615453398172	0.0514856594224797
DST	0	1	2.6106684803114	0.00903654475475103	0	0.0515668474087675
ITGA2B	0	1	2.60697033519074	0.00913472737916354	0.986950212643145	0.052028410350463
TPM4	0	1	2.60464118376685	0.00919705205402522	-0.655812092138096	0.0523208544435843
RB1	0	1	-2.59715702785592	0.00939989409272447	0	0.0532697342685583
GALR3	0	1	2.59517468297826	0.00945428552885665	1.6972058790427	0.0535234251311621
SNCAIP	0	1	-2.59460883212232	0.00946986271855276	1.10354465385833	0.0535960220595489
ETV6	-0.140541485911183	0.888232176721453	-2.54807643539583	0.0108318735131451	-0.707449022957281	0.0543000828972319
ZNF623	-2.39012549918224	0.0168426164237883	-0.541593793864359	0.588098368116418	-1.24997945730796	0.0556142897762362
ARHGEF15	0	1	2.57881717553203	0.00991392406193569	0	0.0556549359953182
DPF3	1.06938084668507	0.284898094240728	2.11063651875366	0.0348035662416686	0	0.0556620671400644
BHLHA15	1.68813974643816	0.0913844062470011	1.59954927667397	0.10969860867344	-1.01050228176253	0.0561656134089243
SOX13	-2.44670873698074	0.0144167290248074	-0.373669691993901	0.708650076800325	-1.16873923077111	0.0570460098883491
ZBBX	0	1	-2.56791433401919	0.0102312436922446	-1.20896500584967	0.0571139651088854
SLC22A17	0	1	2.56771495452029	0.0102371297276868	1.02380173137937	0.0571409350500576
NFIB	1.08318205614859	0.278727622738203	2.08010584112208	0.0375158259628738	-0.795249829784188	0.0581445958239066
TET1	2.23355262033029	0.0255125243590214	0.823536665915061	0.410202875288068	1.42873595576215	0.0581838759046363
RBM38	0	1	-2.55517989437946	0.0106132930470045	-0.849291812684876	0.0588575873861072
PIK3R2	0	1	2.5543746200697	0.0106378734219108	-0.612616136397713	0.058969292676089
NCS1	0	1	2.54997225541692	0.0107731492098497	0.966803571182646	0.0595830393651945
ZBED4	-1.99431410993215	0.0461177382161774	1.18338302116167	0.23665738324379	-1.03233272133313	0.0602207414871622
CREB1	-1.44214489809486	0.14926150129951	-1.78875991714026	0.0736534887611494	-1.43824365698532	0.0605797318062022
HOXB6	1.53170667100955	0.125594835468247	1.70756168635103	0.0877177026355215	1.12129766772849	0.0606846205825495
VGLL2	0	1	-2.54013831632652	0.0110808636983527	-0.737565503562147	0.0609728475283909
ZNF598	-2.07422398319315	0.0380585138463987	-1.05401237575733	0.291877251132546	-1.07133815244258	0.0610968613395351
ZMYND10	0	1	-2.5380024629542	0.0111487199833475	-1.062543687354	0.0612781655264475
ZNF148	-0.97490673544861	0.329606524774194	-2.12207766874808	0.0338312163293942	-1.0954640372502	0.0612883706634876
ZNF703	-2.50068203247686	0.0123954412854458	-0.102666211711403	0.918227891047358	0	0.0623239526373254
ZBTB43	-0.49696251603812	0.619215484680781	-2.35656970138742	0.0184446058054357	0	0.062499985294773
CLU	0	1	2.52930546063086	0.0114288512247277	0	0.0625342659252196
DMTF1	-1.34527390645041	0.178536796849632	-1.84954334469439	0.0643793950129625	0	0.0628258070462352
NKX2-3	1.71284528170469	0.0867410070809062	1.50123760617948	0.133294116449036	0	0.0631291771920643
BCAM	0	1	2.52386712166109	0.0116071793217222	-0.852402454969472	0.0633302963202655
ZKSCAN3	-1.67755624072596	0.0934337615080342	-1.53713964552869	0.124259116264221	-1.09750100218814	0.0633428502932969
NFIX	1.22960474712934	0.218845151504913	1.92759285212089	0.0539057886555028	-0.88145634804455	0.064174709424888
TSPAN6	0	1	2.51746218400281	0.0118203657714109	-0.61693539001241	0.06427833727005
ZXDA	-2.51188763231842	0.0120087319395317	0.0147118360408556	0.988262076585811	-0.727974024553065	0.0644886384015475
RAB30	0	1	2.51505621032643	0.0119013407106996	0	0.0646374217628484
SMAP2	0	1	-2.51082973730542	0.0120447775123271	-0.867389481794456	0.0652721442703294
PPP2R5D	0	1	-2.50863593274153	0.0121198326353838	-0.96313627481988	0.0656035888117067
ZNF480	-2.48171599551755	0.0130751440144703	0.0913420057171817	0.927220841738422	0	0.0656199751664381
ZNF346	-1.04858144260642	0.294370800517348	-2.03527693332904	0.0418230157889226	-0.672276022073949	0.0664477809009917
ZNF221	1.89771645272915	0.0577334440443989	1.23884406144684	0.215403252885247	-0.477101385402527	0.0669945947211872
GPR176	0	1	2.4959178323558	0.012563169896828	1.29934106702935	0.067551985754602
POGK	-1.21904223520785	0.222828162571564	-1.90804833964423	0.0563849687696695	0	0.0675563149519035
CAPN5	0	1	2.49338387131424	0.0126531967140419	0	0.0679457100571458
ZBTB41	-1.23401901330606	0.217195819398237	-1.89352916951873	0.0582875328789606	0	0.0679746006566077
HES6	1.69782508516422	0.0895407798833054	1.47013419709488	0.141525412147254	0	0.0680291556021983
HUS1	0	1	-2.49147193551139	0.012721501684068	-1.43292474165096	0.0682440081832043
ZC3H4	0	1	-2.48872363936301	0.0128202577871056	-0.885581216209472	0.0686746430794952
RGL4	0	1	2.48699146059406	0.0128828491315424	0	0.0689471840430258
ZNF839	0	1	2.48678745416205	0.0128902385614817	-1.27017650233746	0.0689793396767736
ZNF80	0.366103067654137	0.714288168533726	2.36456963370328	0.0180510335701379	-0.746220968568016	0.0689941385899367
SOX3	0	1	2.48572959991897	0.0129286158559099	0.693217957187167	0.0691462731480839
PPARG	-1.75266022497338	0.0796603469470085	-1.39232708934389	0.163823371965216	-1.31862695863905	0.0696745046646682
SNCA	0	1	2.4814809188248	0.0130837715165836	1.28719149383165	0.0698200110856761
CYLD	0	1	-2.48048858675561	0.0131202464031872	0	0.0699781293553657
PLEKHM3	0	1	-2.47960334918687	0.0131528607038279	0	0.0701194261439523
KDR	0	1	2.47915373607057	0.0131694529781265	0	0.0701912787475015
HSPB1	0	1	-2.47713908174188	0.0132440281485353	-0.880531438795819	0.0705139676918978
HOXB2	1.35663977794611	0.174895696133533	1.77498026739394	0.0759011454237456	-1.0859720903909	0.0706469252810341
VAPA	0	1	2.47540846488615	0.0133083871350921	0	0.0707921132481349
RGS6	0	1	2.47433466777723	0.0133484588453008	0	0.0709651371558987
HOXA11	-1.85709047653383	0.0632982829033108	-1.24854681395797	0.211830875778069	0	0.0712242936103935
RAB24	0	1	2.46967635686663	0.0135235340876398	-0.799987946176399	0.0717196808025583
SP140	-1.70964977327122	0.0873306557632593	-1.42172552316741	0.155105947680115	-0.852145047203452	0.071814207146201
OVOL1	0	1	2.46181904821355	0.0138234389397524	0	0.0730069673949547
KLF7	-1.85005580792268	0.0643055064245756	-1.23483063450361	0.216893543532044	0.677937042445213	0.0735373488637029
SHH	0	1	-2.45691482266237	0.0140135908565834	0	0.0738197799580625
DLL3	0	1	-2.45632294893266	0.0140366950437462	-0.559277576784856	0.0739183633008658
OTX2	0	1	-2.45432895803127	0.0141147794286017	-0.954310661895986	0.074251260771897
NR3C1	-1.80266839284201	0.0714403089021516	-1.28729257038724	0.197992332159632	0	0.074378422919092
VIP	0	1	-2.44768490487777	0.0143777330939961	0.712585754543804	0.075369149200152
LGR4	0	1	2.44330952080236	0.0145532497412734	0	0.076112636928639
ZFP62	-0.350345796934701	0.726079199434166	-2.32551968174919	0.0200441887471598	-1.21386497622997	0.0761144083270176
RAP1B	0	1	-2.43907574665453	0.0147248814103349	-1.0029348990352	0.0768376206541533
TET2	-1.08394675401796	0.278388407931282	-1.934854477275	0.0530081557833863	0	0.076972462112741
ZNF655	0.833620334181889	0.404494963383824	2.08985032372691	0.0366312471579557	0	0.0772265620342885
TRIM29	0	1	-2.43622469667548	0.0148414620988697	0.494677790984969	0.0773289229635632
ZNF764	-1.41199198439645	0.157952321349431	-1.67370604870721	0.0941883844413322	0	0.0774796595919635
GMEB1	-1.2185985000622	0.222996618636352	-1.83240326982549	0.066891361267184	-0.94241128573556	0.0776448671938125
CRYM	0	1	2.43394564868367	0.0149352375308411	0	0.0777234528900629
KDSR	0	1	-2.43238250379508	0.0149998573048068	0	0.0779949768897927
HIVEP1	-1.77507298423844	0.075885837064229	-1.28657995322144	0.198240734688867	-0.718364915054654	0.0781788889872915
CRTC3	0	1	-2.4311220379326	0.0150521436935088	0	0.078214473775286
HNF4A	0	1	2.43073550049585	0.0150682100923351	0.913514996752695	0.078281883586663
NRXN1	0	1	2.43019140863732	0.0150908508223229	0	0.0783768482527579
RORA	1.51441013994573	0.129921849089763	1.56843228460002	0.116780281579187	-1.09671008904252	0.0787182419295418
TNFSF15	0	1	-2.4235019138966	0.0153716722647852	0	0.0795519229576737
ZNF577	1.76775878060704	0.0771012385452867	-1.27724239693139	0.201516683147374	1.4074963822744	0.0802420922027535
ZNF26	1.78060930279712	0.074976298971892	-1.2604727796341	0.207498861412761	-1.02855317529747	0.0803266636938415
ZDHHC4	0	1	-2.41820289439308	0.0155973771291275	1.15461763463077	0.0804926434559725
TCF12	1.89229866134594	0.058451199208021	1.1068553413611	0.268356476749683	0	0.0808601151262144
BAZ2B	-1.90565190171883	0.0566953835185305	-1.07705925352055	0.281453795019661	0	0.0819853363567292
EYA2	0	1	2.40989358739714	0.0159571739808359	0	0.0819855148198443
E2F3	-0.980739259199479	0.326721338468614	-1.96504342127361	0.0494092121554132	-0.468607967395921	0.082753537848632
GIT2	0	1	-2.40437029062189	0.0162003542115048	-1.41655200091068	0.0829899137147463
MUSK	0	1	-2.40326381471692	0.0162494599579315	1.30408294684133	0.083192288715892
USF2	-1.85693899970169	0.0633198331975667	-1.1333212168738	0.257079385022776	-1.07344773403737	0.0833107614567205
SALL2	-0.834538120352462	0.403977815440007	-2.04983319531139	0.0403807110696205	0	0.0834535658004718
GPBP1L1	-1.4905965788732	0.136067443064358	-1.55327173835583	0.120358229080856	0	0.0837165432842369
CARM1	0	1	2.39759647145516	0.0165030346215693	-1.19407541732347	0.0842349708244929
ZNF304	-1.57929300199321	0.114268866257757	-1.45945481937983	0.144439967239482	0	0.0842430013245607
CREG1	0	1	2.39696413547709	0.0165315417211261	0	0.0843519453688222
ZNF132	0.776052285006558	0.437718115089149	2.07657359714917	0.0378409318751977	0	0.0844836845817875
KHDRBS3	0	1	2.39561123472959	0.0165926787635985	-0.522686731085795	0.0846026462652543
RORB	0	1	2.39041559440122	0.016829316993074	-1.05497210483826	0.0855708980985476
AR	-1.1314293473745	0.257874425137301	-1.83745842201253	0.0661422490460617	-1.33170759341185	0.086496901009358
CEBPA	1.93219307470357	0.0533356796425121	0.994798277501508	0.319834384180541	0	0.0865058160617984
HES5	0	1	2.38377314383171	0.0171361623069958	0	0.0868214680743847
RASA2	0	1	-2.38352915275952	0.0171475262323552	0	0.0868676764402992
FEV	0	1	-2.38260057222408	0.0171908355093003	-0.847678602830357	0.0870437130414364
RAB23	0	1	-2.38088849252892	0.017270939030714	0	0.0873690176581148
F7	0	1	2.38016961411773	0.0173046708537726	0	0.0875058931014756
BCL2L2	0	1	2.37786901239396	0.0174130102887868	1.10958704306991	0.0879450637920072
NR1I2	2.09457859071648	0.036208470031113	0.701557471104923	0.482955181896796	-1.28058466028746	0.0882448810080542
HRH2	0	1	2.37455844403838	0.0175699544514659	0	0.0885800668727788
ZNF660	-2.11122884049983	0.0347526470302793	-0.662965073182483	0.507352923403778	0	0.0888301413944694
ELF1	-0.0132451876598881	0.989432178256437	-2.36813622632893	0.0178779518310878	0	0.0890608788184723
ERF	-1.13040447808782	0.258305828050171	-1.81913483959733	0.0688908609484998	0	0.0894878088989459
CCL25	0	1	2.36654138753093	0.0179551665860288	0	0.0901327344803458
OR5L2	0	1	-2.36551464176306	0.0180050313288949	0	0.0903331154542302
ZFP41	-2.13541078203038	0.0327274707380758	-0.592553881646121	0.553479750998283	0	0.0907704941956795
ZNF282	-2.06238109186079	0.0391714680330516	-0.733963266244663	0.462971126422068	0	0.0908557824433184
LHX3	0.52337933263894	0.600710303581575	2.16517432952239	0.0303743374296705	0	0.0913002168407336
NFXL1	-1.51555738296418	0.129631310098808	-1.47197635534774	0.141027262700534	0	0.0914418024379653
ZNF714	-0.597797665152447	0.54997494878911	-2.12638348158388	0.0334713420295111	0	0.0919490028622769
ZNF432	-1.92432164180939	0.0543142795067303	-0.945297832890267	0.344506844490486	-1.22450526753989	0.0931579526086659
CRTC1	0	1	-2.34553853935852	0.0189996142463206	-1.55685793943536	0.094301480828737
ZNF16	-2.13606921113487	0.0326737728915673	-0.550224137347764	0.582165650001161	-1.05862891848899	0.0943883999467046
MEF2C	-0.79115605057118	0.42885293440845	-2.01012039790368	0.0444184476724743	0	0.0944970762913939
IRAK4	0	1	-2.3444137399526	0.019057018151163	0	0.0945289051953794
GPR63	0	1	2.34302526071233	0.0191280879741108	-0.547214146163794	0.0948102320682904
GNB5	0	1	-2.34107979937518	0.0192280568350807	-0.73510120986549	0.0952055078296151
KLF8	-1.56308854323736	0.118031769994185	-1.39327167257121	0.163537653360915	0	0.0955000649656661
PFDN1	0	1	-2.33756862194609	0.0194096372791574	0	0.0959221473388238
TBC1D24	0	1	-2.33551729707982	0.0195164133737447	0	0.0963427640021479
ZNF35	-1.67043178696685	0.0948339649441559	-1.26509758638907	0.205836348009791	0	0.0963579728272367
ZNF212	0.0411895285330105	0.967144801609753	-2.32222573032187	0.0202207842150337	-0.923887632731049	0.0965002340246275
HOXB3	2.12754494637367	0.0333748309612294	0.538781625044733	0.590037543923022	-0.923840259517229	0.0970347570855708
SP2	-1.47504815548853	0.140199597307326	-1.47320799415287	0.140694960170811	-0.830164248282136	0.0971642335347572
