TF	nes_1	pval_1	nes_2	pval_2	nes_3	pval_3	combine_nes	fisher_pval
ZNF346	-1.410891446201	0.158276624733194	0	1	-3.02908480624537	0.00245295814470113	-1.47999208414879	0.0154116246325766
ZFP28	-2.0036263189371	0.0451101043774958	0	1	-2.61657013893433	0.00888181147257317	-1.54006548595714	0.015792937468498
TCFL5	2.97871114539959	0.0028946351640202	0	1	1.46087244891448	0.144050448787848	1.47986119810469	0.0162895060747652
ZNF23	-2.20263192637825	0.027620701780744	0	1	-2.42644634113893	0.01524750491594	-1.54302608917239	0.0164157262781254
SLC22A17	0	1	0	1	3.52382557161654	0.000425364167377973	1.17460852387218	0.0165429534215507
GRHL1	1.60647300303854	0.108170022036122	0	1	2.85977155930326	0.00423946273662326	1.48874818744727	0.0175340026242908
ZFP62	-1.23422560533612	0.21711884863201	0	1	-3.06232492636569	0.00219624907599081	-1.43218351056727	0.0180709178862414
SCML4	-2.09783675245796	0.0359195686812903	0	1	-2.47428405368595	0.0133503502792847	-1.52404026871464	0.0181495892635192
LEF1	1.88782872970283	0.0590489469312377	1.24713267446094	0.212348853988177	2.05012848307965	0.0403518945648604	1.72836329574781	0.018916107277295
HOXC4	2.07459549689008	0.0380240398085604	0	1	2.45215452492072	0.0142003665983395	1.50891667393694	0.0198862807683561
ZKSCAN3	-1.6209210229682	0.10503457753832	0	1	-2.79050517984866	0.00526258581399077	-1.47047540093895	0.020247407964934
ZBTB7A	-2.48085818040497	0.0131066508520653	0	1	-2.01831960167704	0.0435579865499604	-1.49972592736067	0.0207556344747104
YBX2	-2.02767965295174	0.0425929536076905	0	1	-2.47120518238073	0.0134658532261826	-1.49962827844415	0.020829522879096
ZNF592	-2.33948332476411	0.0193104335933321	0	1	-2.17394104980364	0.0297095626680241	-1.50447479152258	0.0208338142045548
NFX1	-2.901488850249	0.00371393995853969	0	1	-1.41601478259148	0.156771176397986	-1.43916787761349	0.0210710302871539
GATA2	-1.04773905796976	0.294758847110634	-2.26216619067149	0.0236871373282366	-1.72600103766806	0.0843472260591271	-1.67863542876977	0.021255863502298
ZNF324	-1.4634870594788	0.143334151994921	0	1	-2.85462972540613	0.00430870309232816	-1.43937226162831	0.0220437397201655
ZNF546	-1.84687605676059	0.064765105592625	0	1	-2.57240915031259	0.010099345843108	-1.47309506902439	0.0230325547350962
ZBTB26	-1.44909552926078	0.14731090638441	0	1	-2.8359413793346	0.00456908316136844	-1.42834563619846	0.0235410432190519
ZNF224	-1.84245244976365	0.065408995788167	0	1	-2.55796094555753	0.0105287916106839	-1.46680446510706	0.023955862844633
ZNF608	-1.4516908820097	0.146587575731605	0	1	-2.814919326282	0.00487894799940702	-1.4222034027639	0.0246549807011486
ZNF362	-1.28565681319951	0.198562859585741	0	1	-2.89792096304248	0.00375645241748554	-1.394525925414	0.0254555202333274
ERF	-1.33305068070065	0.182515172682385	0	1	-2.86788023637191	0.00413231924274972	-1.40031030569085	0.0256708724350774
ZFP3	1.42696029247194	0.153591340318854	0	1	2.81050299892098	0.00494641279652845	1.41248776379764	0.0258132788956732
KLF6	2.6836105017084	0.00728319022257828	0	1	1.61284057190729	0.106779149057828	1.4321503578719	0.0262752086758509
SOX13	-2.41019218894583	0.0159441190569038	0	1	-1.95205892816922	0.0509312087537268	-1.45408370570502	0.0271504148410085
ZNF124	-2.00458167091987	0.0450077877504725	0	1	-2.35827668165827	0.0183600029250083	-1.45428611752605	0.027511321493194
ZKSCAN1	-0.880141710260185	0.378782545932349	0	1	-3.05840425644043	0.00222519172081276	-1.31284865556687	0.0279263856602272
ZNF169	-2.50370618065304	0.0122900049078751	0	1	-1.81759656741896	0.0691258166665003	-1.44043424935734	0.0280938807874984
ZSCAN22	-1.80463993498758	0.0711310446268432	0	1	-2.5027842157272	0.0123220645426178	-1.43580805023826	0.0287639654209084
ZNF552	-2.06185728986015	0.0392213248211397	0	1	-2.27312045550981	0.0230189220600109	-1.44499258178999	0.0294141393849128
E2F4	1.2229033601318	0.221366199301432	1.21124681491805	0.225800825513615	2.36423601214719	0.0180672985707746	1.59946206239901	0.0294204129853856
HSF4	-2.84555909771322	0.00443335320761835	0	1	-1.26637971952842	0.205377168140805	-1.37064627241388	0.0296025319058141
ZNF684	-1.27040505924528	0.203940382045926	0	1	-2.84283743994444	0.00447138701327203	-1.37108083306324	0.0296365169298054
RORC	-1.49812902253334	0.134099731972595	0	1	-2.6969791405472	0.00699716533055607	-1.39836938769351	0.0302811933981287
ZNF485	-2.34817489343919	0.0188656605834431	0	1	-1.95761173399923	0.0502755894307302	-1.43526220914614	0.0305278051600652
PRDM5	2.12107898298471	0.0339151562804178	0	1	2.19175114804188	0.0283974802966192	1.43761004367553	0.0308812663782769
ZNF280D	-2.42746711897684	0.0152046650302736	0	1	-1.84298562301546	0.0653311096203453	-1.42348424733077	0.031607188833271
KLF9	1.05430964824066	0.291741172881088	0	1	2.92752350155741	0.00341673237410038	1.32727771659936	0.031689950097957
FOXD4L1	-2.21039890665141	0.0270774896225362	0	1	-2.07996416658415	0.0375288197103979	-1.43012102441185	0.0321515771734106
TGIF2	-1.22333133745518	0.221204575594264	0	1	-2.82478742530638	0.00473119930276323	-1.34937292092052	0.0328698619409528
CREBZF	-1.35444331973089	0.175594984927739	0	1	-2.7494770775034	0.0059690437679606	-1.36797346574476	0.0329068484551862
FLT3	0	1	0	1	3.27444408045597	0.00105870090602759	1.09148136015199	0.0331551719786311
ZNF641	-2.30324948792134	0.0212648098739959	0	1	-1.9562153922659	0.0504397860451978	-1.41982162672908	0.0334805317766206
ZNF44	-1.82423377728108	0.0681167371563954	0	1	-2.41163870522968	0.0158810099046805	-1.41195749417025	0.0336946336267426
CREB3	-1.17332250033041	0.240666502607871	0	1	-2.8333411646062	0.00460641939877677	-1.33555455497887	0.0343184473587322
STAT3	-0.621051404277852	0.534565801783281	-2.21715221454571	0.026612691732553	-1.76083050620778	0.0782670948660353	-1.53301137501045	0.0344303190998351
HEY2	1.01569031720442	0.309776880400504	0	1	2.90556481427971	0.00366590916545887	1.30708504382804	0.0349413945229109
LHX6	-1.72462774917095	0.0845945792975411	0	1	-2.47187626554425	0.0134406027494239	-1.39883467157173	0.0349733016048578
ZNF775	-2.82655636058577	0.004705146330966	0	1	-1.167975126841	0.242816798098307	-1.33151049580893	0.035099289473829
ZNF514	-1.47529138296085	0.140134222117123	0	1	-2.64242788287249	0.00823139929182428	-1.37257308861111	0.0353516301610275
ZNF607	-1.17943483353199	0.2382250714017	0	1	-2.81409690257456	0.00489144809886302	-1.33117724536885	0.0356204323723329
TSHZ2	1.99126962438969	0.046451253034206	0	1	2.23148569835262	0.0256489738164028	1.40758510758077	0.0362153039317987
TAL1	-0.778293284615309	0.436396133498442	-1.76622918027133	0.0773574073838086	-2.10478860802378	0.0353097132532785	-1.54977035763681	0.0362283358175112
ZNF574	-1.07332774471185	0.283124091035701	0	1	-2.86017572628077	0.00423406320517628	-1.31116782366421	0.0363814677203029
ZNF497	-1.1708834057084	0.241645646163416	0	1	-2.8043054980557	0.00504251014811231	-1.32506296792137	0.0368268472776766
ADIPOR1	0	1	0	1	3.23368416296952	0.0012220451814195	1.07789472098984	0.0369066111892374
NR3C2	1.28610233659893	0.198407348770332	0	1	2.73555128763992	0.00622758808182012	1.34055120807962	0.0372109868959758
ZNF254	-1.2189305627257	0.222870548441395	0	1	-2.76132767702071	0.00575668867747548	-1.32675274658214	0.0382676090401721
ZNF208	-0.949428833475304	0.342402551410014	0	1	-2.89210678340722	0.00382667861029537	-1.28051187229417	0.0388701808293568
STAT5A	0.834803432138864	0.403828393116746	2.22416317653154	0.0261374675767548	1.53488612023272	0.124811803472249	1.53128424296771	0.0390271256110188
HESX1	-1.57448878542881	0.115374492174248	0	1	-2.52938805581295	0.0114261617054032	-1.36795894708059	0.0390467537049467
ZNF813	-2.02599719941365	0.0427650716368192	0	1	-2.15746336548421	0.0309695786041177	-1.39448685496595	0.0391814152553141
PCGF6	1.97490894086931	0.0482784825852931	0	1	2.20403959692211	0.0275215594752818	1.39298284593047	0.0392754092234952
ZNF596	-2.31387460167637	0.0206746016745129	0	1	-1.8473997768879	0.064689221516134	-1.38709145952142	0.0394666039811694
MIB1	0	1	0	1	-3.20744201492993	0.00133921054933571	-1.06914733830998	0.039505710423397
NFATC2	-2.80236752504535	0.00507290459087907	-0.0815037524705546	0.935041340769368	-1.07368514429559	0.282963821813009	-1.31918547393716	0.0395711883427782
PTPRK	0	1	0	1	-3.20577322321657	0.00134700099939118	-1.06859107440552	0.0396760437698165
S100A6	0	1	0	1	3.20286288441423	0.00136068749470831	1.06762096147141	0.0399745704725721
WWP1	0	1	0	1	3.19992750600832	0.0013746215800687	1.06664250200277	0.0402775642335047
RORB	0	1	0	1	3.19907551345468	0.00137869051695594	1.06635850448489	0.0403658663469454
ZNF804A	-2.17812064014052	0.0293970563264245	0	1	-1.98676899231264	0.0469480022810718	-1.38829654415105	0.0403971528794353
ZBTB5	-1.45690295762729	0.145143169519216	0	1	-2.58781414362956	0.00965870791901715	-1.34823903375228	0.0408679455075015
SMAD3	-1.7254764216375	0.0844416493920285	-1.76425871632168	0.0776884311561764	-1.22281945565909	0.221397895366987	-1.57085153120609	0.041952059726081
ZNF500	-1.02903679504431	0.303462384793718	0	1	-2.81665758387144	0.00485262308746728	-1.28189812630525	0.042382153737612
HLF	2.4244279382542	0.0153325259464308	0	1	1.66375807711665	0.0961607849385995	1.36272867179028	0.0424203965883232
IKZF4	2.08248978100212	0.0372977553425178	0	1	2.05793246095172	0.0395966171699838	1.38014074731795	0.0424730287389705
MYBL1	-1.88035739756623	0.0600593855942795	0	1	-2.2476161054509	0.0246006797024254	-1.37599116767238	0.0424865534945723
ZNF513	-2.2570131878119	0.0240072507292919	0	1	-1.8692600431948	0.0615866442773599	-1.37542441033557	0.042508305595228
MBD4	-1.03655966781094	0.299941118057914	0	1	-2.8082781109009	0.00498071927761462	-1.28161259290395	0.0428347106885303
TBP	-1.80866287494898	0.0705033939450635	0	1	-2.30136264120106	0.0213711417374402	-1.37000850538335	0.0431056112202999
ZNF618	-2.09277565812497	0.0363691857351415	0	1	-2.03679908125211	0.0416701804247194	-1.37652491312569	0.0432906398951309
POU2F1	-1.15422007137018	0.248409955744027	-2.21634975856998	0.026667557701275	-1.19552117182836	0.23188346936107	-1.52203033392284	0.0437238081650392
BCL11B	1.80341384208187	0.071323245333741	0	1	2.29827262692744	0.0215462773789363	1.3672288230031	0.0437372682153138
RXRA	-0.870357607797657	0.384105005930878	1.21704952359186	0.223585373957797	-2.3657795216088	0.0179921556276057	-0.6730292019382	0.0439138068086668
ZNF669	-2.16502015446574	0.0303861418528343	0	1	-1.95158619587129	0.0509873534532759	-1.37220211677901	0.0440004498220711
ZNF136	-0.975230906796345	0.329445734435657	0	1	-2.82642535987356	0.00470707125426216	-1.26721875555664	0.0440300741180533
ZBTB8OS	0	1	0	1	-3.16438587047628	0.00155410600522873	-1.05479529015876	0.0441008045889507
MYC	0.91904185932945	0.358073677960731	1.05485856595684	0.291490014590511	2.43503688182807	0.0148902718886003	1.46964576903812	0.0441021565887561
ZSCAN29	-1.31162418427619	0.18964696892683	0	1	-2.64391705179092	0.00819527367124552	-1.3185137453557	0.0441029542522987
DLL3	0	1	0	1	3.16342493839882	0.00155924554746988	1.05447497946627	0.0442082180717153
RARA	2.60990961844847	0.0090566147131148	0.784502139636936	0.432745526947995	0.836230225600268	0.403025397458626	1.41021399456189	0.0446313147743366
IKZF3	2.20708930771666	0.0273078206318567	0	1	1.896067033538	0.0579511811285334	1.36771878041822	0.044693285724681
KDM5B	-1.41489804591456	0.157098391022313	0	1	-2.56793740299065	0.0102305628498949	-1.32761181630174	0.0452053189987846
KLF10	-2.49995891461593	0.0124207710394401	0	1	-1.51153584487919	0.130651983165107	-1.33716491983171	0.0455275148786037
SOCS6	0	1	0	1	-3.1481086583162	0.00164330596275181	-1.04936955277207	0.0459497856680338
CHD5	0	1	0	1	-3.14784801996743	0.00164477184704032	-1.04928267332248	0.0459799065001554
ZNF337	-2.02100456352506	0.0432792926892851	0	1	-2.07431691725795	0.0380498876819765	-1.365107160261	0.0460209965567142
PIN1	-2.33747846154223	0.0194143195857202	0	1	-1.71243410433437	0.0868166985894198	-1.3499708552922	0.0468132035094823
SETDB1	-2.41793001169935	0.0156090787572314	0	1	-1.60472699348393	0.108553898725364	-1.34088566839443	0.0469953105608173
ZNF91	2.04760346275874	0.0405988697826969	0	1	2.03105664352257	0.0422492489220295	1.35955336876044	0.0474188007293727
BAZ2B	-1.59049965956838	0.111722222300291	0	1	-2.419447553818	0.0155441020616128	-1.33664907112879	0.0478508674325543
FOXO1	1.26345199171862	0.206426789439693	1.59401991980568	0.11093157338656	1.7689396623132	0.0769039443615169	1.54213719127917	0.0483430399885587
ZNF197	-1.69858362536975	0.0893976638847112	0	1	-2.32304606061927	0.0201766781597971	-1.34054322866301	0.0491985709862323
ZKSCAN5	-1.22523227279543	0.220487718090272	0	1	-2.63699119337194	0.00836450031085378	-1.28740782205579	0.0500044461764335
REXO4	1.93360714236529	0.0531614484417673	0	1	2.11168293093238	0.0347136540332266	1.34843002443256	0.0500274035854305
ZNF442	-2.06466544266626	0.0389546664936589	0	1	-1.97564255627651	0.048195275168011	-1.34676933298092	0.0506597639497915
ZBTB33	-1.39926488601279	0.161733565271343	-1.47722242795786	0.139616023712347	-1.72714330558846	0.0841419298226295	-1.53454353985303	0.0511031667561552
JAZF1	2.24259533545697	0.0249229213200325	0	1	1.77143595561333	0.0764882339081031	1.33801043035677	0.0512274660445883
ZNF441	-1.47513100712429	0.140177325636627	0	1	-2.46446716479818	0.0137217135332624	-1.31319939064083	0.0515635475920873
TCF7	-2.14267630488515	0.0321390993189693	0	1	-1.87967060671776	0.0601529838901767	-1.34078230386764	0.0517548172954463
SP3	-2.82885682095773	0.00467145931595532	0.703769446249741	0.481576364155	-0.176296121020339	0.860061309285481	-0.767127831909443	0.0517857866937471
ZNF318	-2.1909280745004	0.0284569977535431	0	1	-1.82456383831232	0.0680668745807906	-1.33849730427091	0.0518273427443477
ZMYND12	0	1	0	1	-3.09798554664556	0.0019484093085413	-1.03266184888185	0.0520501417838618
PTPRS	0	1	0	1	-3.09693365785241	0.00195533628712673	-1.03231121928414	0.0521849570787809
RABL2B	0	1	0	1	-3.09620143850122	0.00196017149285684	-1.03206714616707	0.0522789708095795
NEO1	0	1	0	1	3.09401784563401	0.00197465608403548	1.031339281878	0.0525601589815131
OTUD7B	0	1	0	1	3.09111634822601	0.00199405482678419	1.03037211607534	0.0529357097174531
SKIL	-1.70480490993894	0.0882308155045378	0	1	-2.27613068358736	0.0228381890949772	-1.32697853117543	0.0533404989955308
MEIS1	-2.19500200437627	0.0281634539617918	0	1	-1.80107178811692	0.0716915657166002	-1.33202459749773	0.0534184948361467
ZNF25	-1.7629126960891	0.0779152153952494	0	1	-2.22695597487647	0.025950216273427	-1.32995622365519	0.0534730530058894
ZNF26	-1.23387078002482	0.217251059319394	0	1	-2.59678960038651	0.00940995441721393	-1.27688679347044	0.0539034424867596
ZNF688	-1.45594804910613	0.145406981488826	0	1	-2.45042585366402	0.014268734661835	-1.30212463425671	0.0544859361570183
NKIRAS1	0	1	0	1	-3.0778323268439	0.00208512200620474	-1.02594410894797	0.0546832574876514
ZNF740	-1.73477896358891	0.0827799636251574	0	1	-2.23048782615142	0.0257150747624357	-1.32175559658011	0.0555106061898346
ZNF681	-1.92627254963976	0.0540703511113998	0	1	-2.05851238669588	0.0395409734630836	-1.32826164544521	0.0556865103848648
IL1RAP	0	1	0	1	-3.06788921345624	0.00215576523317333	-1.02262973781875	0.0560218971179704
PHF21A	-1.3445520441479	0.178769938827092	0	1	-2.50643327874961	0.0121956072312072	-1.28366177429917	0.0564817319584966
KLF8	-0.954202770805054	0.339981012387212	0	1	-2.72567023500765	0.00641710753485115	-1.2266243352709	0.0565096475514054
TET1	2.5986821340587	0.00935823850753727	0	1	1.181297602238	0.237484519507214	1.25999324543223	0.0572722273585283
EHMT1	0	1	0	1	-3.05446359495976	0.00225463376568354	-1.01815453165325	0.0578716341413258
TADA2A	0	1	0	1	3.05352097075293	0.00226172913398193	1.01784032358431	0.0580033491410148
CRYM	0	1	0	1	3.05189995084277	0.002273978813609	1.01729998361426	0.0582304274521376
ITGAV	0	1	0	1	-3.05001024469709	0.00228833560354759	-1.0166700815657	0.0584960552966139
STAT5B	-1.00971140503802	0.31263357667345	-1.8561380782639	0.0634338794285902	-1.57305791512641	0.115705408527926	-1.47963579947611	0.058612134234122
HOXA10	-1.77116243241894	0.0765336944464574	0	1	-2.16808838674279	0.0301519622716932	-1.31308360638725	0.0588523803891564
APPL1	0	1	0	1	-3.04384098732522	0.00233578565823765	-1.01461366244174	0.0593700968769682
CREB1	-1.26211925837886	0.206905876425135	-1.27823374629606	0.201167020651009	-1.90892556157972	0.0562716950107389	-1.48309285541821	0.0594873670898777
ZSCAN18	-1.49244193713603	0.135583327963255	0	1	-2.38030427442936	0.0172983478138512	-1.29091540385513	0.0595458845974414
ZNF701	1.38643591437433	0.165613836275014	0	1	2.44725294971931	0.01439497733778	1.27789628803121	0.0602523696993097
SPI1	-1.48768585689413	0.136833759147593	-1.14956806038398	0.250321819526949	-1.8139429881228	0.0696865035317172	-1.4837323018003	0.0603057468071793
E2F2	2.29364328357947	0.0218109970197881	0.280739704083835	0.778910053424866	1.47286373601343	0.140787782117332	1.34908224122558	0.0603946817011045
SSTR3	0	1	0	1	-3.0366912857074	0.00239190289507361	-1.01223042856913	0.0603962616271128
CD36	0	1	0	1	3.02833616959238	0.00245904370611874	1.00944538986413	0.0616135803829493
BMPR1A	0	1	0	1	3.02728967025564	0.00246757370635432	1.00909655675188	0.0617674404499608
ZNF382	-1.76106287759164	0.078227761274097	0	1	2.14987449343141	0.0315651437017149	0.129603871946591	0.06179802573712
ZNF711	-2.1719441807818	0.0298598734761944	0	1	-1.72495730158255	0.0845351677010871	-1.29896716078812	0.0627845514246442
SUPT7L	0	1	0	1	-3.01823928605912	0.00254248063274313	-1.00607976201971	0.0631110497494549
ARHGEF12	0	1	0	1	3.01639868352881	0.0025579668608923	1.00546622784294	0.0633871670262493
HOXC8	0	1	0	1	-3.00910778010468	0.0026201614660435	-1.00303592670156	0.064490491109495
NFE2L2	-1.46982149896722	0.141610104854084	-0.130154393385582	0.896444276372395	-2.3083975865875	0.0209770331094886	-1.30279115964677	0.0652442917278968
ZNF436	-1.7042900944069	0.0883269046367349	0	1	-2.16508060724497	0.0303815128122762	-1.28979023388396	0.0656051766071951
EYA2	0	1	0	1	2.99702827317674	0.0027262542746314	0.999009424392247	0.0663524371834065
HDX	1.35587408489043	0.175139234286193	0	1	2.41518539440263	0.015727202356327	1.25701982643102	0.0668431326496572
MECOM	0	1	0	1	2.98636058525479	0.00282319533767757	0.995453528418264	0.0680324194122964
REST	-1.71128621189214	0.0870282904078419	0.592731058322423	0.553361152538026	-1.88977716731501	0.0587877684864431	-1.00277744029491	0.0681686336015706
LCORL	-1.90862132379197	0.0563109590952929	0	1	-1.95384527043575	0.0507195186454013	-1.28748886474257	0.0685975681633087
HGS	0	1	0	1	-2.98191183715025	0.00286454477085399	-0.993970612383417	0.0687430109941617
PAX6	0.044202060197362	0.964743339860291	1.38096944889025	0.167288354462057	-2.37066155285186	0.017756282133807	-0.315163347921416	0.0687626787868035
OR10X1	0	1	0	1	-2.98070922605196	0.00287581712584124	-0.99356974201732	0.0689361180941462
ZNF45	-2.42772995245995	0.0151936516378678	0	1	-1.31011403124552	0.190157262440038	-1.24594799456849	0.0691647578634905
TSHZ1	-2.00586979807041	0.0448701413124454	0	1	-1.84836937395913	0.0645489260551156	-1.28474639067651	0.0692866819017522
ADM2	0	1	0	1	2.97849112060505	0.00289671422543903	0.992830373535016	0.0692934240009024
DFFA	0	1	0	1	-2.97748611930287	0.00290622804073974	-0.992495373100955	0.0694558022289994
MXI1	0.989355581969938	0.32248919859243	0	1	2.61135254552273	0.00901848702087184	1.20023604249755	0.0694922440667393
SCML1	0	1	0	1	-2.97434936324898	0.00293610576240001	-0.991449787749661	0.0699645644925555
E2F3	-1.21902222888609	0.222835755650514	-0.665800342585034	0.505538725889578	-2.22437747844973	0.026123057823835	-1.36973334997362	0.0700786071094091
ACSL6	0	1	0	1	2.96999950723332	0.00297800226739106	0.98999983574444	0.0706750032313952
PRKAG1	0	1	0	1	-2.96506646662363	0.0030261753966672	-0.988355488874542	0.0714876406177295
KLF2	-1.43672983010931	0.150794775470455	0	1	-2.32416798727985	0.0201164923386023	-1.25363260579639	0.0716101687916885
