TF	nes_K_reg	pval_K_reg	nes_TC_Reg	pval_TC_Reg	nes_TUH_Reg	pval_TUH_Reg	nes_Ver_Reg	pval_Ver_Reg	combine_nes	fisher_pval
RAB20	3.18210758624213	0.00146207495978166	0.843651797864781	0.398864010383965	-2.61717218321475	0.00886616051038193	-1.84034346012264	0.0657178286235991	-0.10793906480762	0.000230238668112513
SMAD1	-0.804047771162486	0.421369386383222	1.27245022392553	0.203213199002925	2.88614928746925	0.00389987123327153	3.27947381360155	0.0010400086158025	1.65850638845846	0.000234363430879299
IKZF2	2.20937022827136	0.0271489000605247	1.29665973496991	0.194748289297394	1.67667427138603	0.093606194413758	3.35801036045209	0.000785056705980511	2.13517864876985	0.000256716819499023
JUP	-1.51101710311873	0.130784093383141	1.12863917485018	0.259050077801351	2.35936168403863	0.0183064038204254	3.41140036655927	0.000646301162786145	1.34709603058234	0.000263293728821758
IL1B	-1.72573478415457	0.0843951371750839	-0.550375284986571	0.58206199678575	3.25916811724091	0.00111739431770294	-2.67794485902198	0.00740754120262942	-0.423721702730553	0.000266354422407892
NCOA7	-1.51967710029727	0.128592149702979	-0.0465376964330058	0.962881689212195	2.71771255366579	0.00657349184097189	3.47561360525471	0.000509686064412061	1.15677784054756	0.000270724571005414
ZNF506	-1.46464247658801	0.143018486661871	0.811186656242852	0.417258487381023	2.4279643903074	0.0151838340228336	3.44648476595309	0.000567930584642314	1.30524833397883	0.000322299036624701
CD34	-0.804172870658333	0.421297144402274	1.85935324161345	0.0629770849009105	2.50402779674623	0.0122788386973752	3.13899751445017	0.0016952688578972	1.67455142053788	0.000341226320794374
SCAI	-1.00500360454152	0.314895114198615	-1.51750480818524	0.129139280462812	2.83922933748277	0.00452226418877136	2.94089446228953	0.00327266015692045	0.814403846761385	0.0003657097796293
GFI1	-1.84362166370031	0.0652382965886083	-3.05087000911558	0.00228179339479003	-1.06933155465429	0.284920296847984	-2.41148464331438	0.0158877209073349	-2.09382696769614	0.000400554225387271
CCL25	-1.94930412073242	0.0512591167771595	1.43016306482225	0.152670223441812	3.10297935313092	0.00191583005776075	1.99545065813313	0.0459937505618433	1.14482223883847	0.000408055645880557
PDK1	-0.733632849816339	0.463172534404298	0.483785873233639	0.62853784178562	2.54907269546241	0.0108009783063687	3.68863764944565	0.000225458040425578	1.49696584208134	0.000417240059128401
MAP3K6	0.233757051638247	0.815173593678224	-2.50273453783115	0.0123237941016574	-2.13346867642773	0.0328862985629375	-3.06520524547539	0.00217520667147228	-1.86691285202401	0.000421826854338397
GNG7	-0.955820426396628	0.339162966627987	0.888857115778937	0.374079875325018	2.65821167080939	0.00785565368703156	3.38074929321199	0.000722884671210093	1.49299941335092	0.000422697443514741
PSIP1	-1.03557796841373	0.30039907469512	-0.534482178254314	0.593007976410931	3.03165641741449	0.00243215871069263	3.1444481662804	0.00166400386894818	1.15151110925671	0.000422917509838858
GFI1B	-1.75173612857131	0.0798191914719253	0.565887704047909	0.571470120760669	2.93009979484197	0.00338853161654664	2.8293259153563	0.00466461694877098	1.14339432141872	0.000422935520447793
MLLT3	-1.19333118874074	0.232739692383797	1.90254231604706	0.0571002922053128	1.7857005649806	0.0741477538526748	3.34177823569074	0.000832435394855594	1.45917248199441	0.000469092479842762
FZD6	-2.58176221853073	0.00982972852382435	0.0147339207704551	0.98824445743073	1.78449108345971	0.0743439024028915	3.19927276724929	0.00137774748747198	0.604183888237181	0.00054753939884211
ZNF551	-0.662219595142965	0.50783049782804	1.01850173951969	0.308439574576994	3.06026155267473	0.00221143774393037	2.97506583935768	0.00292925670483634	1.59790238410228	0.000556173482320479
BID	-1.40646046750956	0.159587435642124	0.346468252301239	0.728990839434448	-2.88005159920858	0.00397610091396463	-3.05196015783586	0.00227352275838428	-1.74800099306319	0.000572321660716062
ITGA6	-0.59569879444097	0.551376463724006	0.817045803191759	0.413902253191887	2.81506338592095	0.00487676139933463	3.28568086016973	0.00101736205901247	1.58052281371037	0.000607079641165328
CXXC5	-1.96169040769217	0.0497985392931423	1.4164642271678	0.1566396307356	2.1844617245884	0.0289283368708432	2.79604258356014	0.00517325836011794	1.10881953190604	0.00062203654926335
TGFBRAP1	0.973274641441828	0.330416822257093	1.09522537715552	0.273417910515676	2.55132465246704	0.0107314309387481	3.2372773265151	0.00120676075819395	1.96427549939487	0.00062313621741389
SPTBN1	0.198352882636514	0.842768979164122	0.479374465668405	0.631672255391655	2.95901334156635	0.00308625739538804	3.36987046164746	0.000752035275195508	1.75165278787968	0.000650838961944039
SCML2	1.97996985845714	0.0477069156772436	0.444188000228643	0.65690666722719	2.10247924972569	0.0355113154690425	3.24761111371234	0.00116378213606097	1.94356205553095	0.000675709031879734
MTA3	3.02630909750845	0.00247559090092124	0.329290330735148	0.741936251925063	1.65212800800976	0.0985084584564614	-2.68278191186695	0.00730125859721365	0.581236381096602	0.000686433474789217
AZU1	-0.253398974671062	0.799959919902676	1.93822617640048	0.0525956344923187	-2.59988488593759	0.00932550369699082	-2.93080551771892	0.00338084365973262	-0.961465800481773	0.000688699107662649
NFX1	-1.07147869219672	0.283954246483822	0.352058775158335	0.72479418426361	2.70566964983977	0.00681668197820318	3.29703256044524	0.000977121727645703	1.32082057331166	0.000706935045826994
OR2L2	-1.52261994897817	0.127853815896409	1.50406958895537	0.132563449662519	3.10046137774822	0.00193219410603448	2.02173729413513	0.0432034988799851	1.27591207796514	0.000724916939516065
MPP7	2.32446605381659	0.0201005289067559	-1.03647070300604	0.299982600390821	-1.19785083205393	0.23097509393187	-3.28382712193972	0.00102407720252927	-0.798420650795775	0.00072956679740901
TET1	0.149916288332211	0.880830660719493	0.596907391798437	0.550569211894334	3.0719842810949	0.00212640922505544	3.19578297138019	0.00139451963480694	1.75364773315143	0.000734353541567712
PRKCH	2.1058734918498	0.0352153428416184	0.944319628659481	0.345006338371289	1.99681802843112	0.0458449543884885	3.0074248677399	0.00263471243492878	2.01360900417008	0.000746280285172555
GNG2	2.81268135405711	0.0049130310220939	0.578216009730026	0.563118291258554	0.960071674793876	0.337019143062178	3.14988225086859	0.00163336279071054	1.8752128223624	0.000768576275649761
TRAT1	-2.04804559036149	0.0405555324451695	1.93393799579968	0.0531207517841655	1.35444939531561	0.175593047764964	2.85809998202657	0.00426186082352102	1.02461044569509	0.000804098306449571
EGF	-1.95677781588827	0.0503735963660841	2.06651625630151	0.03877975904677	0.849365340886238	0.395678032696366	3.06712098179641	0.00216131361554237	1.00655619077397	0.000827090897979079
GPR174	2.05107478065917	0.0402596648536265	1.17413767369529	0.240339885582762	1.96245230523326	0.0497098482594451	2.91223497310788	0.00358852577725241	2.0249749331739	0.00084877303578963
SPG21	-0.550797835253246	0.581772268286153	1.84037126822732	0.0657137486988404	-2.15756642530476	0.0309615574446081	-3.17835318619795	0.00148114207474628	-1.01158654463216	0.000859321404757656
ZNF827	2.37204492252901	0.0176899397793326	1.46768546546181	0.142189680596687	1.86104081408903	0.0627384132364848	2.53729503627414	0.0111712762327809	2.0595165595885	0.000863092260551264
CAMK1	0.880682928642348	0.378489459200083	2.12732095961531	0.0333934244249416	-1.57939643276323	0.114245155086928	-3.21245732994342	0.00131604696369554	-0.445962468612248	0.000915886493137028
RRBP1	1.93575908594926	0.0528972140634797	-0.137620753038897	0.890540153040783	-2.5743745834303	0.0100421486618644	-2.87388299056142	0.0040545914741759	-0.912529810270339	0.000922639788519831
ZNF426	-0.944535703308123	0.34489596589624	0.630417669629879	0.528421353169912	3.01497141301156	0.00257003477675494	2.86511993388862	0.00416851330639016	1.39149332830548	0.000935707398529065
ZNF625	-1.93500440189865	0.0529897555133456	0.91420438257978	0.360609461735641	2.02919436390895	0.0424384974157315	3.03279045747327	0.00242303787522645	1.01029620051584	0.000940418674022893
NOS3	3.12517659145422	0.00177698348280947	-2.1912316922698	0.0284350302838877	-1.76649189079662	0.0773133608507578	0.637833655299337	0.523581968901992	-0.0486783340782157	0.0009706995796217
PCBD1	-1.41822595931568	0.156124805239801	2.20356441304974	0.0275549923227522	-1.06431641881237	0.287185382539074	-3.14311904730045	0.00167157841330518	-0.85552425309469	0.000978111882990204
RBBP4	-0.335195643937827	0.737477507791863	2.0672769825092	0.0387080618663555	2.49431099998272	0.0126201915618924	2.74973665847303	0.00596431762996706	1.74403224925678	0.00100918937171092
RADIL	-1.75892701174935	0.0785899065093141	0.64910589504417	0.51626993176665	1.74072874357619	0.0817311374182728	3.40328286998264	0.000665813099315394	1.00854762421341	0.00103105762588887
EFNA1	-1.04789179051299	0.294688465052536	0.979388271139323	0.327388170143511	2.32206111443183	0.0202296451158892	3.25529691516558	0.0011327387572983	1.37721362755594	0.00103210751520633
TRH	0.384938331889029	0.700283105325841	0.94103696890372	0.346685914411918	2.58014933397415	0.00987575986095147	3.31004279129321	0.000932817093069559	1.80404185651503	0.00104157858593862
ZNF320	-0.752980853272863	0.451461419727225	-0.114884629302183	0.908536568460301	3.1511116369894	0.00162650308907385	2.92788964224217	0.00341271152359713	1.30278394916413	0.0010563115593279
CRHBP	-0.991042957009055	0.321664604944109	0.433011903778911	0.665006121917209	2.17417652124711	0.0296918809274447	3.55806651958926	0.000373594713452974	1.29355299690156	0.0010912629736764
CCND2	-0.427152239026898	0.66926844603751	0.101074139842879	0.919491606313766	2.93004612417888	0.00338911694122219	3.24987688483009	0.00115454979793994	1.46346122745624	0.00110395578322952
KAT6B	0	1	1.15895816533053	0.24647323790324	2.59420832674264	0.00948090197785014	2.72556631673927	0.00641912797597668	2.15957760293748	0.00110693842508143
SYNGAP1	2.0279815858079	0.0425621274128359	1.12424667179009	0.260908394861	2.07370196808555	0.0381069983387704	2.763200046382	0.00572376741447044	1.99728256801639	0.00110907065527597
VN1R1	-0.195380287492443	0.845095247531058	1.56595032215346	0.117360247628257	2.75474752412476	0.00587374417076924	2.85618670555421	0.00428762920402314	1.745376066085	0.00113624240493753
SOX18	-2.46956874502264	0.0135276023728799	1.03333282328454	0.301448171747093	3.22386284187023	0.00126473960368568	0.698614727314659	0.48479283744086	0.621560411861697	0.00113713144940419
ZNF671	-2.64119847221244	0.00826133077234515	1.16672260243842	0.24332241198137	1.75548088210641	0.0791770879454232	2.41275641495161	0.0158323965955788	0.673440356821	0.00114412850094756
KAT6A	0	1	-0.103884073516483	0.917261346209095	2.51580931169543	0.0118759417660332	3.1864451448824	0.00144032798255945	1.86612346102045	0.00114931981262199
TNFSF13B	1.46583899573808	0.142692154612088	-2.96178553791814	0.00305860744582539	-1.46076112706947	0.144081007240024	-2.04250578428358	0.0411013862451539	-1.24980336338328	0.00116715882095811
ZNF418	-0.523516453198303	0.600614904368217	1.13120654003501	0.257968169914424	3.0563364441377	0.00224059684007706	2.67493663287586	0.00747433761030636	1.58474079096257	0.00117077991611001
TCF12	-2.07570286912597	0.0379214404292558	1.21438734204122	0.224599846741928	2.16906291835949	0.0300779074556812	2.55744887691595	0.0105443055694321	0.966299067047673	0.00120835275034277
ZNF772	-2.35990435446926	0.0182796473346047	0.733949145885286	0.462979732601419	3.09412119913717	0.00197396829235154	0	1	0.489388663517732	0.00121112755711309
ZNF135	-3.20373423202437	0.00135657640099176	-0.0957835458942048	0.923692485741953	0.604843153219918	0.545283217631119	2.88044408383092	0.00397115386001547	0.0464423647830659	0.00121262242169258
RHOH	1.50478491388221	0.132379383572227	-1.0950721640975	0.273485022506003	2.19922526108322	0.0278619089870492	3.00047636360982	0.00269557673642322	1.40235359361944	0.00121461044091366
ZNF792	-1.29635283994175	0.1948539518061	0.287069353115755	0.774059217667057	2.20344107578121	0.0275636757743653	3.39900767668901	0.000676308180673598	1.14829131641106	0.00124697475328646
HIPK2	2.12227651401129	0.0338145245257361	1.11653697586761	0.264192351893329	-1.39862618126456	0.161925111015948	-3.08089456684237	0.002063797129843	-0.310176814557008	0.00130701317469631
ABR	0.785931643893631	0.43190753472445	0.384859158103361	0.700341766634949	-3.0964262639312	0.0019586856931252	-2.79329165170344	0.00521746272935774	-1.17973177840941	0.0013431589391897
GPSM2	-1.51250537904721	0.130405345270011	1.30377549230847	0.19231014101323	2.16325155682988	0.0305218368015158	2.87202695422772	0.00407848178665937	1.20663715607971	0.00135357082872842
ZNF606	-0.429531800243203	0.66753625670316	0.0400116801850365	0.968083814309776	3.094295315649	0.00197281008783953	3.02896071120395	0.00245396594189342	1.4334339766987	0.00135585449354718
PRKD3	-0.193277298908307	0.846741803966814	2.27938264799284	0.0226443288905211	1.81185877825293	0.070008020190521	3.02509496873823	0.00248555067898531	1.73076477401892	0.00142586449102883
TLR3	1.79812938568752	0.07215650647594	1.31094515741303	0.189876292870878	2.16220819966066	0.0306021318046491	2.64908265375353	0.00807105897267312	1.98009134912868	0.0014417353940771
CX3CR1	2.33019944230664	0.0197956124488029	1.79155324703658	0.0732045579662236	-1.14664796116877	0.251527145866765	-2.55670805435289	0.0105667859909324	0.10459916845539	0.00159505092857957
NRIP1	-0.358773292427219	0.719764693865384	0.818460310217288	0.413094396285821	3.46592051038561	0.000528419481665404	2.24887513669166	0.0245204412724783	1.54362066621683	0.00159537204276953
ZNF354C	-2.63343762376203	0.00845253599083752	-0.0943357473306311	0.924842454256483	2.13008536352989	0.0331645664750274	2.43508142105404	0.0148884391297581	0.459348353372817	0.00159775527164148
SPSB1	-1.86600350104255	0.0620408756731667	1.09470695358024	0.273645041260247	2.84627841290242	0.00442335024158053	1.94157267171989	0.0521888539008044	1.00413863429	0.00161684655859361
ZNF677	-1.04903280552165	0.294163020032218	1.15499852504844	0.248091030468851	2.06119083206433	0.0392848378329974	3.20091025485353	0.00136994193576561	1.34201670161116	0.00161955267150315
ZNF675	-0.551467049591761	0.581313548495825	0.475424450670048	0.634484470310039	2.81307732163315	0.00490698502789362	3.06105916370438	0.00220555508415631	1.44952347160395	0.00164013747812751
ZNF776	-1.43838448045492	0.150324993602785	1.06808039451782	0.285484248731879	2.99950815480746	0.00270415884768559	2.11224536109394	0.0346654096512602	1.18536235749107	0.00165010739502391
ARHGEF17	-1.66661695886065	0.0955905945359312	-1.45323725607188	0.146157891335477	1.34402321785872	0.178940879070454	3.14013339372124	0.00168870921725427	0.341075599161857	0.00171330486368853
HTR7	-1.66066679771145	0.0967803852350168	1.02510374802212	0.305314237240296	-2.07153613885067	0.0383087208420156	-2.894962627822	0.0037920367615747	-1.4005154540905	0.00173556124212446
PIAS2	0.278517161476442	0.780615393053488	1.13469367612409	0.25650368789173	2.57076833494326	0.0101473181315518	3.06996629864774	0.00214082926591122	1.76348636779788	0.00175356011027051
ATP2C1	-1.09311898087513	0.274341563227023	1.45959251624093	0.144402097264166	2.50730803844184	0.0121654640788698	2.60817497307262	0.00910264118938731	1.37048913672006	0.00176520978753247
PRKCD	-0.720704300053591	0.471091466205653	0.10130784689306	0.919306087324415	-2.65950275346497	0.00782560903593876	-3.20502481819772	0.00135050835274678	-1.62098100620581	0.00182438061407743
ZNF665	-1.75125276042299	0.0799023809478129	0.402582513586751	0.687255375724859	2.72614247886777	0.00640793309373166	2.46821681473296	0.0135788045447515	0.961422261691123	0.0018863457953413
ZNF709	-0.926444952714605	0.354214791927709	0.450499623573387	0.652350225547451	2.76811360956107	0.00563817975165536	2.90314195290048	0.00369439140407028	1.29882755833008	0.00189707114722651
FRAT1	0.278212677614922	0.780849103564111	-0.319048811789571	0.749689498929488	-2.84764415625697	0.00440441416222197	-3.10889209269483	0.00187790289936651	-1.49934309578161	0.00190584030522106
MAP3K1	-1.31759869887972	0.187638021401195	0.808984845624735	0.418523863172084	-1.84302204907885	0.0653257912782255	-3.30611251216255	0.000946000933900641	-1.4144371036241	0.00190927468870604
TGS1	-1.33931984040984	0.180466572470942	1.50633202361044	0.131981961289423	2.83335708759825	0.00460618992370664	2.00871362774377	0.0445675126380041	1.25227072463566	0.00192040921150818
OR2L3	-1.98295301264361	0.0473726782856879	0.172565959801513	0.862992610562362	3.38069263334639	0.000723033737772569	0	1	0.523435193501431	0.00194536348640258
BTG1	0.677391857956782	0.498157362888205	1.48904020557561	0.136476781765699	-1.89270277095632	0.0583974077146666	-3.22290139829559	0.00126899228100285	-0.737293026429879	0.00196554431979657
TSG101	-1.36325513855982	0.172802115205961	-2.36097020156252	0.0182271951520146	-0.929906566593143	0.352419462775184	-2.83045151991686	0.00464823550039944	-1.87114585665809	0.00200215770203054
TRAF5	-0.91144697933253	0.36205990994276	-0.0871474991048885	0.930554270148432	2.83475225667382	0.00458612351590376	2.92737562786162	0.0034183575022596	1.19088335152451	0.00203881348368844
GPR12	-1.13635271489623	0.255808976929431	-1.79593309109866	0.0725051588633083	0.580260775210702	0.561738774755764	3.47445500678128	0.000511892203335031	0.280607493999273	0.00205418832203573
ZNF256	-1.2664681363443	0.205345530232187	0.406746717270447	0.684194024538706	2.46085976497332	0.0138604530569188	2.99210817922941	0.00277058066225767	1.14831163128222	0.00207264085657055
IRAK2	2.46644000642589	0.0136463586287622	-0.439591552881186	0.660232959795672	2.34682427652246	0.0189341821531453	2.13969772618969	0.0323792029371579	1.62834261406421	0.00211072112931651
NFYA	-0.934765216295097	0.349909309111866	0.977373969406612	0.32838404510752	2.08575135066279	0.0370011522926582	3.21537142090738	0.00130275841924607	1.33593288117042	0.00211520173863636
PPP1R9B	2.94108767258117	0.00327061949623743	1.35755574519073	0.174604693558965	-1.98768670354233	0.0468463503774028	-1.2612052903274	0.207234893101296	0.262437855975542	0.00211673968712052
ZNF880	0.606222537764978	0.544366988679622	0.543678152242033	0.586662969351785	2.81734673254689	0.00484222194932362	2.90746195526413	0.0036437466355	1.71867734445451	0.00214348885502702
MED12L	1.18272936526731	0.236916422270828	0.538717895742773	0.590081523591684	2.11802069226479	0.0341733152875918	3.24019247761149	0.00119449039257531	1.76991510772159	0.00216460263113152
TSC22D1	0.862184290088899	0.388586113248173	0.226687358124274	0.820666857995625	2.42795114398425	0.0151843885936341	3.24149076375818	0.00118906287188685	1.6895783889889	0.00217960636875092
REST	-0.651643906498755	0.514630916491977	1.13081211621114	0.258134179183612	2.22701420479574	0.0259463244544477	3.13894307799944	0.00169558381317293	1.46128137312689	0.00220489481917222
NFATC2	-0.159844755934282	0.873003367187072	0.178816399768281	0.858081867679191	2.97144466942467	0.00296402277673112	3.00303668943443	0.00267300204302633	1.49836325067327	0.00223129698379887
STAC3	0.0695175214768318	0.94457768627066	-0.297306516976848	0.766232506645875	-2.51746130739478	0.0118203951851471	-3.38743446692681	0.000705495691438137	-1.5331711924554	0.00226045800397352
TCF4	-0.556863277071001	0.57762084668936	0.653465359716901	0.513456314397346	2.54697179609172	0.0108662215032721	3.10555762784259	0.00189920609246457	1.43728287664505	0.00228499980095237
ZNF154	-0.516300391199475	0.605644623052734	-0.233558488452514	0.815327757842212	2.90979483718946	0.00361666081328596	2.92188248146571	0.00347922790596648	1.2704546097508	0.00231173632861271
NFAM1	1.27885037494169	0.200949750670772	2.11540829495107	0.0343951634296632	-1.68255775150802	0.0924607361980936	-2.584132626595	0.00976242459049572	-0.218107927052565	0.00231897549697284
ZC3H7A	0.593486202378303	0.552855814169396	-2.9728671664906	0.00295032103428091	-0.211972427038414	0.83212854555428	-2.82949223352477	0.00466219315634539	-1.35521140616887	0.00234450711604005
ADCY6	-1.26808645253789	0.20476707894136	0.0953394259864652	0.924045227853891	2.69853896918324	0.0069644583486107	2.81976162360396	0.00480593362805126	1.08638839155894	0.00234599314826739
DIRAS1	-1.03945513319952	0.298593114237322	0.930985389916774	0.351861121716119	2.09640891182625	0.0360459325236721	3.14231046297749	0.00167620197733275	1.28256240788025	0.00235022830747314
TNFSF13	0.216748285204952	0.828404516214145	0.102273445288944	0.918539632353971	-2.84352731153145	0.00446171853190367	-3.10791003948936	0.00188415411464381	-1.40810390513173	0.0023641524264794
SMARCD3	-0.976971192720171	0.328583414191621	1.96345372588557	0.0495934763219933	-2.12597588922368	0.0335052671650922	-2.51341963502957	0.0119567016445082	-0.913228247771963	0.00240154123790731
RBPMS	-0.804945050729177	0.420851389678882	0.881900791748614	0.377830458885507	2.44445121100116	0.0145072701159831	2.97897762103876	0.00289211900240912	1.37509614326484	0.00244209075010777
DEPTOR	0	1	0.458603555819683	0.646518882694178	1.81897752506632	0.0689148590119129	3.32378699237911	0.000888039966330438	1.86712269108837	0.00247378223346854
MAPK7	1.57537963986109	0.115168841114529	-1.58688392566429	0.11253893616103	-1.89994895316126	0.0574398189167057	-2.6073836265678	0.00912370777766447	-1.12970921638306	0.0024760986558618
MGST2	-0.590147980729833	0.555091443650299	0.949353927118082	0.342440634692803	-1.90743090638843	0.0564648103503219	-3.41552826080493	0.000636584234121734	-1.24093830520128	0.00248737380414427
HCAR3	0	1	0.334311115968947	0.73814480320087	-2.34710161165177	0.0189200942322048	-2.98305246353936	0.00285389070018673	-1.66528098640739	0.00248869223062203
ABCG1	-0.484462155724648	0.62805791600083	1.02403894575232	0.305816880064098	2.08758072192677	0.0368356724887243	3.29873526183557	0.000971214586299264	1.4814731934475	0.00249825578943649
F2R	-0.138067284631051	0.89018724119208	0.508336958789503	0.611217055147186	2.82485619171876	0.00473018407299716	2.99375883879333	0.00275563659654372	1.54722117616764	0.00255981924388162
TCF7L2	-3.20570435904871	0.00134732337563172	2.51939712445343	0.0117555986979089	-0.385951557386141	0.699532545928971	-0.466731397647751	0.640692063157397	-0.384747547407293	0.00256162105028937
BCL2	-1.43959197215809	0.149982872194484	1.50829374133307	0.131479364344773	1.38733494942715	0.165339650715287	3.05170461239488	0.00227545903810363	1.12693533274925	0.00265010028977623
INSR	-2.92198815496083	0.00347804767547081	1.77804550768412	0.0753963810594615	-1.63165129138959	0.102752966525693	1.07607324292028	0.281894501164768	-0.424880173936505	0.00269847986015384
ITGA2	-1.47937818753329	0.139039266507816	1.95432292007753	0.0506630399301907	2.33157540035363	0.0197230391956178	1.91702955112649	0.0552341775149971	1.18088742100609	0.00271977695478199
DGKE	-0.719660125831327	0.47173428254313	0.583241048140607	0.559731041756605	2.7323992285131	0.00628749021885112	2.8288158681039	0.00467205709900393	1.35619900473157	0.00274224765992064
HOMER3	-0.526473640755654	0.598559161756609	0.869990387597788	0.384305657300101	-2.74653920413279	0.00602276873815488	-2.7701614465321	0.00560285132714311	-1.29329597595569	0.0027438332580043
BBX	-0.184656136552728	0.853498752383637	0.244290017606177	0.807006214114199	2.88549469220047	0.00390799051452015	2.97218945296867	0.00295684166551222	1.47932950655565	0.00279708559437011
TLR2	-1.08613300629482	0.277420151481473	0.903848700731585	0.366075633901099	-2.30799266077966	0.020999544696889	-2.89984853265872	0.00373343022537706	-1.3475313747504	0.00279790344733795
RAP2C	1.13694793065327	0.255560053426972	-2.26073853177528	0.023775452936135	-0.647836062991247	0.517090987697185	-3.01697799517246	0.00255308344442994	-1.19715116482143	0.00281390593081448
ZNF610	-0.790995058705956	0.428946874966166	-0.391129745291533	0.695701334896172	2.73498308840495	0.00623834810342506	2.85368376891808	0.00432155253087309	1.10163551333139	0.00282028788126684
GPR87	-1.80709774145559	0.0707470407542038	0.395149137428941	0.692732826955596	3.13059403545031	0.00174453137108653	-1.66640993724938	0.0956317928899404	0.0130588735435703	0.00285548085843684
SFMBT2	1.58369129633351	0.113263986425748	-0.14782070139524	0.882484271467343	2.61831759951469	0.00883645186066097	2.59690542825868	0.00940678196336664	1.66277340567791	0.00289081009641365
ZNF69	-2.47251477546948	0.0134166167426709	2.37498054945951	0.0175498749654758	1.27197321501659	0.203382636225746	0	1	0.391479663002207	0.00289315375709792
