	Gene1	Gene2	Annotation	Direction	Score	edge
1173	ACAD9	NDUFA9	complex; input	-	1	ACAD9_NDUFA9
1174	ACAD9	NDUFAB1	complex; input	-	1	ACAD9_NDUFAB1
1175	ACAD9	NDUFAF1	complex	-	1	ACAD9_NDUFAF1
1176	ACAD9	NDUFAF2	complex; input	-	1	ACAD9_NDUFAF2
1177	ACAD9	NDUFAF3	complex; input	-	1	ACAD9_NDUFAF3
1178	ACAD9	NDUFAF4	complex; input	-	1	ACAD9_NDUFAF4
1179	ACAD9	NDUFAF5	complex; input	-	1	ACAD9_NDUFAF5
1180	ACAD9	NDUFAF6	complex; input	-	1	ACAD9_NDUFAF6
1182	ACAD9	NDUFB1	complex; input	-	1	ACAD9_NDUFB1
1183	ACAD9	NDUFB10	complex; input	-	1	ACAD9_NDUFB10
1184	ACAD9	NDUFB11	complex; input	-	1	ACAD9_NDUFB11
1185	ACAD9	NDUFB2	complex; input	-	1	ACAD9_NDUFB2
1186	ACAD9	NDUFB3	complex; input	-	1	ACAD9_NDUFB3
1187	ACAD9	NDUFB4	complex; input	-	1	ACAD9_NDUFB4
1188	ACAD9	NDUFB5	complex; input	-	1	ACAD9_NDUFB5
1189	ACAD9	NDUFB6	complex; input	-	1	ACAD9_NDUFB6
1190	ACAD9	NDUFB7	complex; input	-	1	ACAD9_NDUFB7
1191	ACAD9	NDUFB8	complex; input	-	1	ACAD9_NDUFB8
1192	ACAD9	NDUFB9	complex; input	-	1	ACAD9_NDUFB9
1193	ACAD9	NDUFC1	complex; input	-	1	ACAD9_NDUFC1
1194	ACAD9	NDUFC2	complex; input	-	1	ACAD9_NDUFC2
1195	ACAD9	NDUFS1	complex; input	-	1	ACAD9_NDUFS1
1196	ACAD9	NDUFS2	complex; input	-	1	ACAD9_NDUFS2
1197	ACAD9	NDUFS3	complex; input	-	1	ACAD9_NDUFS3
1198	ACAD9	NDUFS4	complex; input	-	1	ACAD9_NDUFS4
1199	ACAD9	NDUFS5	complex; input	-	1	ACAD9_NDUFS5
1200	ACAD9	NDUFS6	complex; input	-	1	ACAD9_NDUFS6
1201	ACAD9	NDUFS7	complex; input	-	1	ACAD9_NDUFS7
1202	ACAD9	NDUFS8	complex; input	-	1	ACAD9_NDUFS8
1203	ACAD9	NDUFV1	complex; input	-	1	ACAD9_NDUFV1
1204	ACAD9	NDUFV2	complex; input	-	1	ACAD9_NDUFV2
1205	ACAD9	NDUFV3	complex; input	-	1	ACAD9_NDUFV3
1206	ACAD9	TIMMDC1	complex; input	-	1	ACAD9_TIMMDC1
1207	ACAD9	TMEM126B	complex	-	1	ACAD9_TMEM126B
1272	ACAP1	ARHGAP4	predicted	-	0.98	ACAP1_ARHGAP4
1298	ACAT1	ACAT2	predicted	-	0.98	ACAT1_ACAT2
1299	ACAT1	ACO2	predicted	-	0.64	ACAT1_ACO2
1300	ACAT1	DLD	predicted	-	0.78	ACAT1_DLD
1301	ACAT1	HADHA	predicted	-	0.97	ACAT1_HADHA
1302	ACAT1	PEX7	predicted	-	0.64	ACAT1_PEX7
1303	ACAT1	RPGRIP1L	predicted	-	0.54	ACAT1_RPGRIP1L
1304	ACAT1	XRCC5	predicted	-	0.56	ACAT1_XRCC5
1305	ACAT1	XRCC6	predicted	-	0.56	ACAT1_XRCC6
1341	ACD	SYNE1	complex; input	-	1	ACD_SYNE1
1581	ACO1	APP	predicted	-	0.64	ACO1_APP
1582	ACO1	C12ORF57	predicted	-	0.64	ACO1_C12ORF57
1583	ACO1	GLRX3	inhibited by	|-	1	ACO1_GLRX3
1989	ACTB	BRK1	complex; input	-	1	ACTB_BRK1
1994	ACTB	CASP6	PPrel: inhibited by	|-	1	ACTB_CASP6
2104	ACTB	FSCN1	predicted	-	0.56	ACTB_FSCN1
2115	ACTB	H2AFX	predicted	-	0.73	ACTB_H2AFX
2158	ACTB	ITGB2	complex; input	-	1	ACTB_ITGB2
2172	ACTB	KDM3B	PPrel: binding/association	-	1	ACTB_KDM3B
2181	ACTB	METAP1	predicted	-	0.56	ACTB_METAP1
2247	ACTB	NCK1	complex; input	-	1	ACTB_NCK1
2275	ACTB	POLR1D	input	-	1	ACTB_POLR1D
2319	ACTB	SMARCC1	PPrel: binding/association	-	1	ACTB_SMARCC1
2329	ACTB	STX7	predicted	-	0.56	ACTB_STX7
2451	ACTBL2	ITGB2	complex; input	-	1	ACTBL2_ITGB2
2618	ACTG1	BRK1	complex; input	-	1	ACTG1_BRK1
2623	ACTG1	CASP6	PPrel: inhibited by	|-	1	ACTG1_CASP6
2724	ACTG1	ITGB2	complex; input	-	1	ACTG1_ITGB2
2735	ACTG1	KDM3B	PPrel: binding/association	-	1	ACTG1_KDM3B
2740	ACTG1	METAP1	predicted	-	0.56	ACTG1_METAP1
2801	ACTG1	NCK1	complex; input	-	1	ACTG1_NCK1
2842	ACTG1	SMARCC1	PPrel: binding/association	-	1	ACTG1_SMARCC1
3016	ACTL6A	KDM3B	PPrel: binding/association	-	1	ACTL6A_KDM3B
3042	ACTL6A	SMARCC1	PPrel: binding/association	-	1	ACTL6A_SMARCC1
3058	ACTL6A	WDR77	predicted	-	0.92	ACTL6A_WDR77
3071	ACTL6B	KDM3B	PPrel: binding/association	-	1	ACTL6B_KDM3B
3079	ACTL6B	SMARCC1	PPrel: binding/association	-	1	ACTL6B_SMARCC1
3147	ACTN1	ILK	complex; input	-	1	ACTN1_ILK
3168	ACTN1	ITGB2	complex; input	-	1	ACTN1_ITGB2
3197	ACTN1	PIP4K2B	PPrel: compound	-	1	ACTN1_PIP4K2B
3210	ACTN1	SRC	activated by	<-	1	ACTN1_SRC
3306	ACTN2	ITGB2	complex; input	-	1	ACTN2_ITGB2
3355	ACTN2	SRC	catalyzed by	<-	1	ACTN2_SRC
3442	ACTN3	ITGB2	complex; input	-	1	ACTN3_ITGB2
3565	ACTN4	ITGB2	complex; input	-	1	ACTN4_ITGB2
3587	ACTN4	PIP4K2B	PPrel: compound	-	1	ACTN4_PIP4K2B
3631	ACTR10	CD59	complex; input	-	1	ACTR10_CD59
3653	ACTR10	DCTN5	complex; input	-	1	ACTR10_DCTN5
3670	ACTR10	HLA-DPB1	input	-	1	ACTR10_HLA-DPB1
3675	ACTR10	HLA-DRA	input	-	1	ACTR10_HLA-DRA
3679	ACTR10	HLA-DRB5	input	-	1	ACTR10_HLA-DRB5
3758	ACTR1A	CD59	complex; input	-	1	ACTR1A_CD59
3782	ACTR1A	CKAP5	complex	-	1	ACTR1A_CKAP5
3807	ACTR1A	DCTN5	complex; input	-	1	ACTR1A_DCTN5
3836	ACTR1A	HLA-DPB1	input	-	1	ACTR1A_HLA-DPB1
3841	ACTR1A	HLA-DRA	input	-	1	ACTR1A_HLA-DRA
3845	ACTR1A	HLA-DRB5	input	-	1	ACTR1A_HLA-DRB5
3938	ACTR1A	SYNE1	predicted	-	0.56	ACTR1A_SYNE1
3978	ACTR1B	DCTN5	input	-	1	ACTR1B_DCTN5
3988	ACTR1B	HLA-DPB1	input	-	1	ACTR1B_HLA-DPB1
3993	ACTR1B	HLA-DRA	input	-	1	ACTR1B_HLA-DRA
3997	ACTR1B	HLA-DRB5	input	-	1	ACTR1B_HLA-DRB5
4065	ACTR2	BRK1	activated by; complex; input	<-	1	ACTR2_BRK1
4072	ACTR2	CD247	input	-	1	ACTR2_CD247
4167	ACTR2	IGKV3-20	input	-	1	ACTR2_IGKV3-20
4200	ACTR2	MBNL1	predicted	-	0.59	ACTR2_MBNL1
4222	ACTR2	NCK1	activated by; complex; input	<-	1	ACTR2_NCK1
4338	ACTR3	BRK1	activated by; complex; input	<-	1	ACTR3_BRK1
4347	ACTR3	CD247	input	-	1	ACTR3_CD247
4430	ACTR3	IGKV3-20	input	-	1	ACTR3_IGKV3-20
4463	ACTR3	MBNL1	predicted	-	0.59	ACTR3_MBNL1
4467	ACTR3	NCK1	activated by; complex; input	<-	1	ACTR3_NCK1
4589	ACTR5	H2AFX	predicted	-	0.64	ACTR5_H2AFX
5011	ADA	ADORA1	predicted	-	0.64	ADA_ADORA1
5012	ADA	ADORA2A	predicted	-	0.64	ADA_ADORA2A
5013	ADA	DPP4	predicted	-	0.98	ADA_DPP4
5014	ADA	LEF1	expression regulated by	<-	1	ADA_LEF1
5015	ADA	NFIC	expression regulated by	<-	1	ADA_NFIC
5016	ADA	SP1	expression regulated by	<-	1	ADA_SP1
5017	ADA	UBB	predicted	-	0.73	ADA_UBB
5025	ADA2	ITGB2	predicted	-	0.59	ADA2_ITGB2
5098	ADAM12	SRC	predicted	-	0.54	ADAM12_SRC
5115	ADAM15	SRC	predicted	-	0.99	ADAM15_SRC
5174	ADAM17	SRC	predicted	-	0.64	ADAM17_SRC
5348	ADAR	STAT5B	predicted	-	0.54	ADAR_STAT5B
5406	ADCY1	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY1_GNG5
5442	ADCY10	GNG5	PPrel: activated by; PPrel: inhibited by	-	1	ADCY10_GNG5
5494	ADCY2	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by; catalyzed by; inhibited by	-	1	ADCY2_GNG5
5551	ADCY3	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY3_GNG5
5612	ADCY4	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY4_GNG5
5667	ADCY5	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY5_GNG5
5727	ADCY6	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY6_GNG5
5781	ADCY7	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by; catalyzed by; inhibited by	-	1	ADCY7_GNG5
5836	ADCY8	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY8_GNG5
5888	ADCY9	GNG5	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1	ADCY9_GNG5
5952	ADCYAP1R1	GNG5	PPrel: activation	->	1	ADCYAP1R1_GNG5
5966	ADD1	DMTN	complex; input	-	1	ADD1_DMTN
5970	ADD2	DMTN	complex; input	-	1	ADD2_DMTN
5975	ADD3	DMTN	complex; input	-	1	ADD3_DMTN
6103	ADH5	ALDH1A3	ECrel: compound	-	1	ADH5_ALDH1A3
6104	ADH5	ALDH3A1	ECrel: compound	-	1	ADH5_ALDH3A1
6105	ADH5	ALDH3B1	ECrel: compound	-	1	ADH5_ALDH3B1
6106	ADH5	ALDH4A1	predicted	-	0.64	ADH5_ALDH4A1
6107	ADH5	ESD	predicted	-	0.64	ADH5_ESD
6108	ADH5	PHGDH	predicted	-	0.64	ADH5_PHGDH
6109	ADH5	UGT1A1	ECrel: compound	-	1	ADH5_UGT1A1
6110	ADH5	UGT1A10	ECrel: compound	-	1	ADH5_UGT1A10
6111	ADH5	UGT1A3	ECrel: compound	-	1	ADH5_UGT1A3
6112	ADH5	UGT1A4	ECrel: compound	-	1	ADH5_UGT1A4
6113	ADH5	UGT1A5	ECrel: compound	-	1	ADH5_UGT1A5
6114	ADH5	UGT1A6	ECrel: compound	-	1	ADH5_UGT1A6
6115	ADH5	UGT1A7	ECrel: compound	-	1	ADH5_UGT1A7
6116	ADH5	UGT1A8	ECrel: compound	-	1	ADH5_UGT1A8
6117	ADH5	UGT1A9	ECrel: compound	-	1	ADH5_UGT1A9
6118	ADH5	UGT2A1	ECrel: compound	-	1	ADH5_UGT2A1
6119	ADH5	UGT2A3	ECrel: compound	-	1	ADH5_UGT2A3
6120	ADH5	UGT2B10	ECrel: compound	-	1	ADH5_UGT2B10
6121	ADH5	UGT2B11	ECrel: compound	-	1	ADH5_UGT2B11
6122	ADH5	UGT2B15	ECrel: compound	-	1	ADH5_UGT2B15
6123	ADH5	UGT2B17	ECrel: compound	-	1	ADH5_UGT2B17
6124	ADH5	UGT2B28	ECrel: compound	-	1	ADH5_UGT2B28
6125	ADH5	UGT2B4	ECrel: compound	-	1	ADH5_UGT2B4
6126	ADH5	UGT2B7	ECrel: compound	-	1	ADH5_UGT2B7
6309	ADORA1	GNG5	complex; input	-	1	ADORA1_GNG5
6363	ADORA2A	GNG5	complex; input	-	1	ADORA2A_GNG5
6412	ADORA2B	GNG5	complex; input	-	1	ADORA2B_GNG5
6459	ADRA1A	GNA15	PPrel: activation; complex; input	->	1	ADRA1A_GNA15
6469	ADRA1A	GNG5	complex; input	-	1	ADRA1A_GNG5
6510	ADRA1B	GNA15	PPrel: activation; complex; input	->	1	ADRA1B_GNA15
6521	ADRA1B	GNG5	complex; input	-	1	ADRA1B_GNG5
6548	ADRA1D	GNA15	PPrel: activation; complex; input	->	1	ADRA1D_GNA15
6558	ADRA1D	GNG5	complex; input	-	1	ADRA1D_GNG5
6592	ADRA2A	GNG5	complex; input	-	1	ADRA2A_GNG5
6630	ADRA2B	GNG5	complex; input	-	1	ADRA2B_GNG5
6667	ADRA2C	GNG5	complex; input	-	1	ADRA2C_GNG5
6709	ADRB1	GNG5	complex; input	-	1	ADRB1_GNG5
6786	ADRB2	GNG5	complex; input	-	1	ADRB2_GNG5
6813	ADRB2	PRKAR1A	complex; reaction	-	1	ADRB2_PRKAR1A
6823	ADRB2	SRC	predicted	-	0.64	ADRB2_SRC
6854	ADRB3	GNG5	complex; input	-	1	ADRB3_GNG5
6940	ADSS2	PTMS	predicted	-	0.64	ADSS2_PTMS
6948	ADTRP	STAT3	expression regulated by	<-	1	ADTRP_STAT3
6972	AFAP1L2	SRC	predicted	-	0.64	AFAP1L2_SRC
7021	AFDN	PTPN11	complex; input	-	1	AFDN_PTPN11
7034	AFDN	SRC	activate; activated by	<->	1	AFDN_SRC
7081	AFF4	NELFA	complex; input	-	1	AFF4_NELFA
7161	AGER	ITGB2	complex; input	-	1	AGER_ITGB2
7255	AGK	PEBP1	inhibited by	|-	1	AGK_PEBP1
7260	AGL	CUL1	predicted	-	0.58	AGL_CUL1
7266	AGO1	AGO3	reaction	-	1	AGO1_AGO3
7267	AGO1	AGO4	reaction	-	1	AGO1_AGO4
7268	AGO1	CTCF	expression regulated by	<-	1	AGO1_CTCF
7269	AGO1	DDX5	predicted	-	0.64	AGO1_DDX5
7270	AGO1	DHX36	predicted	-	0.64	AGO1_DHX36
7271	AGO1	DICER1	predicted	-	0.98	AGO1_DICER1
7272	AGO1	H3-3A	complex; input	-	1	AGO1_H3-3A
7273	AGO1	H3C1	complex; input	-	1	AGO1_H3C1
7274	AGO1	H4C1	complex; input	-	1	AGO1_H4C1
7275	AGO1	HIST2H3A	complex; input	-	1	AGO1_HIST2H3A
7276	AGO1	MOV10	complex; reaction	-	1	AGO1_MOV10
7277	AGO1	POLR2A	complex; input	-	1	AGO1_POLR2A
7278	AGO1	POLR2B	complex; input	-	1	AGO1_POLR2B
7279	AGO1	POLR2C	complex; input	-	1	AGO1_POLR2C
7280	AGO1	POLR2D	complex; input	-	1	AGO1_POLR2D
7281	AGO1	POLR2E	complex; input	-	1	AGO1_POLR2E
7282	AGO1	POLR2F	complex; input	-	1	AGO1_POLR2F
7283	AGO1	POLR2G	complex; input	-	1	AGO1_POLR2G
7284	AGO1	POLR2H	complex; input	-	1	AGO1_POLR2H
7285	AGO1	POLR2I	complex; input	-	1	AGO1_POLR2I
7286	AGO1	POLR2J	complex; input	-	1	AGO1_POLR2J
7287	AGO1	POLR2K	complex; input	-	1	AGO1_POLR2K
7288	AGO1	POLR2L	complex; input	-	1	AGO1_POLR2L
7289	AGO1	RELA	predicted	-	0.64	AGO1_RELA
7290	AGO1	TNRC6A	complex; input; reaction	-	1	AGO1_TNRC6A
7291	AGO1	TNRC6B	complex; input; reaction	-	1	AGO1_TNRC6B
7292	AGO1	TNRC6C	complex; input; reaction	-	1	AGO1_TNRC6C
7293	AGO1	UPF1	predicted	-	0.64	AGO1_UPF1
7294	AGO1	YBX1	predicted	-	0.64	AGO1_YBX1
7295	AGO1	YY1	predicted	-	0.64	AGO1_YY1
7420	AGR2	STAT3	expression regulated by	<-	1	AGR2_STAT3
7525	AGT	CTSZ	catalyzed by	<-	1	AGT_CTSZ
7543	AGT	GNA15	complex; input	-	1	AGT_GNA15
7586	AGT	STAT3	predicted	-	0.64	AGT_STAT3
7591	AGTPBP1	STAT3	expression regulated by	<-	1	AGTPBP1_STAT3
7611	AGTR1	GNA15	PPrel: activation; complex; input	->	1	AGTR1_GNA15
7697	AHCTF1	CKAP5	complex; input	-	1	AHCTF1_CKAP5
7817	AHI1	CKAP5	complex; input	-	1	AHI1_CKAP5
7894	AHNAK2	DYSF	predicted	-	0.64	AHNAK2_DYSF
7951	AHR	STAT3	predicted	-	0.54	AHR_STAT3
7954	AHR	STAT5B	predicted	-	0.54	AHR_STAT5B
7989	AHRR	STAT3	predicted	-	0.54	AHRR_STAT3
7992	AHRR	STAT5B	predicted	-	0.54	AHRR_STAT5B
8067	AIF1	HLA-DRA	predicted	-	0.59	AIF1_HLA-DRA
8094	AIFM1	H2AFX	PPrel: binding/association	-	1	AIFM1_H2AFX
8130	AIM2	STAT3	expression regulated by	<-	1	AIM2_STAT3
8135	AIMP1	CUL1	predicted	-	0.58	AIMP1_CUL1
8157	AIMP1	TRAP1	predicted	-	0.73	AIMP1_TRAP1
8172	AIMP2	RABEP1	predicted	-	0.64	AIMP2_RABEP1
8194	AIRE	NCK1	predicted	-	0.64	AIRE_NCK1
8199	AIRE	SRC	predicted	-	0.64	AIRE_SRC
8233	AJUBA	CKAP5	complex; input	-	1	AJUBA_CKAP5
8365	AKAP1	PRKAR1A	complex; input	-	1	AKAP1_PRKAR1A
8375	AKAP10	PRKAR1A	complex; input	-	1	AKAP10_PRKAR1A
8382	AKAP11	PRKAR1A	predicted	-	1	AKAP11_PRKAR1A
8389	AKAP12	FHL1	predicted	-	0.99	AKAP12_FHL1
8428	AKAP17A	ZRANB2	predicted	-	0.64	AKAP17A_ZRANB2
8432	AKAP3	PRKAR1A	predicted	-	0.77	AKAP3_PRKAR1A
8441	AKAP4	PRKAR1A	predicted	-	0.77	AKAP4_PRKAR1A
8470	AKAP5	PRKAR1A	complex	-	1	AKAP5_PRKAR1A
8483	AKAP7	PRKAR1A	predicted	-	0.77	AKAP7_PRKAR1A
8552	AKAP9	CKAP5	complex	-	1	AKAP9_CKAP5
8615	AKAP9	PEBP1	inhibited by	|-	1	AKAP9_PEBP1
8656	AKIRIN2	PPID	predicted	-	0.64	AKIRIN2_PPID
8675	AKR1B1	SOD2	predicted	-	0.56	AKR1B1_SOD2
8725	AKR1E2	SOD2	predicted	-	0.56	AKR1E2_SOD2
8889	AKT1	ILK	PPrel: activated by, phosphorylation; PPrel: phosphorylated by; activated by; inhibited by	-	1	AKT1_ILK
8994	AKT1	PEBP1	reaction	-	1	AKT1_PEBP1
9027	AKT1	PPP1CB	PPrel: indirect effect	-	1	AKT1_PPP1CB
9076	AKT1	PTPN11	activated by; catalyzed by	<-	1	AKT1_PTPN11
9131	AKT1	SLC9A1	predicted	-	0.64	AKT1_SLC9A1
9137	AKT1	SMARCC1	predicted	-	0.64	AKT1_SMARCC1
9144	AKT1	SRC	activated by	<-	1	AKT1_SRC
9148	AKT1	STAT3	catalyzed by	<-	1	AKT1_STAT3
9151	AKT1	STAT5B	catalyzed by	<-	1	AKT1_STAT5B
9330	AKT2	ILK	PPrel: activated by, phosphorylation; PPrel: phosphorylated by	<-	1	AKT2_ILK
9369	AKT2	PEBP1	reaction	-	1	AKT2_PEBP1
9389	AKT2	PPP1CB	PPrel: indirect effect	-	1	AKT2_PPP1CB
9426	AKT2	PTPN11	catalyzed by	<-	1	AKT2_PTPN11
9455	AKT2	STAT3	catalyzed by	<-	1	AKT2_STAT3
9458	AKT2	STAT5B	catalyzed by	<-	1	AKT2_STAT5B
9471	AKT2	UBE2O	predicted	-	0.64	AKT2_UBE2O
9546	AKT3	ILK	PPrel: activated by, phosphorylation; PPrel: phosphorylated by	<-	1	AKT3_ILK
9574	AKT3	PEBP1	reaction	-	1	AKT3_PEBP1
9592	AKT3	PPP1CB	PPrel: indirect effect	-	1	AKT3_PPP1CB
9628	AKT3	PTPN11	catalyzed by	<-	1	AKT3_PTPN11
9650	AKT3	STAT3	catalyzed by	<-	1	AKT3_STAT3
9653	AKT3	STAT5B	catalyzed by	<-	1	AKT3_STAT5B
9710	ALB	KRT1	predicted	-	0.64	ALB_KRT1
9721	ALCAM	ARHGAP5	predicted	-	0.65	ALCAM_ARHGAP5
9722	ALCAM	CD6	PPrel: binding/association	-	1	ALCAM_CD6
9723	ALCAM	EGFR	predicted	-	0.64	ALCAM_EGFR
9724	ALCAM	ITGAV	predicted	-	0.65	ALCAM_ITGAV
9725	ALCAM	L1CAM	complex; input	-	1	ALCAM_L1CAM
9726	ALCAM	PCDH12	predicted	-	0.64	ALCAM_PCDH12
9727	ALCAM	RASA1	predicted	-	0.65	ALCAM_RASA1
9728	ALCAM	SPARCL1	predicted	-	0.65	ALCAM_SPARCL1
9763	ALDH3A2	SGTA	catalyze; complex; input	->	1	ALDH3A2_SGTA
9800	ALDOA	SOD2	predicted	-	0.56	ALDOA_SOD2
9833	ALDOC	GLO1	predicted	-	0.78	ALDOC_GLO1
9844	ALDOC	PPIB	predicted	-	0.58	ALDOC_PPIB
9845	ALDOC	SOD2	predicted	-	0.78	ALDOC_SOD2
9918	ALMS1	CKAP5	complex	-	1	ALMS1_CKAP5
10038	ALPK1	TAB1	complex; input	-	1	ALPK1_TAB1
10227	ALYREF	PPIE	complex; input	-	1	ALYREF_PPIE
10306	ALYREF	THOC3	complex; input	-	1	ALYREF_THOC3
10372	AMBP	IGKV3-20	complex	-	1	AMBP_IGKV3-20
10399	AMBP	STAT3	predicted	-	0.64	AMBP_STAT3
10468	AMER1	CUL1	complex; input	-	1	AMER1_CUL1
10547	AMFR	ERLIN1	predicted	-	0.64	AMFR_ERLIN1
11786	ANGPT1	NCK1	activate	->	1	ANGPT1_NCK1
11800	ANGPT1	PTPN11	complex; input	-	1	ANGPT1_PTPN11
11849	ANGPT2	STAT5B	activate	->	1	ANGPT2_STAT5B
11927	ANK1	CD59	complex; input	-	1	ANK1_CD59
11949	ANK1	DCTN5	complex; input	-	1	ANK1_DCTN5
12013	ANK2	CD59	complex; input	-	1	ANK2_CD59
12035	ANK2	DCTN5	complex; input	-	1	ANK2_DCTN5
12112	ANK3	CD59	complex; input	-	1	ANK3_CD59
12133	ANK3	DCTN5	complex; input	-	1	ANK3_DCTN5
12453	ANXA1	DYSF	complex; input	-	1	ANXA1_DYSF
12461	ANXA1	GNA15	complex; input	-	1	ANXA1_GNA15
12486	ANXA1	SRC	predicted	-	0.64	ANXA1_SRC
12501	ANXA2	DYSF	complex; input	-	1	ANXA2_DYSF
12521	ANXA2	SRC	predicted	-	0.64	ANXA2_SRC
12525	ANXA2P2	DYSF	predicted	-	0.54	ANXA2P2_DYSF
12567	AOX1	STAT3	GErel: expression by	<-	1	AOX1_STAT3
12570	AOX1	STAT5B	GErel: expression by	<-	1	AOX1_STAT5B
12606	AP1B1	HLA-DPB1	complex; input	-	1	AP1B1_HLA-DPB1
12611	AP1B1	HLA-DRA	complex; input	-	1	AP1B1_HLA-DRA
12615	AP1B1	HLA-DRB5	complex; input	-	1	AP1B1_HLA-DRB5
12660	AP1G1	HLA-DPB1	complex; input	-	1	AP1G1_HLA-DPB1
