Regulator	Target	MI	pvalue
ZNF430	ANKRD13C	0.7760823551975439	1.5661633260277696E-6
ZNF711	SCML1	0.8223367006830049	0.012138662686360768
DPF3	ESRRA	0.8256891363782041	1.5661633260277696E-6
ZNF606	UNG	0.802954491232501	0.012138662686360768
ZNF677	UBB	0.7476152660743453	1.4739215175263443E-4
BACH2	SPON2	0.8395093216733922	0.012138662686360768
KLF8	KIFC3	0.8275737964540799	0.012138662686360768
SMAD4	BEX2	0.7835934813729535	0.012138662686360768
ZNF791	ATP2A1	0.8696463681418823	1.4739215175263443E-4
NFATC1	KLKB1	0.8355607899159837	0.012138662686360768
GATAD2A	PGAP1	0.8824431447674078	1.4739215175263443E-4
BBX	NRBF2	0.8322379244220968	1.4739215175263443E-4
ZNF85	HMBOX1	0.8080117431461055	1.4739215175263443E-4
BAZ2B	PRPF31	0.8118555383355271	0.012138662686360768
FLYWCH1	NOMO2	0.8727063448897585	0.012138662686360768
ZNF644	SEPSECS	0.8837595852497284	0.012138662686360768
ZNF597	POMT1	0.831653250474897	1.4739215175263443E-4
ZNF266	RFC4	0.9325291707951704	0.012138662686360768
BHLHE40	POR	0.770149770079411	1.4739215175263443E-4
ZBTB32	ADAMTS17	0.7775186927683287	0.012138662686360768
GTF2I	DBNDD2	0.8273822871307044	1.3714214763815846E-8
ZNF311	KLHL8	0.8106723542827611	1.5661633260277696E-6
ZNF438	FAM153B	0.8146761015442193	1.4739215175263443E-4
ZNF273	TGFB1I1	0.8778769984300119	0.012138662686360768
ZNF101	TAS1R3	0.7908150359953622	0.012138662686360768
ZNF75A	GBP2	0.9053801232142448	0.012138662686360768
EMX1	TAB1	0.8305536165469963	1.4739215175263443E-4
CDC5L	RALA	0.7380944529816101	1.4739215175263443E-4
ZNF233	FBXL5	0.7794909471430301	1.4739215175263443E-4
SP4	SPAG4	0.7952406149985579	1.4739215175263443E-4
ZNF236	PDSS2	0.878908983763923	0.0
ZNF438	ZNF616	0.8732881371581044	0.012138662686360768
HEY1	CSF2RA	0.7475704409261485	1.4739215175263443E-4
HIC1	INPP5E	0.9013586124774065	0.012138662686360768
ZNF107	TXNL1	0.8037741933890257	0.012138662686360768
ZNF133	TBL1X	0.8339111905787526	0.012138662686360768
ZNF514	FAM117A	0.835476834570712	0.012138662686360768
KLF3	TMEM9	0.8259565651201172	0.012138662686360768
MYCN	ZC3H12C	0.8537323773530504	0.012138662686360768
ZNF569	MLF1	0.7702727395834157	1.4739215175263443E-4
ELF5	PIGW	0.8244376175671825	0.012138662686360768
FOXD1	PLXND1	0.7810628435302839	1.4739215175263443E-4
HIVEP3	SPATA2	0.8353464132377842	0.012138662686360768
ZNF775	ST3GAL5	0.924379825078788	1.4739215175263443E-4
ZNF528	GRINA	0.8172531769727727	0.012138662686360768
ZNF28	SH2B1	0.7875289584383569	1.3714214763815846E-8
ZNF578	RPL24	0.8483876178233484	0.012138662686360768
PRDM10	IKZF1	0.849940243144081	0.012138662686360768
ZNF230	NFXL1	0.90342052223839	0.012138662686360768
HMBOX1	ZNF608	0.8551486689832235	0.012138662686360768
ZNF534	TSPO2	0.8062472771720575	0.012138662686360768
E2F7	HDDC2	0.928213978896478	0.012138662686360768
ZNF385A	MITF	0.9108812267209231	0.012138662686360768
ZNF74	ODF3	0.8779250574284845	0.0
TSHZ3	FUNDC1	0.8129246445620965	0.012138662686360768
HMBOX1	ZNF138	0.80018873891329	0.012138662686360768
ZBTB25	SPN	0.8757582109715003	0.012138662686360768
ZNF653	RGL4	0.7876775331662749	0.012138662686360768
PLAGL2	NLRP2	0.8434637688101164	1.4739215175263443E-4
HESX1	FBXL19	0.9581483161277777	0.012138662686360768
PBX4	HLA-DOB	0.7450724449261867	0.012138662686360768
SOX10	KLHL24	0.8000331902536434	0.012138662686360768
GTF3A	TMX2	0.7376997718553122	1.4739215175263443E-4
ZNF547	NUP50	0.9043767316167844	1.5661633260277696E-6
RBPJ	TRIM16L	0.8351932306295353	0.012138662686360768
E2F8	HLX	0.8904122834956685	0.012138662686360768
MEF2A	PRSS8	0.7905387841607042	0.012138662686360768
ZNF92	RNF175	0.7577764642743027	0.012138662686360768
SOX8	CRYGS	0.7436286880005443	0.012138662686360768
ZNF827	ZNF559	0.7851089087780452	0.012138662686360768
YY1	MUC5B	0.8592561661142172	0.012138662686360768
CREB3L1	MTHFD2L	0.8069260841734611	0.0
ZNF497	SNORA28	0.895268760612811	0.012138662686360768
TBX19	ITLN1	0.7918815420927474	0.012138662686360768
GMEB1	ABCB9	0.8354134783943719	1.5661633260277696E-6
OLIG1	SNAPC5	0.9661561500629938	1.3714214763815846E-8
ZNF548	GLUD1	0.835959043363216	0.0
GATAD2B	ASPN	0.8190245256056226	0.012138662686360768
GATAD2B	ATG5	0.7815108519327882	1.4739215175263443E-4
TP53	CENPP	0.7749160056567429	0.012138662686360768
ZSCAN16	SNAPC1	0.7887966692688969	1.5661633260277696E-6
ZNF543	DLD	0.8902588581297292	0.0
ZNF202	FA2H	0.7680540648717253	0.012138662686360768
ZNF84	RPL23P8	0.8086583780060501	0.012138662686360768
NFKB2	SLFN5	0.7796423586177178	0.012138662686360768
E2F3	SCAF1	0.8495587352574768	0.012138662686360768
MAFK	PPM1G	0.8135051505698471	1.4739215175263443E-4
TTF1	ZNF22	0.794475076013714	0.012138662686360768
ZNF786	IFNAR1	0.7872439260472477	0.012138662686360768
NPAS2	CAPS2	0.8585415383950228	0.012138662686360768
ZNF501	MED17	0.8275149211012629	0.012138662686360768
NAIF1	PSMC1	0.8009591462121302	1.4739215175263443E-4
ZNF223	AKT2	0.8547406798965133	0.012138662686360768
BHLHA15	ARRDC1	0.9466701861061502	0.012138662686360768
RARG	KIAA2026	0.9729923343144771	1.4739215175263443E-4
ZNF572	YWHAB	0.862350374646627	0.012138662686360768
EBF4	KIF4B	0.8119725671071105	1.5661633260277696E-6
ZNF527	ZBTB11	0.8529806067118995	1.4739215175263443E-4
VENTX	TEP1	0.8658767902185119	1.5661633260277696E-6
ZBTB11	ZNF527	0.8712262378333645	1.5661633260277696E-6
TOPORS	FIZ1	0.7530916104188045	1.4739215175263443E-4
ZNF492	ST6GAL1	0.8292888693372722	1.5661633260277696E-6
MXD1	ZDHHC12	0.8884329630057962	0.012138662686360768
GATA1	GALNT5	0.8118019845540623	1.4739215175263443E-4
HOXA11	MAL	0.7973008286832873	1.5661633260277696E-6
ZNF497	ADAM22	0.851956584669687	0.012138662686360768
SOX6	CR1L	0.7890455066356723	0.012138662686360768
DDIT3	ASS1	0.9288295879946024	0.012138662686360768
RLF	PPP1R9B	0.9545496657159269	0.012138662686360768
ZNF33B	AP2M1	0.8097466961792105	0.012138662686360768
ZNF575	VENTX	0.7617497814407107	1.4739215175263443E-4
CREBL2	CREBZF	0.85622968360976	1.5661633260277696E-6
DPF1	BCAT1	0.8399490467939161	1.5661633260277696E-6
NR2E1	MTA2	0.7487377808465878	1.5661633260277696E-6
SNAPC4	GALNS	0.8114340469887062	0.0
L3MBTL3	SCARNA16	0.871257242644243	0.012138662686360768
ZNF419	CASQ1	0.8239688222964464	1.4739215175263443E-4
IRF4	LILRB2	0.7955090587610345	0.0
MAFF	POLD1	0.7506253261091254	0.012138662686360768
ZNF506	YKT6	0.8158468076741057	0.012138662686360768
ZNF695	PPAN	0.7997549132680218	0.012138662686360768
ZNF713	COPA	1.0026913501974777	1.4739215175263443E-4
ZBTB6	SNORD116-20	0.756489700336832	0.012138662686360768
ZFHX3	PIPSL	0.7918788934114038	0.012138662686360768
CBX2	PRRG4	0.7658003993813347	0.012138662686360768
ZNF823	THOC2	0.7946885066711202	0.012138662686360768
ZNF438	SFRP2	0.7774383300009982	0.012138662686360768
BPTF	RNF217	0.7820922059589674	1.5661633260277696E-6
ZNF7	OR52K1	0.8827083571259738	0.012138662686360768
ZNF16	CRELD1	0.7695539542589486	0.012138662686360768
ZNF429	DPYD	0.8337945617659143	0.012138662686360768
ZFY	DDX3Y	0.8921391691085544	1.5661633260277696E-6
EGR2	DHFR	0.9028505425762401	0.012138662686360768
ZNF559	TRPM4	0.8676896006925819	1.4739215175263443E-4
PREB	PGM1	0.8737393339337336	0.012138662686360768
ZNF664	COLEC12	0.7615117886508204	1.4739215175263443E-4
NPAS2	CADM1	0.8810780193221308	0.012138662686360768
ZNF292	ZNF350	0.8393064482080274	0.012138662686360768
ZNF763	ESAM	0.8138109695523511	1.4739215175263443E-4
HSF4	PRR7	0.7645286252826098	0.012138662686360768
THAP5	EIF3L	0.8655169754381081	0.012138662686360768
ZNF703	PIPOX	0.8487440155296557	0.012138662686360768
IRF7	NAB1	0.7829148002672991	0.012138662686360768
ZNF207	TTC19	0.8789679744897833	1.4739215175263443E-4
HES1	DDX3X	0.7373696680186158	0.012138662686360768
ZNF280C	CTAGE4	0.7766406341565685	0.012138662686360768
IKZF2	XPOT	0.7566126847960329	0.012138662686360768
NPAS2	CD248	0.8541426936783627	1.3714214763815846E-8
ZBTB16	FANCA	0.7710254086626435	0.012138662686360768
ZNF527	TNFAIP8	0.7964046572963026	0.012138662686360768
HESX1	ZNF677	0.8134510844097619	1.5661633260277696E-6
SP140L	ABCB1	0.8168866172785799	0.012138662686360768
FOXN3	FAM71E1	0.8920208443215447	0.012138662686360768
PLAGL2	NOP10	0.9301609652208164	0.0
NFAT5	RASSF6	0.8221706343220643	1.3714214763815846E-8
ARNTL2	SLC17A5	0.8007924213287856	0.012138662686360768
ZNF74	RDH5	0.7834365028190864	0.012138662686360768
ZNF552	CISD2	0.7981090963444062	1.5661633260277696E-6
ZNF717	PTPN9	0.8671191393096155	0.012138662686360768
ZNF410	TXNL4B	0.7903685703918834	1.5661633260277696E-6
ZBTB38	PPP3R1	0.7421564581451104	0.012138662686360768
TFEC	MIF4GD	0.838393000219553	0.012138662686360768
ZNF30	TRIB1	0.8501217295244496	0.0
ZNF174	CPNE2	0.7566093636685242	1.4739215175263443E-4
ZNF692	TYRO3	0.8844706734411254	0.012138662686360768
ZBTB32	CCNI2	0.820382492139632	1.4739215175263443E-4
ZNF771	NEU4	0.9191277454079133	1.3714214763815846E-8
USF2	LRRC8B	0.7812286151272255	1.5661633260277696E-6
MLX	SLC35F2	0.8838650493773266	0.012138662686360768
ZNF324	SEPHS2	0.8639826953323926	1.5661633260277696E-6
NFATC1	R3HDM1	0.7964576435467711	0.012138662686360768
USF1	USP16	0.8133810759975926	0.012138662686360768
ZNF157	MUC16	0.8569185574056739	0.012138662686360768
ZNF506	HEATR6	0.7999030826564981	1.4739215175263443E-4
FOSB	BRI3	0.7709766113364169	0.012138662686360768
ZNF746	EIF4G2	0.828073070157847	0.0
NR1H2	ARG2	0.7996308589116123	0.012138662686360768
SP140L	ANKRD10	0.8064253581848799	0.012138662686360768
TFAP2A	TCF12	0.8701953447542365	0.012138662686360768
SNAPC5	CD300LB	0.8223625750098665	1.4739215175263443E-4
ZNF841	ZNF790	0.8502428456820977	1.4739215175263443E-4
ZNF84	PDZD9	0.7654970361940103	0.012138662686360768
ZNF91	ZNFX1	0.8152007745189449	1.4739215175263443E-4
NPAS1	NOP2	0.8227484957262566	0.012138662686360768
ZNF777	UPF1	0.8229264906526386	0.012138662686360768
ZNF823	BEST1	0.8862504687528727	0.012138662686360768
ZNF134	PBK	0.8259008415926885	0.012138662686360768
ZBTB17	DNAJC30	0.7631524504329198	0.012138662686360768
KLF12	AHNAK	0.875825990873968	1.4739215175263443E-4
ZNF677	UBE2A	0.8181116988649637	1.3714214763815846E-8
ETV1	CDKN2B	0.9422254263674376	1.4739215175263443E-4
HMG20A	HMG20B	0.743886856199894	1.4739215175263443E-4
ZSCAN5A	TSPYL1	0.745307208493917	0.012138662686360768
IRX5	AAAS	0.7742627479138445	0.0
NR1I3	INO80	0.8034676524835156	0.012138662686360768
CREB3	CPA6	0.7929809401839394	0.012138662686360768
STAT5A	ARMC8	0.8015713418394406	0.012138662686360768
FOSL2	SMARCB1	0.7803167141459392	0.012138662686360768
ZNF808	KNTC1	0.8174944357431644	0.012138662686360768
ZNF497	ZADH2	0.7887277414472018	0.012138662686360768
ZNF429	FSD2	0.7483297161570447	0.012138662686360768
NAIF1	PXDNL	0.76871168465144	0.012138662686360768
ZNF8	ZNF3	0.8720671659614625	1.5661633260277696E-6
REL	ARHGEF16	0.8413973376107547	1.5661633260277696E-6
HOXB5	NDUFS2	0.7894144580720694	0.012138662686360768
ZNF727	UBL3	0.7931986779540736	0.012138662686360768
ZFP37	PM20D1	0.8257344568111258	0.012138662686360768
IRF7	DTYMK	0.8640713103590943	0.012138662686360768
ZNF592	TFR2	0.7915455679591221	1.4739215175263443E-4
STAT1	STAB1	0.7644889907030077	1.3714214763815846E-8
ETV4	RBM15	0.8139823358601198	0.012138662686360768
ZNF382	TRIM41	0.8528277500350063	0.0
TFAP2E	METTL2A	0.8156178594603432	0.012138662686360768
ELK3	ENTPD7	0.8077758721293216	1.3714214763815846E-8
ZNF317	RPH3AL	0.7773940346521705	1.4739215175263443E-4
GATAD2B	GART	0.8387450372416703	0.012138662686360768
ZNF366	DNAH2	0.8359776493613762	0.012138662686360768
TCF7	RFXANK	0.7483643057184448	0.012138662686360768
ELF4	NCKAP5L	0.832891504228836	0.012138662686360768
HOXA4	RANBP3	0.7868187950289244	1.5661633260277696E-6
SPIC	NDUFA3	0.7431500423402451	1.3714214763815846E-8
ZNF148	HLA-DOA	0.8379949353785532	0.012138662686360768
ZNF90	KCNJ9	0.7759770891687929	0.012138662686360768
SREBF2	MOSPD3	0.7976331285552453	1.5661633260277696E-6
ZHX1	MAN1A1	0.86525500220436	1.4739215175263443E-4
FOXN2	OR9A4	0.7610101555288891	0.012138662686360768
ZNF418	SERINC4	0.8816893693178842	1.5661633260277696E-6
POU5F1	SLC22A16	0.7933407320044815	1.5661633260277696E-6
ZNF248	ELMOD2	0.9546484448279255	0.012138662686360768
HIVEP2	HCST	0.7808695726968748	1.3714214763815846E-8
TEAD4	BCAT2	0.7424825930978433	1.4739215175263443E-4
ZBTB11	AHCYL1	0.8242751115004309	1.5661633260277696E-6
NKX6-2	NOXA1	0.8058430983067613	1.4739215175263443E-4
ZNF677	ZNF839	0.8197141989132586	0.012138662686360768
PRR12	PPP2R2B	0.8143869454638445	0.012138662686360768
THAP8	CCDC39	0.8904203672833966	0.012138662686360768
ZBTB47	NOL10	0.7397328809201438	0.012138662686360768
ZNF77	SPNS1	0.8273005774593599	0.012138662686360768
ZNF394	CCDC85C	0.7908974158093485	1.4739215175263443E-4
RELB	RABAC1	0.8578263669200865	0.012138662686360768
ZFP1	USP39	0.7499259092640945	0.012138662686360768
ZNF624	TYK2	0.8131011076815767	0.012138662686360768
ZNF138	FUCA1	0.7562072138650691	0.012138662686360768
GFI1	NPAS2	0.8171502780920319	1.4739215175263443E-4
RREB1	RNF139	0.8778256327930023	0.012138662686360768
ZNF683	ZNF525	0.85429873484439	0.012138662686360768
ZNF586	CSF1R	0.9348194786765891	0.012138662686360768
TCF20	MAFF	0.8850489706593816	1.3714214763815846E-8
ZNF384	PAX5	0.772538264462886	0.0
STAT6	UBE2D1	0.8037385068571828	1.3714214763815846E-8
NANOG	KPNA4	0.8527534578017676	0.012138662686360768
ZNF696	SCN3A	0.8064233191945844	0.012138662686360768
MAFG	RNF44	0.7872053662710149	1.4739215175263443E-4
FOXC1	ARF4	0.7713987334316689	0.012138662686360768
RFX8	SGCB	0.7792827208017334	0.012138662686360768
SNAI1	TMEM176B	0.7584449213578787	0.012138662686360768
MIXL1	PCDHGB3	0.9108878505557306	1.4739215175263443E-4
ZSCAN12	SPG11	0.8966907691575738	0.012138662686360768
ZNF568	ABCC10	0.7556618879048093	0.012138662686360768
ZFP14	OCLN	0.7888136950427347	0.012138662686360768
REPIN1	MED19	0.9512914693377702	0.012138662686360768
PRDM16	SNORD4B	0.8347047382692718	1.3714214763815846E-8
ZNF37A	TMEM150A	0.9289365620756534	0.012138662686360768
ZNF439	CD79B	0.7796753168314254	0.012138662686360768
ZNF396	DIS3L2	0.7736444711407434	0.012138662686360768
ZNF154	CYFIP1	0.8605934556199344	0.012138662686360768
ZNF534	OSBPL2	0.8896196836155473	1.4739215175263443E-4
TBX21	CD3E	0.7509082483141378	0.012138662686360768
ZNF416	MS4A6A	0.8639132163489954	1.4739215175263443E-4
TCF4	NXPH3	0.7742718782693248	1.5661633260277696E-6
EBF1	FBLN2	0.8419710981921223	0.012138662686360768
ZNF197	DNAH6	0.7468963682568398	0.012138662686360768
ZSCAN12	TBCE	0.8510919977181635	0.012138662686360768
FOSB	FLT1	0.8216208402460498	0.0
ZFY	RPS4Y1	0.7891083782122106	1.4739215175263443E-4
ZNF800	FBXL2	0.7788920083518464	0.012138662686360768
FOSB	FNTB	0.8402083756272536	0.012138662686360768
ZNF695	ZMIZ2	0.7609253462018682	0.012138662686360768
PATZ1	GPR183	0.7453064152553374	1.4739215175263443E-4
MNT	HLTF	0.8805856470990506	1.5661633260277696E-6
ZNF584	NBL1	0.785169668305662	1.5661633260277696E-6
ZNF28	FAM180B	0.7757956225641244	0.012138662686360768
HOMEZ	RABGGTB	0.8132009783701916	0.012138662686360768
ZNF74	NCOA2	0.7904597245627232	0.012138662686360768
HOXA2	NFIB	0.8680875798138853	0.012138662686360768
SATB2	PDIA3	0.9415562937831519	0.0
ZNF605	TLR10	0.8223653565404093	1.4739215175263443E-4
CENPA	APOL4	0.8018866816217951	1.4739215175263443E-4
RFX1	PPP2R2B	0.8010052586436534	0.012138662686360768
ZNF80	RAB3D	0.8110727940827345	1.4739215175263443E-4
ZNF548	CD302	0.8599729709247039	0.012138662686360768
ARNTL2	SEC61G	0.8777643039014624	0.012138662686360768
SPEN	LHX4	0.8371619364799526	1.4739215175263443E-4
ZXDC	SAT2	0.8892633598249595	1.3714214763815846E-8
TP53	CABIN1	0.7744659930013759	1.5661633260277696E-6
ZNF597	CHD2	0.8008415582595001	1.3714214763815846E-8
ZNF700	ARHGAP12	0.7827928785151557	0.012138662686360768
RBPJ	TNXB	0.8289659385770634	1.5661633260277696E-6
ZNF519	TMEM199	0.813940201485104	0.012138662686360768
DDIT3	TTC32	0.7469956273402023	0.012138662686360768
DDIT3	TTC37	0.8396883082515675	0.012138662686360768
DNTTIP1	TCF4	0.8577088321299133	0.012138662686360768
ZNF860	EBF1	0.7677563769562528	1.4739215175263443E-4
SETBP1	MIA	0.8076165009356521	0.012138662686360768
ATF3	TMEM38B	0.8576442711219582	1.5661633260277696E-6
ATF1	B3GALT6	0.8337254091308841	0.012138662686360768
ZNF74	WDR74	0.8222256974848499	0.012138662686360768
HES1	SBF1	0.8440031031755587	1.5661633260277696E-6
SOX4	ACAD8	0.8982895176423742	0.012138662686360768
ZFHX3	GMPR2	0.8152920798091436	0.012138662686360768
BCL6B	SH3BGRL	0.797920131557532	1.4739215175263443E-4
SP100	SP110	0.8389872515224596	0.012138662686360768
NFATC2	RCAN1	0.9073326566889112	1.4739215175263443E-4
GTF2IRD2	NDUFC1	0.7645717655607336	0.012138662686360768
KDM5B	PPP1R13B	0.8743353694856456	0.012138662686360768
ZNF10	RHBDD3	0.7612976197213797	0.012138662686360768
RBPJ	SPDEF	0.7561994108283153	1.4739215175263443E-4
ZNF584	MAP7	0.7588184718702974	0.012138662686360768
DNMT1	RECQL	0.8330738605627186	0.012138662686360768
CREBZF	FOXN2	0.9053881310547937	0.012138662686360768
TET3	GHDC	0.7429012751737287	1.5661633260277696E-6
FOXP1	PIK3R1	0.8553344223856835	1.4739215175263443E-4
ZNF77	ZNF711	0.7669708977821184	0.012138662686360768
NKRF	PLXNA4	0.8385095994395224	0.012138662686360768
ZBTB39	PAPLN	0.8962136431157166	0.012138662686360768
TBX20	IKBIP	0.8053796354994638	0.012138662686360768
ZNF860	HAMP	0.7717334385622477	1.4739215175263443E-4
GZF1	MCM2	0.8476748383752106	0.012138662686360768
EBF4	TUBG1	0.8397489554799815	1.5661633260277696E-6
ZNF580	LONRF3	0.796006477966888	0.012138662686360768
ZNF737	GSTM4	0.83647178725825	0.0
ZFP30	DOCK10	0.7702523780602498	0.012138662686360768
ZNF764	DHCR24	0.8245799514320783	0.012138662686360768
ZNF423	HEBP2	0.8204278074840704	1.5661633260277696E-6
PIN1	RRM2B	0.8996482885436379	1.5661633260277696E-6
E2F2	VCAM1	0.7891373897511196	1.5661633260277696E-6
CREM	ZNF613	0.8115131241798761	0.012138662686360768
ZNF420	KCTD20	0.8545388518554464	0.012138662686360768
NFATC2	ZNF582	0.7596342428476323	0.012138662686360768
ASH1L	ASCC2	0.76761053446409	0.0
LCOR	MAML1	0.8062709284115651	1.4739215175263443E-4
ZNF543	CDKL2	0.7499753689465309	0.012138662686360768
ZNF750	ZNF74	0.8169496694595103	0.0
ZNF708	GNA14	0.7784054912131745	0.012138662686360768
