"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"WP2848"	"WP2848"	"Pluripotent stem cell differentiation pathway"	43	0.545892079183987	1.61902291610188	0.00895676713075555	0.553691058992162	0.552833952089697	3158	"tags=40%, list=14%, signal=34%"	"WNT3A/KITLG/WNT5A/TPO/SHH/FGF2/WNT1/LEFTY1/FLT3LG/TNFSF11/HGF/IL3/EGF/IL11/GDF5/IL6/PDGFB"
"WP4220"	"WP4220"	"Neurotransmitter disorders"	10	0.795611114835402	1.67880308671958	0.0150384324303846	0.639133378291346	0.638144007736716	1949	"tags=70%, list=9%, signal=64%"	"TH/MAOA/PNMT/DDC/DBH/TPH2/SLC6A3"
"WP106"	"WP106"	"Alanine and aspartate metabolism"	11	-0.774784757847302	-1.63160910792708	0.0129083508354566	0.639133378291346	0.638144007736716	2453	"tags=45%, list=11%, signal=41%"	"ASS1/GPT/GAD1/ASPA/AGXT"
"WP430"	"WP430"	"Statin inhibition of cholesterol production"	29	-0.627494587429059	-1.61009559253933	0.014960827431579	0.639133378291346	0.638144007736716	2111	"tags=41%, list=9%, signal=38%"	"APOC3/APOC2/LRP1/APOA2/MTTP/LIPC/ABCA1/APOC1/LPL/APOE/APOA5/APOA4"
"WP2361"	"WP2361"	"Gastric cancer network 1"	27	-0.627210629227605	-1.58516865100487	0.0135421681140997	0.639133378291346	0.638144007736716	3463	"tags=41%, list=15%, signal=35%"	"KIF20B/CCNA1/UBE2C/KIF15/CENPF/AURKA/LIN9/E2F7/TPX2/TOP2A/SMOC2"
"WP2446"	"WP2446"	"Retinoblastoma gene in cancer"	87	-0.482306099330615	-1.5060432375295	0.0128628603646368	0.639133378291346	0.638144007736716	5689	"tags=38%, list=25%, signal=28%"	"CDK2/ORC1/CDK6/SUV39H1/BARD1/RRM2/PRIM1/CDC7/RRM1/WEE1/TFDP1/DCK/CCNE2/CDC25A/SMC2/CCNE1/MDM2/TFDP2/PLK4/RFC3/POLE2/CCDC6/TTK/TP53/KIF4A/CCNB1/CDK1/CCNA2/TOP2A/CCNB2/ANLN/E2F2/RBP1"
"WP1604"	"WP1604"	"Codeine and morphine metabolism"	11	0.782299746496977	1.69423280331004	0.0168938785127635	0.667581166396451	0.666547759018128	1794	"tags=45%, list=8%, signal=42%"	"UGT1A8/SLCO1B1/UGT1A10/CYP3A4/UGT1A6"
"WP2813"	"WP2813"	"Mammary gland development pathway - Embryonic development (Stage 1 of 4)"	15	-0.721425262364295	-1.60392801031879	0.0176712661693178	0.667581166396451	0.666547759018128	2522	"tags=40%, list=11%, signal=36%"	"ALPL/CLDN4/CDH1/NRG3/ERBB4/SFRP1"
"WP477"	"WP477"	"Cytoplasmic ribosomal proteins"	88	0.435694154243872	1.45186209608589	0.0213456437198859	0.763949354185391	0.762766770045785	6519	"tags=69%, list=29%, signal=49%"	"RPS4Y1/RPS5/RPS21/RPL10/RPS14/RPS16/RPS19/RPL13/RPL18/RPS27A/RPLP2/RPLP1/RPL22/RPL13A/RPS9/RPS6KA2/RPS29/RPL3/RPSA/RPL7A/RPL5/RPL39/RPS13/RPL6/RPL9/RPL18A/RPL37A/RPL8/RPL21/RPS10/RPL30/RPS28/RPL19/RPL29/RPL37/RPL10A/RPS7/RPLP0/RPL27/RPL23A/RPL7/RPL4/RPS6/RPL31/RPL34/RPL35A/RPS11/RPS27/RPL32/RPS3A/RPS23/FAU/RPL36/RPS18/RPL35/RPS12/RPS15A/RPS3/RPL17/RPL15/RPL24"
"WP4320"	"WP4320"	"Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome"	37	-0.567303942810717	-1.50598929101406	0.0230269927857206	0.782917754714502	0.78170580772578	3097	"tags=32%, list=14%, signal=28%"	"H3C11/MBD3/H3C12/H3C13/H3C10/TP53/H3C14/H3C2/H3C7/H3C8/H3C15/H3C3"
"WP1455"	"WP1455"	"Serotonin transporter activity"	10	0.748614234707211	1.57963591075357	0.0390291634675546	0.862650453293728	0.861315081075007	4831	"tags=70%, list=21%, signal=55%"	"ITGB3/MAOA/SLC6A4/TPH2/STX1A/TGFB1I1/IL1B"
"WP3871"	"WP3871"	"Valproic acid pathway"	12	-0.729807370274543	-1.55161550086354	0.0320058909051385	0.862650453293728	0.861315081075007	920	"tags=17%, list=4%, signal=16%"	"CYP2B6/CYP2C9"
"WP4884"	"WP4884"	"Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex"	20	0.624161590624405	1.5490754367364	0.0274683404484152	0.862650453293728	0.861315081075007	3570	"tags=60%, list=16%, signal=51%"	"PRG3/CD8B/CD8A/CD3E/CD247/HLA-DRB5/CD3G/IL6/ZAP70/LCK/MMP25/FYN"
"WP5108"	"WP5108"	"Familial  hyperlipidemia type 1"	18	-0.672716083996013	-1.54455967751449	0.0470671888405377	0.862650453293728	0.861315081075007	2009	"tags=50%, list=9%, signal=46%"	"APOC2/LRP1/APOA2/ANGPTL4/LIPC/LPL/ANGPTL3/APOA5/APOA4"
"WP197"	"WP197"	"Cholesterol biosynthesis pathway"	15	0.665189333877362	1.53733465317893	0.051713657814624	0.862650453293728	0.861315081075007	6889	"tags=80%, list=31%, signal=56%"	"DHCR7/MVD/MSMO1/SQLE/NSDHL/FDFT1/LSS/HMGCS1/IDI1/FDPS/HMGCR/PMVK"
"WP5117"	"WP5117"	"Cohesin complex - Cornelia de Lange syndrome"	34	-0.576160974381755	-1.51639051569797	0.0313000109492303	0.862650453293728	0.861315081075007	3484	"tags=29%, list=15%, signal=25%"	"PPP2R5B/SGO2/AURKB/ESCO2/NIPBL/SGO1/PTTG1/ESPL1/CDK1/PLK1"
"WP4522"	"WP4522"	"Metabolic pathway of LDL, HDL and TG, including diseases"	17	-0.662538864739492	-1.50245491450504	0.0346334446468536	0.862650453293728	0.861315081075007	2009	"tags=47%, list=9%, signal=43%"	"APOC2/APOA2/MTTP/LIPC/ABCA1/LPL/APOE/LIPG"
"WP5320"	"WP5320"	"Male steroid hormones in cardiomyocyte energy metabolism"	11	0.689920324282083	1.49416595148229	0.0645161290322581	0.862650453293728	0.861315081075007	3776	"tags=64%, list=17%, signal=53%"	"SRD5A2/CYP11A1/HSD17B3/CYP19A1/HSD17B2/CYP17A1/SRD5A1"
"WP4150"	"WP4150"	"Wnt signaling in kidney disease"	36	0.517483866166542	1.47987151540709	0.0416292448453919	0.862650453293728	0.861315081075007	6210	"tags=56%, list=28%, signal=40%"	"WNT3A/WNT5A/WNT1/WNT5B/WNT11/WNT10B/WNT3/LOC101929777/WNT7A/DVL1/WNT16/FZD7/FZD6/WNT7B/WNT10A/FZD3/FZD4/RHOA/FZD9/FZD1"
"WP698"	"WP698"	"Glucuronidation"	20	0.594923871077813	1.47651180280547	0.069284064665127	0.862650453293728	0.861315081075007	1794	"tags=30%, list=8%, signal=28%"	"UGT2B17/UGT2B15/UGT1A8/UGT2B10/UGT1A10/UGT1A6"
"WP2586"	"WP2586"	"Aryl hydrocarbon receptor pathway"	45	-0.52563501631076	-1.47585490710276	0.0483901758051828	0.862650453293728	0.861315081075007	5790	"tags=44%, list=26%, signal=33%"	"CYP1A1/RELA/CDK2/VEGFA/NCOA7/PLAGL1/AHRR/NRIP1/GCLC/CYP1A2/SRC/NF1/KLF6/PTGS2/HPGDS/CYP1B1/CD36/LPL/EGFR/CCL1"
"WP3893"	"WP3893"	"Development and heterogeneity of the ILC family"	31	0.541868732081982	1.47486749409749	0.051855573024075	0.862650453293728	0.861315081075007	1481	"tags=35%, list=7%, signal=33%"	"IL12B/IL22/IL9/AREG/IL13/BCL11B/TSLP/RORA/GATA3/IL23A/IFNG"
"WP530"	"WP530"	"Cytokines and inflammatory response"	26	0.562047896779335	1.46270145752425	0.0576327090040174	0.862650453293728	0.861315081075007	2840	"tags=35%, list=13%, signal=30%"	"IL12B/IFNB1/IL13/IFNG/IL3/IL2/IL11/IL6/CSF3"
"WP1602"	"WP1602"	"Nicotine effect on dopaminergic neurons"	21	0.581255771132902	1.45383606532679	0.066193853427896	0.862650453293728	0.861315081075007	3581	"tags=48%, list=16%, signal=40%"	"DRD2/KCNK9/TH/DDC/ADCY2/CHRNA6/CHRNA3/CHRNA4/CDK5/KCNK3"
"WP5166"	"WP5166"	"Glyoxylate metabolism"	11	-0.68822749571736	-1.44932929947959	0.0704225352112676	0.862650453293728	0.861315081075007	1361	"tags=27%, list=6%, signal=26%"	"PRODH2/AGXT/DAO"
"WP5112"	"WP5112"	"Familial hyperlipidemia type 5"	15	-0.651522938780883	-1.44851579975333	0.0657193605683837	0.862650453293728	0.861315081075007	2009	"tags=47%, list=9%, signal=43%"	"APOC2/LRP1/APOA2/LIPC/LPL/APOA5/APOA4"
"WP2583"	"WP2583"	"T cell receptor and co-stimulatory signaling"	28	0.548498393432773	1.4457634226743	0.0670216942888762	0.862650453293728	0.861315081075007	3570	"tags=50%, list=16%, signal=42%"	"CTLA4/CD8B/CD8A/ITK/IL2/CD28/PRKCA/PLCG1/DYRK2/RASGRP1/ZAP70/LCK/NFKBIA/FYN"
"WP3640"	"WP3640"	"Imatinib and chronic myeloid leukemia"	20	-0.60322924088405	-1.43430466293031	0.0474516695957821	0.862650453293728	0.861315081075007	3660	"tags=40%, list=16%, signal=34%"	"GAB2/ABCB1/PDGFRB/FLT1/CSF1R/FOXO3/SPRED2/ABCG2"
"WP5198"	"WP5198"	"Inflammatory bowel disease signaling"	43	0.480824159943878	1.42604255172239	0.0558529188732953	0.862650453293728	0.861315081075007	2783	"tags=28%, list=12%, signal=25%"	"IL21/IL22/IL13/RORA/RORC/GATA3/IL23A/IFNG/IL2/FOXP3/STAT4/IL6"
"WP3624"	"WP3624"	"Lung fibrosis"	61	0.456558577417279	1.4192141138519	0.0553714531234632	0.862650453293728	0.861315081075007	2840	"tags=23%, list=13%, signal=20%"	"GREM1/IL12B/BMP7/SFTPA2/IL13/FGF2/SFTPA1/HGF/EGF/CYSLTR2/TERT/CCL5/IL6/CSF3"
"WP4747"	"WP4747"	"Netrin-UNC5B signaling pathway"	51	-0.499545386848879	-1.41866111102804	0.0340856397227382	0.862650453293728	0.861315081075007	3356	"tags=27%, list=15%, signal=23%"	"NTN3/SRC/CDH5/MAPK3/PTK2/DAPK1/ALPL/COL1A1/TP53/ROBO4/VCAM1/CCL2/KDR/SELE"
"WP4558"	"WP4558"	"Overview of interferons-mediated signaling pathway"	35	0.497565457690608	1.40632053364399	0.0666666666666667	0.862650453293728	0.861315081075007	2920	"tags=34%, list=13%, signal=30%"	"IFNA4/IFNE/IFNA5/IFNB1/IFNA2/IFNG/IFNA1/IFNA14/IFNL3/PRKCA/IFNLR1/IFNL1"
"WP5098"	"WP5098"	"T-cell activation SARS-CoV-2"	88	0.42009456057645	1.3998796250349	0.0349461219263555	0.862650453293728	0.861315081075007	4805	"tags=39%, list=21%, signal=31%"	"IL12B/CCL19/CTLA4/IFNB1/IL23A/IFNG/IL2/CD28/CD3E/CD247/PLCG1/CD80/LTA/CD3D/CD3G/RASGRP1/STAT4/ZAP70/LCK/CDKN1A/NFKBIA/GRAP2/IRF2BPL/FYN/CARD11/DEPTOR/LAT/HRAS/IL4/BAX/NFATC1/IKBKG/CD4/CCND1"
"WP4016"	"WP4016"	"DNA IR-damage and cellular response via ATR"	81	-0.450134264621305	-1.39503340701269	0.0410492903411038	0.862650453293728	0.861315081075007	8106	"tags=48%, list=36%, signal=31%"	"CEP164/CDC45/CLSPN/RAD51/PCNA/FEN1/MDC1/BRCA2/E2F1/SP1/TOPBP1/FANCD2/ABRAXAS1/UIMC1/DCLRE1A/BRCA1/RAD9A/RFWD3/POLB/USP1/CDK2/FANCA/RAD17/BARD1/NBN/PPM1D/ATRIP/FANCI/BRIP1/MDM2/WRN/RBBP8/CDC25C/EXO1/FOXM1/TP53/H2AX/CDK1/PLK1"
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	75	0.43140108386465	1.39267496212594	0.0359421924280141	0.862650453293728	0.861315081075007	1780	"tags=28%, list=8%, signal=26%"	"KLK13/MSX2/GPRC5D/DLX3/GLI2/WIF1/GAS1/KITLG/ELANE/WNT5A/KRT15/SOX2/BCL11B/LEF1/KLK14/GATA3/DKK4/FOXQ1/IFNG/LRIG1/GSDMA"
"WP5113"	"WP5113"	"Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway"	29	-0.541725189923143	-1.39001890715335	0.0717948717948718	0.862650453293728	0.861315081075007	3467	"tags=34%, list=15%, signal=29%"	"GCLC/GUCY1B1/GUCY1A1/ACE2/PRKG2/GCLM/RXRA/HMOX1/CCL2/MMP1"
"WP3927"	"WP3927"	"BMP signaling in eyelid development"	20	-0.581264521806779	-1.38207891381657	0.0720562390158172	0.862650453293728	0.861315081075007	4534	"tags=50%, list=20%, signal=40%"	"SMAD5/INHBB/FGFR2/SMAD4/MAPK3/SMAD1/PITX2/FOXC1/EGFR/SFRP1"
"WP5348"	"WP5348"	"11p11.2 copy number variation syndrome "	55	0.447281249793478	1.37958336790734	0.0552219725627436	0.862650453293728	0.861315081075007	1795	"tags=18%, list=8%, signal=17%"	"CHST1/NRXN1/GLI3/SHH/LEF1/B3GNT7/TSPAN18/ITGA3/CHST6/SYT13"
"WP299"	"WP299"	"Nuclear receptors in lipid metabolism and toxicity"	32	-0.529321946709577	-1.37923053901098	0.072310405643739	0.862650453293728	0.861315081075007	1301	"tags=22%, list=6%, signal=21%"	"ABCA1/CYP8B1/PPARG/ABCB11/CYP2B6/CYP24A1/CYP2C9"
"WP5304"	"WP5304"	"Cholesterol metabolism"	71	-0.458884133281474	-1.37778071436785	0.0432525951557093	0.862650453293728	0.861315081075007	2111	"tags=25%, list=9%, signal=23%"	"APOC3/STAR/APOC2/LRP1/APOA2/MTTP/LIPC/ABCA1/APOC1/CD36/ABCB11/LPL/CYP27A1/APOE/ANGPTL3/LIPG/APOA4/FABP2"
"WP5218"	"WP5218"	"Extrafollicular and follicular B cell activation by SARS-CoV-2"	74	0.419898486901161	1.3541152990799	0.0680743151157657	0.862650453293728	0.861315081075007	4444	"tags=42%, list=20%, signal=34%"	"IL21/FOXO1/CCL19/PTCRA/PRDM1/BACH2/BTLA/CD79A/BLNK/IFNG/ETS1/IRF4/FCRL5/CXCR5/IL2/CD69/CR2/CD80/CD22/IFITM1/IL6/XBP1/SLAMF7/TMSB10/MAF/EBI3/AICDA/CXCR4/IL4/TNFSF13/MFGE8"
"WP179"	"WP179"	"Cell cycle"	120	-0.411507001736526	-1.35327648933679	0.0407166123778502	0.862650453293728	0.861315081075007	5783	"tags=37%, list=26%, signal=27%"	"YWHAG/CDK2/ORC1/ORC3/ORC5/PTTG2/CDC6/CDK6/DBF4/TGFB3/CCNH/ORC4/E2F5/SFN/CDKN1C/CDC7/WEE1/E2F4/ANAPC7/TFDP1/CCNE2/ORC2/CDC25A/CCNE1/MDM2/TFDP2/BUB1/CDC25C/SMAD4/CDKN2B/CCNA1/CDC27/TTK/TP53/CCNB1/CDKN2C/PTTG1/ESPL1/CDK1/CCNA2/CCNB2/CDC20/PLK1/E2F2"
"WP45"	"WP45"	"G1 to S cell cycle control"	64	-0.452751302905577	-1.34640931869417	0.068259385665529	0.862650453293728	0.861315081075007	6001	"tags=45%, list=27%, signal=33%"	"CREB3L4/MNAT1/CDK2/CCNG2/ORC1/ORC3/ORC5/CDK6/CCNH/ORC4/PRIM1/CDKN1C/WEE1/TFDP1/CCNE2/ORC2/CDC25A/CCNE1/MDM2/POLA2/TFDP2/CDKN2B/CCNA1/POLE2/TP53/CCNB1/CDKN2C/CDK1/E2F2"
"WP5053"	"WP5053"	"Development of ureteric collection system"	59	-0.45644788644265	-1.34412816113949	0.0710659898477157	0.862650453293728	0.861315081075007	2264	"tags=25%, list=10%, signal=23%"	"PAX2/MYCN/HNF1B/SMAD1/GLI1/PBX1/SLIT2/SIX2/CRIM1/VANGL2/FOXC1/FREM1/BMP5/FREM2/HOXA11"
"WP2328"	"WP2328"	"Allograft rejection"	88	0.398403138544929	1.32759737577584	0.0611256004588063	0.862650453293728	0.861315081075007	2397	"tags=22%, list=11%, signal=20%"	"IL21/IL12B/IL22/BHMT2/HLA-DQA1/HLA-DQA2/CCL19/CTLA4/C9/IL13/IL2RA/HLA-DOB/IFNG/CXCR5/IL2/CD28/HLA-DRB5/VIM/CD80/FOXP3"
"WP4674"	"WP4674"	"Head and neck squamous cell carcinoma"	73	-0.436864280396875	-1.32429626703627	0.0599315068493151	0.862650453293728	0.861315081075007	5752	"tags=32%, list=26%, signal=24%"	"RELA/VEGFA/PRKAA1/BIRC2/PIK3R2/FGFR3/ERBB2/CDK6/NUMB/STK11/PIK3CG/PTEN/FGFR2/SMAD4/MAML1/TP53/GAB1/RHEB/AJUBA/PRKAA2/FAT1/EGFR/CSMD3"
"WP4754"	"WP4754"	"IL-18 signaling pathway"	268	-0.335605054595052	-1.20672428923404	0.0700152207001522	0.862650453293728	0.861315081075007	2194	"tags=17%, list=10%, signal=16%"	"MMP13/MMP14/CLDN4/COL1A1/TP53/RPS6KB1/HCAR2/TF/ARG1/FOS/PTPRZ1/TICAM2/SPON1/BPGM/EPB41/TGM2/ATF3/CCNA2/ADIPOQ/CDK5R2/GATA1/COL1A2/HMOX1/HSPB8/CCNB2/CD36/PTMS/IL18/BCL2L1/KCNH2/NR4A1/CCL20/MEF2A/SLC12A3/NRN1/HOXD8/IL37/PLA2G7/FUT1/CCL2/TNFRSF11B/ADAMTS5/CCL18/MMP1/GRIN2B/CCL1"
"WP3944"	"WP3944"	"Serotonin and anxiety-related events"	14	-0.650188267275585	-1.41540980212395	0.074468085106383	0.873074101247249	0.871722593350581	1969	"tags=43%, list=9%, signal=39%"	"FOS/HTR2C/HTR2A/CRHR1/LINC02210-CRHR1/NLGN1"
"WP4271"	"WP4271"	"Vitamin B12 disorders"	13	0.646096500142334	1.46422868636592	0.08	0.890985324947589	0.889606090698444	3428	"tags=46%, list=15%, signal=39%"	"TCN1/TCN2/AMN/CUBN/CD320/MMAB"
"WP3930"	"WP3930"	"EDA signaling in hair follicle development"	14	0.633875467181585	1.44916180690128	0.0776255707762557	0.890985324947589	0.889606090698444	4025	"tags=71%, list=18%, signal=59%"	"EDA/SHH/LTB/DKK4/PTCH1/WNT3/LOC101929777/RELB/EDAR/EDARADD"
"WP3874"	"WP3874"	"Canonical and non-canonical TGF-B signaling"	17	0.594577475822545	1.42441415046809	0.083710407239819	0.890985324947589	0.889606090698444	1	"tags=6%, list=0%, signal=6%"	"GREM1"
"WP4523"	"WP4523"	"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	15	0.615190845855535	1.42178197617723	0.0865603644646925	0.890985324947589	0.889606090698444	1836	"tags=33%, list=8%, signal=31%"	"SRD5A2/CYP11A1/HSD17B3/CYP19A1/HSD11B1"
"WP2435"	"WP2435"	"Quercetin and Nf-kB / AP-1 induced apoptosis"	15	-0.635631537025907	-1.41318481575853	0.0817051509769094	0.890985324947589	0.889606090698444	3973	"tags=33%, list=18%, signal=27%"	"COX1/PTGS2/FOS/ACOX2/MMP1"
"WP5033"	"WP5033"	"Genes associated with the development of rheumatoid arthritis"	18	0.5781127541849	1.40859973446747	0.0880361173814898	0.890985324947589	0.889606090698444	3198	"tags=39%, list=14%, signal=33%"	"CTLA4/IL2RA/TRAF1/BLK/STAT4/CCR6/PHF19"
"WP4240"	"WP4240"	"Regulation of sister chromatid separation at the metaphase-anaphase transition"	15	-0.628431249268155	-1.39717658341695	0.0870337477797513	0.890985324947589	0.889606090698444	3426	"tags=40%, list=15%, signal=34%"	"BUB1/BUB1B/PTTG1/ESPL1/CENPE/CDC20"
"WP3601"	"WP3601"	"Lipid particles composition"	10	-0.682469747164827	-1.39431711538059	0.0805008944543828	0.890985324947589	0.889606090698444	2111	"tags=50%, list=9%, signal=45%"	"APOC3/APOC2/APOA2/LPL/APOE"
"WP4493"	"WP4493"	"Cells and molecules involved in local acute inflammatory response "	17	-0.612894260113829	-1.38987468084914	0.0910714285714286	0.890985324947589	0.889606090698444	2072	"tags=24%, list=9%, signal=21%"	"C6/VCAM1/C7/C3"
"WP1425"	"WP1425"	"Bone morphogenic protein signaling and regulation"	12	-0.647680841018997	-1.37700943217298	0.0912343470483005	0.890985324947589	0.889606090698444	3719	"tags=50%, list=17%, signal=42%"	"BMP2/BMPR2/NOG/SMAD4/BMPR1B/SMAD1"
"WP5284"	"WP5284"	"Cell interactions of the pancreatic cancer microenvironment"	26	-0.544798538933752	-1.37558472653464	0.0927835051546392	0.890985324947589	0.889606090698444	358	"tags=23%, list=2%, signal=23%"	"CSF1R/CD86/CCL2/KDR/CXCL12/CXCL10"
"WP2272"	"WP2272"	"Pathogenic Escherichia coli infection"	55	0.426531628056605	1.31558374115846	0.0876777251184834	0.890985324947589	0.889606090698444	3742	"tags=29%, list=17%, signal=24%"	"TUBAL3/TUBA3C/TUBB8/TUBB3/TUBB2B/PRKCA/KRT18/TUBB6/TUBA3E/OCLN/TUBA8/NCK2/CLDN1/EZR/FYN/ARPC1B"
"WP5407"	"WP5407"	"15q11q13 copy number variation"	58	0.420483577949929	1.30656028482428	0.0943396226415094	0.890985324947589	0.889606090698444	3337	"tags=22%, list=15%, signal=19%"	"GJD3/LYPD6/ENTREP2/TRPM3/RIC3/MYZAP/ANKRD2/TJP3/APBA2/OCLN/CCL5/NECAB3/STX1A"
"WP5083"	"WP5083"	"Neuroinflammation and glutamatergic signaling"	136	0.354875409689918	1.24051164018736	0.0937796872962839	0.890985324947589	0.889606090698444	2823	"tags=21%, list=13%, signal=19%"	"IL12B/GRM8/GRIK3/GRIA4/TRPM4/CAMK2A/CAMK4/SLC1A6/SLC1A1/IL13/GRIN2D/PRKCG/FGF2/GRIN3B/GRIK4/SOCS3/PSAT1/IFNG/GRM2/GRM4/GLS2/ADCY1/GRIA1/PRKCA/IRS1/GRIN2A/LTA/IL6/NSMF"
"WP5038"	"WP5038"	"Mitochondrial immune response to SARS-CoV-2"	31	-0.518982249445732	-1.3417650034308	0.0964912280701754	0.898822398461908	0.897431032520017	3207	"tags=29%, list=14%, signal=25%"	"NOX1/TBK1/TICAM1/TLR7/ACE2/TLR3/REN/AGTR1/CTSL"
"WP4724"	"WP4724"	"Omega-9 fatty acid synthesis"	14	0.61279766258665	1.40097387256124	0.0981735159817352	0.902135011724053	0.900738517897855	4840	"tags=50%, list=22%, signal=39%"	"ELOVL3/ELOVL2/FADS2/SCD5/SCD/ACOT2/FASN"
"WP5193"	"WP5193"	"Cholesterol synthesis disorders"	18	0.567361001048293	1.38240256704009	0.101580135440181	0.920993227990971	0.919567541879529	6889	"tags=72%, list=31%, signal=50%"	"DHCR24/DHCR7/MVD/EBP/MSMO1/SQLE/FDFT1/LSS/HMGCS1/IDI1/FDPS/HMGCR/PMVK"
"WP4524"	"WP4524"	"Alternative pathway of fetal androgen synthesis"	11	0.640387116350888	1.38689148781795	0.117511520737327	0.926191203062255	0.924757470549775	703	"tags=27%, list=3%, signal=26%"	"SRD5A2/CYP11A1/HSD17B3"
"WP501"	"WP501"	"GPCRs, class C metabotropic glutamate, pheromone"	15	0.594564531477714	1.37411201779778	0.107061503416856	0.926191203062255	0.924757470549775	3329	"tags=47%, list=15%, signal=40%"	"GRM8/GRM3/GPRC5D/GRM2/GRM4/GABBR1/GRM6"
