"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP4483"	"WP4483"	"Relationship between inflammation, COX-2 and EGFR"	"1/27"	"25/8701"	0.0748555859623705	0.218917279701272	0.182864688646903	"1956"	1
"WP4521"	"WP4521"	"Glycosylation and related congenital defects"	"1/27"	"25/8701"	0.0748555859623705	0.218917279701272	0.182864688646903	"7991"	1
"WP5216"	"WP5216"	"Warburg effect modulated by deubiquitinating enzymes and their substrates"	"1/27"	"26/8701"	0.0777346660890437	0.222580010219365	0.185924219062695	"3791"	1
"WP51"	"WP51"	"Regulation of actin cytoskeleton"	"2/27"	"151/8701"	0.0791920289846058	0.222580010219365	0.185924219062695	"2250/1956"	2
"WP4262"	"WP4262"	"Breast cancer pathway"	"2/27"	"155/8701"	0.082835781147684	0.222580010219365	0.185924219062695	"2250/1956"	2
"WP2643"	"WP2643"	"Nanoparticle-mediated activation of receptor signaling"	"1/27"	"28/8701"	0.0834669643825715	0.222580010219365	0.185924219062695	"1956"	1
"WP4172"	"WP4172"	"PI3K-Akt signaling pathway"	"3/27"	"339/8701"	0.0861040059674458	0.222580010219365	0.185924219062695	"3791/2250/1956"	3
"WP3869"	"WP3869"	"Cannabinoid receptor signaling"	"1/27"	"29/8701"	0.086320232220882	0.222580010219365	0.185924219062695	"1559"	1
"WP4969"	"WP4969"	"RAS and bradykinin pathways in COVID-19"	"1/27"	"29/8701"	0.086320232220882	0.222580010219365	0.185924219062695	"1591"	1
"WP2870"	"WP2870"	"Extracellular vesicle-mediated signaling in recipient cells"	"1/27"	"30/8701"	0.0891649455200098	0.222580010219365	0.185924219062695	"1956"	1
"WP2875"	"WP2875"	"Constitutive androstane receptor pathway"	"1/27"	"31/8701"	0.0920011289441778	0.222580010219365	0.185924219062695	"1559"	1
"WP2363"	"WP2363"	"Gastric cancer network 2"	"1/27"	"32/8701"	0.0948288070893341	0.222580010219365	0.185924219062695	"1956"	1
"WP2876"	"WP2876"	"Pregnane X receptor pathway"	"1/27"	"32/8701"	0.0948288070893341	0.222580010219365	0.185924219062695	"1559"	1
"WP5113"	"WP5113"	"Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway"	"1/27"	"32/8701"	0.0948288070893341	0.222580010219365	0.185924219062695	"6347"	1
"WP2817"	"WP2817"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)"	"1/27"	"33/8701"	0.0976480044833343	0.222580010219365	0.185924219062695	"1956"	1
"WP4950"	"WP4950"	"16p11.2 distal deletion syndrome"	"1/27"	"33/8701"	0.0976480044833343	0.222580010219365	0.185924219062695	"3791"	1
"WP5088"	"WP5088"	"Prostaglandin signaling"	"1/27"	"33/8701"	0.0976480044833343	0.222580010219365	0.185924219062695	"6347"	1
"WP1601"	"WP1601"	"Fluoropyrimidine activity"	"1/27"	"34/8701"	0.100458745586121	0.223254891258601	0.186487956704978	"1807"	1
"WP5316"	"WP5316"	"Primary ovarian insufficiency"	"2/27"	"174/8701"	0.100824789600659	0.223254891258601	0.186487956704978	"3791/3429"	2
"WP3617"	"WP3617"	"Photodynamic therapy-induced NF-kB survival signaling"	"1/27"	"35/8701"	0.103261054789903	0.225429063273731	0.188304073226954	"6401"	1
"WP4877"	"WP4877"	"Host-pathogen interaction of human coronaviruses - MAPK signaling"	"1/27"	"36/8701"	0.106054956419336	0.228312753402737	0.190712860227753	"3429"	1
"WP4331"	"WP4331"	"Neovascularisation processes"	"1/27"	"37/8701"	0.108840474731705	0.22984532350029	0.191993037626728	"3791"	1
"WP4223"	"WP4223"	"Ras signaling"	"2/27"	"184/8701"	0.110703452173712	0.22984532350029	0.191993037626728	"3791/1956"	2
"WP2877"	"WP2877"	"Vitamin D receptor pathway"	"2/27"	"187/8701"	0.113717131572745	0.22984532350029	0.191993037626728	"1591/1559"	2
"WP5285"	"WP5285"	"Immune infiltration in pancreatic cancer"	"1/27"	"39/8701"	0.114386458098587	0.22984532350029	0.191993037626728	"6347"	1
"WP2828"	"WP2828"	"Bladder cancer"	"1/27"	"40/8701"	0.117146971332406	0.22984532350029	0.191993037626728	"1956"	1
"WP3937"	"WP3937"	"Microglia pathogen phagocytosis pathway"	"1/27"	"40/8701"	0.117146971332406	0.22984532350029	0.191993037626728	"712"	1
"WP3941"	"WP3941"	"Oxidative damage response"	"1/27"	"40/8701"	0.117146971332406	0.22984532350029	0.191993037626728	"712"	1
"WP2036"	"WP2036"	"TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"	"1/27"	"42/8701"	0.122643160848841	0.23762112414463	0.198488273479045	"6347"	1
"WP4136"	"WP4136"	"Fibrin complement receptor 3 signaling pathway"	"1/27"	"43/8701"	0.125378884911329	0.238143010774185	0.198924212734973	"6347"	1
"WP306"	"WP306"	"Focal adhesion"	"2/27"	"199/8701"	0.12598533473215	0.238143010774185	0.198924212734973	"3791/1956"	2
"WP2873"	"WP2873"	"Aryl hydrocarbon receptor pathway"	"1/27"	"45/8701"	0.130825710598275	0.244313074008826	0.204078153501431	"1956"	1
"WP4559"	"WP4559"	"Interactions between immune cells and microRNAs in tumor microenvironment"	"1/27"	"48/8701"	0.1389347479184	0.253351599145317	0.211628160915952	"6347"	1
"WP5390"	"WP5390"	"Pancreatic cancer subtypes"	"1/27"	"48/8701"	0.1389347479184	0.253351599145317	0.211628160915952	"53836"	1
"WP5300"	"WP5300"	"TROP2 regulatory signaling"	"1/27"	"49/8701"	0.141621534212887	0.254879322871115	0.212904290072306	"1956"	1
"WP5373"	"WP5373"	"Role of hypoxia, angiogenesis, and FGF pathway in OA chondrocyte hypertrophy"	"1/27"	"50/8701"	0.144300246484761	0.254879322871115	0.212904290072306	"3791"	1
"WP1533"	"WP1533"	"Vitamin B12 metabolism"	"1/27"	"51/8701"	0.146970908066649	0.254879322871115	0.212904290072306	"6347"	1
"WP3611"	"WP3611"	"Photodynamic therapy-induced AP-1 survival signaling"	"1/27"	"51/8701"	0.146970908066649	0.254879322871115	0.212904290072306	"1956"	1
"WP3888"	"WP3888"	"VEGFA-VEGFR2 signaling"	"3/27"	"432/8701"	0.147994445538067	0.254879322871115	0.212904290072306	"6401/6347/3791"	3
"WP2406"	"WP2406"	"Cardiac progenitor differentiation"	"1/27"	"53/8701"	0.152288172167461	0.259391941603917	0.216673744090199	"3791"	1
"WP195"	"WP195"	"IL-1 signaling pathway"	"1/27"	"55/8701"	0.157573511884687	0.265477112414418	0.221756773018495	"6347"	1
"WP5153"	"WP5153"	"N-glycan biosynthesis"	"1/27"	"57/8701"	0.162827111560117	0.271329364058161	0.226645241284576	"7991"	1
"WP558"	"WP558"	"Complement and coagulation cascades"	"1/27"	"58/8701"	0.16544206620934	0.271329364058161	0.226645241284576	"712"	1
"WP3527"	"WP3527"	"Pre-implantation embryo"	"1/27"	"59/8701"	0.168049154513441	0.271329364058161	0.226645241284576	"6496"	1
"WP5236"	"WP5236"	"Markers of kidney cell lineage"	"1/27"	"59/8701"	0.168049154513441	0.271329364058161	0.226645241284576	"3791"	1
"WP5053"	"WP5053"	"Development of ureteric collection system"	"1/27"	"60/8701"	0.170648399228569	0.272592683452334	0.227700509776823	"3207"	1
"WP382"	"WP382"	"MAPK signaling pathway"	"2/27"	"247/8701"	0.177821293277637	0.272592683452334	0.227700509776823	"2250/1956"	2
"WP4155"	"WP4155"	"Endometrial cancer"	"1/27"	"63/8701"	0.178399298454537	0.272592683452334	0.227700509776823	"1956"	1
"WP5362"	"WP5362"	"TAR syndrome"	"1/27"	"63/8701"	0.178399298454537	0.272592683452334	0.227700509776823	"1956"	1
"WP3624"	"WP3624"	"Lung fibrosis"	"1/27"	"64/8701"	0.180967395113686	0.272592683452334	0.227700509776823	"6347"	1
"WP2374"	"WP2374"	"Oncostatin M signaling pathway"	"1/27"	"65/8701"	0.183527761019895	0.272592683452334	0.227700509776823	"6347"	1
"WP2324"	"WP2324"	"AGE/RAGE pathway"	"1/27"	"66/8701"	0.186080418552602	0.272592683452334	0.227700509776823	"1956"	1
"WP3680"	"WP3680"	"Physico-chemical features and toxicity-associated pathways"	"1/27"	"66/8701"	0.186080418552602	0.272592683452334	0.227700509776823	"1956"	1
"WP5039"	"WP5039"	"SARS-CoV-2 innate immunity evasion and cell-specific immune response"	"1/27"	"66/8701"	0.186080418552602	0.272592683452334	0.227700509776823	"6347"	1
"WP3303"	"WP3303"	"RAC1/PAK1/p38/MMP2 pathway"	"1/27"	"68/8701"	0.191162697704423	0.272592683452334	0.227700509776823	"1956"	1
"WP3942"	"WP3942"	"PPAR signaling pathway"	"1/27"	"68/8701"	0.191162697704423	0.272592683452334	0.227700509776823	"2170"	1
"WP4685"	"WP4685"	"Melanoma"	"1/27"	"68/8701"	0.191162697704423	0.272592683452334	0.227700509776823	"3791"	1
"WP176"	"WP176"	"Folate metabolism"	"1/27"	"69/8701"	0.193692363772068	0.272592683452334	0.227700509776823	"6347"	1
"WP5158"	"WP5158"	"Urotensin-II-mediated signaling pathway"	"1/27"	"69/8701"	0.193692363772068	0.272592683452334	0.227700509776823	"1956"	1
"WP2880"	"WP2880"	"Glucocorticoid receptor pathway"	"1/27"	"70/8701"	0.196214410363606	0.272592683452334	0.227700509776823	"6347"	1
"WP2359"	"WP2359"	"Parkin-ubiquitin proteasomal system pathway"	"1/27"	"71/8701"	0.198728859549121	0.272592683452334	0.227700509776823	"6622"	1
"WP2371"	"WP2371"	"Parkinson's disease pathway"	"1/27"	"71/8701"	0.198728859549121	0.272592683452334	0.227700509776823	"6622"	1
"WP4255"	"WP4255"	"Non-small cell lung cancer"	"1/27"	"72/8701"	0.201235733337322	0.273609988309517	0.228550278859563	"1956"	1
"WP3584"	"WP3584"	"MECP2 and associated Rett syndrome"	"1/27"	"73/8701"	0.203735053675704	0.274599420171601	0.229376765236719	"2250"	1
"WP4674"	"WP4674"	"Head and neck squamous cell carcinoma"	"1/27"	"74/8701"	0.20622684245071	0.275561729136725	0.230180595475838	"1956"	1
"WP4538"	"WP4538"	"Regulatory circuits of the STAT3 signaling pathway"	"1/27"	"78/8701"	0.216119117518234	0.286311651413046	0.239160157037722	"1956"	1
"WP5353"	"WP5353"	"A network map of Macrophage-stimulating protein (MSP) signaling"	"1/27"	"82/8701"	0.225892622724648	0.296723360358648	0.247857204238463	"3791"	1
"WP2261"	"WP2261"	"Glioblastoma signaling pathways"	"1/27"	"83/8701"	0.228317602326277	0.297388473618259	0.24841278271678	"1956"	1
"WP4022"	"WP4022"	"Pyrimidine metabolism"	"1/27"	"84/8701"	0.230735265906828	0.298033051796319	0.248951207952104	"1807"	1
"WP15"	"WP15"	"Selenium micronutrient network"	"1/27"	"86/8701"	0.235548729847757	0.299653553702894	0.250304836030261	"6347"	1
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"1/27"	"87/8701"	0.237944572482013	0.299653553702894	0.250304836030261	"1956"	1
"WP477"	"WP477"	"Cytoplasmic ribosomal proteins"	"1/27"	"88/8701"	0.24033318364326	0.299653553702894	0.250304836030261	"6123"	1
"WP3932"	"WP3932"	"Focal adhesion: PI3K-Akt-mTOR-signaling pathway"	"2/27"	"302/8701"	0.240620572177662	0.299653553702894	0.250304836030261	"3791/1956"	2
"WP4263"	"WP4263"	"Pancreatic adenocarcinoma pathway"	"1/27"	"89/8701"	0.242714584321494	0.299653553702894	0.250304836030261	"1956"	1
"WP2328"	"WP2328"	"Allograft rejection"	"1/27"	"90/8701"	0.245088795448215	0.299653553702894	0.250304836030261	"712"	1
"WP138"	"WP138"	"Androgen receptor signaling pathway"	"1/27"	"91/8701"	0.247455837896583	0.299653553702894	0.250304836030261	"1956"	1
"WP3925"	"WP3925"	"Amino acid metabolism"	"1/27"	"91/8701"	0.247455837896583	0.299653553702894	0.250304836030261	"5166"	1
"WP673"	"WP673"	"ErbB signaling pathway"	"1/27"	"92/8701"	0.249815732481577	0.300166190191042	0.250733048512721	"1956"	1
"WP4963"	"WP4963"	"p53 transcriptional gene network"	"1/27"	"96/8701"	0.259184246459645	0.309027370778808	0.25813491752661	"6347"	1
"WP2806"	"WP2806"	"Complement system"	"1/27"	"97/8701"	0.261508711926884	0.309418704951656	0.258461804475747	"6401"	1
"WP111"	"WP111"	"Electron transport chain: OXPHOS system in mitochondria"	"1/27"	"105/8701"	0.279853272398149	0.328615585012978	0.274497228907276	"4509"	1
"WP4932"	"WP4932"	"7q11.23 copy number variation syndrome"	"1/27"	"106/8701"	0.282115250253576	0.328780930746649	0.27463534452861	"4509"	1
"WP5090"	"WP5090"	"Complement system in neuronal development and plasticity"	"1/27"	"107/8701"	0.284370385593094	0.328935893783056	0.27476478733661	"712"	1
"WP5366"	"WP5366"	"NF1 copy number variation syndrome "	"1/27"	"110/8701"	0.291094935287587	0.334220110885749	0.27917876834599	"1956"	1
"WP5380"	"WP5380"	"5q35 copy number variation"	"1/27"	"111/8701"	0.29332289905749	0.33430183348464	0.279247032384453	"6622"	1
"WP428"	"WP428"	"Wnt signaling"	"1/27"	"115/8701"	0.30216751468982	0.339391049108131	0.283498125910357	"144165"	1
"WP4659"	"WP4659"	"Gastrin signaling pathway"	"1/27"	"115/8701"	0.30216751468982	0.339391049108131	0.283498125910357	"1956"	1
"WP4787"	"WP4787"	"Osteoblast differentiation and related diseases"	"1/27"	"119/8701"	0.310905483465231	0.346693165015186	0.289597686226607	"2250"	1
"WP4217"	"WP4217"	"Ebola virus infection in host"	"1/27"	"129/8701"	0.33229190963308	0.365008681238025	0.304896895023953	"1956"	1
"WP5323"	"WP5323"	"Fatty Acids and Lipoproteins Transport in Hepatocytes"	"2/27"	"382/8701"	0.333636284400304	0.365008681238025	0.304896895023953	"2170/7941"	2
"WP4657"	"WP4657"	"22q11.2 copy number variation syndrome"	"1/27"	"130/8701"	0.334395049908384	0.365008681238025	0.304896895023953	"1956"	1
"WP4673"	"WP4673"	"Male infertility"	"1/27"	"145/8701"	0.365186900588255	0.393083122160969	0.328347871142948	"4057"	1
"WP5224"	"WP5224"	"2q37 copy number variation syndrome"	"1/27"	"145/8701"	0.365186900588255	0.393083122160969	0.328347871142948	"1956"	1
"WP4396"	"WP4396"	"Nonalcoholic fatty liver disease"	"1/27"	"155/8701"	0.384947725728317	0.411495844744063	0.343728277782817	"6347"	1
"WP706"	"WP706"	"Sudden infant death syndrome (SIDS) susceptibility pathways"	"1/27"	"160/8701"	0.394604670223432	0.418929615648164	0.349937811373339	"2328"	1
"WP4239"	"WP4239"	"Epithelial to mesenchymal transition in colorectal cancer"	"1/27"	"162/8701"	0.398426422180012	0.419263035078654	0.350216321322067	"7991"	1
"WP437"	"WP437"	"EGF/EGFR signaling pathway"	"1/27"	"163/8701"	0.40032857542994	0.419263035078654	0.350216321322067	"1956"	1
"WP3929"	"WP3929"	"Chemokine signaling pathway"	"1/27"	"166/8701"	0.40600034825061	0.422349355562715	0.352794368313847	"6346"	1
"WP3594"	"WP3594"	"Circadian rhythm genes"	"1/27"	"201/8701"	0.468469362574744	0.480879147013811	0.401685127896086	"6496"	1
"WP5094"	"WP5094"	"Orexin receptor pathway"	"1/27"	"201/8701"	0.468469362574744	0.480879147013811	0.401685127896086	"6401"	1
"WP4352"	"WP4352"	"Ciliary landscape"	"1/27"	"215/8701"	0.491642306932711	0.501345773516909	0.418781189423293	"5866"	1
"WP455"	"WP455"	"GPCRs, class A rhodopsin-like"	"1/27"	"261/8701"	0.561130288791415	0.567595805857953	0.474120775012076	"53836"	1
"WP5124"	"WP5124"	"Alzheimer's disease"	"1/27"	"263/8701"	0.563933897433063	0.567595805857953	0.474120775012076	"6622"	1
"WP2059"	"WP2059"	"Alzheimer's disease and miRNA effects"	"1/27"	"328/8701"	0.646219262267876	0.646219262267876	0.539796056087937	"6622"	1
