"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"hsa04370"	"hsa04370"	"VEGF signaling pathway"	"1/26"	"59/8485"	0.166140082913976	0.359715497038206	0.316118881993981	"KDR"	1
"hsa00590"	"hsa00590"	"Arachidonic acid metabolism"	"1/26"	"61/8485"	0.171278509484402	0.359715497038206	0.316118881993981	"CYP2C9"	1
"hsa00830"	"hsa00830"	"Retinol metabolism"	"1/26"	"66/8485"	0.183991720809152	0.359715497038206	0.316118881993981	"CYP2C9"	1
"hsa00010"	"hsa00010"	"Glycolysis / Gluconeogenesis"	"1/26"	"67/8485"	0.186511760630861	0.359715497038206	0.316118881993981	"LDHAL6A"	1
"hsa05204"	"hsa05204"	"Chemical carcinogenesis - DNA adducts"	"1/26"	"67/8485"	0.186511760630861	0.359715497038206	0.316118881993981	"CYP2C9"	1
"hsa05120"	"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"1/26"	"70/8485"	0.19402706091007	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa05012"	"hsa05012"	"Parkinson disease"	"2/26"	"266/8485"	0.195410209102775	0.359715497038206	0.316118881993981	"SNCA/ATP8"	2
"hsa00980"	"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"1/26"	"72/8485"	0.199000124445545	0.359715497038206	0.316118881993981	"CYP2C9"	1
"hsa05223"	"hsa05223"	"Non-small cell lung cancer"	"1/26"	"72/8485"	0.199000124445545	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa05020"	"hsa05020"	"Prion disease"	"2/26"	"272/8485"	0.202144868394304	0.359715497038206	0.316118881993981	"C1QA/ATP8"	2
"hsa03320"	"hsa03320"	"PPAR signaling pathway"	"1/26"	"75/8485"	0.206404437503937	0.359715497038206	0.316118881993981	"FABP3"	1
"hsa05214"	"hsa05214"	"Glioma"	"1/26"	"75/8485"	0.206404437503937	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa05133"	"hsa05133"	"Pertussis"	"1/26"	"76/8485"	0.208857883951606	0.359715497038206	0.316118881993981	"C1QA"	1
"hsa05212"	"hsa05212"	"Pancreatic cancer"	"1/26"	"76/8485"	0.208857883951606	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa00983"	"hsa00983"	"Drug metabolism - other enzymes"	"1/26"	"77/8485"	0.21130403629044	0.359715497038206	0.316118881993981	"DPYS"	1
"hsa03083"	"hsa03083"	"Polycomb repressive complex"	"1/26"	"84/8485"	0.228224609377056	0.359715497038206	0.316118881993981	"COMMD3-BMI1"	1
"hsa04060"	"hsa04060"	"Cytokine-cytokine receptor interaction"	"2/26"	"297/8485"	0.230500264555548	0.359715497038206	0.316118881993981	"CCL2/CCL1"	2
"hsa04012"	"hsa04012"	"ErbB signaling pathway"	"1/26"	"85/8485"	0.230613153616574	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa04610"	"hsa04610"	"Complement and coagulation cascades"	"1/26"	"86/8485"	0.232994589093475	0.359715497038206	0.316118881993981	"C1QA"	1
"hsa05210"	"hsa05210"	"Colorectal cancer"	"1/26"	"86/8485"	0.232994589093475	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa04540"	"hsa04540"	"Gap junction"	"1/26"	"88/8485"	0.237736214956466	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa05235"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"1/26"	"89/8485"	0.240096445802141	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa05323"	"hsa05323"	"Rheumatoid arthritis"	"1/26"	"91/8485"	0.244795844055533	0.359715497038206	0.316118881993981	"CCL2"	1
"hsa05150"	"hsa05150"	"Staphylococcus aureus infection"	"1/26"	"92/8485"	0.24713505159122	0.359715497038206	0.316118881993981	"C1QA"	1
"hsa04520"	"hsa04520"	"Adherens junction"	"1/26"	"93/8485"	0.249467291393273	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa04912"	"hsa04912"	"GnRH signaling pathway"	"1/26"	"93/8485"	0.249467291393273	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa04657"	"hsa04657"	"IL-17 signaling pathway"	"1/26"	"94/8485"	0.251792583388479	0.359715497038206	0.316118881993981	"CCL2"	1
"hsa01522"	"hsa01522"	"Endocrine resistance"	"1/26"	"95/8485"	0.254110947449008	0.359715497038206	0.316118881993981	"EGFR"	1
"hsa05215"	"hsa05215"	"Prostate cancer"	"1/26"	"97/8485"	0.258726970982466	0.360147962305609	0.316498933556837	"EGFR"	1
"hsa05231"	"hsa05231"	"Choline metabolism in cancer"	"1/26"	"98/8485"	0.261024669927918	0.360147962305609	0.316498933556837	"EGFR"	1
"hsa04922"	"hsa04922"	"Glucagon signaling pathway"	"1/26"	"107/8485"	0.281398096806249	0.383404906898514	0.336937194860114	"LDHAL6A"	1
"hsa04726"	"hsa04726"	"Serotonergic synapse"	"1/26"	"112/8485"	0.292482156864768	0.393587099978515	0.345885331704924	"CYP2C9"	1
"hsa04068"	"hsa04068"	"FoxO signaling pathway"	"1/26"	"129/8485"	0.328951555190372	0.427926016843584	0.376062458066307	"EGFR"	1
"hsa04926"	"hsa04926"	"Relaxin signaling pathway"	"1/26"	"129/8485"	0.328951555190372	0.427926016843584	0.376062458066307	"EGFR"	1
"hsa05010"	"hsa05010"	"Alzheimer disease"	"2/26"	"384/8485"	0.330442736095811	0.427926016843584	0.376062458066307	"SNCA/ATP8"	2
"hsa05322"	"hsa05322"	"Systemic lupus erythematosus"	"1/26"	"133/8485"	0.337266107789119	0.427926016843584	0.376062458066307	"C1QA"	1
"hsa00190"	"hsa00190"	"Oxidative phosphorylation"	"1/26"	"134/8485"	0.339329216170044	0.427926016843584	0.376062458066307	"ATP8"	1
"hsa04915"	"hsa04915"	"Estrogen signaling pathway"	"1/26"	"136/8485"	0.34343692198934	0.427926016843584	0.376062458066307	"EGFR"	1
"hsa05135"	"hsa05135"	"Yersinia infection"	"1/26"	"137/8485"	0.345481554882893	0.427926016843584	0.376062458066307	"CCL2"	1
"hsa04936"	"hsa04936"	"Alcoholic liver disease"	"1/26"	"142/8485"	0.355613223908226	0.433119228326707	0.380626265357125	"C1QA"	1
"hsa04550"	"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"1/26"	"143/8485"	0.357621381187189	0.433119228326707	0.380626265357125	"COMMD3-BMI1"	1
"hsa04072"	"hsa04072"	"Phospholipase D signaling pathway"	"1/26"	"148/8485"	0.367572240003434	0.439441636065908	0.386182413153043	"EGFR"	1
"hsa04921"	"hsa04921"	"Oxytocin signaling pathway"	"1/26"	"154/8485"	0.379317695300073	0.439441636065908	0.386182413153043	"EGFR"	1
"hsa04934"	"hsa04934"	"Cushing syndrome"	"1/26"	"155/8485"	0.381254766470665	0.439441636065908	0.386182413153043	"EGFR"	1
"hsa03010"	"hsa03010"	"Ribosome"	"1/26"	"156/8485"	0.383186024102329	0.439441636065908	0.386182413153043	"RPL3L"	1
"hsa04150"	"hsa04150"	"mTOR signaling pathway"	"1/26"	"156/8485"	0.383186024102329	0.439441636065908	0.386182413153043	"RNF152"	1
"hsa05160"	"hsa05160"	"Hepatitis C"	"1/26"	"158/8485"	0.387031165709423	0.439441636065908	0.386182413153043	"EGFR"	1
"hsa04630"	"hsa04630"	"JAK-STAT signaling pathway"	"1/26"	"166/8485"	0.402182518348315	0.446488532240145	0.392375243204763	"EGFR"	1
"hsa05225"	"hsa05225"	"Hepatocellular carcinoma"	"1/26"	"166/8485"	0.402182518348315	0.446488532240145	0.392375243204763	"EGFR"	1
"hsa05164"	"hsa05164"	"Influenza A"	"1/26"	"169/8485"	0.407770900511176	0.446488532240145	0.392375243204763	"CCL2"	1
"hsa04141"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"1/26"	"170/8485"	0.409622506642335	0.446488532240145	0.392375243204763	"TUSC3"	1
"hsa04310"	"hsa04310"	"Wnt signaling pathway"	"1/26"	"174/8485"	0.416973420989717	0.450001018691873	0.395462025117918	"PRICKLE1"	1
"hsa05022"	"hsa05022"	"Pathways of neurodegeneration - multiple diseases"	"2/26"	"476/8485"	0.432907153662359	0.462178487383061	0.406163615179706	"SNCA/ATP8"	2
"hsa04621"	"hsa04621"	"NOD-like receptor signaling pathway"	"1/26"	"185/8485"	0.436737469728948	0.462178487383061	0.406163615179706	"CCL2"	1
"hsa04714"	"hsa04714"	"Thermogenesis"	"1/26"	"232/8485"	0.514162102351969	0.538881434195814	0.473570357429445	"ATP8"	1
"hsa05131"	"hsa05131"	"Shigellosis"	"1/26"	"247/8485"	0.536639840939514	0.556325490084871	0.488900237544406	"EGFR"	1
"hsa04144"	"hsa04144"	"Endocytosis"	"1/26"	"250/8485"	0.54101377934859	0.556325490084871	0.488900237544406	"EGFR"	1
"hsa05016"	"hsa05016"	"Huntington disease"	"1/26"	"305/8485"	0.614507112103406	0.625993226348329	0.550124419098966	"ATP8"	1
"hsa05165"	"hsa05165"	"Human papillomavirus infection"	"1/26"	"331/8485"	0.645175397247323	0.651149243518132	0.572231590151135	"EGFR"	1
"hsa05014"	"hsa05014"	"Amyotrophic lateral sclerosis"	"1/26"	"364/8485"	0.680734400882566	0.680734400882566	0.598231100727316	"ATP8"	1
