"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"hsa00053"	"hsa00053"	"Ascorbate and aldarate metabolism"	"1/33"	"28/8485"	0.103524832364597	0.337984146044241	0.282164622831853	"UGT2B11"	1
"hsa00591"	"hsa00591"	"Linoleic acid metabolism"	"1/33"	"30/8485"	0.110507853256692	0.337984146044241	0.282164622831853	"CYP2C19"	1
"hsa04072"	"hsa04072"	"Phospholipase D signaling pathway"	"2/33"	"148/8485"	0.112427683423253	0.337984146044241	0.282164622831853	"MS4A2/AVPR1A"	2
"hsa04723"	"hsa04723"	"Retrograde endocannabinoid signaling"	"2/33"	"148/8485"	0.112427683423253	0.337984146044241	0.282164622831853	"CACNA1B/KCNJ3"	2
"hsa04261"	"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"2/33"	"154/8485"	0.120053131267206	0.337984146044241	0.282164622831853	"MYL2/CACNA2D1"	2
"hsa04921"	"hsa04921"	"Oxytocin signaling pathway"	"2/33"	"154/8485"	0.120053131267206	0.337984146044241	0.282164622831853	"CACNA2D1/KCNJ3"	2
"hsa04514"	"hsa04514"	"Cell adhesion molecules"	"2/33"	"156/8485"	0.122624010397327	0.337984146044241	0.282164622831853	"ITGA8/SLITRK6"	2
"hsa00040"	"hsa00040"	"Pentose and glucuronate interconversions"	"1/33"	"34/8485"	0.124316007740411	0.337984146044241	0.282164622831853	"UGT2B11"	1
"hsa05033"	"hsa05033"	"Nicotine addiction"	"1/33"	"40/8485"	0.144639273710249	0.378659090409235	0.316121926657437	"CACNA1B"	1
"hsa00860"	"hsa00860"	"Porphyrin metabolism"	"1/33"	"41/8485"	0.147981713493264	0.378659090409235	0.316121926657437	"UGT2B11"	1
"hsa04360"	"hsa04360"	"Axon guidance"	"2/33"	"182/8485"	0.157188731239961	0.390726274796474	0.326196164076911	"SLIT2/ROBO2"	2
"hsa04930"	"hsa04930"	"Type II diabetes mellitus"	"1/33"	"46/8485"	0.164504838784114	0.397553360394941	0.331895727371457	"CACNA1B"	1
"hsa05205"	"hsa05205"	"Proteoglycans in cancer"	"2/33"	"205/8485"	0.189154382750678	0.443771326144462	0.370480598959079	"LUM/ERBB4"	2
"hsa00480"	"hsa00480"	"Glutathione metabolism"	"1/33"	"56/8485"	0.196624046026596	0.443771326144462	0.370480598959079	"HPGDS"	1
"hsa05417"	"hsa05417"	"Lipid and atherosclerosis"	"2/33"	"214/8485"	0.201917086863245	0.443771326144462	0.370480598959079	"LBP/VLDLR"	2
"hsa00140"	"hsa00140"	"Steroid hormone biosynthesis"	"1/33"	"60/8485"	0.209133613470379	0.443771326144462	0.370480598959079	"UGT2B11"	1
"hsa04213"	"hsa04213"	"Longevity regulating pathway - multiple species"	"1/33"	"60/8485"	0.209133613470379	0.443771326144462	0.370480598959079	"CRYAB"	1
"hsa04929"	"hsa04929"	"GnRH secretion"	"1/33"	"64/8485"	0.22145420475169	0.458726566985643	0.382965917991644	"KCNJ3"	1
"hsa04664"	"hsa04664"	"Fc epsilon RI signaling pathway"	"1/33"	"68/8485"	0.233588586740824	0.472609466196552	0.394555997187684	"MS4A2"	1
"hsa05218"	"hsa05218"	"Melanoma"	"1/33"	"72/8485"	0.245539487085552	0.485498531282795	0.405316378203423	"FGF5"	1
"hsa00983"	"hsa00983"	"Drug metabolism - other enzymes"	"1/33"	"77/8485"	0.260224184280689	0.497654527446731	0.415464759755892	"UGT2B11"	1
"hsa04721"	"hsa04721"	"Synaptic vesicle cycle"	"1/33"	"78/8485"	0.263127681178731	0.497654527446731	0.415464759755892	"CACNA1B"	1
"hsa04012"	"hsa04012"	"ErbB signaling pathway"	"1/33"	"85/8485"	0.283144983241901	0.512161392301745	0.427575754008716	"ERBB4"	1
"hsa04976"	"hsa04976"	"Bile secretion"	"1/33"	"87/8485"	0.288766685796654	0.512161392301745	0.427575754008716	"UGT2B11"	1
"hsa04540"	"hsa04540"	"Gap junction"	"1/33"	"88/8485"	0.291561482101573	0.512161392301745	0.427575754008716	"GJA1"	1
"hsa04727"	"hsa04727"	"GABAergic synapse"	"1/33"	"89/8485"	0.294345627759623	0.512161392301745	0.427575754008716	"CACNA1B"	1
"hsa04520"	"hsa04520"	"Adherens junction"	"1/33"	"93/8485"	0.305376488311808	0.52093636241426	0.434901500382141	"MYL2"	1
"hsa04713"	"hsa04713"	"Circadian entrainment"	"1/33"	"97/8485"	0.316240059309843	0.523526771199277	0.437064092108289	"KCNJ3"	1
"hsa05231"	"hsa05231"	"Choline metabolism in cancer"	"1/33"	"98/8485"	0.318930101994962	0.523526771199277	0.437064092108289	"SLC22A3"	1
"hsa04064"	"hsa04064"	"NF-kappa B signaling pathway"	"1/33"	"104/8485"	0.334856144317197	0.52699447602769	0.439959090694623	"LBP"	1
"hsa04620"	"hsa04620"	"Toll-like receptor signaling pathway"	"1/33"	"104/8485"	0.334856144317197	0.52699447602769	0.439959090694623	"LBP"	1
"hsa04350"	"hsa04350"	"TGF-beta signaling pathway"	"1/33"	"108/8485"	0.345272242914693	0.52699447602769	0.439959090694623	"BMP5"	1
"hsa04931"	"hsa04931"	"Insulin resistance"	"1/33"	"108/8485"	0.345272242914693	0.52699447602769	0.439959090694623	"PPP1R3C"	1
"hsa04670"	"hsa04670"	"Leukocyte transendothelial migration"	"1/33"	"115/8485"	0.363121035266331	0.535449662172386	0.447017866786384	"MYL2"	1
"hsa04724"	"hsa04724"	"Glutamatergic synapse"	"1/33"	"115/8485"	0.363121035266331	0.535449662172386	0.447017866786384	"KCNJ3"	1
"hsa05165"	"hsa05165"	"Human papillomavirus infection"	"2/33"	"331/8485"	0.370869880503639	0.537761326730277	0.448947750083353	"ITGA8/COL2A1"	2
"hsa04071"	"hsa04071"	"Sphingolipid signaling pathway"	"1/33"	"121/8485"	0.378043681957688	0.539177054595391	0.450129664453502	"MS4A2"	1
"hsa04270"	"hsa04270"	"Vascular smooth muscle contraction"	"1/33"	"134/8485"	0.40922207484717	0.555306287927471	0.463595086110048	"AVPR1A"	1
"hsa04915"	"hsa04915"	"Estrogen signaling pathway"	"1/33"	"136/8485"	0.413882190894267	0.555306287927471	0.463595086110048	"KCNJ3"	1
"hsa04910"	"hsa04910"	"Insulin signaling pathway"	"1/33"	"137/8485"	0.416198862076503	0.555306287927471	0.463595086110048	"PPP1R3C"	1
"hsa04371"	"hsa04371"	"Apelin signaling pathway"	"1/33"	"139/8485"	0.420805596258358	0.555306287927471	0.463595086110048	"MYL2"	1
"hsa04936"	"hsa04936"	"Alcoholic liver disease"	"1/33"	"142/8485"	0.42764967001311	0.555306287927471	0.463595086110048	"LBP"	1
"hsa05017"	"hsa05017"	"Spinocerebellar ataxia"	"1/33"	"142/8485"	0.42764967001311	0.555306287927471	0.463595086110048	"VLDLR"	1
"hsa05224"	"hsa05224"	"Breast cancer"	"1/33"	"147/8485"	0.438882555491932	0.556173772656639	0.464319302036395	"FGF5"	1
"hsa05226"	"hsa05226"	"Gastric cancer"	"1/33"	"148/8485"	0.441103336934575	0.556173772656639	0.464319302036395	"FGF5"	1
"hsa01240"	"hsa01240"	"Biosynthesis of cofactors"	"1/33"	"151/8485"	0.447714663644758	0.556445367672771	0.464546041977268	"UGT2B11"	1
"hsa04390"	"hsa04390"	"Hippo signaling pathway"	"1/33"	"157/8485"	0.460710567719885	0.564532667487747	0.471297689735687	"BMP5"	1
"hsa04141"	"hsa04141"	"Protein processing in endoplasmic reticulum"	"1/33"	"170/8485"	0.487859086400229	0.581421102970135	0.485396928069442	"CRYAB"	1
"hsa04530"	"hsa04530"	"Tight junction"	"1/33"	"170/8485"	0.487859086400229	0.581421102970135	0.485396928069442	"MYL2"	1
"hsa04310"	"hsa04310"	"Wnt signaling pathway"	"1/33"	"174/8485"	0.495942462654612	0.582231451667789	0.486073444223562	"GPC4"	1
"hsa05152"	"hsa05152"	"Tuberculosis"	"1/33"	"177/8485"	0.501923665230852	0.582231451667789	0.486073444223562	"LBP"	1
"hsa04814"	"hsa04814"	"Motor proteins"	"1/33"	"193/8485"	0.532679219056043	0.60185833841397	0.502458866915474	"MYL2"	1
"hsa05202"	"hsa05202"	"Transcriptional misregulation in cancer"	"1/33"	"193/8485"	0.532679219056043	0.60185833841397	0.502458866915474	"MLF1"	1
"hsa04015"	"hsa04015"	"Rap1 signaling pathway"	"1/33"	"210/8485"	0.563337868260456	0.628338391521278	0.524565626315404	"FGF5"	1
"hsa04014"	"hsa04014"	"Ras signaling pathway"	"1/33"	"236/8485"	0.606488981594392	0.66790558732547	0.557598130979521	"FGF5"	1
"hsa05131"	"hsa05131"	"Shigellosis"	"1/33"	"247/8485"	0.623473407836859	0.672890381987141	0.561759665542803	"MYL2"	1
"hsa05132"	"hsa05132"	"Salmonella infection"	"1/33"	"249/8485"	0.626484148746648	0.672890381987141	0.561759665542803	"MYL2"	1
"hsa05020"	"hsa05020"	"Prion disease"	"1/33"	"272/8485"	0.65947275709866	0.699684510580286	0.584128629522562	"CACNA1B"	1
"hsa04060"	"hsa04060"	"Cytokine-cytokine receptor interaction"	"1/33"	"297/8485"	0.692124764037946	0.725480174353027	0.605664029405431	"BMP5"	1
"hsa05016"	"hsa05016"	"Huntington disease"	"1/33"	"305/8485"	0.701916597150652	0.72698504704889	0.606920365957331	"CACNA1B"	1
"hsa05014"	"hsa05014"	"Amyotrophic lateral sclerosis"	"1/33"	"364/8485"	0.765367365711804	0.776192235862356	0.648000777670932	"ERBB4"	1
"hsa04080"	"hsa04080"	"Neuroactive ligand-receptor interaction"	"1/33"	"366/8485"	0.767270486024857	0.776192235862356	0.648000777670932	"AVPR1A"	1
"hsa05022"	"hsa05022"	"Pathways of neurodegeneration - multiple diseases"	"1/33"	"476/8485"	0.851761049234785	0.851761049234785	0.711089079215973	"CACNA1B"	1
