Regulator	Target	MI	pvalue
ZNF329	SATB2	0.6426320220788938	0.004216573645917876
ZNF24	INSC	0.7133478876814696	0.0
PATZ1	XIRP1	0.5643808737683943	0.004216573645917876
NPAS1	ZNF486	0.6696570160012376	0.004216573645917876
RFX2	CHD6	0.6398969839127574	0.0
ZNF365	KLRD1	0.6337823952878622	0.004216573645917876
CEBPA	INTS5	0.626292058351644	0.004216573645917876
ASCL2	LTBR	0.5938950827654244	0.004216573645917876
VDR	SEC22C	0.6246867084378385	0.004216573645917876
ZNF268	POR	0.58787132222759	0.004216573645917876
GTF2I	RCC1	0.6546533593055888	1.0848683879105536E-4
ZNF681	LAMA2	0.6128684111990119	1.0848683879105536E-4
GATA3	TNFRSF12A	0.6088659226449792	0.004216573645917876
NFKB2	NUP54	0.6002918137940284	0.0
ZNF771	GPX2	0.614986360131704	1.0848683879105536E-4
ZNF35	ARGLU1	0.6444799664254959	0.0
ZNF831	TMPRSS3	0.6157287312176708	5.221130061627832E-8
PPARD	SERPINA1	0.602014525474859	1.0848683879105536E-4
GATA3	PLXDC1	0.6263380852034628	0.004216573645917876
CREB1	CPNE1	0.6705174373185496	0.004216573645917876
TCF3	LRRC3	0.6463811913157569	0.004216573645917876
STAT1	ADRM1	0.6576136041217719	5.221130061627832E-8
VENTX	NAGA	0.6267050787538322	1.0848683879105536E-4
ZNF329	CS	0.6735571569021885	5.221130061627832E-8
AHDC1	VPS52	0.6433607775099769	0.0
SLC2A4RG	OXSM	0.6225823073525745	0.0
ZNF845	DPP4	0.5931869700316389	2.5143863191523508E-6
ZNF763	ADH4	0.6159836635677637	0.004216573645917876
ZNF667	ZNF300	0.5784860104463162	0.004216573645917876
ZNF667	ZNF467	0.6079782884710884	0.0
RORA	PROM1	0.6160058417786631	1.0848683879105536E-4
ETS2	PTPRN	0.596270868157383	1.0848683879105536E-4
EGR1	ZNF529	0.7286825923262976	0.004216573645917876
ZNF174	VPS13B	0.6525254853495325	2.5143863191523508E-6
ZNF598	POLK	0.6457784295701702	0.004216573645917876
CBX2	WBP2NL	0.6404630551710502	0.004216573645917876
HEYL	DBI	0.6664366730016416	1.0848683879105536E-4
ZNF415	ZDHHC19	0.6035791959978729	0.004216573645917876
ZNF45	GJB7	0.6596882144819635	1.0848683879105536E-4
ZNF628	BTBD7	0.5968139434652491	0.004216573645917876
HOXB2	MSX2P1	0.6082853881130023	1.0848683879105536E-4
ZNF555	QTRT1	0.6358015293549591	0.004216573645917876
ZNF624	MOV10	0.6683757648974752	0.004216573645917876
ZNF440	THOC3	0.6372153825426548	0.004216573645917876
ZNF699	SLC5A3	0.6365513379613107	5.221130061627832E-8
BAZ2B	TTC13	0.571060772279026	0.004216573645917876
SLC2A4RG	OIP5	0.6857153316752952	0.004216573645917876
ZNF76	CC2D1A	0.5754546818885864	1.0848683879105536E-4
MYB	PTGDR	0.632313531656443	1.0848683879105536E-4
ZBTB24	SETDB1	0.6442618453439193	2.5143863191523508E-6
GATAD2A	PGAP1	0.727527206363233	1.0848683879105536E-4
TRPS1	BCAS3	0.5928176715302127	0.004216573645917876
RLF	TBCC	0.6654187698685359	0.004216573645917876
HMGA2	TMPRSS6	0.6168714825658254	0.0
EBF1	ADAM6	0.6276901837765482	0.004216573645917876
YY1	KNG1	0.6177034175786493	0.004216573645917876
HEYL	HBM	0.6349619798686817	0.0
ZFP1	B3GAT3	0.6270128234640275	0.0
HEYL	LBP	0.5905915885622575	1.0848683879105536E-4
ZNF644	ABCA12	0.5834921838326304	0.004216573645917876
MBD1	ITSN1	0.6769786222792558	2.5143863191523508E-6
ARID2	AEN	0.6485481789221631	0.004216573645917876
IRF1	TXLNA	0.6630993088144977	2.5143863191523508E-6
ZNF646	CMYA5	0.5980450953072367	0.004216573645917876
ZNF311	KLHL8	0.6312249036954464	0.004216573645917876
ZNF732	TAS2R43	0.6192559523571342	5.221130061627832E-8
ZNF683	FGFBP2	0.6470098443517097	0.004216573645917876
ZBTB5	TTLL3	0.6934501717403382	0.0
GATA3	TSC22D2	0.6291776246237922	0.004216573645917876
ZNF570	PRSS12	0.6211272135535485	0.004216573645917876
ZNF407	OMD	0.6400343301737774	0.004216573645917876
RHOXF2B	ATXN10	0.5910265761827139	0.004216573645917876
ZNF585B	SMG6	0.6248431333836215	0.004216573645917876
GPBP1	CMTM1	0.6641660096561981	0.004216573645917876
ZNF354C	TMPPE	0.5934640921335832	0.004216573645917876
RFX5	SEC23A	0.5930855169199093	0.004216573645917876
RFX3	BNIP3	0.6380306630925968	0.0
ZNF646	USP28	0.6379166979690422	1.0848683879105536E-4
CUX1	RTP4	0.5955799440869709	0.004216573645917876
KCMF1	ATP6V1E1	0.5888460497819891	2.5143863191523508E-6
SP100	ABHD6	0.620807094105795	1.0848683879105536E-4
LIN54	SOX10	0.6296047377113599	0.004216573645917876
NFIA	B3GALNT1	0.6635076642129436	0.004216573645917876
SOX6	AHSP	0.6787608096439585	0.004216573645917876
SAFB2	PAWR	0.6116299623713581	1.0848683879105536E-4
ZNF540	F3	0.6365423484955379	0.0
ZNF596	ABCB9	0.6072988846845646	1.0848683879105536E-4
ZNF878	HEATR6	0.6439488372447891	0.004216573645917876
TIGD1	NBPF15	0.5983321547577907	0.004216573645917876
HMBOX1	ZNF451	0.6381228549826266	0.0
HMBOX1	ZNF302	0.6144300481899544	0.004216573645917876
ZNF260	LRP5	0.6401080204953798	0.004216573645917876
SAFB2	TIAM2	0.6378747180340009	5.221130061627832E-8
ZNF222	TMEM41B	0.6313182930346483	0.004216573645917876
NR4A1	NOP14	0.5810418095369033	0.004216573645917876
BCL11B	TPRG1	0.5965291692648409	2.5143863191523508E-6
LHX4	PIP5KL1	0.6057511070029867	1.0848683879105536E-4
SALL2	CX3CR1	0.5896444469357648	0.0
ZBTB25	KDR	0.6274116412380024	0.004216573645917876
IKZF4	IKZF2	0.6287942277266888	0.004216573645917876
ZNF136	GLB1L	0.6501470617668788	1.0848683879105536E-4
HHEX	PODXL	0.62573730121391	5.221130061627832E-8
ZNF512	LRRC2	0.607029237455531	1.0848683879105536E-4
RELB	HOXA7	0.6422580733000318	5.221130061627832E-8
IKZF3	PTPN7	0.6542631954266604	0.0
HMGA1	PPL	0.6975828370078886	0.004216573645917876
SP4	CTNNB1	0.652283831174737	0.004216573645917876
ALX3	PPEF1	0.567085416897481	0.004216573645917876
ZNF281	IER5	0.5685981368357296	0.004216573645917876
BACH1	DCAF7	0.6187779842797855	0.004216573645917876
FOXD4L1	UBE2R2	0.6710594614122946	1.0848683879105536E-4
ARID2	ELOVL6	0.6651953877913213	0.004216573645917876
ZNF311	BICD1	0.7473433591065416	0.004216573645917876
HOXA2	DPM2	0.6286397943116268	0.004216573645917876
BACH1	MEX3C	0.6291604308852679	1.0848683879105536E-4
ZNF135	NSUN2	0.5683703654565779	0.004216573645917876
ZBTB25	WIZ	0.6145639318642377	0.004216573645917876
PURB	TMEM70	0.5945370619928693	0.004216573645917876
GFI1	ERRFI1	0.6327632689792103	0.004216573645917876
ZNF598	REV1	0.679246590195479	2.5143863191523508E-6
HES6	HMGCS1	0.6262510192289	0.004216573645917876
ARID2	FTO	0.6184115623829669	1.0848683879105536E-4
VENTX	SNX4	0.5744886210613883	0.004216573645917876
ELK1	ANKRD46	0.6529468857147467	0.004216573645917876
ZNF610	ZNF765	0.5765250426444802	1.0848683879105536E-4
ZSCAN18	TFRC	0.624714634929759	1.0848683879105536E-4
ZNF610	ZNF814	0.6464545939940726	0.0
BAZ2B	BTBD3	0.6612160378884969	0.004216573645917876
ZNF76	STS	0.6810623898561529	1.0848683879105536E-4
PBX3	NFXL1	0.6264034256776042	2.5143863191523508E-6
EBF1	KHDRBS1	0.5943082925345886	0.004216573645917876
ZNF512B	EDA2R	0.7301113451479654	0.004216573645917876
MSC	NR3C2	0.6873245115264418	5.221130061627832E-8
FOXP4	SLC12A7	0.638365830947567	2.5143863191523508E-6
IKZF3	TRIM32	0.6644762083953247	1.0848683879105536E-4
IKZF3	TRIM36	0.5774473822335308	0.004216573645917876
ZBTB26	FIS1	0.600127230508814	0.004216573645917876
SLC2A4RG	SDHD	0.6550576761988443	2.5143863191523508E-6
CSRNP2	CBX6	0.720556965479452	0.004216573645917876
TSHZ2	WNT10A	0.599292027794346	0.004216573645917876
ZNF75A	IPPK	0.6202261946671689	0.004216573645917876
BCL6	ANKRD50	0.6061327616233396	0.0
ZNF365	RAB40A	0.597742842544282	0.0
ZNF461	PLXDC2	0.6436906152086774	1.0848683879105536E-4
ZNF660	DLG3	0.6526598990524343	0.004216573645917876
GABPA	TBRG1	0.6229975225716308	2.5143863191523508E-6
FOXM1	AGPS	0.5897430788270278	1.0848683879105536E-4
ZNF175	CHMP2A	0.6276003770352999	0.0
ZBTB6	MMP14	0.6644047982516263	2.5143863191523508E-6
PLAGL1	ZNF205	0.6478623648141637	2.5143863191523508E-6
MAX	FAM76A	0.6427968086471334	2.5143863191523508E-6
ZNF519	MTO1	0.6232996200085141	0.004216573645917876
HMG20A	PPP1R13B	0.6219546131425613	0.004216573645917876
ZNF34	ITPR3	0.5836521601158146	2.5143863191523508E-6
KLF1	ACHE	0.609067480684522	2.5143863191523508E-6
CSRNP2	CTSF	0.6576367390044625	2.5143863191523508E-6
SAFB	MIR155HG	0.6154748769249245	0.004216573645917876
ZNF487	NUBP1	0.6315925217053339	0.004216573645917876
ZNF713	CD44	0.5902608615378424	1.0848683879105536E-4
SOX6	CR1L	0.590196821994379	0.004216573645917876
BCL11B	TTLL1	0.594971596344521	1.0848683879105536E-4
LEF1	ARL6IP4	0.7654817594350516	2.5143863191523508E-6
ZNF765	CCDC144A	0.5581922935958883	0.004216573645917876
HOXA5	MICALL2	0.6664436360210032	0.0
CREBL2	CREBZF	0.7051403685501285	0.0
RBAK	FOXD2	0.6664359902062428	0.004216573645917876
HOXA7	ZNF304	0.6022203285332607	0.004216573645917876
ZNF175	SERINC4	0.5887310791906474	0.004216573645917876
GTF2I	TYK2	0.5804763566978449	0.004216573645917876
ZNF362	NIPAL2	0.6365097719709676	2.5143863191523508E-6
KLF6	CIITA	0.6070553454510618	0.004216573645917876
POU2F1	PZP	0.6161731145576265	0.004216573645917876
ZSCAN22	USP13	0.6434387980738777	2.5143863191523508E-6
ZNF462	SLFN5	0.6424049123674049	1.0848683879105536E-4
ARID2	MYL6B	0.5785976584441374	0.004216573645917876
PRDM4	HYOU1	0.612525709035757	0.004216573645917876
HSF4	PJA1	0.6105076821742447	5.221130061627832E-8
PPARG	TRAPPC4	0.6482637229365883	2.5143863191523508E-6
ZNF829	MAP1A	0.6254777713214086	1.0848683879105536E-4
NR4A1	NR3C2	0.6672914814800858	2.5143863191523508E-6
NR4A1	NR1H3	0.6262517075677916	1.0848683879105536E-4
NR4A1	NR1H2	0.6034709131593905	1.0848683879105536E-4
NR4A1	NR1I2	0.6266569307232228	0.004216573645917876
ZBTB5	KRT10	0.6928314442783337	2.5143863191523508E-6
ZNF160	CASP2	0.7143984097248113	0.004216573645917876
ZNF827	RPL17	0.6283611477308918	0.004216573645917876
JRKL	CHST2	0.5983973346329934	0.004216573645917876
IRF4	RNF157	0.6331070329838633	1.0848683879105536E-4
ZNF2	OAS2	0.6642428139613042	2.5143863191523508E-6
GATA3	SSBP3	0.5859960123154444	0.004216573645917876
IRF4	RNF135	0.6604930190233704	2.5143863191523508E-6
MAFK	S100A8	0.619912902738223	0.004216573645917876
ZNF283	HABP4	0.655595169854425	5.221130061627832E-8
SLC2A4RG	STX3	0.6292950694538969	0.004216573645917876
NR4A3	ICAM3	0.617704456095786	0.0
ZNF691	EIF3L	0.6098240205022497	0.004216573645917876
PPARD	ZNF804A	0.6373739412203432	2.5143863191523508E-6
TCF20	HSF1	0.6276823742817405	0.004216573645917876
STAT5A	GALNT10	0.611127489679016	0.004216573645917876
ZFPM2	SUMF1	0.6691989397167457	0.004216573645917876
ZNF766	CASP5	0.6108018556860016	1.0848683879105536E-4
MBD6	PPIF	0.6229129837603151	1.0848683879105536E-4
STAT3	NAA40	0.615002112754558	2.5143863191523508E-6
ATF7	ATG16L1	0.5924247186469792	1.0848683879105536E-4
ZNF276	KBTBD4	0.5966950141538488	0.004216573645917876
ZNF709	SLC35C1	0.6168411421876673	0.004216573645917876
ZFPM2	A1BG	0.6587586085931691	0.004216573645917876
BAZ2B	BCAP29	0.6458440192822269	0.004216573645917876
ZBTB42	PLA2G6	0.5650699836171775	0.004216573645917876
LHX6	RHCE	0.6083687368682191	0.004216573645917876
WIZ	VSTM1	0.634089830604682	0.004216573645917876
TFAP4	SNORD19	0.6664453364523799	5.221130061627832E-8
BACH1	MKRN1	0.6116949230495149	0.004216573645917876
ZNF155	SLC45A4	0.6372137400191615	5.221130061627832E-8
IKZF2	BTBD19	0.6190385936536608	5.221130061627832E-8
ZNF117	LXN	0.6062159427281082	2.5143863191523508E-6
ZNF286B	MYO1C	0.586524011258863	0.004216573645917876
ZNF334	MNS1	0.7051794814372402	0.004216573645917876
ARNTL2	SLC10A5	0.6260061834897747	1.0848683879105536E-4
NR3C2	GPLD1	0.6203312617762429	5.221130061627832E-8
ZNF589	SLC12A8	0.6900876952201159	2.5143863191523508E-6
FOXM1	FOXO3B	0.6159982454255387	0.004216573645917876
ZNF677	FBXL19	0.6350624783511561	0.004216573645917876
ZBTB4	ROM1	0.611134381314121	0.0
ZNF223	MED12	0.6473090211314355	1.0848683879105536E-4
THRA	MSL3	0.6604183081940261	0.004216573645917876
EGR2	EGR1	0.6576717273212398	0.0
RFX2	IRX5	0.6323193320808957	0.004216573645917876
TRAFD1	FUCA1	0.6453642294679389	0.004216573645917876
TIGD2	INPP5E	0.6364461790256479	1.0848683879105536E-4
ZNF836	TMEM126B	0.6694550466568332	0.0
RELA	POLR2B	0.5931774619097371	0.0
ZNF276	TOR1A	0.6346815241930303	0.004216573645917876
IRF7	MDM1	0.6260566473951401	2.5143863191523508E-6
BATF2	BHMT	0.5819443827174353	0.0
DZIP1	TTLL7	0.668987080758062	0.0
ZNF780B	CRNKL1	0.6794707978220048	0.004216573645917876
BCL6B	NOP16	0.637542524062747	0.004216573645917876
MLX	SLC34A1	0.5996769005584619	0.004216573645917876
ZNF324	SEPHS2	0.6028624959864197	1.0848683879105536E-4
ZNF33B	ZNF595	0.62118879850966	0.004216573645917876
ZNF337	ABCB10	0.620105112545016	0.0
ZNF827	C1orf74	0.6731127184481374	1.0848683879105536E-4
ZNF750	RANBP9	0.6211951145612145	0.0
ZNF831	CACNA1I	0.6515960833726729	0.004216573645917876
ZNF700	PALM	0.5923311610414483	0.004216573645917876
ZNF708	BCL2A1	0.6338127343405973	0.004216573645917876
ZNF273	NCAPD3	0.6273067349623869	2.5143863191523508E-6
ZNF506	HEATR6	0.6145027431666843	5.221130061627832E-8
FOXP4	CHORDC1	0.6013501365510515	1.0848683879105536E-4
MNT	ZRANB2	0.6135802225870232	1.0848683879105536E-4
ZNF582	ATAD3C	0.6299683408999295	0.004216573645917876
ZNF792	APOBEC3A	0.6411582321672709	0.004216573645917876
NPAS1	SNX25	0.5858504169087888	0.004216573645917876
TEAD4	RALGAPA1	0.6494707369074668	2.5143863191523508E-6
ZNF551	AP3B2	0.6641103142355553	0.0
SOX10	UBE2D2	0.6818161853293664	0.0
ZNF805	SIRPB1	0.5728459850433375	0.004216573645917876
ZNF74	IL5RA	0.6771445004558135	0.004216573645917876
PAX5	ADAM15	0.7024068756111758	0.004216573645917876
ZNF195	STOML1	0.6654950497661523	0.004216573645917876
VENTX	TLE3	0.6124327275553733	0.004216573645917876
SATB2	PAQR6	0.6529551034256487	0.004216573645917876
NFIL3	UBL4A	0.6360951282848838	0.0
SOX18	GCSH	0.6271607640548598	1.0848683879105536E-4
CC2D1A	VPS26A	0.623007429692535	0.004216573645917876
ZNF853	SDK1	0.596006524417363	0.004216573645917876
ZNF101	SLC46A2	0.5936261351950359	0.004216573645917876
NR4A1	NSUN7	0.6576662801063955	5.221130061627832E-8
ZNF75A	MECR	0.6160738829459785	0.004216573645917876
HEY2	PRDM16	0.6171929227324274	0.004216573645917876
ZNF721	LNPEP	0.5994904339072351	0.004216573645917876
SATB1	MICAL2	0.6462180399924686	1.0848683879105536E-4
FLYWCH1	ESPL1	0.6752857327240004	2.5143863191523508E-6
PLAGL1	CRHR2	0.5971833221536159	1.0848683879105536E-4
ZNF446	ZNF451	0.5934192356330874	0.004216573645917876
PRDM5	MS4A14	0.6214324307872902	0.004216573645917876
ATF4	AKIRIN1	0.5741945143750208	0.004216573645917876
CSRNP2	GK3P	0.594459155721684	0.004216573645917876
ZKSCAN4	ZNF721	0.6802574419216368	0.004216573645917876
ZNF449	ZBTB38	0.5838390599706071	0.004216573645917876
ZNF610	GNAL	0.6679765711411394	0.004216573645917876
SOX6	GYPA	0.6233368012175682	1.0848683879105536E-4
DPF1	KIF5B	0.639088745278203	0.004216573645917876
CREB3L1	SFT2D1	0.627911314340136	1.0848683879105536E-4
ZBTB6	DNPEP	0.6453196259259665	0.004216573645917876
TAL1	SPATA5L1	0.6447781348852533	5.221130061627832E-8
ATF6	PTPN9	0.7298767479085811	0.004216573645917876
SOX6	GPAM	0.626625681211287	0.0
ZNF555	B3GALNT2	0.6064000424506109	1.0848683879105536E-4
NR1H2	CBLB	0.6586795430462671	0.004216573645917876
HOXB4	SLC37A1	0.6180232417094327	0.0
ZNF610	SDHAP1	0.5943567126559446	1.0848683879105536E-4
GATA6	GATA3	0.6336666365985631	0.0
ZFP82	TCEAL4	0.6764565372392118	1.0848683879105536E-4
YY1	UACA	0.654869493925859	1.0848683879105536E-4
ZBTB9	CHD4	0.6329510912466435	0.004216573645917876
AEBP2	ZNF486	0.5966646669211342	0.004216573645917876
ZNF397	FGD5	0.5838624271831284	0.004216573645917876
RARA	CDC5L	0.6334352475389696	0.004216573645917876
NKX6-2	NOP14	0.6340312202299009	0.004216573645917876
L3MBTL4	PPP1R3E	0.681139217537425	0.0
ZNF610	GOPC	0.6012981738029077	0.004216573645917876
ZBTB34	SHQ1	0.6585489923666347	0.004216573645917876
SOX7	SLC35E3	0.587143727489232	0.004216573645917876
ZNF8	SBNO1	0.5927862204623506	2.5143863191523508E-6
SNAPC2	SNORA78	0.670269269048848	0.0
GATA6	GBAP1	0.6729711023005946	1.0848683879105536E-4
ZNF107	MRPL47	0.6838907052509094	0.004216573645917876
HES4	NFRKB	0.6357731425968289	1.0848683879105536E-4
ZNF114	NUP133	0.6688914895504294	0.0
MIXL1	PCDHB13	0.6730216778363584	1.0848683879105536E-4
ZNF792	MST1	0.6244084519681158	2.5143863191523508E-6
GATA1	PAQR9	0.632493069629304	5.221130061627832E-8
NKX2-3	HOXB4	0.5983908743627067	0.004216573645917876
NKX2-3	HOXB6	0.6651386069663308	0.0
ZNF416	RNMT	0.6898184586027162	0.004216573645917876
BPTF	HERPUD1	0.6146580387080249	1.0848683879105536E-4
ZNF22	TICAM1	0.6153666957673002	0.004216573645917876
SNAPC5	GLS2	0.5806603241921885	1.0848683879105536E-4
ZNF672	C17orf49	0.6151021350158531	0.004216573645917876
SLC2A4RG	XPO7	0.6494279237794831	2.5143863191523508E-6
ZNF792	TRPV3	0.6758423079825909	0.004216573645917876
ZNF69	DALRD3	0.6194304607801341	0.004216573645917876
FOXN3	MYO15A	0.5792397806924838	1.0848683879105536E-4
SREBF1	SREBF2	0.6983787115477564	5.221130061627832E-8
ZBED4	ELAC2	0.5976107056731033	0.004216573645917876
EGR2	HIC1	0.6016682929871562	1.0848683879105536E-4
ZNF532	HAUS3	0.6347954038232598	0.0
ARID3C	ACTN3	0.6395760235846527	1.0848683879105536E-4
ZNF695	AGPAT4	0.6182120662033601	2.5143863191523508E-6
PROX2	FAM161A	0.6327483210614846	0.0
ZNF76	ATG16L1	0.6765574928124376	1.0848683879105536E-4
FOXH1	CUL3	0.6473024707907425	2.5143863191523508E-6
HMG20A	LIG3	0.6651773872917948	1.0848683879105536E-4
FOXP1	RCSD1	0.6224062240628465	0.004216573645917876
NME2	MCM7	0.6138732748645791	1.0848683879105536E-4
YBX1	C12orf43	0.6324652273797652	0.004216573645917876
ZNF675	RANBP10	0.6627969817161687	5.221130061627832E-8
ZGLP1	CYP1B1	0.5869163544582539	1.0848683879105536E-4
HMG20A	LEPR	0.6898808962384473	0.004216573645917876
GTF2B	AP1S3	0.6800937386282769	0.004216573645917876
CHCHD3	CORIN	0.6620036045358368	0.004216573645917876
PRDM5	KIAA1671	0.6341773634741438	0.004216573645917876
IRF8	TOPBP1	0.5894303579822532	0.004216573645917876
ZNF404	AMMECR1L	0.6709948413043839	0.0
SNAPC2	HBEGF	0.616961333405662	0.004216573645917876
ZFY	TMSB4Y	0.6756576895942425	0.0
HLF	ZNF462	0.6292388302934765	0.004216573645917876
MEF2D	MED14	0.6131780313458104	2.5143863191523508E-6
ZNF385D	SF3B4	0.6741870729905803	0.004216573645917876
ZNF792	TREM1	0.6007276632306484	0.004216573645917876
ATF2	ATP1B2	0.627326073706606	0.0
ZNF770	COASY	0.7423347449959119	1.0848683879105536E-4
ZFHX3	C2orf42	0.6873694803917456	0.0
ZBTB1	DNPEP	0.6440491491693009	0.004216573645917876
ZNF416	USP5	0.5996111127815932	0.0
ZFP37	EPB41L3	0.614089970261046	0.004216573645917876
HMBOX1	POU5F2	0.6535518236224821	0.0
NME2	MPST	0.6473412455886501	0.004216573645917876
ZNF771	FBXO30	0.5951734045632732	0.004216573645917876
ZBED5	GLYATL1	0.6013892068042077	5.221130061627832E-8
ZNF248	COMMD6	0.6051773024447219	0.004216573645917876
PAX5	SNORD12	0.6041659884966349	2.5143863191523508E-6
FOXC1	CLN5	0.6184039941547768	0.004216573645917876
ZNF154	CYFIP1	0.6352864117920595	2.5143863191523508E-6
ZNF195	ARHGAP5	0.603898436613286	2.5143863191523508E-6
ZNF652	CR1L	0.6083533728847421	0.0
KLF1	GOT2	0.6746663662892339	0.004216573645917876
ZNF2	VPS8	0.6092741298504378	0.0
POU4F1	BTBD2	0.719150956383484	0.004216573645917876
ELK4	APRT	0.6514165128608704	5.221130061627832E-8
ZNF518B	E2F3	0.6902404625773445	0.004216573645917876
RARA	ZFAND1	0.6549971783842571	0.004216573645917876
ELK4	ASPN	0.6242991965208261	2.5143863191523508E-6
ZNF253	PNN	0.6572393162498023	2.5143863191523508E-6
SREBF2	SPEG	0.6107097440995578	0.0
FOSB	FNTB	0.6223193565761149	2.5143863191523508E-6
ETV7	SCARB1	0.6264840349544066	0.004216573645917876
ZNF79	EHD2	0.5933700801108879	1.0848683879105536E-4
ZNF584	PPP1R10	0.6468802474954464	0.004216573645917876
ADNP2	ISG20L2	0.6186534363865641	1.0848683879105536E-4
PURA	YPEL2	0.6632257816601257	0.004216573645917876
FOXO3	CR1	0.6156954623990111	0.0
STAT5B	HAUS2	0.6099379761721271	2.5143863191523508E-6
ZNF48	MBOAT1	0.6295106607338052	0.004216573645917876
ZBTB16	SNORA69	0.6108877936184077	0.004216573645917876
TET2	SRFBP1	0.5954901883445628	2.5143863191523508E-6
NFXL1	LMO7	0.6321520348149958	1.0848683879105536E-4
HSF5	STK31	0.7316476203250971	5.221130061627832E-8
POU2F2	WIPI1	0.5959514315047433	0.004216573645917876
ZKSCAN4	NSF	0.6014172556737041	0.004216573645917876
L3MBTL4	PPP4R1L	0.6239724029721105	1.0848683879105536E-4
FOXD4	FOXN3	0.656208147601628	1.0848683879105536E-4
TP53	CABIN1	0.6194314145152806	1.0848683879105536E-4
DDIT3	FGD5	0.6131427283910595	1.0848683879105536E-4
ZIK1	TSPYL1	0.5817999283915136	0.0
SPI1	KATNAL2	0.5986088361991873	2.5143863191523508E-6
ZKSCAN4	SP3	0.5936890340341529	1.0848683879105536E-4
ZNF33A	RAB12	0.5938309647962644	1.0848683879105536E-4
DLX4	HNRNPH2	0.6295661116644607	0.004216573645917876
ZNF121	ELFN2	0.6168218933762356	0.004216573645917876
ZFP91	AQP10	0.6335489807360624	0.004216573645917876
ZNF202	KIF9	0.6531262792951135	1.0848683879105536E-4
ZNF829	DERL2	0.6236077480442218	0.0
DDIT3	TTC36	0.6294902392201773	1.0848683879105536E-4
RBPJ	SPTA1	0.5826712028579393	5.221130061627832E-8
PHF1	FIP1L1	0.621835160042984	0.004216573645917876
