A	B	nOverlap
BENPORATH_ES_WITH_H3K27ME3	GGGTGGRR_V$PAX4_03	59
BENPORATH_SUZ12_TARGETS	BENPORATH_EED_TARGETS	237
BENPORATH_SUZ12_TARGETS	BENPORATH_PRC2_TARGETS	217
BENPORATH_SUZ12_TARGETS	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	79
BENPORATH_SUZ12_TARGETS	MEISSNER_BRAIN_HCP_WITH_H3K27ME3	63
BENPORATH_SUZ12_TARGETS	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	82
BENPORATH_SUZ12_TARGETS	MIKKELSEN_NPC_HCP_WITH_H3K27ME3	62
BENPORATH_SUZ12_TARGETS	CAGGTG_V$E12_Q6	97
BENPORATH_SUZ12_TARGETS	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	58
BENPORATH_SUZ12_TARGETS	ANATOMICAL_STRUCTURE_DEVELOPMENT	65
BENPORATH_SUZ12_TARGETS	SYSTEM_DEVELOPMENT	58
BENPORATH_SUZ12_TARGETS	AACTTT_UNKNOWN	92
BENPORATH_SUZ12_TARGETS	TGGAAA_V$NFAT_Q4_01	74
BENPORATH_SUZ12_TARGETS	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	62
BENPORATH_SUZ12_TARGETS	GGGAGGRR_V$MAZ_Q6	79
BENPORATH_SUZ12_TARGETS	TAATTA_V$CHX10_01	54
BENPORATH_SUZ12_TARGETS	YOSHIMURA_MAPK8_TARGETS_UP	52
BENPORATH_SUZ12_TARGETS	CTTTGT_V$LEF1_Q2	70
BENPORATH_SUZ12_TARGETS	TTGTTT_V$FOXO4_01	80
BENPORATH_SUZ12_TARGETS	TRANSC_FACT	77
BENPORATH_SUZ12_TARGETS	CTTTGA_V$LEF1_Q2	58
BENPORATH_SUZ12_TARGETS	CAGCTG_V$AP4_Q5	54
BENPORATH_SUZ12_TARGETS	GGGCGGR_V$SP1_Q6	92
BENPORATH_SUZ12_TARGETS	GGGTGGRR_V$PAX4_03	55
BENPORATH_EED_TARGETS	BENPORATH_PRC2_TARGETS	217
BENPORATH_EED_TARGETS	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	78
BENPORATH_EED_TARGETS	MEISSNER_BRAIN_HCP_WITH_H3K27ME3	69
BENPORATH_EED_TARGETS	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	74
BENPORATH_EED_TARGETS	MIKKELSEN_NPC_HCP_WITH_H3K27ME3	60
BENPORATH_EED_TARGETS	CAGGTG_V$E12_Q6	94
BENPORATH_EED_TARGETS	MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	54
BENPORATH_EED_TARGETS	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	54
BENPORATH_EED_TARGETS	ANATOMICAL_STRUCTURE_DEVELOPMENT	74
BENPORATH_EED_TARGETS	SYSTEM_DEVELOPMENT	65
BENPORATH_EED_TARGETS	AACTTT_UNKNOWN	94
BENPORATH_EED_TARGETS	TGGAAA_V$NFAT_Q4_01	79
BENPORATH_EED_TARGETS	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	68
BENPORATH_EED_TARGETS	GGGAGGRR_V$MAZ_Q6	85
BENPORATH_EED_TARGETS	TAATTA_V$CHX10_01	53
BENPORATH_EED_TARGETS	CTTTGT_V$LEF1_Q2	74
BENPORATH_EED_TARGETS	TTGTTT_V$FOXO4_01	81
BENPORATH_EED_TARGETS	TRANSC_FACT	92
BENPORATH_EED_TARGETS	ORGAN_DEVELOPMENT	51
BENPORATH_EED_TARGETS	CTTTAAR_UNKNOWN	51
BENPORATH_EED_TARGETS	CTTTGA_V$LEF1_Q2	60
BENPORATH_EED_TARGETS	GGGCGGR_V$SP1_Q6	88
BENPORATH_EED_TARGETS	TATAAA_V$TATA_01	55
BENPORATH_EED_TARGETS	GGGTGGRR_V$PAX4_03	53
BENPORATH_PRC2_TARGETS	MIKKELSEN_MEF_HCP_WITH_H3K27ME3	62
BENPORATH_PRC2_TARGETS	MEISSNER_BRAIN_HCP_WITH_H3K27ME3	56
BENPORATH_PRC2_TARGETS	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	53
BENPORATH_PRC2_TARGETS	CAGGTG_V$E12_Q6	73
BENPORATH_PRC2_TARGETS	ANATOMICAL_STRUCTURE_DEVELOPMENT	55
BENPORATH_PRC2_TARGETS	AACTTT_UNKNOWN	69
BENPORATH_PRC2_TARGETS	TGGAAA_V$NFAT_Q4_01	59
BENPORATH_PRC2_TARGETS	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	51
BENPORATH_PRC2_TARGETS	GGGAGGRR_V$MAZ_Q6	65
BENPORATH_PRC2_TARGETS	CTTTGT_V$LEF1_Q2	54
BENPORATH_PRC2_TARGETS	TTGTTT_V$FOXO4_01	61
BENPORATH_PRC2_TARGETS	TRANSC_FACT	67
BENPORATH_PRC2_TARGETS	GGGCGGR_V$SP1_Q6	71
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K27ME3	55
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_NPC_HCP_WITH_H3K27ME3	59
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	CAGGTG_V$E12_Q6	60
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	55
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	GGGCGGR_V$SP1_Q6	56
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	TRANSC_FACT	52
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	59
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	CAGGTG_V$E12_Q6	75
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	AACTTT_UNKNOWN	58
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	TGGAAA_V$NFAT_Q4_01	53
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	GGGAGGRR_V$MAZ_Q6	51
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	TTGTTT_V$FOXO4_01	56
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	GGGCGGR_V$SP1_Q6	54
MIKKELSEN_NPC_HCP_WITH_H3K27ME3	MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	57
CAGGTG_V$E12_Q6	ANATOMICAL_STRUCTURE_DEVELOPMENT	62
CAGGTG_V$E12_Q6	SYSTEM_DEVELOPMENT	54
CAGGTG_V$E12_Q6	AACTTT_UNKNOWN	116
CAGGTG_V$E12_Q6	TGGAAA_V$NFAT_Q4_01	99
CAGGTG_V$E12_Q6	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	56
CAGGTG_V$E12_Q6	GGGAGGRR_V$MAZ_Q6	132
CAGGTG_V$E12_Q6	TAATTA_V$CHX10_01	56
CAGGTG_V$E12_Q6	YOSHIMURA_MAPK8_TARGETS_UP	56
CAGGTG_V$E12_Q6	CTTTGT_V$LEF1_Q2	107
CAGGTG_V$E12_Q6	GCANCTGNY_V$MYOD_Q6	98
CAGGTG_V$E12_Q6	TTGTTT_V$FOXO4_01	96
CAGGTG_V$E12_Q6	TRANSC_FACT	66
CAGGTG_V$E12_Q6	PLASMA_MEMBRANE	51
CAGGTG_V$E12_Q6	CTTTAAR_UNKNOWN	53
CAGGTG_V$E12_Q6	CTTTGA_V$LEF1_Q2	64
CAGGTG_V$E12_Q6	CAGCTG_V$AP4_Q5	90
CAGGTG_V$E12_Q6	GGGCGGR_V$SP1_Q6	127
CAGGTG_V$E12_Q6	CAGGTA_V$AREB6_01	52
CAGGTG_V$E12_Q6	TATAAA_V$TATA_01	69
CAGGTG_V$E12_Q6	CTGCAGY_UNKNOWN	51
CAGGTG_V$E12_Q6	MEMBRANE	54
CAGGTG_V$E12_Q6	TTANTCA_UNKNOWN	55
CAGGTG_V$E12_Q6	TGANTCA_V$AP1_C	61
CAGGTG_V$E12_Q6	GGGTGGRR_V$PAX4_03	79
CAGGTG_V$E12_Q6	TGACAGNY_V$MEIS1_01	52
ANATOMICAL_STRUCTURE_DEVELOPMENT	SYSTEM_DEVELOPMENT	160
ANATOMICAL_STRUCTURE_DEVELOPMENT	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	161
ANATOMICAL_STRUCTURE_DEVELOPMENT	GGGAGGRR_V$MAZ_Q6	51
ANATOMICAL_STRUCTURE_DEVELOPMENT	TRANSC_FACT	57
ANATOMICAL_STRUCTURE_DEVELOPMENT	NERVOUS_SYSTEM_DEVELOPMENT	80
ANATOMICAL_STRUCTURE_DEVELOPMENT	ORGAN_DEVELOPMENT	104
ANATOMICAL_STRUCTURE_DEVELOPMENT	ANATOMICAL_STRUCTURE_MORPHOGENESIS	66
SYSTEM_DEVELOPMENT	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	160
SYSTEM_DEVELOPMENT	NERVOUS_SYSTEM_DEVELOPMENT	80
SYSTEM_DEVELOPMENT	ORGAN_DEVELOPMENT	104
AACTTT_UNKNOWN	TGGAAA_V$NFAT_Q4_01	103
AACTTT_UNKNOWN	GGGAGGRR_V$MAZ_Q6	105
AACTTT_UNKNOWN	TAATTA_V$CHX10_01	70
AACTTT_UNKNOWN	CTTTGT_V$LEF1_Q2	116
AACTTT_UNKNOWN	GCANCTGNY_V$MYOD_Q6	56
AACTTT_UNKNOWN	TTGTTT_V$FOXO4_01	114
AACTTT_UNKNOWN	TRANSC_FACT	65
AACTTT_UNKNOWN	CTTTAAR_UNKNOWN	65
AACTTT_UNKNOWN	CTTTGA_V$LEF1_Q2	83
AACTTT_UNKNOWN	CAGCTG_V$AP4_Q5	64
AACTTT_UNKNOWN	GGGCGGR_V$SP1_Q6	87
AACTTT_UNKNOWN	CAGGTA_V$AREB6_01	54
AACTTT_UNKNOWN	TATAAA_V$TATA_01	63
AACTTT_UNKNOWN	RTAAACA_V$FREAC2_01	61
AACTTT_UNKNOWN	CTGCAGY_UNKNOWN	53
AACTTT_UNKNOWN	TTANTCA_UNKNOWN	55
AACTTT_UNKNOWN	GGGTGGRR_V$PAX4_03	62
AACTTT_UNKNOWN	TGTTTGY_V$HNF3_Q6	51
AACTTT_UNKNOWN	TGACAGNY_V$MEIS1_01	52
AACTTT_UNKNOWN	GATTGGY_V$NFY_Q6_01	51
TGGAAA_V$NFAT_Q4_01	GGGAGGRR_V$MAZ_Q6	93
TGGAAA_V$NFAT_Q4_01	TAATTA_V$CHX10_01	59
TGGAAA_V$NFAT_Q4_01	CTTTGT_V$LEF1_Q2	87
TGGAAA_V$NFAT_Q4_01	TTGTTT_V$FOXO4_01	100
TGGAAA_V$NFAT_Q4_01	TRANSC_FACT	65
TGGAAA_V$NFAT_Q4_01	CTTTGA_V$LEF1_Q2	61
TGGAAA_V$NFAT_Q4_01	CAGCTG_V$AP4_Q5	73
TGGAAA_V$NFAT_Q4_01	GGGCGGR_V$SP1_Q6	83
TGGAAA_V$NFAT_Q4_01	TATAAA_V$TATA_01	63
TGGAAA_V$NFAT_Q4_01	RTAAACA_V$FREAC2_01	63
TGGAAA_V$NFAT_Q4_01	GGGTGGRR_V$PAX4_03	54
MULTICELLULAR_ORGANISMAL_DEVELOPMENT	TRANSC_FACT	53
MULTICELLULAR_ORGANISMAL_DEVELOPMENT	NERVOUS_SYSTEM_DEVELOPMENT	80
MULTICELLULAR_ORGANISMAL_DEVELOPMENT	ORGAN_DEVELOPMENT	104
GGGAGGRR_V$MAZ_Q6	TAATTA_V$CHX10_01	59
GGGAGGRR_V$MAZ_Q6	CTTTGT_V$LEF1_Q2	111
GGGAGGRR_V$MAZ_Q6	GCANCTGNY_V$MYOD_Q6	58
GGGAGGRR_V$MAZ_Q6	TTGTTT_V$FOXO4_01	93
GGGAGGRR_V$MAZ_Q6	TRANSC_FACT	72
GGGAGGRR_V$MAZ_Q6	CTTTAAR_UNKNOWN	62
GGGAGGRR_V$MAZ_Q6	CTTTGA_V$LEF1_Q2	64
GGGAGGRR_V$MAZ_Q6	CAGCTG_V$AP4_Q5	77
GGGAGGRR_V$MAZ_Q6	GGGCGGR_V$SP1_Q6	129
GGGAGGRR_V$MAZ_Q6	TATAAA_V$TATA_01	61
GGGAGGRR_V$MAZ_Q6	CTGCAGY_UNKNOWN	54
GGGAGGRR_V$MAZ_Q6	GGGTGGRR_V$PAX4_03	78
TAATTA_V$CHX10_01	CTTTGT_V$LEF1_Q2	59
TAATTA_V$CHX10_01	TTGTTT_V$FOXO4_01	69
CTTTGT_V$LEF1_Q2	GCANCTGNY_V$MYOD_Q6	54
CTTTGT_V$LEF1_Q2	TTGTTT_V$FOXO4_01	125
CTTTGT_V$LEF1_Q2	TRANSC_FACT	54
CTTTGT_V$LEF1_Q2	CTTTAAR_UNKNOWN	51
CTTTGT_V$LEF1_Q2	CTTTGA_V$LEF1_Q2	70
CTTTGT_V$LEF1_Q2	CAGCTG_V$AP4_Q5	68
CTTTGT_V$LEF1_Q2	GGGCGGR_V$SP1_Q6	97
CTTTGT_V$LEF1_Q2	CAGGTA_V$AREB6_01	53
CTTTGT_V$LEF1_Q2	TATAAA_V$TATA_01	66
CTTTGT_V$LEF1_Q2	RTAAACA_V$FREAC2_01	52
CTTTGT_V$LEF1_Q2	GGGTGGRR_V$PAX4_03	57
GCANCTGNY_V$MYOD_Q6	CAGCTG_V$AP4_Q5	77
GCANCTGNY_V$MYOD_Q6	GGGCGGR_V$SP1_Q6	60
DODD_NASOPHARYNGEAL_CARCINOMA_UP	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	51
TTGTTT_V$FOXO4_01	TRANSC_FACT	69
TTGTTT_V$FOXO4_01	CTTTAAR_UNKNOWN	57
TTGTTT_V$FOXO4_01	CTTTGA_V$LEF1_Q2	65
TTGTTT_V$FOXO4_01	CAGCTG_V$AP4_Q5	60
TTGTTT_V$FOXO4_01	GGGCGGR_V$SP1_Q6	84
TTGTTT_V$FOXO4_01	TATAAA_V$TATA_01	77
TTGTTT_V$FOXO4_01	RTAAACA_V$FREAC2_01	67
TTGTTT_V$FOXO4_01	GGGTGGRR_V$PAX4_03	55
TTGTTT_V$FOXO4_01	TGTTTGY_V$HNF3_Q6	64
TTGTTT_V$FOXO4_01	GATTGGY_V$NFY_Q6_01	53
TRANSC_FACT	CTTTGA_V$LEF1_Q2	55
TRANSC_FACT	GGGCGGR_V$SP1_Q6	58
SYSTEM_PROCESS	NEUROLOGICAL_SYSTEM_PROCESS	77
SYSTEM_PROCESS	MEMBRANE	51
MODULE_100	MODULE_66	101
MODULE_100	MODULE_137	98
MODULE_100	MODULE_11	84
MODULE_66	MODULE_137	98
MODULE_66	MODULE_11	85
MODULE_137	MODULE_11	83
PLASMA_MEMBRANE	PLASMA_MEMBRANE_PART	163
PLASMA_MEMBRANE	INTEGRAL_TO_PLASMA_MEMBRANE	141
PLASMA_MEMBRANE	INTRINSIC_TO_PLASMA_MEMBRANE	142
PLASMA_MEMBRANE	TRANSMEMBRANE_RECEPTOR_ACTIVITY	56
PLASMA_MEMBRANE	CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	66
PLASMA_MEMBRANE	INTEGRAL_TO_MEMBRANE	148
PLASMA_MEMBRANE	INTRINSIC_TO_MEMBRANE	149
PLASMA_MEMBRANE	MEMBRANE	195
PLASMA_MEMBRANE	RECEPTOR_ACTIVITY	64
PLASMA_MEMBRANE	MEMBRANE_PART	168
PLASMA_MEMBRANE	SIGNAL_TRANSDUCTION	80
CTTTAAR_UNKNOWN	GGGCGGR_V$SP1_Q6	53
CTTTGA_V$LEF1_Q2	GGGCGGR_V$SP1_Q6	56
CTTTGA_V$LEF1_Q2	TATAAA_V$TATA_01	51
CAGCTG_V$AP4_Q5	GGGCGGR_V$SP1_Q6	75
GGGCGGR_V$SP1_Q6	TATAAA_V$TATA_01	55
GGGCGGR_V$SP1_Q6	TGANTCA_V$AP1_C	54
GGGCGGR_V$SP1_Q6	GGGTGGRR_V$PAX4_03	71
GGGCGGR_V$SP1_Q6	GATTGGY_V$NFY_Q6_01	58
GGGCGGR_V$SP1_Q6	CACGTG_V$MYC_Q2	56
PLASMA_MEMBRANE_PART	INTEGRAL_TO_PLASMA_MEMBRANE	141
PLASMA_MEMBRANE_PART	INTRINSIC_TO_PLASMA_MEMBRANE	142
PLASMA_MEMBRANE_PART	TRANSMEMBRANE_RECEPTOR_ACTIVITY	53
PLASMA_MEMBRANE_PART	CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	60
PLASMA_MEMBRANE_PART	INTEGRAL_TO_MEMBRANE	143
PLASMA_MEMBRANE_PART	INTRINSIC_TO_MEMBRANE	144
PLASMA_MEMBRANE_PART	MEMBRANE	163
PLASMA_MEMBRANE_PART	RECEPTOR_ACTIVITY	61
PLASMA_MEMBRANE_PART	MEMBRANE_PART	163
PLASMA_MEMBRANE_PART	SIGNAL_TRANSDUCTION	72
TATAAA_V$TATA_01	RTAAACA_V$FREAC2_01	54
INTEGRAL_TO_PLASMA_MEMBRANE	INTRINSIC_TO_PLASMA_MEMBRANE	141
INTEGRAL_TO_PLASMA_MEMBRANE	TRANSMEMBRANE_RECEPTOR_ACTIVITY	52
INTEGRAL_TO_PLASMA_MEMBRANE	CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	57
INTEGRAL_TO_PLASMA_MEMBRANE	INTEGRAL_TO_MEMBRANE	141
INTEGRAL_TO_PLASMA_MEMBRANE	INTRINSIC_TO_MEMBRANE	141
INTEGRAL_TO_PLASMA_MEMBRANE	MEMBRANE	141
INTEGRAL_TO_PLASMA_MEMBRANE	RECEPTOR_ACTIVITY	60
INTEGRAL_TO_PLASMA_MEMBRANE	MEMBRANE_PART	141
INTEGRAL_TO_PLASMA_MEMBRANE	SIGNAL_TRANSDUCTION	69
INTRINSIC_TO_PLASMA_MEMBRANE	TRANSMEMBRANE_RECEPTOR_ACTIVITY	52
INTRINSIC_TO_PLASMA_MEMBRANE	CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	57
INTRINSIC_TO_PLASMA_MEMBRANE	INTEGRAL_TO_MEMBRANE	141
INTRINSIC_TO_PLASMA_MEMBRANE	INTRINSIC_TO_MEMBRANE	142
INTRINSIC_TO_PLASMA_MEMBRANE	MEMBRANE	142
INTRINSIC_TO_PLASMA_MEMBRANE	RECEPTOR_ACTIVITY	60
INTRINSIC_TO_PLASMA_MEMBRANE	MEMBRANE_PART	142
INTRINSIC_TO_PLASMA_MEMBRANE	SIGNAL_TRANSDUCTION	69
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	SIGNAL_TRANSDUCTION	52
TRANSMEMBRANE_RECEPTOR_ACTIVITY	INTEGRAL_TO_MEMBRANE	58
TRANSMEMBRANE_RECEPTOR_ACTIVITY	INTRINSIC_TO_MEMBRANE	58
TRANSMEMBRANE_RECEPTOR_ACTIVITY	MEMBRANE	63
TRANSMEMBRANE_RECEPTOR_ACTIVITY	RECEPTOR_ACTIVITY	74
TRANSMEMBRANE_RECEPTOR_ACTIVITY	MEMBRANE_PART	60
CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	64
CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	INTEGRAL_TO_MEMBRANE	60
CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	INTRINSIC_TO_MEMBRANE	60
CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	MEMBRANE	72
CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	MEMBRANE_PART	64
CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166	SIGNAL_TRANSDUCTION	101
G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	MEMBRANE	53
G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	SIGNAL_TRANSDUCTION	64
INTEGRAL_TO_MEMBRANE	INTRINSIC_TO_MEMBRANE	172
INTEGRAL_TO_MEMBRANE	MEMBRANE	172
INTEGRAL_TO_MEMBRANE	RECEPTOR_ACTIVITY	67
INTEGRAL_TO_MEMBRANE	MEMBRANE_PART	172
INTEGRAL_TO_MEMBRANE	SIGNAL_TRANSDUCTION	73
INTRINSIC_TO_MEMBRANE	MEMBRANE	173
INTRINSIC_TO_MEMBRANE	RECEPTOR_ACTIVITY	67
INTRINSIC_TO_MEMBRANE	MEMBRANE_PART	173
INTRINSIC_TO_MEMBRANE	SIGNAL_TRANSDUCTION	73
MEMBRANE	RECEPTOR_ACTIVITY	72
MEMBRANE	MEMBRANE_PART	200
MEMBRANE	SIGNAL_TRANSDUCTION	87
RECEPTOR_ACTIVITY	MEMBRANE_PART	69
RECEPTOR_ACTIVITY	SIGNAL_TRANSDUCTION	54
REACTOME_GPCR_LIGAND_BINDING	REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	51
REACTOME_GPCR_LIGAND_BINDING	SIGNAL_TRANSDUCTION	55
REACTOME_GPCR_LIGAND_BINDING	REACTOME_SIGNALING_BY_GPCR	68
MEMBRANE_PART	SIGNAL_TRANSDUCTION	77
MODULE_88	MODULE_55	106
MODULE_55	MODULE_23	51
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_SIGNALING_BY_GPCR	51
MORF_RAD51L3	MORF_MAGEA9	53
TRANSCRIPTION_FACTOR_ACTIVITY	DNA_BINDING	54
MODULE_163	MODULE_95	72
SIGNAL_TRANSDUCTION	REACTOME_SIGNALING_BY_GPCR	62
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS	78
