nodeLabel	mIDH1_filtered_25k	Cluster_NR_filtered_25k	distance
GABRA5	0	0.33317667498644	0.2405
OSTM1	0.0427869402233187	0.376282767324491	0.2405
BEST1	0	0.332947615606453	0.2404
RAPGEF6	0	0.332924109807467	0.2404
MNX1	0	0.332850868283768	0.2403
OR13C3	0	0.332729738196707	0.2402
ENSA	0	0.332378065463193	0.24
NT5M	0	0.332403215929165	0.24
HOPX	0	0.332277803081953	0.2399
BBC3	0	0.332154984751323	0.2398
PGAM1	0	0.331669572483971	0.2395
ADRA2A	0	0.331236249628875	0.2392
ZNF365	0	0.330447024446774	0.2386
PER1	0.0474238279127523	0.377455436810798	0.238
TDGF1	0	0.329491411437533	0.238
PSTPIP1	0.146406178032302	0.475881232928387	0.2369
GPR37L1	0	0.327755344232941	0.2367
CBX1	0	0.327015979666555	0.2362
MKLN1	0.0393803704041432	0.366077054528053	0.2357
RASL11B	0	0.326340524696624	0.2357
SLC22A17	0.0446917827154466	0.37102636259816	0.2354
SETD1B	0	0.324207663603074	0.2342
GPBP1L1	0.0528097378767708	0.377392917059665	0.2341
ECSIT	0.0646176855512781	0.388985188649381	0.2339
COX8A	0	0.323455209706865	0.2337
AOAH	0.0361886345079649	0.358518762472257	0.2327
C18orf32	0	0.321602811754434	0.2324
ANKRD35	0	0.321328424970941	0.2322
KIAA1328	0	0.320636789945224	0.2317
ZNF83	0	0.319809266230137	0.2311
GNS	0.044716905218019	0.36476930670934	0.231
BANP	0	0.319505976674158	0.2309
OR1L3	0	0.319438579407716	0.2309
MSGN1	0	0.31902191814707	0.2306
VN1R4	0	0.318926007477553	0.2305
GSTCD	0	0.318696224666596	0.2304
PDPK1	0.044623928260004	0.363463822029642	0.2302
MCOLN2	0	0.31775104919801	0.2297
CIR1	0.136481931070897	0.45546241599291	0.2296
OR2M3	0	0.317374549629146	0.2294
NFATC2	0.13865522346834	0.457032343072876	0.2292
KIAA2013	0	0.316700240328674	0.2289
KCNIP1	0	0.316530689170453	0.2288
RCSD1	0	0.316182626155306	0.2286
LGALS2	0	0.316047434367481	0.2285
NFIL3	0	0.316120078821373	0.2285
INSIG1	0	0.315979129756349	0.2284
OR10G7	0	0.315754702709242	0.2283
SP7	0	0.315273887242396	0.2279
SAFB2	0	0.314954283891908	0.2277
JTB	0	0.314557787206614	0.2274
RAPGEF3	0	0.314510411176285	0.2274
FCGR1A	0	0.314415165091005	0.2273
THAP7	0.0686528120752733	0.383694097816223	0.2273
CGB8	0	0.314006380640456	0.2271
OTUD6B	0.0376559033819636	0.352090733343092	0.2271
P2RX7	0	0.31339060563362	0.2266
CABP2	0	0.312036749410837	0.2257
DNTTIP2	0	0.3121026072208	0.2257
ST14	0	0.312123801057925	0.2257
ROR2	0	0.311682088528512	0.2254
LYST	0	0.311505986897582	0.2253
NPAS2	0.0501669361993273	0.361516403493226	0.2248
USP20	0	0.310522952758703	0.2246
MC1R	0.0355685135478751	0.346336366275113	0.2245
SFN	0	0.31001860821847	0.2242
PDAP1	0.0574407613876762	0.367679488194533	0.224
ZRANB3	0.0378967347628406	0.347881632609374	0.224
CARD14	0.038389278352942	0.34789574519478	0.2236
NHSL1	0.0403521311433433	0.34984256978012	0.2236
RXFP2	0.187261704243758	0.498072077367468	0.2235
RORA	0	0.308656974595439	0.2233
ZIM3	0.0408162876966791	0.34792843931111	0.2219
DFFB	0.0396895369740279	0.346269133739442	0.2216
RSF1	0.0411663288863258	0.347321769559762	0.2213
DLD	0.0520324393512945	0.35816122252186	0.2212
MAN1C1	0.0401732274277218	0.345046394639699	0.2204
SRY	0	0.304460231205379	0.2203
PPP1CB	0	0.304017572546956	0.22
SORT1	0.129675472684807	0.434865777122097	0.22
ZNF48	0.0460285985596714	0.350176907946423	0.2198
APC2	0	0.302707280611268	0.2191
WTAP	0	0.302694693015271	0.2191
OR2A5	0.0372018375180857	0.339492213886774	0.2186
BBX	0.191407344207539	0.494144991009901	0.2178
MALT1	0.132694345461008	0.434721459792051	0.2177
FAM98B	0	0.300335799507271	0.2174
SMAD2	0.049409470833139	0.349289928764047	0.2168
OR2H1	0	0.299264436643403	0.2167
CHRNE	0.0368828339561144	0.33632156730518	0.2166
PRKCQ	0.234554644446361	0.535978558898656	0.2166
ZNF14	0	0.29918491480335	0.2166
ZNF302	0	0.299185909121039	0.2166
PCMTD2	0	0.298239929818454	0.216
N4BP2L1	0	0.297957724091099	0.2158
EYA2	0.140074390510466	0.439271658294882	0.2157
FCN2	0	0.297935141714588	0.2157
PIAS1	0	0.297815139642095	0.2157
ITGAE	0.0390668801522849	0.337087485565284	0.2155
MEF2A	0.136991787296319	0.435509535919278	0.2152
CXCL10	0	0.296838032763935	0.215
CHD2	0.1888944737144	0.487414373247011	0.2149
SLU7	0	0.296749444896054	0.2149
ZNF500	0	0.29671298010791	0.2149
TAS2R9	0	0.296367586620202	0.2146
ZNF623	0	0.296277667097036	0.2146
ATG7	0	0.295914319891452	0.2143
PLSCR3	0	0.295912791118037	0.2143
PDE6C	0	0.295600041046046	0.2141
OR10J1	0	0.29549579712156	0.214
UBE2J2	0	0.295462053575091	0.214
ANP32B	0	0.295192820066056	0.2138
FNIP1	0	0.294967697890873	0.2137
RGN	0	0.295018499182405	0.2137
FKBP8	0.0376731200842636	0.332970731996217	0.2136
GPSM2	0	0.294795135975109	0.2135
EPHB3	0	0.294621319806804	0.2134
APBB2	0	0.294449851559366	0.2133
IGFBP2	0	0.294518362497332	0.2133
EPC1	0	0.294286931446277	0.2132
TAF1C	0	0.294243589835905	0.2131
ACAD11	0	0.293852358304486	0.2129
F3	0	0.293885996885155	0.2129
TMEM123	0.0451376296782025	0.339397929881727	0.2129
PLCXD3	0	0.293728598331378	0.2128
IQSEC2	0	0.293566863007441	0.2127
NEUROG1	0	0.293673671936773	0.2127
CYP26C1	0	0.293490073298037	0.2126
TBX1	0	0.293476059562186	0.2126
OR51F1	0	0.29328335016064	0.2125
ASAH1	0	0.293116385858897	0.2124
PSME2	0.0459583116456981	0.339547579044558	0.2124
PTPN2	0.140951841143306	0.435358093391284	0.2123
COL24A1	0.0379420073680321	0.331250300290969	0.2122
DKK3	0	0.292944520656741	0.2122
OR4D1	0	0.292933055044579	0.2122
UBTD1	0.0437614304383985	0.337054991300741	0.2122
ATF7IP	0.134206857010856	0.428294315013217	0.2121
RALB	0	0.2927207620209	0.2121
SEC23A	0.0484847731141298	0.341670570264094	0.2121
TFAP2C	0.0423647786994789	0.335038652827177	0.2118
GABRA3	0.138297743494462	0.431011849397098	0.2111
ARAP2	0.0459144412630962	0.336843771140453	0.2105
HOXB6	0	0.290509389229306	0.2105
OR2T2	0	0.289918342454215	0.2101
SARM1	0	0.289661098205723	0.2099
OCEL1	0.137753395916774	0.42785443195823	0.2093
DPH1	0.04328809096743	0.332059208195379	0.209
P2RY4	0.186209676595884	0.475995135881078	0.2087
RC3H2	0.226208549215514	0.515998042794521	0.2085
C1D	0.201107579091781	0.490551272240347	0.2084
FRAT1	0.19197033619288	0.481306410189153	0.2084
LMAN1	0.193108788987223	0.482517856436355	0.2084
PSMB4	0.230628098834266	0.520066430012116	0.2082
TPRA1	0	0.287028108534903	0.2081
STRN4	0.0520270895245338	0.338989570302828	0.2077
ARHGAP11A	0.0393790630018682	0.325347366797906	0.2071
LARP7	0.0509120224578615	0.336567743171034	0.2068
PHACTR4	0.0482736876490871	0.333958645624974	0.2068
HDGF	0.0448691089445231	0.329474404188826	0.2061
AKAP5	0.13848040643546	0.423360884221388	0.2056
MAR01604	0	0.283238267242075	0.2054
CASP8AP2	0.0534011461971675	0.336930916901429	0.2052
AKT3	0.186307236019957	0.470776666732885	0.205
PSMB1	0.260083861737439	0.544565161309622	0.2045
TMPRSS2	0.0551225994826081	0.336429700854185	0.2037
MAR01525	0	0.28058927963216	0.2035
ARIH1	0	0.279778444145309	0.203
IQGAP2	0.0374769827637894	0.316886539789851	0.2025
SLC25A22	0	0.279052932419187	0.2025
CTCFL	0.0378286316235515	0.316813008918887	0.2022
FES	0	0.278398476419251	0.202
LRPAP1	0	0.278257065591937	0.2019
NUCKS1	0.0425889495336315	0.320660889150916	0.2015
BRMS1	0	0.277145561469663	0.2011
HDHD2	0	0.276650842048696	0.2008
PHF21A	0	0.27626307130341	0.2005
KCNA3	0.0381839710331728	0.31472280680644	0.2004
UPK1A	0	0.276076158558237	0.2004
ZFAND6	0.0415553300337689	0.318102778959349	0.2004
MYPOP	0.0388678661961014	0.314914113638893	0.2001
MYOCD	0	0.27556910329256	0.2
MDM1	0	0.27545853902225	0.1999
SOD2	0	0.275327644840293	0.1998
TRAFD1	0	0.27512032957335	0.1997
ASB2	0	0.275004616261926	0.1996
TAF15	0.039445397458208	0.314773200763397	0.1996
RERE	0	0.274762723557539	0.1994
SERPINB9	0	0.274703526985968	0.1994
SUV39H1	0	0.274638918723655	0.1994
TAX1BP1	0	0.274756745306798	0.1994
GNPDA2	0	0.274635926837071	0.1993
PPARGC1A	0	0.274225998515267	0.1991
GMPPA	0	0.274077656537766	0.199
TRMT2A	0	0.274018754146209	0.1989
TRAPPC9	0	0.273825635159948	0.1988
KLF16	0.0444475333728551	0.318609094543378	0.1987
BAIAP2L2	0	0.273219183278349	0.1984
HSPA4	0.0458699338295214	0.319635556047399	0.1984
TRDMT1	0	0.273248816050916	0.1984
ZNF600	0	0.273230069556926	0.1984
MPRIP	0.041328765637999	0.314905724905789	0.1983
OR51L1	0.0403861962373773	0.313868058367521	0.1983
CREB3L3	0	0.272970975465047	0.1982
DMTF1	0	0.273040641671534	0.1982
CLEC11A	0	0.272662793425812	0.198
CCDC102B	0	0.27252059400457	0.1979
MTHFD1L	0	0.272607511787836	0.1979
TOX	0	0.272210751725032	0.1976
MCOLN3	0	0.271729028791031	0.1973
NAA16	0.187043126781047	0.460532256447592	0.1973
RBM26	0	0.271678251264334	0.1973
ZNF384	0	0.27174798890006	0.1973
DLG5	0	0.271594395154765	0.1972
FBP1	0	0.271270101263335	0.197
MAR01605	0	0.27132717077993	0.197
PLP2	0	0.271282376352993	0.197
ZNF512	0	0.271141144100977	0.1969
NFAT5	0.0642125686344218	0.335781834470877	0.1968
LSM11	0	0.270842218046632	0.1967
IL3	0	0.270546318840928	0.1965
PLD1	0	0.270635774754594	0.1965
ABI3BP	0	0.2702683117618	0.1963
MAN2B1	0	0.270373405242754	0.1963
MAN2B2	0	0.270167467302389	0.1962
MYBL1	0	0.270155707429316	0.1962
S100A7A	0	0.27010494231406	0.1962
WWTR1	0	0.270119183273004	0.1962
SCOC	0	0.270072120361433	0.1961
CNIH4	0.0416829244492153	0.311801017022215	0.1959
RABEP2	0.0494446284050369	0.319598485421721	0.1959
ZC3H4	0	0.269570730732088	0.1958
AIM2	0	0.269445086239696	0.1957
DCK	0.0469636681827087	0.316762079010973	0.1956
ZNF235	0	0.269318699572054	0.1956
ZNF823	0	0.269334893761708	0.1956
ACOT1	0	0.269234582515271	0.1955
LONRF3	0	0.269147917253618	0.1955
NOL8	0	0.269001892147621	0.1954
UPRT	0	0.269091148838336	0.1954
ECT2	0	0.268816945735192	0.1953
GPR52	0	0.268873831754699	0.1953
OR51D1	0	0.268936315704842	0.1953
TPRKB	0	0.268824448586741	0.1953
RPS6KA1	0.136105916781289	0.406211157759811	0.1952
ZNF404	0	0.268704977723344	0.1952
SYNE2	0	0.268627357764647	0.1951
CACNA2D3	0	0.26843122743066	0.195
ASB18	0	0.268384188185529	0.1949
GPR88	0	0.268122344926019	0.1948
NGFR	0	0.268082112097983	0.1947
TMEM175	0	0.268090285380183	0.1947
DAB1	0	0.267715052441827	0.1945
BRS3	0.0436529075882511	0.311716918952813	0.1944
ANGPT2	0	0.267457567337839	0.1943
TESK1	0	0.267504936718355	0.1943
WLS	0	0.267409549080254	0.1943
CC2D1A	0	0.267353927238298	0.1942
OR5M9	0	0.267340650391815	0.1942
ALDH5A1	0	0.267146403465105	0.1941
FAR1	0	0.266730378050826	0.1938
HES5	0.0459412008054311	0.313114763207641	0.1938
TFF3	0	0.266380566494578	0.1935
OR11L1	0	0.266170235299069	0.1934
CCR2	0.134365924357594	0.400112819145604	0.1922
HSP90B1	0.262103870397216	0.528846077840032	0.192
LRP10	0.0700810219887984	0.334223749969498	0.1915
MAR11759	0	0.263101230705984	0.1912
MAR12461	0	0.263101230705984	0.1912
MAR12523	0	0.26303527904901	0.1912
MAR12556	0	0.263101230705984	0.1912
MAR12760	0	0.263103841976965	0.1912
MAR12782	0	0.263101230705984	0.1912
MAR12786	0	0.263101230705984	0.1912
MAR12838	0	0.263101230705984	0.1912
MAR12841	0	0.26308360328036	0.1912
MAR12852	0	0.263101230705984	0.1912
ALPL	0.0500448123107036	0.313269967305194	0.191
MAR09886	0	0.262825452037288	0.191
SHOC2	0.0480598171636687	0.311255692120796	0.191
NFE2L3	0.0364625394602834	0.299093903136053	0.1907
MAR09881	0	0.262267567777183	0.1906
PAK1IP1	0.0858842816902809	0.348799598063327	0.1905
CLEC10A	0.038389278352942	0.300040246851007	0.19
MAR04336	0	0.261148013537901	0.1899
MAR01444	0	0.260688088824856	0.1895
WNK2	0.0491166356224145	0.309604278990191	0.1891
HTR2A	0	0.259789528223747	0.1889
ACO2	0.0441952695024698	0.304076998659805	0.1887
MAR03214	0	0.259295296108192	0.1886
OR10A7	0.0373273663454323	0.296997341787039	0.1886
MAR04147	0	0.258847759105964	0.1882
MAR04152	0	0.258847759105964	0.1882
MAR08662	0	0.258847759105964	0.1882
MAR08663	0	0.258847759105964	0.1882
MAR08667	0	0.258847759105964	0.1882
MAR08668	0	0.258847759105964	0.1882
MAR12514	0	0.258774258976253	0.1882
EPHX2	0.0399739099559626	0.298957019277546	0.1881
SEC23B	0.044165949431966	0.303267667379645	0.1881
DMXL1	0.0393421235799886	0.298204373929546	0.188
MAR08109	0	0.258493369291063	0.188
MAR07910	0	0.258341197228467	0.1879
AP3S1	0.0648734972675092	0.323623985722736	0.1877
OR6K2	0.129411199413589	0.388646287449713	0.1876
PPT1	0.208368444144649	0.468172485477081	0.1875
SNX1	0.0398834195365028	0.297426269713489	0.1871
HSPA5	0.138787231025048	0.397039020848745	0.1869
ACAD8	0.0382123308619555	0.294995410101369	0.1865
PPP1R12A	0.187866034972961	0.445751252617144	0.1863
ZMYND10	0.188546505332143	0.446447428255661	0.1863
MAR09888	0	0.256017416801938	0.1862
VGLL3	0.185786090689358	0.44332352085401	0.1861
ID3	0.130422618858982	0.387070084476357	0.1858
MRPL54	0	0.255362929705286	0.1858
BRAF	0.188134579334637	0.444701986683475	0.1854
EPRS	0.139461028819384	0.395610072636319	0.1854
EED	0.0532607551881952	0.308216997432957	0.1851
ING3	0.0382294757339781	0.292934097413966	0.1851
LDHA	0.141717089762579	0.397331549285346	0.185
CAD	0	0.254129427010369	0.1849
APOBEC3B	0.0445044706446009	0.298958513319369	0.1848
RAB23	0.132258186529702	0.386994520743466	0.1844
FOXJ3	0.131979277218847	0.386448928429486	0.1843
MAR01611	0	0.25289984307028	0.1841
TUT1	0	0.252940731664999	0.1841
PPP1R13L	0.258794136839812	0.513931738671625	0.1839
KRIT1	0.136150311148716	0.389943608568745	0.1838
LGALS9	0.0413719198431082	0.29401943199633	0.1836
MAR04995	0	0.25219854607833	0.1836
HNRNPA3P1	0	0.251810249033786	0.1833
KDM5C	0.0457593789611568	0.29807358639314	0.1833
MAP3K6	0.0395423888256982	0.29152885839195	0.1831
CHMP4A	0.0517316237289456	0.303683043301652	0.183
MDS2	0.043863860603263	0.295704203001958	0.183
USP6NL	0	0.251218877309617	0.1829
MAR03817	0	0.25107169327974	0.1828
PHF7	0.0439267338980926	0.295457962864104	0.1828
PHTF2	0.145084752769362	0.397226284989388	0.1825
RAB22A	0.232125586945079	0.484791725760747	0.1823
ZNF35	0	0.250440379699941	0.1823
MAR02147	0	0.250256367729366	0.1822
UQCR10	0	0.249954639239815	0.182
ZBTB24	0.0413596835048812	0.291632585713917	0.1819
MAR06311	0	0.249642827994822	0.1818
TLE2	0	0.249357079019913	0.1816
ARID3C	0.044524911787769	0.294185262672151	0.1815
MAR04956	0	0.249206360557526	0.1815
NSA2	0	0.249339697177253	0.1815
ZNF808	0.137413824355043	0.388021817870965	0.1815
ZDHHC23	0	0.248924753541246	0.1813
MAT2A	0	0.248729163694371	0.1811
NINJ2	0.0459144412630962	0.295085178374786	0.1811
TRAPPC4	0	0.248578457171425	0.181
CEP250	0	0.248355359078656	0.1809
ERAS	0.135125952585114	0.384738087094542	0.1808
FGFR4	0	0.247951222992827	0.1806
COMMD4	0	0.247514277299288	0.1803
MAR01715	0	0.247498120816473	0.1803
MAR03797	0	0.247384235168502	0.1802
SREBF2	0	0.247231989871545	0.1801
TGFBR1	0	0.247072201647983	0.18
SOCS4	0.225488826222206	0.474596667348687	0.1799
TRIM37	0	0.247054517374525	0.1799
GLA	0	0.246510310233472	0.1796
ABCD1	0	0.246467387488238	0.1795
FGG	0	0.24647922963475	0.1795
COMMD5	0	0.246272580333189	0.1794
MAR03387	0	0.246060411146264	0.1792
MAR03493	0	0.246060411146264	0.1792
PPM1G	0.0451016285994109	0.291555192815684	0.1792
RIT2	0	0.246042591274543	0.1792
ZNF557	0	0.245920014721702	0.1791
PRAM1	0	0.245781701384538	0.179
OR7C2	0	0.245450203191384	0.1788
SAP30	0.047548687088498	0.293418951236071	0.1788
SHMT1	0	0.245504640706528	0.1788
TIGD3	0	0.245467357151201	0.1788
CNST	0	0.245251652346239	0.1787
KALRN	0.0499799355436238	0.295782270754511	0.1787
IL13RA1	0.225891835464951	0.473183945901248	0.1786
BTNL8	0	0.244801198500913	0.1784
PSMB2	0.28501471697287	0.53260422088574	0.1784
TAAR2	0	0.244867890401716	0.1784
CDHR1	0	0.244725473739088	0.1783
DNAJC21	0	0.244681968657669	0.1783
SLC4A2	0	0.244705223151076	0.1783
PNPLA7	0	0.244651956826394	0.1782
ABCB8	0	0.244207737795778	0.1779
LILRB4	0.130434326787201	0.375816631841442	0.1779
RAP1GAP2	0.05082207625123	0.295353095278688	0.1778
ASCL2	0	0.243819425025467	0.1777
BRWD3	0	0.243753714021815	0.1776
CERK	0.0457447352324364	0.289685135938201	0.1774
HSH2D	0	0.243498113231977	0.1774
MAR04287	0	0.243346637581749	0.1773
TTC32	0	0.24324050147223	0.1773
C9orf50	0	0.243114544077803	0.1772
KRI1	0.0491303054833315	0.29282251734881	0.1772
SH2B1	0	0.243223056689922	0.1772
MAR02885	0	0.243051520439719	0.1771
RBL2	0	0.242954268545118	0.1771
TNFRSF21	0	0.242965668945413	0.1771
GPR132	0	0.242844014063239	0.177
PLEK	0	0.242860748235894	0.177
FGF19	0	0.242719201752055	0.1769
ANKRD12	0	0.242634658344488	0.1768
SCARB1	0	0.242569881398334	0.1768
ZNF23	0	0.242528712525481	0.1768
CA4	0	0.242422681905152	0.1767
FOXI1	0	0.242488293593991	0.1767
NEK10	0.0503034013820629	0.29329582502178	0.1767
NRG1	0	0.242518799589394	0.1767
RGS20	0	0.242401312945327	0.1767
ZFAT	0.0491667515825435	0.292100191827424	0.1767
C17orf50	0	0.242284485923847	0.1766
MAR09603	0	0.242276846582472	0.1766
MAR09604	0	0.242276846582472	0.1766
SH3BGRL3	0	0.242350929611197	0.1766
SLC16A4	0	0.242311983905583	0.1766
HIGD2A	0	0.242130850531862	0.1765
MAR09602	0	0.242178259560495	0.1765
MS4A1	0	0.24219890012564	0.1765
RASSF6	0.0487046665762329	0.291349645338004	0.1765
ANO7	0	0.242058174732498	0.1764
ZNF534	0	0.241954829959797	0.1764
INPP5D	0.190478051975835	0.434213492832625	0.1763
MAR04285	0	0.241723351545189	0.1762
PROKR1	0	0.241672709643416	0.1762
GAB1	0.255907081162002	0.499962779977383	0.1761
ACAD9	0.138699705429411	0.381516232342661	0.176
C1QTNF7	0	0.241417671479939	0.176
RASGRP2	0	0.241489930924949	0.176
RBM12	0	0.24145303740978	0.176
DES	0	0.241251478997361	0.1759
MED27	0	0.241319212216732	0.1759
SLC46A3	0	0.241319212216732	0.1759
ST6GALNAC4	0	0.241345372597037	0.1759
ZBED3	0.129892871960431	0.372408854871755	0.1759
HCRT	0	0.241138256429137	0.1758
NAV3	0	0.241142879653293	0.1758
CHRNA4	0	0.240990227997204	0.1757
FCRL5	0	0.241086619462273	0.1757
KLHL25	0	0.240849756497194	0.1756
PPIB	0.044354367961539	0.285635014130215	0.1756
ARHGAP9	0	0.240716093157206	0.1755
LRRFIP2	0	0.240762465662871	0.1755
CHCHD3	0	0.240656557980897	0.1754
FGFR1	0	0.240553661430155	0.1754
MAR08357	0	0.240617884442186	0.1754
NUP133	0.32206249492197	0.565781126533786	0.1754
ARMCX6	0	0.240411951193187	0.1753
IFT81	0	0.240493278881663	0.1753
MAR00267	0	0.240516506196159	0.1753
MAR00737	0	0.240516506196159	0.1753
MAR08349	0	0.240473145247523	0.1753
TBC1D19	0	0.240525021857799	0.1753
TNFAIP8	0	0.240400328874959	0.1753
HOXD1	0.142604729727931	0.384176297213372	0.1751
KATNAL1	0	0.240116427864172	0.1751
LRCH1	0	0.240244491349856	0.1751
MAR01451	0	0.24018629602182	0.1751
MAR01467	0	0.24018629602182	0.1751
OR10H2	0.0365440335243375	0.277063334351029	0.1751
OR5W2	0.0364475043652881	0.276908138488804	0.1751
RORB	0	0.240141274097905	0.1751
ADAM22	0	0.240041861189269	0.175
GNA14	0	0.240032537402939	0.175
SAMD1	0	0.239989017720825	0.175
ARHGAP28	0	0.239921378413225	0.1749
ASB14	0	0.239963365497172	0.1749
RAP2C	0.146705204795724	0.387961803166572	0.1749
ZNF544	0	0.239832695286225	0.1749
RASGRF2	0	0.239792223608124	0.1748
NAA50	0	0.239614624756185	0.1747
LMAN1L	0	0.239461761504863	0.1746
LPAR3	0	0.239507795023707	0.1746
MAR00441	0	0.239470345238623	0.1746
ZC3H6	0.0403235746323357	0.280205425702926	0.1746
CRTAM	0	0.239364179983029	0.1745
DUSP4	0	0.239355589366959	0.1745
ABHD8	0	0.239245423921599	0.1744
GPR137	0	0.239141424963017	0.1744
RNASE7	0	0.239204772394847	0.1744
ZNF839	0.0353645314269727	0.27487446717999	0.1744
APLF	0	0.239089003568424	0.1743
CORO1B	0	0.238975483203772	0.1743
