"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "tRNA Modification (GO:0006400)" "6/67" 0.000906645943564639 0.698835555301676 0 0 5.84292101341282 40.9340938114358 "DTWD1;PUS1;CDKAL1;DUS4L;MTO1;GTPBP3"
"2" "Cellular Response To Zinc Ion (GO:0071294)" "3/15" 0.00184036442075263 0.698835555301676 0 0 14.7537537537538 92.9160675242958 "MT2A;MT1B;MT1E"
"13" "Embryonic Appendage Morphogenesis (GO:0035113)" "2/10" 0.0115835123939674 0.698835555301676 0 0 14.7125748502994 65.5911971503831 "MYH3;MEGF8"
"14" "Complement Receptor Mediated Signaling Pathway (GO:0002430)" "2/11" 0.0140017419431125 0.698835555301676 0 0 13.0771789753826 55.8209000553773 "C5AR2;FPR1"
"15" "Defense Response To Gram-positive Bacterium (GO:0050830)" "5/85" 0.0142731372574204 0.698835555301676 0 0 3.69788519637462 15.713704684853 "LCE3C;DEFA6;MR1;MPEG1;GBP4"
"16" "Pseudouridine Synthesis (GO:0001522)" "2/12" 0.0166173484688463 0.698835555301676 0 0 11.7688622754491 48.2206540329681 "TRUB2;PUS1"
"17" "Negative Regulation Of Interleukin-12 Production (GO:0032695)" "2/13" 0.019423058437434 0.698835555301676 0 0 10.6984213391399 42.1656274651613 "TIGIT;PIBF1"
"18" "Intraciliary Retrograde Transport (GO:0035721)" "2/13" 0.019423058437434 0.698835555301676 0 0 10.6984213391399 42.1656274651613 "IFT122;WDR35"
"19" "Mature B Cell Differentiation Involved In Immune Response (GO:0002313)" "2/13" 0.019423058437434 0.698835555301676 0 0 10.6984213391399 42.1656274651613 "LFNG;PHF14"
"20" "Defense Response To Bacterium (GO:0042742)" "8/204" 0.0223255080576133 0.698835555301676 0 0 2.42259830761573 9.21078028777484 "LCE3C;DEFA6;OAS2;S100A12;MR1;MPEG1;HTN1;GBP4"
"21" "Mitotic Recombination (GO:0006312)" "2/14" 0.0224117857274846 0.698835555301676 0 0 9.8063872255489 37.2463091950836 "GEN1;SMC6"
"22" "tRNA Wobble Base Modification (GO:0002097)" "2/15" 0.0255766274120962 0.698835555301676 0 0 9.05158912943344 33.1838167128049 "MTO1;GTPBP3"
"23" "tRNA Wobble Uridine Modification (GO:0002098)" "2/15" 0.0255766274120962 0.698835555301676 0 0 9.05158912943344 33.1838167128049 "MTO1;GTPBP3"
"24" "Protein Complex Oligomerization (GO:0051259)" "5/100" 0.0267993805727423 0.698835555301676 0 0 3.11162346955001 11.2621368771307 "TMEM120B;SLC31A1;KCNC3;NINJ1;AQP11"
"25" "Vesicle Cytoskeletal Trafficking (GO:0099518)" "3/39" 0.0275032029399992 0.698835555301676 0 0 4.91191191191191 17.650723665016 "F8A1;MYO1B;MYO7A"
"26" "Embryonic Heart Tube Development (GO:0035050)" "2/17" 0.0324079335777272 0.698835555301676 0 0 7.8439121756487 26.8995360850336 "IFT122;MEGF8"
"27" "Nitric Oxide Mediated Signal Transduction (GO:0007263)" "2/18" 0.0360614714973943 0.698835555301676 0 0 7.35329341317365 24.4315398400695 "RILPL1;FPR1"
"28" "Vesicle Transport Along Actin Filament (GO:0030050)" "2/18" 0.0360614714973943 0.698835555301676 0 0 7.35329341317365 24.4315398400695 "MYO1B;MYO7A"
"29" "Protein Autoprocessing (GO:0016540)" "2/18" 0.0360614714973943 0.698835555301676 0 0 7.35329341317365 24.4315398400695 "MYRFL;ASRGL1"
"30" "Defense Response To Gram-negative Bacterium (GO:0050829)" "4/75" 0.037509686786885 0.698835555301676 0 0 3.32479212625148 10.9158114343205 "LCE3C;DEFA6;MR1;MPEG1"
"31" "Skeletal Muscle Contraction (GO:0003009)" "2/19" 0.0398652628625882 0.698835555301676 0 0 6.92039450510743 22.299240773534 "MYH3;RCSD1"
"32" "Heme Biosynthetic Process (GO:0006783)" "2/19" 0.0398652628625882 0.698835555301676 0 0 6.92039450510743 22.299240773534 "SLC25A38;FLVCR1"
"33" "Actin Filament-Based Transport (GO:0099515)" "2/20" 0.0438132605639236 0.698835555301676 0 0 6.53559547571524 20.4421581028527 "MYO1B;MYO7A"
"34" "Limb Morphogenesis (GO:0035108)" "2/20" 0.0438132605639236 0.698835555301676 0 0 6.53559547571524 20.4421581028527 "MYH3;MEGF8"
"35" "Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)" "2/21" 0.0478995771995289 0.698835555301676 0 0 6.19130160731169 18.8131899695095 "SLC25A38;FLVCR1"
"36" "Protein Mannosylation (GO:0035268)" "2/21" 0.0478995771995289 0.698835555301676 0 0 6.19130160731169 18.8131899695095 "DPY19L4;TMTC3"
"37" "Positive Regulation Of Cell Cycle Process (GO:0090068)" "5/118" 0.0490402770622677 0.698835555301676 0 0 2.61356040959281 7.88018084971771 "GEN1;CSPP1;SASS6;PKP4;SMC6"
