"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"18" "Serine-Type Peptidase Activity (GO:0008236)" "19/142" 0.0308775784233111 0.99999248916981 0 0 1.67796330293052 5.83549488713558 "RHBDF1;MBTPS1;CELA3B;CELA2B;RHBDD1;HTRA1;KLK13;TMPRSS2;GZMB;PCSK6;PRSS22;PRSS12;PRSS53;PRSS54;NAALAD2;PRSS3;SEC11A;RHBDL1;CORIN"
"19" "BMP Binding (GO:0036122)" "4/15" 0.0327629834833872 0.99999248916981 0 0 3.93907099413316 13.4655406900606 "UCMA;SOST;CHRDL1;CER1"
"20" "MAP Kinase Tyrosine Phosphatase Activity (GO:0033550)" "3/9" 0.0345008366760482 0.99999248916981 0 0 5.41449704142012 18.2293754291413 "DUSP8;DUSP16;DUSP7"
"21" "MAP Kinase Tyrosine/Serine/Threonine Phosphatase Activity (GO:0017017)" "3/9" 0.0345008366760482 0.99999248916981 0 0 5.41449704142012 18.2293754291413 "DUSP8;DUSP16;DUSP7"
"22" "Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330)" "3/9" 0.0345008366760482 0.99999248916981 0 0 5.41449704142012 18.2293754291413 "DUSP8;DUSP16;DUSP7"
"23" "Serine-Type Endopeptidase Activity (GO:0004252)" "17/125" 0.0345852287948968 0.99999248916981 0 0 1.70922279678246 5.75038714157539 "RHBDF1;MBTPS1;CELA3B;CELA2B;RHBDD1;KLK13;TMPRSS2;GZMB;PCSK6;PRSS22;PRSS12;PRSS53;PRSS54;PRSS3;SEC11A;RHBDL1;CORIN"
"24" "Flavin Adenine Dinucleotide Binding (GO:0050660)" "9/55" 0.0401511029749344 0.99999248916981 0 0 2.12161778374471 6.82122472453639 "CYB5R2;GCDH;POR;NQO2;KDM1B;ILVBL;LDHD;MTHFR;PRODH"
"25" "Protein Phosphatase 2A Binding (GO:0051721)" "5/23" 0.0401840040292838 0.99999248916981 0 0 3.00964323328067 9.67385492914496 "BOD1;PPME1;SPHK1;GNA12;ARPP19"
"26" "Adenyl Nucleotide Binding (GO:0030554)" "6/31" 0.0428752789025774 0.99999248916981 0 0 2.60087729697688 8.19135866972355 "DHFR;G6PD;HPGD;HSD17B1;ALDH1A1;CRYM"
"27" "ATP Transmembrane Transporter Activity (GO:0005347)" "3/10" 0.0462498426387621 0.99999248916981 0 0 4.6407438715131 14.2642415246967 "SLC25A41;SLC25A42;SLC25A25"
"28" "Hormone Activity (GO:0005179)" "11/74" 0.046278629819189 0.99999248916981 0 0 1.89385274522017 5.81995149362094 "NPPC;PYY;BMP10;EDN2;METRN;FSHB;PPY;AGRP;CGB2;IGF1;METRNL"
"29" "Vitamin B5 (Pantothenate) Metabolism R-HSA-199220" "7/17" 0.000279503015089952 0.309968843734757 0 0 7.59661921708185 62.1593175849893 "SLC25A16;SLC5A6;VNN1;PANK1;PPCS;COASY;AASDHPPT"
"30" "Coenzyme A Biosynthesis R-HSA-196783" "4/8" 0.0027115308370523 0.999996014930294 0 0 10.8365896980462 64.0468666930093 "SLC25A16;PANK1;PPCS;COASY"
"31" "Synthesis Of Dolichyl-phosphate R-HSA-446199" "3/6" 0.00996050291444583 0.999996014930294 0 0 10.8307692307692 49.9203986389301 "NUS1;DOLPP1;DHDDS"
"32" "Erythrocytes Take Up Carbon Dioxide And Release Oxygen R-HSA-1237044" "4/11" 0.0103974759917201 0.999996014930294 0 0 6.19132199949251 28.2707661932501 "CYB5R2;CYB5R4;CYB5RL;SLC4A1"
"33" "Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849" "18/122" 0.0143014767905949 0.999996014930294 0 0 1.88090700344432 7.9889502525645 "AMN;PANK1;MMAB;RNLS;MTHFR;NMNAT3;COASY;SLC5A6;DHFR;SLC25A16;SLC22A13;VNN1;PPCS;SLC25A32;PRSS3;AASDHPPT;SLC19A2;CD320"
"34" "Lysine Catabolism R-HSA-71064" "4/12" 0.0145653536235319 0.999996014930294 0 0 5.41711071640024 22.9095549884718 "GCDH;HYKK;LDHD;CRYM"
"35" "Signaling By MAPK Mutants R-HSA-9652817" "3/7" 0.016341106250224 0.999996014930294 0 0 8.12263313609467 33.4170934078793 "DUSP8;DUSP16;DUSP7"
"36" "Sulfur Amino Acid Metabolism R-HSA-1614635" "6/26" 0.0192068890440067 0.999996014930294 0 0 3.25198577356254 12.8534290874871 "TSTD1;MRI1;MAT1A;CSAD;SUOX;CDO1"
"37" "Degradation Of Cysteine And Homocysteine R-HSA-1614558" "4/13" 0.0196529438309098 0.999996014930294 0 0 4.81494638510624 18.920467306173 "TSTD1;CSAD;SUOX;CDO1"
"38" "Nucleotide Biosynthesis R-HSA-8956320" "4/13" 0.0196529438309098 0.999996014930294 0 0 4.81494638510624 18.920467306173 "PAICS;PFAS;COASY;DHODH"
"39" "Release Of Hh-Np From Secreting Cell R-HSA-5362798" "3/8" 0.0245188712703117 0.999996014930294 0 0 6.49775147928994 24.0956910961834 "DISP2;ADAM17;DHH"
"40" "Branched-chain Amino Acid Catabolism R-HSA-70895" "5/21" 0.0279512751425099 0.999996014930294 0 0 3.38621889810427 12.1134953258314 "BCKDK;ALDH6A1;HIBADH;IVD;LDHD"
"41" "Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091" "9/53" 0.0325131242904204 0.999996014930294 0 0 2.21829788382639 7.60013577228057 "NDST2;EXT1;IDUA;B3GAT3;B3GAT2;B3GAT1;GPC3;CSPG4;HS2ST1"
"42" "Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975" "4/15" 0.0327629834833872 0.999996014930294 0 0 3.93907099413316 13.4655406900606 "NUS1;DPM3;GFPT1;DHDDS"
"43" "Diseases Of Metabolism R-HSA-5668914" "29/247" 0.0452347955551725 0.999996014930294 0 0 1.44611470095272 4.47701012561938 "POMT2;IDUA;POMT1;OPLAH;ADAMTS4;ADAMTS15;ADAMTS14;ADAMTS17;PPY;GPC3;THSD7A;SBSPON;NUS1;AMN;B3GAT3;MMAB;GFPT1;MAT1A;MUC5AC;DHDDS;EXT1;DPM3;G6PC3;CYP11B1;RFT1;CSPG4;LCT;SPAM1;CD320"
"44" "Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125" "13/92" 0.0458681479098215 0.999996014930294 0 0 1.78544303797468 5.50270749751018 "NTM;LYPD1;LYPD4;MSLN;PIGX;PRSS41;DPM3;VNN1;LYPD6B;SPACA4;MDGA2;PIGH;OPCML"
"45" "Creatine Metabolism R-HSA-71288" "3/10" 0.0462498426387621 0.999996014930294 0 0 4.6407438715131 14.2642415246967 "GAMT;CKMT1A;CKB"
"46" "Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817" "3/10" 0.0462498426387621 0.999996014930294 0 0 4.6407438715131 14.2642415246967 "PAICS;PFAS;COASY"
"47" "Pantothenate and CoA biosynthesis" "5/21" 0.0279512751425099 0.999995276038254 0 0 3.38621889810427 12.1134953258314 "VNN1;PANK1;PPCS;COASY;AASDHPPT"
"48" "Amino sugar and nucleotide sugar metabolism" "8/48" 0.0467810230662611 0.999995276038254 0 0 2.16818991097923 6.63959950172415 "CYB5R2;CYB5R4;FCSK;FPGT;GFPT2;GMPPA;GFPT1;CYB5RL"
"49" "Cysteine And Methionine Catabolism WP4504" "4/15" 0.0327629834833872 0.999994221978926 0 0 3.93907099413316 13.4655406900606 "MAT1A;SUOX;CSAD;CDO1"
"50" "Biomarkers For Pyrimidine Metabolism Disorders WP4584" "4/15" 0.0327629834833872 0.999994221978926 0 0 3.93907099413316 13.4655406900606 "RRM1;PUS1;CKB;DHODH"
"51" "Ciliopathies WP4803" "23/184" 0.0381895352546497 0.999994221978926 0 0 1.55226689478186 5.06845215869239 "NEK9;DNAH11;DNAAF2;IFT172;ANKS3;OCRL;IFT80;RPGRIP1L;TULP1;WDR35;GLIS2;TTBK2;MCIDAS;ARL2BP;BBS12;KIAA0586;TMEM67;MKS1;ANKS6;BBS5;CLUAP1;CCNO;BBS4"
"52" "Classical Pathway Of Steroidogenesis With Glucocorticoid And Mineralocorticoid Metabolism WP4523" "4/16" 0.0408365178678009 0.999994221978926 0 0 3.61061772251826 11.5474001600161 "POR;H6PD;CYP11B1;HSD17B3"
"53" "Steroid Biosynthesis WP496" "3/10" 0.0462498426387621 0.999994221978926 0 0 4.6407438715131 14.2642415246967 "HSD17B1;HSD17B2;HSD17B3"
