"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"39" "Regulation Of Protein Polymerization (GO:0032271)" "4/33" 0.0230819497881777 0.924322233566115 0 0 4.02858782409098 15.1825565027467 "PLEKHG2;TPPP2;ARHGAP40;ARHGAP28"
"40" "Negative Regulation Of Interleukin-6 Production (GO:0032715)" "4/34" 0.0254915865305895 0.924322233566115 0 0 3.89409984871407 14.2890365474486 "GHSR;NLRP12;NMBR;CX3CL1"
"41" "DNA Cytosine Deamination (GO:0070383)" "2/8" 0.0270570254921628 0.924322233566115 0 0 9.71794871794872 35.0799347103081 "APOBEC3D;CDADC1"
"42" "mRNA Pseudouridine Synthesis (GO:1990481)" "2/8" 0.0270570254921628 0.924322233566115 0 0 9.71794871794872 35.0799347103081 "TRUB1;PUS7L"
"43" "Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000049)" "2/8" 0.0270570254921628 0.924322233566115 0 0 9.71794871794872 35.0799347103081 "FOXA1;DENND6A"
"44" "Positive Regulation Of Respiratory Burst (GO:0060267)" "2/8" 0.0270570254921628 0.924322233566115 0 0 9.71794871794872 35.0799347103081 "IGHA1;IGHA2"
"45" "Regulation Of GTPase Activity (GO:0043087)" "13/214" 0.0271366266984802 0.924322233566115 0 0 1.8980404724842 6.84598699451234 "ARHGAP11A;ARHGAP11B;ASAP3;CX3CL1;RASGRP4;SFRP1;TBC1D2;RASGEF1A;PRTN3;RGL4;RGS11;RGS8;TBC1D10B"
"46" "Extracellular Structure Organization (GO:0043062)" "8/109" 0.0289991234007232 0.924322233566115 0 0 2.31885106318851 8.20986825175138 "MMP12;ADAMTS2;ADAMTS3;MMP7;IBSP;ADAMTS19;MMP23B;NDNF"
"47" "Regulation Of Wnt Signaling Pathway (GO:0030111)" "8/109" 0.0289991234007232 0.924322233566115 0 0 2.31885106318851 8.20986825175138 "SFRP1;HMGXB4;FRZB;SPIN1;RSPO3;RSPO1;TRABD2B;RSPO4"
"48" "External Encapsulating Structure Organization (GO:0045229)" "8/110" 0.030400988769319 0.924322233566115 0 0 2.29599785119527 8.02056370836235 "MMP12;ADAMTS2;ADAMTS3;MMP7;IBSP;ADAMTS19;MMP23B;NDNF"
"49" "Negative Regulation Of Viral Genome Replication (GO:0045071)" "5/53" 0.0309508040394796 0.924322233566115 0 0 3.04403409090909 10.5791030599146 "IFITM3;APOBEC3D;SETDB1;MX1;IFNL3"
"50" "Mitotic Nuclear Membrane Organization (GO:0101024)" "2/9" 0.0340317546832578 0.924322233566115 0 0 8.32923938806292 28.1566708181078 "BROX;REEP3"
"51" "Mitotic Nuclear Membrane Reassembly (GO:0007084)" "2/9" 0.0340317546832578 0.924322233566115 0 0 8.32923938806292 28.1566708181078 "BROX;REEP3"
"52" "Negative Regulation Of Telomerase Activity (GO:0051974)" "2/9" 0.0340317546832578 0.924322233566115 0 0 8.32923938806292 28.1566708181078 "GDF1;MEN1"
"53" "Protein K11-linked Deubiquitination (GO:0035871)" "2/9" 0.0340317546832578 0.924322233566115 0 0 8.32923938806292 28.1566708181078 "OTUD7A;OTUD3"
"54" "Negative Regulation Of Cell Communication (GO:0010648)" "3/22" 0.0352185703602491 0.924322233566115 0 0 4.60709174749563 15.4161664110008 "IL11;NLRP12;ADIPOQ"
"55" "Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)" "4/38" 0.0365989352633229 0.924322233566115 0 0 3.43525852095755 11.3629287262251 "NEUROD1;IL11;NDNF;MEN1"
"56" "Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)" "6/75" 0.0385053254491926 0.924322233566115 0 0 2.54219172659497 8.27981352175619 "TBC1D2;DMTN;TBC1D10C;TBC1D24;TBC1D13;TBC1D10B"
"57" "Defense Response To Gram-negative Bacterium (GO:0050829)" "6/75" 0.0385053254491926 0.924322233566115 0 0 2.54219172659497 8.27981352175619 "LCE3C;FCN2;IGHM;DEFB118;NLRP10;DEFA5"
"58" "Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)" "4/39" 0.0397474121606699 0.924322233566115 0 0 3.33693537929544 10.7623191662039 "DMTN;SPOCK1;AP1AR;CX3CL1"
"59" "Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)" "4/39" 0.0397474121606699 0.924322233566115 0 0 3.33693537929544 10.7623191662039 "TUT7;NLRP6;SAMD4B;CNOT10"
"60" "Cellular Response To Type III Interferon (GO:0071358)" "2/10" 0.0416180974340012 0.924322233566115 0 0 7.28770739064857 23.169226342845 "IFNL3;JAK1"
"61" "Surfactant Homeostasis (GO:0043129)" "2/10" 0.0416180974340012 0.924322233566115 0 0 7.28770739064857 23.169226342845 "NKIRAS1;MBL2"
"62" "Type III Interferon-Mediated Signaling Pathway (GO:0038196)" "2/10" 0.0416180974340012 0.924322233566115 0 0 7.28770739064857 23.169226342845 "IFNL3;JAK1"
"63" "Induction Of Positive Chemotaxis (GO:0050930)" "2/10" 0.0416180974340012 0.924322233566115 0 0 7.28770739064857 23.169226342845 "PGF;MEN1"
"64" "Positive Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000052)" "2/10" 0.0416180974340012 0.924322233566115 0 0 7.28770739064857 23.169226342845 "SFRP1;RSPO3"
"65" "Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)" "3/24" 0.0440937749605846 0.924322233566115 0 0 4.16788951230039 13.0098031345675 "SDCBP;GIPC1;MEN1"
"66" "Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)" "3/24" 0.0440937749605846 0.924322233566115 0 0 4.16788951230039 13.0098031345675 "SDCBP;GIPC1;MEN1"
"67" "Organophosphate Ester Transport (GO:0015748)" "3/25" 0.0489083640619468 0.924322233566115 0 0 3.9782340016479 12.0055418326769 "SLC44A4;OSBPL5;OSBPL2"
"68" "Digestive System Development (GO:0055123)" "2/11" 0.0497677999691884 0.924322233566115 0 0 6.47762694821518 19.4353882760179 "NKX2-6;MIXL1"
