"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"12" "RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)" "64/1122" 2.39671290253805e-07 1.05663664876641e-05 0 0 2.13136726304293 32.4905571789782 "ZNF496;RORC;TCF21;RORB;ETS1;NR2E3;GLI4;LYL1;HHEX;ZNF280B;ZNF41;MLX;TEAD3;ZSCAN5A;POU1F1;TGIF2;SOX13;FOXL1;HNF1A;ZFY;ZNF837;HAND2;HOXB7;HOXB5;GCM1;ZBTB8A;ZNF394;DLX4;SATB2;ZBTB48;CREM;WIZ;TBXT;GLIS2;ZBTB2;ZNF628;GSC;TBX21;NRIP1;HESX1;ZBED1;E4F1;ZNF500;ZNF784;ATOH1;ZBTB17;ZNF384;EGR4;FOXF1;ZNF76;ST18;PBX1;TBX3;TBX18;NFATC4;RAX2;TBX2;GFI1B;ZNF71;NFE2L3;ZSCAN4;HOXD9;ZNF497;ZNF574"
"13" "Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)" "63/1098" 2.44466062696599e-07 1.05663664876641e-05 0 0 2.14326170248209 32.6294219649206 "ZNF496;RORC;RORB;ETS1;NR2E3;GLI4;LYL1;HHEX;ZNF280B;ZNF41;MLX;TEAD3;ZSCAN5A;POU1F1;TGIF2;FOXH1;SOX13;FOXL1;HNF1A;ZFY;ZNF837;HOXB7;HOXB5;GCM1;ZBTB8A;ZNF394;DLX4;SATB2;ZBTB48;CREM;WIZ;TBXT;GLIS2;ZBTB2;ZNF628;GSC;TBX21;NRIP1;HESX1;ZBED1;E4F1;ZNF500;ZNF784;ZBTB17;ZNF384;EGR4;FOXF1;ZNF76;FOXN2;ST18;PBX1;TBX3;TBX18;NFATC4;RAX2;TBX2;GFI1B;ZNF71;NFE2L3;ZSCAN4;HOXD9;ZNF497;ZNF574"
"14" "Double-Stranded DNA Binding (GO:0003690)" "43/650" 5.97087071366923e-07 2.32266870761733e-05 0 0 2.45823328085011 35.2294398889872 "GCM1;DLX4;FOXG1;ZBTB48;RORC;CREM;TCF21;RORB;TBXT;BARX2;GLIS2;ZBTB2;GSC;TBX21;HESX1;MLX;ZBED1;MSX1;ZNF385D;ZNF784;ATOH1;ZNF384;ZSCAN5A;POU1F1;TGIF2;ZBTB14;EGR4;ZNF76;FOXN2;PBX1;ADRA2A;TBX3;TBX18;NFATC4;TBX2;GFI1B;ELF3;HAND2;ELF5;ZSCAN4;HOXB7;HOXD9;HOXB5"
"15" "Transcription Cis-Regulatory Region Binding (GO:0000976)" "33/474" 4.28197384034916e-06 0.000151426165808711 0 0 2.57214335009366 31.7945121032554 "ZBTB8A;ZBTB46;SATB2;ZBTB48;CREM;PRDM14;TCF21;BARX2;ETS1;GLIS2;HHEX;DEAF1;TBX21;HESX1;ZNF625;MLX;E4F1;MSX1;ZBTB17;ZBTB14;FOXF1;FOXH1;SOX13;RFXANK;HNF1A;FOXN2;ZNF14;PBX1;TBX18;HAND2;ZNF579;ATF5;HOXD9"
"16" "Neuropeptide Receptor Activity (GO:0008188)" "8/36" 7.49596728070933e-06 0.000242994272682994 0 0 9.59990096558554 113.28982690868 "GAL;NPY2R;TACR2;NMUR1;NMBR;SSTR1;NTSR1;NTSR2"
"17" "Chemokine Receptor Activity (GO:0004950)" "6/19" 1.19642191497866e-05 0.000358006249943614 0 0 15.4659226783579 175.284428153717 "CCR1;GPR17;CCR8;CCR7;CCR4;CCR3"
"18" "G Protein-Coupled Peptide Receptor Activity (GO:0008528)" "11/77" 1.41826634782127e-05 0.000394075435216053 0 0 5.61817653890825 62.7184588522708 "MC4R;OPRD1;OXTR;AVPR1B;CCKBR;BDKRB2;NMUR1;GPR37L1;NMBR;CRHR1;MCHR2"
"19" "G Protein-Coupled Chemoattractant Receptor Activity (GO:0001637)" "5/13" 2.22917271511853e-05 0.000578098790787406 0 0 20.9127155172414 224.002263652536 "CCR1;GPR17;CCR8;CCR4;CCR3"
"20" "DNA-binding Transcription Factor Binding (GO:0140297)" "22/282" 3.1425000933565e-05 0.0007640203351973 0 0 2.87887689575079 29.847927268334 "ZBTB17;ZBTB8A;POU1F1;CRTC1;FOXH1;CREM;TCF21;PBXIP1;NOC2L;CXXC5;ETS1;TBXT;TBX3;HIPK2;GFI1B;HHEX;GSC;HAND2;MLX;E4F1;ZNF653;TEAD3"
"21" "Glutamate Receptor Activity (GO:0008066)" "5/16" 7.03345743122831e-05 0.00160942055338107 0 0 15.2068965517241 145.412101981246 "GRM3;GRM6;GRM8;GRIN2D;GRIA4"
"22" "Chemokine Activity (GO:0008009)" "7/46" 0.000351185163724465 0.00751326678513402 0 0 6.01685742170171 47.859268901839 "CCL25;CCL13;CXCL3;CXCL2;CCL27;CXCL16;CCL26"
"23" "Cytokine Receptor Activity (GO:0004896)" "9/76" 0.000366971899530968 0.00751326678513402 0 0 4.51212686567164 35.6919400033588 "CCR1;GPR17;IL23R;LEPR;CCR8;IL17RD;CCR4;CCR3;EPOR"
"24" "Chemokine Receptor Binding (GO:0042379)" "7/50" 0.000592538627680615 0.0113904609474644 0 0 5.45602317534401 40.5442237702463 "CCL25;CCL13;CXCL3;CXCL2;CCL27;CXCL16;CCL26"
"25" "DNA Binding (GO:0003677)" "42/846" 0.000614909202819416 0.0113904609474644 0 0 1.79045380830653 13.238679805289 "ZNF496;GCM1;DLX4;FOXG1;CREM;IGHMBP2;CXXC5;BARX2;ETS1;NR2E3;PGBD1;LYL1;TFPT;HHEX;RNF138;TBX21;HESX1;MLX;PLAGL2;ZBED1;ZFPL1;MBD4;ZBTB14;EGR4;FOXF1;FOXH1;SOX13;DNTTIP1;TET1;ZNF76;FOXL1;HNF1A;ZFY;RC3H2;PBX1;TBX3;TBX2;C1D;ERF;ATF5;DNASE1L2;DNASE1L1"
"26" "Cytokine Activity (GO:0005125)" "14/178" 0.000773166952126378 0.0134969651279848 0 0 2.87807013796933 20.6214173018432 "CCL25;CCL13;MSTN;TGFB3;GDF15;CXCL3;BMP7;CXCL2;IFNA8;CXCL16;BMP4;BMP2;CCL27;CCL26"
"27" "C-C Chemokine Binding (GO:0019957)" "3/7" 0.000798021074405272 0.0134969651279848 0 0 25.014175257732 178.435506232796 "CCR1;CCR7;CCR3"
"28" "Transcription Regulatory Region Nucleic Acid Binding (GO:0001067)" "16/224" 0.000956482442411184 0.0155029862540813 0 0 2.59659321346492 18.0521603005578 "ZBTB8A;ZBTB14;ZBTB46;FOXH1;ZBTB48;SOX13;HNF1A;ETS1;PBX1;TBX18;GLIS2;HHEX;HAND2;TBX21;ZNF579;ATF5"
"29" "Neuropeptide Binding (GO:0042923)" "5/28" 0.00118390535772349 0.0184215673661775 0 0 7.26836581709145 48.9810570089675 "OPRD1;MC4R;NMUR1;SSTR1;SSTR3"
"30" "Adenylate Cyclase Inhibiting G Protein-Coupled Glutamate Receptor Activity (GO:0001640)" "3/8" 0.00124912885915619 0.018688889469683 0 0 20.0103092783505 133.775098376127 "GRM3;GRM6;GRM8"
"31" "Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315)" "5/34" 0.00290206479697489 0.0418112298527122 0 0 5.7627824019025 33.6680926250587 "CHRNB3;CHRNA4;GRIK5;GRIA4;GRIN2D"
"32" "Ligand-Gated Monoatomic Ion Channel Activity (GO:0015276)" "4/23" 0.00412110759873033 0.0548645071613717 0 0 7.02817284174291 38.5961481361018 "CHRNA4;GRIK5;TRPV1;GRIA4"
"33" "Transmembrane Receptor Protein Kinase Activity (GO:0019199)" "5/37" 0.00423119592504152 0.0548645071613717 0 0 5.22171336206897 28.5380765260626 "NTRK3;INSRR;KIT;ACVR1B;ROS1"
"34" "Calcium Channel Regulator Activity (GO:0005246)" "5/37" 0.00423119592504152 0.0548645071613717 0 0 5.22171336206897 28.5380765260626 "REM1;NRXN1;NPY2R;PRKG1;GEM"
"35" "Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005231)" "4/26" 0.00649299958623819 0.0814766722273115 0 0 6.06884681583477 30.5689675379156 "CHRNB3;P2RX3;CHRNA4;TRPV1"
"36" "Vasopressin Receptor Activity (GO:0005000)" "2/5" 0.00805410284171978 0.0979076876696561 0 0 22.1978273299028 107.028459288064 "OXTR;AVPR1B"
"37" "Ionotropic Glutamate Receptor Activity (GO:0004970)" "3/16" 0.0104931813735495 0.123692350130628 0 0 7.69310071371927 35.0576878663811 "GRIK5;GRIN2D;GRIA4"
"38" "Receptor Ligand Activity (GO:0048018)" "17/319" 0.0131693425895169 0.150672772568297 0 0 1.89418547710102 8.2015649037898 "JAG2;CCL25;EPHA7;MSTN;GDF15;TGFB3;SEMA3D;IGF2;IFNA8;BMP7;BMP4;NPPC;BMP2;THPO;ANGPTL3;S100A4;CCL26"
"39" "Transcription Coactivator Binding (GO:0001223)" "4/34" 0.0167697845366172 0.184649083365636 0 0 4.44865174985657 18.1868737689927 "ZBTB17;ZBTB8A;HAND2;VGLL4"
"40" "RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)" "13/228" 0.0170883470466913 0.184649083365636 0 0 2.02959830866808 8.25916314323263 "ZBTB8A;POU1F1;ETS1;TBXT;TBX3;HIPK2;GFI1B;GSC;HAND2;NRIP1;MLX;E4F1;TEAD3"
"41" "Polyubiquitin Modification-Dependent Protein Binding (GO:0031593)" "5/53" 0.0190507919487486 0.200290758596303 0 0 3.47826867816092 13.7761930354732 "SHARPIN;ZFAND6;ZFAND2B;OTUD7B;ASCC2"
"42" "cAMP Response Element Binding Protein Binding (GO:0008140)" "2/8" 0.0212744967187309 0.212199467271444 0 0 11.0971983990852 42.726946641393 "CRTC1;CREM"
"43" "pre-miRNA Binding (GO:0070883)" "2/8" 0.0212744967187309 0.212199467271444 0 0 11.0971983990852 42.726946641393 "LIN28A;TARBP2"
"44" "Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:0099529)" "3/21" 0.0223737475374418 0.217584694801621 0 0 5.55469644902635 21.10710768928 "GRIK5;GRIN2D;GRIA4"
"45" "Transcription Coregulator Binding (GO:0001221)" "7/99" 0.0261297641490506 0.24201138699954 0 0 2.54364751015496 9.27078178103231 "ZBTB17;ZBTB8A;HAND2;WIZ;ETS1;PBX1;VGLL4"
"46" "Protein Tyrosine Kinase Activity (GO:0004713)" "7/99" 0.0261297641490506 0.24201138699954 0 0 2.54364751015496 9.27078178103231 "CCL13;EPHA7;NTRK3;INSRR;KIT;ROS1;HIPK2"
"47" "Eukaryotic Initiation Factor 4E Binding (GO:0008190)" "2/9" 0.0268291962616336 0.242710635948267 0 0 9.51139426611125 34.4147409005146 "HHEX;EIF4EBP2"
"48" "Protein-Cysteine S-palmitoyltransferase Activity (GO:0019706)" "3/23" 0.0285416509171537 0.249270488175286 0 0 4.99871134020619 17.7773711365143 "ZDHHC24;ZDHHC8;ZDHHC2"
"49" "Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)" "4/40" 0.0288359176552388 0.249270488175286 0 0 3.70606234461656 13.1421919373531 "GABRB2;GRIK5;GRIA4;GRIN2D"
"50" "Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential (GO:0099507)" "2/10" 0.0328959947819657 0.272266850429461 0 0 8.32204116638079 28.4148137072656 "GRIK5;GRIA4"
"51" "Magnesium Ion Transmembrane Transporter Activity (GO:0015095)" "2/10" 0.0328959947819657 0.272266850429461 0 0 8.32204116638079 28.4148137072656 "MRS2;TUSC3"
"52" "Regulatory RNA Binding (GO:0061980)" "4/42" 0.0337553169557594 0.273558714495634 0 0 3.51064408007972 11.8962293855155 "LIN28A;DND1;ZNF346;TARBP2"
"53" "CCR Chemokine Receptor Binding (GO:0048020)" "4/44" 0.0391333387036241 0.306845452147977 0 0 3.33476764199656 10.8072500229987 "CCL25;CCL13;CCL27;CCL26"
"54" "Organic Acid:Sodium Symporter Activity (GO:0005343)" "2/11" 0.0394402894791744 0.306845452147977 0 0 7.39698875547932 23.9142235751909 "SLC6A13;SLC5A12"
"55" "Purine Ribonucleoside Triphosphate Binding (GO:0035639)" "21/476" 0.0413200509631346 0.315166663228615 0 0 1.55155482815057 4.94388578802635 "MAP4K2;IGHMBP2;SEPTIN6;ABCB8;TRPV1;CDC42BPA;ACVR1B;GEM;RND1;RAP2C;REM1;ARL4A;P2RX3;STK17B;RABL3;TLK1;ARFIP2;STK38L;RAB28;ARL5A;CILK1"
"56" "Palmitoyltransferase Activity (GO:0016409)" "3/27" 0.0432831360862598 0.323088360663255 0 0 4.16473367697594 13.0772312052477 "ZDHHC24;ZDHHC8;ZDHHC2"
"57" "GTPase Regulator Activity (GO:0030695)" "19/424" 0.0444097119878376 0.323088360663255 0 0 1.57566636129651 4.90709317167325 "GPSM1;RTKN;DENND5B;ARHGEF28;ARHGEF17;WDR41;ARHGAP19;ADRB1;IQGAP3;RASGRP1;TIAM2;ARHGAP33;ARHGAP32;CYTH2;CHN2;EVI5L;SRGAP1;RGS7;TBC1D16"
"58" "Protein Serine/Threonine Kinase Activity (GO:0004674)" "16/342" 0.0448503122771613 0.323088360663255 0 0 1.6465438235199 5.11157136114168 "MAP4K2;CSNK1G3;PLK2;ACVR1B;CDC42BPA;MAPK15;HIPK2;STK10;SBK1;FASTK;STK17B;STK38L;TLK1;PIM2;CILK1;CSNK1A1L"
"59" "Monocarboxylate:Sodium Symporter Activity (GO:0140161)" "2/12" 0.0464290576695283 0.3283800624263 0 0 6.65694682675815 20.4356935652639 "SLC6A13;SLC5A12"
"60" "GPCR Ligand Binding R-HSA-500792" "59/458" 6.08366642877185e-22 3.91788118012907e-19 0 0 5.34579795496345 261.148989864649 "OXTR;NPY2R;ADM;FZD10;HTR2A;CXCL3;CXCL2;CXCL16;MC4R;GRM3;CRHBP;GRM6;GRM8;BDKRB2;OXER1;CCR8;CCR7;TAS2R1;CCR3;AVPR1B;TACR2;GPR37L1;SSTR1;SSTR3;ADRA2A;ADCYAP1;MTNR1A;GAL;CCKBR;AGTR2;OPRD1;CCL13;CALCA;CALCRL;LHB;ADRB1;CRHR1;MCHR2;HCAR3;PROKR2;P2RY6;CALCR;HRH3;P2RY2;GNG7;DRD2;NTSR1;NTSR2;CCL25;CCR1;GPR17;PPAN-P2RY11;PTCH2;NMBR;TAS2R38;TSHR;GPR183;NMUR1;CCL27"
"61" "Signaling By GPCR R-HSA-372790" "70/689" 6.31206735075015e-20 2.03248568694155e-17 0 0 4.12729582634064 182.46460598475 "GPR27;GPSM1;OXTR;NPY2R;ADM;FZD10;HTR2A;CXCL3;CXCL2;CXCL16;MC4R;GRM3;CRHBP;GNAT3;GRM6;GRM8;BDKRB2;OXER1;CCR8;CCR7;TAS2R1;CCR3;RGS7;TRPC3;AVPR1B;ARHGEF17;TACR2;GPR37L1;SSTR1;SSTR3;ADRA2A;TIAM2;PCP2;ADCYAP1;MTNR1A;GAL;CCKBR;AGTR2;DGKI;OPRD1;CCL13;CALCA;CALCRL;LHB;ADRB1;RASGRP1;CRHR1;MCHR2;HCAR3;PROKR2;P2RY6;CALCR;HRH3;PRKAR2A;P2RY2;GNG7;DRD2;NTSR1;NTSR2;CCL25;CCR1;GPR17;PPAN-P2RY11;PTCH2;NMBR;TAS2R38;TSHR;GPR183;NMUR1;CCL27"
"62" "GPCR Downstream Signaling R-HSA-388396" "65/619" 2.70815804655318e-19 5.81351260660083e-17 0 0 4.25564079422383 181.940764233839 "GPR27;GPSM1;OXTR;NPY2R;ADM;HTR2A;CXCL3;CXCL2;CXCL16;MC4R;GRM3;GNAT3;GRM6;GRM8;BDKRB2;OXER1;CCR8;CCR7;TAS2R1;CCR3;RGS7;TRPC3;AVPR1B;ARHGEF17;TACR2;GPR37L1;SSTR1;SSTR3;ADRA2A;TIAM2;PCP2;ADCYAP1;MTNR1A;GAL;CCKBR;AGTR2;DGKI;OPRD1;CCL13;CALCA;CALCRL;LHB;ADRB1;RASGRP1;CRHR1;MCHR2;HCAR3;PROKR2;P2RY6;CALCR;PRKAR2A;P2RY2;GNG7;NTSR1;NTSR2;CCL25;CCR1;GPR17;PPAN-P2RY11;NMBR;TAS2R38;TSHR;GPR183;NMUR1;CCL27"
"63" "Class A/1 (Rhodopsin-like Receptors) R-HSA-373076" "44/327" 2.45987912029969e-17 3.96040538368251e-15 0 0 5.49831159415557 210.276517922918 "OPRD1;CCL13;OXTR;LHB;NPY2R;ADRB1;HTR2A;CXCL3;CXCL2;MCHR2;CXCL16;MC4R;HCAR3;PROKR2;P2RY6;HRH3;P2RY2;BDKRB2;OXER1;CCR8;CCR7;DRD2;NTSR1;CCR3;NTSR2;CCR1;CCL25;GPR17;PPAN-P2RY11;AVPR1B;TACR2;GPR37L1;NMBR;SSTR1;SSTR3;ADRA2A;TSHR;MTNR1A;GAL;CCKBR;GPR183;NMUR1;AGTR2;CCL27"
"64" "G Alpha (I) Signaling Events R-HSA-418594" "37/312" 4.87181021837517e-13 6.27489156126722e-11 0 0 4.6992700729927 133.224967440895 "OPRD1;GPSM1;CCL13;NPY2R;CXCL3;CXCL2;MCHR2;CXCL16;GRM3;HCAR3;GNAT3;GRM6;PRKAR2A;GNG7;GRM8;BDKRB2;OXER1;CCR8;CCR7;TAS2R1;CCR3;RGS7;CCR1;CCL25;GPR17;GPR37L1;TAS2R38;SSTR1;SSTR3;ADRA2A;PCP2;MTNR1A;GAL;GPR183;NMUR1;AGTR2;CCL27"
"65" "Peptide Ligand-Binding Receptors R-HSA-375276" "29/196" 6.62343151467185e-13 7.10914982574779e-11 0 0 6.01163141343213 168.584135346507 "OPRD1;CCL13;OXTR;NPY2R;CXCL3;CXCL2;MCHR2;CXCL16;MC4R;PROKR2;BDKRB2;CCR8;CCR7;NTSR1;CCR3;NTSR2;CCR1;CCL25;AVPR1B;TACR2;GPR37L1;NMBR;SSTR1;SSTR3;GAL;CCKBR;NMUR1;AGTR2;CCL27"
