"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"25" "tRNA Methylation (GO:0030488)" "4/36" 0.0177359418083045 0.96817328486694 0 0 4.3552513464991 17.5610793616131 "TRMT6;WDR6;TRMT61A;TRMT61B"
"26" "Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956)" "2/8" 0.0196580462682337 0.96817328486694 0 0 11.5879546809779 45.532185830952 "SYT10;ZP3"
"27" "Positive Regulation Of Centriole Replication (GO:0046601)" "2/8" 0.0196580462682337 0.96817328486694 0 0 11.5879546809779 45.532185830952 "CEP295;SASS6"
"28" "Negative Regulation Of Osteoclast Differentiation (GO:0045671)" "3/21" 0.0200478505263073 0.96817328486694 0 0 5.80077658303465 22.6789095074733 "TMEM178A;CARTPT;GPR137B"
"29" "B Cell Homeostasis (GO:0001782)" "2/9" 0.024810319887981 0.96817328486694 0 0 9.93202146690519 36.7136735308627 "DOCK10;PPP2R3C"
"30" "Sequestering Of Extracellular Ligand From Receptor (GO:0035581)" "2/9" 0.024810319887981 0.96817328486694 0 0 9.93202146690519 36.7136735308627 "NRROS;DAND5"
"31" "Toxin Transport (GO:1901998)" "2/9" 0.024810319887981 0.96817328486694 0 0 9.93202146690519 36.7136735308627 "ANTXR2;ANTXR1"
"32" "Muscle Cell Migration (GO:0014812)" "2/9" 0.024810319887981 0.96817328486694 0 0 9.93202146690519 36.7136735308627 "CCN3;THBS4"
"33" "Negative Regulation Of Bone Resorption (GO:0045779)" "2/9" 0.024810319887981 0.96817328486694 0 0 9.93202146690519 36.7136735308627 "CARTPT;GPR137B"
"34" "Phosphatidylglycerol Biosynthetic Process (GO:0006655)" "2/9" 0.024810319887981 0.96817328486694 0 0 9.93202146690519 36.7136735308627 "PLSCR3;TAMM41"
"35" "Regulation Of Osteoclast Differentiation (GO:0045670)" "4/42" 0.0295770548894196 0.96817328486694 0 0 3.66644618728149 12.9086638457936 "TMEM178A;CARTPT;GPR137B;POU4F2"
"36" "Regulation Of Respiratory Burst (GO:0060263)" "2/10" 0.0304445508259299 0.96817328486694 0 0 8.69007155635063 30.3444112055516 "NOXA1;IGHA2"
"37" "Negative Regulation Of Activin Receptor Signaling Pathway (GO:0032926)" "2/10" 0.0304445508259299 0.96817328486694 0 0 8.69007155635063 30.3444112055516 "NOMO3;DAND5"
"38" "Epithelial Cell-Cell Adhesion (GO:0090136)" "2/11" 0.0365297482350221 0.96817328486694 0 0 7.72411051480819 25.5639349854409 "CCN3;THBS4"
"39" "Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)" "2/11" 0.0365297482350221 0.96817328486694 0 0 7.72411051480819 25.5639349854409 "USH1C;PLS1"
"40" "Negative Regulation Of Bone Remodeling (GO:0046851)" "2/11" 0.0365297482350221 0.96817328486694 0 0 7.72411051480819 25.5639349854409 "CARTPT;GPR137B"
"41" "Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)" "3/27" 0.0389843143195981 0.96817328486694 0 0 4.34923835125448 14.111520969091 "STMN2;STMN4;SKA3"
"42" "Potassium Ion Transmembrane Transport (GO:0071805)" "8/137" 0.0394202702056639 0.96817328486694 0 0 2.16549616608492 7.00207798144337 "SLC9A3;ATP4A;KCNJ10;KCNE3;KCNQ2;KCNN2;KCNN3;TMEM175"
"43" "Regulation Of Bone Resorption (GO:0045124)" "3/28" 0.0427808096909819 0.96817328486694 0 0 4.17505376344086 13.1583735274996 "SIGLEC15;CARTPT;GPR137B"
"44" "Cardiolipin Metabolic Process (GO:0032048)" "2/12" 0.0430362752749596 0.96817328486694 0 0 6.95134168157424 21.8669183034901 "PLSCR3;TAMM41"
"45" "Eye Photoreceptor Cell Differentiation (GO:0001754)" "2/12" 0.0430362752749596 0.96817328486694 0 0 6.95134168157424 21.8669183034901 "MYO7A;TULP1"
"46" "Protein Processing (GO:0016485)" "7/117" 0.0467545102788935 0.96817328486694 0 0 2.22026583524778 6.80032911603087 "PSENEN;SPCS1;CPXM2;HJV;PTCH1;TLL1;OMA1"
"47" "Regulation Of Flagellated Sperm Motility (GO:1901317)" "2/13" 0.0499357977338147 0.96817328486694 0 0 6.31907627256464 18.938379922932 "KIF9;TACR3"
"48" "Regulation Of Leukocyte Migration (GO:0002685)" "2/13" 0.0499357977338147 0.96817328486694 0 0 6.31907627256464 18.938379922932 "TNFSF18;ZP3"
"49" "Neuromuscular Process Controlling Balance (GO:0050885)" "2/13" 0.0499357977338147 0.96817328486694 0 0 6.31907627256464 18.938379922932 "USH1C;MYO7A"
"50" "Protein Hydroxylation (GO:0018126)" "2/13" 0.0499357977338147 0.96817328486694 0 0 6.31907627256464 18.938379922932 "P3H1;P3H3"
