"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"17" "Neuropeptide Signaling Pathway (GO:0007218)" "9/68" 0.000156084720571034 0.0204470983948054 0 0 5.1260593220339 44.9304821157897 "OPRD1;GAL;CPE;NMUR1;SSTR1;SSTR3;MCHR2;NTSR1;NTSR2"
"18" "Positive Regulation Of DNA-templated Transcription (GO:0045893)" "59/1243" 0.000167936760096072 0.0207775091518863 0 0 1.72713011252698 15.012082082793 "CDKN1C;ZNF496;MSTN;CRTC1;RORC;TCF21;RORB;ETS1;NR2E3;LYL1;HHEX;MLX;EPC2;PIM2;POU1F1;FOXH1;PTOV1;TET1;HNF1A;ZFY;ADCYAP1;GAL;ELF3;HAND2;ATF5;HOXB7;GCM1;SATB2;ZBTB48;CXXC1;TBXT;BARX2;GLIS2;TFPT;DEAF1;TBX21;NRIP1;ZBED1;E4F1;APBB2;ATOH1;ZBED3;ZBTB17;EGR4;FOXF1;TGFB3;DAB2IP;IGF2;ZNF76;MICAL2;RFXANK;BMP7;ST18;PBX1;TBX3;HIPK2;RAX2;BMP4;BMP2"
"19" "Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)" "47/938" 0.000239618031318093 0.0280857555655469 0 0 1.81623755105787 15.1409997565093 "GCM1;CRTC1;SATB2;TCF21;RORB;TBXT;BARX2;ETS1;NR2E3;GLIS2;HHEX;TBX21;NRIP1;MLX;ZBED1;E4F1;APBB2;ATOH1;ZBED3;ZBTB17;POU1F1;EGR4;FOXF1;TGFB3;FOXH1;DAB2IP;PTOV1;IGF2;TET1;ZNF76;MICAL2;RFXANK;HNF1A;ZFY;ST18;PBX1;TBX3;HIPK2;RAX2;BMP4;ADCYAP1;BMP2;GAL;ELF3;HAND2;ATF5;HOXB7"
"20" "Embryonic Organ Development (GO:0048568)" "9/77" 0.000404957378054695 0.043308321567347 0 0 4.44554227941176 34.7273703701476 "STIL;THPO;KIT;IGF2;TBC1D23;HOXB7;PBX1;TEAD3;TBX2"
"21" "Negative Regulation Of Mitotic Cell Cycle (GO:0045930)" "6/34" 0.000408385609750465 0.043308321567347 0 0 7.17505551443375 55.9891014253883 "CDKN1C;BMP4;TOM1L2;FZD3;BTG1;BMP7"
"22" "Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)" "10/95" 0.00046083270138947 0.0465563948407082 0 0 3.95498721227621 30.3840922999954 "CDKN1C;BMP4;ADAM17;BMP2;MSTN;GDF15;TGFB3;ACVR1B;BMP7;HIPK2"
"23" "Glutamate Receptor Signaling Pathway (GO:0007215)" "6/35" 0.000480824913038297 0.0465563948407082 0 0 6.92728247275326 52.9244890785889 "GRM3;GRM6;GRM8;GRIA4;GRIN2D;CDK5R1"
"24" "Regulation Of p38MAPK Cascade (GO:1900744)" "6/37" 0.000655420270486329 0.0596604274408688 0 0 6.4796924619756 47.497661305902 "BMP4;BMP2;HAND2;DAB2IP;PTPN22;RASGRP1"
"25" "SMAD Protein Signal Transduction (GO:0060395)" "7/51" 0.000669739867993588 0.0596604274408688 0 0 5.33174740484429 38.9677219971728 "BMP4;BMP2;MSTN;GDF15;TGFB3;BMP7;HIPK2"
"26" "Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)" "7/52" 0.000754699606184423 0.0646429239604889 0 0 5.21299500192234 37.4772155023057 "MTNR1A;HRH3;GRM8;OXER1;GPR37L1;DRD2;ADRA2A"
"27" "Positive Regulation Of Intracellular Signal Transduction (GO:1902533)" "29/525" 0.000857427706133795 0.0707219074651838 0 0 1.989480592945 14.0488638122919 "CXXC5;CALCR;SHARPIN;THPO;PDGFC;PMAIP1;CCR7;PIM2;WLS;AVPR1B;GDF15;TGFB3;PLK2;NTRK3;DAB2IP;IGF2;CFLAR;GPR37L1;BMP7;ADRA2A;BMP4;BMP2;LIN28A;P2RX3;NEDD4;C18ORF32;KIT;S100A4;TMEM9B"
"28" "In Utero Embryonic Development (GO:0001701)" "5/27" 0.000996200307031379 0.0779303546615534 0 0 7.59913793103448 52.521914546048 "STIL;BMP2;FOXF1;TGFB3;IGF2"
"29" "Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)" "10/105" 0.00101480928836329 0.0779303546615534 0 0 3.53684210526316 24.3796456631569 "BMP4;MAP4K2;BMP2;RASSF2;HAND2;DAB2IP;CCR7;BIRC7;RASGRP1;HIPK2"
"30" "Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)" "7/55" 0.00106162746916583 0.0788081457944098 0 0 4.88642589388697 33.4620109503299 "GRM3;GRM6;NRXN1;GRM8;DRD2;DGKI;GRIN2D"
"31" "Negative Regulation Of Mitotic Nuclear Division (GO:0045839)" "3/8" 0.00124912885915619 0.0897358054626076 0 0 20.0103092783505 133.775098376127 "BMP4;TOM1L2;BMP7"
"32" "Chemokine-Mediated Signaling Pathway (GO:0070098)" "7/57" 0.00131543778625115 0.0915462484369161 0 0 4.69048442906574 31.1147306760759 "CCL25;CCR1;CCL13;THPO;CXCL3;CXCL2;CCL26"
"33" "Lymphocyte Differentiation (GO:0030098)" "9/91" 0.00137218547997936 0.0926017292095162 0 0 3.68387957317073 24.2817417219488 "JAG2;LYL1;HHEX;KIT;LEPR;RABL3;PTPN22;IFNA8;PBX1"
"34" "Chordate Embryonic Development (GO:0043009)" "7/59" 0.00161435649484704 0.104830935237134 0 0 4.50961538461539 28.9915004220492 "STIL;BMP2;DEAF1;FOXF1;TGFB3;IGF2;BMP7"
"35" "Inflammatory Response (GO:0006954)" "16/236" 0.00164754500821719 0.104830935237134 0 0 2.45342706502636 15.7227112233984 "CCR1;CCL25;CCL13;ADM;CXCL3;CXCL2;NFATC4;CRHBP;BMP2;ELF3;KIT;BDKRB2;CCR7;AGTR2;CCR3;CCL26"
"36" "T Cell Differentiation (GO:0030217)" "6/46" 0.00211517590238223 0.130847131516812 0 0 5.01943005181347 30.9127487580931 "JAG2;KIT;LEPR;SOX13;RABL3;PTPN22"
"37" "Activation Of Adenylate Cyclase Activity (GO:0007190)" "4/20" 0.00241678163344381 0.139163393542265 0 0 8.34724612736661 50.2948167444548 "ADCYAP1;CALCR;ADRB1;CRHR1"
"38" "Response To ATP (GO:0033198)" "4/20" 0.00241678163344381 0.139163393542265 0 0 8.34724612736661 50.2948167444548 "TRPC3;P2RX3;P2RY2;TRPV1"
"39" "Megakaryocyte Development (GO:0035855)" "3/10" 0.00256205619004619 0.139163393542265 0 0 14.2916053019146 85.2772248511613 "THPO;KIT;GP1BA"
"40" "Negative Regulation Of Nuclear Division (GO:0051784)" "3/10" 0.00256205619004619 0.139163393542265 0 0 14.2916053019146 85.2772248511613 "BMP4;TOM1L2;BMP7"
"41" "Negative Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030948)" "3/10" 0.00256205619004619 0.139163393542265 0 0 14.2916053019146 85.2772248511613 "HHEX;NEDD4;DAB2IP"
"42" "Regulation Of MAPK Cascade (GO:0043408)" "14/204" 0.00280740743562826 0.148859437122479 0 0 2.48087381325468 14.5763588132661 "EPHA7;AVPR1B;GDF15;IGF2;DAB2IP;GPR37L1;RASGRP1;ADRA2A;BMP4;BMP2;SPRED1;THPO;KIT;ROS1"
"43" "Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)" "6/49" 0.00293338992980877 0.15192231101591 0 0 4.66851427882877 27.2248917718439 "BMP4;BMP2;MSTN;GDF15;TGFB3;BMP7"
"44" "Negative Regulation Of Cell Cycle (GO:0045786)" "8/85" 0.00341056450214076 0.170341943557169 0 0 3.4820500123793 19.7810994237818 "CDKN1C;BMP4;NPPC;ZBTB17;HHEX;BMP2;BTG1;BMP7"
"45" "Protein Phosphorylation (GO:0006468)" "26/500" 0.00353303480314584 0.170341943557169 0 0 1.8586007261309 10.4929126533454 "ACVR1B;STK10;FASTK;TLK1;STK38L;PIM2;ERC1;ROS1;PRKG1;CSNK1G3;MAP4K2;EPHA7;PLK2;INSRR;DAB2IP;CDC42BPA;MAPK15;HIPK2;BMP4;BMP2;SBK1;STK17B;KIT;CILK1;CSNK1A1L;CDK5R1"
"46" "Regulation Of Cell Population Proliferation (GO:0042127)" "36/766" 0.00366632496035115 0.170341943557169 0 0 1.67841904334157 9.41352312730926 "IL21;BTG1;ELN;CDCA7;ETS1;HHEX;CCND2;FTMT;THPO;PDGFC;PIM2;DRD2;S100A11;JAG2;ZBTB17;POU1F1;EGR4;AVPR1B;TGFB3;NTRK3;DAB2IP;IGF2;MAPK15;ST18;ADRA2A;TBX3;TSHR;EPOR;BMP4;ADAM17;BMP2;CCKBR;CEACAM6;KIT;BIRC7;ATF5"
"47" "Cellular Response To Organonitrogen Compound (GO:0071417)" "9/105" 0.00367571881651312 0.170341943557169 0 0 3.14436848958333 17.6273504083183 "CRHBP;GABRB2;KCNE1;P2RY6;DMTN;P2RX3;P2RY2;TRPV1;TSHR"
"48" "Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)" "5/36" 0.00374798169479177 0.170341943557169 0 0 5.39043381535039 30.1138622603688 "ERO1A;CCR7;GP1BA;HTR2A;DRD2"
"49" "Positive Regulation Of Phospholipase C Activity (GO:0010863)" "5/36" 0.00374798169479177 0.170341943557169 0 0 5.39043381535039 30.1138622603688 "P2RY6;AVPR1B;KIT;NMUR1;HTR2A"
"50" "Rescue Of Stalled Ribosome (GO:0072344)" "4/23" 0.00412110759873033 0.179955031811224 0 0 7.02817284174291 38.5961481361018 "PTRH1;ASCC2;ZNF598;ANKZF1"
"51" "Endocardial Cushion Development (GO:0003197)" "4/23" 0.00412110759873033 0.179955031811224 0 0 7.02817284174291 38.5961481361018 "BMP4;BMP2;FOXF1;TBX2"
"52" "Regulation Of GTPase Activity (GO:0043087)" "14/214" 0.00430799836023892 0.184498314389463 0 0 2.35560420315236 12.8316401401489 "CCL25;GPSM1;CCL13;WDR41;DAB2IP;ADRB1;FZD10;RASGRP1;ADCYAP1;CHN2;EVI5L;PRKG1;CCL26;RGS7"
"53" "G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)" "3/12" 0.00449651062334401 0.18893828600353 0 0 11.1145475372279 60.0680564502964 "GRM3;GRM6;GRM8"
"54" "Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)" "10/130" 0.0049135638299146 0.202639012022589 0 0 2.7963768115942 14.8648561699943 "BMP4;BMP2;MSTN;TGFB3;GDF15;FOXH1;LPXN;ACVR1B;BMP7;HIPK2"
"55" "Cellular Response To Organic Cyclic Compound (GO:0071407)" "11/152" 0.00516729545585092 0.205837581073252 0 0 2.61959127190056 13.7932112076678 "CRHBP;GABRB2;KCNE1;P2RY6;DMTN;P2RX3;P2RY2;NRIP1;RORC;TRPV1;SSTR1"
"56" "Positive Regulation Of MAP Kinase Activity (GO:0043406)" "8/91" 0.00517597868886488 0.205837581073252 0 0 3.22933327765133 16.9983282459403 "MAP4K2;NTRK3;KIT;PDGFC;DAB2IP;FZD10;RASGRP1;ADRA2A"
"57" "Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)" "5/39" 0.00532809136442971 0.20816946436114 0 0 4.91404665314402 25.7238656586569 "ERO1A;CCR7;GP1BA;HTR2A;DRD2"
"58" "B Cell Activation (GO:0042113)" "8/92" 0.00552774639946106 0.212246400544824 0 0 3.19072377651234 16.5853026430444 "LYL1;HHEX;CHRNA4;GPR183;KIT;RABL3;IFNA8;RASGRP1"
"59" "Negative Regulation Of Myoblast Differentiation (GO:0045662)" "3/13" 0.00571957165426977 0.215889594475572 0 0 10.0025773195876 51.6519225411528 "BMP4;MSTN;TBX3"
"60" "Regulation Of Gene Expression (GO:0010468)" "48/1127" 0.00589666650856691 0.21706676520638 0 0 1.51897318539305 7.79744847382738 "OPRD1;PRDM8;GCM1;BTG1;DLX4;NAB1;CREM;CXXC1;TULP3;PTPN22;RORB;ACVR1B;ETS1;ZBTB2;GLI4;LYL1;CALCR;ZNF628;FASTK;ZNF280B;MLX;ADNP2;HMG20B;ZBED1;ASCC2;APBB2;ERC1;CCNL2;ZFPL1;NTSR1;CCR1;ZNF462;ZBTB17;POU1F1;TGIF2;NTRK3;SOX13;IGF2;FOXN2;BMP7;ST18;BMP4;BMP2;HAND2;C1D;ATF5;HOXB7;ZNF134"
"61" "Notch Signaling Pathway (GO:0007219)" "5/40" 0.00594569945109528 0.21706676520638 0 0 4.77339901477832 24.4640857237479 "JAG2;NOTCH3;ADAM17;BMP2;CRTC1"
"62" "Regulation Of MAP Kinase Activity (GO:0043405)" "9/114" 0.00630221072745389 0.220281911475255 0 0 2.8735119047619 14.5596675818081 "BMP4;BMP2;NTRK3;PDGFC;KIT;DAB2IP;RASGRP1;BMP7;ADRA2A"
"63" "Regulation Of Vasoconstriction (GO:0019229)" "4/26" 0.00649299958623819 0.220281911475255 0 0 6.06884681583477 30.5689675379156 "OXTR;AVPR1B;BDKRB2;ADM"
"64" "Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)" "4/26" 0.00649299958623819 0.220281911475255 0 0 6.06884681583477 30.5689675379156 "ADCYAP1;CALCR;ADRB1;CRHR1"
"65" "Positive Regulation Of Cell Migration (GO:0030335)" "16/272" 0.00658902487135826 0.220281911475255 0 0 2.10445957820738 10.5693323782146 "CCR1;DMTN;SEMA3D;NTRK3;DAB2IP;ACVR1B;ADRA2A;CXCL16;ADAM17;BMP2;CEACAM6;PDGFC;KIT;ANGPTL3;S100A11;CCL26"
"66" "Cellular Response To ATP (GO:0071318)" "3/14" 0.00712291908777005 0.220281911475255 0 0 9.09278350515464 44.9587011365687 "P2RX3;P2RY2;TRPV1"
"67" "Smooth Muscle Contraction (GO:0006939)" "3/14" 0.00712291908777005 0.220281911475255 0 0 9.09278350515464 44.9587011365687 "BDKRB2;APBB2;NMUR1"
"68" "Positive Regulation Of JNK Cascade (GO:0046330)" "7/77" 0.00726329258076577 0.220281911475255 0 0 3.34688581314879 16.4831516711789 "MAP4K2;RASSF2;DAB2IP;CCR7;BIRC7;RASGRP1;HIPK2"
"69" "Translational Elongation (GO:0006414)" "5/42" 0.0073288576640274 0.220281911475255 0 0 4.51491146318733 22.1950140792085 "PTRH1;ASCC2;GTPBP2;ZNF598;ANKZF1"
"70" "Anterior/Posterior Pattern Specification (GO:0009952)" "6/59" 0.00740032078696618 0.220281911475255 0 0 3.78570730276664 18.5735580469281 "HHEX;BMP2;HOXB7;HOXD9;WLS;HOXB5"
"71" "Cellular Response To Chemokine (GO:1990869)" "6/59" 0.00740032078696618 0.220281911475255 0 0 3.78570730276664 18.5735580469281 "CCL25;CCR1;CCL13;CXCL3;CXCL2;CCL26"
"72" "Activation Of Phospholipase C Activity (GO:0007202)" "4/27" 0.00744896745130202 0.220281911475255 0 0 5.80468457681658 28.4410960760031 "P2RY6;AVPR1B;NMUR1;HTR2A"
"73" "Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)" "4/27" 0.00744896745130202 0.220281911475255 0 0 5.80468457681658 28.4410960760031 "BMP4;BMP2;CPE;WLS"
"74" "Myeloid Cell Development (GO:0061515)" "4/27" 0.00744896745130202 0.220281911475255 0 0 5.80468457681658 28.4410960760031 "DMTN;THPO;KIT;GP1BA"
"75" "Positive Regulation Of Protein Phosphorylation (GO:0001934)" "20/377" 0.00795306679193217 0.220281911475255 0 0 1.88969038943011 9.13513686760925 "OPRD1;MSTN;GDF15;TGFB3;NTRK3;IGF2;RASGRP1;BMP7;RAP2C;BMP4;ADCYAP1;ADAM17;BMP2;RASSF2;CCND2;CALCR;THPO;PDGFC;LEPR;CCR7"
"76" "Regulation Of Hematopoietic Stem Cell Proliferation (GO:1902033)" "2/5" 0.00805410284171978 0.220281911475255 0 0 22.1978273299028 107.028459288064 "THPO;PDCD2"
"77" "Anterior/Posterior Axis Specification, Embryo (GO:0008595)" "2/5" 0.00805410284171978 0.220281911475255 0 0 22.1978273299028 107.028459288064 "TBXT;TBX3"
"78" "Establishment Of Lymphocyte Polarity (GO:0001767)" "2/5" 0.00805410284171978 0.220281911475255 0 0 22.1978273299028 107.028459288064 "SNX27;CCR7"
"79" "Tripartite Regional Subdivision (GO:0007351)" "2/5" 0.00805410284171978 0.220281911475255 0 0 22.1978273299028 107.028459288064 "TBXT;TBX3"
"80" "Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360)" "2/5" 0.00805410284171978 0.220281911475255 0 0 22.1978273299028 107.028459288064 "BMP2;PTGIS"
"81" "Regulation Of T-helper 17 Cell Lineage Commitment (GO:2000328)" "2/5" 0.00805410284171978 0.220281911475255 0 0 22.1978273299028 107.028459288064 "IL23R;TBX21"
"82" "Negative Regulation Of Cell Differentiation (GO:0045596)" "13/207" 0.00811096396092092 0.220281911475255 0 0 2.2517572633552 10.841172165741 "MSTN;IGF2;DAB2IP;TMEM64;RORB;IL17RD;ADIPOR1;BMP7;TBX3;BMP4;BMP2;SPRED1;CCDC85B"
"83" "Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393)" "6/61" 0.00868573461642912 0.22048519607291 0 0 3.64766839378238 17.3121015650051 "BMP4;BMP2;MSTN;GDF15;TGFB3;BMP7"
"84" "Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)" "3/15" 0.00871248192834129 0.22048519607291 0 0 8.33462199312715 39.5311002542317 "ADRB1;DRD2;ADRA2A"
"85" "Regulation Of Systemic Arterial Blood Pressure (GO:0003073)" "3/15" 0.00871248192834129 0.22048519607291 0 0 8.33462199312715 39.5311002542317 "ADM;GPR37L1;DRD2"
"86" "Dendritic Cell Chemotaxis (GO:0002407)" "3/15" 0.00871248192834129 0.22048519607291 0 0 8.33462199312715 39.5311002542317 "CCR1;GPR183;CCR7"
"87" "Vasodilation (GO:0042311)" "3/15" 0.00871248192834129 0.22048519607291 0 0 8.33462199312715 39.5311002542317 "BDKRB2;ADRB1;AGTR2"
"88" "Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)" "3/15" 0.00871248192834129 0.22048519607291 0 0 8.33462199312715 39.5311002542317 "SPRED1;PMAIP1;MSX1"
"89" "Lymphocyte Chemotaxis (GO:0048247)" "5/44" 0.00892171271285189 0.223243305747429 0 0 4.28293545534925 20.2123174251254 "CCL25;CCL13;GPR183;CXCL16;CCL26"
"90" "Positive Regulation Of GTPase Activity (GO:0043547)" "14/234" 0.00924142709426733 0.228673979321482 0 0 2.13922942206655 10.0202767372689 "CCL25;CCL13;NTRK3;WDR41;ADRB1;FZD10;RASGRP1;TIAM2;ADCYAP1;CCR7;EVI5L;CCL26;RGS7;TBC1D16"
