"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"42" "G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)" "4/17" 0.0366249505272026 0.999993326220332 0 0 3.71101055806938 12.2724067780162 "CHRM2;CHRM1;OPRM1;RGS8"
"43" "Mesenchyme Development (GO:0060485)" "4/17" 0.0366249505272026 0.999993326220332 0 0 3.71101055806938 12.2724067780162 "ZFP64;CRELD1;PKD2;SOX4"
"44" "Regulation Of Protein Polymerization (GO:0032271)" "6/33" 0.0373016769074578 0.999993326220332 0 0 2.68164630599186 8.81917578387906 "CAMSAP3;PLEKHG2;ARHGAP40;ARHGAP18;ARHGAP28;PFN2"
"45" "Regulation Of Cilium Assembly (GO:1902017)" "10/71" 0.0437335805610992 0.999993326220332 0 0 1.97979863172841 6.1960550853992 "TBC1D2;MCIDAS;TBC1D21;TBC1D5;TBC1D10C;TBC1D24;TBC1D13;KCTD17;BBS4;TBC1D10B"
"46" "Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)" "4/18" 0.044315737996563 0.999993326220332 0 0 3.44575163398693 10.7383934756998 "CD300A;ITGA1;MAGI2;PPP1R14D"
"47" "Visual Perception (GO:0007601)" "13/101" 0.0449324395191053 0.999993326220332 0 0 1.78496503496504 5.53802405920781 "CABP2;POU6F2;CRYBA2;PAX6;GUCA1C;MYO7A;TULP1;MYO9A;BEST1;CRYGC;RS1;SIX6;FSCN2"
"48" "Actin Crosslink Formation (GO:0051764)" "3/11" 0.0466317253799551 0.999993326220332 0 0 4.52106466361855 13.8592069352245 "BAIAP2L2;GAS2L3;GAS2"
"49" "Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)" "3/11" 0.0466317253799551 0.999993326220332 0 0 4.52106466361855 13.8592069352245 "GRXCR1;USH1C;PLS1"
"50" "Mitochondrial Respiratory Chain Complex III Assembly (GO:0034551)" "3/11" 0.0466317253799551 0.999993326220332 0 0 4.52106466361855 13.8592069352245 "UQCC2;UQCC1;TTC19"
"51" "Respiratory Chain Complex III Assembly (GO:0017062)" "3/11" 0.0466317253799551 0.999993326220332 0 0 4.52106466361855 13.8592069352245 "UQCC2;UQCC1;TTC19"
"52" "Regulation Of Postsynaptic Membrane Potential (GO:0060078)" "6/35" 0.0480514675680594 0.999993326220332 0 0 2.49643437443582 7.57788310941843 "GRIN2A;GRID2;GABRA3;GABRG3;DRD4;GABRG1"
"53" "Regulation Of Transcription By RNA Polymerase II (GO:0006357)" "175/2028" 0.04928856388684 0.999993326220332 0 0 1.15449282372082 3.47509635720841 "ZNF692;ZNF175;MAGEB18;EPO;HR;JADE3;SOX21;HOXA13;IKZF4;ELK3;FERD3L;HOXA11;SPIC;ZXDA;RPS6KA3;MCIDAS;ZNF83;ZXDC;NKX1-2;ZNF449;ZNF202;ZNF169;MAGEA3;SOX4;ZNF563;MAGEA4;ZNF441;PIAS4;ZNF18;ZNF440;ZNF705B;ARID5A;TBR1;SOX11;OVOL1;PIAS2;RFX8;MAGEB3;ZNF436;PHIP;ZSCAN25;MAGEB1;MZF1;MAGEB6;ZNF554;MAGEB4;ZSCAN29;ZNF276;AKNA;HOXD1;FOXG1;STXBP2;GATA5;BHLHE22;PRDM12;MED12L;ZNF707;NEUROD6;NHLH1;ZKSCAN8;ALX3;ZNF700;OTX2;TP53BP1;CGA;PATZ1;WNT2;HOXC8;ZKSCAN1;ZNF662;ZSCAN18;EGR1;ZNF142;EGR4;TFAP2E;ANKRD23;POU6F2;RITA1;ZBTB12;TPRX1;EVX2;RAX2;DAB2;TFCP2;YEATS2;LHX3;SP4;CAPRIN2;JMY;ZNF778;LHX4;MXD1;ZBTB8B;ZNF136;ZNF497;ZNF134;SETD4;CREBZF;CIITA;ZNF491;SUV39H1;TCF23;FHL2;NKAP;HOXC13;PKD2;PKD1;PHF8;SIX6;ZNF649;DMRTB1;INSL3;ZNF641;ZNF587B;ZNF366;ZNF485;IL11;NCOA2;ZHX2;MYOCD;BATF3;MSGN1;PAX6;PAX5;BAZ1B;RGMA;MMP12;RIPPLY1;KAT2A;ELF3;ELF4;TFDP3;NFX1;TGIF2LX;ZNF517;HAND1;TET3;JDP2;ZNF596;CEBPE;PLAG1;ZBTB49;DBX1;HOXD13;ZNF3;BARX1;ZNF8;NR2C2;ZNF69;LRP6;TBX22;EPCAM;ZNF749;PLAGL2;MSX1;HSF5;TAF9B;FNIP1;DRGX;JAZF1;HES4;CDX2;IRX3;MACC1;IRX4;PASD1;ZNF76;HEYL;TEF;TNIP1;NFIA;ASXL3;SSBP3;ZNF212;IL17A"
