"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"11" "Guanyl-Nucleotide Exchange Factor Activity (GO:0005085)" "13/203" 0.0200013878708686 0.79265954741606 0 0 1.9870138167878 7.77310588223183 "DENND1C;DENND2D;DENND1B;PLEKHG2;DENND4B;DENND5B;HPS1;ARHGEF10L;RASGRP4;FGD5;CYTH4;RASGEF1A;DENND6A"
"12" "Metallopeptidase Activity (GO:0008237)" "9/124" 0.0240962703561956 0.79265954741606 0 0 2.26791265000984 8.44955809483102 "ADAM2;MMP12;ADAMTS2;ADAMTS3;ADAMTS19;MMP23B;MMP3;CLCA3P;CLCA1"
"13" "Serine-Type Endopeptidase Activity (GO:0004252)" "9/125" 0.0252237360439483 0.79265954741606 0 0 2.24824465595257 8.27347248474702 "MMP12;CELA3B;MMP3;OVCH2;KLK13;TMPRSS2;LPA;KLK8;KLK6"
"14" "Intracellular cAMP-activated Cation Channel Activity (GO:0005222)" "2/8" 0.0275911186690148 0.79265954741606 0 0 9.61293532338308 34.5129501073555 "CNGA3;HCN1"
"15" "GABA Receptor Activity (GO:0016917)" "3/21" 0.0320109387611878 0.79265954741606 0 0 4.81066268061784 16.5567499808987 "GABRR3;GABBR2;GABRA1"
"16" "Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)" "5/53" 0.0321734619447233 0.79265954741606 0 0 3.01099450274863 10.3476238430416 "SERPINB4;SERPINB12;SERPINB7;SERPINA4;SERPINA5"
"17" "Prostaglandin Receptor Activity (GO:0004955)" "2/9" 0.0346955357454841 0.79265954741606 0 0 8.23923240938166 27.6932486633557 "PTGFR;PTGER2"
"18" "Intracellular Cyclic Nucleotide Activated Monoatomic Cation Channel Activity (GO:0005221)" "2/10" 0.0424201400514531 0.899912971091541 0 0 7.2089552238806 22.7812502936239 "CNGA3;HCN1"
"19" "Keratinization R-HSA-6805567" "21/208" 7.57896779628216e-06 0.0030164291829203 0 0 3.30188028290495 38.9296094758579 "KRTAP9-7;KRTAP25-1;KRTAP11-1;SPRR2G;KRTAP12-2;KRTAP21-3;KRTAP16-1;KRTAP8-1;KLK13;KRTAP19-1;KRTAP19-4;KLK8;KRTAP19-8;LCE3C;LCE3D;LCE4A;KRTAP6-1;KRTAP1-5;KRTAP1-3;KRTAP20-2;SPRR2D"
"20" "Defensins R-HSA-1461973" "7/43" 0.000526487124722675 0.0988785482286951 0 0 5.64093567251462 42.5850236189716 "DEFB104A;DEFB118;DEFB116;DEFA5;DEFB123;DEFB112;DEFB110"
"21" "Rab Regulation Of Trafficking R-HSA-9007101" "12/122" 0.000837977653863322 0.0988785482286951 0 0 3.17652892561983 22.5041799210862 "DENND1C;DENND2D;DENND1B;TBC1D2;DENND4B;DENND5B;HPS1;TBC1D10C;TBC1D24;TBC1D13;DENND6A;TBC1D10B"
"22" "Beta Defensins R-HSA-1461957" "6/35" 0.000993754253554725 0.0988785482286951 0 0 5.99534016775396 41.4519054939933 "DEFB104A;DEFB118;DEFB116;DEFB123;DEFB112;DEFB110"
"23" "Antimicrobial Peptides R-HSA-6803157" "9/89" 0.00300504850277941 0.239201860821241 0 0 3.26606334841629 18.9675373825281 "DEFB104A;DEFB118;BPIFA2;DEFB116;BPIFB6;DEFA5;DEFB112;DEFB123;DEFB110"
"24" "Ficolins Bind To Repetitive Carbohydrate Structures On Target Cell Surface R-HSA-2855086" "2/5" 0.0105366444337976 0.685313322440474 0 0 19.228855721393 87.5469832111527 "FCN2;FCN3"
"25" "Formation Of Cornified Envelope R-HSA-6809371" "7/74" 0.0120532493896566 0.685313322440474 0 0 3.02608012568735 13.3704959644412 "LCE3C;LCE3D;SPRR2G;LCE4A;KLK13;KLK8;SPRR2D"
"26" "Protein Repair R-HSA-5676934" "2/6" 0.0154549753895842 0.752353423942048 0 0 14.4208955223881 60.1326005163197 "MSRB3;MSRB1"
"27" "TBC/RABGAPs R-HSA-8854214" "5/45" 0.0170130171243177 0.752353423942048 0 0 3.61469265367316 14.7254500405353 "TBC1D2;TBC1D10C;TBC1D13;TBC1D24;TBC1D10B"
"28" "RHOA GTPase Cycle R-HSA-8980692" "10/147" 0.0268263132848573 0.915105435855656 0 0 2.11601649502723 7.65653490944208 "ARHGAP11A;ARHGAP32;ARHGAP11B;ARHGAP20;ARHGAP40;ARAP2;ARHGAP28;ARHGEF10L;ARHGAP6;ARHGAP23"
"29" "Synthesis Of diphthamide-EEF2 R-HSA-5358493" "2/8" 0.0275911186690148 0.915105435855656 0 0 9.61293532338308 34.5129501073555 "DNAJC24;DPH6"
"30" "Lectin Pathway Of Complement Activation R-HSA-166662" "2/8" 0.0275911186690148 0.915105435855656 0 0 9.61293532338308 34.5129501073555 "FCN2;FCN3"
"31" "RAB GEFs Exchange GTP For GDP On RABs R-HSA-8876198" "7/89" 0.030166838571176 0.923569365486772 0 0 2.47060333761232 8.64961197784934 "DENND1C;DENND2D;DENND1B;DENND4B;DENND5B;HPS1;DENND6A"
"32" "Prostanoid Ligand Receptors R-HSA-391908" "2/9" 0.0346955357454841 0.986344516193048 0 0 8.23923240938166 27.6932486633557 "PTGFR;PTGER2"
"33" "O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214" "4/38" 0.0378119022588193 0.999995677783398 0 0 3.39802747446284 11.1289863143526 "ADAMTS2;POFUT2;ADAMTS3;ADAMTS19"
"34" "Interaction With Cumulus Cells And Zona Pellucida R-HSA-2534343" "2/10" 0.0424201400514531 0.999995677783398 0 0 7.2089552238806 22.7812502936239 "ADAM2;ZP2"
"35" "Expression And Translocation Of Olfactory Receptors R-HSA-9752946" "20/393" 0.0439279660628635 0.999995677783398 0 0 1.55882498067402 4.87164625440658 "OR7A10;OR8H1;OR4E2;OR8J3;OR5M9;OR9K2;OR5F1;OR5H1;OR1J4;OR10S1;OR9Q1;OR5P3;OR10AG1;OR4Q3;OR4S1;OR5H14;OR10W1;OR52B2;OR56A4;OR4C3"
"36" "15Q13 3 Copy Number Variation Syndrome WP4942" "3/20" 0.0281224978032791 0.999995881239692 0 0 5.09390662094434 18.1912848997346 "ARHGAP11B;CHRNA7;OTUD7A"
