"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"22" "Regulation Of Synapse Organization (GO:0050807)" "3/25" 0.0352096953717504 0.975020621295421 0 0 4.55995297805643 15.2595807612638 "CDKL5;CTNNA2;MDGA1"
"23" "Glycolipid Biosynthetic Process (GO:0009247)" "4/43" 0.0360005762113044 0.975020621295421 0 0 3.43262034453744 11.4107863509065 "PIGQ;SLC30A5;CWH43;PIGH"
"24" "Negative Regulation Of Heart Contraction (GO:0045822)" "2/11" 0.0391943329329947 0.975020621295421 0 0 7.42321667622872 24.0454550131698 "RNLS;ATP1A2"
"25" "Complement Receptor Mediated Signaling Pathway (GO:0002430)" "2/11" 0.0391943329329947 0.975020621295421 0 0 7.42321667622872 24.0454550131698 "C5AR2;C5AR1"
"26" "Self Proteolysis (GO:0097264)" "2/11" 0.0391943329329947 0.975020621295421 0 0 7.42321667622872 24.0454550131698 "CAPN7;IHH"
"27" "Ganglion Development (GO:0061548)" "2/11" 0.0391943329329947 0.975020621295421 0 0 7.42321667622872 24.0454550131698 "UNC5C;POU4F2"
"28" "GPI Anchor Metabolic Process (GO:0006505)" "3/27" 0.0429160083033972 0.975020621295421 0 0 4.17952586206897 13.1592805130886 "PIGQ;SLC30A5;PIGH"
"29" "Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)" "2/12" 0.0461425106413214 0.975020621295421 0 0 6.68055077452668 20.5495118964147 "YOD1;SVIP"
"30" "Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770)" "2/12" 0.0461425106413214 0.975020621295421 0 0 6.68055077452668 20.5495118964147 "CUL7;CDKL5"
"31" "Synaptic Membrane Adhesion (GO:0099560)" "2/12" 0.0461425106413214 0.975020621295421 0 0 6.68055077452668 20.5495118964147 "LRRC4C;LRRC4B"
"32" "Positive Regulation Of Regulated Secretory Pathway (GO:1903307)" "2/12" 0.0461425106413214 0.975020621295421 0 0 6.68055077452668 20.5495118964147 "RAB15;SYT10"
"33" "Regulation Of Acrosome Reaction (GO:0060046)" "2/12" 0.0461425106413214 0.975020621295421 0 0 6.68055077452668 20.5495118964147 "SPINK13;ZP2"
