"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"19" "Notch Binding (GO:0005112)" "3/24" 0.0286838215974569 0.662077200621573 0 0 4.97132616487455 17.6552772232891 "DNER;DTX1;CCN3"
"20" "Inward Rectifier Potassium Channel Activity (GO:0005242)" "3/26" 0.0353680102519543 0.662077200621573 0 0 4.53856942496494 15.1676608912635 "KCNJ10;KCNN2;KCNN3"
"21" "mRNA Methyltransferase Activity (GO:0008174)" "2/11" 0.0365297482350221 0.662077200621573 0 0 7.72411051480819 25.5639349854409 "TRMT61A;TRMT61B"
"22" "Calcium-Activated Potassium Channel Activity (GO:0015269)" "2/11" 0.0365297482350221 0.662077200621573 0 0 7.72411051480819 25.5639349854409 "KCNN2;KCNN3"
"23" "Pseudouridine Synthase Activity (GO:0009982)" "2/11" 0.0365297482350221 0.662077200621573 0 0 7.72411051480819 25.5639349854409 "TRUB2;RPUSD1"
"24" "Proton Transmembrane Transporter Activity (GO:0015078)" "4/45" 0.0368959430686945 0.662077200621573 0 0 3.39764417392827 11.2110490947583 "MFSD3;SLC4A11;OTOP3;TMEM175"
"25" "G Protein-Coupled Chemoattractant Receptor Activity (GO:0001637)" "2/13" 0.0499357977338147 0.784711579042503 0 0 6.31907627256464 18.938379922932 "GPR17;CXCR1"
"26" "Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005237)" "2/13" 0.0499357977338147 0.784711579042503 0 0 6.31907627256464 18.938379922932 "GLRA3;GABRA3"
"27" "Class A/1 (Rhodopsin-like Receptors) R-HSA-373076" "18/327" 0.00528825740725053 0.999995796136025 0 0 2.05224481038459 10.7584142192744 "GPR17;GHSR;SUCNR1;TACR3;HTR2C;OXT;OPN5;MCHR2;RXFP3;HCAR3;CXCR1;FSHR;OPN1MW3;PPY;FFAR2;FFAR1;NTSR1;CCL16"
"28" "Free Fatty Acid Receptors R-HSA-444209" "2/5" 0.00742431862112118 0.999995796136025 0 0 23.1794871794872 113.648895064102 "FFAR2;FFAR1"
"29" "Sensory Perception R-HSA-9709957" "28/616" 0.00873401118329504 0.999995796136025 0 0 1.68417761100688 7.98389540563569 "OR5M8;OR4K3;OR8U8;OR4K2;USH1C;OR4Q2;LRP8;OR2I1P;GRK4;OR4C45;OR4A47;KCNN2;PLS1;OR52E4;OR5AS1;OR2J1;APOA4;MYO7A;OR2T7;OR5T1;OR2L13;OR4X1;LHX2;OPN1MW3;OR10G6;FSCN2;OR52E5;PPEF1"
"30" "GPCR Ligand Binding R-HSA-500792" "22/458" 0.0105071329992598 0.999995796136025 0 0 1.77897397491107 8.10447337273204 "GPR17;GHSR;SUCNR1;PTCH1;SCTR;TACR3;HTR2C;OXT;OPN5;MCHR2;RXFP3;HCAR3;GNG2;CXCR1;FSHR;OPN1MW3;PPY;FFAR2;FFAR1;RAMP1;CCL16;NTSR1"
"31" "Terminal Pathway Of Complement R-HSA-166665" "2/7" 0.0150201280075812 0.999995796136025 0 0 13.9062611806798 58.3835478481311 "C8G;C8B"
"32" "Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361" "5/53" 0.0161886008416301 0.999995796136025 0 0 3.63290617505995 14.9800994698651 "USH1C;KCNN2;MYO7A;FSCN2;PLS1"
"33" "Ca2+ Activated K+ Channels R-HSA-1296052" "2/8" 0.0196580462682337 0.999995796136025 0 0 11.5879546809779 45.532185830952 "KCNN2;KCNN3"
"34" "Interleukin-18 Signaling R-HSA-9012546" "2/8" 0.0196580462682337 0.999995796136025 0 0 11.5879546809779 45.532185830952 "IL18RAP;IL13"
"35" "Opsins R-HSA-419771" "2/9" 0.024810319887981 0.999995796136025 0 0 9.93202146690519 36.7136735308627 "OPN1MW3;OPN5"
"36" "Expression And Translocation Of Olfactory Receptors R-HSA-9752946" "18/393" 0.029377667721185 0.999995796136025 0 0 1.68521546961326 5.94463210687942 "OR5M8;OR52E4;OR5AS1;OR4K3;OR8U8;OR4K2;OR2J1;OR4Q2;OR2T7;OR5T1;OR2I1P;OR2L13;OR4X1;LHX2;OR10G6;OR4C45;OR4A47;OR52E5"
"37" "Defensins R-HSA-1461973" "4/43" 0.0319115125238671 0.999995796136025 0 0 3.57225060995258 12.3056476064222 "DEFB119;DEFB115;DEFB124;PRSS2"
"38" "Olfactory Signaling Pathway R-HSA-381753" "18/401" 0.0347820604738757 0.999995796136025 0 0 1.64932273560002 5.53950362596012 "OR5M8;OR52E4;OR5AS1;OR4K3;OR8U8;OR4K2;OR2J1;OR4Q2;OR2T7;OR5T1;OR2I1P;OR2L13;OR4X1;LHX2;OR10G6;OR4C45;OR4A47;OR52E5"
"39" "Regulation Of Signaling By NODAL R-HSA-1433617" "2/11" 0.0365297482350221 0.999995796136025 0 0 7.72411051480819 25.5639349854409 "DAND5;NODAL"
"40" "Uptake And Function Of Anthrax Toxins R-HSA-5210891" "2/11" 0.0365297482350221 0.999995796136025 0 0 7.72411051480819 25.5639349854409 "ANTXR2;ANTXR1"
"41" "TP53 Regulates Transcription Of Death Receptors And Ligands R-HSA-6803211" "2/12" 0.0430362752749596 0.999995796136025 0 0 6.95134168157424 21.8669183034901 "PPP1R13B;TMEM219"
"42" "Synthesis, Secretion, And Inactivation Of Glucose-dependent Insulinotropic Polypeptide (GIP) R-HSA-400511" "2/13" 0.0499357977338147 0.999995796136025 0 0 6.31907627256464 18.938379922932 "SPCS1;FFAR1"
"43" "GPCRs Other WP117" "7/91" 0.0140466202935116 0.99994826522328 0 0 2.91140192539109 12.4182165058291 "GPR17;CXCR1;FSHR;MCHR2;NTSR1;RXFP3;GPR135"
"44" "Complement Activation WP545" "3/23" 0.0256189254607158 0.99994826522328 0 0 5.22016129032258 19.1288839236625 "CFD;C8G;C8B"
"45" "EDA Signaling In Hair Follicle Development WP3930" "2/13" 0.0499357977338147 0.99994826522328 0 0 6.31907627256464 18.938379922932 "DKK4;PTCH1"
