"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"11" "Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)" "106/1098" 0.00786603552811275 0.637928720783229 0 0 1.30755003614349 6.33534285814801 "ZNF331;ZNF692;ZNF175;SOX21;HOXA13;IKZF4;ELK3;HOXA11;ZNF83;NKX1-2;ZNF449;ZNF202;ZNF565;SOX7;SOX4;ZNF320;ZNF18;ZNF682;TBR1;SOX11;OVOL1;ZNF90;RFX8;ZNF93;ZNF714;ZNF713;ZNF317;ZSCAN25;MZF1;ZSCAN29;ZNF552;ZNF324B;ZNF273;HOXD1;GATA5;ZNF23;ZNF26;ZNF708;ZNF707;NHLH1;ZKSCAN8;ZNF789;OTX2;ZNF664;ZKSCAN1;ZNF662;ZSCAN18;EGR1;EGR4;POU6F2;TPRX1;EVX2;RAX2;TFCP2;SP4;ZNF418;ZNF814;MXD1;ZNF136;ZNF256;ZNF135;ZNF773;ZNF497;ZNF530;ZNF251;HOXC13;SIX6;ZNF649;DMRTB1;ZNF526;ZNF766;ZNF366;ZNF485;ZNF880;BATF3;MSGN1;PAX6;PAX5;ELF4;TGIF2LX;HAND1;JDP2;ZNF197;CEBPE;PLAG1;HOXD13;ZNF8;NR2C2;ZNF7;ZNF629;TBX22;HSF5;ZNF586;HES4;ZNF584;CDX2;IRX3;IRX4;PASD1;ZNF76;HEYL;TEF;NFIA;ZNF74;ZNF852;ZNF212"
"12" "RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)" "108/1122" 0.00798658805362415 0.637928720783229 0 0 1.30350133198337 6.2959005329326 "ZNF331;ZNF692;ZNF175;SOX21;HOXA13;IKZF4;ELK3;HOXA11;ZNF83;NKX1-2;ZNF449;ZNF202;ZNF565;SOX7;SOX4;ZNF320;ZNF18;ZNF682;TBR1;SOX11;OVOL1;ZNF90;RFX8;ZNF93;ZNF714;ZNF713;ZNF317;ZSCAN25;MZF1;ZSCAN29;ZNF552;ZNF324B;ZNF273;HOXD1;GATA5;ZNF23;BHLHE22;ZNF26;ZNF708;ZNF707;NEUROD6;NHLH1;ZKSCAN8;ZNF789;OTX2;ZNF664;ZKSCAN1;ZNF662;ZSCAN18;EGR1;EGR4;POU6F2;TPRX1;EVX2;RAX2;TFCP2;SP4;ZNF418;ZNF814;MXD1;ZNF136;ZNF256;ZNF135;ZNF773;ZNF497;ZNF530;ZNF251;HOXC13;SIX6;ZNF649;DMRTB1;ZNF526;ZNF766;ZNF366;ZNF485;ZNF880;BATF3;MSGN1;PAX6;PAX5;ELF4;TGIF2LX;HAND1;JDP2;ZNF197;CEBPE;PLAG1;HOXD13;ZNF8;NR2C2;ZNF7;ZNF629;TBX22;HSF5;ZNF586;HES4;ZNF584;CDX2;IRX3;IRX4;PASD1;ZNF76;HEYL;TEF;NFIA;ZNF74;ZNF852;ZNF212"
"13" "GABA-gated Chloride Ion Channel Activity (GO:0022851)" "4/12" 0.0103497967642243 0.734835570259928 0 0 6.03202614379085 27.5711151010228 "GABRB2;GABRA3;GABRG3;GABRG1"
"14" "Serotonin Receptor Activity (GO:0099589)" "6/26" 0.0122299072807442 0.781491075239553 0 0 3.62159685863874 15.9490450557094 "CHRM2;HTR1D;HTR3C;HTR2C;HTR4;DRD4"
"15" "4 Iron, 4 Sulfur Cluster Binding (GO:0051539)" "4/13" 0.0140551849564624 0.784231165469922 0 0 5.36151053013798 22.8655766400704 "DPH1;DPH2;RSAD1;EXO5"
"16" "Palmitoyltransferase Activity (GO:0016409)" "6/27" 0.0147273458304211 0.784231165469922 0 0 3.44895287958115 14.5478531165439 "ZDHHC20;ZDHHC23;ZDHHC6;ZDHHC13;ZDHHC2;ZDHHC4"
"17" "G Protein-Coupled Serotonin Receptor Activity (GO:0004993)" "5/21" 0.01903502436757 0.85774591061928 0 0 3.7708469587966 14.9381144817088 "CHRM2;HTR1D;HTR2C;HTR4;DRD4"
"18" "GABA Receptor Activity (GO:0016917)" "5/21" 0.01903502436757 0.85774591061928 0 0 3.7708469587966 14.9381144817088 "GABBR2;GABRB2;GABRA3;GABRG3;GABRG1"
"19" "DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)" "28/243" 0.020134880530969 0.85774591061928 0 0 1.57826986627135 6.16361986254389 "ZNF175;ZNF692;ZNF491;ZNF3;ZNF69;ELK3;ZNF749;ZNF169;ZNF202;ZNF587B;ZNF641;ZNF440;BATF3;CDX2;ZNF705B;IRX3;HEYL;ZNF93;NFX1;TGIF2LX;HAND1;ZNF778;ZNF436;MZF1;MXD1;ZNF554;JDP2;ZNF596"
"20" "MAP Kinase Tyrosine Phosphatase Activity (GO:0033550)" "3/9" 0.026632219725757 0.885777285429809 0 0 6.02873938602221 21.8579996513568 "DUSP10;DUSP8;DUSP9"
"21" "MAP Kinase Tyrosine/Serine/Threonine Phosphatase Activity (GO:0017017)" "3/9" 0.026632219725757 0.885777285429809 0 0 6.02873938602221 21.8579996513568 "DUSP10;DUSP8;DUSP9"
"22" "Benzodiazepine Receptor Activity (GO:0008503)" "3/9" 0.026632219725757 0.885777285429809 0 0 6.02873938602221 21.8579996513568 "GABRA3;GABRG3;GABRG1"
"23" "Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330)" "3/9" 0.026632219725757 0.885777285429809 0 0 6.02873938602221 21.8579996513568 "DUSP10;DUSP8;DUSP9"
"24" "Protein-Cysteine S-palmitoyltransferase Activity (GO:0019706)" "5/23" 0.0277238586988986 0.885777285429809 0 0 3.35150061768767 12.0166778115781 "ZDHHC20;ZDHHC23;ZDHHC6;ZDHHC2;ZDHHC4"
"25" "Wnt Receptor Activity (GO:0042813)" "4/16" 0.0297662247698183 0.893154635588683 0 0 4.02047930283224 14.1294957721831 "FZD2;FZD6;PKD1;LRP6"
"26" "Acetylglucosaminyltransferase Activity (GO:0008375)" "7/40" 0.0307502378449938 0.893154635588683 0 0 2.56059613819928 8.91563099619521 "EXT1;MGAT4C;EXTL2;EXTL1;MGAT4A;MGAT4B;EXTL3"
"27" "Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005230)" "3/10" 0.0359158978001959 0.97513930778677 0 0 5.16721097322012 17.1891161136018 "GABRA3;GABRG3;GABRG1"
"28" "Histone Acetyltransferase Binding (GO:0035035)" "4/17" 0.0366249505272026 0.97513930778677 0 0 3.71101055806938 12.2724067780162 "EGR1;TRIM68;PAX6;KANSL1L"
"29" "Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315)" "6/34" 0.0424631723679844 0.999993289868383 0 0 2.58573298429319 8.16863590147536 "GRIA2;GRIN2A;GRID2;CHRNA7;CHRNE;CHRNA10"
"30" "GABA-A Receptor Activity (GO:0004890)" "4/18" 0.044315737996563 0.999993289868383 0 0 3.44575163398693 10.7383934756998 "GABRB2;GABRA3;GABRG3;GABRG1"
"31" "Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095)" "4/18" 0.044315737996563 0.999993289868383 0 0 3.44575163398693 10.7383934756998 "GABRB2;GABRA3;GABRG3;GABRG1"
"32" "Metalloendopeptidase Activity (GO:0004222)" "13/101" 0.0449324395191053 0.999993289868383 0 0 1.78496503496504 5.53802405920781 "CLCA3P;ECE1;MMP10;ADAMTS20;ADAMTS4;MMP12;ADAMTS2;ADAMTS3;MMP23B;MMP28;ADAM8;CLCA4;MBTPS2"
"33" "Carbohydrate Kinase Activity (GO:0019200)" "3/11" 0.0466317253799551 0.999993289868383 0 0 4.52106466361855 13.8592069352245 "POMK;GALK2;GALK1"
"34" "Synthesis Of diphthamide-EEF2 R-HSA-5358493" "7/8" 1.15097917406709e-07 0.000111760077801915 0 0 84.6463654223969 1352.43583197244 "DPH1;DPH2;DPH3;DPH5;DNAJC24;DPH6;DPH7"
"35" "Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841" "11/42" 0.000241638804073598 0.117315639377732 0 0 4.29510939783534 35.7699566552134 "GGCX;DPH1;ARSJ;DPH2;ARSK;DPH3;DPH5;DNAJC24;DPH6;DPH7;GAS6"
"36" "Amine Ligand-Binding Receptors R-HSA-375280" "8/40" 0.00990645113398913 0.999995841303453 0 0 3.0199868938401 13.9359382158992 "CHRM2;CHRM1;TAAR6;HTR1D;HTR2C;TAAR5;HTR4;DRD4"
"37" "Late SARS-CoV-2 Infection Events R-HSA-9772573" "10/58" 0.0120644492390065 0.999995841303453 0 0 2.51777121609799 11.1222347851095 "MGAT4C;MOGAT2;ZDHHC20;MGAT4A;EDEM2;MGAT4B;HOXC13;MAN1B1;ST6GALNAC3;ZDHHC2"
"38" "Assembly Of Active LPL And LIPC Lipase Complexes R-HSA-8963889" "5/19" 0.0123571579373296 0.999995841303453 0 0 4.31000654022237 18.9360990456091 "LIPC;APOA4;PCSK6;MBTPS2;LMF1"
"39" "Signaling By MAPK Mutants R-HSA-9652817" "3/7" 0.0124617673608878 0.999995841303453 0 0 9.04408883082952 39.6591428844477 "DUSP10;DUSP8;DUSP9"
"40" "N-Glycan Antennae Elongation R-HSA-975577" "4/15" 0.023731485836722 0.999995841303453 0 0 4.38621509209745 16.4086227363642 "MGAT4C;MGAT4A;ST8SIA3;MGAT4B"
"41" "Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470" "4/15" 0.023731485836722 0.999995841303453 0 0 4.38621509209745 16.4086227363642 "DKK4;KREMEN2;SOST;LRP6"
"42" "O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214" "7/38" 0.023760413373459 0.999995841303453 0 0 2.72609164078839 10.1948586505322 "ADAMTS4;SBSPON;ADAMTS2;POFUT2;ADAMTS3;THSD7A;ADAMTS20"
"43" "RHO GTPase Cycle R-HSA-9012999" "45/441" 0.0304502991484183 0.999995841303453 0 0 1.37905244520422 4.8151815169944 "ARHGAP11A;ARHGAP11B;TMEM87A;ANKLE2;RTKN;ABCD3;ARHGEF26;DOCK9;AMIGO2;STMN2;ARHGAP18;ARHGEF10L;MSI2;OSBPL11;ARHGAP6;AKAP12;ARHGAP22;BAIAP2L2;ARHGAP20;ARHGAP40;BASP1;SLITRK3;WDR6;ARHGEF40;FARP2;PLEKHG2;TMOD3;ARAP2;CYBB;SEMA4F;OCRL;ARHGAP28;FAM91A1;MYO9A;MPP7;DSPP;ARHGAP23;NISCH;ARHGAP32;DEPDC1B;CDC42EP5;PEAK1;CDC42EP3;PHIP;ARHGEF6"
"44" "RHOA GTPase Cycle R-HSA-8980692" "18/147" 0.0326271414544481 0.999995841303453 0 0 1.68776461925508 5.77656137497409 "ARHGAP11A;TMEM87A;ARHGAP11B;RTKN;ABCD3;ARAP2;ARHGAP18;ARHGAP28;ARHGEF10L;ARHGAP6;MYO9A;ARHGAP23;ARHGAP22;ARHGAP32;DEPDC1B;ARHGAP20;ARHGAP40;ARHGEF40"
"45" "Plasma Lipoprotein Remodeling R-HSA-8963899" "6/33" 0.0373016769074578 0.999995841303453 0 0 2.68164630599186 8.81917578387906 "LIPC;APOC3;APOA4;PCSK6;MBTPS2;LMF1"
"46" "N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576" "5/26" 0.044855128464312 0.999995841303453 0 0 2.87224765642032 8.91636823327673 "MGAT4C;MOGAT2;MGAT4A;ST8SIA3;MGAT4B"
"47" "Regulation Of Signaling By NODAL R-HSA-1433617" "3/11" 0.0466317253799551 0.999995841303453 0 0 4.52106466361855 13.8592069352245 "LEFTY2;CFC1;NODAL"
"48" "Serotonin Receptors R-HSA-390666" "3/11" 0.0466317253799551 0.999995841303453 0 0 4.52106466361855 13.8592069352245 "HTR1D;HTR2C;HTR4"
"49" "Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361" "8/53" 0.0476420506974542 0.999995841303453 0 0 2.14603174603175 6.53260538110277 "GRXCR1;GSN;USH1G;USH1C;CHRNA10;MYO7A;FSCN2;PLS1"
"50" "Neuroactive ligand-receptor interaction" "43/341" 0.000878281529901971 0.233622886953924 0 0 1.75825422332654 12.3737903462297 "CHRM2;GABRB2;GRIA2;ADCYAP1R1;VIPR2;CHRM1;CALCRL;CSH2;PTGER2;CHRNA7;PMCH;HTR2C;ADM;OXT;HTR4;CRHR1;GRM2;EDNRA;GRIN2A;P2RY6;P2RY4;UCN2;CHRNE;PPY;GNRHR;CHRNA10;CGA;INSL3;DRD4;GABBR2;GABBR1;GRID2;TAAR6;GCGR;GABRA3;HTR1D;NPY1R;TAAR5;TAAR2;OPRM1;GABRG3;GABRG1;GNRH1"
"51" "Nicotine addiction" "9/40" 0.00278418714383187 0.370296890129639 0 0 3.50957165520888 20.6496153098643 "GABRB2;GRIA2;GRIN2A;CHRNA7;GABRA3;CACNA1A;SLC17A8;GABRG3;GABRG1"
"52" "Herpes simplex virus 1 infection" "52/498" 0.0143634243297023 0.999995904580007 0 0 1.4176697348753 6.01527231992372 "ZNF331;ZNF175;ZNF251;ZNF83;ZNF649;ZNF766;ZNF169;ZNF565;ZNF641;ZNF563;ZNF320;ZNF441;ZNF440;ZNF682;IFNGR1;ZNF90;ZNF93;ZNF517;ZNF714;ZNF317;ZNF713;ZNF436;ZNF554;ZNF596;ZNF552;ZNF155;ZNF324B;ZNF273;ZNF23;ZNF3;ZNF8;ZNF26;ZNF7;ZNF708;ZNF707;ZNF749;ZNF700;ZNF662;ZNF783;ZNF584;ZNF559-ZNF177;ZNF418;ZNF814;ZNF74;HLA-DPB1;ZNF778;ZNF136;ZNF135;ZNF256;ZNF212;ZNF773;ZNF530"
"53" "Glycosaminoglycan biosynthesis" "9/53" 0.0184619578299448 0.999995904580007 0 0 2.47090909090909 9.86397533399818 "EXT1;EXTL2;HS3ST3A1;EXTL1;CHSY1;NDST4;CHST15;B4GALT7;EXTL3"
"54" "Glycosaminoglycan Synthesis In Fibroblasts WP5395" "10/41" 0.000848135734419613 0.391838709301861 0 0 3.90208280416561 27.5973630658562 "EXT1;EXTL2;HS3ST3A1;EXTL1;CHSY1;NDST4;B3GAT2;CHST15;EXTL3;B4GALT7"
"55" "GABA Receptor Signaling WP4159" "6/31" 0.0282263764689254 0.999993563735294 0 0 2.89649214659686 10.3332311055905 "GABRB2;GABBR2;GABBR1;GABRA3;GABRG3;GABRG1"
"56" "GPCRs Class B Secretin Like WP334" "5/24" 0.0328739579735497 0.999993563735294 0 0 3.17493373722075 10.8426351994806 "ADCYAP1R1;CALCRL;VIPR2;GCGR;CRHR1"
"57" "Monoamine GPCRs WP58" "6/33" 0.0373016769074578 0.999993563735294 0 0 2.68164630599186 8.81917578387906 "CHRM2;CHRM1;HTR1D;HTR2C;HTR4;DRD4"
"58" "Proteoglycan Biosynthesis WP4784" "4/18" 0.044315737996563 0.999993563735294 0 0 3.44575163398693 10.7383934756998 "EXT1;CHSY1;B4GALT7;EXTL3"
"59" "GPCRs Other WP117" "12/91" 0.045025543931104 0.999993563735294 0 0 1.83506046341423 5.68965140732716 "CHRM2;GPR162;EDNRA;OR1E1;GPR55;GNRHR;VN1R1;TAAR5;TAAR2;OR2A4;DRD4;GPR135"
