	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0048738	BP	GO:0048738	cardiac muscle tissue development	9/255	138/10096	0.00823135827167963	0.00823135827167963	0.65745615827565	ABL1/EDN1/ENG/FGF3/FKBP1A/FRS2/NKX2-5/SIRT6/SMAD7	9
GO:0003148	BP	GO:0003148	outflow tract septum morphogenesis	3/255	17/10096	0.00833042168186901	0.00833042168186901	0.65745615827565	ENG/NKX2-5/TBX1	3
GO:0035988	BP	GO:0035988	chondrocyte proliferation	3/255	17/10096	0.00833042168186901	0.00833042168186901	0.65745615827565	SIRT6/SIX2/SMAD7	3
GO:1902992	BP	GO:1902992	negative regulation of amyloid precursor protein catabolic process	3/255	17/10096	0.00833042168186901	0.00833042168186901	0.65745615827565	BIN1/CHRNA7/RTN2	3
GO:0048193	BP	GO:0048193	Golgi vesicle transport	12/255	215/10096	0.00838225908251898	0.00838225908251898	0.65745615827565	ANK3/CLN3/CNST/COG1/COPZ1/INSIG1/RAB41/RAB6C/SAR1B/SEC24D/SNX2/TRAPPC4	12
GO:2000027	BP	GO:2000027	regulation of animal organ morphogenesis	7/255	93/10096	0.0090501865093876	0.0090501865093876	0.65745615827565	ABL1/EDN1/FRS2/ROR2/SIX2/TBX1/ZNRF3	7
GO:0070201	BP	GO:0070201	regulation of establishment of protein localization	17/255	357/10096	0.00907190414080442	0.00907190414080442	0.65745615827565	ANK3/ANP32B/BBC3/CLN3/CNST/CPT1A/DNM1L/GDI1/GPR68/INSIG1/OAZ1/SAR1B/SIAH3/SIRT6/UBE2J2/VPS28/WLS	17
GO:0120039	BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	19/255	416/10096	0.00914002241414411	0.00914002241414411	0.65745615827565	ABL1/ANK3/CHRNA7/EDN1/EFNB3/EMX1/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/NTF3/PTN/RAB21/SNX2/TUBB2B/TUBB3/ZNF365	19
GO:0055008	BP	GO:0055008	cardiac muscle tissue morphogenesis	4/255	33/10096	0.00914611000264769	0.00914611000264769	0.65745615827565	ENG/FKBP1A/NKX2-5/SMAD7	4
GO:0042391	BP	GO:0042391	regulation of membrane potential	13/255	245/10096	0.0092943545046076	0.0092943545046076	0.65745615827565	ABL1/ADRB1/ANK3/BIN1/CHRNA7/CHRNE/CLN3/EDN1/GABRA5/KCNH1/KCNH8/KCNJ2/SMAD7	13
GO:0048667	BP	GO:0048667	cell morphogenesis involved in neuron differentiation	17/255	358/10096	0.00931336511824184	0.00931336511824184	0.65745615827565	ABL1/ANK3/CDHR1/CHRNA7/EDN1/EFNB3/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/PTN/RAB21/TUBB2B/TUBB3/ZNF365	17
GO:0032989	BP	GO:0032989	cellular component morphogenesis	21/255	478/10096	0.00956855345214898	0.00956855345214898	0.65745615827565	ABL1/ANK3/CHRNA7/DNM1L/EDN1/EFNB3/EMX1/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/NKX2-5/NTF3/PTN/RAB21/SNX2/TUBB2B/TUBB3/ZNF365	21
GO:0048858	BP	GO:0048858	cell projection morphogenesis	19/255	418/10096	0.0095915855543517	0.0095915855543517	0.65745615827565	ABL1/ANK3/CHRNA7/EDN1/EFNB3/EMX1/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/NTF3/PTN/RAB21/SNX2/TUBB2B/TUBB3/ZNF365	19
GO:0006730	BP	GO:0006730	one-carbon metabolic process	3/255	18/10096	0.00981254019460759	0.00981254019460759	0.65745615827565	CA4/MAT2A/MTHFD1L	3
GO:0060037	BP	GO:0060037	pharyngeal system development	3/255	18/10096	0.00981254019460759	0.00981254019460759	0.65745615827565	EDN1/NKX2-5/TBX1	3
GO:0003229	BP	GO:0003229	ventricular cardiac muscle tissue development	4/255	34/10096	0.0101642591058557	0.0101642591058557	0.65745615827565	ENG/FKBP1A/NKX2-5/SMAD7	4
GO:1902991	BP	GO:1902991	regulation of amyloid precursor protein catabolic process	4/255	34/10096	0.0101642591058557	0.0101642591058557	0.65745615827565	BIN1/CHRNA7/FKBP1A/RTN2	4
GO:1901657	BP	GO:1901657	glycosyl compound metabolic process	4/255	35/10096	0.011253082814839	0.011253082814839	0.66787010172033	ADA/AKR1B1/AKR7A2/APOBEC3B	4
GO:1904888	BP	GO:1904888	cranial skeletal system development	5/255	54/10096	0.0114131121859743	0.0114131121859743	0.66787010172033	INSIG1/MTHFD1L/NEUROG1/SIX2/TBX1	5
GO:0048729	BP	GO:0048729	tissue morphogenesis	19/255	426/10096	0.0115807199989498	0.0115807199989498	0.66787010172033	ABL1/EDN1/ENG/ETV2/FKBP1A/FRS2/GDF7/MTHFD1L/MTSS1/NF2/NKX2-5/ROR2/SIRT6/SIX2/SMAD7/ST14/TBX1/WLS/ZNRF3	19
GO:0060537	BP	GO:0060537	muscle tissue development	13/255	253/10096	0.0119498732041253	0.0119498732041253	0.66787010172033	ABL1/EDN1/EGR1/ENG/FGF3/FKBP1A/FOXN2/FRS2/NKX2-5/SIRT6/SMAD7/TBX1/ZNF689	13
GO:0014706	BP	GO:0014706	striated muscle tissue development	9/255	147/10096	0.0121697490078121	0.0121697490078121	0.66787010172033	ABL1/EDN1/ENG/FGF3/FKBP1A/FRS2/NKX2-5/SIRT6/SMAD7	9
GO:0042982	BP	GO:0042982	amyloid precursor protein metabolic process	5/255	55/10096	0.0123027057017786	0.0123027057017786	0.66787010172033	BIN1/CHRNA7/CLN3/FKBP1A/RTN2	5
GO:0070585	BP	GO:0070585	protein localization to mitochondrion	7/255	99/10096	0.0125308975870732	0.0125308975870732	0.66787010172033	BBC3/DNM1L/HK1/MTX1/PMPCB/SIAH3/UBE2J2	7
GO:1901615	BP	GO:1901615	organic hydroxy compound metabolic process	14/255	284/10096	0.0130019232769227	0.0130019232769227	0.66787010172033	ABCA1/ACAA2/AKR1B1/AKR7A2/COMT/CTSB/CYB5R2/GOT1/INSIG1/MVD/PLTP/PNPLA2/PTH1R/SPHK1	14
GO:0051444	BP	GO:0051444	negative regulation of ubiquitin-protein transferase activity	3/255	20/10096	0.0132097416123174	0.0132097416123174	0.66787010172033	ABL1/BAG2/SMAD7	3
GO:0140058	BP	GO:0140058	neuron projection arborization	3/255	20/10096	0.0132097416123174	0.0132097416123174	0.66787010172033	CHRNA7/PTN/ZNF365	3
GO:2000738	BP	GO:2000738	positive regulation of stem cell differentiation	3/255	20/10096	0.0132097416123174	0.0132097416123174	0.66787010172033	NKX2-5/PTN/SIRT6	3
GO:0048812	BP	GO:0048812	neuron projection morphogenesis	18/255	403/10096	0.0136354457454119	0.0136354457454119	0.66787010172033	ABL1/ANK3/CHRNA7/EDN1/EFNB3/EMX1/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/NTF3/PTN/RAB21/TUBB2B/TUBB3/ZNF365	18
GO:0033157	BP	GO:0033157	regulation of intracellular protein transport	10/255	176/10096	0.0137905258621938	0.0137905258621938	0.66787010172033	ANK3/ANP32B/BBC3/GDI1/INSIG1/OAZ1/SAR1B/SIAH3/SIRT6/UBE2J2	10
GO:0043086	BP	GO:0043086	negative regulation of catalytic activity	21/255	496/10096	0.0140953714454652	0.0140953714454652	0.66787010172033	ABL1/ANXA5/BAG2/BIN1/CLN3/CTSB/DUSP3/FKBP1A/LRCH1/NF2/NGF/OAZ1/PCSK1N/PDC/PRPSAP1/PTN/RGN/SERPINA1/SERPINB7/SMAD7/STYX	21
GO:0090317	BP	GO:0090317	negative regulation of intracellular protein transport	4/255	38/10096	0.0149600120723505	0.0149600120723505	0.66787010172033	GDI1/INSIG1/SIAH3/SIRT6	4
GO:0030509	BP	GO:0030509	BMP signaling pathway	7/255	103/10096	0.0153310067516026	0.0153310067516026	0.66787010172033	ABL1/EGR1/ENG/ETV2/FKBP8/GDF7/SMAD7	7
GO:0016126	BP	GO:0016126	sterol biosynthetic process	4/255	39/10096	0.0163474301867892	0.0163474301867892	0.66787010172033	ACAA2/CYB5R2/INSIG1/MVD	4
GO:0043547	BP	GO:0043547	positive regulation of GTPase activity	11/255	209/10096	0.0170001610333629	0.0170001610333629	0.66787010172033	ADRB1/BCAR3/BIN1/CCL16/NTF3/RALGAPA2/RAPGEF6/RGN/SYDE1/TBC1D10C/TBC1D28	11
GO:0098655	BP	GO:0098655	cation transmembrane transport	18/255	413/10096	0.0171067176043176	0.0171067176043176	0.66787010172033	ABL1/ANK3/ATP6V0C/BIN1/CHRNA7/CHRNE/CLCN5/CLN3/COX7A2L/EDN1/FKBP1A/KCNH1/KCNH8/KCNIP1/KCNJ2/PMPCB/PPP3CC/RGN	18
GO:0000413	BP	GO:0000413	protein peptidyl-prolyl isomerization	3/255	22/10096	0.017196934050905	0.017196934050905	0.66787010172033	FKBP1A/FKBP5/PPIL3	3
GO:0045933	BP	GO:0045933	positive regulation of muscle contraction	3/255	22/10096	0.017196934050905	0.017196934050905	0.66787010172033	ADA/EDN1/SPHK1	3
GO:0090114	BP	GO:0090114	COPII-coated vesicle budding	4/255	40/10096	0.0178129540871605	0.0178129540871605	0.66787010172033	INSIG1/SAR1B/SEC24D/TRAPPC4	4
GO:0016485	BP	GO:0016485	protein processing	9/255	157/10096	0.0180343064868144	0.0180343064868144	0.66787010172033	BAG2/CAPN2/CASP1/CLN3/FKRP/PCSK1N/PMPCB/SDE2/SEC11C	9
GO:0061138	BP	GO:0061138	morphogenesis of a branching epithelium	8/255	132/10096	0.018622476051611	0.018622476051611	0.66787010172033	ABL1/EDN1/ENG/FRS2/GDF7/SIRT6/SIX2/ST14	8
GO:0046165	BP	GO:0046165	alcohol biosynthetic process	6/255	84/10096	0.0193133396231531	0.0193133396231531	0.66787010172033	ACAA2/GOT1/INSIG1/MVD/PTH1R/SPHK1	6
GO:0055088	BP	GO:0055088	lipid homeostasis	6/255	84/10096	0.0193133396231531	0.0193133396231531	0.66787010172033	ABCA1/GOT1/INSIG1/PNPLA2/SAR1B/SURF4	6
GO:0060047	BP	GO:0060047	heart contraction	8/255	133/10096	0.01939752115538	0.01939752115538	0.66787010172033	ADA/ADRB1/BIN1/DNM1L/EDN1/KCNJ2/NKX2-5/SMAD7	8
GO:0090257	BP	GO:0090257	regulation of muscle system process	8/255	133/10096	0.01939752115538	0.01939752115538	0.66787010172033	ADA/BIN1/EDN1/KCNJ2/NEUROG1/NKX2-5/SMAD7/SPHK1	8
GO:1902624	BP	GO:1902624	positive regulation of neutrophil migration	3/255	23/10096	0.0194149107390868	0.0194149107390868	0.66787010172033	CD99/DNM1L/EDN1	3
GO:0008016	BP	GO:0008016	regulation of heart contraction	7/255	108/10096	0.0194240201369743	0.0194240201369743	0.66787010172033	ADA/ADRB1/BIN1/EDN1/KCNJ2/NKX2-5/SMAD7	7
GO:0007589	BP	GO:0007589	body fluid secretion	5/255	62/10096	0.0198676748578209	0.0198676748578209	0.66787010172033	ADA/EDN1/MTX1/NEUROG1/SLC29A2	5
GO:0006066	BP	GO:0006066	alcohol metabolic process	10/255	187/10096	0.0202346554413288	0.0202346554413288	0.66787010172033	ABCA1/ACAA2/AKR1B1/AKR7A2/GOT1/INSIG1/MVD/PNPLA2/PTH1R/SPHK1	10
GO:0048568	BP	GO:0048568	embryonic organ development	15/255	330/10096	0.0202422694717242	0.0202422694717242	0.66787010172033	ADA/ASCL2/EDN1/ENG/FRS2/HOXB5/IL3/INSIG1/MTHFD1L/NEUROG1/NKX2-5/SIX2/ST14/TBX1/TUBB2B	15
GO:0048598	BP	GO:0048598	embryonic morphogenesis	18/255	421/10096	0.0203505773091662	0.0203505773091662	0.66787010172033	ABL1/DUSP4/EDN1/ENG/ETV2/FRS2/GDF7/HOXB5/INSIG1/LDB1/MTHFD1L/NEUROG1/NF2/NKX2-5/SIX2/ST14/TBX1/WLS	18
GO:0055117	BP	GO:0055117	regulation of cardiac muscle contraction	4/255	42/10096	0.0209829142856376	0.0209829142856376	0.66787010172033	BIN1/KCNJ2/NKX2-5/SMAD7	4
GO:0071772	BP	GO:0071772	response to BMP	7/255	110/10096	0.0212571455324093	0.0212571455324093	0.66787010172033	ABL1/EGR1/ENG/ETV2/FKBP8/GDF7/SMAD7	7
GO:0071773	BP	GO:0071773	cellular response to BMP stimulus	7/255	110/10096	0.0212571455324093	0.0212571455324093	0.66787010172033	ABL1/EGR1/ENG/ETV2/FKBP8/GDF7/SMAD7	7
GO:0071805	BP	GO:0071805	potassium ion transmembrane transport	6/255	86/10096	0.0214362924599044	0.0214362924599044	0.66787010172033	ANK3/BIN1/KCNH1/KCNH8/KCNIP1/KCNJ2	6
GO:0030878	BP	GO:0030878	thyroid gland development	3/255	24/10096	0.0217833507851153	0.0217833507851153	0.66787010172033	EDN1/NKX2-5/TBX1	3
GO:0045923	BP	GO:0045923	positive regulation of fatty acid metabolic process	3/255	24/10096	0.0217833507851153	0.0217833507851153	0.66787010172033	CPT1A/KLHL25/RGN	3
GO:0071825	BP	GO:0071825	protein-lipid complex subunit organization	3/255	24/10096	0.0217833507851153	0.0217833507851153	0.66787010172033	ABCA1/BIN1/PLTP	3
GO:0031397	BP	GO:0031397	negative regulation of protein ubiquitination	5/255	64/10096	0.0224854136022411	0.0224854136022411	0.66787010172033	ABL1/BAG2/NXN/SMAD7/VPS28	5
GO:0010565	BP	GO:0010565	regulation of cellular ketone metabolic process	6/255	87/10096	0.0225547280744457	0.0225547280744457	0.66787010172033	CLN3/CPT1A/EGR1/INSIG1/KLHL25/RGN	6
GO:0016482	BP	GO:0016482	cytosolic transport	7/255	112/10096	0.0232072858974655	0.0232072858974655	0.66787010172033	CLN3/KIF5A/RAB21/RAB41/RAB6C/SNX2/TBC1D10C	7
GO:0008610	BP	GO:0008610	lipid biosynthetic process	17/255	397/10096	0.0234903010327292	0.0234903010327292	0.66787010172033	ACAA2/AKR1B1/CAPN2/CLN3/CYB5R2/EDN1/EGR1/INSIG1/KLHL25/MVD/PNPLA2/PRKAB1/RGN/SERINC1/SOCS6/SPHK1/ST6GALNAC4	17
GO:1901617	BP	GO:1901617	organic hydroxy compound biosynthetic process	8/255	138/10096	0.0236208492551036	0.0236208492551036	0.66787010172033	ACAA2/CYB5R2/GOT1/INSIG1/MVD/PLTP/PTH1R/SPHK1	8
GO:0098662	BP	GO:0098662	inorganic cation transmembrane transport	16/255	367/10096	0.0237781379159131	0.0237781379159131	0.66787010172033	ABL1/ANK3/ATP6V0C/BIN1/CHRNA7/CLCN5/COX7A2L/EDN1/FKBP1A/KCNH1/KCNH8/KCNIP1/KCNJ2/PMPCB/PPP3CC/RGN	16
GO:0009798	BP	GO:0009798	axis specification	5/255	65/10096	0.0238742196956823	0.0238742196956823	0.66787010172033	FRS2/LDB1/NEUROG1/SIX2/WLS	5
GO:0032386	BP	GO:0032386	regulation of intracellular transport	12/255	249/10096	0.0241595776925318	0.0241595776925318	0.66787010172033	ANK3/ANP32B/BBC3/GDI1/INSIG1/OAZ1/RAB21/REEP5/SAR1B/SIAH3/SIRT6/UBE2J2	12
GO:0110148	BP	GO:0110148	biomineralization	7/255	113/10096	0.0242272366112511	0.0242272366112511	0.66787010172033	ADA/NBR1/PTH1R/PTN/ROR2/TBX1/WLS	7
GO:0006244	BP	GO:0006244	pyrimidine nucleotide catabolic process	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	DCTPP1/MBD4	2
GO:0006448	BP	GO:0006448	regulation of translational elongation	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	DPH1/DPH5	2
GO:0007351	BP	GO:0007351	tripartite regional subdivision	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	FRS2/NEUROG1	2
GO:0007501	BP	GO:0007501	mesodermal cell fate specification	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	ETV2/SIX2	2
GO:0008595	BP	GO:0008595	anterior/posterior axis specification, embryo	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	FRS2/NEUROG1	2
GO:0010528	BP	GO:0010528	regulation of transposition	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	APOBEC3B/SIRT6	2
GO:0010529	BP	GO:0010529	negative regulation of transposition	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	APOBEC3B/SIRT6	2
GO:0016137	BP	GO:0016137	glycoside metabolic process	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	AKR1B1/AKR7A2	2
GO:0034616	BP	GO:0034616	response to laminar fluid shear stress	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	ABCA1/SMAD7	2
GO:0039692	BP	GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	APOBEC3B/MPHOSPH8	2
GO:0042454	BP	GO:0042454	ribonucleoside catabolic process	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	ADA/APOBEC3B	2
GO:0086010	BP	GO:0086010	membrane depolarization during action potential	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	ANK3/KCNJ2	2
GO:1900272	BP	GO:1900272	negative regulation of long-term synaptic potentiation	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	ABL1/PTN	2
GO:1990700	BP	GO:1990700	nucleolar chromatin organization	2/255	10/10096	0.025015664901059	0.025015664901059	0.66787010172033	RRP8/SUV39H1	2
GO:0043087	BP	GO:0043087	regulation of GTPase activity	13/255	280/10096	0.025398413106035	0.025398413106035	0.66787010172033	ADRB1/BCAR3/BIN1/CCL16/LRCH1/NTF3/RALGAPA2/RAPGEF6/RASA2/RGN/SYDE1/TBC1D10C/TBC1D28	13
GO:0030100	BP	GO:0030100	regulation of endocytosis	8/255	140/10096	0.0254785204352806	0.0254785204352806	0.66787010172033	ABL1/BIN1/CLN3/NTF3/PPP3CC/RAB21/SPHK1/VPS28	8
GO:1903522	BP	GO:1903522	regulation of blood circulation	8/255	140/10096	0.0254785204352806	0.0254785204352806	0.66787010172033	ABL1/ADA/ADRB1/BIN1/EDN1/KCNJ2/NKX2-5/SMAD7	8
GO:0007409	BP	GO:0007409	axonogenesis	13/255	281/10096	0.0260515389952234	0.0260515389952234	0.66787010172033	ABL1/ANK3/EDN1/EFNB3/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/RAB21/TUBB2B/TUBB3	13
GO:0003208	BP	GO:0003208	cardiac ventricle morphogenesis	4/255	45/10096	0.0263496508302133	0.0263496508302133	0.66787010172033	ENG/FKBP1A/NKX2-5/SMAD7	4
GO:0051438	BP	GO:0051438	regulation of ubiquitin-protein transferase activity	4/255	45/10096	0.0263496508302133	0.0263496508302133	0.66787010172033	ABL1/BAG2/DNM1L/SMAD7	4
GO:1901292	BP	GO:1901292	nucleoside phosphate catabolic process	4/255	45/10096	0.0263496508302133	0.0263496508302133	0.66787010172033	ADA/DCTPP1/ENTPD1/MBD4	4
GO:0003015	BP	GO:0003015	heart process	8/255	141/10096	0.0264446433406661	0.0264446433406661	0.66787010172033	ADA/ADRB1/BIN1/DNM1L/EDN1/KCNJ2/NKX2-5/SMAD7	8
GO:0061564	BP	GO:0061564	axon development	14/255	312/10096	0.0268962978870041	0.0268962978870041	0.66787010172033	ABL1/ANK3/EDN1/EFNB3/GDF7/GDI1/KIF13B/KIF5A/MAP1S/NGF/PTN/RAB21/TUBB2B/TUBB3	14
GO:0009262	BP	GO:0009262	deoxyribonucleotide metabolic process	3/255	26/10096	0.0269721037426742	0.0269721037426742	0.66787010172033	ADA/DCTPP1/MBD4	3
GO:0009394	BP	GO:0009394	2'-deoxyribonucleotide metabolic process	3/255	26/10096	0.0269721037426742	0.0269721037426742	0.66787010172033	ADA/DCTPP1/MBD4	3
GO:0019692	BP	GO:0019692	deoxyribose phosphate metabolic process	3/255	26/10096	0.0269721037426742	0.0269721037426742	0.66787010172033	ADA/DCTPP1/MBD4	3
GO:0034405	BP	GO:0034405	response to fluid shear stress	3/255	26/10096	0.0269721037426742	0.0269721037426742	0.66787010172033	ABCA1/MTSS1/SMAD7	3
GO:0061384	BP	GO:0061384	heart trabecula morphogenesis	3/255	26/10096	0.0269721037426742	0.0269721037426742	0.66787010172033	ENG/FKBP1A/NKX2-5	3
GO:0140718	BP	GO:0140718	facultative heterochromatin formation	3/255	26/10096	0.0269721037426742	0.0269721037426742	0.66787010172033	MPHOSPH8/RRP8/SUV39H1	3
GO:0050994	BP	GO:0050994	regulation of lipid catabolic process	4/255	46/10096	0.0283048636401735	0.0283048636401735	0.686966398747875	ALK/CPT1A/PNPLA2/SIRT6	4
GO:0007498	BP	GO:0007498	mesoderm development	6/255	92/10096	0.0287368877128508	0.0287368877128508	0.686966398747875	ETV2/LDB1/NF2/SIX2/TBX1/WLS	6
GO:0001763	BP	GO:0001763	morphogenesis of a branching structure	8/255	144/10096	0.0294956123824903	0.0294956123824903	0.686966398747875	ABL1/EDN1/ENG/FRS2/GDF7/SIRT6/SIX2/ST14	8
