nodeLabel	Cluster_IDH1_R_25k	Cluster_IDH2_R_25k	distance
ASH1L	0	0.408004736173058	0.2889
BAP1	0	0.40396557598523	0.2861
SMAD4	0	0.403703503621228	0.2859
SEC24D	0	0.403253151613447	0.2856
MRPL17	0.0516675502644146	0.456440462144173	0.2849
GIMAP5	0	0.401506573550577	0.2844
ZNF80	0	0.399583925028011	0.2831
PDE8A	0	0.399094061642621	0.2827
SETBP1	0	0.398537298549569	0.2824
ASB6	0	0.396128700235283	0.2807
TXK	0	0.396166891197244	0.2807
MRPL38	0.148948561255384	0.552305211901742	0.2805
ZNF219	0	0.395630997625567	0.2803
ZBTB4	0	0.394333711502884	0.2795
ZBTB39	0	0.393751045009831	0.2791
POLE	0	0.39326858014454	0.2787
ZNF621	0	0.392898889408149	0.2785
EIF4EBP1	0.0463597418526153	0.441496071246397	0.2784
PDE6C	0	0.392595813506101	0.2783
FOXE1	0	0.3924404054184	0.2781
RAB28	0	0.392029924197738	0.2779
ZNF880	0	0.391869547169914	0.2778
TIGD2	0.0455724959485066	0.439259126841918	0.2774
EYA4	0	0.391011608425458	0.2772
DLD	0.0529427519062233	0.445492002994163	0.2764
TSHZ2	0	0.389889313579208	0.2764
OTUD6B	0	0.388882011564946	0.2757
PSME2	0.0461232282828095	0.437324272006501	0.2757
NCAM1	0	0.388684833330373	0.2756
NOTCH2	0.0466984743391081	0.437843567256339	0.2756
ZC3H10	0	0.387889916888392	0.275
ZCCHC3	0	0.387092339012614	0.2745
AIFM3	0	0.386988454800232	0.2744
TAF13	0	0.385867141464175	0.2736
NFAT5	0	0.385019376523498	0.273
PPP1CB	0	0.38492150303475	0.273
OAZ1	0	0.384460051893385	0.2726
F3	0	0.384316194411253	0.2725
MCF2L	0	0.383570926183103	0.272
SIPA1L1	0	0.381586489638254	0.2707
MRPL15	0	0.381495124530197	0.2706
COLEC12	0	0.381229000293262	0.2704
KCTD1	0	0.381194377307344	0.2704
DPM1	0	0.380297679691922	0.2698
HNRNPA1L2	0	0.379984546615336	0.2696
IRX5	0.10263704819109	0.48541124997245	0.2679
CSDC2	0	0.37691629272707	0.2674
BRWD3	0	0.376530505735808	0.2672
CBX1	0	0.376552631714632	0.2672
SH2D3A	0.0445336544708327	0.422578507185173	0.2667
LSM4	0.0434084141968004	0.420294057585611	0.2659
NAA16	0.0432480498408277	0.419959527957844	0.2658
POU5F2	0	0.37329257083037	0.2649
CHD1L	0	0.372989401813941	0.2647
PDE7B	0	0.372868934058213	0.2647
CEP250	0	0.372839911428006	0.2646
RPL36	0.144361472571268	0.524298789680439	0.2645
ANKRD12	0	0.372442370998138	0.2644
ZSCAN20	0	0.372527845463971	0.2644
HOMER3	0	0.371910200029748	0.264
ADAMTS1	0	0.371408672595856	0.2636
NDUFS6	0.0480409131966161	0.421814554801627	0.2636
CHRNA2	0	0.370688303321947	0.2631
NPAS2	0.0476842959481507	0.420544267153225	0.263
MRPL57	0	0.369827669709535	0.2626
S1PR5	0	0.3691457268194	0.2621
PLD1	0	0.369062894371095	0.262
ARID4B	0.0846889442745249	0.457902001780237	0.2619
SETD1B	0	0.36577886670133	0.2598
COL3A1	0.0458970635277034	0.412875048395151	0.259
CYC1	0	0.364639887747535	0.259
ATXN1	0.153150684437734	0.524755586390735	0.2585
KIAA2026	0	0.363825599198533	0.2584
SCAND1	0.139180091419307	0.51002636903699	0.2584
SENP2	0.0570081701226832	0.423225502487937	0.2581
MTX1	0	0.363044019964047	0.2579
KCNA3	0	0.362964341686628	0.2578
SEC23A	0.0481770089853682	0.413417479956304	0.2577
ZNF841	0	0.361480912447207	0.2568
MRPL43	0.136876159964104	0.504793792813837	0.2565
CYCS	0	0.360829431490742	0.2563
APLNR	0	0.360263871596543	0.256
RAP1GAP2	0.0504371287102676	0.413194631973568	0.2559
HLA-DOA	0	0.359183453259791	0.2552
CD59	0	0.358841111165879	0.255
ZNF593	0.0479982187313255	0.409274030100442	0.255
EDA	0	0.358792589852791	0.2549
RPE65	0	0.358620443528466	0.2548
DENND4A	0	0.358441664356217	0.2547
AZI2	0	0.3572637154827	0.2539
HSP90B1	0.264995546184894	0.634824756410084	0.2534
OR2T35	0	0.355604613750847	0.2527
CRY2	0.0468551063698133	0.403730667094489	0.252
RASGRP4	0	0.354076100727932	0.2517
INHBA	0	0.352823141459123	0.2508
PRKCB	0.0486669988543245	0.403825799212621	0.2508
ITSN2	0.0557371509165252	0.410917693293539	0.2505
RASA2	0	0.352316134784319	0.2505
ATAD3A	0	0.351736731488279	0.2501
KIAA0586	0	0.351753277148651	0.2501
NT5C2	0	0.351837199374968	0.2501
FASTK	0.041896606710851	0.395559587617456	0.25
DTX3	0	0.351394326550389	0.2498
CASP7	0	0.350465780422855	0.2492
XPR1	0	0.350471348787451	0.2492
PC	0	0.350267642583759	0.2491
IKZF5	0	0.349628187740909	0.2486
CASP10	0.0522486818751081	0.404078325782243	0.2483
ZNF365	0	0.349025993582189	0.2482
OR3A2	0	0.34867214486887	0.248
CCDC85B	0	0.348204122981071	0.2476
APOE	0	0.346809499464387	0.2467
EPC1	0	0.346754478278335	0.2466
OR2T8	0	0.346609342258471	0.2465
MAP3K5	0	0.345874874605003	0.246
WTAP	0	0.345837724315044	0.246
EPGN	0	0.345175609620582	0.2456
ECT2	0	0.344626923035872	0.2452
FBXW7	0.0500561036262234	0.397095458258131	0.2451
NFATC3	0	0.344520536928298	0.2451
B4GALT2	0	0.343707714457356	0.2445
HSPA5	0.139821411247361	0.490288661693183	0.2444
PCLO	0	0.342728680679211	0.2439
LMAN1	0.194975299033124	0.547427655073578	0.2438
PSMB1	0.26297908980329	0.617973269362408	0.2432
KCNH1	0	0.341347742978884	0.2429
PIK3CA	0.0586515222893408	0.402976535791362	0.2429
MAP3K2	0.15221468756853	0.500939705248574	0.2427
ELK4	0.0666883228638704	0.409279001910259	0.2415
CCL8	0	0.338699031389393	0.2411
ZNF516	0	0.338733160337333	0.2411
NOL8	0	0.338638523925954	0.241
LYL1	0	0.338426361607324	0.2409
GPR148	0	0.33821691322447	0.2408
PRRX1	0	0.338337267706702	0.2408
CDKN2A	0.0453358687355699	0.385727408564978	0.2407
ZNF286A	0	0.338046875463356	0.2406
TXNIP	0	0.337321184188291	0.2401
SEMA4F	0	0.336762391924709	0.2398
CAD	0	0.336286616645429	0.2394
SOX15	0	0.336318617329327	0.2394
BCAP31	0.0468123494022678	0.385265174981129	0.2393
TDRD3	0	0.336077562771645	0.2393
SPATA13	0	0.335789446985011	0.2391
RPS6KA5	0.0482856002483347	0.386377377953996	0.239
USP21	0	0.335548469451252	0.2389
MICAL1	0	0.334957145194504	0.2385
TBX2	0	0.334817340911181	0.2384
NSA2	0	0.334659275727169	0.2383
HBB	0	0.334484628827281	0.2382
IFNAR2	0	0.334359690713431	0.2381
ZNF20	0	0.334238828923783	0.238
THAP7	0	0.333672532693102	0.2376
GPR153	0	0.333454056255118	0.2375
SAMM50	0	0.333223600311947	0.2373
ZDHHC23	0	0.333076321874141	0.2372
EID1	0	0.332791874326497	0.237
GDE1	0	0.332704936612059	0.237
NDUFA8	0.0475683406236796	0.38262675304205	0.2369
RIPK2	0	0.332387450126045	0.2367
IKZF3	0.0460321753442927	0.380521248629336	0.2366
TGS1	0	0.332175016040279	0.2366
NRG3	0.0527358685209099	0.387378892637094	0.2365
ZFYVE27	0	0.331967574742393	0.2364
CAND2	0.0486266737679738	0.382554818522528	0.2361
MAML1	0.0441971307580346	0.377735956400549	0.236
HCFC2	0.0416841441173524	0.374555708861261	0.2356
CENPO	0.0427755300106061	0.375365620319178	0.2354
ATP6AP1	0	0.330106459020642	0.2352
PAK6	0	0.330220685358491	0.2352
TBC1D10C	0.0517633670827656	0.384514916529868	0.2352
E2F7	0	0.329373732453112	0.2347
COG1	0	0.329226847011237	0.2346
ZNF407	0.150926953667939	0.48716633317425	0.2342
HIPK3	0	0.328372795704416	0.234
HSPBP1	0	0.3259123767107	0.2323
MAP4K2	0.0456257988851745	0.373371250542536	0.232
RAB30	0.0424553731371764	0.369812957555004	0.2318
SERPINB9	0.051176179320036	0.378686812055069	0.2316
IFNAR1	0.0649991047983498	0.392962074588784	0.2314
PDE4B	0.0452420558944094	0.371849094248123	0.2312
CLEC2B	0	0.324108511983047	0.231
STK25	0	0.324047029475354	0.231
TRAFD1	0.0444232801138634	0.370677141142973	0.231
PGRMC2	0	0.323538617550508	0.2306
PPP3CC	0	0.323542026025321	0.2306
MOSPD2	0	0.322783195339844	0.2301
ZMAT5	0	0.322747768802857	0.2301
PTPRD	0.0422805396329845	0.366720763767073	0.2298
OR10A4	0	0.321842150451821	0.2295
CCL2	0	0.321617565507159	0.2293
UBE2Q2	0	0.321614107392668	0.2293
FBXL15	0	0.321483401660207	0.2292
GIMAP6	0	0.321440702276312	0.2292
ZNF468	0	0.321287872455308	0.2291
MTHFD1L	0	0.321188458161252	0.229
GLRA1	0	0.321093984330673	0.2289
ZC3H14	0	0.320742493281001	0.2287
NECAB1	0	0.320560977089399	0.2286
WHAMM	0	0.32043698586896	0.2285
RBM26	0	0.320366414300755	0.2284
PDP1	0	0.320087251363521	0.2283
BIN1	0	0.319899000567708	0.2281
LONP1	0	0.31974088210754	0.228
ZSCAN5B	0	0.319704636398101	0.228
TRAP1	0.234095159206453	0.564628033255854	0.2273
ITGB1BP1	0	0.318619330801598	0.2272
ACO2	0.0437144163082752	0.363295411613956	0.2264
CCR9	0	0.317235542416551	0.2263
NR2E3	0	0.317221643538151	0.2263
MRPL30	0.199020553223196	0.525931336882858	0.2261
PRAM1	0	0.316925451225583	0.2261
ZMYM2	0.142430648238344	0.466142824531899	0.2258
CASKIN1	0	0.316424202154914	0.2257
GPRIN3	0	0.316370655979354	0.2257
NR1D2	0	0.316175069458388	0.2256
LRRN3	0	0.315834407409463	0.2253
MAFK	0.0444559219347167	0.362406668303599	0.2252
NLRC3	0	0.315670981200114	0.2252
GPR179	0.0954336931735838	0.415491365820427	0.2249
MDH2	0.0458533684684518	0.36337068046082	0.2249
STC1	0	0.315221831948442	0.2249
RAP1B	0.0471352064027217	0.364555037185415	0.2248
PCGF3	0	0.314924383229741	0.2247
SSU72	0.198057456856446	0.522747754975337	0.2246
HIVEP2	0	0.31453755444192	0.2244
PRKAB1	0	0.314392811812744	0.2243
IGHMBP2	0.0475426982314829	0.363830076187594	0.224
SYNE1	0.0446151775242334	0.360812259184631	0.224
GPBAR1	0	0.313769474564491	0.2239
OR2T1	0	0.313117404148874	0.2234
TECR	0	0.312930920208344	0.2233
IL18R1	0	0.312823419588713	0.2232
EYA1	0	0.312129555954717	0.2228
DDX58	0.0472317876611246	0.36132418609276	0.2225
NUP133	0.325764759770777	0.653458561546861	0.2222
ZNF155	0	0.310686675264389	0.2218
CNTNAP2	0	0.310644122625072	0.2217
SEC11C	0	0.30985569420069	0.2212
CUTA	0	0.309431934216451	0.2209
DNAJC6	0.0482208916228154	0.359877902095745	0.2208
NDUFB7	0	0.30931187606979	0.2208
HOXB5	0	0.30880433069132	0.2205
SLU7	0	0.308902020956401	0.2205
ARL3	0	0.308668460130904	0.2204
ELL	0	0.307706211457473	0.2197
RSRC2	0	0.307650320165574	0.2197
ZNF454	0	0.307568787730796	0.2196
MAL	0	0.306254843052666	0.2187
SECISBP2	0	0.305985478023315	0.2185
KLHL12	0	0.305819010920143	0.2184
TRPS1	0	0.305202787349202	0.218
NDUFS7	0	0.305124090582391	0.2179
MED16	0	0.304910374692097	0.2178
BANP	0.0444485622136793	0.350864874703759	0.2173
MRGPRD	0	0.303887109527806	0.2171
FOXE3	0	0.303301102707999	0.2167
TAF1B	0	0.303287433642906	0.2167
IKBIP	0	0.303234066758513	0.2166
UBXN7	0.0488291081131701	0.354430303268814	0.2166
EGLN1	0.048497862978236	0.35397821318918	0.2165
MLC1	0	0.303009780270214	0.2165
MRPS2	0.0514067417764326	0.357100763638311	0.2165
MXD3	0	0.302921374712302	0.2164
PER2	0	0.302961164479854	0.2164
FKBPL	0	0.302740402321405	0.2163
KDM4D	0.137814889639773	0.447515864114492	0.2163
PIK3CG	0	0.302165768491844	0.2159
PLTP	0	0.302109725514703	0.2159
ARHGAP18	0	0.302020719925711	0.2158
RASAL3	0	0.302046092583254	0.2158
CDKL2	0	0.301893338435545	0.2157
POLE4	0	0.301765834923039	0.2156
PRMT7	0.0540776563777909	0.358460601858948	0.2156
ACBD5	0	0.301581943561191	0.2155
IL27RA	0	0.30141255671868	0.2154
ACTN2	0.0422655805248802	0.345740636251801	0.2153
RAB42	0	0.30118114526543	0.2152
SP2	0	0.301090171465418	0.2152
HSPA4	0.0458036402095862	0.34909665058205	0.2151
KRIT1	0	0.301069099698349	0.2151
RHOH	0	0.300945291750492	0.2151
TLR5	0	0.300974011097497	0.2151
CXCL10	0	0.300927339011346	0.215
EED	0.0442628364176779	0.347371130081819	0.215
SH2D3C	0	0.300912526178449	0.215
LTK	0	0.300379064721609	0.2147
ACAD9	0.139201338246002	0.446386018521161	0.2145
MRPS34	0.142298232445346	0.449545862053348	0.2145
PIAS1	0.0492438771577337	0.351411529167051	0.2142
RNASEH2B	0	0.299684074638017	0.2142
SLC29A2	0	0.299669122788506	0.2142
WSB1	0	0.29942058562723	0.214
APBB1	0	0.299276148433405	0.2139
CTSW	0	0.299197959807673	0.2139
ZNF33A	0	0.299293416471809	0.2139
GON4L	0.0523033367549092	0.354004725230772	0.2138
ODF2L	0	0.299054646330107	0.2138
ZNF410	0.04673057040915	0.348087332327571	0.2137
PPP2R2D	0	0.298712345021423	0.2135
PLAT	0	0.298592719563188	0.2134
RCCD1	0	0.29855114509403	0.2134
UTP20	0.0426024087653185	0.343246698454459	0.2134
XRCC3	0	0.298522355160352	0.2134
FKBP8	0.139637742836318	0.445087341062226	0.2133
GNPDA2	0	0.298256554058421	0.2132
MED26	0	0.297950294004834	0.213
ZRANB3	0	0.297986550144953	0.213
GAB2	0	0.297874078023164	0.2129
IL7R	0	0.297869485304969	0.2129
CD70	0	0.297702202402804	0.2128
DGKH	0	0.297663108789774	0.2128
KCNK5	0.0458692016464108	0.345818824930064	0.2128
TEAD1	0.0475889760830944	0.347710764469057	0.2128
CNTD1	0	0.297558649534246	0.2127
NR1D1	0	0.296643087120149	0.2121
MAT2A	0	0.296340985833426	0.2119
NSUN5P2	0	0.296314501893482	0.2119
OR51D1	0.0422941965007677	0.340504249209623	0.2117
UACA	0	0.296137342203812	0.2117
CLOCK	0	0.295607246879909	0.2114
ARHGAP22	0	0.295548840014652	0.2113
MAR06895	0	0.295551644129842	0.2113
PSMB4	0.237211859678152	0.544622317296855	0.2113
STX2	0	0.295281242735724	0.2112
TIMM44	0	0.295302314477558	0.2112
F2RL2	0	0.295105983952833	0.211
UQCR10	0	0.294899970912722	0.2109
RHO	0	0.294790499472986	0.2108
CHMP4A	0.0501223928396773	0.347205742892052	0.2107
MAR06894	0	0.294695049620428	0.2107
MT-CYB	0	0.294602826148187	0.2107
MAR03411	0	0.293597882282884	0.21
MAR03413	0	0.293549024724744	0.21
P2RY13	0.0488430472325884	0.344770683984044	0.2099
MAR03416	0	0.292777739631658	0.2094
MAP3K1	0.0468997352195247	0.341580439848615	0.2091
AIRE	0	0.292137244413449	0.209
MAU2	0	0.291735784940743	0.2087
SREBF2	0	0.291652075131574	0.2086
TBPL2	0.043853337525176	0.336566447966013	0.2079
TIGD3	0.042972048263712	0.335743497853982	0.2079
ITGA3	0.0517033379233087	0.344317877176199	0.2075
ZFAND6	0.0431773257285403	0.335363204629539	0.2075
UBE2J2	0	0.289865314889821	0.2074
MBTPS2	0	0.289427086245187	0.2071
LGR4	0.194774858407876	0.493794437623413	0.207
PPIB	0.0440614515247015	0.335577188378307	0.207
TST	0	0.289213066425126	0.207
MRPL4	0	0.289145900051795	0.2069
USP9Y	0.0467670625456235	0.337591695039983	0.2065
LST1	0.0438854748371426	0.334488117035633	0.2064
NCOA3	0.150021595040506	0.445794958647948	0.2063
SLC7A10	0	0.288095273890947	0.2062
PSMB3	0.142303965410417	0.437095977777141	0.2059
SLC25A3	0.193822115150156	0.490671155419213	0.2055
TOMM40	0.0483465472972374	0.337820160213878	0.2055
PARP14	0.263944863530072	0.564133155334436	0.2054
YME1L1	0	0.286933116546269	0.2054
IFI27L1	0	0.286729028729902	0.2053
ZNF284	0	0.286811899171042	0.2053
DHX30	0	0.285949222055863	0.2047
RAB26	0	0.285975339572563	0.2047
LIN7A	0	0.285577496959365	0.2045
SMAP1	0.0597553118458433	0.348443365272148	0.2045
SNAPC3	0	0.285616277287655	0.2045
GPR22	0	0.285478732381426	0.2044
NAA38	0	0.285373336292107	0.2043
YTHDF1	0	0.285198669159898	0.2042
GARNL3	0.0434190553869729	0.330075092685499	0.2037
NUFIP2	0	0.284466211091718	0.2037
FAM172A	0	0.284225739732509	0.2035
OR4C46	0	0.284114762953374	0.2035
ZNF214	0.0496385931828538	0.33634682660509	0.2035
HPS3	0	0.284037329863044	0.2034
GTF2H2C	0.0446992065958981	0.33084592926605	0.2033
OR2Y1	0	0.283945064557245	0.2033
KIAA1328	0	0.283683724110486	0.2032
MNX1	0	0.283399854367659	0.203
GPATCH8	0	0.283377835565436	0.2029
HIP1	0.0468422178282652	0.332574423477273	0.2029
ARHGAP17	0	0.28302503844812	0.2027
RAB6C	0.0458023730081192	0.330938746563119	0.2026
DPH2	0	0.28268623306138	0.2025
AK2	0	0.282529133905733	0.2024
CARD9	0	0.282584268496843	0.2024
SLC1A2	0	0.282428080430756	0.2023
TPRN	0	0.282259315151592	0.2022
LEP	0	0.282086715973639	0.2021
TNFRSF18	0	0.282135831334931	0.2021
RORA	0	0.282025166940141	0.202
TOPBP1	0.049277225963234	0.333700255660039	0.202
FRYL	0.165440722640508	0.455531778719416	0.2018
TIMM9	0	0.281562899313718	0.2017
MPHOSPH8	0	0.281499549378928	0.2016
GULP1	0	0.281304637230814	0.2015
CORO1C	0	0.281021376353066	0.2013
ENG	0	0.28093169035415	0.2013
VMA21	0	0.281058380285055	0.2013
ITM2B	0	0.280871692150873	0.2012
RPS6KA1	0.137468127692445	0.425174481618335	0.2012
IRF5	0	0.280699373087878	0.2011
FAM76B	0	0.280472407250719	0.2009
CCR8	0	0.28031424383358	0.2008
VDAC1	0.233205506976564	0.525170862540745	0.2008
CISH	0	0.280075070846342	0.2007
POLK	0	0.280074020894831	0.2007
SLC41A1	0	0.280191039496275	0.2007
CALR	0.195359605106124	0.485099973071384	0.2006
PILRB	0	0.279953746648122	0.2006
ZNF586	0	0.279881740193191	0.2005
BMP6	0	0.279696552087907	0.2004
PARG	0	0.279654954559072	0.2004
CFD	0	0.279273653057373	0.2001
SPHK2	0	0.279238790981978	0.2001
RCBTB1	0	0.279084971945712	0.2
SMOC2	0	0.279175910520582	0.2
ZC3H6	0.0771096932067563	0.360109733172392	0.2
NFE2L1	0	0.278957447590678	0.1999
NKTR	0.042936133026001	0.324013824656307	0.1999
GNB5	0	0.278858412907015	0.1998
HNRNPA3P1	0	0.278751881630269	0.1998
MORC4	0	0.278802772876802	0.1998
CYP26C1	0.0459192222799879	0.326863598615644	0.1997
MFSD2B	0	0.278727489344005	0.1997
SPHK1	0	0.278641019806554	0.1997
C21orf58	0	0.278212618918819	0.1994
NDFIP1	0	0.278226992160353	0.1994
TRHDE	0	0.278076795031605	0.1993
ZNF175	0	0.278165762022182	0.1993
GPR68	0	0.27759416633501	0.199
TFEB	0	0.277693611349462	0.199
ARID5B	0.139231300098771	0.423566939059589	0.1988
CDC42EP3	0.0515309847126391	0.331516411942542	0.1988
NCOA2	0	0.277337190241547	0.1988
FGD6	0	0.277185985102527	0.1987
GPR155	0	0.276898113722956	0.1985
HAPLN3	0	0.276930906617883	0.1985
KCTD7	0	0.276964766210908	0.1985
TNFAIP3	0.0555236049909582	0.335076314951875	0.1984
RAD51C	0.0418241916147093	0.320624864958485	0.1983
DLG5	0	0.276041026864903	0.1979
ACVR2B	0	0.275885632473124	0.1978
EPRS	0.140514347910152	0.423492430733678	0.1978
GIMAP7	0.0441394115897165	0.322329557079369	0.1978
NOS2	0	0.275897550660778	0.1978
RAB22A	0.212521581028292	0.498921827605357	0.1977
ABR	0	0.275660611950262	0.1976
ANK2	0	0.27536071681078	0.1974
TGFB1I1	0.051503958701045	0.329409975524334	0.1974
ADCYAP1	0	0.275205614750388	0.1973
ZXDB	0	0.275138620092919	0.1973
PAG1	0.0431986437475136	0.32035051114479	0.1972
ZC3H12D	0	0.274996894297917	0.1972
NALCN	0	0.274885588309745	0.1971
ZNF479	0	0.274882313194739	0.1971
TNFSF4	0	0.274655041840404	0.1969
GBP2	0	0.274214693423384	0.1966
SMPD2	0	0.274176285601524	0.1966
ACAD8	0.0431666654558296	0.319365866297738	0.1965
DPH1	0.0426098698778384	0.31826793337924	0.1961
MCTP1	0	0.273481939614046	0.1961
ZNF114	0	0.273434490763748	0.1961
RELN	0.0523839198556486	0.328360012524187	0.196
PMPCB	0	0.272824427246307	0.1957
CCDC43	0.0492605525908232	0.324311993713567	0.1955
FOXC1	0	0.272470827973472	0.1954
PSMB2	0.28824632975922	0.574908210914558	0.1952
SSX4	0	0.272075038658853	0.1951
LCP2	0.0591818830632627	0.334086372650906	0.195
RASA1	0.0443112137885774	0.317804545818992	0.1946
CDC42BPB	0	0.271117170297596	0.1945
TAF15	0	0.271094707578527	0.1945
LARP7	0.0499314162474592	0.323228460011401	0.1943
AKAP5	0.11439021770581	0.389428175562524	0.1932
CD52	0.0491981635513159	0.320879337490791	0.1932
PLXNB1	0.0429490765558496	0.314364818186663	0.1932
UTS2R	0	0.269126365209547	0.1931
ABL1	0.0481875919201684	0.31950998799322	0.193
IL21R	0.194083101957351	0.472225958978943	0.1926
ANP32B	0	0.268285842960656	0.1925
APOOL	0	0.26808952945454	0.1924
GPLD1	0.0626851735750941	0.333546478317961	0.1921
NRXN1	0	0.267614771085008	0.1921
YTHDC1	0	0.267625147540251	0.1921
BRK1	0	0.267061342598456	0.1917
EXOC8	0	0.266721677581324	0.1915
GPS2	0	0.266580572090813	0.1914
MDFIC	0.145845978525556	0.419763920108958	0.1914
OR5P3	0.0469320976152995	0.31587613525586	0.1914
COPZ1	0	0.266451530015052	0.1913
XCL2	0	0.266409651649809	0.1912
SIRPG	0.0474450874848321	0.316107407234136	0.1911
SURF4	0	0.266171508931257	0.1911
FOSL1	0	0.265994226646483	0.191
MAR01853	0	0.266037985998437	0.191
MRPS23	0.198864759086834	0.474720715640209	0.1909
PNPLA2	0	0.265885641332798	0.1909
CTCFL	0.0472339818864495	0.31525206426197	0.1907
YIPF2	0	0.265602670136935	0.1907
MAPRE2	0.052616345095737	0.32052534144198	0.1905
DICER1	0.199438170542554	0.473888603142836	0.1899
OR1M1	0	0.263768723560623	0.1894
MKLN1	0.159000996733395	0.430502767434846	0.1892
MRPS24	0	0.263354484679929	0.1891
MAR02276	0	0.263215720831302	0.189
FBXW5	0	0.262968207469589	0.1889
MAR07910	0	0.262809915639312	0.1888
MAR08109	0	0.26282485687531	0.1888
SDE2	0.0488483127473978	0.314129276413255	0.1888
MAR01872	0	0.262752525702166	0.1887
MAR08658	0	0.262634679222102	0.1886
MAR05442	0	0.262447825370193	0.1885
MAR05443	0	0.262453818346439	0.1885
MAR05444	0	0.262453818346439	0.1885
MAR05445	0	0.262453818346439	0.1885
HBP1	0.054978638054181	0.320025826857603	0.1884
ECSIT	0.060255461977935	0.325305329697719	0.1882
GNAT2	0	0.261956082324879	0.1882
MDS2	0	0.261925400792997	0.1882
RHOV	0	0.261936230376545	0.1882
MAR01444	0	0.261670651596921	0.188
MAR07912	0	0.261583213888862	0.1879
MAR08107	0	0.26160311855442	0.1879
MAR08110	0	0.26160311855442	0.1879
OR51V1	0	0.261596483996629	0.1879
MAR07658	0	0.261091287508046	0.1876
MAR11759	0	0.261109449777608	0.1876
MAR12461	0	0.261109449777608	0.1876
MAR12523	0	0.26111671399157	0.1876
MAR12556	0	0.261109449777608	0.1876
MAR12760	0	0.261108844408549	0.1876
MAR12782	0	0.261109449777608	0.1876
MAR12786	0	0.261109449777608	0.1876
MAR12838	0	0.261109449777608	0.1876
MAR12841	0	0.261109449777608	0.1876
MAR12852	0	0.261109449777608	0.1876
BCL7C	0	0.260667403514751	0.1873
MRPS12	0	0.260738448186125	0.1873
ZNF221	0	0.260650395746305	0.1873
MAR10014	0	0.260349972162021	0.1871
MAR10020	0	0.260359104324787	0.1871
MAR10155	0	0.260359104324787	0.1871
MAR12514	0	0.260405972899515	0.1871
PCYOX1L	0	0.26039927839917	0.1871
MAR00257	0	0.260203772282133	0.187
MAR00273	0	0.260203772282133	0.187
MAR02304	0	0.26027201887714	0.187
MAR09903	0	0.260213523938354	0.187
LOC374443	0	0.260131221913246	0.1869
MAR00194	0	0.260118414800959	0.1869
MAR00198	0	0.260099506811274	0.1869
MAR00202	0	0.260137929908868	0.1869
MAR00207	0	0.260118414800959	0.1869
MAR00211	0	0.260118414800959	0.1869
MAR00215	0	0.260118414800959	0.1869
MAR00224	0	0.260132441573959	0.1869
MAR00231	0	0.260117195011708	0.1869
MAR00235	0	0.260124513579545	0.1869
MAR00239	0	0.260118414800959	0.1869
MAR00243	0	0.260118414800959	0.1869
MAR00247	0	0.260118414800959	0.1869
MAR00253	0	0.260082426318085	0.1869
MAR00261	0	0.260118414800959	0.1869
MAR00265	0	0.260118414800959	0.1869
MAR00269	0	0.260173903389843	0.1869
MAR00277	0	0.260137929908868	0.1869
MAR00281	0	0.260118414800959	0.1869
MAR00287	0	0.26010316663181	0.1869
MAR00291	0	0.260118414800959	0.1869
MAR00295	0	0.260124513579545	0.1869
