source	target	Annotation	Direction	Score
ACTL6A	PPARG	PPrel: binding/association	-	1
ACTL6A	RAD23B	activate	->	1
ACTL6A	RBBP4	predicted	-	0.92
ACTL6A	RBX1	activate	->	1
ACTL6A	RPL11	activate; inhibited by	|->	1
ACTL6A	RUVBL1	complex; input	-	1
ACTL6A	RUVBL2	complex; input	-	1
ACTL6A	RXRA	complex	-	1
ACTL6A	SMARCA2	PPrel: binding/association	-	1
ACTL6A	SMARCA4	PPrel: binding/association	-	1
ACTL6A	SMARCB1	PPrel: binding/association	-	1
ACTL6A	SMARCC1	PPrel: binding/association	-	1
ACTL6A	SMARCC2	PPrel: binding/association; complex	-	1
ACTL6A	SMARCD1	complex	-	1
ACTL6A	SMARCD2	complex	-	1
ACTL6A	SMARCD3	complex	-	1
ACTL6A	SMARCE1	complex	-	1
ACTL6A	SNW1	reaction	-	1
ACTL6A	SP1	expression regulated by	<-	1
ACTL6A	SUPT16H	complex	-	1
ACTL6A	TBL1XR1	predicted	-	0.98
ACTL6A	TFCP2L1	predicted	-	0.54
ACTL6A	TFPT	complex	-	1
ACTL6A	TOP2B	complex	-	1
ACTL6A	TRRAP	complex; input	-	1
ACTL6A	UCHL5	complex; input	-	1
ACTL6A	VPS72	complex	-	1
ACTL6A	WDR77	predicted	-	0.92
ACTL6A	XPC	activate	->	1
ACTL6A	YEATS4	complex	-	1
ACTL6A	YY1	complex	-	1
ACTL6B	BRD7	complex	-	1
ACTN1	COL2A1	complex; input	-	1
ACTN1	ITGAM	complex; input	-	1
ACTN1	ITGB2	complex; input	-	1
ACTN1	NOLC1	input	-	1
ACTN2	COL2A1	complex; input	-	1
ACTN2	ITGAM	complex; input	-	1
ACTN2	ITGB2	complex; input	-	1
ACTN3	COL2A1	complex; input	-	1
ACTN3	ITGAM	complex; input	-	1
ACTN3	ITGB2	complex; input	-	1
ACTN3	NOLC1	input	-	1
ACTN4	COL2A1	complex; input	-	1
ACTN4	ITGAM	complex; input	-	1
ACTN4	ITGB2	complex; input	-	1
ACTR10	ACTR1A	complex; input	-	1
ACTR10	ACTR1B	input	-	1
ACTR10	ANK1	complex; input	-	1
ACTR10	ANK2	complex; input	-	1
ACTR10	ANK3	complex; input	-	1
ACTR10	AR	activate	->	1
ACTR10	ARCN1	complex; input	-	1
ACTR10	BET1	complex; input	-	1
ACTR10	BICD1	complex; input	-	1
ACTR10	CAPZA1	complex; input	-	1
ACTR10	CAPZA2	complex; input	-	1
ACTR10	CAPZA3	complex; input	-	1
ACTR10	CAPZB	complex; input	-	1
ACTR10	CD55	complex; input	-	1
ACTR10	CD59	complex; input	-	1
ACTR10	CENPE	complex; input	-	1
ACTR10	COG1	input	-	1
ACTR10	COG2	input	-	1
ACTR10	COG3	input	-	1
ACTR10	COG4	input	-	1
ACTR10	COG5	input	-	1
ACTR10	COG6	input	-	1
ACTR10	COG7	input	-	1
ACTR10	COG8	input	-	1
ACTR10	COPA	complex; input	-	1
ACTR10	COPB1	complex; input	-	1
ACTR10	COPB2	complex; input	-	1
ACTR10	COPE	complex; input	-	1
ACTR10	COPG1	complex; input	-	1
ACTR10	COPG2	complex; input	-	1
ACTR10	COPZ1	complex; input	-	1
ACTR10	COPZ2	complex; input	-	1
ACTR10	DCTN1	complex; input	-	1
ACTR10	DCTN2	complex; input; predicted	-	1
ACTR10	DCTN3	complex; input	-	1
ACTR10	DCTN4	complex; input	-	1
ACTR10	DCTN5	complex; input	-	1
ACTR10	DCTN6	complex; input	-	1
ACTR10	DYNC1H1	complex; input	-	1
ACTR10	DYNC1I1	complex; input	-	1
ACTR10	DYNC1I2	complex; input	-	1
ACTR10	DYNC1LI1	complex; input	-	1
ACTR10	DYNC1LI2	complex; input	-	1
ACTR10	DYNLL1	complex; input	-	1
ACTR10	DYNLL2	complex; input	-	1
ACTR10	FKBP4	activate	->	1
ACTR10	FOLR1	complex; input	-	1
ACTR10	GALNT1	complex; input	-	1
ACTR10	GALNT2	complex; input	-	1
ACTR10	GOLGA2	input	-	1
ACTR10	GOLGB1	input	-	1
ACTR10	GORASP1	input	-	1
ACTR10	HLA-DPA1	input	-	1
ACTR10	HLA-DPB1	input	-	1
ACTR10	HLA-DQA1	input	-	1
ACTR10	HLA-DQA2	input	-	1
ACTR10	HLA-DQB1	input	-	1
ACTR10	HLA-DQB2	input	-	1
ACTR10	HLA-DRA	input	-	1
ACTR10	HLA-DRB1	input	-	1
ACTR10	HLA-DRB3	input	-	1
ACTR10	HLA-DRB4	input	-	1
ACTR10	HLA-DRB5	input	-	1
ACTR10	HSP90AA1	activate	->	1
ACTR10	HSP90AB1	activate	->	1
ACTR10	INS	complex; input	-	1
ACTR10	KDELR1	complex; input	-	1
ACTR10	KIF11	complex; input	-	1
ACTR10	KIF15	complex; input	-	1
ACTR10	KIF18A	complex; input	-	1
ACTR10	KIF22	complex; input	-	1
ACTR10	KIF23	complex; input	-	1
ACTR10	KIF26A	complex; input	-	1
ACTR10	KIF2A	complex; input	-	1
ACTR10	KIF2B	complex; input	-	1
ACTR10	KIF2C	complex; input	-	1
ACTR10	KIF3A	complex; input	-	1
ACTR10	KIF3B	complex; input	-	1
ACTR10	KIF3C	complex; input	-	1
ACTR10	KIF4A	complex; input	-	1
ACTR10	KIF4B	complex; input	-	1
ACTR10	KIF5A	complex; input	-	1
ACTR10	KIFAP3	complex; input	-	1
ACTR10	KLC1	complex; input	-	1
ACTR10	KLC2	complex; input	-	1
ACTR10	NR3C1	activate	->	1
ACTR10	NR3C2	activate	->	1
ACTR10	OSBPL1A	input	-	1
ACTR10	PAFAH1B1	complex	-	1
ACTR10	PGR	activate	->	1
ACTR10	PTGES3	activate	->	1
ACTR10	RAB18	activated by	<-	1
ACTR10	RAB1B	complex; input	-	1
ACTR10	RAB3GAP1	activated by	<-	1
ACTR10	RAB3GAP2	activated by	<-	1
ACTR10	RAB6A	complex; input	-	1
ACTR10	RAB7A	input	-	1
ACTR10	RACGAP1	complex; input	-	1
ACTR10	RILP	input	-	1
ACTR10	SPTA1	complex; input	-	1
ACTR10	SPTAN1	complex; input	-	1
ACTR10	SPTB	complex; input	-	1
ACTR10	SPTBN1	complex; input	-	1
ACTR10	SPTBN2	complex; input	-	1
ACTR10	SPTBN4	complex; input	-	1
ACTR10	SPTBN5	complex; input	-	1
ACTR10	TMED10	complex; input	-	1
ACTR10	TMED2	complex; input	-	1
ACTR10	TMED3	complex; input	-	1
ACTR10	TMED7	complex; input	-	1
ACTR10	TMED9	complex; input	-	1
ACTR10	TMEM115	input	-	1
ACTR10	USO1	complex; input	-	1
ACTR10	YKT6	complex; input	-	1
ACTR1A	DYNLL1	complex; input	-	1
ACTR1A	NME7	complex; input	-	1
ACTR1A	NR3C1	activate	->	1
ACTR1A	RAB1B	complex; input	-	1
ACTR1A	YKT6	complex; input	-	1
ACTR1B	DYNLL1	input	-	1
ACTR2	CDC42	activated by; complex; input	<-	1
ACTR2	EFHD2	predicted	-	0.78
ACTR2	HTT	catalyzed by; complex; input	<-	1
ACTR2	MMP8	catalyzed by	<-	1
ACTR2	MMP9	catalyzed by	<-	1
ACTR3	CDC42	complex; input	-	1
ACTR5	ACTR8	complex	-	1
ACTR8	CETN2	activate	->	1
ACTR8	COPS2	activate	->	1
ACTR8	COPS3	activate	->	1
ACTR8	COPS4	activate	->	1
ACTR8	COPS5	activate	->	1
ACTR8	COPS6	activate	->	1
ACTR8	COPS7A	activate	->	1
ACTR8	COPS7B	activate	->	1
ACTR8	COPS8	activate	->	1
ACTR8	CUL4A	activate	->	1
ACTR8	CUL4B	activate	->	1
ACTR8	DDB1	activate	->	1
ACTR8	DDB2	activate	->	1
ACTR8	GPS1	activate	->	1
ACTR8	INO80	complex	-	1
ACTR8	INO80B	complex	-	1
ACTR8	INO80C	complex; predicted	-	1
ACTR8	INO80D	complex	-	1
ACTR8	INO80E	complex	-	1
ACTR8	MCRS1	complex	-	1
ACTR8	NFRKB	complex	-	1
ACTR8	RAD23B	activate	->	1
ACTR8	RBX1	activate	->	1
ACTR8	RUVBL1	complex	-	1
ACTR8	TFPT	complex	-	1
ACTR8	UCHL5	complex; input	-	1
ACTR8	XPC	activate	->	1
ACTR8	YY1	complex	-	1
ACVR1	NCF2	PPrel: activation, indirect effect	->	1
ACVR1B	CSNK2B	predicted	-	0.92
ACVR2A	NCF2	PPrel: activation, indirect effect	->	1
ACVR2B	NCF2	PPrel: activation, indirect effect	->	1
ACVRL1	CSNK2B	complex	-	1
ADA2	ITGB2	predicted	-	0.59
ADAM10	BCLAF1	predicted	-	0.98
ADAM10	DEK	predicted	-	0.59
ADAM21	MIPEP	predicted	-	0.65
ADAMTS14	COL2A1	catalyze	->	1
ADAMTS2	COL2A1	catalyze	->	1
ADAMTS3	COL2A1	catalyze	->	1
ADAP1	ARF6	activate; inhibit	-	1
ADCK2	PDK2	predicted	-	0.64
ADCY1	GNAS	PCrel: activated by; PPrel: activated by; PPrel: activated, indirect effect; activated by; complex; inhibite; input	<-|	1
ADCY1	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCY10	GNAS	PPrel: activated by	<-	1
ADCY10	GNG2	PPrel: activated by; PPrel: inhibited by	-	1
ADCY2	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibite; input	<-|	1
ADCY2	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by; catalyzed by; inhibited by	-	1
ADCY3	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibit; input	<-|	1
ADCY3	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCY4	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibite; input	<-|	1
ADCY4	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCY5	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibit; input; predicted	<-|	1
ADCY5	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCY6	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibit; input	<-|	1
ADCY6	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCY7	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibit; input	<-|	1
ADCY7	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by; catalyzed by; inhibited by	-	1
ADCY8	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibit; input	<-|	1
ADCY8	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCY9	GNAS	PCrel: activated by; PPrel: activated by; activated by; complex; inhibit; input	<-|	1
ADCY9	GNG2	PCrel: inhibited by; PPrel; PPrel: activated by; PPrel: inhibited by	-	1
ADCYAP1	GNAS	complex	-	1
ADCYAP1	GNG2	complex	-	1
ADCYAP1	SUZ12	expression regulated by	<-	1
ADCYAP1R1	GNAQ	PPrel: activation	->	1
ADCYAP1R1	GNAS	PPrel: activation; complex	->	1
ADCYAP1R1	GNG2	PPrel: activation; complex	->	1
ADGRF1	GNAS	predicted	-	0.54
ADIPOR1	CSNK2B	predicted	-	0.64
ADM	GNAS	complex	-	1
ADM	GNG2	complex	-	1
ADM2	GNAS	complex	-	1
ADM2	GNG2	complex	-	1
ADORA1	GNG2	complex; input	-	1
ADORA2A	GNAQ	PPrel: activation	->	1
ADORA2A	GNAS	PPrel: activation; complex	->	1
ADORA2A	GNG2	complex; input	-	1
ADORA2B	GNAQ	PPrel: activation	->	1
ADORA2B	GNAS	PPrel: activation; complex	->	1
ADORA2B	GNG2	complex; input	-	1
ADORA3	GNG2	complex; input	-	1
ADRA1A	GNAQ	PPrel: activation; complex; input	->	1
ADRA1A	GNG2	complex; input	-	1
ADRA1B	GNAQ	PPrel: activation; complex; input	->	1
ADRA1B	GNAS	complex	-	1
ADRA1B	GNG2	complex; input	-	1
ADRA1D	GNAQ	PPrel: activation; complex; input	->	1
ADRA1D	GNG2	complex; input	-	1
ADRA2A	GNAQ	PPrel: activation	->	1
ADRA2A	GNG2	complex; input	-	1
ADRA2B	GNAQ	PPrel: activation	->	1
ADRA2B	GNG2	complex; input	-	1
ADRA2C	GNAQ	PPrel: activation	->	1
ADRA2C	GNG2	complex; input	-	1
ADRB1	GNAS	PPrel: activation; complex	->	1
ADRB1	GNG2	complex; input	-	1
ADRB2	ARF6	activate	->	1
ADRB2	GNAS	PPrel: activation; complex; predicted; reaction	->	1
ADRB2	GNG2	complex; input	-	1
ADRB3	GNAS	PPrel: activation; complex; predicted	->	1
ADRB3	GNG2	complex; input	-	1
ADRM1	TIMM13	predicted	-	0.84
ADSS	TGFBRAP1	predicted	-	0.66
ADSS	VPS39	predicted	-	0.66
AEBP2	RBBP4	complex	-	1
AEBP2	SUZ12	complex	-	1
AFF4	CCNK	catalyzed by; complex; input	<-	1
AFF4	SSRP1	complex; input	-	1
AFF4	SUPT16H	complex; input	-	1
AFF4	SUPT6H	complex; input	-	1
AFG3L2	PMPCA	catalyzed by	<-	1
AFG3L2	PMPCB	catalyzed by	<-	1
AGER	CYBB	PPrel: activation	->	1
AGER	ITGAM	complex; input	-	1
AGER	ITGB2	complex; input	-	1
AGER	S100A12	complex; input	-	1
AGER	S100A9	predicted	-	0.64
AGK	BRAF	inhibited by; input	|-	1
AGK	HRAS	inhibited by	|-	1
AGK	KRAS	inhibited by	|-	1
AGK	KSR1	complex; inhibited by; input	|-	1
AGK	MAP2K1	complex; input	-	1
AGK	MAP2K2	complex; input	-	1
AGK	MAPK1	complex; input	-	1
AGK	MAPK3	complex; input	-	1
AGK	MARK3	complex; input	-	1
AGK	NRAS	inhibited by	|-	1
AGK	PEBP1	inhibited by	|-	1
AGK	RAF1	inhibited by	|-	1
AGK	TIMM10	predicted	-	0.64
AGK	TIMM29	predicted	-	0.64
AGK	YWHAB	inhibited by	|-	1
AGO1	AGO2	reaction	-	1
AGO1	AGO3	reaction	-	1
AGO2	AGO3	reaction	-	1
AGO2	AGO4	reaction	-	1
AGO2	CNOT1	predicted	-	0.64
AGO2	CNOT2	predicted	-	0.64
AGO2	CNOT6L	predicted	-	0.64
AGO2	CNOT7	predicted	-	0.64
AGO2	CTCF	expression regulated by	<-	1
AGO2	DDX17	predicted	-	0.56
AGO2	DHX36	predicted	-	0.64
AGO2	DHX9	predicted	-	0.64
AGO2	DICER1	complex	-	1
AGO2	EGFR	predicted	-	0.64
AGO2	EIF4EBP1	predicted	-	0.64
AGO2	EIF4G1	predicted	-	0.64
AGO2	FOXA1	expression regulated by	<-	1
AGO2	GIGYF2	predicted	-	0.64
AGO2	H3-3A	complex; input	-	1
AGO2	H3C1	complex; input	-	1
AGO2	H4C1	complex; input	-	1
AGO2	HDAC1	predicted	-	0.64
AGO2	HIST2H3A	complex; input	-	1
AGO2	IPO8	complex; input	-	1
AGO2	MOV10	complex; input; reaction	-	1
AGO2	MTA2	predicted	-	0.64
AGO2	MTDH	predicted	-	0.64
AGO2	NDC1	catalyzed by	<-	1
AGO2	NUP107	catalyzed by	<-	1
AGO2	NUP133	catalyzed by	<-	1
AGO2	NUP153	catalyzed by	<-	1
AGO2	NUP155	catalyzed by	<-	1
AGO2	NUP160	catalyzed by	<-	1
AGO2	NUP188	catalyzed by	<-	1
AGO2	NUP205	catalyzed by	<-	1
AGO2	NUP210	catalyzed by	<-	1
AGO2	NUP214	catalyzed by	<-	1
AGO2	NUP35	catalyzed by	<-	1
AGO2	NUP37	catalyzed by	<-	1
AGO2	NUP42	catalyzed by	<-	1
AGO2	NUP43	catalyzed by	<-	1
AGO2	NUP50	catalyzed by	<-	1
AGO2	NUP54	catalyzed by	<-	1
AGO2	NUP58	catalyzed by	<-	1
AGO2	NUP62	catalyzed by	<-	1
AGO2	NUP85	catalyzed by	<-	1
AGO2	NUP88	catalyzed by	<-	1
AGO2	NUP93	catalyzed by	<-	1
AGO2	NUP98	catalyzed by	<-	1
AGO2	PABPC1	predicted	-	0.64
AGO2	POLR2A	complex; input	-	1
AGO2	POLR2B	complex; input	-	1
AGO2	POLR2C	complex; input	-	1
AGO2	POLR2D	complex; input	-	1
AGO2	POLR2E	complex; input	-	1
AGO2	POLR2F	complex; input	-	1
AGO2	POLR2G	complex; input	-	1
AGO2	POLR2H	complex; input	-	1
AGO2	POLR2I	complex; input	-	1
AGO2	POLR2J	complex; input	-	1
AGO2	POLR2K	complex; input	-	1
AGO2	POLR2L	complex; input	-	1
AGO2	POM121	catalyzed by	<-	1
AGO2	POM121C	catalyzed by	<-	1
AGO2	PRKRA	complex	-	1
AGO2	RAE1	catalyzed by	<-	1
AGO2	RAN	input	-	1
AGO2	RANBP2	catalyzed by	<-	1
AGO2	RB1	predicted	-	0.64
AGO2	RBM4	predicted	-	0.64
AGO2	RC3H1	predicted	-	0.77
AGO2	RPL10A	predicted	-	0.56
AGO2	SEC13	catalyzed by	<-	1
AGO2	SEH1L	catalyzed by	<-	1
AGO2	TARBP2	complex	-	1
AGO2	TBK1	predicted	-	0.64
AGO2	TCF4	expression regulated by	<-	1
AGO2	TERT	predicted	-	0.64
AGO2	TNF	predicted	-	0.64
AGO2	TNRC6A	complex; input; reaction	-	1
AGO2	TNRC6B	complex; input; reaction	-	1
AGO2	TNRC6C	complex; input; reaction	-	1
AGO2	TOP2A	predicted	-	0.64
AGO2	TPR	catalyzed by	<-	1
AGO2	TRIM71	predicted	-	0.99
AGO2	TSN	catalyzed by	<-	1
AGO2	TSNAX	catalyzed by	<-	1
AGO2	YBX1	predicted	-	0.64
