	NodeIn	baitName	oeName	NodeOut	oeName_changed
26	chr1:8484342-8487414	RERE;RP5-1115A15.1	.	chr1:8849437-8851984	chr1:8849437-8851984
27	chr1:8571654-8573207	RP5-1115A15.2;SNORA77	.	chr1:8849437-8851984	chr1:8849437-8851984
28	chr1:9336978-9341933	Z98044.1	.	chr1:9483302-9488676	chr1:9483302-9488676
29	chr1:9336978-9341933	Z98044.1	.	chr1:9498857-9502487	chr1:9498857-9502487
30	chr1:9336978-9341933	Z98044.1	.	chr1:9502488-9512513	chr1:9502488-9512513
31	chr1:9336978-9341933	Z98044.1	.	chr1:9512514-9528023	chr1:9512514-9528023
32	chr1:9336978-9341933	Z98044.1	.	chr1:9528024-9530810	chr1:9528024-9530810
33	chr1:9336978-9341933	Z98044.1	.	chr1:9530811-9541282	chr1:9530811-9541282
34	chr1:9336978-9341933	Z98044.1	.	chr1:9541283-9543772	chr1:9541283-9543772
35	chr1:9336978-9341933	Z98044.1	.	chr1:9543773-9556068	chr1:9543773-9556068
36	chr1:9336978-9341933	Z98044.1	.	chr1:9556069-9575001	chr1:9556069-9575001
37	chr1:9336978-9341933	Z98044.1	.	chr1:9575002-9587134	chr1:9575002-9587134
38	chr1:9336978-9341933	Z98044.1	.	chr1:9587135-9593481	chr1:9587135-9593481
39	chr1:9336978-9341933	Z98044.1	.	chr1:9593482-9598276	chr1:9593482-9598276
40	chr1:9336978-9341933	Z98044.1	.	chr1:9598277-9598475	chr1:9598277-9598475
41	chr1:9336978-9341933	Z98044.1	SLC25A33	chr1:9598476-9613618	SLC25A33
42	chr1:9336978-9341933	Z98044.1	.	chr1:9613619-9613935	chr1:9613619-9613935
43	chr1:9336978-9341933	Z98044.1	.	chr1:9613936-9614150	chr1:9613936-9614150
44	chr1:9336978-9341933	Z98044.1	.	chr1:9614151-9617427	chr1:9614151-9617427
45	chr1:9336978-9341933	Z98044.1	.	chr1:9617428-9618686	chr1:9617428-9618686
46	chr1:9336978-9341933	Z98044.1	.	chr1:9618687-9618865	chr1:9618687-9618865
47	chr1:9336978-9341933	Z98044.1	.	chr1:9618866-9619750	chr1:9618866-9619750
48	chr1:9336978-9341933	Z98044.1	.	chr1:9619751-9621770	chr1:9619751-9621770
49	chr1:9336978-9341933	Z98044.1	.	chr1:9621771-9628974	chr1:9621771-9628974
50	chr1:9336978-9341933	Z98044.1	.	chr1:9628975-9630005	chr1:9628975-9630005
51	chr1:9336978-9341933	Z98044.1	.	chr1:9630006-9630192	chr1:9630006-9630192
52	chr1:9336978-9341933	Z98044.1	.	chr1:9630193-9630542	chr1:9630193-9630542
53	chr1:9336978-9341933	Z98044.1	.	chr1:9630543-9633247	chr1:9630543-9633247
54	chr1:9336978-9341933	Z98044.1	.	chr1:9633248-9634745	chr1:9633248-9634745
55	chr1:9336978-9341933	Z98044.1	.	chr1:9634746-9639704	chr1:9634746-9639704
56	chr1:9336978-9341933	Z98044.1	.	chr1:9639705-9641495	chr1:9639705-9641495
57	chr1:9336978-9341933	Z98044.1	.	chr1:9641496-9644409	chr1:9641496-9644409
58	chr1:9336978-9341933	Z98044.1	.	chr1:9644410-9647187	chr1:9644410-9647187
59	chr1:9336978-9341933	Z98044.1	TMEM201	chr1:9648089-9649792	TMEM201
60	chr1:9336978-9341933	Z98044.1	.	chr1:9649793-9651338	chr1:9649793-9651338
61	chr1:9336978-9341933	Z98044.1	.	chr1:9651339-9656440	chr1:9651339-9656440
62	chr1:9336978-9341933	Z98044.1	.	chr1:9668908-9674426	chr1:9668908-9674426
63	chr1:9598476-9613618	SLC25A33	Z98044.1	chr1:9336978-9341933	Z98044.1
64	chr1:9648089-9649792	TMEM201	Z98044.1	chr1:9336978-9341933	Z98044.1
65	chr1:10221034-10226462	RNU6-828P	.	chr1:10344000-10351185	chr1:10344000-10351185
66	chr1:10221034-10226462	RNU6-828P	.	chr1:10418315-10425863	chr1:10418315-10425863
67	chr1:10751037-10767516	CASZ1	.	chr1:10589924-10590790	chr1:10589924-10590790
68	chr1:10844387-10859919	CASZ1	.	chr1:10589924-10590790	chr1:10589924-10590790
69	chr1:11039443-11046834	C1orf127	.	chr1:10589924-10590790	chr1:10589924-10590790
70	chr1:11793489-11797297	AGTRAP	.	chr1:11307360-11321725	chr1:11307360-11321725
71	chr1:12225212-12232633	TNFRSF1B	.	chr1:12200019-12204021	chr1:12200019-12204021
72	chr1:12288289-12294700	VPS13D	.	chr1:12200019-12204021	chr1:12200019-12204021
73	chr1:12566709-12567962	SNORA59A	.	chr1:12363249-12363426	chr1:12363249-12363426
74	chr1:12627258-12642357	RNU6ATAC18P	.	chr1:12363249-12363426	chr1:12363249-12363426
75	chr1:12673527-12691643	DHRS3;RP11-474O21.5	.	chr1:12363249-12363426	chr1:12363249-12363426
76	chr1:12700924-12716452	AADACL4	.	chr1:12363249-12363426	chr1:12363249-12363426
77	chr1:15659242-15665924	RP3-467K16.7	.	chr1:15769934-15774568	chr1:15769934-15774568
78	chr1:15667944-15673815	FHAD1;RP3-467K16.2	.	chr1:15769934-15774568	chr1:15769934-15774568
79	chr1:15908460-15915579	AGMAT	RSC1A1	chr1:15985644-15986908	RSC1A1
80	chr1:15942535-15948857	DDI2	RSC1A1	chr1:15985644-15986908	RSC1A1
81	chr1:15985644-15986908	RSC1A1	SCARNA21	chr1:15855326-15870456	SCARNA21
82	chr1:15985644-15986908	RSC1A1	.	chr1:15881526-15889707	chr1:15881526-15889707
83	chr1:15985644-15986908	RSC1A1	.	chr1:15889708-15892652	chr1:15889708-15892652
84	chr1:15985644-15986908	RSC1A1	.	chr1:15892653-15893973	chr1:15892653-15893973
85	chr1:15985644-15986908	RSC1A1	.	chr1:15893974-15904570	chr1:15893974-15904570
86	chr1:15985644-15986908	RSC1A1	.	chr1:15904571-15905902	chr1:15904571-15905902
87	chr1:15985644-15986908	RSC1A1	.	chr1:15905903-15908459	chr1:15905903-15908459
88	chr1:15985644-15986908	RSC1A1	.	chr1:15936843-15938613	chr1:15936843-15938613
89	chr1:15985644-15986908	RSC1A1	.	chr1:15948858-15949341	chr1:15948858-15949341
90	chr1:15985644-15986908	RSC1A1	.	chr1:15949342-15951233	chr1:15949342-15951233
91	chr1:15985644-15986908	RSC1A1	.	chr1:15971704-15974867	chr1:15971704-15974867
92	chr1:15985644-15986908	RSC1A1	.	chr1:15979610-15981315	chr1:15979610-15981315
93	chr1:15985644-15986908	RSC1A1	.	chr1:15988470-15989675	chr1:15988470-15989675
94	chr1:15985644-15986908	RSC1A1	.	chr1:15989741-15990260	chr1:15989741-15990260
95	chr1:15985644-15986908	RSC1A1	.	chr1:16023604-16027972	chr1:16023604-16027972
96	chr1:15985644-15986908	RSC1A1	.	chr1:16042430-16047938	chr1:16042430-16047938
97	chr1:15985644-15986908	RSC1A1	.	chr1:16047939-16048415	chr1:16047939-16048415
98	chr1:15985644-15986908	RSC1A1	.	chr1:16048416-16055395	chr1:16048416-16055395
99	chr1:15985644-15986908	RSC1A1	RP11-288I21.1;SLC25A34	chr1:16059770-16064295	RP11-288I21.1;SLC25A34
100	chr1:16059770-16064295	RP11-288I21.1;SLC25A34	RSC1A1	chr1:15985644-15986908	RSC1A1
101	chr1:16064296-16081772	RP11-169K16.4;SLC25A34;TMEM82	RSC1A1	chr1:15985644-15986908	RSC1A1
102	chr1:16170816-16186303	RP11-169K16.9;SPEN	.	chr1:16152546-16165334	chr1:16152546-16165334
103	chr1:16331358-16347268	CLCNKA;HSPB7;RP11-5P18.5	.	chr1:16152546-16165334	chr1:16152546-16165334
104	chr1:16358634-16372517	CLCNKB;RP11-5P18.10	RSC1A1	chr1:15985644-15986908	RSC1A1
105	chr1:17336957-17340482	ATP13A2	PADI4	chr1:17624557-17635099	PADI4
106	chr1:17370286-17387431	SDHB	PADI4	chr1:17624557-17635099	PADI4
107	chr1:17441219-17449501	PADI2	PADI4	chr1:17624557-17635099	PADI4
108	chr1:17624557-17635099	PADI4	.	chr1:17340728-17345384	chr1:17340728-17345384
109	chr1:17624557-17635099	PADI4	.	chr1:17365027-17366816	chr1:17365027-17366816
110	chr1:17624557-17635099	PADI4	.	chr1:17366817-17370002	chr1:17366817-17370002
111	chr1:17624557-17635099	PADI4	.	chr1:17370003-17370285	chr1:17370003-17370285
112	chr1:17624557-17635099	PADI4	SDHB	chr1:17370286-17387431	SDHB
113	chr1:17624557-17635099	PADI4	.	chr1:17387432-17392367	chr1:17387432-17392367
114	chr1:17624557-17635099	PADI4	.	chr1:17392368-17398016	chr1:17392368-17398016
115	chr1:17624557-17635099	PADI4	.	chr1:17398017-17399400	chr1:17398017-17399400
116	chr1:17624557-17635099	PADI4	.	chr1:17399401-17407313	chr1:17399401-17407313
117	chr1:17624557-17635099	PADI4	.	chr1:17407314-17415945	chr1:17407314-17415945
118	chr1:17624557-17635099	PADI4	.	chr1:17435911-17440652	chr1:17435911-17440652
119	chr1:17624557-17635099	PADI4	.	chr1:17440653-17441218	chr1:17440653-17441218
120	chr1:17624557-17635099	PADI4	PADI2	chr1:17441219-17449501	PADI2
121	chr1:17624557-17635099	PADI4	.	chr1:17449502-17456546	chr1:17449502-17456546
122	chr1:17624557-17635099	PADI4	.	chr1:17456649-17458606	chr1:17456649-17458606
123	chr1:17624557-17635099	PADI4	.	chr1:17458607-17462960	chr1:17458607-17462960
124	chr1:17624557-17635099	PADI4	.	chr1:17482494-17483288	chr1:17482494-17483288
125	chr1:17624557-17635099	PADI4	.	chr1:17505788-17508501	chr1:17505788-17508501
126	chr1:17624557-17635099	PADI4	.	chr1:17508502-17512642	chr1:17508502-17512642
127	chr1:17624557-17635099	PADI4	.	chr1:17512643-17513638	chr1:17512643-17513638
128	chr1:17624557-17635099	PADI4	.	chr1:17602013-17602285	chr1:17602013-17602285
129	chr1:17624557-17635099	PADI4	.	chr1:17615856-17617374	chr1:17615856-17617374
130	chr1:17624557-17635099	PADI4	.	chr1:17617375-17621991	chr1:17617375-17621991
131	chr1:17624557-17635099	PADI4	.	chr1:17676713-17679584	chr1:17676713-17679584
132	chr1:17624557-17635099	PADI4	.	chr1:17697588-17701265	chr1:17697588-17701265
133	chr1:17624557-17635099	PADI4	.	chr1:17701266-17701581	chr1:17701266-17701581
134	chr1:17624557-17635099	PADI4	.	chr1:17724565-17728738	chr1:17724565-17728738
135	chr1:17624557-17635099	PADI4	.	chr1:17910986-17913600	chr1:17910986-17913600
136	chr1:17624557-17635099	PADI4	.	chr1:17955424-17956520	chr1:17955424-17956520
137	chr1:17728739-17733875	RP1-20B21.4	PADI4	chr1:17624557-17635099	PADI4
138	chr1:17773612-17779452	snoU13	PADI4	chr1:17624557-17635099	PADI4
139	chr1:17773612-17779452	snoU13	ARHGEF10L	chr1:17864698-17872687	ARHGEF10L
140	chr1:17864698-17872687	ARHGEF10L	.	chr1:17874617-17877635	chr1:17874617-17877635
141	chr1:17864698-17872687	ARHGEF10L	.	chr1:17910986-17913600	chr1:17910986-17913600
142	chr1:17864698-17872687	ARHGEF10L	.	chr1:17931685-17932464	chr1:17931685-17932464
143	chr1:19219463-19229345	ALDH4A1;MIR1290	.	chr1:19489873-19492380	chr1:19489873-19492380
144	chr1:19219463-19229345	ALDH4A1;MIR1290	.	chr1:19492381-19496500	chr1:19492381-19496500
145	chr1:19531652-19537425	RP1-43E13.2;UBR4	.	chr1:19489873-19492380	chr1:19489873-19492380
146	chr1:19531652-19537425	RP1-43E13.2;UBR4	.	chr1:19492381-19496500	chr1:19492381-19496500
147	chr1:19531652-19537425	RP1-43E13.2;UBR4	.	chr1:19513869-19523110	chr1:19513869-19523110
148	chr1:19631463-19651532	AKR7A2;PQLC2;RN7SL85P;RNU6-1099P	.	chr1:19952119-19953549	chr1:19952119-19953549
149	chr1:19810353-19813225	CAPZB	.	chr1:19651533-19653952	chr1:19651533-19653952
150	chr1:19810353-19813225	CAPZB	.	chr1:19698613-19702884	chr1:19698613-19702884
151	chr1:19810353-19813225	CAPZB	.	chr1:19952119-19953549	chr1:19952119-19953549
152	chr1:19922861-19925827	MINOS1;MINOS1-NBL1;RP5-1056L3.1	.	chr1:19698613-19702884	chr1:19698613-19702884
153	chr1:19965667-19968102	NBL1	.	chr1:19651533-19653952	chr1:19651533-19653952
154	chr1:19965667-19968102	NBL1	.	chr1:19698613-19702884	chr1:19698613-19702884
155	chr1:19986147-19994505	HTR6	.	chr1:19651533-19653952	chr1:19651533-19653952
156	chr1:19986147-19994505	HTR6	.	chr1:19698613-19702884	chr1:19698613-19702884
157	chr1:20301548-20307716	PLA2G2A	.	chr1:20797745-20800380	chr1:20797745-20800380
158	chr1:20815186-20837976	MUL1	.	chr1:20985078-20986445	chr1:20985078-20986445
159	chr1:21064878-21072569	RP5-930J4.4	.	chr1:19489873-19492380	chr1:19489873-19492380
160	chr1:21064878-21072569	RP5-930J4.4	.	chr1:21476613-21478998	chr1:21476613-21478998
161	chr1:21112234-21114520	HP1BP3	.	chr1:21375662-21376713	chr1:21375662-21376713
162	chr1:21112234-21114520	HP1BP3	.	chr1:21476613-21478998	chr1:21476613-21478998
163	chr1:21314908-21317537	MIR1256	.	chr1:21375662-21376713	chr1:21375662-21376713
164	chr1:21314908-21317537	MIR1256	.	chr1:21476613-21478998	chr1:21476613-21478998
165	chr1:21592479-21598521	RP3-329E20.2	.	chr1:21664500-21669608	chr1:21664500-21669608
166	chr1:22263134-22276213	HSPG2	.	chr1:22136872-22137922	chr1:22136872-22137922
167	chr1:23150255-23167762	RP11-69E9.1	.	chr1:23034546-23035630	chr1:23034546-23035630
168	chr1:24387880-24394506	MYOM3;RP11-293P20.4	STPG1	chr1:24742861-24745558	STPG1
169	chr1:24387880-24394506	MYOM3;RP11-293P20.4	NCMAP;RP4-594I10.3	chr1:24869385-24884688	NCMAP;RP4-594I10.3
170	chr1:24434467-24443939	MYOM3	.	chr1:24705123-24706189	chr1:24705123-24706189
171	chr1:24434467-24443939	MYOM3	.	chr1:24718117-24720797	chr1:24718117-24720797
172	chr1:24434467-24443939	MYOM3	.	chr1:24724424-24724752	chr1:24724424-24724752
173	chr1:24469097-24474112	IL22RA1	.	chr1:24863826-24864826	chr1:24863826-24864826
174	chr1:24505108-24516772	IFNLR1	STPG1	chr1:24742861-24745558	STPG1
175	chr1:24505108-24516772	IFNLR1	.	chr1:24863826-24864826	chr1:24863826-24864826
176	chr1:24505108-24516772	IFNLR1	NCMAP;RP4-594I10.3	chr1:24869385-24884688	NCMAP;RP4-594I10.3
177	chr1:24742131-24742860	NIPAL3;STPG1	.	chr1:24863826-24864826	chr1:24863826-24864826
178	chr1:24742861-24745558	STPG1	.	chr1:24474965-24476969	chr1:24474965-24476969
179	chr1:24742861-24745558	STPG1	IFNLR1	chr1:24505108-24516772	IFNLR1
180	chr1:24742861-24745558	STPG1	.	chr1:24516773-24520477	chr1:24516773-24520477
181	chr1:24742861-24745558	STPG1	.	chr1:24520478-24521576	chr1:24520478-24521576
182	chr1:24742861-24745558	STPG1	.	chr1:24521577-24525905	chr1:24521577-24525905
183	chr1:24742861-24745558	STPG1	.	chr1:24525906-24543595	chr1:24525906-24543595
184	chr1:24742861-24745558	STPG1	.	chr1:24826071-24828116	chr1:24826071-24828116
185	chr1:24742861-24745558	STPG1	.	chr1:24844717-24846430	chr1:24844717-24846430
186	chr1:24742861-24745558	STPG1	.	chr1:24846431-24852542	chr1:24846431-24852542
187	chr1:24742861-24745558	STPG1	.	chr1:24852543-24855159	chr1:24852543-24855159
188	chr1:24742861-24745558	STPG1	.	chr1:24855160-24857767	chr1:24855160-24857767
189	chr1:24742861-24745558	STPG1	.	chr1:24857768-24862521	chr1:24857768-24862521
190	chr1:24742861-24745558	STPG1	.	chr1:24862522-24863825	chr1:24862522-24863825
191	chr1:24742861-24745558	STPG1	.	chr1:24863826-24864826	chr1:24863826-24864826
192	chr1:24742861-24745558	STPG1	.	chr1:24958743-24962062	chr1:24958743-24962062
193	chr1:24742861-24745558	STPG1	.	chr1:24962063-24963565	chr1:24962063-24963565
194	chr1:24742861-24745558	STPG1	.	chr1:24963566-24965285	chr1:24963566-24965285
195	chr1:24828117-24830589	RCAN3	STPG1	chr1:24742861-24745558	STPG1
196	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24516773-24520477	chr1:24516773-24520477
197	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24520478-24521576	chr1:24520478-24521576
198	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24521577-24525905	chr1:24521577-24525905
199	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24525906-24543595	chr1:24525906-24543595
200	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24724753-24726466	chr1:24724753-24726466
201	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24733291-24734638	chr1:24733291-24734638
202	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24741632-24742130	chr1:24741632-24742130
203	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24863826-24864826	chr1:24863826-24864826
204	chr1:24869385-24884688	NCMAP;RP4-594I10.3	SRRM1	chr1:24956915-24958408	SRRM1
205	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24958743-24962062	chr1:24958743-24962062
206	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24962063-24963565	chr1:24962063-24963565
207	chr1:24869385-24884688	NCMAP;RP4-594I10.3	.	chr1:24963566-24965285	chr1:24963566-24965285
208	chr1:24956915-24958408	SRRM1	STPG1	chr1:24742861-24745558	STPG1
209	chr1:24956915-24958408	SRRM1	NCMAP;RP4-594I10.3	chr1:24869385-24884688	NCMAP;RP4-594I10.3
210	chr1:24992621-24996135	snoU13;SRRM1	.	chr1:24978908-24979980	chr1:24978908-24979980
211	chr1:25531683-25536069	RP4-706G24.1	.	chr1:24978908-24979980	chr1:24978908-24979980
212	chr1:25531683-25536069	RP4-706G24.1	.	chr1:25216119-25225188	chr1:25216119-25225188
213	chr1:25531683-25536069	RP4-706G24.1	.	chr1:25258125-25260005	chr1:25258125-25260005
214	chr1:25549730-25582405	C1orf63;RP3-465N24.6;SYF2	.	chr1:24978908-24979980	chr1:24978908-24979980
215	chr1:25669878-25676351	snoU13	RP1-187B23.1	chr1:25977545-25994557	RP1-187B23.1
216	chr1:25977545-25994557	RP1-187B23.1	.	chr1:25969293-25975637	chr1:25969293-25975637
217	chr1:25977545-25994557	RP1-187B23.1	.	chr1:26080787-26092420	chr1:26080787-26092420
218	chr1:25977545-25994557	RP1-187B23.1	.	chr1:26092421-26092897	chr1:26092421-26092897
219	chr1:25977545-25994557	RP1-187B23.1	.	chr1:26112095-26113846	chr1:26112095-26113846
220	chr1:25977545-25994557	RP1-187B23.1	.	chr1:26113847-26117858	chr1:26113847-26117858
221	chr1:25977545-25994557	RP1-187B23.1	.	chr1:26129427-26129748	chr1:26129427-26129748
222	chr1:26122880-26129426	SEPN1	.	chr1:25960403-25969292	chr1:25960403-25969292
223	chr1:26231727-26235442	MIR3917;STMN1	.	chr1:26326095-26331323	chr1:26326095-26331323
224	chr1:26436399-26441817	PDIK1L	.	chr1:26665338-26667921	chr1:26665338-26667921
225	chr1:26495199-26499657	RP11-96L14.7;ZNF593	.	chr1:26665338-26667921	chr1:26665338-26667921
226	chr1:27992231-27997240	RP11-288L9.4	.	chr1:28159492-28160589	chr1:28159492-28160589
227	chr1:28284312-28303696	RP11-460I13.2;XKR8	.	chr1:28159492-28160589	chr1:28159492-28160589
228	chr1:28408564-28415241	EYA3	.	chr1:28159492-28160589	chr1:28159492-28160589
229	chr1:28408564-28415241	EYA3	.	chr1:28571123-28577822	chr1:28571123-28577822
230	chr1:28511770-28522951	PTAFR	.	chr1:28159492-28160589	chr1:28159492-28160589
231	chr1:28522952-28531626	AL353354.1;AL353354.2	.	chr1:28159492-28160589	chr1:28159492-28160589
232	chr1:28549095-28561123	DNAJC8	.	chr1:28159492-28160589	chr1:28159492-28160589
233	chr1:28561124-28564810	ATPIF1	.	chr1:28159492-28160589	chr1:28159492-28160589
234	chr1:28689801-28697667	PHACTR4	.	chr1:28571123-28577822	chr1:28571123-28577822
235	chr1:28875368-28879982	TRNAU1AP	.	chr1:28571123-28577822	chr1:28571123-28577822
236	chr1:28888688-28906020	SNORD99	.	chr1:28571123-28577822	chr1:28571123-28577822
237	chr1:28906021-28906506	SNHG12	.	chr1:28571123-28577822	chr1:28571123-28577822
238	chr1:28914046-28927229	RAB42	.	chr1:28571123-28577822	chr1:28571123-28577822
239	chr1:28968733-28983358	RNU11;RP11-442N24__B.1;TAF12	.	chr1:29207782-29210617	chr1:29207782-29210617
240	chr1:29443282-29453737	TMEM200B	.	chr1:29207782-29210617	chr1:29207782-29210617
241	chr1:29477518-29490888	RP11-242O24.5;SRSF4	.	chr1:29207782-29210617	chr1:29207782-29210617
242	chr1:29505251-29512554	SRSF4	.	chr1:29207782-29210617	chr1:29207782-29210617
243	chr1:31188386-31193343	MATN1-AS1;MATN1	.	chr1:29207782-29210617	chr1:29207782-29210617
244	chr1:31188386-31193343	MATN1-AS1;MATN1	.	chr1:31243424-31255154	chr1:31243424-31255154
245	chr1:31188386-31193343	MATN1-AS1;MATN1	.	chr1:31386811-31395713	chr1:31386811-31395713
246	chr1:31193344-31205317	MATN1-AS1;MATN1	.	chr1:31243424-31255154	chr1:31243424-31255154
247	chr1:31193344-31205317	MATN1-AS1;MATN1	.	chr1:31386811-31395713	chr1:31386811-31395713
248	chr1:31379889-31383989	SDC3	.	chr1:31243424-31255154	chr1:31243424-31255154
249	chr1:31405693-31421067	PUM1;SNORD103A	.	chr1:31243424-31255154	chr1:31243424-31255154
250	chr1:31846463-31854197	FABP3	.	chr1:31660362-31664495	chr1:31660362-31664495
251	chr1:31846463-31854197	FABP3	.	chr1:31668757-31670935	chr1:31668757-31670935
252	chr1:31846463-31854197	FABP3	.	chr1:32006319-32006522	chr1:32006319-32006522
253	chr1:31846463-31854197	FABP3	.	chr1:32006680-32008412	chr1:32006680-32008412
254	chr1:31846463-31854197	FABP3	.	chr1:32008741-32008969	chr1:32008741-32008969
255	chr1:31846463-31854197	FABP3	.	chr1:32008970-32014806	chr1:32008970-32014806
256	chr1:31846463-31854197	FABP3	.	chr1:32023909-32026468	chr1:32023909-32026468
257	chr1:32106422-32114565	PEF1;RP11-73M7.6;RP11-73M7.9	.	chr1:32183188-32185962	chr1:32183188-32185962
258	chr1:32118197-32135719	COL16A1;RP11-73M7.6	.	chr1:32183188-32185962	chr1:32183188-32185962
259	chr1:32169227-32176336	COL16A1	.	chr1:32116941-32118196	chr1:32116941-32118196
260	chr1:32378903-32383282	AL136115.1	COL16A1	chr1:32169227-32176336	COL16A1
261	chr1:32794627-32814702	HDAC1;MARCKSL1	.	chr1:32705892-32711308	chr1:32705892-32711308
262	chr1:32814703-32825453	RP4-811H24.9;TSSK3	.	chr1:32705892-32711308	chr1:32705892-32711308
263	chr1:33546157-33562510	ADC;AK2	.	chr1:33424722-33427391	chr1:33424722-33427391
264	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33579202-33580963	chr1:33579202-33580963
265	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33846956-33850492	chr1:33846956-33850492
266	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	AL138837.1	chr1:33905019-33907985	AL138837.1
267	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33908100-33912969	chr1:33908100-33912969
268	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33912970-33913805	chr1:33912970-33913805
269	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33923393-33924037	chr1:33923393-33924037
270	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	TLR12P;ZSCAN20	chr1:33924038-33938399	TLR12P;ZSCAN20
271	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33938400-33939544	chr1:33938400-33939544
272	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33939545-33944296	chr1:33939545-33944296
273	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33944297-33944555	chr1:33944297-33944555
274	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33944556-33944729	chr1:33944556-33944729
275	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33944730-33946177	chr1:33944730-33946177
276	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33946178-33948850	chr1:33946178-33948850
277	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:33960348-33960590	chr1:33960348-33960590
278	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34070102-34071604	chr1:34070102-34071604
279	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34071605-34072488	chr1:34071605-34072488
280	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34072489-34074804	chr1:34072489-34074804
281	chr1:33771424-33781316	A3GALT2;RP11-415J8.3	.	chr1:34074805-34076499	chr1:34074805-34076499
