ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002684	positive regulation of immune system process	55/325	488/5738	3.27986373791731e-07	3.27986373791731e-07	9.25580685465851e-05	LEF1/LAT2/BCL10/CD24/GATA3/CD3G/IGF2/B2M/CARD11/CD274/CX3CR1/EBI3/LILRA2/ITK/FOXP3/PAK3/JAK2/TLR6/LTA/MAPK3/BLK/PRKCH/HCLS1/PRKCA/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/GPR68/KLRD1/PRKCB/CCL2/PLCG1/IL5/CD27/GLI3/GPSM3/CMKLR1/PDCD1LG2/TLR3/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCP2/LCK/IL6/CD79B/PTAFR/CD70/PLCL2/CD86	55
BP	GO:0071345	cellular response to cytokine stimulus	52/325	453/5738	4.07043554427967e-07	4.07043554427967e-07	0.000105295740527024	RAB20/TRIM25/CCR8/LEF1/STAT2/IFNAR1/TLE4/CD24/GATA3/CCR3/CD44/CHUK/MAP3K5/IRAK2/MAP2K7/IRF1/GPR35/CX3CR1/EBI3/LILRA2/STAT5A/PDGFB/JAK2/MAPK3/IL2RB/IL10RB/ASAH2/HCLS1/IL6ST/MX1/IL15RA/IL2RA/IRAK4/PDE2A/PARP14/SIGIRR/CCL2/IL5/CXCR5/FASLG/YY1/CMKLR1/IFITM1/TLR3/BIRC3/IFNG/CCR7/CD40/FLT3/IL2RG/IL6/CD70	52
BP	GO:0050870	positive regulation of T cell activation	27/325	168/5738	6.09013087701843e-07	6.09013087701843e-07	0.000145423449039088	LEF1/BCL10/CD24/GATA3/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/RASGRP1/IL2RA/NOD2/CCL2/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/CD70/CD86	27
BP	GO:0002237	response to molecule of bacterial origin	30/325	201/5738	7.33325953351636e-07	7.33325953351636e-07	0.000153782365903734	NOS3/IFNAR1/BCL10/CD24/IRAK2/MAP2K7/B2M/CD274/CX3CR1/LILRA2/FOXP3/JAK2/TLR6/LTA/MAPK3/PTGIR/PRKCA/PTGER1/FCGR2B/CPS1/LY96/NOD2/SIGIRR/CCL2/FASLG/PDCD1LG2/CCR7/IL6/PTAFR/CD86	30
BP	GO:0050863	regulation of T cell activation	33/325	234/5738	7.57794455565854e-07	7.57794455565854e-07	0.000153782365903734	LEF1/BCL10/CD24/GATA3/IRF1/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/PAG1/IRF4/IL6ST/FCGR2B/RASGRP1/IL2RA/NOD2/CCL2/CD27/GLI3/PDCD1LG2/JUNB/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/CAMK4/CD70/CD86	33
BP	GO:0050865	regulation of cell activation	45/325	375/5738	7.92638847655734e-07	7.92638847655734e-07	0.000153782365903734	NOS3/LEF1/BCL10/CD24/GATA3/IRF1/IGF2/B2M/CARD11/CD274/EBI3/LILRA2/FOXP3/PDGFB/JAK2/TLR6/BLK/PAG1/PRKCA/IRF4/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/KLRD1/CCL2/IL5/CD27/GLI3/PDCD1LG2/JUNB/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CAMK4/PTAFR/CD70/KLRC1/CD86	45
BP	GO:0045087	innate immune response	41/325	328/5738	8.85535683431759e-07	8.85535683431759e-07	0.000161699364113948	RAB20/TRIM25/STAT2/IFNAR1/BCL10/GATA3/CHUK/MAP3K5/IRF1/CX3CR1/LILRA2/SLA/PAK3/NCR1/JAK2/TLR6/BLK/KLRG1/IL10RB/FCGR2B/MX1/TNK1/LY96/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/PARP14/CCL2/CLEC4A/FASLG/TLR5/IFITM1/TLR3/BIRC3/IFNG/CD40/LCK/TMED1/KLRC1	41
BP	GO:0051249	regulation of lymphocyte activation	39/325	305/5738	9.40102384817726e-07	9.40102384817726e-07	0.00016212642882032	LEF1/BCL10/CD24/GATA3/IRF1/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/BLK/PAG1/IRF4/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/KLRD1/CCL2/IL5/CD27/GLI3/PDCD1LG2/JUNB/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CAMK4/CD70/KLRC1/CD86	39
BP	GO:0019221	cytokine-mediated signaling pathway	38/325	294/5738	1.00102117308297e-06	1.00102117308297e-06	0.000163546340134166	CCR8/STAT2/IFNAR1/CD24/CCR3/CD44/CHUK/IRAK2/IRF1/GPR35/CX3CR1/EBI3/LILRA2/STAT5A/PDGFB/JAK2/MAPK3/IL2RB/IL10RB/IL6ST/MX1/IL15RA/IL2RA/IRAK4/PARP14/SIGIRR/CCL2/IL5/CXCR5/CMKLR1/IFITM1/BIRC3/IFNG/CCR7/FLT3/IL2RG/IL6/CD70	38
BP	GO:0022409	positive regulation of cell-cell adhesion	30/325	206/5738	1.25159937758312e-06	1.25159937758312e-06	0.000194261398131191	LEF1/BCL10/ETS1/CD24/GATA3/CD44/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/RASGRP1/IL2RA/NOD2/CCL2/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	30
BP	GO:0050867	positive regulation of cell activation	33/325	245/5738	2.17523031264882e-06	2.17523031264882e-06	0.000321541563508841	LEF1/BCL10/CD24/GATA3/IGF2/B2M/CARD11/CD274/EBI3/LILRA2/FOXP3/JAK2/TLR6/IL6ST/IL15RA/RASGRP1/IL2RA/NOD2/CCL2/IL5/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/PTAFR/CD70/CD86	33
BP	GO:0001817	regulation of cytokine production	46/325	403/5738	2.45548433157242e-06	2.45548433157242e-06	0.000336068028130924	ARNT/LEF1/IL16/BCL10/POU2F2/CD24/GATA3/CHUK/IRF1/B2M/FLT4/CARD11/CD274/CX3CR1/EBI3/LILRA2/ITK/FOXP3/JAK2/TLR6/LTA/S1PR3/IRF4/IL6ST/FCGR2B/LY96/RASGRP1/PIK3CG/NOD2/SIGIRR/CLEC4A/TLR5/YY1/GPSM3/CMKLR1/PDCD1LG2/TLR3/IFNG/CCR7/CD40/CD2AP/IL6/PTAFR/OTUD7B/IQGAP1/CD86	46
BP	GO:0051251	positive regulation of lymphocyte activation	30/325	213/5738	2.55579992636266e-06	2.55579992636266e-06	0.000336068028130924	LEF1/BCL10/CD24/GATA3/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/IL15RA/RASGRP1/IL2RA/NOD2/CCL2/IL5/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CD70/CD86	30
BP	GO:0098542	defense response to other organism	46/325	404/5738	2.63145105407358e-06	2.63145105407358e-06	0.000336068028130924	RAB20/TRIM25/STAT2/IFNAR1/BCL10/GATA3/CHUK/MAP3K5/IRF1/CX3CR1/LILRA2/SLA/FOXP3/PAK3/NCR1/JAK2/TLR6/LTA/MAPK3/BLK/KLRG1/IL10RB/IRF4/FCGR2B/MX1/TNK1/LY96/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/PARP14/CCL2/CLEC4A/FASLG/TLR5/IFITM1/TLR3/BIRC3/IFNG/CD40/LCK/IL6/TMED1/KLRC1	46
BP	GO:0002696	positive regulation of leukocyte activation	32/325	236/5738	2.70654990441147e-06	2.70654990441147e-06	0.000336068028130924	LEF1/BCL10/CD24/GATA3/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/TLR6/IL6ST/IL15RA/RASGRP1/IL2RA/NOD2/CCL2/IL5/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/PTAFR/CD70/CD86	32
BP	GO:0006954	inflammatory response	46/325	406/5738	3.01919618789484e-06	3.01919618789484e-06	0.000360470022595218	IL16/ETS1/GATA3/APOL3/CCR3/CD44/CHUK/IRAK2/CX3CR1/FOXP3/ITGAL/JAK2/TLR6/LTA/KL/S1PR3/KLRG1/IL10RB/PTGIR/IL6ST/PTGER1/FCGR2B/LY96/RASGRP1/PIK3CG/IL2RA/NOD2/GPR68/PDE2A/SIGIRR/CCL2/PLCG1/IL5/TLR5/GPSM3/CMKLR1/TLR3/BIRC3/IFNG/MS4A2/CCR7/NFKBIZ/CD40/IL6/CAMK4/PTAFR	46
BP	GO:0001816	cytokine production	46/325	408/5738	3.45964788898901e-06	3.45964788898901e-06	0.000397758347938737	ARNT/LEF1/IL16/BCL10/POU2F2/CD24/GATA3/CHUK/IRF1/B2M/FLT4/CARD11/CD274/CX3CR1/EBI3/LILRA2/ITK/FOXP3/JAK2/TLR6/LTA/S1PR3/IRF4/IL6ST/FCGR2B/LY96/RASGRP1/PIK3CG/NOD2/SIGIRR/CLEC4A/TLR5/YY1/GPSM3/CMKLR1/PDCD1LG2/TLR3/IFNG/CCR7/CD40/CD2AP/IL6/PTAFR/OTUD7B/IQGAP1/CD86	46
BP	GO:0002694	regulation of leukocyte activation	41/325	349/5738	4.47138379272615e-06	4.47138379272615e-06	0.000495718451306369	LEF1/BCL10/CD24/GATA3/IRF1/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/TLR6/BLK/PAG1/IRF4/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/KLRD1/CCL2/IL5/CD27/GLI3/PDCD1LG2/JUNB/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CAMK4/PTAFR/CD70/KLRC1/CD86	41
BP	GO:0022407	regulation of cell-cell adhesion	35/325	278/5738	5.08941702267474e-06	5.08941702267474e-06	0.000544780065330955	LEF1/BCL10/ETS1/CD24/GATA3/CD44/IRF1/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/JAK2/BLK/PAG1/PRKCA/IL6ST/FCGR2B/RASGRP1/IL2RA/NOD2/CCL2/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	35
BP	GO:0045785	positive regulation of cell adhesion	35/325	284/5738	8.25800277685992e-06	8.25800277685992e-06	0.000854485971542453	LEF1/BCL10/ETS1/CD24/GATA3/CD44/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/PDGFB/JAK2/ITGB1BP1/CYTH3/PRKCA/IL6ST/RASGRP1/IL2RA/NOD2/CCL2/CD27/GLI3/PDCD1LG2/IFNG/EPHA4/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	35
BP	GO:0050778	positive regulation of immune response	34/325	279/5738	1.43157001857647e-05	1.43157001857647e-05	0.00143351442607199	LAT2/BCL10/GATA3/CD3G/B2M/CARD11/CD274/LILRA2/ITK/FOXP3/PAK3/JAK2/LTA/BLK/PRKCH/IL6ST/FCGR2B/RASGRP1/NOD2/KLRD1/PRKCB/PLCG1/CMKLR1/IFNG/CCR7/NFKBIZ/CD40/LCP2/LCK/IL6/CD79B/PTAFR/PLCL2/CD86	34
BP	GO:0032496	response to lipopolysaccharide	26/325	190/5738	2.06965466672049e-05	2.06965466672049e-05	0.00200770118821011	NOS3/IFNAR1/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/FOXP3/JAK2/LTA/MAPK3/PTGIR/PRKCA/PTGER1/CPS1/LY96/NOD2/SIGIRR/CCL2/FASLG/PDCD1LG2/CCR7/IL6/PTAFR/CD86	26
BP	GO:0046634	regulation of alpha-beta T cell activation	15/325	79/5738	2.81245859808155e-05	2.81245859808155e-05	0.00264559502575518	GATA3/IRF1/CARD11/CD274/EBI3/FOXP3/JAK2/IRF4/IL2RA/GLI3/JUNB/IFNG/NFKBIZ/IL2RG/CD86	15
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	22/325	150/5738	3.08986970549863e-05	3.08986970549863e-05	0.00274045887564375	LAT2/BCL10/GATA3/CD3G/CARD11/LILRA2/ITK/FOXP3/PAK3/BLK/PRKCH/FCGR2B/KLRD1/PRKCB/PLCG1/CMKLR1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	22
BP	GO:0002757	immune response-activating signal transduction	22/325	150/5738	3.08986970549863e-05	3.08986970549863e-05	0.00274045887564375	LAT2/BCL10/GATA3/CD3G/CARD11/LILRA2/ITK/FOXP3/PAK3/BLK/PRKCH/FCGR2B/KLRD1/PRKCB/PLCG1/CMKLR1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	22
BP	GO:0002252	immune effector process	34/325	292/5738	3.76577375231639e-05	3.76577375231639e-05	0.00319613044361914	LEF1/LAT2/BCL10/GATA3/B2M/LCP1/CX3CR1/EOMES/LILRA2/FOXP3/NCR1/ITGAL/LTA/BLK/IRF4/FCGR2B/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/IL5/CD27/TLR3/JUNB/IFNG/NFKBIZ/CD40/IL6/PTAFR/CD70/PLCL2/KLRC1/CD86	34
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	22/325	152/5738	3.8095620580947e-05	3.8095620580947e-05	0.00319613044361914	LEF1/BCL10/GATA3/BACH2/B2M/CD274/EBI3/FOXP3/JAK2/LTA/IRF4/FCGR2B/NOD2/KLRD1/NFKB2/CD27/JUNB/NFKBIZ/CD40/IL6/CD70/KLRC1	22
BP	GO:0098609	cell-cell adhesion	43/325	408/5738	4.03919103240454e-05	4.03919103240454e-05	0.00329960508436593	LEF1/L1CAM/BCL10/ETS1/CD24/GATA3/CD44/IRF1/IGF2/B2M/CARD11/CD274/CX3CR1/EBI3/FOXP3/ITGAL/JAK2/BLK/ITGB7/PAG1/PRKCA/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/NOD2/CCL2/CD27/GLI3/PDCD1LG2/IFNG/CCR7/NFKBIZ/MYH9/CD2AP/IL2RG/LCK/ITGA10/IL6/PTAFR/CD70/CD86	43
BP	GO:0071219	cellular response to molecule of bacterial origin	20/325	132/5738	4.42762684518854e-05	4.42762684518854e-05	0.00352417586139299	NOS3/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/TLR6/MAPK3/PRKCA/FCGR2B/LY96/NOD2/SIGIRR/CCL2/PDCD1LG2/IL6/PTAFR/CD86	20
BP	GO:0001819	positive regulation of cytokine production	33/325	286/5738	5.9196294432527e-05	5.9196294432527e-05	0.00453681444259128	ARNT/IL16/BCL10/POU2F2/GATA3/CHUK/IRF1/B2M/FLT4/CARD11/CD274/EBI3/LILRA2/ITK/FOXP3/JAK2/TLR6/LTA/IRF4/IL6ST/LY96/RASGRP1/PIK3CG/NOD2/TLR5/GPSM3/TLR3/IFNG/CCR7/CD40/IL6/PTAFR/CD86	33
BP	GO:0009617	response to bacterium	32/325	274/5738	6.0796446205662e-05	6.0796446205662e-05	0.00453681444259128	NOS3/IFNAR1/BCL10/CD24/IRAK2/MAP2K7/B2M/CD274/CX3CR1/LILRA2/FOXP3/JAK2/TLR6/LTA/MAPK3/PTGIR/PRKCA/PTGER1/FCGR2B/CPS1/LY96/NOD2/SIGIRR/CCL2/FASLG/TLR5/PDCD1LG2/TLR3/CCR7/IL6/PTAFR/CD86	32
BP	GO:0050851	antigen receptor-mediated signaling pathway	18/325	114/5738	6.1383145561001e-05	6.1383145561001e-05	0.00453681444259128	LAT2/BCL10/GATA3/CD3G/CARD11/ITK/FOXP3/BLK/PRKCH/FCGR2B/PRKCB/PLCG1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	18
BP	GO:0046632	alpha-beta T cell differentiation	15/325	85/5738	6.87641221849317e-05	6.87641221849317e-05	0.00496414678882163	LEF1/GATA3/IRF1/EOMES/ITK/FOXP3/IRF4/BCL11B/GLI3/JUNB/IFNG/NFKBIZ/IL2RG/IL6/CD86	15
BP	GO:0042102	positive regulation of T cell proliferation	13/325	67/5738	7.62566602178798e-05	7.62566602178798e-05	0.00537992562159157	CD24/IGF2/CARD11/CD274/EBI3/FOXP3/JAK2/IL6ST/IL2RA/PDCD1LG2/IL6/CD70/CD86	13
BP	GO:1903131	mononuclear cell differentiation	35/325	316/5738	8.21434406939062e-05	8.21434406939062e-05	0.00566645629488489	LEF1/GATA3/CD3G/IRF1/B2M/CARD11/EOMES/ITK/FOXP3/BLK/IRF4/FCGR2B/IL15RA/SP3/RASGRP1/IL2RA/GPR68/BCL11B/CD27/YY1/GLI3/JUNB/IFNG/CCR7/NFKBIZ/FLT3/MYH9/IL2RG/LCK/IL6/CD79B/CAMK4/PLCL2/KLRC1/CD86	35
BP	GO:0002366	leukocyte activation involved in immune response	22/325	160/5738	8.43262112971051e-05	8.43262112971051e-05	0.00569057201636529	LEF1/LAT2/GATA3/LCP1/CX3CR1/EOMES/LILRA2/FOXP3/ITGAL/BLK/IRF4/FCGR2B/RASGRP1/PIK3CG/JUNB/IFNG/NFKBIZ/CD40/IL6/PTAFR/PLCL2/CD86	22
BP	GO:0030098	lymphocyte differentiation	32/325	281/5738	9.92611943711131e-05	9.92611943711131e-05	0.00655590732811674	LEF1/GATA3/CD3G/IRF1/B2M/CARD11/EOMES/ITK/FOXP3/IRF4/FCGR2B/IL15RA/SP3/RASGRP1/IL2RA/BCL11B/CD27/YY1/GLI3/JUNB/IFNG/CCR7/NFKBIZ/FLT3/IL2RG/LCK/IL6/CD79B/CAMK4/PLCL2/KLRC1/CD86	32
BP	GO:0002521	leukocyte differentiation	40/325	385/5738	0.000105771673217755	0.000105771673217755	0.00684036544559558	LEF1/GATA3/CD3G/IRF1/B2M/CARD11/EOMES/ITK/FOXP3/BLK/HCLS1/PRKCA/IRF4/FCGR2B/IL15RA/SP3/RASGRP1/IL2RA/GPR68/BCL11B/IL5/CD27/YY1/GLI3/FBXW7/TLR3/JUNB/IFNG/CCR7/NFKBIZ/FLT3/MYH9/IL2RG/LCK/IL6/CD79B/CAMK4/PLCL2/KLRC1/CD86	40
BP	GO:0002263	cell activation involved in immune response	22/325	163/5738	0.000111718604208936	0.000111718604208936	0.00707751157491199	LEF1/LAT2/GATA3/LCP1/CX3CR1/EOMES/LILRA2/FOXP3/ITGAL/BLK/IRF4/FCGR2B/RASGRP1/PIK3CG/JUNB/IFNG/NFKBIZ/CD40/IL6/PTAFR/PLCL2/CD86	22
BP	GO:0030168	platelet activation	14/325	80/5738	0.000131733442728337	0.000131733442728337	0.00817856679170243	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	14
BP	GO:0002253	activation of immune response	23/325	177/5738	0.00014060248996921	0.00014060248996921	0.00855803390958099	LAT2/BCL10/GATA3/CD3G/CARD11/LILRA2/ITK/FOXP3/PAK3/BLK/PRKCH/FCGR2B/NOD2/KLRD1/PRKCB/PLCG1/CMKLR1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	23
BP	GO:0030155	regulation of cell adhesion	43/325	431/5738	0.000146377310231528	0.000146377310231528	0.00873819206220196	LEF1/BCL10/ETS1/CD24/GATA3/CD44/IRF1/IGF2/B2M/CARD11/CD274/EBI3/FOXP3/PDGFB/JAK2/BLK/ITGB1BP1/PAG1/CYTH3/PRKCA/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/NOD2/SIPA1/CCL2/PLXNC1/CD27/PLXNA4/GLI3/PDCD1LG2/IFNG/EPHA4/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	43
BP	GO:0002224	toll-like receptor signaling pathway	13/325	72/5738	0.000164803501700842	0.000164803501700842	0.00965254273119727	BCL10/IRAK2/IRF1/LILRA2/TLR6/IRF4/LY96/NOD2/IRAK4/TLR5/TLR3/BIRC3/CD40	13
BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	20/325	145/5738	0.000169725524716223	0.000169725524716223	0.00967670578407162	TRIM25/BCL10/APOL3/CHUK/CARD11/EDA/EDAR/TLR6/C18orf32/SLC20A1/CASP10/NOD2/IRAK4/PIM2/PRKCB/FASLG/TLR3/BIRC3/CCR7/CD40	20
BP	GO:1903706	regulation of hemopoiesis	30/325	264/5738	0.000171450619605881	0.000171450619605881	0.00967670578407162	ARNT/LEF1/ETS1/GATA3/IRF1/B2M/CARD11/FOXP3/RCOR1/HCLS1/PRKCA/IRF4/FCGR2B/IL15RA/RASGRP1/IL2RA/GPR68/IL5/CD27/GLI3/FBXW7/TLR3/JUNB/IFNG/NFKBIZ/IL2RG/CAMK4/SMAP1/ACVR2A/CD86	30
BP	GO:0030217	T cell differentiation	26/325	216/5738	0.000186892471882865	0.000186892471882865	0.0103598853304994	LEF1/GATA3/CD3G/IRF1/B2M/CARD11/EOMES/ITK/FOXP3/IRF4/SP3/RASGRP1/IL2RA/BCL11B/CD27/GLI3/JUNB/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/CAMK4/KLRC1/CD86	26
BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	11/325	55/5738	0.000205244247883432	0.000205244247883432	0.0111775676271143	GATA3/CARD11/CD274/FOXP3/IRF4/IL2RA/JUNB/IFNG/NFKBIZ/IL2RG/CD86	11
BP	GO:0002286	T cell activation involved in immune response	13/325	74/5738	0.000219492224432281	0.000219492224432281	0.0115211793497637	LEF1/GATA3/LCP1/EOMES/FOXP3/ITGAL/IRF4/FCGR2B/JUNB/IFNG/NFKBIZ/IL6/CD86	13
BP	GO:0035710	CD4-positive, alpha-beta T cell activation	13/325	74/5738	0.000219492224432281	0.000219492224432281	0.0115211793497637	LEF1/GATA3/CARD11/CD274/FOXP3/IRF4/IL2RA/JUNB/IFNG/NFKBIZ/IL2RG/IL6/CD86	13
