	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa05202	hsa05202	Transcriptional misregulation in cancer	3/61	193/8586	0.157296027314684	4297/860/8148	3
hsa00062	hsa00062	Fatty acid elongation	1/61	27/8586	0.175354499960727	1892	1
hsa00630	hsa00630	Glyoxylate and dicarboxylate metabolism	1/61	30/8586	0.192862915631316	38	1
hsa01200	hsa01200	Carbon metabolism	2/61	115/8586	0.19663160595869	38/1892	2
hsa00410	hsa00410	beta-Alanine metabolism	1/61	31/8586	0.198617399285651	1892	1
hsa03082	hsa03082	ATP-dependent chromatin remodeling	2/61	117/8586	0.201811227057092	86/29117	2
hsa00640	hsa00640	Propanoate metabolism	1/61	32/8586	0.204331524200154	1892	1
hsa04130	hsa04130	SNARE interactions in vesicular transport	1/61	33/8586	0.210005568743501	6811	1
hsa00760	hsa00760	Nicotinate and nicotinamide metabolism	1/61	37/8586	0.232306444773445	64802	1
hsa00513	hsa00513	Various types of N-glycan biosynthesis	1/61	42/8586	0.259313359247139	79796	1
hsa04975	hsa04975	Fat digestion and absorption	1/61	43/8586	0.264601501228169	38	1
hsa03410	hsa03410	Base excision repair	1/61	44/8586	0.269852503033751	4350	1
hsa04962	hsa04962	Vasopressin-regulated water reabsorption	1/61	44/8586	0.269852503033751	8655	1
hsa03022	hsa03022	Basal transcription factors	1/61	45/8586	0.27506662119284	8148	1
hsa00620	hsa00620	Pyruvate metabolism	1/61	47/8586	0.285385223988847	38	1
hsa04110	hsa04110	Cell cycle	2/61	157/8586	0.307121467289046	29882/5591	2
hsa00510	hsa00510	N-Glycan biosynthesis	1/61	53/8586	0.315481969133412	79796	1
hsa05225	hsa05225	Hepatocellular carcinoma	2/61	168/8586	0.33595917584582	86/29117	2
hsa05016	hsa05016	Huntington disease	3/61	306/8586	0.371270937546673	55860/23186/292	3
hsa00970	hsa00970	Aminoacyl-tRNA biosynthesis	1/61	66/8586	0.376479266268848	10667	1
hsa05211	hsa05211	Renal cell carcinoma	1/61	69/8586	0.389777682239074	1398	1
hsa04814	hsa04814	Motor proteins	2/61	193/8586	0.40008150440988	55860/8655	2
hsa04137	hsa04137	Mitophagy - animal	1/61	72/8586	0.40279702222878	1460	1
hsa05220	hsa05220	Chronic myeloid leukemia	1/61	76/8586	0.419731964418712	1398	1
hsa05100	hsa05100	Bacterial invasion of epithelial cells	1/61	77/8586	0.423891347517473	1398	1
hsa05415	hsa05415	Diabetic cardiomyopathy	2/61	203/8586	0.424973855041431	5164/292	2
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	4/61	476/8586	0.440283134680137	55860/1460/292/10131	4
hsa04012	hsa04012	ErbB signaling pathway	1/61	85/8586	0.45612746869411	1398	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	2/61	222/8586	0.470790667657223	29882/292	2
hsa05235	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/61	89/8586	0.471573449015001	1460	1
hsa04658	hsa04658	Th1 and Th2 cell differentiation	1/61	92/8586	0.482873992232018	864	1
hsa04520	hsa04520	Adherens junction	1/61	93/8586	0.486587753295574	1460	1
hsa04714	hsa04714	Thermogenesis	2/61	232/8586	0.494046282460608	86/28958	2
hsa04666	hsa04666	Fc gamma R-mediated phagocytosis	1/61	97/8586	0.501182250258091	1398	1
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	1/61	102/8586	0.518852579873385	29882	1
hsa04064	hsa04064	NF-kappa B signaling pathway	1/61	104/8586	0.525747015711869	1460	1
hsa05132	hsa05132	Salmonella infection	2/61	249/8586	0.532111677226342	55860/8655	2
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	1/61	106/8586	0.532544256791868	860	1
hsa03013	hsa03013	Nucleocytoplasmic transport	1/61	108/8586	0.53924565080294	65109	1
hsa05012	hsa05012	Parkinson disease	2/61	266/8586	0.568239235449091	292/10131	2
hsa04722	hsa04722	Neurotrophin signaling pathway	1/61	119/8586	0.574448552411534	1398	1
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	1/61	120/8586	0.577514412610294	1398	1
hsa05020	hsa05020	Prion disease	2/61	272/8586	0.580514990267653	1460/292	2
hsa04114	hsa04114	Oocyte meiosis	1/61	131/8586	0.609837617713388	29882	1
hsa04142	hsa04142	Lysosome	1/61	132/8586	0.61265250893982	4126	1
hsa04910	hsa04910	Insulin signaling pathway	1/61	137/8586	0.626430070540891	1398	1
hsa05135	hsa05135	Yersinia infection	1/61	137/8586	0.626430070540891	1398	1
hsa05162	hsa05162	Measles	1/61	138/8586	0.629127166729434	1460	1
hsa04120	hsa04120	Ubiquitin mediated proteolysis	1/61	142/8586	0.639725329729309	29882	1
hsa05017	hsa05017	Spinocerebellar ataxia	1/61	143/8586	0.64232797715784	292	1
hsa04934	hsa04934	Cushing syndrome	1/61	155/8586	0.672153426925663	4297	1
hsa04218	hsa04218	Cellular senescence	1/61	156/8586	0.674525463571083	292	1
hsa04217	hsa04217	Necroptosis	1/61	159/8586	0.681540748450509	292	1
hsa04022	hsa04022	cGMP-PKG signaling pathway	1/61	167/8586	0.699529200335696	292	1
hsa04141	hsa04141	Protein processing in endoplasmic reticulum	1/61	170/8586	0.706013955489249	54788	1
hsa05164	hsa05164	Influenza A	1/61	171/8586	0.708144795403122	292	1
hsa04310	hsa04310	Wnt signaling pathway	1/61	174/8586	0.714446581628524	1460	1
hsa05152	hsa05152	Tuberculosis	1/61	180/8586	0.72665129403686	3313	1
hsa04613	hsa04613	Neutrophil extracellular trap formation	1/61	191/8586	0.747708428163699	292	1
hsa04062	hsa04062	Chemokine signaling pathway	1/61	192/8586	0.749541636726178	1398	1
hsa05010	hsa05010	Alzheimer disease	2/61	384/8586	0.764497476880313	1460/292	2
hsa05169	hsa05169	Epstein-Barr virus infection	1/61	202/8586	0.767168009304905	864	1
hsa04510	hsa04510	Focal adhesion	1/61	203/8586	0.768862039771556	1398	1
hsa05203	hsa05203	Viral carcinogenesis	1/61	204/8586	0.770543945482391	28973	1
hsa04015	hsa04015	Rap1 signaling pathway	1/61	210/8586	0.780385498067981	1398	1
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	1/61	212/8586	0.783572818318761	1398	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/61	223/8586	0.800306504484179	292	1
hsa05163	hsa05163	Human cytomegalovirus infection	1/61	225/8586	0.803209195114564	1398	1
hsa04810	hsa04810	Regulation of actin cytoskeleton	1/61	229/8586	0.808890627434694	1398	1
hsa05171	hsa05171	Coronavirus disease - COVID-19	1/61	232/8586	0.81304552556038	9349	1
hsa05131	hsa05131	Shigellosis	1/61	247/8586	0.832523613178844	1398	1
hsa04020	hsa04020	Calcium signaling pathway	1/61	253/8586	0.839743182861343	292	1
hsa04010	hsa04010	MAPK signaling pathway	1/61	301/8586	0.887482457415532	1398	1
hsa05206	hsa05206	MicroRNAs in cancer	1/61	310/8586	0.894725901344285	1398	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	1/61	364/8586	0.929487820926723	55860	1
