	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa00770	hsa00770	Pantothenate and CoA biosynthesis	1/83	21/8586	0.184726470440066	219	1
hsa00340	hsa00340	Histidine metabolism	1/83	22/8586	0.192626961152673	219	1
hsa04217	hsa04217	Necroptosis	3/83	159/8586	0.198791545769259	2495/2512/192111	3
hsa00062	hsa00062	Fatty acid elongation	1/83	27/8586	0.231008922309421	1892	1
hsa00564	hsa00564	Glycerophospholipid metabolism	2/83	99/8586	0.248238549420732	55326/23646	2
hsa00053	hsa00053	Ascorbate and aldarate metabolism	1/83	30/8586	0.253166870593833	219	1
hsa00630	hsa00630	Glyoxylate and dicarboxylate metabolism	1/83	30/8586	0.253166870593833	38	1
hsa05310	hsa05310	Asthma	1/83	31/8586	0.26041174550509	8288	1
hsa04130	hsa04130	SNARE interactions in vesicular transport	1/83	33/8586	0.274693825691589	8673	1
hsa00350	hsa00350	Tyrosine metabolism	1/83	36/8586	0.295607543480036	1312	1
hsa03030	hsa03030	DNA replication	1/83	36/8586	0.295607543480036	10535	1
hsa00760	hsa00760	Nicotinate and nicotinamide metabolism	1/83	37/8586	0.302445505338651	64802	1
hsa00860	hsa00860	Porphyrin metabolism	1/83	43/8586	0.342117476135121	326625	1
hsa04975	hsa04975	Fat digestion and absorption	1/83	43/8586	0.342117476135121	38	1
hsa02010	hsa02010	ABC transporters	1/83	45/8586	0.354839508046906	215	1
hsa03022	hsa03022	Basal transcription factors	1/83	45/8586	0.354839508046906	8148	1
hsa00190	hsa00190	Oxidative phosphorylation	2/83	134/8586	0.372839979737306	4713/27068	2
hsa00330	hsa00330	Arginine and proline metabolism	1/83	50/8586	0.385591001675247	219	1
hsa00565	hsa00565	Ether lipid metabolism	1/83	50/8586	0.385591001675247	23646	1
hsa05110	hsa05110	Vibrio cholerae infection	1/83	50/8586	0.385591001675247	29927	1
hsa00270	hsa00270	Cysteine and methionine metabolism	1/83	52/8586	0.39748204551746	1788	1
hsa04936	hsa04936	Alcoholic liver disease	2/83	142/8586	0.40039180715917	37/219	2
hsa00240	hsa00240	Pyrimidine metabolism	1/83	58/8586	0.431807794458223	4832	1
hsa04330	hsa04330	Notch signaling pathway	1/83	62/8586	0.453610786999133	23385	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	4/83	364/8586	0.470329862222443	4713/23225/348995/79902	4
hsa00970	hsa00970	Aminoacyl-tRNA biosynthesis	1/83	66/8586	0.474586839273454	10667	1
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	1/83	67/8586	0.479705300815743	219	1
hsa04137	hsa04137	Mitophagy - animal	1/83	72/8586	0.504567893247765	192111	1
hsa00562	hsa00562	Inositol phosphate metabolism	1/83	73/8586	0.509397687100294	4329	1
hsa04918	hsa04918	Thyroid hormone synthesis	1/83	75/8586	0.518918151047506	7184	1
hsa05152	hsa05152	Tuberculosis	2/83	180/8586	0.522560827831318	64170/3313	2
hsa00983	hsa00983	Drug metabolism - other enzymes	1/83	80/8586	0.541928126037214	4832	1
hsa04146	hsa04146	Peroxisome	1/83	83/8586	0.555208597759798	215	1
hsa01232	hsa01232	Nucleotide metabolism	1/83	85/8586	0.563850172434534	4832	1
hsa04657	hsa04657	IL-17 signaling pathway	1/83	94/8586	0.600729056188223	7184	1
hsa05215	hsa05215	Prostate cancer	1/83	97/8586	0.612323663583462	7184	1
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	1/83	102/8586	0.630913211488948	51434	1
hsa04625	hsa04625	C-type lectin receptor signaling pathway	1/83	104/8586	0.638099949429278	64170	1
hsa04714	hsa04714	Thermogenesis	2/83	232/8586	0.661194594196876	28958/4713	2
hsa04668	hsa04668	TNF signaling pathway	1/83	114/8586	0.672011218955436	192111	1
hsa03082	hsa03082	ATP-dependent chromatin remodeling	1/83	117/8586	0.681558098289752	11177	1
hsa04611	hsa04611	Platelet activation	1/83	124/8586	0.702779595233114	8673	1
hsa00230	hsa00230	Purine metabolism	1/83	128/8586	0.71427236414495	4832	1
hsa04114	hsa04114	Oocyte meiosis	1/83	131/8586	0.722602766463347	51434	1
hsa04728	hsa04728	Dopaminergic synapse	1/83	132/8586	0.725325885373288	1312	1
hsa05012	hsa05012	Parkinson disease	2/83	266/8586	0.73337335407785	4713/10131	2
hsa04210	hsa04210	Apoptosis	1/83	136/8586	0.735956749764406	1075	1
hsa04915	hsa04915	Estrogen signaling pathway	1/83	137/8586	0.73855031068388	7184	1
hsa05418	hsa05418	Fluid shear stress and atherosclerosis	1/83	139/8586	0.743662160079627	7184	1
hsa04120	hsa04120	Ubiquitin mediated proteolysis	1/83	142/8586	0.751145339064174	51434	1
hsa04072	hsa04072	Phospholipase D signaling pathway	1/83	148/8586	0.76547015843472	55326	1
hsa04723	hsa04723	Retrograde endocannabinoid signaling	1/83	148/8586	0.76547015843472	4713	1
hsa04145	hsa04145	Phagosome	1/83	152/8586	0.774564257322555	29927	1
hsa04932	hsa04932	Non-alcoholic fatty liver disease	1/83	155/8586	0.781155367370252	4713	1
hsa04110	hsa04110	Cell cycle	1/83	157/8586	0.785443295703422	51434	1
hsa05016	hsa05016	Huntington disease	2/83	306/8586	0.801367133463214	4713/23186	2
hsa04140	hsa04140	Autophagy - animal	1/83	165/8586	0.801780513763252	8673	1
hsa04621	hsa04621	NOD-like receptor signaling pathway	1/83	186/8586	0.839046267315433	64170	1
hsa05202	hsa05202	Transcriptional misregulation in cancer	1/83	193/8586	0.849858026497544	8148	1
hsa05415	hsa05415	Diabetic cardiomyopathy	1/83	203/8586	0.864069519546688	4713	1
hsa05203	hsa05203	Viral carcinogenesis	1/83	204/8586	0.86541536588781	28973	1
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	1/83	212/8586	0.875718689280036	7184	1
hsa05417	hsa05417	Lipid and atherosclerosis	1/83	215/8586	0.87937810619786	7184	1
hsa03040	hsa03040	Spliceosome	1/83	216/8586	0.880574094393485	56259	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	1/83	222/8586	0.887507898608057	51434	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/83	223/8586	0.888624211904988	4713	1
hsa05010	hsa05010	Alzheimer disease	2/83	384/8586	0.891606748622367	23385/4713	2
hsa05132	hsa05132	Salmonella infection	1/83	249/8586	0.914099537523492	7184	1
hsa05020	hsa05020	Prion disease	1/83	272/8586	0.931778701148017	4713	1
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	2/83	476/8586	0.949145091277536	4713/10131	2
hsa05206	hsa05206	MicroRNAs in cancer	1/83	310/8586	0.95344496503237	1788	1
hsa04151	hsa04151	PI3K-Akt signaling pathway	1/83	359/8586	0.971631251306757	7184	1
