	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa04614	hsa04614	Renin-angiotensin system	2/91	23/8586	0.0243286520445665	1511/5547	2
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	4/91	106/8586	0.0258619053443	2771/2776/2778/5604	4
hsa04514	hsa04514	Cell adhesion molecules	5/91	158/8586	0.0259695719099876	965/3684/3688/3689/5788	5
hsa04726	hsa04726	Serotonergic synapse	4/91	115/8586	0.0335220979499508	2771/2776/2778/5604	4
hsa05221	hsa05221	Acute myeloid leukemia	3/91	67/8586	0.0339083999840679	929/3684/5604	3
hsa04664	hsa04664	Fc epsilon RI signaling pathway	3/91	68/8586	0.0352086401465089	241/2207/5604	3
hsa04924	hsa04924	Renin secretion	3/91	69/8586	0.0365344416056606	2771/2776/2778	3
hsa05230	hsa05230	Central carbon metabolism in cancer	3/91	70/8586	0.0378857117684853	3098/5604/9123	3
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	4/91	120/8586	0.0382933458976309	2771/2776/2778/5604	4
hsa00030	hsa00030	Pentose phosphate pathway	2/91	30/8586	0.0398847834935104	2821/7086	2
hsa05310	hsa05310	Asthma	2/91	31/8586	0.042347388984498	2207/6037	2
hsa00052	hsa00052	Galactose metabolism	2/91	32/8586	0.0448656081962172	2548/3098	2
hsa04971	hsa04971	Gastric acid secretion	3/91	76/8586	0.0465221481458639	2771/2776/2778	3
hsa05212	hsa05212	Pancreatic cancer	3/91	76/8586	0.0465221481458639	998/5604/5899	3
hsa04621	hsa04621	NOD-like receptor signaling pathway	5/91	186/8586	0.0472251109972704	820/1536/2633/5585/9051	5
hsa04926	hsa04926	Relaxin signaling pathway	4/91	129/8586	0.04781764214641	2771/2778/5604/4318	4
hsa04721	hsa04721	Synaptic vesicle cycle	3/91	78/8586	0.049599456603166	9114/51606/1212	3
hsa04062	hsa04062	Chemokine signaling pathway	5/91	192/8586	0.0528176470104278	998/2771/2776/5604/7454	5
hsa00190	hsa00190	Oxidative phosphorylation	4/91	134/8586	0.0536285147788329	537/9114/51606/64077	4
hsa04210	hsa04210	Apoptosis	4/91	136/8586	0.0560562225231977	824/1522/5604/7277	4
hsa01250	hsa01250	Biosynthesis of nucleotide sugars	2/91	37/8586	0.0582417839854064	2821/3098	2
hsa05165	hsa05165	Human papillomavirus infection	7/91	331/8586	0.0611110484310311	537/9114/51606/998/2778/3688/5604	7
hsa04610	hsa04610	Complement and coagulation cascades	3/91	86/8586	0.062869862337438	2162/3684/3689	3
hsa04520	hsa04520	Adherens junction	3/91	93/8586	0.0756913149788167	998/8826/7454	3
hsa04657	hsa04657	IL-17 signaling pathway	3/91	94/8586	0.0776110474102554	4318/6279/6280	3
hsa04261	hsa04261	Adrenergic signaling in cardiomyocytes	4/91	154/8586	0.0805118918132458	2771/2776/2778/9252	4
hsa04921	hsa04921	Oxytocin signaling pathway	4/91	154/8586	0.0805118918132458	2771/2776/2778/5604	4
hsa05150	hsa05150	Staphylococcus aureus infection	3/91	96/8586	0.0815145212529726	820/3684/3689	3
hsa04934	hsa04934	Cushing syndrome	4/91	155/8586	0.0820049187564043	2771/2776/2778/5604	4
hsa01522	hsa01522	Endocrine resistance	3/91	98/8586	0.0855019093200972	2778/5604/4318	3
hsa05231	hsa05231	Choline metabolism in cancer	3/91	98/8586	0.0855019093200972	5604/23446/7454	3
hsa04972	hsa04972	Pancreatic secretion	3/91	102/8586	0.0937213876875556	683/2776/2778	3
hsa05142	hsa05142	Chagas disease	3/91	102/8586	0.0937213876875556	2771/2776/2778	3
hsa00520	hsa00520	Amino sugar and nucleotide sugar metabolism	2/91	49/8586	0.0948886864412583	2821/3098	2
hsa05030	hsa05030	Cocaine addiction	2/91	49/8586	0.0948886864412583	2771/2778	2
hsa04140	hsa04140	Autophagy - animal	4/91	165/8586	0.0976801589112173	5604/51100/27072/10652	4
hsa04620	hsa04620	Toll-like receptor signaling pathway	3/91	104/8586	0.0979498729130011	929/5604/54472	3
hsa04979	hsa04979	Cholesterol metabolism	2/91	51/8586	0.101514377247576	4043/10577	2
hsa04014	hsa04014	Ras signaling pathway	5/91	236/8586	0.105099507366516	382/998/5604/5899/64926	5
hsa04141	hsa04141	Protein processing in endoplasmic reticulum	4/91	170/8586	0.106010522979798	824/10970/80331/5034	4
hsa04066	hsa04066	HIF-1 signaling pathway	3/91	109/8586	0.108852597188393	1536/3098/5604	3
hsa04725	hsa04725	Cholinergic synapse	3/91	113/8586	0.117900147176982	2771/2776/5604	3
hsa04668	hsa04668	TNF signaling pathway	3/91	114/8586	0.120205225317868	5604/4318/9252	3
hsa01200	hsa01200	Carbon metabolism	3/91	115/8586	0.122527094800937	2821/3098/7086	3
hsa04724	hsa04724	Glutamatergic synapse	3/91	115/8586	0.122527094800937	2771/2776/2778	3
hsa04923	hsa04923	Regulation of lipolysis in adipocytes	2/91	58/8586	0.125634127923395	2771/2778	2
hsa04360	hsa04360	Axon guidance	4/91	182/8586	0.127265217143669	998/1808/2771/3688	4
hsa04370	hsa04370	VEGF signaling pathway	2/91	59/8586	0.129184962377647	998/5604	2
hsa04722	hsa04722	Neurotrophin signaling pathway	3/91	119/8586	0.131977604179419	998/5604/9252	3
hsa04660	hsa04660	T cell receptor signaling pathway	3/91	121/8586	0.13679724718939	998/5604/5788	3
hsa04929	hsa04929	GnRH secretion	2/91	64/8586	0.147274533461078	2776/5604	2
hsa05202	hsa05202	Transcriptional misregulation in cancer	4/91	193/8586	0.148199993051274	929/1991/3684/4318	4
hsa04927	hsa04927	Cortisol synthesis and secretion	2/91	65/8586	0.150953568232877	2776/2778	2
hsa00230	hsa00230	Purine metabolism	3/91	128/8586	0.154127966749937	271/272/22875	3
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	2/91	67/8586	0.158366219577708	2821/3098	2
hsa04720	hsa04720	Long-term potentiation	2/91	67/8586	0.158366219577708	2776/5604	2
hsa04650	hsa04650	Natural killer cell mediated cytotoxicity	3/91	132/8586	0.164330427795661	2207/3689/5604	3
hsa04728	hsa04728	Dopaminergic synapse	3/91	132/8586	0.164330427795661	2771/2776/2778	3
hsa05211	hsa05211	Renal cell carcinoma	2/91	69/8586	0.16584644134474	998/5604	2
hsa04510	hsa04510	Focal adhesion	4/91	203/8586	0.168315555318086	824/998/3688/5604	4
hsa04270	hsa04270	Vascular smooth muscle contraction	3/91	134/8586	0.169506881059346	2776/2778/5604	3
hsa00511	hsa00511	Other glycan degradation	1/91	18/8586	0.174680762830491	4123	1
hsa04371	hsa04371	Apelin signaling pathway	3/91	139/8586	0.182651804456316	2771/2776/5604	3
hsa00531	hsa00531	Glycosaminoglycan degradation	1/91	19/8586	0.183446408323305	6448	1
hsa04918	hsa04918	Thyroid hormone synthesis	2/91	75/8586	0.188633133819534	2776/2778	2
hsa05417	hsa05417	Lipid and atherosclerosis	4/91	215/8586	0.193655050541897	929/998/1536/4318	4
hsa05163	hsa05163	Human cytomegalovirus infection	4/91	225/8586	0.215636539486632	2771/2776/2778/5604	4
hsa05010	hsa05010	Alzheimer disease	6/91	384/8586	0.22159604186489	824/1536/2776/5604/5705/7277	6
hsa05016	hsa05016	Huntington disease	5/91	306/8586	0.223831930971749	1212/2776/3064/5705/7277	5
hsa01232	hsa01232	Nucleotide metabolism	2/91	85/8586	0.227439481280765	271/272	2
hsa04911	hsa04911	Insulin secretion	2/91	86/8586	0.23135780554132	2776/2778	2
hsa05210	hsa05210	Colorectal cancer	2/91	86/8586	0.23135780554132	5604/5899	2
hsa04217	hsa04217	Necroptosis	3/91	159/8586	0.23760894066224	824/57132/1536	3
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	7/91	476/8586	0.239492005673859	824/1536/2776/3064/5604/5705/7277	7
hsa00592	hsa00592	alpha-Linolenic acid metabolism	1/91	26/8586	0.242280391625348	30	1
hsa05161	hsa05161	Hepatitis B	3/91	162/8586	0.246106671232192	537/5604/4318	3
hsa01040	hsa01040	Biosynthesis of unsaturated fatty acids	1/91	27/8586	0.25033558839662	30	1
hsa04966	hsa04966	Collecting duct acid secretion	1/91	27/8586	0.25033558839662	9114	1
hsa05032	hsa05032	Morphine addiction	2/91	91/8586	0.251007793796992	2771/2778	2
hsa04022	hsa04022	cGMP-PKG signaling pathway	3/91	167/8586	0.260375935245723	2771/2776/5604	3
hsa05414	hsa05414	Dilated cardiomyopathy	2/91	96/8586	0.270709242839352	2778/3688	2
hsa05215	hsa05215	Prostate cancer	2/91	97/8586	0.274650535644627	5604/4318	2
hsa04750	hsa04750	Inflammatory mediator regulation of TRP channels	2/91	98/8586	0.278591132026388	2776/2778	2
hsa04925	hsa04925	Aldosterone synthesis and secretion	2/91	98/8586	0.278591132026388	2776/2778	2
hsa04640	hsa04640	Hematopoietic cell lineage	2/91	99/8586	0.282530608452805	929/3684	2
hsa04933	hsa04933	AGE-RAGE signaling pathway in diabetic complications	2/91	100/8586	0.286468550250796	998/1536	2
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	2/91	102/8586	0.294338214745045	2771/5604	2
hsa04130	hsa04130	SNARE interactions in vesicular transport	1/91	33/8586	0.296918534375157	10652	1
hsa00051	hsa00051	Fructose and mannose metabolism	1/91	34/8586	0.304398998934009	3098	1
hsa05012	hsa05012	Parkinson disease	4/91	266/8586	0.311430070887151	2771/2778/5705/7277	4
hsa04922	hsa04922	Glucagon signaling pathway	2/91	107/8586	0.313958138767217	2776/2778	2
hsa05034	hsa05034	Alcoholism	3/91	188/8586	0.321227071795598	2771/2778/5604	3
hsa00760	hsa00760	Nicotinate and nicotinamide metabolism	1/91	37/8586	0.326371321726074	683	1
hsa05143	hsa05143	African trypanosomiasis	1/91	37/8586	0.326371321726074	2776	1
hsa05216	hsa05216	Thyroid cancer	1/91	37/8586	0.326371321726074	5604	1
hsa05145	hsa05145	Toxoplasmosis	2/91	111/8586	0.329574494494436	2771/3688	2
hsa05340	hsa05340	Primary immunodeficiency	1/91	38/8586	0.333541775547916	5788	1
hsa04216	hsa04216	Ferroptosis	1/91	41/8586	0.354603296758791	1536	1
hsa00071	hsa00071	Fatty acid degradation	1/91	43/8586	0.368277204744742	30	1
hsa04962	hsa04962	Vasopressin-regulated water reabsorption	1/91	44/8586	0.375006313297736	2778	1
hsa03050	hsa03050	Proteasome	1/91	46/8586	0.388252572015269	5705	1
hsa04930	hsa04930	Type II diabetes mellitus	1/91	46/8586	0.388252572015269	3098	1
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	3/91	212/8586	0.39097229556926	2771/2776/5604	3
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	3/91	212/8586	0.39097229556926	2771/2778/5604	3
hsa00514	hsa00514	Other types of O-glycan biosynthesis	1/91	47/8586	0.394771192149532	285203	1
hsa04973	hsa04973	Carbohydrate digestion and absorption	1/91	47/8586	0.394771192149532	3098	1
hsa04010	hsa04010	MAPK signaling pathway	4/91	301/8586	0.396222974788212	929/998/5604/9252	4
hsa00280	hsa00280	Valine, leucine and isoleucine degradation	1/91	48/8586	0.401221106836778	30	1
hsa05144	hsa05144	Malaria	1/91	50/8586	0.413917677226448	3689	1
hsa04913	hsa04913	Ovarian steroidogenesis	1/91	51/8586	0.420165743226026	2778	1
hsa04380	hsa04380	Osteoclast differentiation	2/91	135/8586	0.420688628025526	5604/140885	2
hsa04910	hsa04910	Insulin signaling pathway	2/91	137/8586	0.428018891433994	3098/5604	2
hsa05322	hsa05322	Systemic lupus erythematosus	2/91	137/8586	0.428018891433994	1511/1991	2
hsa04024	hsa04024	cAMP signaling pathway	3/91	225/8586	0.428127414891951	2771/2778/5604	3
hsa05017	hsa05017	Spinocerebellar ataxia	2/91	143/8586	0.449718603598772	2776/5705	2
hsa01212	hsa01212	Fatty acid metabolism	1/91	57/8586	0.456294362573537	30	1
hsa05213	hsa05213	Endometrial cancer	1/91	58/8586	0.462095419321785	5604	1
hsa04723	hsa04723	Retrograde endocannabinoid signaling	2/91	148/8586	0.467450908707258	2771/2776	2
hsa04978	hsa04978	Mineral absorption	1/91	60/8586	0.473514507960309	79901	1
hsa05416	hsa05416	Viral myocarditis	1/91	60/8586	0.473514507960309	3689	1
hsa00590	hsa00590	Arachidonic acid metabolism	1/91	61/8586	0.479133811241521	4048	1
hsa03250	hsa03250	Viral life cycle - HIV-1	1/91	63/8586	0.490195065143713	23299	1
hsa04150	hsa04150	mTOR signaling pathway	2/91	156/8586	0.495118839192165	51606/5604	2
hsa04218	hsa04218	Cellular senescence	2/91	156/8586	0.495118839192165	824/5604	2
hsa05031	hsa05031	Amphetamine addiction	1/91	69/8586	0.522003805331982	2778	1
hsa04917	hsa04917	Prolactin signaling pathway	1/91	70/8586	0.527110962043827	5604	1
hsa05218	hsa05218	Melanoma	1/91	72/8586	0.537163917077879	5604	1
hsa05223	hsa05223	Non-small cell lung cancer	1/91	72/8586	0.537163917077879	5604	1
hsa01230	hsa01230	Biosynthesis of amino acids	1/91	75/8586	0.551848328735032	7086	1
hsa03320	hsa03320	PPAR signaling pathway	1/91	75/8586	0.551848328735032	30	1
hsa05214	hsa05214	Glioma	1/91	75/8586	0.551848328735032	5604	1
hsa05020	hsa05020	Prion disease	3/91	272/8586	0.554435083760804	1536/5705/7277	3
hsa05220	hsa05220	Chronic myeloid leukemia	1/91	76/8586	0.556639986834563	5604	1
hsa05412	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	1/91	77/8586	0.561380969349023	3688	1
hsa04612	hsa04612	Antigen processing and presentation	1/91	78/8586	0.566071806320376	4802	1
hsa01521	hsa01521	EGFR tyrosine kinase inhibitor resistance	1/91	79/8586	0.570713022308251	5604	1
hsa04146	hsa04146	Peroxisome	1/91	83/8586	0.588791978859857	30	1
hsa04662	hsa04662	B cell receptor signaling pathway	1/91	84/8586	0.593192770336248	5604	1
hsa04012	hsa04012	ErbB signaling pathway	1/91	85/8586	0.597546976158337	5604	1
hsa04814	hsa04814	Motor proteins	2/91	193/8586	0.610781137715669	84376/7277	2
hsa04512	hsa04512	ECM-receptor interaction	1/91	89/8586	0.614507621909443	3688	1
hsa04727	hsa04727	GABAergic synapse	1/91	89/8586	0.614507621909443	2771	1
hsa04976	hsa04976	Bile secretion	1/91	89/8586	0.614507621909443	2778	1
hsa05235	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/91	89/8586	0.614507621909443	5604	1
hsa05410	hsa05410	Hypertrophic cardiomyopathy	1/91	90/8586	0.61863611507247	3688	1
hsa05222	hsa05222	Small cell lung cancer	1/91	92/8586	0.626762357475918	3688	1
hsa05169	hsa05169	Epstein-Barr virus infection	2/91	202/8586	0.635728292035409	965/5705	2
hsa05415	hsa05415	Diabetic cardiomyopathy	2/91	203/8586	0.638422857472613	1536/4318	2
hsa05203	hsa05203	Viral carcinogenesis	2/91	204/8586	0.641102013263177	9114/998	2
hsa05206	hsa05206	MicroRNAs in cancer	3/91	310/8586	0.643812559875297	5604/4318/9252	3
hsa04974	hsa04974	Protein digestion and absorption	1/91	103/8586	0.668488854314838	5547	1
hsa04064	hsa04064	NF-kappa B signaling pathway	1/91	104/8586	0.672045086102808	929	1
hsa04625	hsa04625	C-type lectin receptor signaling pathway	1/91	104/8586	0.672045086102808	2207	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	2/91	222/8586	0.686720497798544	3689/5604	2
hsa05171	hsa05171	Coronavirus disease - COVID-19	2/91	232/8586	0.709975194702543	1536/2162	2
hsa04919	hsa04919	Thyroid hormone signaling pathway	1/91	121/8586	0.727038606900572	5604	1
hsa04151	hsa04151	PI3K-Akt signaling pathway	3/91	359/8586	0.739625909072842	3688/5604/5585	3
hsa04020	hsa04020	Calcium signaling pathway	2/91	253/8586	0.754185041770205	2776/2778	2
hsa04068	hsa04068	FoxO signaling pathway	1/91	131/8586	0.755016937449832	5604	1
hsa04114	hsa04114	Oocyte meiosis	1/91	131/8586	0.755016937449832	5604	1
hsa05418	hsa05418	Fluid shear stress and atherosclerosis	1/91	139/8586	0.775341062828407	4318	1
hsa04120	hsa04120	Ubiquitin mediated proteolysis	1/91	142/8586	0.782524753757747	10075	1
hsa04936	hsa04936	Alcoholic liver disease	1/91	142/8586	0.782524753757747	929	1
hsa04550	hsa04550	Signaling pathways regulating pluripotency of stem cells	1/91	143/8586	0.784868459040557	5604	1
hsa05224	hsa05224	Breast cancer	1/91	147/8586	0.793996067958404	5604	1
hsa05226	hsa05226	Gastric cancer	1/91	149/8586	0.798415165757952	5604	1
hsa04932	hsa04932	Non-alcoholic fatty liver disease	1/91	155/8586	0.811117631044957	998	1
hsa04390	hsa04390	Hippo signaling pathway	1/91	157/8586	0.81517326931027	3689	1
hsa05160	hsa05160	Hepatitis C	1/91	158/8586	0.817168670009376	5604	1
hsa05225	hsa05225	Hepatocellular carcinoma	1/91	168/8586	0.835987089945738	5604	1
hsa05164	hsa05164	Influenza A	1/91	171/8586	0.841249437688086	5604	1
hsa05167	hsa05167	Kaposi sarcoma-associated herpesvirus infection	1/91	194/8586	0.876415174283858	5604	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	2/91	364/8586	0.903609808543402	5705/7277	2
hsa04080	hsa04080	Neuroactive ligand-receptor interaction	2/91	367/8586	0.906130660383245	1511/3001	2
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/91	223/8586	0.909963726340626	5604	1
hsa04714	hsa04714	Thermogenesis	1/91	232/8586	0.918410777812562	2778	1
