	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP2118	WP2118	Arrhythmogenic right ventricular cardiomyopathy	4/115	75/8701	0.0171484667274868	60/3674/3688/3690	4
WP4290	WP4290	Metabolic reprogramming in colon cancer	3/115	42/8701	0.0177629968779396	47/2597/6888	3
WP4659	WP4659	Gastrin signaling pathway	5/115	115/8701	0.0179559944379267	3688/6093/6548/6714/6774	5
WP12	WP12	Osteoclast signaling	2/115	16/8701	0.0184146244166386	3690/6548	2
WP4962	WP4962	Airway smooth muscle cell contraction	2/115	16/8701	0.0184146244166386	801/6093	2
WP4538	WP4538	Regulatory circuits of the STAT3 signaling pathway	4/115	78/8701	0.0195312479239116	3716/57521/6714/6774	4
WP2332	WP2332	Interleukin-11 signaling pathway	3/115	44/8701	0.0201076907633676	3716/6714/6774	3
WP4823	WP4823	Genes controlling nephrogenesis	3/115	44/8701	0.0201076907633676	3611/3688/4690	3
WP4337	WP4337	ncRNAs involved in STAT3 signaling in hepatocellular carcinoma	2/115	17/8701	0.020691757874385	3716/6774	2
WP4806	WP4806	EGFR tyrosine kinase inhibitor resistance	4/115	84/8701	0.0248864552019837	3716/6199/6714/6774	4
WP4971	WP4971	Phosphoinositides metabolism	3/115	49/8701	0.0266805753600203	5305/8396/79837	3
WP5300	WP5300	TROP2 regulatory signaling	3/115	49/8701	0.0266805753600203	3688/6714/7094	3
WP4263	WP4263	Pancreatic adenocarcinoma pathway	4/115	89/8701	0.0299650001166118	3716/5037/6199/6774	4
WP138	WP138	Androgen receptor signaling pathway	4/115	91/8701	0.0321559230494453	2316/6093/6714/6774	4
WP673	WP673	ErbB signaling pathway	4/115	92/8701	0.0332858256955001	4690/6199/6714/6777	4
WP4630	WP4630	Measles virus infection	5/115	136/8701	0.0339421586520717	3716/4478/4940/6774/6777	5
WP585	WP585	Interferon type I signaling pathways	3/115	54/8701	0.0342663985597957	3716/57521/6774	3
WP2806	WP2806	Complement system	4/115	97/8701	0.0392814709619083	2162/3674/3690/7454	4
WP5265	WP5265	Neurogenesis regulation in the olfactory epithelium	3/115	57/8701	0.0392984113658712	4204/5048/6774	3
WP304	WP304	Kit receptor signaling pathway	3/115	59/8701	0.0428503095397515	6714/6774/6777	3
WP4205	WP4205	MET in type 1 papillary renal cell carcinoma	3/115	59/8701	0.0428503095397515	5908/6714/6774	3
WP5224	WP5224	2q37 copy number variation syndrome	5/115	145/8701	0.0428522390561316	801/9267/3611/3690/4134	5
WP183	WP183	Proteasome degradation	3/115	62/8701	0.0484693427117465	5699/5711/5721	3
WP1544	WP1544	MicroRNAs in cardiomyocyte hypertrophy	4/115	104/8701	0.048647857064544	801/5532/6093/6774	4
WP2035	WP2035	Follicle stimulating hormone (FSH) signaling pathway	2/115	27/8701	0.0490401937916761	6199/6714	2
WP4666	WP4666	Hepatitis B infection	5/115	151/8701	0.0495082294529058	3716/6714/6774/6777/10971	5
WP474	WP474	Endochondral ossification	3/115	63/8701	0.0504189431394783	801/871/6777	3
WP4808	WP4808	Endochondral ossification with skeletal dysplasias	3/115	63/8701	0.0504189431394783	801/871/6777	3
WP2583	WP2583	T cell receptor and co-stimulatory signaling	2/115	28/8701	0.0523669766579879	801/1859	2
WP5039	WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	3/115	66/8701	0.0564933891816599	3716/5196/5473	3
WP2263	WP2263	Androgen receptor network in prostate cancer	4/115	110/8701	0.057576472853716	3716/5908/57521/6774	4
WP706	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	5/115	160/8701	0.0605779783664484	226/2597/4204/6711/10971	5
WP4868	WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	2/115	31/8701	0.0628065280024022	3716/4940	2
WP2112	WP2112	IL-17 signaling pathway	2/115	32/8701	0.0664309277516296	3716/6774	2
WP5312	WP5312	Metabolic pathways of fibroblasts	2/115	32/8701	0.0664309277516296	5033/871	2
WP4786	WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	2/115	33/8701	0.0701234757485354	5033/871	2
WP4874	WP4874	CAMKK2 pathway	2/115	33/8701	0.0701234757485354	801/57521	2
WP4880	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	2/115	33/8701	0.0701234757485354	3716/4940	2
WP4542	WP4542	Leukocyte-intrinsic Hippo pathway functions	2/115	35/8701	0.0777034743203784	83706/10971	2
WP619	WP619	Type II interferon signaling	2/115	37/8701	0.0855279390262644	2633/3716	2
WP383	WP383	Striated muscle contraction pathway	2/115	38/8701	0.0895262524106777	7168/7171	2
WP4829	WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	2/115	38/8701	0.0895262524106777	6093/6774	2
WP5413	WP5413	IL-24 Signaling pathway	7/115	291/8701	0.0903520467600462	60/3611/3674/3716/6648/6714/6774	7
WP5093	WP5093	Opioid receptor pathways	2/115	41/8701	0.101839798817854	4155/6548	2
WP3932	WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	7/115	302/8701	0.104689301353423	3674/3688/3690/3716/4218/6199/57521	7
WP364	WP364	IL6 signaling pathway	2/115	43/8701	0.110293813507463	3716/6774	2
WP5083	WP5083	Neuroinflammation and glutamatergic signaling	4/115	140/8701	0.11408871363226	801/2752/3716/6774	4
WP314	WP314	Fas ligand pathway and stress induction of heat shock proteins	2/115	44/8701	0.114588390780991	60/6709	2
WP4577	WP4577	Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway	2/115	44/8701	0.114588390780991	4204/57521	2
WP5085	WP5085	Vasopressin-regulated water reabsorption	2/115	44/8701	0.114588390780991	84516/140735	2
WP534	WP534	Glycolysis and gluconeogenesis	2/115	45/8701	0.118925481082699	226/2597	2
WP3925	WP3925	Amino acid metabolism	3/115	91/8701	0.119017188964905	47/128/2752	3
WP35	WP35	G protein signaling pathways	3/115	92/8701	0.121907010198705	801/10672/6548	3
WP4566	WP4566	Translation inhibitors in chronically activated PDGFRA cells	2/115	46/8701	0.123303236160988	6199/57521	2
WP2113	WP2113	Type III interferon signaling	1/115	10/8701	0.124639291627651	3716	1
WP2815	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)	1/115	10/8701	0.124639291627651	6774	1
WP5050	WP5050	TCA cycle in senescence	1/115	10/8701	0.124639291627651	4200	1
WP5347	WP5347	IL-26 signaling pathways	2/115	47/8701	0.12771984841703	3716/6774	2
WP4746	WP4746	Thyroid hormones production and peripheral downstream signaling effects	3/115	94/8701	0.127763537314181	3690/57521/6714	3
WP1455	WP1455	Serotonin transporter activity	1/115	11/8701	0.136222133816447	3690	1
WP5049	WP5049	Glycolysis in senescence	1/115	11/8701	0.136222133816447	2597	1
WP5233	WP5233	Arsenic metabolism and reactive oxygen species generation	1/115	11/8701	0.136222133816447	6648	1
WP5409	WP5409	PAFAH1B1 copy number variation	1/115	11/8701	0.136222133816447	5048	1
WP5199	WP5199	PtdIns(4,5)P2 in cytokinesis pathway	1/115	12/8701	0.147653026176758	4478	1
WP289	WP289	Myometrial relaxation and contraction pathways	4/115	156/8701	0.151423276369171	60/801/1265/10971	4
WP5381	WP5381	Smith-Magenis and Potocki-Lupski syndrome copy number variation	4/115	159/8701	0.158895267108456	4218/6093/57521/6774	4
WP1434	WP1434	Osteopontin signaling	1/115	13/8701	0.158933944808324	3690	1
WP2881	WP2881	Estrogen receptor pathway	1/115	13/8701	0.158933944808324	6774	1
WP3301	WP3301	MFAP5-mediated ovarian cancer cell motility and invasiveness	1/115	13/8701	0.158933944808324	3690	1
WP3892	WP3892	Development of pulmonary dendritic cells and macrophage subsets	1/115	13/8701	0.158933944808324	6774	1
WP4792	WP4792	Purine metabolism	1/115	13/8701	0.158933944808324	100	1
WP4947	WP4947	Nitric oxide metabolism in cystic fibrosis	1/115	13/8701	0.158933944808324	23564	1
WP5173	WP5173	Disorders of galactose metabolism 	1/115	13/8701	0.158933944808324	5836	1
WP4172	WP4172	PI3K-Akt signaling pathway	7/115	339/8701	0.161246165426436	3674/3688/3690/3716/5520/6199/57521	7
WP560	WP560	TGF-beta receptor signaling	2/115	55/8701	0.164247536460893	3716/6774	2
WP3646	WP3646	Hepatitis C and hepatocellular carcinoma	2/115	56/8701	0.168938874116088	3716/6774	2
WP322	WP322	Osteoblast signaling	1/115	14/8701	0.170066840336298	3690	1
WP5318	WP5318	Female steroid hormones in cardiomyocyte energy metabolism	1/115	14/8701	0.170066840336298	47	1
WP4321	WP4321	Thermogenesis	3/115	108/8701	0.171325414224241	60/6199/57521	3
WP1559	WP1559	Transcription factors regulate miRNAs related to cardiac hypertrophy	1/115	15/8701	0.181053638236761	6774	1
WP4816	WP4816	TGF-beta receptor signaling in skeletal dysplasias	2/115	59/8701	0.183144459875639	3716/6774	2
WP5407	WP5407	15q11q13 copy number variation	2/115	59/8701	0.183144459875639	801/871	2
WP5055	WP5055	Burn wound healing	3/115	113/8701	0.187812582142402	1265/2162/871	3
WP5053	WP5053	Development of ureteric collection system	2/115	60/8701	0.187918932611894	3611/3688	2
WP2453	WP2453	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	1/115	16/8701	0.191896239158103	47	1
WP61	WP61	Notch signaling pathway	2/115	61/8701	0.192710833678129	6714/6774	2
WP3863	WP3863	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	2/115	62/8701	0.197518883377009	801/4690	2
WP5180	WP5180	DYRK1A involvement regarding cell proliferation in brain development	2/115	62/8701	0.197518883377009	1859/57521	2
WP5362	WP5362	TAR syndrome	2/115	63/8701	0.202341832237256	3688/6774	2
WP3678	WP3678	Amplification and expansion of oncogenic pathways as metastatic traits	1/115	17/8701	0.202596519238336	6714	1
WP3935	WP3935	Leptin-insulin signaling overlap	1/115	17/8701	0.202596519238336	6774	1
WP4462	WP4462	Platelet-mediated interactions with vascular and circulating cells	1/115	17/8701	0.202596519238336	5196	1
WP4493	WP4493	Cells and molecules involved in local acute inflammatory response 	1/115	17/8701	0.202596519238336	3688	1
WP4872	WP4872	MAP3K1 role in promoting and blocking gonadal determination	1/115	17/8701	0.202596519238336	6093	1
WP2849	WP2849	Hematopoietic stem cell differentiation	2/115	64/8701	0.207178460450023	3674/3690	2
WP3624	WP3624	Lung fibrosis	2/115	64/8701	0.207178460450023	91039/4204	2
WP1992	WP1992	Genes targeted by miRNAs in adipocytes	1/115	18/8701	0.21315633041839	7114	1
WP2813	WP2813	Mammary gland development pathway - Embryonic development (Stage 1 of 4)	1/115	18/8701	0.21315633041839	3688	1
WP4533	WP4533	Transcription co-factors SKI and SKIL protein partners	1/115	18/8701	0.21315633041839	4204	1
WP4560	WP4560	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	1/115	18/8701	0.21315633041839	3690	1
WP5223	WP5223	2q21.1 copy number variation syndrome	1/115	18/8701	0.21315633041839	6774	1
WP4541	WP4541	Hippo-Merlin signaling dysregulation	3/115	121/8701	0.2149897440702	3674/3688/3690	3
WP1403	WP1403	AMP-activated protein kinase signaling	2/115	67/8701	0.221758656477528	6199/57521	2
WP5087	WP5087	Pleural mesothelioma	8/115	440/8701	0.225739853947638	60/3688/3690/3716/92597/6199/57521/6714	8
WP382	WP382	MAPK signaling pathway	5/115	247/8701	0.228100908576201	2316/2317/5494/5532/5908	5
WP516	WP516	Hypertrophy model	1/115	20/8701	0.233861834708315	9948	1
WP5331	WP5331	Autophagy in pancreatic ductal adenocarcinoma	1/115	20/8701	0.233861834708315	6774	1
WP5130	WP5130	Th17 cell differentiation pathway	2/115	70/8701	0.236420786565025	3716/6774	2
WP2359	WP2359	Parkin-ubiquitin proteasomal system pathway	2/115	71/8701	0.241321393159924	5711/7277	2
WP4906	WP4906	3q29 copy number variation syndrome	2/115	71/8701	0.241321393159924	140735/6777	2
WP4300	WP4300	Extracellular vesicles in the crosstalk of cardiac cells	1/115	21/8701	0.244011113479027	6774	1
WP4255	WP4255	Non-small cell lung cancer	2/115	72/8701	0.246226923886925	6774/6777	2
WP357	WP357	Fatty acid biosynthesis	1/115	22/8701	0.254027095270491	47	1
WP4674	WP4674	Head and neck squamous cell carcinoma	2/115	74/8701	0.256048875436774	6199/57521	2
WP2509	WP2509	Nanoparticle triggered autophagic cell death	1/115	23/8701	0.263911515600471	51100	1
WP4197	WP4197	Immune response to tuberculosis	1/115	23/8701	0.263911515600471	3716	1
WP4224	WP4224	Purine metabolism and related disorders	1/115	23/8701	0.263911515600471	100	1
WP4357	WP4357	NRF2-ARE regulation	1/115	23/8701	0.263911515600471	6714	1
WP4585	WP4585	Cancer immunotherapy by PD-1 blockade	1/115	23/8701	0.263911515600471	6774	1
WP4942	WP4942	15q13.3 copy number variation syndrome	1/115	23/8701	0.263911515600471	871	1
WP5294	WP5294	Sildenafil treatment	1/115	23/8701	0.263911515600471	2597	1
WP4656	WP4656	Joubert syndrome	2/115	76/8701	0.265879119015917	2316/4218	2
WP4949	WP4949	16p11.2 proximal deletion syndrome	2/115	76/8701	0.265879119015917	226/4478	2
WP1539	WP1539	Angiogenesis	1/115	24/8701	0.273666087587789	6714	1
WP1981	WP1981	Thyroxine (thyroid hormone) production	1/115	25/8701	0.283292502238867	5908	1
WP3668	WP3668	Hypothesized pathways in pathogenesis of cardiovascular disease	1/115	25/8701	0.283292502238867	2316	1
WP4483	WP4483	Relationship between inflammation, COX-2 and EGFR	1/115	25/8701	0.283292502238867	6714	1
WP4754	WP4754	IL-18 signaling pathway	5/115	273/8701	0.293357826058881	3674/5763/5834/57521/7114	5
WP5353	WP5353	A network map of Macrophage-stimulating protein (MSP) signaling	2/115	82/8701	0.29534995743393	3688/6714	2
WP4532	WP4532	Intraflagellar transport proteins binding to dynein	1/115	27/8701	0.30216751468982	140735	1
WP4856	WP4856	Intracellular trafficking proteins involved in CMT neuropathy	1/115	27/8701	0.30216751468982	1785	1
WP5231	WP5231	Hippocampal synaptogenesis and neurogenesis	1/115	27/8701	0.30216751468982	801	1
WP5200	WP5200	Dravet syndrome	1/115	28/8701	0.311419386468777	801	1
WP3965	WP3965	Lipid metabolism pathway	1/115	29/8701	0.320549649417709	47	1
WP4905	WP4905	1q21.1 copy number variation syndrome	1/115	29/8701	0.320549649417709	50848	1
WP4969	WP4969	RAS and bradykinin pathways in COVID-19	1/115	29/8701	0.320549649417709	6093	1
WP5115	WP5115	Network map of SARS-CoV-2 signaling pathway	4/115	218/8701	0.325618971861061	60/3716/5196/57521	4
WP2855	WP2855	Dopaminergic neurogenesis	1/115	30/8701	0.329559888153521	6774	1
WP4923	WP4923	Autophagy	1/115	30/8701	0.329559888153521	57521	1
WP5102	WP5102	Familial partial lipodystrophy	1/115	30/8701	0.329559888153521	6777	1
WP69	WP69	T-cell receptor signaling pathway	2/115	90/8701	0.334366903372057	4690/7454	2
WP4304	WP4304	Oligodendrocyte specification and differentiation, leading to myelin components for CNS	1/115	31/8701	0.338451666825225	4155	1
WP4912	WP4912	SARS coronavirus and innate immunity	1/115	31/8701	0.338451666825225	3716	1
WP5355	WP5355	Metabolic Epileptic Disorders	2/115	91/8701	0.339206222796936	226/2597	2
WP231	WP231	TNF-alpha signaling pathway	2/115	92/8701	0.344035094188008	2752/5836	2
WP2839	WP2839	Hair follicle development: organogenesis - part 2 of 3	1/115	32/8701	0.347226529375986	3688	1
WP2876	WP2876	Pregnane X receptor pathway	1/115	32/8701	0.347226529375986	6714	1
WP3414	WP3414	Initiation of transcription and translation elongation at the HIV-1 LTR	1/115	32/8701	0.347226529375986	5532	1
WP3844	WP3844	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities in prostate cancer	1/115	32/8701	0.347226529375986	57521	1
WP3995	WP3995	Prion disease pathway	1/115	32/8701	0.347226529375986	6774	1
WP4149	WP4149	White fat cell differentiation	1/115	32/8701	0.347226529375986	6777	1
WP727	WP727	Monoamine transport	1/115	32/8701	0.347226529375986	3690	1
WP2197	WP2197	Endothelin pathways	1/115	33/8701	0.355885999801844	801	1
WP244	WP244	Alpha 6 beta 4 signaling pathway	1/115	33/8701	0.355885999801844	6714	1
WP408	WP408	Oxidative stress response	1/115	33/8701	0.355885999801844	6648	1
WP422	WP422	MAPK cascade	1/115	33/8701	0.355885999801844	4155	1
WP4875	WP4875	Disruption of postsynaptic signaling by CNV	1/115	33/8701	0.355885999801844	23191	1
WP4658	WP4658	Small cell lung cancer	2/115	96/8701	0.36323501036258	3674/3688	2
WP5221	WP5221	2q11.2 copy number variation syndrome	1/115	35/8701	0.37286476205676	6774	1
WP1471	WP1471	Target of rapamycin signaling	1/115	36/8701	0.381187004425036	57521	1
WP2064	WP2064	Neural crest differentiation	2/115	101/8701	0.386936566254363	3688/4155	2
WP5287	WP5287	17q12 copy number variation syndrome	2/115	101/8701	0.386936566254363	3927/8396	2
WP4558	WP4558	Overview of interferons-mediated signaling pathway	1/115	37/8701	0.389399756241668	3716	1
WP722	WP722	Serotonin HTR1 group and FOS pathway	1/115	37/8701	0.389399756241668	6774	1
WP399	WP399	Wnt signaling pathway and pluripotency	2/115	102/8701	0.391632407044749	5048/5520	2
WP5323	WP5323	Fatty Acids and Lipoproteins Transport in Hepatocytes	6/115	382/8701	0.392778231627363	47/51606/1785/1808/23048/6455	6
WP2447	WP2447	Amyotrophic lateral sclerosis (ALS)	1/115	38/8701	0.397504445534398	5532	1
WP3591	WP3591	Sleep regulation	1/115	38/8701	0.397504445534398	100	1
WP3298	WP3298	Melatonin metabolism and effects	1/115	39/8701	0.40550248186864	801	1
WP4932	WP4932	7q11.23 copy number variation syndrome	2/115	106/8701	0.410253555487513	2597/7251	2
WP2828	WP2828	Bladder cancer	1/115	40/8701	0.413395256584076	6714	1
WP4564	WP4564	Neural crest cell migration during development	1/115	40/8701	0.413395256584076	6774	1
WP5090	WP5090	Complement system in neuronal development and plasticity	2/115	107/8701	0.414866375616971	3690/4155	2
WP405	WP405	Eukaryotic transcription initiation	1/115	42/8701	0.428870496787095	3611	1
WP4148	WP4148	Splicing factor NOVA regulated synaptic proteins	1/115	42/8701	0.428870496787095	4134	1
WP5220	WP5220	Metabolic reprogramming in pancreatic cancer	1/115	42/8701	0.428870496787095	47	1
WP5380	WP5380	5q35 copy number variation	2/115	111/8701	0.43313724938785	79184/6714	2
WP4136	WP4136	Fibrin complement receptor 3 signaling pathway	1/115	43/8701	0.4364556559128	6714	1
WP4565	WP4565	Neural crest cell migration in cancer	1/115	43/8701	0.4364556559128	6774	1
WP5198	WP5198	Inflammatory bowel disease signaling	1/115	43/8701	0.4364556559128	6774	1
WP4756	WP4756	Renin-angiotensin-aldosterone system (RAAS)	1/115	44/8701	0.443940941148424	801	1
WP2873	WP2873	Aryl hydrocarbon receptor pathway	1/115	45/8701	0.451327656149918	6714	1
WP4758	WP4758	Nephrotic syndrome	1/115	45/8701	0.451327656149918	4627	1
WP5322	WP5322	CKAP4 signaling pathway map	2/115	116/8701	0.45554667134816	3688/6714	2
WP2586	WP2586	Aryl hydrocarbon receptor pathway	1/115	46/8701	0.458617087705227	6714	1
WP3931	WP3931	Embryonic stem cell pluripotency pathways	2/115	117/8701	0.459968536160783	3716/6774	2
WP5124	WP5124	Alzheimer's disease	4/115	263/8701	0.460417730934912	801/2597/5532/7277	4
WP4008	WP4008	NO/cGMP/PKG mediated neuroprotection	1/115	47/8701	0.465810505950623	801	1
WP1541	WP1541	Energy metabolism	1/115	48/8701	0.472909164584281	5532	1
WP410	WP410	Exercise-induced circadian regulation	1/115	48/8701	0.472909164584281	5813	1
WP4312	WP4312	Rett syndrome causing genes	1/115	48/8701	0.472909164584281	4204	1
WP4559	WP4559	Interactions between immune cells and microRNAs in tumor microenvironment	1/115	48/8701	0.472909164584281	6774	1
WP1971	WP1971	Integrated cancer pathway	1/115	49/8701	0.479914301077151	3716	1
WP2637	WP2637	Interleukin-1 (IL-1) structural pathway	1/115	49/8701	0.479914301077151	4155	1
WP2029	WP2029	Cell differentiation - index	1/115	50/8701	0.486827136881142	6774	1
WP5373	WP5373	Role of hypoxia, angiogenesis, and FGF pathway in OA chondrocyte hypertrophy	1/115	50/8701	0.486827136881142	6774	1
WP1533	WP1533	Vitamin B12 metabolism	1/115	51/8701	0.493648877634658	6648	1
WP2267	WP2267	Synaptic vesicle pathway	1/115	51/8701	0.493648877634658	1785	1
WP4539	WP4539	Synaptic signaling pathways associated with autism spectrum disorder	1/115	51/8701	0.493648877634658	57521	1
WP4747	WP4747	Netrin-UNC5B signaling pathway	1/115	52/8701	0.500380713365527	6714	1
WP5095	WP5095	Overview of proinflammatory and profibrotic mediators	2/115	129/8701	0.511365280953454	5196/5473	2
WP5144	WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	1/115	54/8701	0.513579353017254	6714	1
WP236	WP236	Adipogenesis	2/115	131/8701	0.519619874928102	6774/6777	2
WP2018	WP2018	RANKL/RANK signaling pathway	1/115	55/8701	0.520048460731261	6714	1
WP2795	WP2795	Cardiac hypertrophic response	1/115	55/8701	0.520048460731261	801	1
WP3915	WP3915	Angiopoietin-like protein 8 regulatory pathway	2/115	132/8701	0.52371269275464	6199/57521	2
WP5348	WP5348	11p11.2 copy number variation syndrome 	1/115	56/8701	0.526432271396991	3688	1
WP4879	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	1/115	57/8701	0.532731899944052	60	1
WP4917	WP4917	Proximal tubule transport	1/115	57/8701	0.532731899944052	51606	1
WP2023	WP2023	Cell differentiation - expanded index	1/115	59/8701	0.54508299835561	6774	1
WP5072	WP5072	Modulators of TCR signaling and T cell activation	1/115	61/8701	0.557110389803728	10672	1
WP2858	WP2858	Ectoderm differentiation	2/115	142/8701	0.56335249621859	4204/54521	2
WP4155	WP4155	Endometrial cancer	1/115	63/8701	0.568822485762596	3611	1
WP2525	WP2525	Trans-sulfuration, one-carbon metabolism and related pathways	1/115	68/8701	0.596776567884329	6648	1
WP3942	WP3942	PPAR signaling pathway	1/115	68/8701	0.596776567884329	3611	1
WP4685	WP4685	Melanoma	1/115	68/8701	0.596776567884329	801	1
