	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP4884	WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex	1/78	21/8701	0.172479801819266	55922	1
WP4022	WP4022	Pyrimidine metabolism	2/78	84/8701	0.173583277156211	4832/87178	2
WP357	WP357	Fatty acid biosynthesis	1/78	22/8701	0.17991604323149	1892	1
WP3645	WP3645	NAD+ biosynthetic pathways	1/78	22/8701	0.17991604323149	64802	1
WP4357	WP4357	NRF2-ARE regulation	1/78	23/8701	0.187286310385303	192111	1
WP325	WP325	Triacylglyceride synthesis	1/78	24/8701	0.194591181068634	55326	1
WP5316	WP5316	Primary ovarian insufficiency	3/78	174/8701	0.20462260164795	1312/10456/56945	3
WP3613	WP3613	Photodynamic therapy-induced unfolded protein response	1/78	27/8701	0.216119117518235	7184	1
WP241	WP241	One-carbon metabolism	1/78	29/8701	0.230154462791589	1788	1
WP430	WP430	Statin inhibition of cholesterol production	1/78	31/8701	0.243941670755772	2222	1
WP4932	WP4932	7q11.23 copy number variation syndrome	2/78	106/8701	0.245718455485181	10514/26608	2
WP3995	WP3995	Prion disease pathway	1/78	32/8701	0.250743579600184	7184	1
WP5365	WP5365	4p16.3 copy number variation	1/78	32/8701	0.250743579600184	617	1
WP4786	WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	1/78	33/8701	0.257485072366499	79709	1
WP4950	WP4950	16p11.2 distal deletion syndrome	1/78	33/8701	0.257485072366499	7284	1
WP4922	WP4922	Mitochondrial complex IV assembly	1/78	34/8701	0.264166678775753	28958	1
WP5333	WP5333	Enterocyte cholesterol metabolism	1/78	36/8701	0.277352328526622	2222	1
WP1433	WP1433	Nucleotide-binding oligomerization domain (NOD) pathway	1/78	41/8701	0.309304649375789	64170	1
WP5093	WP5093	Opioid receptor pathways	1/78	41/8701	0.309304649375789	1788	1
WP4577	WP4577	Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway	1/78	44/8701	0.327802304150554	2512	1
WP268	WP268	Notch signaling	1/78	45/8701	0.333858838778746	23385	1
WP4758	WP4758	Nephrotic syndrome	1/78	45/8701	0.333858838778746	57107	1
WP4718	WP4718	Cholesterol metabolism with Bloch and Kandutsch-Russell pathways	1/78	47/8701	0.345810752255557	2222	1
WP1541	WP1541	Energy metabolism	1/78	48/8701	0.351707073185077	10514	1
WP2884	WP2884	NRF2 pathway	2/78	141/8701	0.361535996044574	2495/2512	2
WP1533	WP1533	Vitamin B12 metabolism	1/78	51/8701	0.369083059856827	326625	1
WP5346	WP5346	8p23.1 copy number variation syndrome	1/78	54/8701	0.385999136003298	2222	1
WP623	WP623	Oxidative phosphorylation	1/78	60/8701	0.418499322799038	4713	1
WP5352	WP5352	10q11.21q11.23 copy number variation syndrome	1/78	61/8701	0.423748374161343	10514	1
WP61	WP61	Notch signaling pathway	1/78	61/8701	0.423748374161343	23385	1
WP5180	WP5180	DYRK1A involvement regarding cell proliferation in brain development	1/78	62/8701	0.428950645783498	23385	1
WP3624	WP3624	Lung fibrosis	1/78	64/8701	0.439216492378513	5073	1
WP3651	WP3651	Pathways affected in adenoid cystic carcinoma	1/78	65/8701	0.444280879734595	29128	1
WP2525	WP2525	Trans-sulfuration, one-carbon metabolism and related pathways	1/78	68/8701	0.459204698578061	1788	1
WP176	WP176	Folate metabolism	1/78	69/8701	0.464090837059575	80308	1
WP1982	WP1982	Sterol regulatory element-binding proteins (SREBP) signaling	1/78	71/8701	0.473732740403013	2222	1
WP2359	WP2359	Parkin-ubiquitin proteasomal system pathway	1/78	71/8701	0.473732740403013	3313	1
WP5304	WP5304	Cholesterol metabolism	1/78	72/8701	0.478489269516404	2222	1
WP5356	WP5356	Disturbed pathways in Duchenne Muscular Dystrophy	1/78	74/8701	0.487875368411074	3313	1
WP702	WP702	Metapathway biotransformation Phase I and II	2/78	185/8701	0.496886345778829	1312/55226	2
WP5205	WP5205	Clock-controlled autophagy in bone metabolism	1/78	80/8701	0.515044503233826	10131	1
WP15	WP15	Selenium micronutrient network	1/78	86/8701	0.54078977294306	80308	1
WP477	WP477	Cytoplasmic ribosomal proteins	1/78	88/8701	0.549067964125196	9801	1
WP231	WP231	TNF-alpha signaling pathway	1/78	92/8701	0.565184879956467	10131	1
WP4352	WP4352	Ciliary landscape	2/78	215/8701	0.578386462174246	1892/10128	2
WP5287	WP5287	17q12 copy number variation syndrome	1/78	101/8701	0.59939798516064	8148	1
WP111	WP111	Electron transport chain: OXPHOS system in mitochondria	1/78	105/8701	0.61373739088232	4713	1
WP5366	WP5366	NF1 copy number variation syndrome 	1/78	110/8701	0.630950869637894	55813	1
WP5380	WP5380	5q35 copy number variation	1/78	111/8701	0.634301565967569	51428	1
WP5322	WP5322	CKAP4 signaling pathway map	1/78	116/8701	0.650609798110688	7818	1
WP179	WP179	Cell cycle	1/78	120/8701	0.663137652215463	51434	1
WP2858	WP2858	Ectoderm differentiation	1/78	142/8701	0.724514248638932	11177	1
WP2853	WP2853	Endoderm differentiation	1/78	145/8701	0.731978365437241	10128	1
WP4396	WP4396	Nonalcoholic fatty liver disease	1/78	155/8701	0.75544576710809	4713	1
WP706	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	1/78	160/8701	0.766406740916686	7184	1
WP2882	WP2882	Nuclear receptors meta-pathway	2/78	314/8701	0.778396592333066	2495/2512	2
WP2877	WP2877	Vitamin D receptor pathway	1/78	187/8701	0.81772916569239	215	1
WP3594	WP3594	Circadian rhythm genes	1/78	201/8701	0.839780574569024	10514	1
WP5115	WP5115	Network map of SARS-CoV-2 signaling pathway	1/78	218/8701	0.863041804828564	55922	1
WP5124	WP5124	Alzheimer's disease	1/78	263/8701	0.909720884866589	23385	1
WP5413	WP5413	IL-24 Signaling pathway	1/78	291/8701	0.930421581145664	7184	1
WP3932	WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	1/78	302/8701	0.937203727601806	7184	1
WP2059	WP2059	Alzheimer's disease and miRNA effects	1/78	328/8701	0.950748158339775	23385	1
WP4172	WP4172	PI3K-Akt signaling pathway	1/78	339/8701	0.95556922205462	7184	1
WP3888	WP3888	VEGFA-VEGFR2 signaling	1/78	432/8701	0.981504781741517	26058	1
WP5087	WP5087	Pleural mesothelioma	1/78	440/8701	0.982855812002876	29128	1
