	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0001664	GO:0001664	G protein-coupled receptor binding	6/199	29/3928	0.00279651512134348	DNM2/FLNA/GNA13/JAK1/PF4/PPBP	6
GO:0042803	GO:0042803	protein homodimerization activity	21/199	223/3928	0.00383941304829793	ADD1/CRYL1/DCK/F11R/FLNA/GBP1/IMPA1/LHPP/MYH9/PDCD10/PDXP/PIP4K2A/PIP4K2B/PRPS2/SH3GLB1/STAT3/STAT5B/TBC1D22A/TPM1/TPM4/TSG101	21
GO:0098772	GO:0098772	molecular function regulator activity	36/199	464/3928	0.00506007518091391	ACAP2/ARFGAP3/ATP6V1H/BRCC3/CALM1/CSTB/CYTH1/DNAJB6/FLNA/GAPDH/GNA13/IQGAP2/ITPRIP/KCNAB2/MOB1B/MYO9B/NCK1/PEBP1/PF4/PLAA/PPBP/PPP2R2A/PPP6R2/PRPSAP1/PSME2/PURA/RAP1B/RAP1GAP2/RAP1GDS1/ROCK1/RPTOR/SERPINB9/SERPINH1/SRC/TBC1D22A/WAS	36
GO:0030234	GO:0030234	enzyme regulator activity	29/199	360/3928	0.00718660589560042	ACAP2/ARFGAP3/ATP6V1H/BRCC3/CALM1/CSTB/CYTH1/GAPDH/GNA13/IQGAP2/ITPRIP/MOB1B/MYO9B/NCK1/PEBP1/PLAA/PPP2R2A/PPP6R2/PRPSAP1/PSME2/RAP1GAP2/RAP1GDS1/ROCK1/RPTOR/SERPINB9/SERPINH1/SRC/TBC1D22A/WAS	29
GO:0046983	GO:0046983	protein dimerization activity	24/199	286/3928	0.0088169536632883	ADD1/CRYL1/DCK/F11R/FLNA/GBP1/IMPA1/ITGB1/LHPP/MYH9/PAFAH1B1/PDCD10/PDXP/PIP4K2A/PIP4K2B/PPP3CB/PRPS2/SH3GLB1/STAT3/STAT5B/TBC1D22A/TPM1/TPM4/TSG101	24
GO:0061135	GO:0061135	endopeptidase regulator activity	7/199	48/3928	0.00966471152961429	CSTB/GAPDH/PEBP1/PSME2/ROCK1/SERPINB9/SERPINH1	7
GO:0005102	GO:0005102	signaling receptor binding	22/199	260/3928	0.0109704017439463	APOL2/DNM2/EML2/F11R/FERMT3/FLNA/GNA13/IGHA1/IGHM/ITGA2B/ITGB1/ITGB3/JAK1/MSN/MYH9/MYO9B/NCK1/PF4/PPBP/SRC/STAT3/TLN1	22
GO:0004177	GO:0004177	aminopeptidase activity	4/199	18/3928	0.0111654538281749	BLMH/DNPEP/DPP9/RNPEP	4
GO:0045505	GO:0045505	dynein intermediate chain binding	3/199	10/3928	0.0117978410709028	DYNLL2/HOOK3/PAFAH1B1	3
GO:0008017	GO:0008017	microtubule binding	8/199	63/3928	0.0132331413491763	DNM2/EML2/GAPDH/HOOK3/KIF13B/MAP4/MAPRE2/PAFAH1B1	8
GO:0044325	GO:0044325	transmembrane transporter binding	6/199	40/3928	0.0142235549670126	CALM1/FLNA/KCNAB2/PACS1/SRC/YWHAQ	6
GO:0050840	GO:0050840	extracellular matrix binding	3/199	11/3928	0.0156249696558205	ITGA2B/ITGB1/ITGB3	3
GO:0004866	GO:0004866	endopeptidase inhibitor activity	6/199	42/3928	0.0178797316847688	CSTB/GAPDH/PEBP1/ROCK1/SERPINB9/SERPINH1	6
GO:0030414	GO:0030414	peptidase inhibitor activity	6/199	42/3928	0.0178797316847688	CSTB/GAPDH/PEBP1/ROCK1/SERPINB9/SERPINH1	6
GO:0051020	GO:0051020	GTPase binding	11/199	111/3928	0.023661595560664	BRK1/CORO1C/CYFIP1/CYFIP2/FLNA/IQGAP2/MYO9B/RAB8A/ROCK1/SPTBN1/WAS	11
GO:0004857	GO:0004857	enzyme inhibitor activity	10/199	97/3928	0.0237402053936888	CSTB/GAPDH/IQGAP2/ITPRIP/NCK1/PEBP1/PRPSAP1/ROCK1/SERPINB9/SERPINH1	10
GO:0005244	GO:0005244	voltage-gated monoatomic ion channel activity	3/199	13/3928	0.0251338780531562	CLIC1/CLIC4/KCNAB2	3
GO:0022832	GO:0022832	voltage-gated channel activity	3/199	13/3928	0.0251338780531562	CLIC1/CLIC4/KCNAB2	3
GO:0031267	GO:0031267	small GTPase binding	10/199	98/3928	0.0253094212980337	BRK1/CORO1C/CYFIP1/CYFIP2/FLNA/IQGAP2/MYO9B/RAB8A/ROCK1/WAS	10
GO:0030145	GO:0030145	manganese ion binding	4/199	23/3928	0.0265228087441298	GLUL/IMPA1/PPM1A/SOD2	4
GO:0019955	GO:0019955	cytokine binding	3/199	14/3928	0.0308205203388852	GBP1/ITGB1/ITGB3	3
GO:0061134	GO:0061134	peptidase regulator activity	7/199	63/3928	0.0384549663233418	CSTB/GAPDH/PEBP1/PSME2/ROCK1/SERPINB9/SERPINH1	7
GO:0030246	GO:0030246	carbohydrate binding	7/199	64/3928	0.0413985143223014	ALDOA/GAA/MAN2C1/P4HA1/PRPS2/PYGL/TALDO1	7
GO:0004715	GO:0004715	non-membrane spanning protein tyrosine kinase activity	3/199	16/3928	0.0440302227742085	DYRK1A/JAK1/SRC	3
GO:0140678	GO:0140678	molecular function inhibitor activity	15/199	184/3928	0.0441574716761398	CALM1/CSTB/CYTH1/GAPDH/GNA13/IQGAP2/ITPRIP/NCK1/PEBP1/PRPSAP1/PURA/RAP1GDS1/ROCK1/SERPINB9/SERPINH1	15
GO:0015631	GO:0015631	tubulin binding	9/199	93/3928	0.0442589440138499	ALDOA/DNM2/EML2/GAPDH/HOOK3/KIF13B/MAP4/MAPRE2/PAFAH1B1	9
GO:0048029	GO:0048029	monosaccharide binding	4/199	27/3928	0.0449489436733071	ALDOA/P4HA1/PYGL/TALDO1	4
GO:0001618	GO:0001618	virus receptor activity	3/199	17/3928	0.051529004113787	F11R/ITGB1/ITGB3	3
GO:0031406	GO:0031406	carboxylic acid binding	5/199	41/3928	0.0540554216159658	ADH5/DDAH2/GLUL/P4HA1/PYGL	5
GO:0016773	GO:0016773	phosphotransferase activity, alcohol group as acceptor	13/199	158/3928	0.0552360730005426	DCK/DYRK1A/ILK/JAK1/OXSR1/PIP4K2A/PIP4K2B/PIP4K2C/ROCK1/RPS6KB2/SRC/STK24/STK39	13
GO:0017124	GO:0017124	SH3 domain binding	5/199	42/3928	0.0589440283634248	DNM2/EVL/SH3BGRL/WAS/WIPF1	5
GO:0046332	GO:0046332	SMAD binding	3/199	18/3928	0.0596017141709095	PPM1A/PURA/PURB	3
GO:0140272	GO:0140272	exogenous protein binding	3/199	18/3928	0.0596017141709095	F11R/ITGB1/ITGB3	3
GO:0016301	GO:0016301	kinase activity	14/199	178/3928	0.0649624842697529	DCK/DYRK1A/ILK/JAK1/OXSR1/PIP4K2A/PIP4K2B/PIP4K2C/PRPS2/ROCK1/RPS6KB2/SRC/STK24/STK39	14
GO:0004867	GO:0004867	serine-type endopeptidase inhibitor activity	3/199	19/3928	0.068228261689112	PEBP1/SERPINB9/SERPINH1	3
GO:0005080	GO:0005080	protein kinase C binding	3/199	19/3928	0.068228261689112	FLNA/ITGB3/SRC	3
GO:0043531	GO:0043531	ADP binding	3/199	19/3928	0.068228261689112	MYH9/MYO9B/PRPS2	3
GO:0002020	GO:0002020	protease binding	5/199	44/3928	0.0694548110153882	CSTB/ITGB1/ITGB3/MBP/SERPINB9	5
GO:0043177	GO:0043177	organic acid binding	5/199	45/3928	0.0750744238204286	ADH5/DDAH2/GLUL/P4HA1/PYGL	5
GO:0015459	GO:0015459	potassium channel regulator activity	2/199	10/3928	0.0879130176988608	FLNA/KCNAB2	2
GO:0046875	GO:0046875	ephrin receptor binding	2/199	10/3928	0.0879130176988608	NCK1/SRC	2
GO:0050321	GO:0050321	tau-protein kinase activity	2/199	10/3928	0.0879130176988608	DYRK1A/ROCK1	2
GO:0016830	GO:0016830	carbon-carbon lyase activity	3/199	22/3928	0.0971981987974887	ALDOA/DERA/ME2	3
GO:0022836	GO:0022836	gated channel activity	3/199	22/3928	0.0971981987974887	CLIC1/CLIC4/KCNAB2	3
GO:0022839	GO:0022839	monoatomic ion gated channel activity	3/199	22/3928	0.0971981987974887	CLIC1/CLIC4/KCNAB2	3
GO:0048306	GO:0048306	calcium-dependent protein binding	3/199	22/3928	0.0971981987974887	CALM1/SLC9A1/TSG101	3
GO:0008238	GO:0008238	exopeptidase activity	4/199	35/3928	0.0984304937498673	BLMH/DNPEP/DPP9/RNPEP	4
GO:0019902	GO:0019902	phosphatase binding	6/199	64/3928	0.103195667095168	CARHSP1/JAK1/PPP3CB/PPP6R2/SLC9A1/STAT3	6
GO:0000287	GO:0000287	magnesium ion binding	7/199	79/3928	0.103305541490923	GLUL/IMPA1/OXSR1/PDXP/PPM1A/PRPS2/PRPSAP1	7
GO:0005253	GO:0005253	monoatomic anion channel activity	2/199	11/3928	0.103977028375092	CLIC1/CLIC4	2
GO:0016597	GO:0016597	amino acid binding	2/199	11/3928	0.103977028375092	DDAH2/GLUL	2
GO:0005126	GO:0005126	cytokine receptor binding	4/199	36/3928	0.106575092279424	ITGB3/JAK1/PF4/PPBP	4
GO:0019887	GO:0019887	protein kinase regulator activity	5/199	50/3928	0.106710844061978	CALM1/ITPRIP/MOB1B/NCK1/RPTOR	5
GO:0048156	GO:0048156	tau protein binding	3/199	24/3928	0.118827686378626	ACTB/DYRK1A/ROCK1	3
GO:0004869	GO:0004869	cysteine-type endopeptidase inhibitor activity	2/199	12/3928	0.120758731639615	CSTB/SERPINB9	2
GO:0005125	GO:0005125	cytokine activity	2/199	12/3928	0.120758731639615	PF4/PPBP	2
GO:0008509	GO:0008509	monoatomic anion transmembrane transporter activity	2/199	12/3928	0.120758731639615	CLIC1/CLIC4	2
GO:0051010	GO:0051010	microtubule plus-end binding	2/199	12/3928	0.120758731639615	MAPRE2/PAFAH1B1	2
GO:0019903	GO:0019903	protein phosphatase binding	5/199	53/3928	0.128378079037919	JAK1/PPP3CB/PPP6R2/SLC9A1/STAT3	5
GO:0017018	GO:0017018	myosin phosphatase activity	3/199	25/3928	0.130254424829588	PDXP/PPM1A/PPP3CB	3
GO:0016810	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	4/199	39/3928	0.132736430262356	ADA/AMPD3/DDAH2/DPYSL2	4
GO:0019003	GO:0019003	GDP binding	4/199	39/3928	0.132736430262356	GBP1/PRPS2/RAB8A/RAP1B	4
GO:0106310	GO:0106310	protein serine kinase activity	7/199	85/3928	0.137347254768129	DYRK1A/ILK/OXSR1/ROCK1/RPS6KB2/STK24/STK39	7
GO:0004860	GO:0004860	protein kinase inhibitor activity	2/199	13/3928	0.138145068655335	ITPRIP/NCK1	2
GO:0019210	GO:0019210	kinase inhibitor activity	2/199	13/3928	0.138145068655335	ITPRIP/NCK1	2
GO:0030331	GO:0030331	nuclear estrogen receptor binding	2/199	13/3928	0.138145068655335	SRC/WBP2	2
GO:0140693	GO:0140693	molecular condensate scaffold activity	2/199	13/3928	0.138145068655335	MECP2/NCK1	2
GO:0016772	GO:0016772	transferase activity, transferring phosphorus-containing groups	16/199	236/3928	0.139824292589957	DCK/DYRK1A/ILK/JAK1/OAS3/OXSR1/PIP4K2A/PIP4K2B/PIP4K2C/PRPS2/PRPSAP1/ROCK1/RPS6KB2/SRC/STK24/STK39	16
GO:0016791	GO:0016791	phosphatase activity	6/199	70/3928	0.141571555691258	IMPA1/LHPP/PDXP/PPM1A/PPP3CB/TNS3	6
GO:0019207	GO:0019207	kinase regulator activity	5/199	55/3928	0.143853851667026	CALM1/ITPRIP/MOB1B/NCK1/RPTOR	5
GO:0030695	GO:0030695	GTPase regulator activity	10/199	136/3928	0.149323328877432	ACAP2/ARFGAP3/CYTH1/GNA13/IQGAP2/MYO9B/RAP1GAP2/RAP1GDS1/TBC1D22A/WAS	10
GO:0060589	GO:0060589	nucleoside-triphosphatase regulator activity	10/199	136/3928	0.149323328877432	ACAP2/ARFGAP3/CYTH1/GNA13/IQGAP2/MYO9B/RAP1GAP2/RAP1GDS1/TBC1D22A/WAS	10
GO:0019888	GO:0019888	protein phosphatase regulator activity	3/199	27/3928	0.154188835109591	CALM1/PPP2R2A/PPP6R2	3
GO:0099106	GO:0099106	ion channel regulator activity	3/199	27/3928	0.154188835109591	CALM1/FLNA/KCNAB2	3
GO:0005518	GO:0005518	collagen binding	2/199	14/3928	0.156032493374743	ITGB1/SERPINH1	2
GO:0004713	GO:0004713	protein tyrosine kinase activity	3/199	28/3928	0.166638990385821	DYRK1A/JAK1/SRC	3
GO:1990782	GO:1990782	protein tyrosine kinase binding	3/199	28/3928	0.166638990385821	ITGB1/NCK1/RAB8A	3
GO:0030170	GO:0030170	pyridoxal phosphate binding	2/199	15/3928	0.174326306659374	PYGB/PYGL	2
GO:0016247	GO:0016247	channel regulator activity	3/199	29/3928	0.179373019024956	CALM1/FLNA/KCNAB2	3
GO:0140677	GO:0140677	molecular function activator activity	18/199	284/3928	0.188419311289765	ACAP2/ARFGAP3/CALM1/CYTH1/DNAJB6/GNA13/IQGAP2/MOB1B/MYO9B/PF4/PLAA/PPBP/PSME2/RAP1GAP2/RAP1GDS1/RPTOR/SRC/TBC1D22A	18
GO:0019842	GO:0019842	vitamin binding	3/199	30/3928	0.192362761252031	P4HA1/PYGB/PYGL	3
GO:0070279	GO:0070279	vitamin B6 binding	2/199	16/3928	0.192940032928683	PYGB/PYGL	2
GO:0097718	GO:0097718	disordered domain specific binding	2/199	16/3928	0.192940032928683	CALM1/GAPDH	2
GO:0004672	GO:0004672	protein kinase activity	9/199	128/3928	0.198743359435147	DYRK1A/ILK/JAK1/OXSR1/ROCK1/RPS6KB2/SRC/STK24/STK39	9
GO:0005096	GO:0005096	GTPase activator activity	6/199	78/3928	0.201327837161083	ACAP2/ARFGAP3/IQGAP2/MYO9B/RAP1GAP2/TBC1D22A	6
GO:0030295	GO:0030295	protein kinase activator activity	3/199	31/3928	0.205580535676085	CALM1/MOB1B/RPTOR	3
GO:0008289	GO:0008289	lipid binding	14/199	217/3928	0.207684378004627	ADH5/APOL2/CYTH1/FERMT3/FNBP1/IGHM/IQGAP2/PEBP1/PLEKHF2/SH3GL1/SH3GLB1/SLC9A1/SPTBN1/TLN1	14
GO:0008047	GO:0008047	enzyme activator activity	12/199	183/3928	0.21491597383944	ACAP2/ARFGAP3/CALM1/IQGAP2/MOB1B/MYO9B/PLAA/PSME2/RAP1GAP2/RPTOR/SRC/TBC1D22A	12
GO:0004722	GO:0004722	protein serine/threonine phosphatase activity	3/199	32/3928	0.218999243943683	PDXP/PPM1A/PPP3CB	3
GO:0019209	GO:0019209	kinase activator activity	3/199	32/3928	0.218999243943683	CALM1/MOB1B/RPTOR	3
GO:0042578	GO:0042578	phosphoric ester hydrolase activity	6/199	81/3928	0.225831464975788	IMPA1/LHPP/PDXP/PPM1A/PPP3CB/TNS3	6
GO:0005216	GO:0005216	monoatomic ion channel activity	3/199	34/3928	0.246334503431803	CLIC1/CLIC4/KCNAB2	3
GO:0051287	GO:0051287	NAD binding	3/199	34/3928	0.246334503431803	CRYL1/GAPDH/ME2	3
GO:0043621	GO:0043621	protein self-association	2/199	19/3928	0.249947296555231	DYRK1A/EML2	2
GO:0051879	GO:0051879	Hsp90 protein binding	2/199	19/3928	0.249947296555231	GBP1/UNC45A	2
GO:0005524	GO:0005524	ATP binding	28/199	485/3928	0.253926234254552	ACLY/ACTB/ACTR1A/ACTR1B/ACTR3/DCK/DYRK1A/GLUL/ILK/JAK1/KIF13B/MYH11/MYH9/MYO9B/OAS3/OXSR1/PANK4/PEBP1/PIP4K2A/PIP4K2B/PIP4K2C/PRPS2/PYGL/ROCK1/RPS6KB2/SRC/STK24/STK39	28
GO:0005198	GO:0005198	structural molecule activity	15/199	246/3928	0.262271426266177	ACTB/ACTR3/ADD3/ARPC3/CSRP1/MAP4/MBP/MSN/MYH11/SPTAN1/SPTBN1/TLN1/TPM1/TPM4/TUBA4A	15
GO:0003823	GO:0003823	antigen binding	2/199	20/3928	0.269120744081539	IGHA1/IGHM	2
GO:0016829	GO:0016829	lyase activity	5/199	69/3928	0.270228025792738	ALDOA/DERA/GLO1/ME2/MGST3	5
GO:0019208	GO:0019208	phosphatase regulator activity	3/199	36/3928	0.274166450890399	CALM1/PPP2R2A/PPP6R2	3
GO:1901702	GO:1901702	salt transmembrane transporter activity	4/199	53/3928	0.280176733909917	CLIC1/CLIC4/KCNAB2/SLC9A1	4
GO:0005539	GO:0005539	glycosaminoglycan binding	3/199	37/3928	0.288209230833257	IGHM/PAFAH1B1/PF4	3
GO:0016616	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	4/199	54/3928	0.291709514295547	ADH5/CRYL1/KCNAB2/ME2	4
GO:0019904	GO:0019904	protein domain specific binding	14/199	234/3928	0.296084270320073	CALM1/DNM2/EVL/F11R/GAPDH/MECP2/MYH9/NCK1/SH3BGRL/SRC/TLN1/WAS/WIPF1/YWHAQ	14
GO:0046914	GO:0046914	transition metal ion binding	14/199	235/3928	0.301630394030628	ADA/ADH5/CSRP1/DNPEP/GLO1/GLUL/IMPA1/LIMS1/MYO9B/P4HA1/PPM1A/RNPEP/SOD2/TES	14
GO:0032559	GO:0032559	adenyl ribonucleotide binding	28/199	498/3928	0.303383564553105	ACLY/ACTB/ACTR1A/ACTR1B/ACTR3/DCK/DYRK1A/GLUL/ILK/JAK1/KIF13B/MYH11/MYH9/MYO9B/OAS3/OXSR1/PANK4/PEBP1/PIP4K2A/PIP4K2B/PIP4K2C/PRPS2/PYGL/ROCK1/RPS6KB2/SRC/STK24/STK39	28
GO:0033293	GO:0033293	monocarboxylic acid binding	2/199	22/3928	0.307394701499332	ADH5/PYGL	2
GO:0035591	GO:0035591	signaling adaptor activity	2/199	22/3928	0.307394701499332	NCK1/STAT3	2
GO:0016620	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	2/199	23/3928	0.326403767613031	ADH5/GAPDH	2
GO:0016614	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	4/199	57/3928	0.326641541018537	ADH5/CRYL1/KCNAB2/ME2	4
GO:0015267	GO:0015267	channel activity	3/199	40/3928	0.33058152658069	CLIC1/CLIC4/KCNAB2	3
GO:0022803	GO:0022803	passive transmembrane transporter activity	3/199	40/3928	0.33058152658069	CLIC1/CLIC4/KCNAB2	3
GO:0016746	GO:0016746	acyltransferase activity	5/199	76/3928	0.34073317796803	ABHD14B/ACLY/F13A1/GLUL/NMT1	5
GO:0008201	GO:0008201	heparin binding	2/199	24/3928	0.345274320452522	PAFAH1B1/PF4	2
GO:0051219	GO:0051219	phosphoprotein binding	3/199	42/3928	0.358832861977902	PAFAH1B1/PCIF1/SRC	3
GO:0015075	GO:0015075	monoatomic ion transmembrane transporter activity	6/199	96/3928	0.359014022356319	ATP6V1H/CLIC1/CLIC4/KCNAB2/LASP1/SLC9A1	6
GO:0046982	GO:0046982	protein heterodimerization activity	5/199	78/3928	0.361214507827706	ADD1/ITGB1/PAFAH1B1/TPM1/TPM4	5
GO:0031072	GO:0031072	heat shock protein binding	4/199	60/3928	0.361826134197888	DNAJB6/GBP1/PDXP/UNC45A	4
GO:0070851	GO:0070851	growth factor receptor binding	2/199	25/3928	0.363971702680603	ITGB3/SRC	2
GO:0016903	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	2/199	26/3928	0.382465088787783	ADH5/GAPDH	2
GO:0048018	GO:0048018	receptor ligand activity	2/199	27/3928	0.400727189082038	PF4/PPBP	2
GO:0008237	GO:0008237	metallopeptidase activity	3/199	45/3928	0.400858119472318	BRCC3/DNPEP/RNPEP	3
GO:0031490	GO:0031490	chromatin DNA binding	3/199	45/3928	0.400858119472318	ACTB/STAT3/WBP2	3
GO:0003756	GO:0003756	protein disulfide isomerase activity	1/199	10/3928	0.405785713807314	ITGB3	1
GO:0005158	GO:0005158	insulin receptor binding	1/199	10/3928	0.405785713807314	SRC	1
GO:0008200	GO:0008200	ion channel inhibitor activity	1/199	10/3928	0.405785713807314	CALM1	1
GO:0016864	GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	1/199	10/3928	0.405785713807314	ITGB3	1
GO:0035173	GO:0035173	histone kinase activity	1/199	10/3928	0.405785713807314	DYRK1A	1
GO:0015318	GO:0015318	inorganic molecular entity transmembrane transporter activity	5/199	83/3928	0.412464446255466	ATP6V1H/CLIC1/CLIC4/KCNAB2/SLC9A1	5
GO:0004674	GO:0004674	protein serine/threonine kinase activity	6/199	102/3928	0.414408537684994	DYRK1A/ILK/OXSR1/ROCK1/STK24/STK39	6
GO:0004553	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	2/199	28/3928	0.418733973597132	GAA/MAN2C1	2
GO:0030546	GO:0030546	signaling receptor activator activity	2/199	28/3928	0.418733973597132	PF4/PPBP	2
GO:0140297	GO:0140297	DNA-binding transcription factor binding	9/199	160/3928	0.422738250158982	ACTB/ADD1/FLNA/PURA/PURB/SRC/STAT3/STAT5B/WBP2	9
GO:0016922	GO:0016922	nuclear receptor binding	3/199	47/3928	0.428460630614586	SRC/STAT5B/WBP2	3
GO:0004033	GO:0004033	aldo-keto reductase (NADP) activity	1/199	11/3928	0.435966582350536	KCNAB2	1
GO:0004602	GO:0004602	glutathione peroxidase activity	1/199	11/3928	0.435966582350536	MGST3	1
GO:0016248	GO:0016248	channel inhibitor activity	1/199	11/3928	0.435966582350536	CALM1	1
GO:0019894	GO:0019894	kinesin binding	1/199	11/3928	0.435966582350536	ACTB	1
GO:0030165	GO:0030165	PDZ domain binding	1/199	11/3928	0.435966582350536	F11R	1
GO:0031210	GO:0031210	phosphatidylcholine binding	1/199	11/3928	0.435966582350536	IGHM	1
GO:0019001	GO:0019001	guanyl nucleotide binding	8/199	143/3928	0.439150775200878	DNM2/GBP1/GNA13/PIP4K2B/PRPS2/RAB8A/RAP1B/TUBA4A	8
GO:0032561	GO:0032561	guanyl ribonucleotide binding	8/199	143/3928	0.439150775200878	DNM2/GBP1/GNA13/PIP4K2B/PRPS2/RAB8A/RAP1B/TUBA4A	8
GO:0004721	GO:0004721	phosphoprotein phosphatase activity	3/199	48/3928	0.442096955229983	PDXP/PPM1A/PPP3CB	3
GO:0003700	GO:0003700	DNA-binding transcription factor activity	5/199	86/3928	0.442976726621809	MECP2/PURA/PURB/STAT3/STAT5B	5
GO:0000339	GO:0000339	RNA cap binding	1/199	12/3928	0.464621841506074	CYFIP1	1
GO:0004180	GO:0004180	carboxypeptidase activity	1/199	12/3928	0.464621841506074	BLMH	1
GO:0005547	GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	1/199	12/3928	0.464621841506074	IQGAP2	1
GO:0008327	GO:0008327	methyl-CpG binding	1/199	12/3928	0.464621841506074	MECP2	1
GO:0009678	GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	1/199	12/3928	0.464621841506074	ATP6V1H	1
GO:0016706	GO:0016706	2-oxoglutarate-dependent dioxygenase activity	1/199	12/3928	0.464621841506074	P4HA1	1
GO:0042625	GO:0042625	ATPase-coupled ion transmembrane transporter activity	1/199	12/3928	0.464621841506074	ATP6V1H	1
GO:0044769	GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	1/199	12/3928	0.464621841506074	ATP6V1H	1
