	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa04931	hsa04931	Insulin resistance	4/109	108/8586	0.048262456373536	5834/5836/6199/6774	4
hsa04066	hsa04066	HIF-1 signaling pathway	4/109	109/8586	0.0496296406289602	226/2597/6199/6774	4
hsa05160	hsa05160	Hepatitis C	5/109	158/8586	0.0503548626239235	3716/4940/5520/6774/10971	5
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	3/109	67/8586	0.0531314970711175	128/226/2597	3
hsa04720	hsa04720	Long-term potentiation	3/109	67/8586	0.0531314970711175	801/5532/5908	3
hsa05221	hsa05221	Acute myeloid leukemia	3/109	67/8586	0.0531314970711175	6199/6774/6777	3
hsa05161	hsa05161	Hepatitis B	5/109	162/8586	0.0549646499229131	3716/6714/6774/6777/10971	5
hsa05417	hsa05417	Lipid and atherosclerosis	6/109	215/8586	0.0555770344827009	801/5532/5908/6648/6714/6774	6
hsa04917	hsa04917	Prolactin signaling pathway	3/109	70/8586	0.0591032965085755	6714/6774/6777	3
hsa05120	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	3/109	70/8586	0.0591032965085755	51606/50848/6714	3
hsa04152	hsa04152	AMPK signaling pathway	4/109	121/8586	0.0676827080688303	5520/4218/6199/57521	4
hsa04919	hsa04919	Thyroid hormone signaling pathway	4/109	121/8586	0.0676827080688303	60/3690/6548/6714	4
hsa04971	hsa04971	Gastric acid secretion	3/109	76/8586	0.0719454633638362	60/801/6548	3
hsa05212	hsa05212	Pancreatic cancer	3/109	76/8586	0.0719454633638362	3716/6199/6774	3
hsa05140	hsa05140	Leishmaniasis	3/109	77/8586	0.0741984902681797	3688/3716/65108	3
hsa05152	hsa05152	Tuberculosis	5/109	180/8586	0.078643273905582	51606/801/3716/5532/6714	5
hsa00230	hsa00230	Purine metabolism	4/109	128/8586	0.0795886364779455	100/272/1633/5634	4
hsa04151	hsa04151	PI3K-Akt signaling pathway	8/109	359/8586	0.0856318211025493	3674/3688/3690/3716/5520/6199/57521/10971	8
hsa01232	hsa01232	Nucleotide metabolism	3/109	85/8586	0.0933172528329944	100/272/1633	3
hsa04260	hsa04260	Cardiac muscle contraction	3/109	87/8586	0.0983870460219679	6548/7168/7171	3
hsa04371	hsa04371	Apelin signaling pathway	4/109	139/8586	0.100248911162358	801/10672/6199/6548	4
hsa05167	hsa05167	Kaposi sarcoma-associated herpesvirus infection	5/109	194/8586	0.100311846044695	801/3716/5532/6714/6774	5
hsa04211	hsa04211	Longevity regulating pathway	3/109	89/8586	0.103566576807709	6199/57521/6648	3
hsa04512	hsa04512	ECM-receptor interaction	3/109	89/8586	0.103566576807709	3674/3688/3690	3
hsa04962	hsa04962	Vasopressin-regulated water reabsorption	2/109	44/8586	0.107175642049018	84516/140735	2
hsa04658	hsa04658	Th1 and Th2 cell differentiation	3/109	92/8586	0.111534514241373	3716/5532/6777	3
hsa03050	hsa03050	Proteasome	2/109	46/8586	0.115400476865251	5699/5721	2
hsa05203	hsa05203	Viral carcinogenesis	5/109	204/8586	0.117449319219364	3716/6714/6774/6777/10971	5
hsa05165	hsa05165	Human papillomavirus infection	7/109	331/8586	0.127354229077064	51606/3674/3688/3690/3716/5520/6199	7
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	5/109	212/8586	0.132100379095687	4259/6199/6714/6774/6777	5
hsa05110	hsa05110	Vibrio cholerae infection	2/109	50/8586	0.132304237255551	60/51606	2
hsa04390	hsa04390	Hippo signaling pathway	4/109	157/8586	0.13877202524819	60/92597/5520/10971	4
hsa04972	hsa04972	Pancreatic secretion	3/109	102/8586	0.139680671104576	4218/5908/6548	3
hsa04625	hsa04625	C-type lectin receptor signaling pathway	3/109	104/8586	0.145577457101415	801/5532/6714	3
hsa04140	hsa04140	Autophagy - animal	4/109	165/8586	0.157561925048535	4218/6199/57521/51100	4
hsa04022	hsa04022	cGMP-PKG signaling pathway	4/109	167/8586	0.162402836023023	801/10672/5532/6093	4
hsa05145	hsa05145	Toxoplasmosis	3/109	111/8586	0.166833824504789	3688/3716/6774	3
hsa04370	hsa04370	VEGF signaling pathway	2/109	59/8586	0.172106171587497	5532/6714	2
hsa05014	hsa05014	Amyotrophic lateral sclerosis	7/109	364/8586	0.179506255154465	60/10121/10120/84516/5532/4218/7277	7
hsa03250	hsa03250	Viral life cycle - HIV-1	2/109	63/8586	0.190379582867734	11168/7251	2
hsa00910	hsa00910	Nitrogen metabolism	1/109	17/8586	0.195393539837634	2752	1
hsa04071	hsa04071	Sphingolipid signaling pathway	3/109	121/8586	0.198639983657103	10672/5520/6093	3
hsa04660	hsa04660	T cell receptor signaling pathway	3/109	121/8586	0.198639983657103	4690/5520/5532	3
hsa00511	hsa00511	Other glycan degradation	1/109	18/8586	0.20562835185277	4123	1
hsa04621	hsa04621	NOD-like receptor signaling pathway	4/109	186/8586	0.210876177894783	79184/2633/3716/4940	4
hsa04924	hsa04924	Renin secretion	2/109	69/8586	0.218233584107651	801/5532	2
hsa05031	hsa05031	Amphetamine addiction	2/109	69/8586	0.218233584107651	801/5532	2
hsa04613	hsa04613	Neutrophil extracellular trap formation	4/109	191/8586	0.224275504092584	60/3674/3690/6714	4
hsa04114	hsa04114	Oocyte meiosis	3/109	131/8586	0.231770745339771	801/5532/10971	3
hsa00982	hsa00982	Drug metabolism - cytochrome P450	2/109	72/8586	0.232298057049156	128/4259	2
hsa05223	hsa05223	Non-small cell lung cancer	2/109	72/8586	0.232298057049156	6774/6777	2
hsa04728	hsa04728	Dopaminergic synapse	3/109	132/8586	0.235141422317177	801/5520/5532	3
hsa00220	hsa00220	Arginine biosynthesis	1/109	22/8586	0.245293511209907	2752	1
hsa04380	hsa04380	Osteoclast differentiation	3/109	135/8586	0.245305623010635	3690/3716/5532	3
hsa04210	hsa04210	Apoptosis	3/109	136/8586	0.248709845420534	60/6709/7277	3
hsa05133	hsa05133	Pertussis	2/109	76/8586	0.251134799400873	801/3688	2
hsa00980	hsa00980	Metabolism of xenobiotics by cytochrome P450	2/109	78/8586	0.260573372514327	128/4259	2
hsa04721	hsa04721	Synaptic vesicle cycle	2/109	78/8586	0.260573372514327	51606/1785	2
hsa04072	hsa04072	Phospholipase D signaling pathway	3/109	148/8586	0.290041993482082	9267/1785/10672	3
hsa04540	hsa04540	Gap junction	2/109	88/8586	0.307717306731547	6714/7277	2
hsa04392	hsa04392	Hippo signaling pathway - multiple species	1/109	29/8586	0.310041417732979	92597	1
hsa04744	hsa04744	Phototransduction	1/109	29/8586	0.310041417732979	801	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	4/109	222/8586	0.31128837410717	3716/5532/6777/7094	4
hsa04727	hsa04727	GABAergic synapse	2/109	89/8586	0.312410426959682	2752/6714	2
hsa04150	hsa04150	mTOR signaling pathway	3/109	156/8586	0.317901520203109	51606/6199/57521	3
hsa00020	hsa00020	Citrate cycle (TCA cycle)	1/109	30/8586	0.318830185463154	47	1
hsa00630	hsa00630	Glyoxylate and dicarboxylate metabolism	1/109	30/8586	0.318830185463154	2752	1
hsa04024	hsa04024	cAMP signaling pathway	4/109	225/8586	0.319940739786846	801/5908/6093/6548	4
hsa05222	hsa05222	Small cell lung cancer	2/109	92/8586	0.326448809372887	3674/3688	2
hsa04912	hsa04912	GnRH signaling pathway	2/109	93/8586	0.331112699315285	801/6714	2
hsa04970	hsa04970	Salivary secretion	2/109	93/8586	0.331112699315285	801/6548	2
hsa04010	hsa04010	MAPK signaling pathway	5/109	301/8586	0.335361364425658	2316/2317/5494/5532/5908	5
hsa00052	hsa00052	Galactose metabolism	1/109	32/8586	0.336076293974731	2548	1
hsa04136	hsa04136	Autophagy - other	1/109	32/8586	0.336076293974731	57521	1
hsa05171	hsa05171	Coronavirus disease - COVID-19	4/109	232/8586	0.340200858962039	2162/3716/4940/6774	4
hsa05016	hsa05016	Huntington disease	5/109	306/8586	0.348020720570336	10121/10120/84516/6648/7277	5
hsa04630	hsa04630	JAK-STAT signaling pathway	3/109	166/8586	0.352788753462792	3716/6774/6777	3
hsa00051	hsa00051	Fructose and mannose metabolism	1/109	34/8586	0.352889664378176	226	1
hsa01522	hsa01522	Endocrine resistance	2/109	98/8586	0.354291264845986	6199/6714	2
hsa04750	hsa04750	Inflammatory mediator regulation of TRP channels	2/109	98/8586	0.354291264845986	801/6714	2
hsa05231	hsa05231	Choline metabolism in cancer	2/109	98/8586	0.354291264845986	6199/7454	2
hsa05206	hsa05206	MicroRNAs in cancer	5/109	310/8586	0.358172548376853	3690/6093/57521/6774/7168	5
hsa04640	hsa04640	Hematopoietic cell lineage	2/109	99/8586	0.358895305550621	3674/3690	2
hsa05225	hsa05225	Hepatocellular carcinoma	3/109	168/8586	0.359751925790676	60/4259/6199	3
hsa04061	hsa04061	Viral protein interaction with cytokine and cytokine receptor	2/109	100/8586	0.363487688437988	5196/5473	2
hsa04933	hsa04933	AGE-RAGE signaling pathway in diabetic complications	2/109	100/8586	0.363487688437988	6774/6777	2
hsa00040	hsa00040	Pentose and glucuronate interconversions	1/109	36/8586	0.369281056871558	51084	1
hsa00350	hsa00350	Tyrosine metabolism	1/109	36/8586	0.369281056871558	128	1
hsa05164	hsa05164	Influenza A	3/109	171/8586	0.370177907346868	60/3716/4940	3
hsa00250	hsa00250	Alanine, aspartate and glutamate metabolism	1/109	37/8586	0.377321801292728	2752	1
hsa05340	hsa05340	Primary immunodeficiency	1/109	38/8586	0.38526096653534	100	1
hsa04350	hsa04350	TGF-beta signaling pathway	2/109	108/8586	0.399756356809835	6093/6199	2
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	7/109	476/8586	0.400721837775576	10121/10120/801/84516/5532/4218/7277	7
hsa03440	hsa03440	Homologous recombination	1/109	41/8586	0.408481623760809	79184	1
hsa05219	hsa05219	Bladder cancer	1/109	41/8586	0.408481623760809	6714	1
hsa00071	hsa00071	Fatty acid degradation	1/109	43/8586	0.423477060470504	128	1
hsa04724	hsa04724	Glutamatergic synapse	2/109	115/8586	0.430701374591397	2752/5532	2
hsa04722	hsa04722	Neurotrophin signaling pathway	2/109	119/8586	0.448009056428448	801/5908	2
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	2/109	120/8586	0.452290682655104	6774/6777	2
hsa00330	hsa00330	Arginine and proline metabolism	1/109	50/8586	0.473055203313863	5033	1
hsa00565	hsa00565	Ether lipid metabolism	1/109	50/8586	0.473055203313863	5048	1
hsa05169	hsa05169	Epstein-Barr virus infection	3/109	202/8586	0.475183481347242	3716/4940/6774	3
hsa04961	hsa04961	Endocrine and other factor-regulated calcium reabsorption	1/109	53/8586	0.492987217904402	1785	1
hsa04068	hsa04068	FoxO signaling pathway	2/109	131/8586	0.498117229862822	6648/6774	2
hsa04142	hsa04142	Lysosome	2/109	132/8586	0.50216301151737	51606/2548	2
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	3/109	212/8586	0.507438174167783	801/5532/6199	3
hsa00190	hsa00190	Oxidative phosphorylation	2/109	134/8586	0.510192304696029	51606/64077	2
hsa00480	hsa00480	Glutathione metabolism	1/109	57/8586	0.518405624635445	4259	1
hsa04915	hsa04915	Estrogen signaling pathway	2/109	137/8586	0.522078718728797	801/6714	2
hsa00240	hsa00240	Pyrimidine metabolism	1/109	58/8586	0.524560365743985	1633	1
hsa05213	hsa05213	Endometrial cancer	1/109	58/8586	0.524560365743985	3611	1
hsa04730	hsa04730	Long-term depression	1/109	60/8586	0.536636992067217	10672	1
hsa05416	hsa05416	Viral myocarditis	1/109	60/8586	0.536636992067217	60	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	3/109	223/8586	0.541720941480201	4259/6648/6714	3
hsa04550	hsa04550	Signaling pathways regulating pluripotency of stem cells	2/109	143/8586	0.545274086134804	3716/6774	2
hsa05321	hsa05321	Inflammatory bowel disease	1/109	65/8586	0.565515032642145	6774	1
hsa04714	hsa04714	Thermogenesis	3/109	232/8586	0.568747123524761	60/6199/57521	3
hsa00830	hsa00830	Retinol metabolism	1/109	68/8586	0.581978259223414	128	1
hsa04920	hsa04920	Adipocytokine signaling pathway	1/109	69/8586	0.587327445622175	6774	1
hsa05211	hsa05211	Renal cell carcinoma	1/109	69/8586	0.587327445622175	5908	1
hsa05204	hsa05204	Chemical carcinogenesis - DNA adducts	1/109	70/8586	0.592608801548813	4259	1
hsa04218	hsa04218	Cellular senescence	2/109	156/8586	0.592824746772468	801/5532	2
hsa04514	hsa04514	Cell adhesion molecules	2/109	158/8586	0.599807193242751	50848/3688	2
hsa04137	hsa04137	Mitophagy - animal	1/109	72/8586	0.602971420422986	6714	1
hsa01524	hsa01524	Platinum drug resistance	1/109	73/8586	0.608054356196288	4259	1
hsa03320	hsa03320	PPAR signaling pathway	1/109	75/8586	0.618027584663839	3611	1
hsa05214	hsa05214	Glioma	1/109	75/8586	0.618027584663839	801	1
hsa05220	hsa05220	Chronic myeloid leukemia	1/109	76/8586	0.622919488467346	6777	1
hsa04612	hsa04612	Antigen processing and presentation	1/109	78/8586	0.63251782801564	5721	1
hsa00983	hsa00983	Drug metabolism - other enzymes	1/109	80/8586	0.641874032891539	4259	1
hsa04146	hsa04146	Peroxisome	1/109	83/8586	0.655467537799869	6648	1
hsa04662	hsa04662	B cell receptor signaling pathway	1/109	84/8586	0.659884101175127	5532	1
hsa04610	hsa04610	Complement and coagulation cascades	1/109	86/8586	0.668549624680276	2162	1
hsa05210	hsa05210	Colorectal cancer	1/109	86/8586	0.668549624680276	6199	1
hsa04976	hsa04976	Bile secretion	1/109	89/8586	0.681139362728843	6548	1
hsa05323	hsa05323	Rheumatoid arthritis	1/109	93/8586	0.697191447130907	51606	1
hsa03015	hsa03015	mRNA surveillance pathway	1/109	97/8586	0.712442479659929	5520	1
hsa04713	hsa04713	Circadian entrainment	1/109	97/8586	0.712442479659929	801	1
hsa04925	hsa04925	Aldosterone synthesis and secretion	1/109	98/8586	0.716134760225022	801	1
hsa05010	hsa05010	Alzheimer disease	4/109	384/8586	0.725042290125067	801/2597/5532/7277	4
hsa04916	hsa04916	Melanogenesis	1/109	101/8586	0.726932083683655	801	1
hsa05142	hsa05142	Chagas disease	1/109	102/8586	0.730439968524961	5520	1
hsa05146	hsa05146	Amoebiasis	1/109	102/8586	0.730439968524961	5272	1
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	1/109	106/8586	0.744030557019788	10672	1
hsa03082	hsa03082	ATP-dependent chromatin remodeling	1/109	117/8586	0.778002644153179	60	1
hsa04014	hsa04014	Ras signaling pathway	2/109	236/8586	0.806293609004673	801/5908	2
hsa04926	hsa04926	Relaxin signaling pathway	1/109	129/8586	0.809982601419191	6714	1
hsa04650	hsa04650	Natural killer cell mediated cytotoxicity	1/109	132/8586	0.817236407764756	5532	1
hsa04020	hsa04020	Calcium signaling pathway	2/109	253/8586	0.836394345098173	801/5532	2
hsa04936	hsa04936	Alcoholic liver disease	1/109	142/8586	0.839490610455743	128	1
hsa05224	hsa05224	Breast cancer	1/109	147/8586	0.849588648954675	6199	1
hsa05226	hsa05226	Gastric cancer	1/109	149/8586	0.853449276167135	6199	1
hsa05012	hsa05012	Parkinson disease	2/109	266/8586	0.856517348278953	801/7277	2
hsa01240	hsa01240	Biosynthesis of cofactors	1/109	153/8586	0.860878390325689	57026	1
hsa04934	hsa04934	Cushing syndrome	1/109	155/8586	0.864451766565533	5908	1
hsa05020	hsa05020	Prion disease	2/109	272/8586	0.865028655250996	5532/7277	2
hsa04110	hsa04110	Cell cycle	1/109	157/8586	0.867934180245993	10971	1
hsa04141	hsa04141	Protein processing in endoplasmic reticulum	1/109	170/8586	0.888505801470516	9373	1
hsa04310	hsa04310	Wnt signaling pathway	1/109	174/8586	0.894171621780009	5532	1
hsa04060	hsa04060	Cytokine-cytokine receptor interaction	2/109	297/8586	0.895769661161041	5196/5473	2
hsa05034	hsa05034	Alcoholism	1/109	188/8586	0.91184616045587	801	1
hsa05415	hsa05415	Diabetic cardiomyopathy	1/109	203/8586	0.927545763223578	2597	1
hsa04740	hsa04740	Olfactory transduction	1/109	439/8586	0.996842366405369	801	1
