	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0001221	GO:0001221	transcription coregulator binding	3/147	30/3928	0.0999906588941895	MTF2/RPL23/RUNX3	3
GO:0042393	GO:0042393	histone binding	7/147	106/3928	0.100380207250934	BRD7/CHD1/KMT2A/MTF2/NPM3/PWP1/SSRP1	7
GO:0070577	GO:0070577	lysine-acetylated histone binding	2/147	15/3928	0.106283722977845	BRD7/KMT2A	2
GO:0140033	GO:0140033	acetylation-dependent protein binding	2/147	15/3928	0.106283722977845	BRD7/KMT2A	2
GO:0001222	GO:0001222	transcription corepressor binding	2/147	16/3928	0.118595804156994	MTF2/RUNX3	2
GO:0000977	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	7/147	113/3928	0.128852309134652	MTF2/NKRF/RREB1/RUNX2/RUNX3/ZGPAT/ZNF629	7
GO:0035064	GO:0035064	methylated histone binding	3/147	34/3928	0.132609652870649	CHD1/MTF2/PWP1	3
GO:0140034	GO:0140034	methylation-dependent protein binding	3/147	34/3928	0.132609652870649	CHD1/MTF2/PWP1	3
GO:0140030	GO:0140030	modification-dependent protein binding	5/147	74/3928	0.142064799025526	BRD7/CHD1/KMT2A/MTF2/PWP1	5
GO:0003682	GO:0003682	chromatin binding	11/147	206/3928	0.146503267321014	ACTL6A/CHD1/CSNK2B/KMT2A/MTF2/NPM3/RCOR1/RUNX2/SARNP/SSRP1/ZC3H4	11
GO:0008233	GO:0008233	peptidase activity	8/147	139/3928	0.147639877519475	CLPX/MIPEP/PITRM1/PMPCA/PMPCB/SCRN2/SENP3/USP36	8
GO:0000978	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	6/147	96/3928	0.148673447364811	NKRF/RREB1/RUNX2/RUNX3/ZGPAT/ZNF629	6
GO:0017111	GO:0017111	ribonucleoside triphosphate phosphatase activity	14/147	278/3928	0.154677422798189	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/TRAP1	14
GO:0016798	GO:0016798	hydrolase activity, acting on glycosyl bonds	3/147	39/3928	0.177724955198739	DNPH1/MANBA/MPG	3
GO:0043539	GO:0043539	protein serine/threonine kinase activator activity	2/147	22/3928	0.198108764633435	CCNK/PARP16	2
GO:0004175	GO:0004175	endopeptidase activity	5/147	85/3928	0.211502032552128	MIPEP/PITRM1/PMPCA/PMPCB/USP36	5
GO:0016462	GO:0016462	pyrophosphatase activity	14/147	298/3928	0.222313581431509	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/TRAP1	14
GO:0016817	GO:0016817	hydrolase activity, acting on acid anhydrides	14/147	298/3928	0.222313581431509	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/TRAP1	14
GO:0016818	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	14/147	298/3928	0.222313581431509	CHD1/CLPX/DDX10/DDX17/DDX28/DDX31/DDX39A/DDX49/DDX51/DHX29/DHX40/HSPA9/NTPCR/TRAP1	14
GO:0003729	GO:0003729	mRNA binding	9/147	183/3928	0.244828480312923	CHTOP/DDX17/LSM14B/PARN/SRBD1/SRSF4/SRSF6/TAF15/UPF3B	9
GO:0004843	GO:0004843	cysteine-type deubiquitinase activity	2/147	26/3928	0.253996364925041	SENP3/USP36	2
GO:0019887	GO:0019887	protein kinase regulator activity	3/147	50/3928	0.287505755347582	CCNK/CSNK2B/PARP16	3
GO:0008234	GO:0008234	cysteine-type peptidase activity	3/147	52/3928	0.308231678085977	SCRN2/SENP3/USP36	3
GO:0101005	GO:0101005	deubiquitinase activity	2/147	30/3928	0.31022057929051	SENP3/USP36	2
GO:0015216	GO:0015216	purine nucleotide transmembrane transporter activity	1/147	10/3928	0.317412660952626	SLC25A5	1
GO:0016891	GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	1/147	10/3928	0.317412660952626	DBR1	1
GO:0016893	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	1/147	10/3928	0.317412660952626	DBR1	1
GO:0032813	GO:0032813	tumor necrosis factor receptor superfamily binding	1/147	10/3928	0.317412660952626	TRAP1	1
GO:0045505	GO:0045505	dynein intermediate chain binding	1/147	10/3928	0.317412660952626	DYNLL1	1
GO:0046875	GO:0046875	ephrin receptor binding	1/147	10/3928	0.317412660952626	CRK	1
GO:0003730	GO:0003730	mRNA 3'-UTR binding	3/147	53/3928	0.318619942024473	DDX17/PARN/TAF15	3
GO:0003712	GO:0003712	transcription coregulator activity	8/147	173/3928	0.320062148580076	ACTL6A/BRD7/DDX17/PQBP1/RCOR1/TAF15/TRIP4/ZNF451	8
GO:0030295	GO:0030295	protein kinase activator activity	2/147	31/3928	0.324179866834031	CCNK/PARP16	2
GO:0003713	GO:0003713	transcription coactivator activity	5/147	102/3928	0.334204767339853	ACTL6A/BRD7/DDX17/PQBP1/TRIP4	5
GO:0019209	GO:0019209	kinase activator activity	2/147	32/3928	0.338067751982967	CCNK/PARP16	2
GO:0019207	GO:0019207	kinase regulator activity	3/147	55/3928	0.339407430602591	CCNK/CSNK2B/PARP16	3
GO:0000217	GO:0000217	DNA secondary structure binding	1/147	11/3928	0.343022752540162	KMT2A	1
GO:0015171	GO:0015171	amino acid transmembrane transporter activity	1/147	11/3928	0.343022752540162	SFXN3	1
GO:0015215	GO:0015215	nucleotide transmembrane transporter activity	1/147	11/3928	0.343022752540162	SLC25A5	1
GO:0015605	GO:0015605	organophosphate ester transmembrane transporter activity	1/147	11/3928	0.343022752540162	SLC25A5	1
GO:0055106	GO:0055106	ubiquitin-protein transferase regulator activity	1/147	11/3928	0.343022752540162	RPL23	1
GO:0070034	GO:0070034	telomerase RNA binding	1/147	11/3928	0.343022752540162	PARN	1
GO:1901505	GO:1901505	carbohydrate derivative transmembrane transporter activity	1/147	11/3928	0.343022752540162	SLC25A5	1
GO:0016301	GO:0016301	kinase activity	8/147	178/3928	0.348640801476578	CCNK/CDK12/CLP1/CSNK2B/NME3/NME7/PDK2/PRKDC	8
GO:0051536	GO:0051536	iron-sulfur cluster binding	2/147	33/3928	0.351870085478008	CISD2/DPH1	2
GO:0051540	GO:0051540	metal cluster binding	2/147	33/3928	0.351870085478008	CISD2/DPH1	2
GO:0140101	GO:0140101	catalytic activity, acting on a tRNA	2/147	33/3928	0.351870085478008	FARS2/TRMT10C	2
GO:0044389	GO:0044389	ubiquitin-like protein ligase binding	6/147	129/3928	0.352580012569366	ANAPC2/CRK/HSPA9/RPL23/SLC25A5/TRIP4	6
GO:0008134	GO:0008134	transcription factor binding	9/147	205/3928	0.359423784989634	CSNK2B/MTF2/NOLC1/PDCD11/PRKDC/RPL23/RUNX2/RUNX3/TRIP4	9
GO:0008514	GO:0008514	organic anion transmembrane transporter activity	2/147	34/3928	0.365573862515968	SFXN3/SLC25A5	2
GO:0019783	GO:0019783	ubiquitin-like protein peptidase activity	2/147	34/3928	0.365573862515968	SENP3/USP36	2
GO:0008327	GO:0008327	methyl-CpG binding	1/147	12/3928	0.367678268337097	CHTOP	1
GO:0030332	GO:0030332	cyclin binding	1/147	12/3928	0.367678268337097	CDK12	1
GO:0016772	GO:0016772	transferase activity, transferring phosphorus-containing groups	10/147	236/3928	0.389116658484669	CCNK/CDK12/CLP1/CSNK2B/NME3/NME7/NMNAT1/PARP16/PDK2/PRKDC	10
GO:0015932	GO:0015932	nucleobase-containing compound transmembrane transporter activity	1/147	13/3928	0.391414553974085	SLC25A5	1
GO:0016763	GO:0016763	pentosyltransferase activity	1/147	13/3928	0.391414553974085	PARP16	1
GO:0030331	GO:0030331	nuclear estrogen receptor binding	1/147	13/3928	0.391414553974085	TRIP4	1
GO:0042169	GO:0042169	SH2 domain binding	1/147	13/3928	0.391414553974085	CRK	1
GO:0008139	GO:0008139	nuclear localization sequence binding	1/147	14/3928	0.414265655012606	NOLC1	1
GO:0030159	GO:0030159	signaling receptor complex adaptor activity	1/147	14/3928	0.414265655012606	CRK	1
GO:0042054	GO:0042054	histone methyltransferase activity	1/147	14/3928	0.414265655012606	KMT2A	1
GO:0051537	GO:0051537	2 iron, 2 sulfur cluster binding	1/147	14/3928	0.414265655012606	CISD2	1
GO:0140658	GO:0140658	ATP-dependent chromatin remodeler activity	1/147	14/3928	0.414265655012606	CHD1	1
GO:0031491	GO:0031491	nucleosome binding	2/147	38/3928	0.419179822991038	ACTL6A/SSRP1	2
GO:0001091	GO:0001091	RNA polymerase II general transcription initiation factor binding	1/147	15/3928	0.436264364443661	NOLC1	1
GO:0140318	GO:0140318	protein transporter activity	1/147	15/3928	0.436264364443661	TIMM8B	1
GO:0140597	GO:0140597	protein carrier chaperone	1/147	15/3928	0.436264364443661	PWP1	1
GO:0001671	GO:0001671	ATPase activator activity	1/147	16/3928	0.457442268462772	NKRF	1
GO:0051787	GO:0051787	misfolded protein binding	1/147	16/3928	0.457442268462772	HSPA9	1
GO:0019900	GO:0019900	kinase binding	9/147	223/3928	0.45771843004237	AATF/CCNK/CDK12/CRK/LRBA/PARN/PARP16/TRAP1/TRIP4	9
GO:0051082	GO:0051082	unfolded protein binding	3/147	67/3928	0.461609161991041	CLPX/HSPA9/TRAP1	3
GO:0031625	GO:0031625	ubiquitin protein ligase binding	5/147	120/3928	0.46928995963412	ANAPC2/CRK/HSPA9/RPL23/SLC25A5	5
GO:0003714	GO:0003714	transcription corepressor activity	3/147	68/3928	0.471413899629002	BRD7/RCOR1/ZNF451	3
GO:0001784	GO:0001784	phosphotyrosine residue binding	1/147	17/3928	0.477829790583419	CRK	1
GO:0004812	GO:0004812	aminoacyl-tRNA ligase activity	1/147	17/3928	0.477829790583419	FARS2	1
GO:0016875	GO:0016875	ligase activity, forming carbon-oxygen bonds	1/147	17/3928	0.477829790583419	FARS2	1
GO:0019901	GO:0019901	protein kinase binding	8/147	201/3928	0.48194977554014	AATF/CCNK/CDK12/CRK/LRBA/PARN/TRAP1/TRIP4	8
GO:0004540	GO:0004540	ribonuclease activity	2/147	43/3928	0.482815316234605	DBR1/PARN	2
GO:0008270	GO:0008270	zinc ion binding	7/147	175/3928	0.484701102921494	CLPX/KDM5C/KMT2A/PITRM1/RTN4IP1/TIMM8B/TRIP4	7
GO:0043022	GO:0043022	ribosome binding	2/147	44/3928	0.495027555293631	GTPBP6/MRPS27	2
GO:0051059	GO:0051059	NF-kappaB binding	1/147	18/3928	0.497456234148809	PDCD11	1
GO:0031490	GO:0031490	chromatin DNA binding	2/147	45/3928	0.50705728202605	ACTL6A/RUNX2	2
GO:0004521	GO:0004521	RNA endonuclease activity	1/147	19/3928	0.516349823299736	DBR1	1
GO:0015297	GO:0015297	antiporter activity	1/147	19/3928	0.516349823299736	SLC25A5	1
GO:0043621	GO:0043621	protein self-association	1/147	19/3928	0.516349823299736	CRK	1
GO:0051539	GO:0051539	4 iron, 4 sulfur cluster binding	1/147	19/3928	0.516349823299736	DPH1	1
GO:0140223	GO:0140223	general transcription initiation factor activity	1/147	19/3928	0.516349823299736	GTF3C5	1
GO:0004672	GO:0004672	protein kinase activity	5/147	128/3928	0.527032423692406	CCNK/CDK12/CSNK2B/PDK2/PRKDC	5
GO:0000175	GO:0000175	3'-5'-RNA exonuclease activity	1/147	20/3928	0.534537742454235	PARN	1
GO:0003774	GO:0003774	cytoskeletal motor activity	1/147	20/3928	0.534537742454235	DYNLL1	1
GO:0005342	GO:0005342	organic acid transmembrane transporter activity	1/147	20/3928	0.534537742454235	SFXN3	1
GO:0008013	GO:0008013	beta-catenin binding	1/147	20/3928	0.534537742454235	RNF220	1
GO:0046943	GO:0046943	carboxylic acid transmembrane transporter activity	1/147	20/3928	0.534537742454235	SFXN3	1
GO:0004674	GO:0004674	protein serine/threonine kinase activity	4/147	102/3928	0.535344866983977	CCNK/CDK12/CSNK2B/PRKDC	4
GO:0016773	GO:0016773	phosphotransferase activity, alcohol group as acceptor	6/147	158/3928	0.546068168778292	CCNK/CDK12/CLP1/CSNK2B/PDK2/PRKDC	6
GO:0016504	GO:0016504	peptidase activator activity	1/147	21/3928	0.552046174352707	CLPX	1
GO:0016896	GO:0016896	RNA exonuclease activity, producing 5'-phosphomonoesters	1/147	21/3928	0.552046174352707	PARN	1
GO:0030544	GO:0030544	Hsp70 protein binding	1/147	21/3928	0.552046174352707	DNAJB12	1
GO:0036002	GO:0036002	pre-mRNA binding	1/147	21/3928	0.552046174352707	SRSF6	1
GO:0060590	GO:0060590	ATPase regulator activity	1/147	21/3928	0.552046174352707	NKRF	1
GO:0016779	GO:0016779	nucleotidyltransferase activity	2/147	49/3928	0.553288339668628	NMNAT1/PARP16	2
GO:0004532	GO:0004532	exoribonuclease activity	1/147	22/3928	0.568900336720291	PARN	1
GO:0031492	GO:0031492	nucleosomal DNA binding	1/147	22/3928	0.568900336720291	ACTL6A	1
GO:0035591	GO:0035591	signaling adaptor activity	1/147	22/3928	0.568900336720291	CRK	1
GO:0097110	GO:0097110	scaffold protein binding	1/147	22/3928	0.568900336720291	CRK	1
GO:0016757	GO:0016757	glycosyltransferase activity	2/147	51/3928	0.575240371889761	ALG9/PARP16	2
GO:0005484	GO:0005484	SNAP receptor activity	1/147	23/3928	0.585124517596409	STX5	1
GO:0008276	GO:0008276	protein methyltransferase activity	1/147	23/3928	0.585124517596409	KMT2A	1
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	1/147	23/3928	0.585124517596409	DPH1	1
GO:0002039	GO:0002039	p53 binding	1/147	24/3928	0.600742109379592	BRD7	1
GO:0005048	GO:0005048	signal sequence binding	1/147	24/3928	0.600742109379592	NOLC1	1
GO:0008408	GO:0008408	3'-5' exonuclease activity	1/147	24/3928	0.600742109379592	PARN	1
GO:0048156	GO:0048156	tau protein binding	1/147	24/3928	0.600742109379592	AATF	1
GO:0016836	GO:0016836	hydro-lyase activity	1/147	25/3928	0.615775641633998	ECHS1	1
GO:0045309	GO:0045309	protein phosphorylated amino acid binding	1/147	25/3928	0.615775641633998	CRK	1
GO:0140296	GO:0140296	general transcription initiation factor binding	1/147	25/3928	0.615775641633998	NOLC1	1
GO:1990841	GO:1990841	promoter-specific chromatin binding	1/147	25/3928	0.615775641633998	ZC3H4	1
GO:0061659	GO:0061659	ubiquitin-like protein ligase activity	2/147	57/3928	0.636352491892577	RNF220/ZNF451	2
GO:0061629	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	4/147	116/3928	0.638277258291281	CSNK2B/PDCD11/PRKDC/TRIP4	4
GO:0015291	GO:0015291	secondary active transmembrane transporter activity	1/147	27/3928	0.644176520168464	SLC25A5	1
GO:0048029	GO:0048029	monosaccharide binding	1/147	27/3928	0.644176520168464	MANBA	1
GO:0004553	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	1/147	28/3928	0.657584890210821	MANBA	1
GO:0016796	GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	1/147	28/3928	0.657584890210821	PARN	1
GO:0016860	GO:0016860	intramolecular oxidoreductase activity	1/147	28/3928	0.657584890210821	ECHS1	1
GO:1990782	GO:1990782	protein tyrosine kinase binding	1/147	28/3928	0.657584890210821	CRK	1
GO:0031072	GO:0031072	heat shock protein binding	2/147	60/3928	0.664251085765992	DNAJB12/HSPA9	2
GO:0016835	GO:0016835	carbon-oxygen lyase activity	1/147	29/3928	0.67049130588749	ECHS1	1
GO:0001217	GO:0001217	DNA-binding transcription repressor activity	1/147	30/3928	0.682914434390835	ZGPAT	1
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	1/147	30/3928	0.682914434390835	ZGPAT	1
GO:0004518	GO:0004518	nuclease activity	2/147	65/3928	0.706917671839169	DBR1/PARN	2
GO:0016747	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	2/147	66/3928	0.714892330422435	ACAT1/MCAT	2
GO:0140297	GO:0140297	DNA-binding transcription factor binding	5/147	160/3928	0.723919938895222	CSNK2B/PDCD11/PRKDC/RUNX2/TRIP4	5
GO:0004519	GO:0004519	endonuclease activity	1/147	34/3928	0.728123809365407	DBR1	1
GO:0004527	GO:0004527	exonuclease activity	1/147	34/3928	0.728123809365407	PARN	1
GO:0003684	GO:0003684	damaged DNA binding	1/147	35/3928	0.73838724029075	MPG	1
GO:0008238	GO:0008238	exopeptidase activity	1/147	35/3928	0.73838724029075	SCRN2	1
GO:0004197	GO:0004197	cysteine-type endopeptidase activity	1/147	36/3928	0.748265759601631	USP36	1
GO:0005126	GO:0005126	cytokine receptor binding	1/147	36/3928	0.748265759601631	TRAP1	1
GO:0019208	GO:0019208	phosphatase regulator activity	1/147	36/3928	0.748265759601631	RUNX2	1
GO:0016874	GO:0016874	ligase activity	2/147	71/3928	0.752092808206582	FARS2/MCCC2	2
GO:0016407	GO:0016407	acetyltransferase activity	1/147	38/3928	0.766924893598976	ACAT1	1
GO:0001098	GO:0001098	basal transcription machinery binding	1/147	39/3928	0.775732616128783	NOLC1	1
GO:0001099	GO:0001099	basal RNA polymerase II transcription machinery binding	1/147	39/3928	0.775732616128783	NOLC1	1
GO:0005525	GO:0005525	GTP binding	4/147	140/3928	0.777500956540131	DAP3/ERAL1/GTPBP6/NOLC1	4
GO:0019904	GO:0019904	protein domain specific binding	7/147	234/3928	0.783648791872936	AATF/CRK/CSNK2B/MRPL17/NOLC1/PRKDC/RUNX2	7
GO:0016758	GO:0016758	hexosyltransferase activity	1/147	40/3928	0.784209681037261	ALG9	1
GO:0016746	GO:0016746	acyltransferase activity	2/147	76/3928	0.785068102881121	ACAT1/MCAT	2
GO:0046914	GO:0046914	transition metal ion binding	7/147	235/3928	0.787369330595646	CLPX/KDM5C/KMT2A/PITRM1/RTN4IP1/TIMM8B/TRIP4	7
GO:0019001	GO:0019001	guanyl nucleotide binding	4/147	143/3928	0.791539166556392	DAP3/ERAL1/GTPBP6/NOLC1	4
GO:0032561	GO:0032561	guanyl ribonucleotide binding	4/147	143/3928	0.791539166556392	DAP3/ERAL1/GTPBP6/NOLC1	4
GO:0000149	GO:0000149	SNARE binding	1/147	41/3928	0.792368419948661	STX5	1
GO:0003743	GO:0003743	translation initiation factor activity	1/147	42/3928	0.80022070764291	DHX29	1
GO:0017124	GO:0017124	SH3 domain binding	1/147	42/3928	0.80022070764291	CRK	1
GO:0051219	GO:0051219	phosphoprotein binding	1/147	42/3928	0.80022070764291	CRK	1
GO:0002020	GO:0002020	protease binding	1/147	44/3928	0.815051244531412	TRIP4	1
GO:0015078	GO:0015078	proton transmembrane transporter activity	1/147	45/3928	0.822051107315625	SLC25A5	1
GO:0008047	GO:0008047	enzyme activator activity	5/147	183/3928	0.824506825363375	CCNK/CLPX/PARP16/PITRM1/RUNX2	5
GO:0019787	GO:0019787	ubiquitin-like protein transferase activity	2/147	83/3928	0.824775828311956	RNF220/ZNF451	2
GO:0140104	GO:0140104	molecular carrier activity	1/147	46/3928	0.828787776701307	PWP1	1
GO:0106310	GO:0106310	protein serine kinase activity	2/147	85/3928	0.834853679660633	CDK12/PRKDC	2
GO:0016922	GO:0016922	nuclear receptor binding	1/147	47/3928	0.835271083456822	TRIP4	1
GO:0061630	GO:0061630	ubiquitin protein ligase activity	1/147	53/3928	0.869356525293182	RNF220	1
GO:1901702	GO:1901702	salt transmembrane transporter activity	1/147	53/3928	0.869356525293182	SLC25A5	1
