	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa04921	hsa04921	Oxytocin signaling pathway	2/39	154/8219	0.165401684351621	2778/140465	2
hsa05340	hsa05340	Primary immunodeficiency	1/39	38/8219	0.165691563472202	5788	1
hsa04217	hsa04217	Necroptosis	2/39	159/8219	0.173847740840954	27243/1536	2
hsa04216	hsa04216	Ferroptosis	1/39	41/8219	0.177568021960168	1536	1
hsa04962	hsa04962	Vasopressin-regulated water reabsorption	1/39	44/8219	0.189279692675507	2778	1
hsa04930	hsa04930	Type II diabetes mellitus	1/39	46/8219	0.196997025402547	3098	1
hsa00514	hsa00514	Other types of O-glycan biosynthesis	1/39	47/8219	0.200828802719237	285203	1
hsa04973	hsa04973	Carbohydrate digestion and absorption	1/39	47/8219	0.200828802719237	3098	1
hsa00520	hsa00520	Amino sugar and nucleotide sugar metabolism	1/39	49/8219	0.208438984460708	3098	1
hsa05030	hsa05030	Cocaine addiction	1/39	49/8219	0.208438984460708	2778	1
hsa00565	hsa00565	Ether lipid metabolism	1/39	50/8219	0.212217549895963	122618	1
hsa05110	hsa05110	Vibrio cholerae infection	1/39	50/8219	0.212217549895963	2778	1
hsa05144	hsa05144	Malaria	1/39	50/8219	0.212217549895963	3683	1
hsa04913	hsa04913	Ovarian steroidogenesis	1/39	51/8219	0.215978538456871	2778	1
hsa04961	hsa04961	Endocrine and other factor-regulated calcium reabsorption	1/39	53/8219	0.22344810308869	2778	1
hsa04062	hsa04062	Chemokine signaling pathway	2/39	192/8219	0.231061052888424	998/3055	2
hsa00480	hsa00480	Glutathione metabolism	1/39	57/8219	0.238179789753491	2936	1
hsa04923	hsa04923	Regulation of lipolysis in adipocytes	1/39	58/8219	0.241819950032788	2778	1
hsa04370	hsa04370	VEGF signaling pathway	1/39	59/8219	0.245443160662456	998	1
hsa04730	hsa04730	Long-term depression	1/39	60/8219	0.249049498497525	2778	1
hsa05416	hsa05416	Viral myocarditis	1/39	60/8219	0.249049498497525	3683	1
hsa05415	hsa05415	Diabetic cardiomyopathy	2/39	203/8219	0.250481802076478	1536/2936	2
hsa05205	hsa05205	Proteoglycans in cancer	2/39	205/8219	0.254021779563503	967/998	2
hsa04927	hsa04927	Cortisol synthesis and secretion	1/39	65/8219	0.266830762023652	2778	1
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	1/39	67/8219	0.273827810069374	3098	1
hsa04664	hsa04664	Fc epsilon RI signaling pathway	1/39	68/8219	0.277301891939749	241	1
hsa04924	hsa04924	Renin secretion	1/39	69/8219	0.280759777624248	2778	1
hsa05031	hsa05031	Amphetamine addiction	1/39	69/8219	0.280759777624248	2778	1
hsa05211	hsa05211	Renal cell carcinoma	1/39	69/8219	0.280759777624248	998	1
hsa05120	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	1/39	70/8219	0.284201540651567	998	1
hsa05230	hsa05230	Central carbon metabolism in cancer	1/39	70/8219	0.284201540651567	3098	1
hsa04520	hsa04520	Adherens junction	1/39	71/8219	0.287627254225575	998	1
hsa04971	hsa04971	Gastric acid secretion	1/39	76/8219	0.304517619868574	2778	1
hsa04612	hsa04612	Antigen processing and presentation	1/39	78/8219	0.311163946103583	1520	1
hsa04610	hsa04610	Complement and coagulation cascades	1/39	86/8219	0.337135824158699	3684	1
hsa04911	hsa04911	Insulin secretion	1/39	86/8219	0.337135824158699	2778	1
hsa05210	hsa05210	Colorectal cancer	1/39	86/8219	0.337135824158699	5899	1
hsa04540	hsa04540	Gap junction	1/39	88/8219	0.343478207457091	2778	1
hsa04976	hsa04976	Bile secretion	1/39	89/8219	0.346627186661269	2778	1
hsa05032	hsa05032	Morphine addiction	1/39	91/8219	0.352881056634364	2778	1
hsa05323	hsa05323	Rheumatoid arthritis	1/39	93/8219	0.359076587162753	3683	1
hsa04657	hsa04657	IL-17 signaling pathway	1/39	94/8219	0.362152640953136	1051	1
hsa05414	hsa05414	Dilated cardiomyopathy	1/39	96/8219	0.368261654654849	2778	1
hsa04713	hsa04713	Circadian entrainment	1/39	97/8219	0.371294745319439	2778	1
hsa01522	hsa01522	Endocrine resistance	1/39	98/8219	0.374313645212635	2778	1
hsa04750	hsa04750	Inflammatory mediator regulation of TRP channels	1/39	98/8219	0.374313645212635	2778	1
hsa04925	hsa04925	Aldosterone synthesis and secretion	1/39	98/8219	0.374313645212635	2778	1
hsa05231	hsa05231	Choline metabolism in cancer	1/39	98/8219	0.374313645212635	23446	1
hsa00564	hsa00564	Glycerophospholipid metabolism	1/39	99/8219	0.377318418988859	122618	1
hsa04916	hsa04916	Melanogenesis	1/39	101/8219	0.383285845376072	2778	1
hsa04972	hsa04972	Pancreatic secretion	1/39	102/8219	0.386248625867614	2778	1
hsa05142	hsa05142	Chagas disease	1/39	102/8219	0.386248625867614	2778	1
hsa04064	hsa04064	NF-kappa B signaling pathway	1/39	104/8219	0.392132639023947	929	1
hsa04620	hsa04620	Toll-like receptor signaling pathway	1/39	104/8219	0.392132639023947	929	1
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	1/39	106/8219	0.397961675233225	2778	1
hsa04922	hsa04922	Glucagon signaling pathway	1/39	107/8219	0.400855733493536	2778	1
hsa04010	hsa04010	MAPK signaling pathway	2/39	294/8219	0.409240662874714	929/998	2
hsa04668	hsa04668	TNF signaling pathway	1/39	114/8219	0.420737989958371	1051	1
hsa04724	hsa04724	Glutamatergic synapse	1/39	114/8219	0.420737989958371	2778	1
hsa04726	hsa04726	Serotonergic synapse	1/39	115/8219	0.423525308698855	2778	1
hsa04722	hsa04722	Neurotrophin signaling pathway	1/39	119/8219	0.434544480574214	998	1
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	1/39	120/8219	0.437267044186264	2778	1
hsa04611	hsa04611	Platelet activation	1/39	124/8219	0.448030140013396	2778	1
hsa04926	hsa04926	Relaxin signaling pathway	1/39	129/8219	0.461202231912952	2778	1
hsa04650	hsa04650	Natural killer cell mediated cytotoxicity	1/39	131/8219	0.466384866253932	3683	1
hsa04728	hsa04728	Dopaminergic synapse	1/39	132/8219	0.468957936260868	2778	1
hsa05165	hsa05165	Human papillomavirus infection	2/39	331/8219	0.469778387770226	998/2778	2
hsa04210	hsa04210	Apoptosis	1/39	136/8219	0.479129862327859	1520	1
hsa05322	hsa05322	Systemic lupus erythematosus	1/39	136/8219	0.479129862327859	1991	1
hsa04910	hsa04910	Insulin signaling pathway	1/39	137/8219	0.481643030133032	3098	1
hsa04915	hsa04915	Estrogen signaling pathway	1/39	138/8219	0.484144381509524	2778	1
hsa04936	hsa04936	Alcoholic liver disease	1/39	142/8219	0.4940327011829	929	1
hsa03040	hsa03040	Spliceosome	1/39	154/8219	0.522602388676011	8896	1
hsa04261	hsa04261	Adrenergic signaling in cardiomyocytes	1/39	154/8219	0.522602388676011	2778	1
hsa04932	hsa04932	Non-alcoholic fatty liver disease	1/39	155/8219	0.524910945010994	998	1
hsa04934	hsa04934	Cushing syndrome	1/39	155/8219	0.524910945010994	2778	1
hsa04141	hsa04141	Protein processing in endoplasmic reticulum	1/39	171/8219	0.560401776228407	51726	1
hsa04360	hsa04360	Axon guidance	1/39	182/8219	0.583288918955255	998	1
hsa05034	hsa05034	Alcoholism	1/39	187/8219	0.593304309359092	2778	1
hsa05167	hsa05167	Kaposi sarcoma-associated herpesvirus infection	1/39	194/8219	0.606932786939573	3055	1
hsa04510	hsa04510	Focal adhesion	1/39	201/8219	0.620115897064865	998	1
hsa05169	hsa05169	Epstein-Barr virus infection	1/39	202/8219	0.621963674567293	3683	1
hsa05203	hsa05203	Viral carcinogenesis	1/39	204/8219	0.625632995003536	998	1
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	1/39	212/8219	0.639966352154151	2778	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	1/39	222/8219	0.657132671325079	3683	1
hsa04024	hsa04024	cAMP signaling pathway	1/39	225/8219	0.662125184481037	2778	1
hsa05163	hsa05163	Human cytomegalovirus infection	1/39	225/8219	0.662125184481037	2778	1
hsa04714	hsa04714	Thermogenesis	1/39	232/8219	0.673500511150368	2778	1
hsa05171	hsa05171	Coronavirus disease - COVID-19	1/39	232/8219	0.673500511150368	1536	1
hsa04020	hsa04020	Calcium signaling pathway	1/39	240/8219	0.686044263843483	2778	1
hsa05012	hsa05012	Parkinson disease	1/39	266/8219	0.723653277126392	2778	1
hsa05020	hsa05020	Prion disease	1/39	273/8219	0.733004397287668	1536	1
hsa04151	hsa04151	PI3K-Akt signaling pathway	1/39	354/8219	0.821128094741934	5585	1
hsa05010	hsa05010	Alzheimer disease	1/39	384/8219	0.845952154511403	1536	1
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	1/39	476/8219	0.902925297259789	1536	1
