name	mIDH_vs_wtIDH_diff	mIDH_vs_wtIDH_p.val
DERA	0.872564213675627	0.000355415581912456
LDB1	0.864463007795454	0.0139918175485417
FHL1	0.863491646363503	0.0658741769802763
ERMP1	0.857667799859595	0.000984543662669484
ABHD14B	0.852857952245095	0.00040860036552841
SPATA20	0.846877227199318	0.00340316106348933
SRC	0.84587585171883	0.0353738254526709
DPYSL2	0.817508099984327	0.0636047542566252
DDB2	0.81211587973764	0.00085449566997147
NUCKS1	0.810460268790951	0.0345660119933761
CRYL1	0.807188934387955	0.00219133454790254
PM20D2	0.805320437690224	0.00469873361944601
WDR11	0.797020519013138	0.0151160115512908
TIMM22	0.79476215420523	0.0294462917196338
LHFPL2	0.793972561486679	0.0603396428014585
CMBL	0.793338676329196	0.058967653154443
MSI2	0.791876731137997	0.0151837084877956
DDAH2	0.790519645454594	0.0134534678753266
RSBN1	0.787272897721653	0.00487604574000956
POLR3C	0.786371537967867	0.00930235265905227
NDUFA10	0.779346451905937	0.0487363401709682
ZNF579	0.777118852822383	0.0299566119706516
PTPN2	0.776229488683136	0.0805929786771934
PRDX2	0.773233127217203	0.0728417049530227
RAP1GAP2	0.770323690421602	0.00455098613268925
JMJD6	0.764608583619886	0.0129751477040884
MED22	0.764602559236401	0.0426611384385862
GAA	0.760453642468438	0.000892699464113201
FAM101B	0.754338455952375	0.0697367816716985
CORO1C	0.750510363374438	0.00254466599436922
NTPCR	0.750438220363609	0.0142696923879917
MED25	0.742712888913591	0.0470309974252556
MIC13	0.739909732816653	0.0719199522329687
HSDL2	0.737010488247066	0.000554790801745886
K7EQG2	0.73269412152673	0.0571821412444484
LIMS1	0.732212549203656	0.0518814259907746
PCCA	0.728205533730328	0.0202700549927535
ARL2BP	0.725041411914852	0.0491605382603483
HIST1H1C	0.720368672790176	0.0171336314834968
MTPN	0.716598607992715	0.00141583272864052
NCOA6	0.71578761536172	0.0227849100609272
CCDC12	0.712064802720715	0.0291770123880442
FLNA	0.705275967967609	0.0205692276152149
RBMX2	0.703001913317181	0.0665800390369083
PCCB	0.69768715746115	0.019377989656787
MAP1A	0.690959021411341	0.0545011133447574
WBP4	0.690732646940479	0.0195609384997865
LRRFIP2	0.689222326419348	0.0313407909009581
KANK2	0.687413750152455	0.0325764280236501
C14orf159	0.685330385636799	0.0557877669822218
ADA	0.685007311144005	0.0565759840705783
RBM7	0.684229228589015	0.00539518723534825
PCNP	0.672101872825888	0.000320069661521971
PRUNE	0.67158421676772	0.0296212379050358
HMGN5	0.669550990228036	0.0781184721828567
NFATC2	0.665931960110846	0.0387511619077948
PDLIM7	0.66406944663601	0.0665601612635523
H2AFX	0.662784489755097	0.0210581375952808
SSBP2	0.662721535178164	0.0283400806505767
TPST2	0.660829721082063	0.0733756687865553
PEBP1	0.660730643924396	0.00565860781518598
TALDO1	0.659793679545182	0.00158204487626098
BBX	0.656658326882756	0.0431910319457967
DCTN5	0.653525331142486	0.0116108737674123
BPGM	0.650154189814035	0.0425678617320434
MAP2K6	0.644603064741379	0.0311347495926276
SCRN2	0.64459442318638	0.0174476567127672
UFM1	0.642196472251253	0.0532350068049418
PPM1B	0.63922742371054	0.027359028618825
ACTR5	0.63884873847789	0.0492129238028006
ARID1B	0.637564657694522	0.00388476213381328
SH3BGRL	0.636918749188347	0.00371180930726876
QRSL1	0.636676708630773	0.0745555584595145
TCEAL3	0.634042002351777	0.00456870677679186
SYAP1	0.632153369289096	0.0669508410917668
IMPA2	0.631319271899937	0.0798466215129053
TMEM65	0.629664544883195	0.0766774767462548
HEBP1	0.6250916084484	0.0571786690697643
ME3	0.624153819982038	0.0621853977467092
SKAP2	0.623578487096459	0.0228513246956968
PTPRA	0.621765519604565	0.0390697357082635
GBP4	0.620750770709385	0.0878841248924908
AKAP9	0.619225080794504	0.00431956746230554
MATK	0.617264002348655	0.0353262597288202
RAP1GDS1	0.617152440749631	0.00665312305120368
CTNNA1	0.616802757475483	0.0513740228460848
MRPL33	0.614706047242727	0.0307335743852128
ALG12	0.609044896888932	0.0697439516235157
PRPS2	0.607194261435215	0.0020785463824017
GUCY1A3	0.606845783161003	0.0969753792076245
PXN	0.603452768831648	0.060243116286125
CTSB	0.602173162726686	0.0764281460693039
FECH	0.601545174071489	0.0255174993053783
ACSS1	0.601190426458274	0.00234782370511503
RTF1	0.600447989866854	0.00610426219357222
PYCR2	0.597768690715522	0.0131754534412702
SUSD1	0.594793122115071	0.0847393591218953
PPAT	0.592117928649539	0.0128627224624535
RAD54L2	0.591585612871729	0.046797894545557
NAE1	0.591498889249412	0.00695888663840295
FEN1	0.590442504033668	0.00465669031173731
MAP2K4	0.589612745497547	0.0160686047917709
ZNF609	0.58692208215216	0.0560339752681434
SLC35E1	0.585658243387225	0.0577111787750698
GFER	0.584115828949638	0.0464976972204519
RNF220	0.583598165198357	0.067694406934616
GLO1	0.582808932192947	0.00318425382717375
DHRS11	0.582218443450174	0.048716943484356
RASA3	0.581953518039683	0.0912229248293145
SHMT1	0.580325579070045	0.0994139627089269
PRAM1	0.579467666927005	0.0665958091403668
NAGLU	0.578900585594095	0.0790827913155028
NUDCD2	0.575374608477862	0.0186000226523989
CD151	0.575106622636092	0.0609780960543745
PHACTR2	0.573011323397957	0.0429976491727334
IQSEC1	0.571589228593119	0.0561506679990504
PIAS1	0.570988769659003	0.0211298708337534
TMEM159	0.570799644744945	0.0915431487544127
FAM175A	0.567400751951205	0.0121896165122114
ZADH2	0.565893184968278	0.0036774393142917
APOL2	0.565663122565237	0.00514171297632906
INPPL1	0.565449747620175	0.0306714259461508
PLXND1	0.562113762862868	0.0813519409165896
IDUA	0.560905014341088	0.0849999159834779
MTG1	0.56024437023094	0.0737126886565462
RPS6KA3	0.558965418727084	0.00772112605734983
NSMAF	0.558698717291406	0.0190819193053819
ACAD8	0.557962320525359	0.00227349651267121
SCLY	0.557271442568982	0.0322682765300236
PHF10	0.550678382388391	0.0424999505805674
CACYBP	0.54837079264821	0.037648907548027
PSPC1	0.546443204613624	0.000359219856674117
TRIM11	0.546241018003034	0.0469731994071606
BLVRB	0.54324416898039	0.0923932842794361
AGO2	0.542025027587762	0.0164903922907215
HNRNPH3	0.539917737810718	0.00117541564823107
LYPLA2	0.537996417235995	0.0317800604744465
KBTBD11	0.537326397290425	0.0883632335782602
LTV1	0.536931740923393	0.0682369035728106
TAGLN2	0.535223189313992	0.0261247206168732
MAP4	0.532575075283187	0.00547007863625411
WDR13	0.532301597288743	0.0545600720491185
NCK1	0.53190547406296	0.00739191100166475
RLTPR	0.531508530569297	0.0871562721160964
LRCH1	0.530438156668126	0.0402691886822136
CD99	0.529468572752144	0.0851396182027656
LSM14A	0.527809459259192	0.0126145774670975
MTFR1L	0.527604570641913	0.0474699605050399
C11orf98	0.526434845605305	0.0562557076107085
FBXL8	0.525215813594276	0.0434613452684565
CHD3	0.525137112193701	0.0816932176362311
FNBP1	0.524378663644878	0.011383856144462
ABR	0.523806533890866	0.0755224729299683
HNRNPD	0.52151826309969	0.0117286882294786
SARNP	0.521341535494724	0.0191413485783045
CAST	0.520896066460296	0.0818862869223343
SPIN1	0.520135351995187	0.0217594913167848
CDKN2AIP	0.519480119379139	0.00463938570489948
BLMH	0.519249556467951	0.018047011007557
CLIC1	0.518834012360376	0.0166657714088468
CRBN	0.518047252540349	0.093103275344624
CSRP1	0.517850490162484	0.0376556648177052
SOD2	0.516812421552935	0.0239403324765984
LPP	0.516535978401897	0.0625670452150478
WBSCR16	0.516054313319373	0.0823267633146633
MAF1	0.512275514073526	0.0671488722338659
POLR1D	0.511913525688456	0.0657218320960139
IAH1	0.511600333827701	0.016748183334009
RBM14	0.511223539870709	0.00362088016257277
ISOC1	0.510776467755711	0.0232909173951973
REPIN1	0.510093763008893	0.0308605032558402
GALK1	0.509418557587743	0.0288294829544386
MED14	0.507829473546309	0.0180925567821348
XPO7	0.507562673224111	0.00523253825217198
SFXN3	0.507259736575687	0.096853283212159
FAM32A	0.506163960361004	0.0874287531900791
LBR	0.505172002945287	0.00943550610035464
NCDN	0.505022469782443	0.0902534391074046
PDLIM2	0.504989658330331	0.0675115366214723
PSMG2	0.50193869299623	0.0876474531656739
RALBP1	0.500672072006171	0.0397769373349364
CRK	0.500515434685941	0.0919285487414135
PDK2	0.499816691216544	0.0561355048989156
KDM5C	0.499726047185067	0.0941799660773911
LIMA1	0.499313162798412	0.0723503787864975
PPP1CB	0.498603790514583	0.0283217667906893
SYNRG	0.496957732233653	0.0604524488844091
PHRF1	0.496679193608497	0.0303325753026369
CASP6	0.496487193589342	0.0422298709268247
YWHAQ	0.493275415274532	0.0192277932596836
FLNB	0.493082338220603	0.0762312655059432
ACSF3	0.490706143195492	0.00983638505461284
NO66	0.489964795820118	0.00249213731011432
ZRANB2	0.488219780583144	0.0191012560738321
LIN54	0.487597512862397	0.0238176333095769
LRRC57	0.487361406382654	0.0431498070670359
ZCCHC8	0.486288646280421	0.0229973120096778
HYI	0.482854905398497	0.0973208923146747
ESD	0.481166154348312	0.021329473792782
LZTFL1	0.481111125926454	0.0964212686239637
IQGAP2	0.481047444722474	0.0200724411905466
NDUFAF7	0.480895306199919	0.00928138433751212
DYNLL2	0.479556110701104	0.0972758774917497
COX17	0.47955115298846	0.0286303994590985
TARSL2	0.478595053198532	0.0434075421265742
ECM29	0.477833957135299	0.0252782217451645
CDK2	0.477379296887172	0.084594826546177
C3orf38	0.476735040577932	0.0890745691245891
WDR24	0.476729523911992	0.0834956565982384
ZCRB1	0.476227338845867	0.0712561402956005
CERS2	0.475750998317743	0.009876787750506
GSE1	0.474770374103784	0.0547636477645669
SNRPC	0.474600323831101	0.0218447116419767
HINT1	0.474133281241151	0.0365065842140642
BOLA2	0.474115904857975	0.0861252510777811
DTD1	0.472702901508207	0.0353139229181165
RCN1	0.472423718162059	0.0167105384635204
NDRG1	0.472319497170375	0.0625178989596667
ADH5	0.471933071700377	0.0194366544985169
ME2	0.471858002818681	0.00364432168556254
ATP6V1H	0.471765816998332	0.00842689686322311
EDC3	0.471686393238073	0.0283656784438432
POM121	0.470198121742982	0.033550579861073
MAVS	0.469151627335339	0.00792567718784599
HN1L	0.46823093934271	0.0574244661946479
TMEM164	0.467285201109622	0.0772512199164795
GLUD1	0.46590465550543	0.00331858361654189
RNASEH2B	0.46553026162734	0.034770259234232
CTBP2	0.46550449443799	0.00560861778153719
CSTB	0.464957952297311	0.0675615057341167
SEPT7	0.464496823188401	0.013963806192895
C2CD5	0.463778845186674	0.0526296290798746
TCOF1	0.463610610778712	0.0167083935258259
PWWP2A	0.461969510396276	0.0983311449366572
RAI1	0.461791172549692	0.0805073229395746
ZNF512B	0.460122695371098	0.0533803628430339
CC2D1B	0.459353546831498	0.0540178891670543
RBM45	0.459304576423719	0.0282988757669877
HIST2H2AB	0.459142764955409	0.0478151455558834
DBR1	0.456622983738761	0.0132431610982842
CNOT2	0.455949960535346	0.0441296114096549
TBC1D22A	0.455799235248399	0.0458399184657648
F11R	0.454918226054414	0.0850212186529328
NEK7	0.454649979067373	0.0989354932022767
HDGF	0.453361334154298	0.0374359432002945
SON	0.453216350864505	0.0895318205779809
COPS7B	0.452988679353439	0.0504449982288646
POLR1C	0.451805592440714	0.0842730603597438
SPG20	0.451141031918471	0.034447491256933
SCYL2	0.449883703527043	0.00653699756595571
TUBB6	0.44763077574752	0.0867228059748024
TMPO	0.447064150091784	0.00693337483242808
DENR	0.44702490474636	0.0257963538378634
UBE2J1	0.446894763975525	0.00511948912486941
HNRNPA0	0.446611581732686	0.0264508754172098
HNRNPR	0.44643991339532	0.0152747597719136
LANCL1	0.445872861288414	0.0661922046789836
METTL14	0.443590142633475	0.0813952095618841
SLC9A1	0.443215197727579	0.0832470725950647
PCIF1	0.442773729501777	0.059402234604437
TSC22D4	0.441072878420595	0.0640543282601198
RFC2	0.440490982578378	0.0105229076163021
WASF2	0.439487569466603	0.0148596974059514
PRDX6	0.437763148362016	0.0285424813146455
HECA	0.435790768340347	0.0174289076887062
NAPRT	0.435591602419752	0.0835447303800786
C4orf27	0.43551424952798	0.0536006911546359
LIG1	0.434387959434641	0.0830544286060688
FLYWCH2	0.434374437038823	0.0408095036712445
CGGBP1	0.433899333060424	0.00816346231008107
SAMD1	0.432874521606784	0.0734047165798661
PICALM	0.431080002055488	0.0576373524237452
TAB1	0.429791877817699	0.0522644325426796
SELH	0.428630899602535	0.0321224021187733
SEP11	0.428614504506609	0.00954425192097545
ANXA7	0.427970537419764	0.0207589757004951
ADD1	0.427929972219935	0.0422551409658634
APOOL	0.427075187706055	0.0196735158126779
CAPN7	0.425674420933298	0.0926073699573169
AGO3	0.425429284692157	0.0923113346710246
ELF1	0.423918160213564	0.0774848817294421
RBM4B	0.42331539483876	0.0827829264046003
PACS1	0.423270281359422	0.0093381000024216
ZNF346	0.422357656831185	0.0372987994554123
UBA3	0.422049027231502	0.0725741607234949
IRF2BP1	0.420537861452136	0.0284438757438285
GBAS	0.41968102207279	0.00482640042294204
ZNF362	0.419156034836643	0.0681106793616091
CNOT3	0.418282531179916	0.0301886449973066
IBA57	0.417107694299116	0.0635838272820967
TBC1D13	0.416056904105716	0.0807678512379249
TTC37	0.415094007388355	0.0238867321137522
UFD1L	0.412865576466064	0.0297985176725998
TUBB	0.412556082522247	0.0649389423936348
PDAP1	0.412228768140299	0.0239229924856962
KDM3B	0.411647777900022	0.017744687222814
ELAVL1	0.411200924239427	0.0266998830046175
PANK4	0.410800483199822	0.0315923117223303
PURB	0.409871084145855	0.0272839039326714
PPIA	0.409351208096936	0.0628537871185345
EIF5	0.409322952768637	0.0359147091966665
C9orf142	0.409259840497132	0.0457470525738372
CHD1L	0.407792548710834	0.0412687120370814
SP3	0.40765197994055	0.0413179894782652
VEZF1	0.407165960974574	0.0339857807139894
MAPRE2	0.406937528879038	0.0755636762520301
GUK1	0.405102066319696	0.0289519082580701
HNRNPDL	0.404393354833665	0.0258725350359585
THAP11	0.404328915602388	0.0232460044623488
FIP1L1	0.402841931010279	0.0929614996167252
DEK	0.402570850518178	0.0101642606583855
CREB1	0.402106456065368	0.073711403650947
LANCL2	0.401203519326092	0.0540529088798661
CPSF7	0.398516141931871	0.0112451062179742
NCBP2	0.39830136051485	0.0510707878195603
AGO1	0.397587066952287	0.0222517579784853
UBXN7	0.396020069747273	0.0869594332973199
THUMPD1	0.39473198558904	0.0279657766369497
GFM2	0.394355793206529	0.0765366241003364
COA6	0.393866904521268	0.0841533289901251
PPM1F	0.392627674745388	0.0798300084484281
ABHD12	0.392543520029129	0.0483856225971977
CTBP1	0.390245425169272	0.0156555236904079
TMED8	0.389352773960354	0.0699350933416517
YWHAE	0.387929120592624	0.0447982611512288
CEP135	0.385841205407218	0.0411682520542825
PSIP1	0.385459962786879	0.0281612369968122
NR3C1	0.38454317099233	0.0354401020342663
RICTOR	0.384409978915127	0.0553637260578095
TFG	0.382285704780436	0.0891395304141604
ACLY	0.379888995781421	0.0114777898314338
C16orf13	0.37884483212401	0.0877831956452535
HDDC2	0.378527770403426	0.0776544450816796
TCEA1	0.377543767495666	0.036637249230214
H2AFY	0.376386266050382	0.0736527739970923
HNRNPA3	0.375865131828967	0.0188880198011136
PQBP1	0.37568865314261	0.0317687229860562
RAD23A	0.374973416579394	0.0313603781044708
NFIC	0.373971038273599	0.070462349082723
C17orf85	0.373631025699762	0.0463015580783415
ATG5	0.373143875157094	0.0952645353480832
TBC1D9B	0.372836295777091	0.0365464848657733
NCOR2	0.372285221988065	0.0874581964114132
UBE2M	0.371264099524744	0.0782112420832537
ACTR1A	0.371117113301846	0.0448919297951185
PGLS	0.370523374313585	0.0888825909550711
ASPSCR1	0.369812054326655	0.0837301170968681
SYNE1	0.369485992286673	0.0776794721406435
FKBP5	0.368681347453229	0.0750141515045359
SUMO3	0.368148454679336	0.0376093746956353
RABIF	0.368128013806992	0.0707510341548258
THOC6	0.367956850505077	0.0371278025313592
PRKAR1A	0.367814604969709	0.0297434035460079
HIST1H1E	0.366508186195524	0.0780854698355764
CD44	0.366353786117301	0.0865134214814215
JAK1	0.365201670347297	0.0480458192035573
CENPC	0.362279044611171	0.0252160275641702
PIP4K2B	0.36158051922979	0.0406967770020162
YEATS4	0.361562459965484	0.0329461947240279
PYGL	0.361277949557397	0.0778126453049253
ACAT2	0.360136494861347	0.0359342628541721
PPM1A	0.359242901606464	0.0805908514909772
FUS	0.358745919524136	0.0927500484041938
SH3GLB2	0.357185159494321	0.0613169650829513
GTF2E2	0.35675746998459	0.0833226704610362
ARPP19	0.356553329663306	0.0196267429422482
NMT1	0.356399955246562	0.0221506940815686
MSH6	0.355833908581094	0.0507360979731614
SCAF8	0.355229788460043	0.0137431785695008
STAMBP	0.355056414772147	0.0641910062760222
SLC30A9	0.354318613088004	0.0603806575705262
TIPRL	0.353961634244904	0.0235667845386415
DNAJC1	0.353547400207777	0.0982721200538656
RFC1	0.352677640055621	0.0496506928311227
CARHSP1	0.352396975653061	0.0866725785035159
GOT1	0.351019217793329	0.0946691457113106
CRKL	0.350573094752114	0.0743208572125567
THOC3	0.350476585299234	0.0689075300750609
AARS	0.350096281960731	0.0485508083196759
METTL3	0.349803691536938	0.0729841198014868
MBNL1	0.349334262662147	0.00811103846832847
MCCC1	0.346582875497653	0.077164982053691
DPF2	0.345628677455448	0.0214435054954984
SLC25A46	0.345480268597289	0.0504702573516979
NUTF2	0.345356841857548	0.0898139045606992
METAP2	0.345261060827422	0.0201594317215567
HSPA14	0.344265596292779	0.0946091773356522
MSH2	0.343189055894719	0.0314377774297208
DFFA	0.341601419116341	0.0923781003189049
ARMC10	0.340797785819579	0.0904178714168176
SH3GLB1	0.340708190071673	0.0471446489991209
MAP2K3	0.339551963752744	0.0650610463220527
PDCD10	0.337101615642318	0.0401500701968626
EFTUD1	0.336334117479108	0.0891835276626319
PPIG	0.335248179550739	0.0808494204021435
PSMB10	0.334960233759727	0.0758175982466917
CWC27	0.332415608325789	0.0629838927692511
RNASEH2C	0.331978496062973	0.0887094091519093
PEPD	0.33189290969068	0.0884751949094758
DHX36	0.330112668027066	0.00877806670295302
WBP11	0.329621870987292	0.0637235699729356
POLDIP3	0.326775056889495	0.0662844522656001
DUT	0.325367060803281	0.0339615187866395
DDX17	0.324652609229911	0.0246063186266339
HPRT1	0.322969103863347	0.0452517644506779
API5	0.32225634229037	0.0279890403171214
RPL18	0.322157110311551	0.0979193812691426
STAT3	0.322125104492919	0.0832639146767338
KCNAB2	0.322118232403724	0.065614174175424
VPRBP	0.322100089704541	0.0859962983670362
PCBP2	0.320901043975088	0.0787524811654689
RNF20	0.320705681220897	0.0818303999636702
HTATSF1	0.3203709270181	0.0437229438279961
TBC1D10B	0.319103713964946	0.0721087950100048
BCLAF1	0.317459587439668	0.0299398301562655
DNPEP	0.317394018314349	0.0558008092311988
UBE2I	0.316648642754572	0.0916357748647448
MCCC2	0.314903058604386	0.0696462198191708
ACTL6A	0.314890387141592	0.0373503602564671
SLC25A20	0.313915268728536	0.0653184675725758
RPRD1B	0.312852165652945	0.0510996035183342
PABPN1	0.312465770771244	0.0504150892092468
ATP2B4	0.312154997370602	0.0497461850856946
CLPP	0.31151346575982	0.0739916561995452
SMARCD2	0.310140244002536	0.0251041791973072
PTRHD1	0.309397979574907	0.0720152003332826
SNW1	0.308603940823364	0.0315527247223377
NFS1	0.307247125923254	0.0169607936003199
RECQL	0.306896656326387	0.0568764822580128
DCTN1	0.305614773347365	0.0495204910628314
PUM2	0.303126583723806	0.0902144699972564
ATP6V1A	0.29904221459029	0.0886575386885534
SRSF4	0.29788859932631	0.0696592503100394
ETFB	0.297845646989561	0.0736532504052232
OTUB1	0.297534617811746	0.0689767956851953
CKAP5	0.297174658655294	0.0400316300609538
PRKAA1	0.296122617389369	0.0814469576241873
SMARCC2	0.295884192037697	0.0341354742977165
DDB1	0.29559381131995	0.039570275197648
HNRNPA2B1	0.292759993010151	0.0357237661036305
PROSC	0.292739134408773	0.0386234766360561
CRAT	0.292269222162105	0.0920101032688275
XRN2	0.291192892085895	0.0662242498335926
ACTR1B	0.291004880149142	0.0435474838138604
DYRK1A	0.288762843098247	0.0873324537465481
LYPLA1	0.288543155243946	0.051170084908477
RABEP1	0.288477659526862	0.0563984814549451
SEPT2	0.28670704610715	0.0790571626219725
ATP6V1B2	0.286602049026339	0.0989816445745355
PTPN11	0.28543136504295	0.0737575824188372
THRAP3	0.283683733583761	0.0632654868516732
STK26	0.283134984968637	0.0957605085758806
PAFAH1B1	0.281119069155601	0.0515520727961001
CAND1	0.280947882308386	0.0957623729762021
ZC3H4	0.280685209198726	0.0192127138846372
FUBP1	0.278948860425114	0.0871872036282268
FAM160B1	0.278393761318799	0.0831071767423041
RRP8	0.277763443638687	0.0907694193120726
NDUFS4	0.276622892093645	0.0573905232567736
DCP1A	0.275515205616323	0.0467170490731732
RTCB	0.274710975786881	0.05743528462536
MGME1	0.27369512953949	0.070266097101873
SNRPA	0.273507859347994	0.048822494399466
SNRNP40	0.273046255188731	0.081898949226956
SUGP2	0.272604017626513	0.0921034606484056
HNRNPU	0.272189005552413	0.0886355746854533
PDHX	0.270150440304466	0.0987499126530063
HCFC1	0.269684892242125	0.00955454002750324
GPKOW	0.269641223696976	0.0919479798941848
MAN1A2	0.269211526230496	0.0901593845591435
SNRPB2	0.268357256072314	0.0756365371330408
STRN3	0.267321170350407	0.075759015129098
VDAC2	0.265774480559624	0.090073503065779
HNRNPUL2	0.263846494542484	0.0954730259322423
TIAL1	0.260794215647813	0.056204525425221
PDS5B	0.2599331383615	0.0638127818852929
XRCC1	0.257606443545807	0.0834488832309817
TROVE2	0.256672526260818	0.0633321282057335
NDUFB10	0.25562015964346	0.0888996334773709
PPP3CB	0.253339658770397	0.0585809943963973
GTF2B	0.253094191228232	0.0759034510258409
EIF4A3	0.252090034913511	0.0890851317646914
COX4I1	0.248268543635863	0.0523945321159067
PITPNB	0.248122355096225	0.0745358056997835
SF3B2	0.245689083303311	0.0778116766455381
SEPHS1	0.240603903219622	0.0987609534710465
CDYL	0.23790088188861	0.0879635059243997
DYNC1LI1	0.235811262833597	0.0564533666055683
NUDT21	0.234252174565253	0.0559963292125565
SREK1	0.23201880958494	0.0895675599646253
THOC1	0.230534384487864	0.0782161526466613
COX5A	0.227680701585857	0.0977877425536668
RBBP5	0.224684101291956	0.0543304434668848
ETFA	0.223838052386359	0.0802235975877948
RNF40	0.214494976832576	0.0896757831671096
APOA1BP	0.210115194689564	0.08997126136348
DDX46	0.209665358542381	0.0576937199224836
ASH2L	0.205906946419582	0.0957929370548488
TERF2IP	0.203831930531631	0.0961297470112018
WDR5	0.185519842875337	0.0762593989866776
INTS6	-0.227778720459689	0.0804454110489514
RPLP2	-0.231623351154642	0.0535059784693209
RAB10	-0.239116371180852	0.0691233157430859
UGGT1	-0.247254054780235	0.0661147052334865
CSNK2A2	-0.247540094610859	0.0487762273531018
ARHGEF2	-0.251891209441418	0.0464386599724606
INTS4	-0.252117935159927	0.0812402416298334
MFN2	-0.257938457289864	0.0941383454980046
SUPT4H1	-0.270945806063651	0.0924812440444286
ILVBL	-0.274189488324243	0.085246708977711
DPM1	-0.274335240889325	0.0445529654884566
BCS1L	-0.275591213003018	0.0835269542670681
MPHOSPH10	-0.285775486144139	0.0980388232522339
PRKCSH	-0.286064832409476	0.0740261624514432
F8W031	-0.286688466956861	0.044299312387793
RPS3	-0.289402929773768	0.0336424285827807
IPO8	-0.292167464096405	0.0788565728768271
INTS5	-0.297549085091969	0.0330752025250612
ETFDH	-0.298672609490094	0.068395964839983
TMED5	-0.298994468452651	0.0616415916177084
SYNGR2	-0.30637952936026	0.0867293456721405
SYVN1	-0.306410967890816	0.0942910681766299
ASF1A	-0.308276016223392	0.0956531737802998
NSUN5	-0.30906502245297	0.0612731101402164
TBL3	-0.310754857334462	0.0702808066286247
ADRBK1	-0.311644991644748	0.082053063793045
MRPS27	-0.311780174342871	0.0396680640351757
CYP20A1	-0.31334866626058	0.0951480231643245
KIAA0020	-0.316788347625312	0.0812049244943758
MLEC	-0.317271594624913	0.0405432454673249
UBR5	-0.319366639090024	0.0273399210356969
NOMO3	-0.319454243900289	0.0238082884170552
TOE1	-0.320058118031657	0.0245448832879262
RRBP1	-0.321572450897627	0.0816132823311221
GNAI2	-0.321845664473027	0.0952439467356364
GNAI3	-0.32225898638557	0.0722884683827443
HIRA	-0.325435384506743	0.0114269741091866
PAM16	-0.329182695317424	0.0989105719896622
MRPS2	-0.331845900820547	0.0488400020880336
VAMP4	-0.333667551631986	0.0945595418271987
AUP1	-0.334816503831444	0.0121422297914263
M6PR	-0.335704833775111	0.0476263897938411
NCLN	-0.335741054914667	0.0303511912517177
RPN2	-0.336268446403157	0.0320370370566172
GLB1	-0.339055682328866	0.0854906593647959
ANAPC5	-0.340771561408896	0.0847182261150512
TMED9	-0.344943374123673	0.0679271366765385
JAGN1	-0.348165637854152	0.0682625696471353
EDEM3	-0.350023366871337	0.0967858156280032
SLIRP	-0.350420919238054	0.0189890083411238
PCYOX1L	-0.352530274345625	0.0828078298908958
RAB5B	-0.355333897635056	0.03596927195677
MMS19	-0.355402966710969	0.0146660555547281
ISOC2	-0.355515958359028	0.097833473236763
PGAM5	-0.356227265862699	0.0313333323953242
DDX27	-0.358328577157195	0.0736835536327346
DHRS7	-0.359794212122573	0.0723385594875197
DDX41	-0.360100121338267	0.0187377675283763
MIA3	-0.360941666377812	0.00929767540677467
SEC63	-0.362909303806099	0.0418282807894492
MANF	-0.36296537261105	0.0924456049633507
RASA1	-0.364017531874502	0.0937694965696595
FAM162A	-0.364090494135997	0.079159321067937
