ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031347	regulation of defense response	42/345	313/6032	1.21619478977486e-07	1.21619478977486e-07	3.38323277882824e-05	PRKCD/MAPK7/MGST2/TLR2/KLF4/NOD2/PYCARD/TLR4/CCL24/FCGR1A/LGALS1/PPARG/SPI1/PTPN6/GPS2/CEBPB/EREG/TYROBP/IL17RA/ANXA1/NLRP3/AKIRIN2/CARD9/NFKBIA/BCL6/PTPN22/CRK/GPSM3/TEK/NLRP1/ELANE/TNFAIP3/IL21/PLCG2/PTPN2/TLR8/CASP1/TYRO3/ZFP36/NLRP12/IRF3/NDFIP1	42
BP	GO:0050778	positive regulation of immune response	39/345	287/6032	2.56155623036893e-07	2.56155623036893e-07	6.53196838744078e-05	SPG21/TNFSF13B/PRKCD/TNFSF13/NOD2/PTAFR/PYCARD/TLR4/CD4/C3AR1/CLU/FCGR1A/SPI1/PTPN6/P2RX7/GPS2/SH2B2/EREG/TYROBP/ITGAM/ANXA1/NLRP3/AKIRIN2/CARD9/PTPN22/PRAM1/IL4R/IKBKG/TYK2/ELANE/C5AR1/IL21/PLCG2/PTPN2/TLR8/BAX/HLX/PSEN1/IRF3	39
BP	GO:0002274	myeloid leukocyte activation	25/345	142/6032	3.3709011686318e-07	3.3709011686318e-07	7.93458275077946e-05	AZU1/PRKCD/TLR2/PTAFR/PYCARD/TLR4/CLU/BATF2/JUN/SPI1/PTPN6/NDRG1/TNIP2/TYROBP/IFNGR2/ITGAM/ANXA1/LTBR/CD33/PRAM1/IL4R/IFNGR1/C5AR1/PLCG2/PSEN1	25
BP	GO:0002237	response to molecule of bacterial origin	31/345	204/6032	4.04125846953249e-07	4.04125846953249e-07	8.24625755682786e-05	GFI1/FOS/TLR2/NOD2/PTAFR/PYCARD/TLR4/SPI1/P2RX7/TNIP2/CEBPB/IRAK1/TSPO/LILRB2/ABCC8/TRIB1/NLRP3/AKIRIN2/CARD9/NFKBIA/PTPN22/NOCT/IRF5/ELANE/PRDX3/C5AR1/TNFAIP3/PLCG2/CASP1/ZFP36/IRF3	31
BP	GO:0009615	response to virus	28/345	173/6032	4.04228311609209e-07	4.04228311609209e-07	8.24625755682786e-05	AZU1/TLR2/PYCARD/CLU/RIPK3/CXCR4/IFNGR2/IL17RA/NLRP3/CARD9/IRF2/PTPN22/NLRP1/SMPD1/TANK/IKBKG/TYK2/IRF5/IFNGR1/FOSL1/TNFAIP3/IL21/BST2/TLR8/ITGAX/BAX/CASP1/IRF3	28
BP	GO:0009617	response to bacterium	38/345	282/6032	4.59949186050836e-07	4.59949186050836e-07	8.7776191047171e-05	GFI1/AZU1/PRKCD/FOS/TLR2/NOD2/PTAFR/PYCARD/TLR4/CD4/FCGR1A/SPI1/P2RX7/TNIP2/CEBPB/IRAK1/TSPO/LILRB2/ABCC8/TRIB1/NLRP3/AKIRIN2/CARD9/NFKBIA/PTPN22/TFEB/NOCT/NLRP1/IRF5/ELANE/PRDX3/C5AR1/TNFAIP3/PLCG2/BAIAP2L1/CASP1/ZFP36/IRF3	38
BP	GO:0002764	immune response-regulating signaling pathway	35/345	249/6032	4.87645505817616e-07	4.87645505817616e-07	8.7776191047171e-05	GFI1/SPG21/PRKCD/MAP3K1/TLR2/NOD2/PYCARD/TLR4/C3AR1/FCGR1A/PTPN6/TNIP2/GPS2/IRAK1/SH2B2/TYROBP/LILRB2/NLRP3/NFKBIA/CD33/PTPN22/PRAM1/NLRP1/IKBKG/C5AR1/TNFAIP3/PLCG2/PTPN2/TLR8/BAX/PSEN1/CASP1/TYRO3/CTSH/IRF3	35
BP	GO:0032103	positive regulation of response to external stimulus	35/345	251/6032	5.92944835051329e-07	5.92944835051329e-07	9.57475524067535e-05	ARTN/AZU1/MGST2/TLR2/USF1/NOD2/PYCARD/TLR4/C3AR1/F3/CCL24/FCGR1A/LGALS1/SPI1/CEBPB/CXCR4/EREG/TYROBP/IL17RA/NLRP3/AKIRIN2/CARD9/NFKBIA/GPSM3/RAC1/NLRP1/IGF1R/CCL26/C5AR1/IL21/PLCG2/TLR8/CASP1/NLRP12/IRF3	35
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	26/345	156/6032	5.94510946316443e-07	5.94510946316443e-07	9.57475524067535e-05	TNFSF13B/PRKCD/TNFSF13/NOD2/TLR4/CD4/CLU/JAG1/FCGR1A/PTPN6/P2RX7/RIPK3/IL17RA/ANXA1/NLRP3/CARD9/BCL6/IL4R/RAB27A/TYK2/ZBTB7B/TNFAIP3/TLR8/HLX/CTSH/NDFIP1	26
BP	GO:0002443	leukocyte mediated immunity	29/345	188/6032	7.07413584560433e-07	7.07413584560433e-07	0.000105850194001616	AZU1/PRKCD/TNFSF13/NOD2/PTAFR/TLR4/CLU/JAG1/FCGR1A/SPI1/PTPN6/P2RX7/RIPK3/TYROBP/ITGAM/NLRP3/CARD9/BCL6/PRAM1/IL4R/CRK/RAB27A/ELANE/IL21/PLCG2/BST2/TLR8/CTSH/NDFIP1	29
BP	GO:0032635	interleukin-6 production	20/345	101/6032	7.61014466678282e-07	7.61014466678282e-07	0.000105850194001616	TLR2/NOD2/PTAFR/PYCARD/TLR4/PTPN6/P2RX7/CEBPB/EREG/TYROBP/LILRB2/KLF2/IL17RA/AKIRIN2/CARD9/PTPN22/TNFAIP3/PLCG2/TLR8/NLRP12	20
BP	GO:0032675	regulation of interleukin-6 production	20/345	101/6032	7.61014466678282e-07	7.61014466678282e-07	0.000105850194001616	TLR2/NOD2/PTAFR/PYCARD/TLR4/PTPN6/P2RX7/CEBPB/EREG/TYROBP/LILRB2/KLF2/IL17RA/AKIRIN2/CARD9/PTPN22/TNFAIP3/PLCG2/TLR8/NLRP12	20
BP	GO:0032495	response to muramyl dipeptide	8/345	16/6032	9.07963830093219e-07	9.07963830093219e-07	0.000120798666090663	NOD2/JAG1/CARD9/NFKBIA/PTPN22/NLRP1/IRF5/TNFAIP3	8
BP	GO:0002221	pattern recognition receptor signaling pathway	18/345	89/6032	1.99239718305697e-06	1.99239718305697e-06	0.000248081751016814	GFI1/TLR2/NOD2/PYCARD/TLR4/TNIP2/GPS2/IRAK1/NLRP3/NFKBIA/PTPN22/NLRP1/TNFAIP3/PLCG2/TLR8/CASP1/TYRO3/IRF3	18
BP	GO:0002684	positive regulation of immune system process	54/345	497/6032	2.02681169131384e-06	2.02681169131384e-06	0.000248081751016814	SPG21/TNFSF13B/ZBTB16/PRKCD/FOS/TNFSF13/SMARCD3/NOD2/PTAFR/PYCARD/TLR4/CD4/C3AR1/CLU/CCL24/FCGR1A/LGALS1/SPI1/PTPN6/P2RX7/TNIP2/GPS2/SH2B2/EREG/TYROBP/IRS2/LILRB2/ITGAM/ANXA1/TRIB1/NLRP3/AKIRIN2/CARD9/BCL6/PTPN22/PRAM1/IL4R/GPSM3/RAC1/IKBKG/TYK2/SIRPB1/ELANE/ZBTB7B/C5AR1/IL21/PLCG2/PTPN2/TLR8/BAX/HLX/PSEN1/IRF3/CDKN1A	54
BP	GO:0048704	embryonic skeletal system morphogenesis	16/345	73/6032	2.44861703372166e-06	2.44861703372166e-06	0.000288183389353396	SATB2/HOXA7/HOXB7/HOXB3/HOXA2/HOXA4/HOXA5/HOXB4/HOXB6/HOXA3/HOXB5/HOXB8/HOXB2/HOXA1/HOXB9/HOXA9	16
BP	GO:0002819	regulation of adaptive immune response	21/345	119/6032	2.8996952603949e-06	2.8996952603949e-06	0.000328632129511422	TNFSF13B/TNFSF13/NOD2/PYCARD/CD4/FCGR1A/PTPN6/P2RX7/RIPK3/ANXA1/NLRP3/AKIRIN2/CARD9/BCL6/IL4R/TYK2/ZBTB7B/TNFAIP3/ADCY7/HLX/NDFIP1	21
BP	GO:0032496	response to lipopolysaccharide	28/345	193/6032	3.86143375295025e-06	3.86143375295025e-06	0.000409425123887821	GFI1/FOS/TLR2/NOD2/PTAFR/PYCARD/TLR4/SPI1/P2RX7/TNIP2/CEBPB/IRAK1/TSPO/LILRB2/ABCC8/TRIB1/NLRP3/AKIRIN2/NFKBIA/PTPN22/NOCT/ELANE/PRDX3/TNFAIP3/PLCG2/CASP1/ZFP36/IRF3	28
BP	GO:0043068	positive regulation of programmed cell death	40/345	331/6032	3.88017274272771e-06	3.88017274272771e-06	0.000409425123887821	BID/ZBTB16/PRKCD/BTG1/HOXA5/PLAGL2/KLF11/PYCARD/CLU/LGALS1/PPARG/JUN/P2RX7/RASSF2/TNFRSF10B/RIPK3/IGF2R/TYROBP/TSPO/ITGAM/ANXA1/NACC2/STK17B/LTBR/BCL6/SMPD1/IRF5/FOSL1/VDR/HTATIP2/MTCH1/PTPN2/BAX/TXNIP/PSEN1/STYXL1/CTSH/TNFRSF8/MCL1/CDKN1A	40
BP	GO:0032640	tumor necrosis factor production	20/345	112/6032	4.15345233319459e-06	4.15345233319459e-06	0.000409985939986304	AZU1/TLR2/NOD2/PTAFR/PYCARD/TLR4/CLU/PTPN6/TYROBP/TSPO/ABCC8/CARD9/CD33/PTPN22/IFNGR1/TNFAIP3/PLCG2/PSEN1/ZFP36/TNFRSF8	20
BP	GO:0032680	regulation of tumor necrosis factor production	20/345	112/6032	4.15345233319459e-06	4.15345233319459e-06	0.000409985939986304	AZU1/TLR2/NOD2/PTAFR/PYCARD/TLR4/CLU/PTPN6/TYROBP/TSPO/ABCC8/CARD9/CD33/PTPN22/IFNGR1/TNFAIP3/PLCG2/PSEN1/ZFP36/TNFRSF8	20
BP	GO:0050729	positive regulation of inflammatory response	17/345	85/6032	4.5244523702859e-06	4.5244523702859e-06	0.000432650757908589	MGST2/TLR2/PYCARD/TLR4/CCL24/FCGR1A/LGALS1/CEBPB/IL17RA/NLRP3/NFKBIA/GPSM3/NLRP1/IL21/PLCG2/CASP1/NLRP12	17
BP	GO:0031349	positive regulation of defense response	25/345	163/6032	4.73247926757902e-06	4.73247926757902e-06	0.000438829895720964	MGST2/TLR2/NOD2/PYCARD/TLR4/CCL24/FCGR1A/LGALS1/SPI1/CEBPB/EREG/TYROBP/IL17RA/NLRP3/AKIRIN2/CARD9/NFKBIA/GPSM3/NLRP1/IL21/PLCG2/TLR8/CASP1/NLRP12/IRF3	25
BP	GO:0002252	immune effector process	37/345	298/6032	4.88277698909389e-06	4.88277698909389e-06	0.000439449929018451	AZU1/PRKCD/TNFSF13/NOD2/PTAFR/PYCARD/TLR4/CLU/JAG1/FCGR1A/LGALS1/SPI1/PTPN6/P2RX7/RIPK3/TYROBP/ITGAM/ANXA1/NLRP3/CARD9/BCL6/PTPN22/PRAM1/IL4R/CRK/RAB27A/NKX2-3/ELANE/ZBTB7B/IL21/PLCG2/BST2/TLR8/HLX/PSEN1/CTSH/NDFIP1	37
BP	GO:0001818	negative regulation of cytokine production	24/345	155/6032	6.22559923220263e-06	6.22559923220263e-06	0.000544295247158287	HOMER3/KLF4/NOD2/PYCARD/TLR4/PTPN6/TYROBP/TSPO/KLF2/ANXA1/NLRP3/BCL6/CD33/PTPN22/ANXA4/RAC1/ELANE/TNFAIP3/BST2/ADCY7/TLR8/ZFP36/NLRP12/NDFIP1	24
BP	GO:0010942	positive regulation of cell death	42/345	364/6032	7.19680505521714e-06	7.19680505521714e-06	0.000583536698462778	BID/ZBTB16/PRKCD/BTG1/FOS/HOXA5/PLAGL2/KLF11/PYCARD/TLR4/CLU/LGALS1/PPARG/JUN/P2RX7/RASSF2/TNFRSF10B/RIPK3/IGF2R/TYROBP/TSPO/ITGAM/ANXA1/NACC2/STK17B/LTBR/BCL6/SMPD1/IRF5/FOSL1/VDR/HTATIP2/MTCH1/PTPN2/BAX/TXNIP/PSEN1/STYXL1/CTSH/TNFRSF8/MCL1/CDKN1A	42
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	20/345	116/6032	7.24653416391685e-06	7.24653416391685e-06	0.000583536698462778	AZU1/TLR2/NOD2/PTAFR/PYCARD/TLR4/CLU/PTPN6/TYROBP/TSPO/ABCC8/CARD9/CD33/PTPN22/IFNGR1/TNFAIP3/PLCG2/PSEN1/ZFP36/TNFRSF8	20
BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	20/345	116/6032	7.24653416391685e-06	7.24653416391685e-06	0.000583536698462778	AZU1/TLR2/NOD2/PTAFR/PYCARD/TLR4/CLU/PTPN6/TYROBP/TSPO/ABCC8/CARD9/CD33/PTPN22/IFNGR1/TNFAIP3/PLCG2/PSEN1/ZFP36/TNFRSF8	20
BP	GO:0071222	cellular response to lipopolysaccharide	21/345	127/6032	8.44153318950662e-06	8.44153318950662e-06	0.000649231863873533	GFI1/TLR2/NOD2/PTAFR/PYCARD/TLR4/SPI1/TNIP2/CEBPB/IRAK1/TSPO/LILRB2/TRIB1/NLRP3/NFKBIA/PTPN22/TNFAIP3/PLCG2/CASP1/ZFP36/IRF3	21
BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	29/345	212/6032	8.48669103102658e-06	8.48669103102658e-06	0.000649231863873533	TLR2/NOD2/PYCARD/TLR4/CD4/VAPA/LGALS1/TNIP2/TNFRSF10B/RIPK3/IRAK1/LTBR/ZFAND6/CARD9/NFKBIA/TANK/IKBKG/PER1/TNFAIP3/CFLAR/PLCG2/BST2/TLR8/PINK1/CASP1/CARD19/NLRP12/IRF3/NDFIP1	29
BP	GO:0045936	negative regulation of phosphate metabolic process	32/345	250/6032	1.181127541687e-05	1.181127541687e-05	0.000881312235660407	PRKCD/TSG101/PRKAR2B/PYCARD/HDAC4/RGS14/PLEK/PPARG/VPS25/JUN/PTPN6/RASSF2/TSPO/IRS2/TRIB1/PTPN22/YWHAB/SMPD1/MLXIPL/CDKN2B/MICAL1/ZGPAT/PRDX3/TNFAIP3/PTPN2/DUSP1/BAX/IQGAP1/PSEN1/STYXL1/NLRP12/CDKN1A	32
BP	GO:0043065	positive regulation of apoptotic process	38/345	322/6032	1.20964424502409e-05	1.20964424502409e-05	0.000881312235660407	BID/ZBTB16/PRKCD/BTG1/HOXA5/PLAGL2/KLF11/PYCARD/CLU/LGALS1/PPARG/JUN/P2RX7/RASSF2/TNFRSF10B/RIPK3/IGF2R/TYROBP/TSPO/ITGAM/ANXA1/NACC2/STK17B/LTBR/BCL6/SMPD1/IRF5/FOSL1/VDR/MTCH1/PTPN2/BAX/TXNIP/PSEN1/STYXL1/CTSH/TNFRSF8/MCL1	38
BP	GO:0010563	negative regulation of phosphorus metabolic process	32/345	251/6032	1.28393099897038e-05	1.28393099897038e-05	0.000913681129499855	PRKCD/TSG101/PRKAR2B/PYCARD/HDAC4/RGS14/PLEK/PPARG/VPS25/JUN/PTPN6/RASSF2/TSPO/IRS2/TRIB1/PTPN22/YWHAB/SMPD1/MLXIPL/CDKN2B/MICAL1/ZGPAT/PRDX3/TNFAIP3/PTPN2/DUSP1/BAX/IQGAP1/PSEN1/STYXL1/NLRP12/CDKN1A	32
BP	GO:0032731	positive regulation of interleukin-1 beta production	11/345	42/6032	1.57237476146519e-05	1.57237476146519e-05	0.00106921483779633	AZU1/NOD2/PYCARD/TLR4/P2RX7/TYROBP/NLRP3/NLRP1/TLR8/CASP1/NLRP12	11
BP	GO:0150076	neuroinflammatory response	11/345	42/6032	1.57237476146519e-05	1.57237476146519e-05	0.00106921483779633	AZU1/TLR2/CLU/JUN/TYROBP/IFNGR2/ITGAM/IFNGR1/C5AR1/PLCG2/PSEN1	11
BP	GO:0001909	leukocyte mediated cytotoxicity	13/345	58/6032	1.6864324289751e-05	1.6864324289751e-05	0.00110437675315224	AZU1/FCGR1A/SPI1/PTPN6/P2RX7/RIPK3/TYROBP/ITGAM/CRK/RAB27A/ELANE/IL21/CTSH	13
BP	GO:0045637	regulation of myeloid cell differentiation	22/345	143/6032	1.69626494765213e-05	1.69626494765213e-05	0.00110437675315224	HOXA7/ZBTB16/FOS/HOXA5/TLR4/CD4/MITF/JAG1/HOXB8/SPI1/ACVR1B/RASSF2/CEBPB/TYROBP/TRIB1/NFKBIA/PTPN2/HOXA9/MEIS1/ZFP36/NDFIP1/H4C4	22
BP	GO:0071219	cellular response to molecule of bacterial origin	21/345	133/6032	1.76165239291103e-05	1.76165239291103e-05	0.00112305340048078	GFI1/TLR2/NOD2/PTAFR/PYCARD/TLR4/SPI1/TNIP2/CEBPB/IRAK1/TSPO/LILRB2/TRIB1/NLRP3/NFKBIA/PTPN22/TNFAIP3/PLCG2/CASP1/ZFP36/IRF3	21
BP	GO:0098609	cell-cell adhesion	45/345	418/6032	2.04252249118581e-05	2.04252249118581e-05	0.0012755344536793	TNFSF13B/ZBTB16/PRKCD/SMARCD3/MAPK7/ITGAE/KLF4/NOD2/PTAFR/PYCARD/CD4/JAG1/ITGA7/PLEK/LGALS1/SPI1/PTPN6/CEBPB/IRAK1/NPHP4/LILRB2/ITGAM/ANXA1/NLRP3/S100A11/BCL6/CD33/PTPN22/IL4R/TYK2/PLXNB2/SIRPB1/ELANE/ZBTB7B/ZNF703/IL21/BAIAP2L1/PTPN2/ILK/ITGAX/HLX/PSEN1/TYRO3/MINK1/NDFIP1	45
BP	GO:0048706	embryonic skeletal system development	17/345	95/6032	2.14576673970108e-05	2.14576673970108e-05	0.00130749453292454	SATB2/HOXA7/HOXB7/HOXB3/HOXA2/HOXA4/HOXA5/HOXB4/HOXB6/HOXA3/HOXB5/HOXB8/HOXB2/HOXA1/HOXB9/HOXA9/HOXA6	17
BP	GO:0061900	glial cell activation	10/345	36/6032	2.19399644217082e-05	2.19399644217082e-05	0.00130749453292454	AZU1/TLR2/CLU/JUN/TYROBP/IFNGR2/ITGAM/IFNGR1/C5AR1/PSEN1	10
BP	GO:0002250	adaptive immune response	31/345	246/6032	2.22969409023489e-05	2.22969409023489e-05	0.00130749453292454	TNFSF13B/PRKCD/TNFSF13/NOD2/PYCARD/TLR4/CD4/CLU/JAG1/FCGR1A/PTPN6/P2RX7/RIPK3/LILRB2/IL17RA/ANXA1/NLRP3/AKIRIN2/CARD9/BCL6/IL4R/TFEB/RAB27A/TYK2/ZBTB7B/TNFAIP3/ADCY7/TLR8/HLX/CTSH/NDFIP1	31
BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	18/345	105/6032	2.26461471388891e-05	2.26461471388891e-05	0.00130749453292454	TNFSF13B/TNFSF13/NOD2/CD4/FCGR1A/PTPN6/P2RX7/RIPK3/ANXA1/NLRP3/CARD9/BCL6/IL4R/TYK2/ZBTB7B/TNFAIP3/HLX/NDFIP1	18
BP	GO:0032760	positive regulation of tumor necrosis factor production	14/345	69/6032	2.67935999510901e-05	2.67935999510901e-05	0.00150783410336799	AZU1/TLR2/NOD2/PTAFR/PYCARD/TLR4/CLU/TYROBP/ABCC8/CARD9/IFNGR1/PLCG2/PSEN1/TNFRSF8	14
BP	GO:0043086	negative regulation of catalytic activity	39/345	346/6032	2.71015933611893e-05	2.71015933611893e-05	0.00150783410336799	GFI1/PRKCD/TSG101/MAPK7/PRKAR2B/KLF4/APLP2/PYCARD/RGS14/PPARG/VPS25/TERF2/PTPN6/GMIP/GPS2/SPOCK1/IRS2/ANXA1/TRIB1/CDC42SE1/PTPN22/YWHAB/ANXA4/SMPD1/CDKN2B/MICAL1/ZGPAT/PRDX3/TNFAIP3/BST2/PTPN2/DUSP1/IQGAP1/TXNIP/PSEN1/STYXL1/ZFP36/SORT1/CDKN1A	39
BP	GO:0001774	microglial cell activation	9/345	30/6032	2.889819764428e-05	2.889819764428e-05	0.00157908008556244	AZU1/TLR2/CLU/JUN/TYROBP/IFNGR2/ITGAM/IFNGR1/C5AR1	9
BP	GO:0032612	interleukin-1 production	14/345	70/6032	3.17856064098954e-05	3.17856064098954e-05	0.0016282727303531	AZU1/NOD2/PYCARD/TLR4/P2RX7/TYROBP/ANXA1/NLRP3/CD33/NLRP1/TNFAIP3/TLR8/CASP1/NLRP12	14
BP	GO:0032652	regulation of interleukin-1 production	14/345	70/6032	3.17856064098954e-05	3.17856064098954e-05	0.0016282727303531	AZU1/NOD2/PYCARD/TLR4/P2RX7/TYROBP/ANXA1/NLRP3/CD33/NLRP1/TNFAIP3/TLR8/CASP1/NLRP12	14
BP	GO:0032755	positive regulation of interleukin-6 production	14/345	70/6032	3.17856064098954e-05	3.17856064098954e-05	0.0016282727303531	TLR2/NOD2/PTAFR/PYCARD/TLR4/P2RX7/EREG/TYROBP/LILRB2/IL17RA/AKIRIN2/CARD9/PLCG2/TLR8	14
BP	GO:0032732	positive regulation of interleukin-1 production	11/345	45/6032	3.19269162814334e-05	3.19269162814334e-05	0.0016282727303531	AZU1/NOD2/PYCARD/TLR4/P2RX7/TYROBP/NLRP3/NLRP1/TLR8/CASP1/NLRP12	11
