ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	33/329	225/5740	3.96873902248302e-07	3.96873902248302e-07	0.000112681805547437	LEF1/BCL10/ETS1/CD24/GATA3/FOXP3/CD44/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/PAG1/IL6ST/FCGR2B/RASGRP1/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	33
BP	GO:0045087	innate immune response	42/329	328/5740	4.58648596124877e-07	4.58648596124877e-07	0.00011771742310496	RAB20/TRIM25/IFNAR1/STAT2/BCL10/GATA3/CHUK/MAP3K5/IRF1/CX3CR1/LILRA2/SLA/PAK3/NCR1/JAK2/TLR6/BLK/KLRG1/IL10RB/FCGR2B/MX1/TNK1/LY96/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/PARP14/CCL2/CLEC4A/FASLG/TLR5/IFITM1/TLR3/BIRC3/IFNG/CD40/LCK/TMED1/IRF8/KLRC1	42
BP	GO:0002684	positive regulation of immune system process	55/329	488/5740	4.89993318283199e-07	4.89993318283199e-07	0.00011771742310496	LEF1/LAT2/BCL10/CD24/GATA3/FOXP3/CD3G/IGF2/B2M/GLI3/CARD11/CD274/CX3CR1/EBI3/LILRA2/ITK/PAK3/JAK2/TLR6/LTA/MAPK3/BLK/PRKCH/HCLS1/PRKCA/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/GPR68/KLRD1/PRKCB/CCL2/PLCG1/IL5/CD27/GPSM3/CMKLR1/PDCD1LG2/TLR3/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCP2/LCK/IL6/CD79B/PTAFR/CD70/PLCL2/CD86	55
BP	GO:0050870	positive regulation of T cell activation	27/329	168/5740	7.72061363798962e-07	7.72061363798962e-07	0.00017223353882643	LEF1/BCL10/CD24/GATA3/FOXP3/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/IL6ST/RASGRP1/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/CD70/CD86	27
BP	GO:0019221	cytokine-mediated signaling pathway	38/329	294/5740	1.35006015533538e-06	1.35006015533538e-06	0.000262812655579586	CCR8/IFNAR1/STAT2/CD24/CCR3/CD44/CHUK/IRAK2/IRF1/GPR35/CX3CR1/EBI3/LILRA2/PDGFB/STAT5A/JAK2/MAPK3/IL2RB/IL10RB/IL6ST/MX1/IL15RA/IL2RA/IRAK4/PARP14/SIGIRR/CCL2/IL5/CXCR5/CMKLR1/IFITM1/BIRC3/IFNG/CCR7/FLT3/IL2RG/IL6/CD70	38
BP	GO:0046631	alpha-beta T cell activation	21/329	114/5740	1.43026483455884e-06	1.43026483455884e-06	0.000262812655579586	LEF1/GATA3/FOXP3/IRF4/IRF1/CD3G/GLI3/CARD11/CD274/EBI3/ITK/JAK2/EOMES/IL2RA/BCL11B/CLEC4A/IFNG/NFKBIZ/IL2RG/IL6/CD86	21
BP	GO:0001817	regulation of cytokine production	47/329	403/5740	1.43054411446253e-06	1.43054411446253e-06	0.000262812655579586	ARNT/LEF1/IL16/BCL10/POU2F2/CD24/GATA3/FOXP3/CHUK/IRF4/IRF1/B2M/FLT4/CARD11/CD274/CX3CR1/EBI3/LILRA2/ITK/JAK2/TLR6/LTA/S1PR3/IL6ST/FCGR2B/LY96/RASGRP1/PIK3CG/NOD2/SIGIRR/CLEC4A/TLR5/GPSM3/CMKLR1/PDCD1LG2/TLR3/IFNG/YY1/CCR7/CD40/CD2AP/IL6/PTAFR/OTUD7B/IQGAP1/IRF8/CD86	47
BP	GO:0098542	defense response to other organism	47/329	404/5740	1.53642189950405e-06	1.53642189950405e-06	0.000264521984490592	RAB20/TRIM25/IFNAR1/STAT2/BCL10/GATA3/FOXP3/CHUK/MAP3K5/IRF4/IRF1/CX3CR1/LILRA2/SLA/PAK3/NCR1/JAK2/TLR6/LTA/MAPK3/BLK/KLRG1/IL10RB/FCGR2B/MX1/TNK1/LY96/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/PARP14/CCL2/CLEC4A/FASLG/TLR5/IFITM1/TLR3/BIRC3/IFNG/CD40/LCK/IL6/TMED1/IRF8/KLRC1	47
BP	GO:0022409	positive regulation of cell-cell adhesion	30/329	206/5740	1.60924227167347e-06	1.60924227167347e-06	0.000264521984490592	LEF1/BCL10/ETS1/CD24/GATA3/FOXP3/CD44/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/IL6ST/RASGRP1/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	30
BP	GO:0006954	inflammatory response	47/329	406/5740	1.77050960473886e-06	1.77050960473886e-06	0.000276479052487379	IL16/ETS1/GATA3/FOXP3/APOL3/CCR3/CLOCK/CD44/CHUK/IRAK2/CX3CR1/ITGAL/JAK2/TLR6/LTA/KL/S1PR3/KLRG1/IL10RB/PTGIR/IL6ST/PTGER1/FCGR2B/LY96/RASGRP1/PIK3CG/IL2RA/NOD2/GPR68/PDE2A/SIGIRR/CCL2/PLCG1/IL5/TLR5/GPSM3/CMKLR1/TLR3/BIRC3/IFNG/MS4A2/CCR7/NFKBIZ/CD40/IL6/CAMK4/PTAFR	47
BP	GO:0001816	cytokine production	47/329	408/5740	2.03759001466062e-06	2.03759001466062e-06	0.00030303406383449	ARNT/LEF1/IL16/BCL10/POU2F2/CD24/GATA3/FOXP3/CHUK/IRF4/IRF1/B2M/FLT4/CARD11/CD274/CX3CR1/EBI3/LILRA2/ITK/JAK2/TLR6/LTA/S1PR3/IL6ST/FCGR2B/LY96/RASGRP1/PIK3CG/NOD2/SIGIRR/CLEC4A/TLR5/GPSM3/CMKLR1/PDCD1LG2/TLR3/IFNG/YY1/CCR7/CD40/CD2AP/IL6/PTAFR/OTUD7B/IQGAP1/IRF8/CD86	47
BP	GO:0050865	regulation of cell activation	44/329	375/5740	2.74772482170822e-06	2.74772482170822e-06	0.000378184837210667	NOS3/LEF1/BCL10/CD24/GATA3/FOXP3/IRF4/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/LILRA2/PDGFB/JAK2/TLR6/BLK/PAG1/PRKCA/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/KLRD1/CCL2/IL5/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CAMK4/PTAFR/CD70/KLRC1/CD86	44
BP	GO:0050867	positive regulation of cell activation	33/329	245/5740	2.8349734462654e-06	2.8349734462654e-06	0.000378184837210667	LEF1/BCL10/CD24/GATA3/FOXP3/IGF2/B2M/GLI3/CARD11/CD274/EBI3/LILRA2/JAK2/TLR6/IL6ST/IL15RA/RASGRP1/IL2RA/NOD2/CCL2/IL5/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/PTAFR/CD70/CD86	33
BP	GO:0050863	regulation of T cell activation	32/329	234/5740	2.90617266208399e-06	2.90617266208399e-06	0.000378184837210667	LEF1/BCL10/CD24/GATA3/FOXP3/IRF4/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/PAG1/IL6ST/FCGR2B/RASGRP1/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/CAMK4/CD70/CD86	32
BP	GO:0051251	positive regulation of lymphocyte activation	30/329	213/5740	3.27024292609113e-06	3.27024292609113e-06	0.000403250675325374	LEF1/BCL10/CD24/GATA3/FOXP3/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/IL6ST/IL15RA/RASGRP1/IL2RA/NOD2/CCL2/IL5/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CD70/CD86	30
BP	GO:0051249	regulation of lymphocyte activation	38/329	305/5740	3.35702449630494e-06	3.35702449630494e-06	0.000403250675325374	LEF1/BCL10/CD24/GATA3/FOXP3/IRF4/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/BLK/PAG1/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/KLRD1/CCL2/IL5/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CAMK4/CD70/KLRC1/CD86	38
BP	GO:0002696	positive regulation of leukocyte activation	32/329	236/5740	3.50173099525114e-06	3.50173099525114e-06	0.000405054029743085	LEF1/BCL10/CD24/GATA3/FOXP3/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/TLR6/IL6ST/IL15RA/RASGRP1/IL2RA/NOD2/CCL2/IL5/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/PTAFR/CD70/CD86	32
BP	GO:0022407	regulation of cell-cell adhesion	35/329	278/5740	6.6610406412931e-06	6.6610406412931e-06	0.000742981488072054	LEF1/BCL10/ETS1/CD24/GATA3/FOXP3/CD44/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/BLK/PAG1/PRKCA/IL6ST/FCGR2B/RASGRP1/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	35
BP	GO:0032496	response to lipopolysaccharide	27/329	190/5740	8.74710590391466e-06	8.74710590391466e-06	0.000942020443445182	NOS3/IFNAR1/BCL10/FOXP3/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/LTA/MAPK3/PTGIR/PRKCA/PTGER1/CPS1/LY96/NOD2/SIGIRR/CCL2/FASLG/PDCD1LG2/CCR7/IL6/PTAFR/IRF8/CD86	27
BP	GO:0045785	positive regulation of cell adhesion	35/329	284/5740	1.07628101820572e-05	1.07628101820572e-05	0.00112046518632153	LEF1/BCL10/ETS1/CD24/GATA3/FOXP3/CD44/IGF2/B2M/GLI3/CARD11/CD274/EBI3/PDGFB/JAK2/ITGB1BP1/CYTH3/PRKCA/IL6ST/RASGRP1/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/EPHA4/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	35
BP	GO:0002694	regulation of leukocyte activation	40/329	349/5740	1.44643857879756e-05	1.44643857879756e-05	0.00145724389245921	LEF1/BCL10/CD24/GATA3/FOXP3/IRF4/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/JAK2/TLR6/BLK/PAG1/IL6ST/FCGR2B/IL15RA/RASGRP1/IL2RA/NOD2/KLRD1/CCL2/IL5/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/CD40/IL2RG/LCK/IL6/CAMK4/PTAFR/CD70/KLRC1/CD86	40
BP	GO:0071219	cellular response to molecule of bacterial origin	21/329	132/5740	1.59259501680658e-05	1.59259501680658e-05	0.00155435178120563	NOS3/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/TLR6/MAPK3/PRKCA/FCGR2B/LY96/NOD2/SIGIRR/CCL2/PDCD1LG2/IL6/PTAFR/IRF8/CD86	21
BP	GO:0050778	positive regulation of immune response	34/329	279/5740	1.84700389100178e-05	1.84700389100178e-05	0.00174802569205814	LAT2/BCL10/GATA3/FOXP3/CD3G/B2M/CARD11/CD274/LILRA2/ITK/PAK3/JAK2/LTA/BLK/PRKCH/IL6ST/FCGR2B/RASGRP1/NOD2/KLRD1/PRKCB/PLCG1/CMKLR1/IFNG/CCR7/NFKBIZ/CD40/LCP2/LCK/IL6/CD79B/PTAFR/PLCL2/CD86	34
BP	GO:1903131	mononuclear cell differentiation	37/329	316/5740	1.92894165774513e-05	1.92894165774513e-05	0.00177187922555102	LEF1/GATA3/FOXP3/KLF6/IRF4/IRF1/CD3G/B2M/GLI3/CARD11/MAFB/ITK/BLK/EOMES/FCGR2B/IL15RA/RASGRP1/IL2RA/GPR68/SP3/BCL11B/CD27/IFNG/YY1/CCR7/NFKBIZ/FLT3/MYH9/IL2RG/LCK/IL6/CD79B/CAMK4/PLCL2/IRF8/KLRC1/CD86	37
BP	GO:0030098	lymphocyte differentiation	34/329	281/5740	2.15169374764761e-05	2.15169374764761e-05	0.00192002266143472	LEF1/GATA3/FOXP3/KLF6/IRF4/IRF1/CD3G/B2M/GLI3/CARD11/MAFB/ITK/EOMES/FCGR2B/IL15RA/RASGRP1/IL2RA/SP3/BCL11B/CD27/IFNG/YY1/CCR7/NFKBIZ/FLT3/IL2RG/LCK/IL6/CD79B/CAMK4/PLCL2/IRF8/KLRC1/CD86	34
BP	GO:0002521	leukocyte differentiation	42/329	385/5740	2.92732255610024e-05	2.92732255610024e-05	0.00253958070875714	LEF1/GATA3/FOXP3/KLF6/IRF4/IRF1/CD3G/B2M/GLI3/CARD11/MAFB/ITK/BLK/HCLS1/PRKCA/EOMES/FCGR2B/IL15RA/RASGRP1/IL2RA/GPR68/SP3/BCL11B/IL5/CD27/FBXW7/TLR3/IFNG/YY1/CCR7/NFKBIZ/FLT3/MYH9/IL2RG/LCK/IL6/CD79B/CAMK4/PLCL2/IRF8/KLRC1/CD86	42
BP	GO:0001819	positive regulation of cytokine production	34/329	286/5740	3.12504279362399e-05	3.12504279362399e-05	0.00258920046363202	ARNT/IL16/BCL10/POU2F2/GATA3/FOXP3/CHUK/IRF4/IRF1/B2M/FLT4/CARD11/CD274/EBI3/LILRA2/ITK/JAK2/TLR6/LTA/IL6ST/LY96/RASGRP1/PIK3CG/NOD2/TLR5/GPSM3/TLR3/IFNG/CCR7/CD40/IL6/PTAFR/IRF8/CD86	34
BP	GO:0009617	response to bacterium	33/329	274/5740	3.15032479734128e-05	3.15032479734128e-05	0.00258920046363202	NOS3/IFNAR1/BCL10/CD24/FOXP3/IRAK2/MAP2K7/B2M/CD274/CX3CR1/LILRA2/JAK2/TLR6/LTA/MAPK3/PTGIR/PRKCA/PTGER1/FCGR2B/CPS1/LY96/NOD2/SIGIRR/CCL2/FASLG/TLR5/PDCD1LG2/TLR3/CCR7/IL6/PTAFR/IRF8/CD86	33
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	22/329	150/5740	3.71154653818242e-05	3.71154653818242e-05	0.0028979364681019	LAT2/BCL10/GATA3/FOXP3/CD3G/CARD11/LILRA2/ITK/PAK3/BLK/PRKCH/FCGR2B/KLRD1/PRKCB/PLCG1/CMKLR1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	22
BP	GO:0002757	immune response-activating signal transduction	22/329	150/5740	3.71154653818242e-05	3.71154653818242e-05	0.0028979364681019	LAT2/BCL10/GATA3/FOXP3/CD3G/CARD11/LILRA2/ITK/PAK3/BLK/PRKCH/FCGR2B/KLRD1/PRKCB/PLCG1/CMKLR1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	22
BP	GO:0042113	B cell activation	24/329	173/5740	4.19327001894204e-05	4.19327001894204e-05	0.00319420594254198	LEF1/LAT2/FOXP3/KLF6/CARD11/BLK/FCGR2B/RASGRP1/NOD2/SP3/PRKCB/IL5/CXCR5/CD27/YY1/CD40/FLT3/IL2RG/IL6/CD79B/CD70/PLCL2/IRF8/CD86	24
BP	GO:0002252	immune effector process	34/329	292/5740	4.81482995164154e-05	4.81482995164154e-05	0.0035803509941154	LEF1/LAT2/BCL10/GATA3/FOXP3/IRF4/B2M/LCP1/CX3CR1/LILRA2/NCR1/ITGAL/LTA/BLK/EOMES/FCGR2B/RASGRP1/PIK3CG/NOD2/IRAK4/KLRD1/IL5/CD27/TLR3/IFNG/NFKBIZ/CD40/IL6/PTAFR/CD70/PLCL2/IRF8/KLRC1/CD86	34
BP	GO:0098609	cell-cell adhesion	43/329	408/5740	5.38536585527468e-05	5.38536585527468e-05	0.00391147625277845	LEF1/L1CAM/BCL10/ETS1/CD24/GATA3/FOXP3/CD44/IRF1/IGF2/B2M/GLI3/CARD11/CD274/CX3CR1/EBI3/ITGAL/JAK2/BLK/ITGB7/PAG1/PRKCA/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/NOD2/CCL2/CD27/PDCD1LG2/IFNG/CCR7/NFKBIZ/MYH9/CD2AP/IL2RG/LCK/ITGA10/IL6/PTAFR/CD70/CD86	43
BP	GO:0050851	antigen receptor-mediated signaling pathway	18/329	114/5740	7.17031563422857e-05	7.17031563422857e-05	0.00508955179108999	LAT2/BCL10/GATA3/FOXP3/CD3G/CARD11/ITK/BLK/PRKCH/FCGR2B/PRKCB/PLCG1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	18
BP	GO:0042102	positive regulation of T cell proliferation	13/329	67/5740	8.61592627476619e-05	8.61592627476619e-05	0.00585718901096171	CD24/FOXP3/IGF2/CARD11/CD274/EBI3/JAK2/IL6ST/IL2RA/PDCD1LG2/IL6/CD70/CD86	13
BP	GO:0071222	cellular response to lipopolysaccharide	19/329	126/5740	8.626867535525e-05	8.626867535525e-05	0.00585718901096171	NOS3/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/MAPK3/PRKCA/LY96/NOD2/SIGIRR/CCL2/PDCD1LG2/IL6/PTAFR/IRF8/CD86	19
BP	GO:0002366	leukocyte activation involved in immune response	22/329	160/5740	0.000100617032703248	0.000100617032703248	0.00668601872408819	LEF1/LAT2/GATA3/FOXP3/IRF4/LCP1/CX3CR1/LILRA2/ITGAL/BLK/EOMES/FCGR2B/RASGRP1/PIK3CG/IFNG/NFKBIZ/CD40/IL6/PTAFR/PLCL2/IRF8/CD86	22
BP	GO:0031349	positive regulation of defense response	22/329	161/5740	0.000110541120706054	0.000110541120706054	0.00719244528804521	IL16/ETS1/CLOCK/NPAS2/LILRA2/PAK3/JAK2/LTA/MAPK3/IL6ST/RASGRP1/PIK3CG/NOD2/PDE2A/KLRD1/GPSM3/TLR3/IFNG/CCR7/NFKBIZ/IL6/GRPR	22
BP	GO:0071216	cellular response to biotic stimulus	21/329	151/5740	0.00012271561713261	0.00012271561713261	0.00782163772357578	NOS3/BCL10/IRAK2/MAP2K7/CD274/CX3CR1/LILRA2/JAK2/TLR6/MAPK3/PRKCA/FCGR2B/LY96/NOD2/SIGIRR/CCL2/PDCD1LG2/IL6/PTAFR/IRF8/CD86	21
BP	GO:0046634	regulation of alpha-beta T cell activation	14/329	79/5740	0.000129936807451051	0.000129936807451051	0.00811190869069245	GATA3/FOXP3/IRF4/IRF1/GLI3/CARD11/CD274/EBI3/JAK2/IL2RA/IFNG/NFKBIZ/IL2RG/CD86	14
BP	GO:0002263	cell activation involved in immune response	22/329	163/5740	0.000133034754757063	0.000133034754757063	0.00811190869069245	LEF1/LAT2/GATA3/FOXP3/IRF4/LCP1/CX3CR1/LILRA2/ITGAL/BLK/EOMES/FCGR2B/RASGRP1/PIK3CG/IFNG/NFKBIZ/CD40/IL6/PTAFR/PLCL2/IRF8/CD86	22
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	21/329	152/5740	0.000135061775975803	0.000135061775975803	0.00811190869069245	LEF1/BCL10/GATA3/FOXP3/BACH2/IRF4/B2M/CD274/EBI3/JAK2/LTA/FCGR2B/NOD2/KLRD1/CD27/NFKBIZ/CD40/NFKB2/IL6/CD70/KLRC1	21
BP	GO:0030168	platelet activation	14/329	80/5740	0.000149486095063527	0.000149486095063527	0.00880884298020821	NOS3/PDGFB/JAK2/BLK/PRKCA/IL6ST/PIK3CG/DGKH/CD40/MYH9/DGKK/LCK/IL6/DGKA	14
BP	GO:0002253	activation of immune response	23/329	177/5740	0.000168041961308556	0.000168041961308556	0.00971891811310889	LAT2/BCL10/GATA3/FOXP3/CD3G/CARD11/LILRA2/ITK/PAK3/BLK/PRKCH/FCGR2B/NOD2/KLRD1/PRKCB/PLCG1/CMKLR1/CCR7/NFKBIZ/LCP2/LCK/CD79B/PLCL2	23
BP	GO:0002224	toll-like receptor signaling pathway	13/329	72/5740	0.000185607998937293	0.000185607998937293	0.0105396924946784	BCL10/IRF4/IRAK2/IRF1/LILRA2/TLR6/LY96/NOD2/IRAK4/TLR5/TLR3/BIRC3/CD40	13
BP	GO:0030155	regulation of cell adhesion	43/329	431/5740	0.000191993340353287	0.000191993340353287	0.0107075985118083	LEF1/BCL10/ETS1/CD24/GATA3/FOXP3/CD44/IRF1/IGF2/B2M/GLI3/CARD11/CD274/EBI3/PDGFB/JAK2/BLK/ITGB1BP1/PAG1/CYTH3/PRKCA/IL6ST/FCGR2B/RASGRP1/PIK3CG/IL2RA/NOD2/SIPA1/CCL2/PLXNC1/CD27/PLXNA4/PDCD1LG2/IFNG/EPHA4/CCR7/NFKBIZ/IL2RG/LCK/IL6/PTAFR/CD70/CD86	43
BP	GO:0048872	homeostasis of number of cells	23/329	179/5740	0.000199205633759647	0.000199205633759647	0.0107326425592313	ARNT/NOS3/BCL10/ETS1/GATA3/FOXP3/B2M/CARD11/CX3CR1/MAFB/JAK2/HIPK2/RCOR1/HCLS1/GPR174/IL2RA/SP3/CCR7/FLT3/IL6/SMAP1/ARHGEF5/ACVR2A	23
BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	20/329	145/5740	0.000199315337045381	0.000199315337045381	0.0107326425592313	TRIM25/BCL10/APOL3/CHUK/CARD11/EDA/EDAR/TLR6/C18orf32/SLC20A1/CASP10/NOD2/IRAK4/PIM2/PRKCB/FASLG/TLR3/BIRC3/CCR7/CD40	20
