"id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"eigenvalue"	"Page_Rank"	"degree"	"closeness"	"betweenness"	"size"	"nes"	"pval"	"pval.fdr"	"TF"
"ACO1"	0.116466663241159	4.57536492775702	0.774941564826318	0.442937798361057	0.667719398193124	-5.64767039048762	-14.4599228279877	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACO2"	0.0686173399114729	6.60420201845548	0.647159326035425	0.521230932364568	0.727312169024627	-5.73321076340766	-1.89179340807394	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACOT7"	-0.52401631987251	3.79456662905005	-1.54191352947979	0.130980725726189	0.342033946033812	-4.83222054421752	-12.898844837789	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACP5"	-0.827357354143967	3.08172140250808	-1.88506637357136	0.0667104731199027	0.23910242373451	-4.31250559246755	-14.5192508139068	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACR"	0.254627449221156	-2.02886927114414	0.339033295184287	0.736360649313241	0.867361297732468	-5.87717622103751	-39.2866050722605	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACSL6"	-1.75670941044727	3.7989690165313	-1.93175279190301	0.0605059637920981	0.23910242373451	-4.23507280477455	-1.54492914481919	-8.84767126356658	2	0	0	0	0	1	1	"Gene"
"ACSS2"	0.430752439716476	5.04812372005588	1.90106838035974	0.0645251711671585	0.23910242373451	-4.28614028371247	-5.15637611367765	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACTB"	0.0537149755934063	-7.50946705330191	0.314097679902125	0.75508152861122	0.879463534999339	-5.88492509829793	-5.35593673035942	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ACTN4"	0.0972009055089416	9.95133274904086	0.665310229230115	0.509675776179764	0.719162792942101	-5.72197339731592	-11.5374422418315	-8.84767126356658	2	0	4910	0	0	1	1	"Gene"
"ACVR2A"	-1.39200426726603	2.11821127183595	-2.85183437445362	0.00684977467752476	0.107632699269263	-2.42359159724011	-40.0207361175058	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ADAM19"	-0.0297763719221802	-7.45519767741677	-0.133104998742073	0.894778672746879	0.953934727514012	-5.9234860651185	-1.89179340807394	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ADD2"	-1.94883494458896	3.59572181479725	-2.35867862726675	0.0233209083640352	0.174647123900361	-3.45828336397949	-6.97605630506026	-8.84767126356658	2	0	5366.04626479298	0	0	1	1	"Gene"
"ADI1"	0.375884202207632	3.02208342950129	1.8898804565981	0.0660464835571854	0.23910242373451	-4.30459308481274	-15.9284931997762	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ADK"	0.408863024253804	5.99864235459424	2.83486501867302	0.0071589180403346	0.109177492076835	-2.4613583565032	-13.1036737089835	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ADNP2"	0.35092032348666	6.71744810661217	2.72180757664295	0.00957362123353394	0.121273149694411	-2.70925007743436	-47.7060215553525	-5.68352278771663	8	0.0294117647058824	156	13	1.84009933879924	0.0657536543619174	0.452691915055149	"TF"
"AFAP1"	0.687160584147455	1.40060820056764	1.57777831416396	0.1225044530961	0.32998179145203	-4.78210956333313	-9.76212059352158	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AFF2"	-0.494845753621733	5.39187559421208	-0.79406839750636	0.431848122450175	0.657565784848786	-5.63358321809741	-4.26500229656279	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AFMID"	-0.0536465422669172	-7.4396820666927	-0.252475107674675	0.801968593917297	0.907735338176338	-5.90154815406195	-14.3253993795355	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AGAP1"	-1.8023036757293	2.46501870084834	-3.40192193520536	0.00153227065989229	0.0637332526295228	-1.12839313765805	-40.0772470858106	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AGL"	0.378538729528807	6.709867705485	3.45612272841256	0.00131371528526759	0.0614517425708324	-0.994095886863021	-39.5287075762782	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AHCYL2"	0.257618174090386	6.62483818036696	1.92203370156511	0.0617550777932525	0.23910242373451	-4.25132052138407	-39.2684610874811	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AHSP"	-3.17109824704504	6.13163632335274	-3.16493567599878	0.00296515733471149	0.0815096275693153	-1.70232501539676	-5.16634122252768	-8.84767126356658	3	0	7834.8954217082	0	0	1	1	"Gene"
"AKAP8L"	0.228491500710653	5.41209821889727	1.75976564728552	0.0861049050072273	0.269112267485639	-4.51252813877308	-47.7060215553525	-5.26427745806537	4	0.0434782608695652	74	18	1.52808615911958	0.126491147462308	0.464788578723951	"TF"
"AKNA"	1.67057492225709	-2.70729260176014	2.8242287739888	0.00735926037714997	0.109829375990225	-2.48495695444313	-4.61171352136969	-5.49897964909495	10	0.0909090909090909	22745.1399371527	19	1.85646362940539	0.063387502514502	0.452691915055149	"TF"
"AKR1B1"	-0.175924242823822	-7.19447121358324	-0.491856166154514	0.625513365611688	0.80114839384001	-5.8168757650487	-3.76945887868897	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AKR1C1"	-1.85201896220094	0.650337823337262	-2.12537002603179	0.0397909058650455	0.215183512023152	-3.89772909245025	-11.1472258963506	-8.84767126356658	2	0	39675.4968617552	0	0	1	1	"Gene"
"ALAD"	-0.72874039027289	5.94761804840101	-2.25549999980713	0.0296499398228022	0.18942947084661	-3.65690029223767	-3.76945887868897	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALAS2"	-2.91589095072034	7.23603514506255	-2.9916266536081	0.00473799216257072	0.0936278374168118	-2.10714486989037	-5.34219039223699	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALDH1A2"	-1.90768134439568	-4.2695376688538	-2.57389910579345	0.0138719846838567	0.141845538302726	-3.02335181261242	-17.0029441836267	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALG2"	0.183557867885115	4.92137344920379	1.37768275876863	0.175971723033774	0.402894517565441	-5.04859053209594	-39.8296712628768	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALG5"	0.370278466750415	4.24033478081716	2.81229140234642	0.00759031959831616	0.111106947051557	-2.51137469297638	-39.9619273847445	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALG9"	0.302316234612327	4.86924780139568	2.29886033450818	0.0268235792585456	0.182247518301188	-3.57424120490115	-10.1426252818388	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALKBH7"	0.0365384568772016	2.26417263335155	0.159819706086381	0.873828566400498	0.943993569599413	-5.91975430878006	-39.5329760570292	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALOX15"	-2.58319643985769	-2.69260343523484	-3.20526952146713	0.00265406284149111	0.0781744122932553	-1.6062430525152	-40.3554529430965	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALOX5"	-0.990508439057411	5.88041253867335	-1.85406208822285	0.0711248515598279	0.240459020545826	-4.36306499807539	-2.41872283134193	-8.84767126356658	3	0	36656.9360570803	0	0	1	1	"Gene"
"ALOX5AP"	-1.60816262311166	5.9368174352227	-2.20533384663849	0.0332491290090836	0.197511188599572	-3.75104285718518	-10.9298302473679	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ALS2CL"	0.4187319517281	6.46844647773301	1.63506917817886	0.109892183653604	0.310226874635663	-4.69997905867223	-5.65789063477565	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AMIGO2"	-1.14245612328394	0.526096097861511	-1.8425535369492	0.0728255348015859	0.243765889335857	-4.3816553051964	-5.43514909495102	-8.84767126356658	2	0	14744.2057656395	0	0	1	1	"Gene"
"ANAPC11"	0.234254135747002	3.17632011195509	1.49405661344727	0.143019291182734	0.358749995752684	-4.89750522695117	-6.77721602088407	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANAPC7"	0.367201140444962	5.44845044367082	2.31473302262062	0.0258508884233119	0.179741194738464	-3.54368787902985	-16.5649106875596	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANGPT2"	1.99050791907393	5.06450091899951	3.28288090237679	0.00214046806599241	0.0713031282229374	-1.41947469944474	-47.7060215553525	-8.84767126356658	2	0	4	0	0	1	1	"Gene"
"ANKMY1"	0.551199802242906	4.91788047584353	2.95989849916166	0.00515535263660089	0.0967489417035292	-2.17978455146589	-11.5772694018883	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANKRD24"	0.239517854840173	2.40566116572304	0.890404195206088	0.378580821090978	0.612417176831084	-5.55760186698339	-16.537491791936	-8.84767126356658	2	0	4910	0	0	1	1	"Gene"
"ANKRD28"	-0.0174330095294231	6.57183596741995	-0.0688322559690266	0.945466577997057	0.977810436714245	-5.92967721046434	-14.5192508139074	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANKRD49"	0.25960588745377	3.63199013717366	1.38953002718926	0.172368989345967	0.398156836651405	-5.03371222074499	-4.26500229656279	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANKRD55"	0.198860360168867	2.96201640756701	0.94425302917645	0.350717310936141	0.587642009632587	-5.51150236698322	-1.89179340807394	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANKZF1"	0.272957853022234	5.23823035471876	1.73980465351238	0.0895945410230605	0.275444128516939	-4.54332366023937	-7.07312247406013	-7.8544194905563	3	0.333333333333333	2307.64841269841	51	1.48777376946892	0.136810565428771	0.471649856964778	"TF"
"ANXA1"	0.00995704817078824	-7.4810244004772	0.0589116641834758	0.953316220821635	0.980171824708897	-5.93028183854275	-12.4056560468798	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ANXA3"	-1.34286788892841	4.94117452563826	-1.80600220207753	0.0784575978295053	0.255146033552837	-4.44005809602186	-4.70034446580448	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AP1G2"	0.380012631374122	6.91405642788614	1.86064222182445	0.0701677360702222	0.23910242373451	-4.3523926439173	-12.9547855267418	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AP3M1"	0.47701566941021	5.58104072950762	3.18439938535266	0.00281095403901442	0.0797634548667899	-1.6560443553298	-7.39586014087265	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"APBA1"	0.455268761132638	-1.73688713306476	0.478448068533381	0.634939866179554	0.807684337126248	-5.82304462018945	-40.7104914708323	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"APBB1"	0.154406608271207	7.88723975689174	1.08264080724649	0.285460492700036	0.523829453056284	-5.3812641199437	-6.96135932024303	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"APBB1IP"	-1.6650941284994	2.11094169703609	-2.1239551886462	0.0399162131911333	0.215580197455259	-3.90028655934572	-12.9317819851738	-8.84767126356658	2	0	986	0	0	1	1	"Gene"
"APBB2"	-2.4823526205588	-0.723305403996414	-3.05226705873584	0.0040271255146911	0.0883744413326527	-1.96702101374355	-20.1158027282261	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"API5"	0.226774885479976	6.06477680260472	1.81207129407245	0.0774977071079556	0.253489550023662	-4.43042843349567	-10.4901411469298	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"APOBEC2"	0.272515362208289	-7.41497494331943	1.18053253827506	0.244770937134931	0.481055126643423	-5.27906844341757	-8.84309075440264	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"APOBEC3G"	0.29277837195757	4.23561628013992	1.61469122658209	0.114250596453003	0.316810998026386	-4.72948400962645	-11.544781003499	-8.84767126356658	2	0	20286	0	0	1	1	"Gene"
"APPL1"	0.433940024827959	4.51091814171265	3.29771545954783	0.00205372354762911	0.0699521370047268	-1.38350037533499	-2.78466365419097	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AQP1"	0.0734228096922003	-7.52227714546612	0.490066085130422	0.626768250351578	0.801878164212696	-5.8177090897216	-39.1746271927236	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AQP10"	-3.2717341194895	1.90333758123773	-3.49317860103041	0.00118182435932139	0.0604528210932675	-0.901670282332891	-39.8317847053057	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AQP3"	-1.42036635732232	3.3271139102343	-2.00005205403031	0.0523262877360748	0.23910242373451	-4.11902015306736	-40.3866052398979	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AQP9"	-1.52144216340733	3.01587738850371	-1.50546483053263	0.140072305451226	0.355018303399921	-4.88210769275224	-17.7873908854338	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AREG"	0.179076828536427	6.5564804986137	1.59486368875409	0.118625829224444	0.323527856541923	-4.75788332182022	-12.8426058982986	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ARFIP1"	0.234454896205911	8.18843012260816	1.79441209411572	0.0803186041601466	0.258106722314418	-4.45837254405002	-39.4008971997772	-8.84767126356658	2	0	12	0	0	1	1	"Gene"
"ARHGAP5"	-2.5710539124907	0.134410947965181	-2.99640433186771	0.00467796451499855	0.0928890688592936	-2.09616608239266	-40.078724332207	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ARHGEF7"	0.710236161413784	8.48719462222358	3.73083854902697	0.000593219829260728	0.0529888407534771	-0.297888789649321	-12.9027426850109	-8.84767126356658	3	0	22304	0	0	1	1	"Gene"
"ARID3A"	0.310959543695784	7.32407571947947	1.67699331596255	0.101354093218498	0.29653047498186	-4.63827340880439	-4.66278954979948	-5.63312913995683	2	0.0588235294117647	0	14	0.832119343681208	0.405341584302861	0.619445087806423	"TF"
"ARL1"	0.659773706280329	-3.96800160419628	0.836154403896242	0.408042436860287	0.63829209088819	-5.60141883641204	-9.6917343789265	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ARL4C"	-0.452481640341227	3.93621795245304	-1.42589174629485	0.161668583351349	0.384347007615074	-4.98733232042056	-9.49439413790338	-8.84767126356658	2	0	10506.235472801	0	0	1	1	"Gene"
"ARL5C"	0.194798729584831	3.52429070811611	1.17011331845987	0.248889844397289	0.485657200178575	-5.2903372921693	-39.3621053143546	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ARL8A"	0.0113342829128062	3.71601791969077	0.0771829080341003	0.938863370674685	0.974593393688216	-5.92909548993234	-40.8599800477625	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ARNTL"	-1.9883423445055	-4.3934295475	-2.08524811826442	0.0434817562298375	0.222485988887088	-3.96973509376473	-40.5173373626365	-8.23248562447635	1	1	0	16	-0.476717588185074	0.63356323682903	0.748471138057685	"TF"
"ARNTL2"	0.202291939560441	6.695414025	1.99424338743236	0.0529825591018731	0.23910242373451	-4.12901684964303	-47.7060215553525	-6.57248514476395	3	0.5	1	14	2.88826521721455	0.00387373097083892	0.321274507140116	"TF"
"ARPP19"	0.358654866483516	-2.7036856275	0.624499209868421	0.535850865453395	0.736588456787297	-5.74681307234133	-40.0570337540696	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ARRB1"	0.901931158131868	0.0834204465	3.89163159448973	0.000368549826295868	0.0489784212241301	0.120440058096425	-8.84309075440262	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ASCC1"	0.362059137362638	5.280315275	2.65249553247193	0.0114062084477964	0.130504065635701	-2.85792173909641	-12.1928675809821	-8.84767126356658	2	0	4910	0	0	1	1	"Gene"
"ASCC2"	-0.455788747252749	7.0500384	-2.31687831402288	0.0257218799486891	0.179609585829918	-3.53954638256664	-7.99540566300048	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ASCL3"	1.8498733021978	-4.117465575	3.06358868247843	0.0039060609373318	0.0873730882732279	-1.94067515627072	-39.9543391650593	-8.23248562447635	1	1	0	4	0.821670388177384	0.4112645167418	0.623301842237965	"TF"
"ASTN2"	-2.21692709502802	-0.8468781525175	-3.0176833078407	0.00441918566008424	0.0918161722394825	-2.0471406232794	-11.3508808421284	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATAD1"	0.304517373626373	4.89031235	1.87220103100418	0.0685129967429924	0.23910242373451	-4.33356955761569	-6.68371105546304	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATF3"	0.289368297252746	4.1715394425	0.748571623506255	0.458500905303243	0.678825920895075	-5.66654650897099	-47.7060215553525	-7.18944318696305	5	0.2	10	23	2.06229317905004	0.039179832034499	0.446600576613334	"TF"
"ATF6B"	0.23420338461538	6.8807628	1.73862653963823	0.0898041444154624	0.27588454618041	-4.54513192673599	-39.9585922546869	-8.23248562447635	1	1	0	15	1.08456168103943	0.278115834338609	0.55018051134205	"TF"
"ATG12"	0.22322482967033	3.898252575	2.09549199977631	0.0425119310385903	0.220509696530237	-3.95145312582472	-11.4881766289728	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATG4B"	0.141672824175824	5.76315595	1.29532472918978	0.202644866412058	0.434445706160542	-5.14882307091486	-15.9284931997934	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATG4C"	0.499449719780221	4.161279325	2.78393153126751	0.00816657596639056	0.113818591544306	-2.57384665234938	-40.8135524860902	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATG5"	0.180792164835165	4.10011995	1.75669320807698	0.086634501993755	0.270150031148663	-4.51728761673545	-15.928493199784	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATN1"	0.0592813791208773	6.234598675	0.182644278718473	0.856001018905509	0.934396910692754	-5.91602753039118	-39.9198789899183	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATP1B1"	0.527725175824176	4.37787385	1.5409968127806	0.131203422104663	0.342390055595943	-4.83348813715448	-40.7474961776501	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATP1B2"	-3.76494660247802	1.921957227325	-4.03209924685012	0.000241781252206419	0.0453371532232027	0.491614478742225	-47.7060215553525	-8.84767126356658	2	0	28	0	0	1	1	"Gene"
"ATP2C2"	-1.99014450075275	-0.374504010225	-2.57530879120681	0.0138237568760597	0.141617951587054	-3.02041486581998	-40.0762986629455	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATP6V0C"	-0.643128693956044	2.6903015725	-2.30693079765955	0.0263249896127599	0.180785481744144	-3.55872599187625	-7.06564020595054	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATP6V0D1"	-0.278446104395604	5.695150325	-1.21309422997313	0.232219273542771	0.467920140544336	-5.24325513716821	-7.06564020595054	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATP6V1G1"	0.25614962087912	4.994311175	1.45014388451788	0.15482595834678	0.374652262988278	-4.95580179656406	-6.57455781661187	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATRIP"	0.312055582417579	6.2585273	2.13989842975982	0.0385240847067405	0.211851481368542	-3.87139061567148	-7.90625750051511	-8.84767126356658	4	0	68086.5386188974	0	0	1	1	"Gene"
"ATXN2L"	0.486030500000001	6.934847175	2.21566515298932	0.0324776495095207	0.19587813782396	-3.73178703694355	-15.2256585763882	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATXN7L3"	0.186155214285712	5.143041325	1.38728068850394	0.173048570559582	0.398828345990804	-5.03654587195437	-40.0067742827673	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"ATXN7L3B"	0.0942304450549458	2.756779925	0.603637524862441	0.549497595887915	0.746339939931469	-5.75891597590111	-10.6368909932499	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"AWAT1"	1.25265594340659	-3.5436252275	1.94105494905111	0.0593308490657722	0.23910242373451	-4.21945946019682	-47.7060215553525	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"B3GALT4"	-0.529906712747253	1.629832789	-1.48103531547339	0.146443084792793	0.362762105292842	-4.91495296037695	-47.7060215553525	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"B3GNT2"	0.313089280219781	4.952574325	1.60107149250525	0.117241554819204	0.321472530854652	-4.7490246180093	-10.2207824670448	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BAALC"	1.38489561153846	2.7732648525	1.48479653721594	0.145447496305779	0.361941672062476	-4.90992707936118	-4.70034446580448	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BACH2"	-1.32185089450549	2.04139966	-1.82847378569624	0.0749530353447379	0.248334140040585	-4.40426795916954	-8.40329804877012	-8.52377780915223	2	0.5	762.480708180708	36	-1.10317723074593	0.269950207220572	0.547972738000747	"TF"
"BCAM"	-1.93132631296703	2.198016002	-2.74477855426829	0.00902906820618389	0.118341371913894	-2.65941682494838	-39.1638285399516	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BCKDHA"	0.285647054945055	6.2181592	1.76053946401692	0.0859719507539336	0.268948189300406	-4.51132832015393	-40.7892050539304	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BCL11B"	-1.19204016923077	1.65783516	-1.28539870785626	0.206056054612544	0.438173521896383	-5.16052320439364	-9.45908743405477	-8.08998556186906	2	0.5	986	21	-1.38488913458725	0.166086369903253	0.480521730399701	"TF"
"BCL2L13"	-1.02581775549451	2.6533831625	-2.97120203399393	0.00500285910881746	0.0955172153647542	-2.15395973918254	-39.4025383998116	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BCL6B"	-1.26066201208791	5.827316065	-2.75907170752858	0.00870486555779471	0.116921397172434	-2.62827041114925	-47.7060215553525	-6.90892960398988	7	0.142857142857143	21	16	-1.65365773698398	0.0981970743404067	0.462536209443122	"TF"
"BEND7"	-4.06814012483516	-1.603556326	-4.37679155820432	8.42675375197714e-05	0.0423440688087389	1.42162100685972	-39.9388286914763	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BEX5"	-1.34620482417582	-3.22361695	-1.67000982794542	0.10273705349522	0.298906609701218	-4.64864535368931	-6.19871562547514	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BFAR"	0.333990071428572	5.114996025	3.03172710549521	0.00425583444573673	0.0903462053557629	-2.01467100767946	-20.1158027270966	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BHLHA15"	-0.857987637527472	-2.72058274275	-1.13647632165178	0.262529820529454	0.50051228540758	-5.32608265776487	-47.7060215553525	-7.36606672264236	4	0.25	6	20	-2.3105293189944	0.0208588672752545	0.446600576613334	"TF"
"BHLHE41"	-0.551574563956044	0.724366378	-0.793294218452375	0.432293722849386	0.658000062562081	-5.63415986207913	-40.010078368506	-8.23248562447635	1	1	0	26	0.62821665220142	0.529862023052808	0.70069086405583	"TF"
"BICD2"	0.213380087912087	6.0558093	1.26971264668074	0.211534730740668	0.444751988207522	-5.17884489184135	-9.85949075165425	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BLVRB"	-1.58670843241758	5.2501952025	-3.03248375652464	0.00424719672800351	0.0903462053557629	-2.01291906307385	-15.2256585763934	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BMI1"	0.674254719780219	5.959434575	2.03730132370611	0.0482832002439015	0.234022921409005	-4.0543605546262	-40.1965807592916	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BMS1P4"	0.488982302197801	6.362226075	2.87846813814682	0.00638956069578659	0.105229702329142	-2.36402848348685	-39.4513810091946	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BMX"	-1.99453603461538	1.6361814725	-2.25550415677313	0.029649656573382	0.18942947084661	-3.65689242460431	-7.95133252708484	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BNC2"	-1.1685669539011	0.91740560075	-1.2423172349796	0.221364046525626	0.45583970709102	-5.21034806615203	-10.6716159580537	-8.08998556186906	2	0.5	986	42	-1.10719164236879	0.268211080211228	0.547829476719457	"TF"
"BNIP3"	-0.980087813186816	7.69168315	-2.6174395824473	0.0124514331807497	0.135997762195707	-2.93212827492818	-9.46076139841159	-8.84767126356658	2	0	725.380718954249	0	0	1	1	"Gene"
"BPTF"	0.304650225274724	8.505444425	1.89031246868775	0.0659871749258909	0.23910242373451	-4.3038822096221	-40.4519261218962	-8.23248562447635	1	1	0	13	2.17370671484199	0.029727168057441	0.446600576613334	"TF"
"BRD3"	0.453562423076922	5.236069925	3.1478760704544	0.00310686710837033	0.0825221423138894	-1.74275726213216	-13.4328852097922	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BRWD1"	0.484032703296703	7.0210196	2.84188138737264	0.00702955216866502	0.108658759671181	-2.44576020563584	-3.76945887868897	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BSG"	-1.03811039010989	7.267139825	-3.31621298506193	0.00195024215824964	0.0693299257365974	-1.33852184750904	-39.4476807478618	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
"BSN"	-1.72722970549451	-5.17872812	-2.73996758894294	0.00914068497503717	0.119270820742979	-2.66987657507611	-39.7798853663426	-8.84767126356658	1	0	0	0	0	1	1	"Gene"
