	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP585	WP585	Interferon type I signaling pathways	1/58	54/8701	0.303906942867405	1398	1
WP5153	WP5153	N-glycan biosynthesis	1/58	57/8701	0.317821990143484	79796	1
WP5316	WP5316	Primary ovarian insufficiency	2/58	174/8701	0.323571822740346	26284/56945	2
WP2023	WP2023	Cell differentiation - expanded index	1/58	59/8701	0.326946436222943	860	1
WP304	WP304	Kit receptor signaling pathway	1/58	59/8701	0.326946436222943	1398	1
WP3865	WP3865	Novel intracellular components of RIG-I-like receptor pathway	1/58	60/8701	0.33146357423487	10521	1
WP3945	WP3945	TYROBP causal network in microglia	1/58	62/8701	0.34040865204457	864	1
WP3624	WP3624	Lung fibrosis	1/58	64/8701	0.349236080291621	5073	1
WP3651	WP3651	Pathways affected in adenoid cystic carcinoma	1/58	65/8701	0.353606151768186	5591	1
WP3303	WP3303	RAC1/PAK1/p38/MMP2 pathway	1/58	68/8701	0.366544051121267	1398	1
WP707	WP707	DNA damage response	1/58	69/8701	0.370799865442473	5591	1
WP2359	WP2359	Parkin-ubiquitin proteasomal system pathway	1/58	71/8701	0.379227368699983	3313	1
WP4906	WP4906	3q29 copy number variation syndrome	1/58	71/8701	0.379227368699983	8655	1
WP4949	WP4949	16p11.2 proximal deletion syndrome	1/58	76/8701	0.399813823519063	8479	1
WP4016	WP4016	DNA IR-damage and cellular response via ATR	1/58	81/8701	0.419728963130195	5591	1
WP4352	WP4352	Ciliary landscape	2/58	215/8701	0.421885960051284	8655/1892	2
WP4018	WP4018	Clear cell renal cell carcinoma pathways	1/58	86/8701	0.438994307112886	8242	1
WP2840	WP2840	Hair follicle development: cytodifferentiation - part 3 of 3	1/58	87/8701	0.442771246194424	864	1
WP477	WP477	Cytoplasmic ribosomal proteins	1/58	88/8701	0.446523192760564	9349	1
WP2446	WP2446	Retinoblastoma gene in cancer	1/58	90/8701	0.453952757294179	5591	1
WP4336	WP4336	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	1/58	90/8701	0.453952757294179	1460	1
WP69	WP69	T-cell receptor signaling pathway	1/58	90/8701	0.453952757294179	1398	1
WP138	WP138	Androgen receptor signaling pathway	1/58	91/8701	0.457630697147499	860	1
WP231	WP231	TNF-alpha signaling pathway	1/58	92/8701	0.461284288270083	10131	1
WP673	WP673	ErbB signaling pathway	1/58	92/8701	0.461284288270083	1398	1
WP5323	WP5323	Fatty Acids and Lipoproteins Transport in Hepatocytes	3/58	382/8701	0.471574849059242	38/1892/27349	3
WP23	WP23	B cell receptor signaling pathway	1/58	97/8701	0.479192521080034	1398	1
WP1530	WP1530	miRNA regulation of DNA damage response	1/58	98/8701	0.482703310686886	5591	1
WP4258	WP4258	lncRNA in canonical Wnt signaling and colorectal cancer	1/58	99/8701	0.486190839221137	1460	1
WP185	WP185	Integrin-mediated cell adhesion	1/58	102/8701	0.496515367874941	1398	1
WP4536	WP4536	Genes related to primary cilium development (based on CRISPR)	1/58	103/8701	0.499911356787984	8655	1
WP111	WP111	Electron transport chain: OXPHOS system in mitochondria	1/58	105/8701	0.506635940662039	292	1
WP4321	WP4321	Thermogenesis	1/58	108/8701	0.516556517317312	86	1
WP5380	WP5380	5q35 copy number variation	1/58	111/8701	0.526280982045291	51491	1
WP5124	WP5124	Alzheimer's disease	2/58	263/8701	0.527331091988243	1460/292	2
WP5345	WP5345	1p36 copy number variation syndrome	1/58	112/8701	0.529479550501795	55174	1
WP428	WP428	Wnt signaling	1/58	115/8701	0.538948446855949	1460	1
WP4659	WP4659	Gastrin signaling pathway	1/58	115/8701	0.538948446855949	1398	1
WP5322	WP5322	CKAP4 signaling pathway map	1/58	116/8701	0.542062934403393	7818	1
WP4754	WP4754	IL-18 signaling pathway	2/58	273/8701	0.547671504462296	5546/860	2
WP3888	WP3888	VEGFA-VEGFR2 signaling	3/58	432/8701	0.555203662459906	1398/54505/9325	3
WP4549	WP4549	Fragile X syndrome	1/58	122/8701	0.560320300505355	27161	1
WP3915	WP3915	Angiopoietin-like protein 8 regulatory pathway	1/58	132/8701	0.589172154846709	1398	1
WP4630	WP4630	Measles virus infection	1/58	136/8701	0.600184534350233	1460	1
WP2853	WP2853	Endoderm differentiation	1/58	145/8701	0.623912650476949	22823	1
WP51	WP51	Regulation of actin cytoskeleton	1/58	151/8701	0.638956748598378	1398	1
WP2857	WP2857	Mesodermal commitment pathway	1/58	154/8701	0.646255413073839	22823	1
WP4262	WP4262	Breast cancer pathway	1/58	155/8701	0.648655926241233	1460	1
WP2059	WP2059	Alzheimer's disease and miRNA effects	2/58	328/8701	0.648658965488503	1460/292	2
WP481	WP481	Insulin signaling	1/58	160/8701	0.660420416861042	1398	1
WP706	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	1/58	160/8701	0.660420416861042	864	1
WP437	WP437	EGF/EGFR signaling pathway	1/58	163/8701	0.667292368156416	1398	1
WP3929	WP3929	Chemokine signaling pathway	1/58	166/8701	0.67402760411925	1398	1
WP4803	WP4803	Ciliopathies	1/58	184/8701	0.711714152145908	29922	1
WP306	WP306	Focal adhesion	1/58	199/8701	0.739821002495235	1398	1
WP3594	WP3594	Circadian rhythm genes	1/58	201/8701	0.74335894430763	5591	1
WP5094	WP5094	Orexin receptor pathway	1/58	201/8701	0.74335894430763	860	1
WP5115	WP5115	Network map of SARS-CoV-2 signaling pathway	1/58	218/8701	0.771583482296331	55922	1
WP382	WP382	MAPK signaling pathway	1/58	247/8701	0.812855561949675	1398	1
WP5413	WP5413	IL-24 Signaling pathway	1/58	291/8701	0.861869923229489	10591	1
WP5087	WP5087	Pleural mesothelioma	1/58	440/8701	0.95119482886271	1460	1
