	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa04913	hsa04913	Ovarian steroidogenesis	2/92	51/8586	0.103389900296301	240/2778	2
hsa04979	hsa04979	Cholesterol metabolism	2/92	51/8586	0.103389900296301	4043/10577	2
hsa04141	hsa04141	Protein processing in endoplasmic reticulum	4/92	170/8586	0.109214517191984	824/10970/80331/5034	4
hsa04066	hsa04066	HIF-1 signaling pathway	3/92	109/8586	0.111534514241373	1536/3098/5604	3
hsa05145	hsa05145	Toxoplasmosis	3/92	111/8586	0.11611584064906	240/2771/3688	3
hsa04725	hsa04725	Cholinergic synapse	3/92	113/8586	0.12076757468786	2771/2776/5604	3
hsa04668	hsa04668	TNF signaling pathway	3/92	114/8586	0.123119217507831	5604/4318/9252	3
hsa01200	hsa01200	Carbon metabolism	3/92	115/8586	0.125487708335409	2821/3098/7086	3
hsa04724	hsa04724	Glutamatergic synapse	3/92	115/8586	0.125487708335409	2771/2776/2778	3
hsa04923	hsa04923	Regulation of lipolysis in adipocytes	2/92	58/8586	0.127891725758558	2771/2778	2
hsa04360	hsa04360	Axon guidance	4/92	182/8586	0.130983904761634	998/1808/2771/3688	4
hsa04370	hsa04370	VEGF signaling pathway	2/92	59/8586	0.131497112696623	998/5604	2
hsa04722	hsa04722	Neurotrophin signaling pathway	3/92	119/8586	0.135125091921204	998/5604/9252	3
hsa04621	hsa04621	NOD-like receptor signaling pathway	4/92	186/8586	0.138616853380697	1536/2633/5585/9051	4
hsa00590	hsa00590	Arachidonic acid metabolism	2/92	61/8586	0.138777341106346	240/4048	2
hsa04660	hsa04660	T cell receptor signaling pathway	3/92	121/8586	0.140038283094148	998/5604/5788	3
hsa04929	hsa04929	GnRH secretion	2/92	64/8586	0.149858043058216	2776/5604	2
hsa04927	hsa04927	Cortisol synthesis and secretion	2/92	65/8586	0.153590943653356	2776/2778	2
hsa00230	hsa00230	Purine metabolism	3/92	128/8586	0.157695852917596	271/272/22875	3
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	2/92	67/8586	0.161110786758859	2821/3098	2
hsa04720	hsa04720	Long-term potentiation	2/92	67/8586	0.161110786758859	2776/5604	2
hsa05221	hsa05221	Acute myeloid leukemia	2/92	67/8586	0.161110786758859	3684/5604	2
hsa04650	hsa04650	Natural killer cell mediated cytotoxicity	3/92	132/8586	0.168083920744141	2207/3689/5604	3
hsa04728	hsa04728	Dopaminergic synapse	3/92	132/8586	0.168083920744141	2771/2776/2778	3
hsa05211	hsa05211	Renal cell carcinoma	2/92	69/8586	0.168697377277775	998/5604	2
hsa04510	hsa04510	Focal adhesion	4/92	203/8586	0.172944370156891	824/998/3688/5604	4
hsa04270	hsa04270	Vascular smooth muscle contraction	3/92	134/8586	0.173352659430908	2776/2778/5604	3
hsa04380	hsa04380	Osteoclast differentiation	3/92	135/8586	0.176004825760525	5604/4688/140885	3
hsa00511	hsa00511	Other glycan degradation	1/92	18/8586	0.176429526370109	4123	1
hsa00531	hsa00531	Glycosaminoglycan degradation	1/92	19/8586	0.185272720064548	6448	1
hsa04371	hsa04371	Apelin signaling pathway	3/92	139/8586	0.186726319331859	2771/2776/5604	3
hsa04918	hsa04918	Thyroid hormone synthesis	2/92	75/8586	0.191797103734042	2776/2778	2
hsa05417	hsa05417	Lipid and atherosclerosis	4/92	215/8586	0.198794668392356	998/1536/4318/4688	4
hsa05163	hsa05163	Human cytomegalovirus infection	4/92	225/8586	0.22118956766085	2771/2776/2778/5604	4
hsa05010	hsa05010	Alzheimer disease	6/92	384/8586	0.22889158670927	824/1536/2776/5604/5705/7277	6
hsa05016	hsa05016	Huntington disease	5/92	306/8586	0.23038964887973	1212/2776/3064/5705/7277	5
hsa01232	hsa01232	Nucleotide metabolism	2/92	85/8586	0.231099166927583	271/272	2
hsa04911	hsa04911	Insulin secretion	2/92	86/8586	0.235064959004895	2776/2778	2
hsa05210	hsa05210	Colorectal cancer	2/92	86/8586	0.235064959004895	5604/5899	2
hsa04217	hsa04217	Necroptosis	3/92	159/8586	0.242555561098173	824/57132/1536	3
hsa00592	hsa00592	alpha-Linolenic acid metabolism	1/92	26/8586	0.244599486365517	30	1
hsa04014	hsa04014	Ras signaling pathway	4/92	236/8586	0.246565816076144	998/5604/5899/64926	4
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	7/92	476/8586	0.247935113595101	824/1536/2776/3064/5604/5705/7277	7
hsa05161	hsa05161	Hepatitis B	3/92	162/8586	0.25117635227715	537/5604/4318	3
hsa01040	hsa01040	Biosynthesis of unsaturated fatty acids	1/92	27/8586	0.252718276932617	30	1
hsa04966	hsa04966	Collecting duct acid secretion	1/92	27/8586	0.252718276932617	9114	1
hsa05032	hsa05032	Morphine addiction	2/92	91/8586	0.254945895884816	2771/2778	2
hsa04140	hsa04140	Autophagy - animal	3/92	165/8586	0.259843868607206	5604/51100/10652	3
hsa04022	hsa04022	cGMP-PKG signaling pathway	3/92	167/8586	0.265645308831823	2771/2776/5604	3
hsa05150	hsa05150	Staphylococcus aureus infection	2/92	96/8586	0.274867047707699	3684/3689	2
hsa05414	hsa05414	Dilated cardiomyopathy	2/92	96/8586	0.274867047707699	2778/3688	2
hsa05215	hsa05215	Prostate cancer	2/92	97/8586	0.27885086966822	5604/4318	2
hsa04750	hsa04750	Inflammatory mediator regulation of TRP channels	2/92	98/8586	0.28283351350964	2776/2778	2
hsa04925	hsa04925	Aldosterone synthesis and secretion	2/92	98/8586	0.28283351350964	2776/2778	2
hsa04933	hsa04933	AGE-RAGE signaling pathway in diabetic complications	2/92	100/8586	0.290793564609272	998/1536	2
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	2/92	102/8586	0.298743886743338	2771/5604	2
hsa04130	hsa04130	SNARE interactions in vesicular transport	1/92	33/8586	0.299649751369345	10652	1
hsa04620	hsa04620	Toll-like receptor signaling pathway	2/92	104/8586	0.306681306806394	5604/54472	2
hsa00051	hsa00051	Fructose and mannose metabolism	1/92	34/8586	0.307183040609848	3098	1
hsa05012	hsa05012	Parkinson disease	4/92	266/8586	0.318481399999406	2771/2778/5705/7277	4
hsa04922	hsa04922	Glucagon signaling pathway	2/92	107/8586	0.318556639848226	2776/2778	2
hsa05034	hsa05034	Alcoholism	3/92	188/8586	0.327251575640646	2771/2778/5604	3
hsa00760	hsa00760	Nicotinate and nicotinamide metabolism	1/92	37/8586	0.329305313614966	683	1
hsa05143	hsa05143	African trypanosomiasis	1/92	37/8586	0.329305313614966	2776	1
hsa05216	hsa05216	Thyroid cancer	1/92	37/8586	0.329305313614966	5604	1
hsa05020	hsa05020	Prion disease	4/92	272/8586	0.333146860090429	1536/4688/5705/7277	4
hsa05340	hsa05340	Primary immunodeficiency	1/92	38/8586	0.336522989500733	5788	1
hsa05202	hsa05202	Transcriptional misregulation in cancer	3/92	193/8586	0.341990791797352	1991/3684/4318	3
hsa04216	hsa04216	Ferroptosis	1/92	41/8586	0.357718219046359	1536	1
hsa05415	hsa05415	Diabetic cardiomyopathy	3/92	203/8586	0.371395704768463	1536/4318/4688	3
hsa00071	hsa00071	Fatty acid degradation	1/92	43/8586	0.371474859859042	30	1
hsa04962	hsa04962	Vasopressin-regulated water reabsorption	1/92	44/8586	0.378243478949873	2778	1
hsa03050	hsa03050	Proteasome	1/92	46/8586	0.391565153732432	5705	1
hsa04930	hsa04930	Type II diabetes mellitus	1/92	46/8586	0.391565153732432	3098	1
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	3/92	212/8586	0.397671799629432	2771/2776/5604	3
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	3/92	212/8586	0.397671799629432	2771/2778/5604	3
hsa00514	hsa00514	Other types of O-glycan biosynthesis	1/92	47/8586	0.398119721162949	285203	1
hsa04973	hsa04973	Carbohydrate digestion and absorption	1/92	47/8586	0.398119721162949	3098	1
hsa00280	hsa00280	Valine, leucine and isoleucine degradation	1/92	48/8586	0.404604436662774	30	1
hsa05144	hsa05144	Malaria	1/92	50/8586	0.417367249461726	3689	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	3/92	223/8586	0.429393550230482	5604/4688/5795	3
hsa04910	hsa04910	Insulin signaling pathway	2/92	137/8586	0.433500566716554	3098/5604	2
hsa05322	hsa05322	Systemic lupus erythematosus	2/92	137/8586	0.433500566716554	1511/1991	2
hsa04024	hsa04024	cAMP signaling pathway	3/92	225/8586	0.435102847944685	2771/2778/5604	3
hsa05418	hsa05418	Fluid shear stress and atherosclerosis	2/92	139/8586	0.440825359910987	4318/4688	2
hsa05017	hsa05017	Spinocerebellar ataxia	2/92	143/8586	0.45532087310704	2776/5705	2
hsa01212	hsa01212	Fatty acid metabolism	1/92	57/8586	0.459942534596293	30	1
hsa05213	hsa05213	Endometrial cancer	1/92	58/8586	0.46576798738292	5604	1
hsa04723	hsa04723	Retrograde endocannabinoid signaling	2/92	148/8586	0.473139982700097	2771/2776	2
hsa04978	hsa04978	Mineral absorption	1/92	60/8586	0.47723306352504	79901	1
hsa05416	hsa05416	Viral myocarditis	1/92	60/8586	0.47723306352504	3689	1
hsa03250	hsa03250	Viral life cycle - HIV-1	1/92	63/8586	0.493975843353948	23299	1
hsa04150	hsa04150	mTOR signaling pathway	2/92	156/8586	0.500921759913653	51606/5604	2
hsa04218	hsa04218	Cellular senescence	2/92	156/8586	0.500921759913653	824/5604	2
hsa05031	hsa05031	Amphetamine addiction	1/92	69/8586	0.525886293552358	2778	1
hsa04917	hsa04917	Prolactin signaling pathway	1/92	70/8586	0.531007634516686	5604	1
hsa05218	hsa05218	Melanoma	1/92	72/8586	0.54108671848699	5604	1
hsa05223	hsa05223	Non-small cell lung cancer	1/92	72/8586	0.54108671848699	5604	1
hsa01230	hsa01230	Biosynthesis of amino acids	1/92	75/8586	0.555804935603175	7086	1
hsa03320	hsa03320	PPAR signaling pathway	1/92	75/8586	0.555804935603175	30	1
hsa05214	hsa05214	Glioma	1/92	75/8586	0.555804935603175	5604	1
hsa05220	hsa05220	Chronic myeloid leukemia	1/92	76/8586	0.56060648018366	5604	1
hsa05412	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	1/92	77/8586	0.56535668039789	3688	1
hsa04612	hsa04612	Antigen processing and presentation	1/92	78/8586	0.570056079317081	4802	1
hsa01521	hsa01521	EGFR tyrosine kinase inhibitor resistance	1/92	79/8586	0.574705214331518	5604	1
hsa04146	hsa04146	Peroxisome	1/92	83/8586	0.592809667589066	30	1
hsa04662	hsa04662	B cell receptor signaling pathway	1/92	84/8586	0.597215349181658	5604	1
hsa04012	hsa04012	ErbB signaling pathway	1/92	85/8586	0.601573875160873	5604	1
hsa04814	hsa04814	Motor proteins	2/92	193/8586	0.616754256513854	84376/7277	2
hsa04512	hsa04512	ECM-receptor interaction	1/92	89/8586	0.618546329578668	3688	1
hsa04727	hsa04727	GABAergic synapse	1/92	89/8586	0.618546329578668	2771	1
hsa04976	hsa04976	Bile secretion	1/92	89/8586	0.618546329578668	2778	1
hsa05235	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/92	89/8586	0.618546329578668	5604	1
hsa05410	hsa05410	Hypertrophic cardiomyopathy	1/92	90/8586	0.622676462293598	3688	1
hsa05222	hsa05222	Small cell lung cancer	1/92	92/8586	0.630804483798721	3688	1
hsa04010	hsa04010	MAPK signaling pathway	3/92	301/8586	0.631210697557459	998/5604/9252	3
hsa05169	hsa05169	Epstein-Barr virus infection	2/92	202/8586	0.641667522382319	965/5705	2
hsa05203	hsa05203	Viral carcinogenesis	2/92	204/8586	0.647030364254104	9114/998	2
hsa05206	hsa05206	MicroRNAs in cancer	3/92	310/8586	0.651151673331161	5604/4318/9252	3
hsa04640	hsa04640	Hematopoietic cell lineage	1/92	99/8586	0.657912189988002	3684	1
hsa04974	hsa04974	Protein digestion and absorption	1/92	103/8586	0.67250835378577	5547	1
hsa04625	hsa04625	C-type lectin receptor signaling pathway	1/92	104/8586	0.676060072688483	2207	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	2/92	222/8586	0.692502473377362	3689/5604	2
hsa05171	hsa05171	Coronavirus disease - COVID-19	2/92	232/8586	0.715643072242086	1536/2162	2
hsa04919	hsa04919	Thyroid hormone signaling pathway	1/92	121/8586	0.730926579656903	5604	1
hsa04151	hsa04151	PI3K-Akt signaling pathway	3/92	359/8586	0.746334881402215	3688/5604/5585	3
hsa04068	hsa04068	FoxO signaling pathway	1/92	131/8586	0.75879478102771	5604	1
hsa04114	hsa04114	Oocyte meiosis	1/92	131/8586	0.75879478102771	5604	1
hsa04020	hsa04020	Calcium signaling pathway	2/92	253/8586	0.759554556701542	2776/2778	2
hsa04120	hsa04120	Ubiquitin mediated proteolysis	1/92	142/8586	0.786160008021008	10075	1
hsa04550	hsa04550	Signaling pathways regulating pluripotency of stem cells	1/92	143/8586	0.788489861083783	5604	1
hsa05224	hsa05224	Breast cancer	1/92	147/8586	0.797560821108506	5604	1
hsa05226	hsa05226	Gastric cancer	1/92	149/8586	0.801950909171968	5604	1
hsa04932	hsa04932	Non-alcoholic fatty liver disease	1/92	155/8586	0.814563983862853	998	1
hsa04390	hsa04390	Hippo signaling pathway	1/92	157/8586	0.818589137081699	3689	1
hsa05160	hsa05160	Hepatitis C	1/92	158/8586	0.820569182091603	5604	1
hsa05225	hsa05225	Hepatocellular carcinoma	1/92	168/8586	0.839230664859112	5604	1
hsa05164	hsa05164	Influenza A	1/92	171/8586	0.844445005216672	5604	1
hsa05167	hsa05167	Kaposi sarcoma-associated herpesvirus infection	1/92	194/8586	0.879237476366134	5604	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	2/92	364/8586	0.906916789867656	5705/7277	2
hsa04080	hsa04080	Neuroactive ligand-receptor interaction	2/92	367/8586	0.909383246632991	1511/3001	2
hsa04714	hsa04714	Thermogenesis	1/92	232/8586	0.920638994357292	2778	1
