	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0046982	GO:0046982	protein heterodimerization activity	9/153	81/3981	0.00352764739394336	ABCD1/ALG2/CEACAM8/CEBPB/CYBB/GCA/P4HB/SDCBP/USF2	9
GO:0003924	GO:0003924	GTPase activity	11/153	113/3981	0.00371291190471128	ARL8A/ATL3/CDC42/GNAI2/GNAQ/GNAS/RAB1B/RAB22A/RAB27A/RAB5B/RALB	11
GO:0001530	GO:0001530	lipopolysaccharide binding	3/153	10/3981	0.00547392306693827	BPI/RNASE3/TLR2	3
GO:0001540	GO:0001540	amyloid-beta binding	4/153	20/3981	0.00627973361205813	ITGAM/LRPAP1/SORL1/TLR2	4
GO:1901681	GO:1901681	sulfur compound binding	7/153	60/3981	0.00753014175509898	ANXA6/AZU1/CTSG/ELANE/LRPAP1/MPO/TKT	7
GO:0017111	GO:0017111	ribonucleoside triphosphate phosphatase activity	19/153	277/3981	0.00893195540916205	ABCD1/ARL8A/ATL3/ATP11A/ATP11B/CDC42/EIF4A1/GNAI2/GNAQ/GNAS/HSP90B1/HSPA5/MORC2/NSF/RAB1B/RAB22A/RAB27A/RAB5B/RALB	19
GO:0016462	GO:0016462	pyrophosphatase activity	20/153	298/3981	0.00927434458577025	ABCD1/ARL8A/ATL3/ATP11A/ATP11B/CDC42/EIF4A1/GNAI2/GNAQ/GNAS/HSP90B1/HSPA5/MORC2/NSF/RAB1B/RAB22A/RAB27A/RAB5B/RALB/RNGTT	20
GO:0016817	GO:0016817	hydrolase activity, acting on acid anhydrides	20/153	298/3981	0.00927434458577025	ABCD1/ARL8A/ATL3/ATP11A/ATP11B/CDC42/EIF4A1/GNAI2/GNAQ/GNAS/HSP90B1/HSPA5/MORC2/NSF/RAB1B/RAB22A/RAB27A/RAB5B/RALB/RNGTT	20
GO:0016818	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	20/153	298/3981	0.00927434458577025	ABCD1/ARL8A/ATL3/ATP11A/ATP11B/CDC42/EIF4A1/GNAI2/GNAQ/GNAS/HSP90B1/HSPA5/MORC2/NSF/RAB1B/RAB22A/RAB27A/RAB5B/RALB/RNGTT	20
GO:0098772	GO:0098772	molecular function regulator activity	28/153	471/3981	0.0111691244165563	ALOX5AP/ANXA3/ATP6AP1/C3/CDC42/CSTA/CTSG/DENND1C/DNAJC3/EIF2B2/GM2A/GNAQ/GNAS/GRN/LRPAP1/NCF2/NCF4/PSAP/RAB1B/RAB27A/RAB5B/RALB/RIC8A/SERPINB10/SIRPA/VAMP8/VTI1B/WDR81	28
GO:0038024	GO:0038024	cargo receptor activity	3/153	13/3981	0.0119853171483573	ITGAM/MIA3/SORL1	3
GO:0016209	GO:0016209	antioxidant activity	5/153	37/3981	0.0126678180987913	ALOX5AP/EPX/HP/MPO/S100A9	5
GO:0016798	GO:0016798	hydrolase activity, acting on glycosyl bonds	5/153	40/3981	0.017442813725101	BST1/GALC/GM2A/LYZ/TLR2	5
GO:0005504	GO:0005504	fatty acid binding	3/153	16/3981	0.0215700012379175	ALOX5AP/S100A8/S100A9	3
GO:0051213	GO:0051213	dioxygenase activity	3/153	17/3981	0.0254690074856348	ALOX5/ALOX5AP/P4HB	3
GO:0005544	GO:0005544	calcium-dependent phospholipid binding	3/153	18/3981	0.0297206685534029	ANXA11/ANXA3/ANXA6	3
GO:0038023	GO:0038023	signaling receptor activity	6/153	64/3981	0.0349519516418626	AGTRAP/ATP6AP2/FCN1/IGF2R/SORL1/TLR2	6
GO:0060089	GO:0060089	molecular transducer activity	6/153	64/3981	0.0349519516418626	AGTRAP/ATP6AP2/FCN1/IGF2R/SORL1/TLR2	6
GO:0004888	GO:0004888	transmembrane signaling receptor activity	4/153	33/3981	0.0360857348369621	AGTRAP/IGF2R/SORL1/TLR2	4
GO:0005319	GO:0005319	lipid transporter activity	4/153	34/3981	0.0397148053593884	ABCD1/ATP11A/ATP11B/GM2A	4
GO:0004175	GO:0004175	endopeptidase activity	7/153	84/3981	0.0412279445769406	AZU1/CTSG/ELANE/HP/MMP9/PRTN3/SDCBP	7
GO:0030246	GO:0030246	carbohydrate binding	6/153	67/3981	0.0423903043882352	CANX/FBP1/FCN1/IGF2R/PTX3/SIGLEC5	6
GO:0019003	GO:0019003	GDP binding	4/153	37/3981	0.0518069813820678	RAB22A/RAB27A/RAB5B/RALB	4
GO:0008200	GO:0008200	ion channel inhibitor activity	2/153	10/3981	0.0539285769974861	VAMP8/VTI1B	2
GO:0044390	GO:0044390	ubiquitin-like protein conjugating enzyme binding	2/153	10/3981	0.0539285769974861	DCUN1D1/TOLLIP	2
GO:0005543	GO:0005543	phospholipid binding	9/153	131/3981	0.0632692510997308	ANXA11/ANXA3/ANXA6/DENND1C/GGA3/NCF4/PSAP/SDCBP/SNX18	9
GO:0016248	GO:0016248	channel inhibitor activity	2/153	11/3981	0.0642868286561611	VAMP8/VTI1B	2
GO:0043394	GO:0043394	proteoglycan binding	2/153	11/3981	0.0642868286561611	AZU1/SDCBP	2
GO:0098632	GO:0098632	cell-cell adhesion mediator activity	2/153	11/3981	0.0642868286561611	S100A11/SIRPA	2
GO:0015075	GO:0015075	monoatomic ion transmembrane transporter activity	7/153	95/3981	0.0712248216920094	ANXA6/ATP11B/ATP6V0D1/CYBB/SLC16A3/SLC39A11/TCIRG1	7
GO:0005548	GO:0005548	phospholipid transporter activity	2/153	12/3981	0.0752475287551353	ATP11A/ATP11B	2
GO:0009678	GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	2/153	12/3981	0.0752475287551353	ATP6V0D1/TCIRG1	2
GO:0016799	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	2/153	12/3981	0.0752475287551353	BST1/TLR2	2
GO:0042625	GO:0042625	ATPase-coupled ion transmembrane transporter activity	2/153	12/3981	0.0752475287551353	ATP6V0D1/TCIRG1	2
GO:0044769	GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	2/153	12/3981	0.0752475287551353	ATP6V0D1/TCIRG1	2
GO:0046961	GO:0046961	proton-transporting ATPase activity, rotational mechanism	2/153	12/3981	0.0752475287551353	ATP6V0D1/TCIRG1	2
GO:0050750	GO:0050750	low-density lipoprotein particle receptor binding	2/153	12/3981	0.0752475287551353	HSP90B1/LRPAP1	2
GO:0048018	GO:0048018	receptor ligand activity	3/153	26/3981	0.0758860782635662	CTSG/GRN/LRPAP1	3
GO:0032182	GO:0032182	ubiquitin-like protein binding	4/153	43/3981	0.0813190010983936	DCUN1D1/GGA3/TOLLIP/UBR5	4
GO:0004601	GO:0004601	peroxidase activity	3/153	27/3981	0.0830629016744464	ALOX5AP/EPX/MPO	3
GO:0016684	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	3/153	27/3981	0.0830629016744464	ALOX5AP/EPX/MPO	3
GO:0020037	GO:0020037	heme binding	3/153	27/3981	0.0830629016744464	CYBB/EPX/MPO	3
GO:0030546	GO:0030546	signaling receptor activator activity	3/153	27/3981	0.0830629016744464	CTSG/GRN/LRPAP1	3
GO:0098631	GO:0098631	cell adhesion mediator activity	2/153	13/3981	0.0867497490472768	S100A11/SIRPA	2
GO:0046983	GO:0046983	protein dimerization activity	16/153	291/3981	0.0902848012157879	ABCD1/ALG2/CEACAM8/CEBPB/CYBB/GCA/GID8/MORC2/P4HB/PSAP/S100A11/S100P/SDCBP/STOM/TKT/USF2	16
GO:0046906	GO:0046906	tetrapyrrole binding	3/153	28/3981	0.090519828117387	CYBB/EPX/MPO	3
GO:0004553	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	3/153	29/3981	0.0982456386541758	GALC/GM2A/LYZ	3
GO:0002020	GO:0002020	protease binding	4/153	46/3981	0.0986129524120695	CSTA/CTSG/ELANE/PSAP	4
GO:0030545	GO:0030545	signaling receptor regulator activity	3/153	30/3981	0.106228773477287	CTSG/GRN/LRPAP1	3
GO:0005215	GO:0005215	transporter activity	12/153	210/3981	0.106914343659209	ABCD1/ANXA6/ATP11A/ATP11B/ATP6V0D1/CYBB/GM2A/SLC16A3/SLC38A10/SLC39A11/SLC44A1/TCIRG1	12
GO:0140678	GO:0140678	molecular function inhibitor activity	11/153	189/3981	0.108746867725942	ANXA3/C3/CSTA/DENND1C/DNAJC3/EIF2B2/LRPAP1/RIC8A/SERPINB10/VAMP8/VTI1B	11
GO:0070325	GO:0070325	lipoprotein particle receptor binding	2/153	15/3981	0.111153542964235	HSP90B1/LRPAP1	2
GO:0042626	GO:0042626	ATPase-coupled transmembrane transporter activity	3/153	31/3981	0.114457403334822	ABCD1/ATP6V0D1/TCIRG1	3
GO:1901981	GO:1901981	phosphatidylinositol phosphate binding	4/153	49/3981	0.117470748543606	DENND1C/NCF4/SDCBP/SNX18	4
GO:0016667	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	3/153	32/3981	0.122919494973561	MSRA/P4HB/PCYOX1	3
GO:0019838	GO:0019838	growth factor binding	2/153	16/3981	0.123951191782281	IGF2R/SDCBP	2
GO:0051087	GO:0051087	chaperone binding	4/153	51/3981	0.130851963374614	DNAJC3/GRN/HSPA5/SDF2L1	4
GO:0008514	GO:0008514	organic anion transmembrane transporter activity	3/153	34/3981	0.140495264435076	ABCD1/SLC16A3/SLC38A10	3
GO:0051117	GO:0051117	ATPase binding	3/153	34/3981	0.140495264435076	RALB/SDF2L1/TCIRG1	3
GO:1901702	GO:1901702	salt transmembrane transporter activity	4/153	53/3981	0.144834518354426	ANXA6/SLC16A3/SLC39A11/SLC44A1	4
GO:0022890	GO:0022890	inorganic cation transmembrane transporter activity	5/153	73/3981	0.147695925056939	ANXA6/ATP6V0D1/SLC16A3/SLC39A11/TCIRG1	5
GO:0052689	GO:0052689	carboxylic ester hydrolase activity	3/153	35/3981	0.149584368575334	AOAH/APMAP/GDE1	3
GO:0048487	GO:0048487	beta-tubulin binding	2/153	18/3981	0.150502334830387	ARL8A/HTT	2
GO:0019903	GO:0019903	protein phosphatase binding	4/153	54/3981	0.152038173827656	HSP90B1/MVP/SIRPA/TBK1	4
GO:0008233	GO:0008233	peptidase activity	8/153	138/3981	0.159437782729171	AZU1/CTSG/ELANE/HP/MMP9/PRTN3/RNPEP/SDCBP	8
GO:0008324	GO:0008324	monoatomic cation transmembrane transporter activity	5/153	75/3981	0.160018051657384	ANXA6/ATP6V0D1/SLC16A3/SLC39A11/TCIRG1	5
GO:0044877	GO:0044877	protein-containing complex binding	22/153	460/3981	0.161674065023516	ALOX5AP/ANXA11/ANXA6/ARPC2/ATP6V0D1/GGA3/GNAI2/GNAQ/GNAS/HSPA5/IGF2R/ITGAM/MMP9/MYO1F/NSF/P4HB/PLS3/PTX3/SDCBP/SORL1/SRP9/TLR2	22
GO:0004222	GO:0004222	metalloendopeptidase activity	2/153	19/3981	0.164170521790589	MMP9/SDCBP	2
GO:0019829	GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	2/153	19/3981	0.164170521790589	ATP6V0D1/TCIRG1	2
GO:0022857	GO:0022857	transmembrane transporter activity	10/153	184/3981	0.168006770343849	ABCD1/ANXA6/ATP11B/ATP6V0D1/CYBB/SLC16A3/SLC38A10/SLC39A11/SLC44A1/TCIRG1	10
GO:0043130	GO:0043130	ubiquitin binding	3/153	37/3981	0.168303549742879	GGA3/TOLLIP/UBR5	3
GO:0031267	GO:0031267	small GTPase binding	6/153	98/3981	0.173577900416698	AP3M1/ATP6AP1/GGA3/NCF2/PKN1/SORL1	6
GO:0005342	GO:0005342	organic acid transmembrane transporter activity	2/153	20/3981	0.178048189489299	SLC16A3/SLC38A10	2
GO:0005546	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	2/153	20/3981	0.178048189489299	SDCBP/SNX18	2
GO:0046943	GO:0046943	carboxylic acid transmembrane transporter activity	2/153	20/3981	0.178048189489299	SLC16A3/SLC38A10	2
GO:0035091	GO:0035091	phosphatidylinositol binding	5/153	78/3981	0.179253322624415	DENND1C/GGA3/NCF4/SDCBP/SNX18	5
GO:0022836	GO:0022836	gated channel activity	2/153	21/3981	0.192099376438923	ANXA6/CYBB	2
GO:0022839	GO:0022839	monoatomic ion gated channel activity	2/153	21/3981	0.192099376438923	ANXA6/CYBB	2
GO:0016758	GO:0016758	hexosyltransferase activity	3/153	40/3981	0.197552372247573	ALG11/ALG2/EOGT	3
GO:0000287	GO:0000287	magnesium ion binding	5/153	81/3981	0.199313206900784	ATP11A/ATP11B/MORC2/S100P/TKT	5
GO:0015318	GO:0015318	inorganic molecular entity transmembrane transporter activity	5/153	82/3981	0.206167336928908	ANXA6/ATP6V0D1/SLC16A3/SLC39A11/TCIRG1	5
GO:0000149	GO:0000149	SNARE binding	3/153	41/3981	0.207566249430852	NSF/VAMP8/VTI1B	3
GO:0140677	GO:0140677	molecular function activator activity	14/153	287/3981	0.210681490513206	ALOX5AP/ATP6AP1/CTSG/DENND1C/EIF2B2/GM2A/GNAQ/GNAS/GRN/LRPAP1/NCF2/NCF4/PSAP/RIC8A	14
GO:0005484	GO:0005484	SNAP receptor activity	2/153	23/3981	0.220590440430932	VAMP8/VTI1B	2
GO:0019905	GO:0019905	syntaxin binding	2/153	23/3981	0.220590440430932	NSF/VAMP8	2
GO:0051219	GO:0051219	phosphoprotein binding	3/153	43/3981	0.227920909180172	HCK/IGF2R/TBK1	3
GO:1902936	GO:1902936	phosphatidylinositol bisphosphate binding	2/153	24/3981	0.234969986086899	SDCBP/SNX18	2
GO:0004866	GO:0004866	endopeptidase inhibitor activity	3/153	44/3981	0.238239283515549	C3/CSTA/SERPINB10	3
GO:0015078	GO:0015078	proton transmembrane transporter activity	3/153	44/3981	0.238239283515549	ATP6V0D1/SLC16A3/TCIRG1	3
GO:0030414	GO:0030414	peptidase inhibitor activity	3/153	44/3981	0.238239283515549	C3/CSTA/SERPINB10	3
GO:0019902	GO:0019902	phosphatase binding	4/153	65/3981	0.238894485681515	HSP90B1/MVP/SIRPA/TBK1	4
GO:0030234	GO:0030234	enzyme regulator activity	17/153	368/3981	0.244910327206073	ALOX5AP/ANXA3/C3/CSTA/DENND1C/DNAJC3/EIF2B2/GM2A/GNAQ/GNAS/NCF2/NCF4/PSAP/RIC8A/SERPINB10/SIRPA/WDR81	17
GO:0008237	GO:0008237	metallopeptidase activity	3/153	45/3981	0.248637157644722	MMP9/RNPEP/SDCBP	3
GO:0140662	GO:0140662	ATP-dependent protein folding chaperone	2/153	25/3981	0.249402145039099	HSP90B1/HSPA5	2
GO:0042803	GO:0042803	protein homodimerization activity	11/153	226/3981	0.249849751136817	ABCD1/CEBPB/GCA/GID8/MORC2/PSAP/S100A11/S100P/STOM/TKT/USF2	11
GO:0051020	GO:0051020	GTPase binding	6/153	111/3981	0.253426666145598	AP3M1/ATP6AP1/GGA3/NCF2/PKN1/SORL1	6
GO:0070851	GO:0070851	growth factor receptor binding	2/153	26/3981	0.263861817270394	SDCBP/TOLLIP	2
GO:0016829	GO:0016829	lyase activity	4/153	69/3981	0.273017879422458	ALOX5AP/APMAP/BST1/RNASE2	4
GO:0051082	GO:0051082	unfolded protein binding	4/153	69/3981	0.273017879422458	CANX/DNAJB11/HSP90B1/HSPA5	4
GO:0099106	GO:0099106	ion channel regulator activity	2/153	27/3981	0.278325730518069	VAMP8/VTI1B	2
GO:0048029	GO:0048029	monosaccharide binding	2/153	28/3981	0.292772338395045	FBP1/IGF2R	2
GO:0140657	GO:0140657	ATP-dependent activity	11/153	237/3981	0.301256653904445	ABCD1/ATP11A/ATP11B/ATP6V0D1/EIF4A1/HSP90B1/HSPA5/MORC2/MYO1F/NSF/TCIRG1	11
GO:0061135	GO:0061135	endopeptidase regulator activity	3/153	50/3981	0.301459013423151	C3/CSTA/SERPINB10	3
GO:0016887	GO:0016887	ATP hydrolysis activity	8/153	166/3981	0.305850630812695	ABCD1/ATP11A/ATP11B/EIF4A1/HSP90B1/HSPA5/MORC2/NSF	8
GO:0016247	GO:0016247	channel regulator activity	2/153	29/3981	0.307181723561035	VAMP8/VTI1B	2
GO:0015631	GO:0015631	tubulin binding	5/153	96/3981	0.308696620760728	ARL8A/HTT/S100A8/S100A9/VPS41	5
GO:0022853	GO:0022853	active monoatomic ion transmembrane transporter activity	3/153	51/3981	0.312121954051184	ATP6V0D1/SLC16A3/TCIRG1	3
GO:0004713	GO:0004713	protein tyrosine kinase activity	2/153	30/3981	0.321535505709874	HCK/IGF2R	2
GO:0050660	GO:0050660	flavin adenine dinucleotide binding	2/153	30/3981	0.321535505709874	CYBB/PCYOX1	2
GO:0003756	GO:0003756	protein disulfide isomerase activity	1/153	10/3981	0.32453790158037	P4HB	1
GO:0008081	GO:0008081	phosphoric diester hydrolase activity	1/153	10/3981	0.32453790158037	GDE1	1
GO:0008106	GO:0008106	alcohol dehydrogenase (NADP+) activity	1/153	10/3981	0.32453790158037	DHRS7	1
GO:0015216	GO:0015216	purine nucleotide transmembrane transporter activity	1/153	10/3981	0.32453790158037	ABCD1	1
GO:0016864	GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	1/153	10/3981	0.32453790158037	P4HB	1
GO:0035173	GO:0035173	histone kinase activity	1/153	10/3981	0.32453790158037	PKN1	1
GO:0042887	GO:0042887	amide transmembrane transporter activity	1/153	10/3981	0.32453790158037	ABCD1	1
GO:0045505	GO:0045505	dynein intermediate chain binding	1/153	10/3981	0.32453790158037	HTT	1
GO:0046875	GO:0046875	ephrin receptor binding	1/153	10/3981	0.32453790158037	SDCBP	1
GO:0047617	GO:0047617	acyl-CoA hydrolase activity	1/153	10/3981	0.32453790158037	ABCD1	1
GO:0050681	GO:0050681	nuclear androgen receptor binding	1/153	10/3981	0.32453790158037	PKN1	1
GO:0071949	GO:0071949	FAD binding	1/153	10/3981	0.32453790158037	PCYOX1	1
GO:0016757	GO:0016757	glycosyltransferase activity	3/153	53/3981	0.333474243013412	ALG11/ALG2/EOGT	3
GO:0051015	GO:0051015	actin filament binding	4/153	76/3981	0.334400620514463	ANXA6/ARPC2/MYO1F/PLS3	4
GO:0061630	GO:0061630	ubiquitin protein ligase activity	3/153	54/3981	0.344146952965515	CDC42/HUWE1/UBR5	3
GO:0004857	GO:0004857	enzyme inhibitor activity	5/153	101/3981	0.3471669428798	ANXA3/C3/CSTA/DNAJC3/SERPINB10	5
GO:0004033	GO:0004033	aldo-keto reductase (NADP) activity	1/153	11/3981	0.350563008872791	DHRS7	1
GO:0004602	GO:0004602	glutathione peroxidase activity	1/153	11/3981	0.350563008872791	ALOX5AP	1
GO:0015171	GO:0015171	amino acid transmembrane transporter activity	1/153	11/3981	0.350563008872791	SLC38A10	1
GO:0015215	GO:0015215	nucleotide transmembrane transporter activity	1/153	11/3981	0.350563008872791	ABCD1	1
GO:0015605	GO:0015605	organophosphate ester transmembrane transporter activity	1/153	11/3981	0.350563008872791	ABCD1	1
GO:0016289	GO:0016289	CoA hydrolase activity	1/153	11/3981	0.350563008872791	ABCD1	1
GO:0023026	GO:0023026	MHC class II protein complex binding	1/153	11/3981	0.350563008872791	ANXA11	1
GO:0030165	GO:0030165	PDZ domain binding	1/153	11/3981	0.350563008872791	NSF	1
GO:0140359	GO:0140359	ABC-type transporter activity	1/153	11/3981	0.350563008872791	ABCD1	1
GO:1901505	GO:1901505	carbohydrate derivative transmembrane transporter activity	1/153	11/3981	0.350563008872791	ABCD1	1
GO:1901682	GO:1901682	sulfur compound transmembrane transporter activity	1/153	11/3981	0.350563008872791	ABCD1	1
GO:0008270	GO:0008270	zinc ion binding	8/153	174/3981	0.352643378946141	MMP9/MORC2/RNPEP/S100A12/S100A8/S100A9/UBR5/VAT1	8
GO:0005216	GO:0005216	monoatomic ion channel activity	2/153	33/3981	0.364100681133783	ANXA6/CYBB	2
GO:0046873	GO:0046873	metal ion transmembrane transporter activity	2/153	33/3981	0.364100681133783	ANXA6/SLC39A11	2
GO:0016788	GO:0016788	hydrolase activity, acting on ester bonds	9/153	202/3981	0.37273380747421	ABCD1/AOAH/APMAP/ARSB/FBP1/GDE1/RNASE2/RNASE3/RNGTT	9
GO:0004869	GO:0004869	cysteine-type endopeptidase inhibitor activity	1/153	12/3981	0.375591688883487	CSTA	1
GO:0005125	GO:0005125	cytokine activity	1/153	12/3981	0.375591688883487	GRN	1
GO:0005244	GO:0005244	voltage-gated monoatomic ion channel activity	1/153	12/3981	0.375591688883487	CYBB	1
GO:0005262	GO:0005262	calcium channel activity	1/153	12/3981	0.375591688883487	ANXA6	1
GO:0008083	GO:0008083	growth factor activity	1/153	12/3981	0.375591688883487	GRN	1
GO:0016706	GO:0016706	2-oxoglutarate-dependent dioxygenase activity	1/153	12/3981	0.375591688883487	P4HB	1
GO:0022832	GO:0022832	voltage-gated channel activity	1/153	12/3981	0.375591688883487	CYBB	1
GO:0023023	GO:0023023	MHC protein complex binding	1/153	12/3981	0.375591688883487	ANXA11	1
GO:0032266	GO:0032266	phosphatidylinositol-3-phosphate binding	1/153	12/3981	0.375591688883487	NCF4	1
GO:0070006	GO:0070006	metalloaminopeptidase activity	1/153	12/3981	0.375591688883487	RNPEP	1
GO:0019900	GO:0019900	kinase binding	10/153	228/3981	0.379573238804454	CDC42/CEBPB/DNAJC3/HTT/MVP/NBEAL2/NSF/PKN1/SIRPA/TOLLIP	10
GO:0061659	GO:0061659	ubiquitin-like protein ligase activity	3/153	58/3981	0.386635460279764	CDC42/HUWE1/UBR5	3
GO:0004519	GO:0004519	endonuclease activity	2/153	35/3981	0.391923998532126	RNASE2/RNASE3	2
GO:0005178	GO:0005178	integrin binding	2/153	35/3981	0.391923998532126	ITGAM/P4HB	2
GO:0042277	GO:0042277	peptide binding	4/153	83/3981	0.396399004655025	ITGAM/LRPAP1/SORL1/TLR2	4
GO:0000339	GO:0000339	RNA cap binding	1/153	13/3981	0.399661850536504	EIF4A1	1
GO:0001786	GO:0001786	phosphatidylserine binding	1/153	13/3981	0.399661850536504	ANXA6	1
GO:0004860	GO:0004860	protein kinase inhibitor activity	1/153	13/3981	0.399661850536504	DNAJC3	1
GO:0015932	GO:0015932	nucleobase-containing compound transmembrane transporter activity	1/153	13/3981	0.399661850536504	ABCD1	1
GO:0019210	GO:0019210	kinase inhibitor activity	1/153	13/3981	0.399661850536504	DNAJC3	1
GO:0031072	GO:0031072	heat shock protein binding	3/153	60/3981	0.407660485781833	HSPA5/HTT/ITGAM	3
GO:0005126	GO:0005126	cytokine receptor binding	2/153	37/3981	0.41919549696762	SDCBP/TOLLIP	2
GO:0019955	GO:0019955	cytokine binding	1/153	14/3981	0.422809969706846	ELANE	1
GO:0033218	GO:0033218	amide binding	5/153	111/3981	0.424610653248834	ITGAM/LRPAP1/PSAP/SORL1/TLR2	5
GO:0046914	GO:0046914	transition metal ion binding	10/153	237/3981	0.427407106973431	ALOX5/MMP9/MORC2/RNPEP/S100A12/S100A8/S100A9/S100P/UBR5/VAT1	10
GO:0042826	GO:0042826	histone deacetylase binding	2/153	38/3981	0.432600291251813	CEBPB/PKN1	2
GO:0005518	GO:0005518	collagen binding	1/153	15/3981	0.445071143045604	MMP9	1
GO:0050997	GO:0050997	quaternary ammonium group binding	1/153	15/3981	0.445071143045604	TKT	1
GO:0015267	GO:0015267	channel activity	2/153	39/3981	0.445840156885575	ANXA6/CYBB	2
GO:0022803	GO:0022803	passive transmembrane transporter activity	2/153	39/3981	0.445840156885575	ANXA6/CYBB	2
GO:0005085	GO:0005085	guanyl-nucleotide exchange factor activity	3/153	65/3981	0.459193744082236	DENND1C/EIF2B2/RIC8A	3
GO:0061134	GO:0061134	peptidase regulator activity	3/153	65/3981	0.459193744082236	C3/CSTA/SERPINB10	3
GO:0072341	GO:0072341	modified amino acid binding	1/153	16/3981	0.466479139796492	ANXA6	1
GO:0008017	GO:0008017	microtubule binding	3/153	66/3981	0.469282354996399	S100A8/S100A9/VPS41	3
GO:0017124	GO:0017124	SH3 domain binding	2/153	41/3981	0.471797252234344	SH3KBP1/SIRPA	2
GO:0044183	GO:0044183	protein folding chaperone	2/153	41/3981	0.471797252234344	HSP90B1/HSPA5	2
GO:0004620	GO:0004620	phospholipase activity	1/153	17/3981	0.487066451678241	GDE1	1
GO:0003743	GO:0003743	translation initiation factor activity	2/153	43/3981	0.497018645158419	EIF2B2/EIF4A1	2
