	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa04015	hsa04015	Rap1 signaling pathway	6/89	210/8586	0.021576482292679	998/2771/2776/2778/3684/5899	6
hsa03060	hsa03060	Protein export	2/89	23/8586	0.0233404567946911	3309/6726	2
hsa04614	hsa04614	Renin-angiotensin system	2/89	23/8586	0.0233404567946911	10159/1511	2
hsa04730	hsa04730	Long-term depression	3/89	60/8586	0.0240981847049343	2771/2776/2778	3
hsa04726	hsa04726	Serotonergic synapse	4/89	115/8586	0.0312461103992619	240/2771/2776/2778	4
hsa04966	hsa04966	Collecting duct acid secretion	2/89	27/8586	0.0315301164498303	9114/10312	2
hsa04924	hsa04924	Renin secretion	3/89	69/8586	0.0345385294544399	2771/2776/2778	3
hsa00030	hsa00030	Pentose phosphate pathway	2/89	30/8586	0.0383049307783656	2203/7086	2
hsa04611	hsa04611	Platelet activation	4/89	124/8586	0.0395618415973636	2771/2776/2778/8673	4
hsa05310	hsa05310	Asthma	2/89	31/8586	0.0406760496846129	8288/6037	2
hsa04971	hsa04971	Gastric acid secretion	3/89	76/8586	0.0440309460920693	2771/2776/2778	3
hsa05133	hsa05133	Pertussis	3/89	76/8586	0.0440309460920693	718/2771/3684	3
hsa04130	hsa04130	SNARE interactions in vesicular transport	2/89	33/8586	0.0455792999105306	8673/10490	2
hsa04721	hsa04721	Synaptic vesicle cycle	3/89	78/8586	0.0469587306635215	9114/4905/10312	3
hsa05202	hsa05202	Transcriptional misregulation in cancer	5/89	193/8586	0.0497254757629491	1051/1991/3684/4318/4353	5
hsa04540	hsa04540	Gap junction	3/89	88/8586	0.0629861978117153	2771/2776/2778	3
hsa00513	hsa00513	Various types of N-glycan biosynthesis	2/89	42/8586	0.070043997359712	440138/85365	2
hsa04912	hsa04912	GnRH signaling pathway	3/89	93/8586	0.0718344509117633	998/2776/2778	3
hsa04666	hsa04666	Fc gamma R-mediated phagocytosis	3/89	97/8586	0.0792935253302391	10109/998/3055	3
hsa04713	hsa04713	Circadian entrainment	3/89	97/8586	0.0792935253302391	2771/2776/2778	3
hsa04916	hsa04916	Melanogenesis	3/89	101/8586	0.0870773589705718	2771/2776/2778	3
hsa05161	hsa05161	Hepatitis B	4/89	162/8586	0.0872264028393158	537/4318/29110/7097	4
hsa04972	hsa04972	Pancreatic secretion	3/89	102/8586	0.0890725426509827	683/2776/2778	3
hsa05030	hsa05030	Cocaine addiction	2/89	49/8586	0.0913840230373513	2771/2778	2
hsa04140	hsa04140	Autophagy - animal	4/89	165/8586	0.0918219688570212	5289/29110/8673/27072	4
hsa05171	hsa05171	Coronavirus disease - COVID-19	5/89	232/8586	0.0926583040485173	718/1536/6210/29110/7097	5
hsa04620	hsa04620	Toll-like receptor signaling pathway	3/89	104/8586	0.0931205225405841	29110/7097/54472	3
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	3/89	106/8586	0.097243903106065	2771/2776/2778	3
hsa04913	hsa04913	Ovarian steroidogenesis	2/89	51/8586	0.0977930560688117	240/2778	2
hsa04922	hsa04922	Glucagon signaling pathway	3/89	107/8586	0.0993333314544067	2203/2776/2778	3
hsa00510	hsa00510	N-Glycan biosynthesis	2/89	53/8586	0.104325808040389	440138/85365	2
hsa04961	hsa04961	Endocrine and other factor-regulated calcium reabsorption	2/89	53/8586	0.104325808040389	2776/2778	2
hsa05145	hsa05145	Toxoplasmosis	3/89	111/8586	0.107870874836663	240/2771/7097	3
hsa05131	hsa05131	Shigellosis	5/89	247/8586	0.113041233294901	10109/718/998/5289/29110	5
hsa04724	hsa04724	Glutamatergic synapse	3/89	115/8586	0.116685511918946	2771/2776/2778	3
hsa04923	hsa04923	Regulation of lipolysis in adipocytes	2/89	58/8586	0.121149142921097	2771/2778	2
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	3/89	120/8586	0.128071540396205	2771/2776/2778	3
hsa05165	hsa05165	Human papillomavirus infection	6/89	331/8586	0.128343809223181	537/9114/998/2778/29110/10312	6
hsa04062	hsa04062	Chemokine signaling pathway	4/89	192/8586	0.138077044935923	998/2771/2776/3055	4
hsa05167	hsa05167	Kaposi sarcoma-associated herpesvirus infection	4/89	194/8586	0.141827082092359	718/3055/5289/29110	4
hsa04927	hsa04927	Cortisol synthesis and secretion	2/89	65/8586	0.145707589105865	2776/2778	2
hsa04926	hsa04926	Relaxin signaling pathway	3/89	129/8586	0.14950972289649	2771/2778/4318	3
hsa05221	hsa05221	Acute myeloid leukemia	2/89	67/8586	0.152905084665885	3684/4353	2
hsa04664	hsa04664	Fc epsilon RI signaling pathway	2/89	68/8586	0.156530096592752	240/241	2
hsa04728	hsa04728	Dopaminergic synapse	3/89	132/8586	0.156901861919976	2771/2776/2778	3
hsa05415	hsa05415	Diabetic cardiomyopathy	4/89	203/8586	0.15919489145488	1536/4318/4688/4689	4
hsa00190	hsa00190	Oxidative phosphorylation	3/89	134/8586	0.16189294558132	537/9114/10312	3
hsa05205	hsa05205	Proteoglycans in cancer	4/89	205/8586	0.163158998925999	967/998/4318/7097	4
hsa04380	hsa04380	Osteoclast differentiation	3/89	135/8586	0.164406697403839	4688/4689/140885	3
hsa05322	hsa05322	Systemic lupus erythematosus	3/89	137/8586	0.169469479309913	718/1511/1991	3
hsa04371	hsa04371	Apelin signaling pathway	3/89	139/8586	0.174577782067064	2771/2776/5289	3
hsa05418	hsa05418	Fluid shear stress and atherosclerosis	3/89	139/8586	0.174577782067064	7184/4318/4688	3
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	4/89	212/8586	0.177313089588635	2771/2776/29110/7097	4
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	4/89	212/8586	0.177313089588635	2052/2771/2778/7184	4
hsa00531	hsa00531	Glycosaminoglycan degradation	1/89	19/8586	0.179782143133628	411	1
hsa05212	hsa05212	Pancreatic cancer	2/89	76/8586	0.18606627637503	998/5899	2
hsa05100	hsa05100	Bacterial invasion of epithelial cells	2/89	77/8586	0.18981516344741	10109/998	2
hsa04612	hsa04612	Antigen processing and presentation	2/89	78/8586	0.193574543257512	821/3309	2
hsa05163	hsa05163	Human cytomegalovirus infection	4/89	225/8586	0.204651193702317	2771/2776/2778/29110	4
hsa00900	hsa00900	Terpenoid backbone biosynthesis	1/89	23/8586	0.213344456503992	51449	1
hsa04261	hsa04261	Adrenergic signaling in cardiomyocytes	3/89	154/8586	0.214159911927307	2771/2776/2778	3
hsa04921	hsa04921	Oxytocin signaling pathway	3/89	154/8586	0.214159911927307	2771/2776/2778	3
hsa04934	hsa04934	Cushing syndrome	3/89	155/8586	0.216867823284232	2771/2776/2778	3
hsa04610	hsa04610	Complement and coagulation cascades	2/89	86/8586	0.223956320269488	718/3684	2
hsa04911	hsa04911	Insulin secretion	2/89	86/8586	0.223956320269488	2776/2778	2
hsa04014	hsa04014	Ras signaling pathway	4/89	236/8586	0.228702847354338	998/5869/5899/29110	4
hsa04727	hsa04727	GABAergic synapse	2/89	89/8586	0.235453332827942	2771/4905	2
hsa04976	hsa04976	Bile secretion	2/89	89/8586	0.235453332827942	2052/2778	2
hsa05032	hsa05032	Morphine addiction	2/89	91/8586	0.243138195222704	2771/2778	2
hsa05150	hsa05150	Staphylococcus aureus infection	2/89	96/8586	0.262393189299905	718/3684	2
hsa05215	hsa05215	Prostate cancer	2/89	97/8586	0.266247919067688	7184/4318	2
hsa01522	hsa01522	Endocrine resistance	2/89	98/8586	0.27010288533821	2778/4318	2
hsa04750	hsa04750	Inflammatory mediator regulation of TRP channels	2/89	98/8586	0.27010288533821	2776/2778	2
hsa04925	hsa04925	Aldosterone synthesis and secretion	2/89	98/8586	0.27010288533821	2776/2778	2
hsa04933	hsa04933	AGE-RAGE signaling pathway in diabetic complications	2/89	100/8586	0.277811878067005	998/1536	2
hsa04136	hsa04136	Autophagy - other	1/89	32/8586	0.283975208861136	5289	1
hsa05012	hsa05012	Parkinson disease	4/89	266/8586	0.297376454925999	2771/2778/3309/201266	4
hsa00051	hsa00051	Fructose and mannose metabolism	1/89	34/8586	0.298798303018601	2203	1
hsa04621	hsa04621	NOD-like receptor signaling pathway	3/89	186/8586	0.303488400930068	1536/5585/29110	3
hsa05020	hsa05020	Prion disease	4/89	272/8586	0.311472249837656	1536/3309/4688/4689	4
hsa00760	hsa00760	Nicotinate and nicotinamide metabolism	1/89	37/8586	0.320465826646539	683	1
hsa05143	hsa05143	African trypanosomiasis	1/89	37/8586	0.320465826646539	2776	1
hsa04725	hsa04725	Cholinergic synapse	2/89	113/8586	0.32769312468967	2771/2776	2
hsa04668	hsa04668	TNF signaling pathway	2/89	114/8586	0.331500918738302	1051/4318	2
hsa01200	hsa01200	Carbon metabolism	2/89	115/8586	0.335302961336875	2203/7086	2
hsa05130	hsa05130	Pathogenic Escherichia coli infection	3/89	198/8586	0.337700510752717	10109/998/4542	3
hsa04216	hsa04216	Ferroptosis	1/89	41/8586	0.348329174794057	1536	1
hsa05219	hsa05219	Bladder cancer	1/89	41/8586	0.348329174794057	4318	1
hsa05169	hsa05169	Epstein-Barr virus infection	3/89	202/8586	0.349103855788537	965/29110/7097	3
hsa05203	hsa05203	Viral carcinogenesis	3/89	204/8586	0.354799954822441	9114/718/998	3
hsa04071	hsa04071	Sphingolipid signaling pathway	2/89	121/8586	0.357978750173443	2771/2776	2
hsa05010	hsa05010	Alzheimer disease	5/89	384/8586	0.367148956784418	1536/2776/5289/10313/201266	5
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	6/89	476/8586	0.371975502967875	1536/2776/3309/3064/5289/29110	6
hsa02010	hsa02010	ABC transporters	1/89	45/8586	0.375062340002956	215	1
hsa00514	hsa00514	Other types of O-glycan biosynthesis	1/89	47/8586	0.388019344526962	285203	1
hsa04270	hsa04270	Vascular smooth muscle contraction	2/89	134/8586	0.406102490454065	2776/2778	2
hsa05144	hsa05144	Malaria	1/89	50/8586	0.406958380302124	7097	1
hsa04979	hsa04979	Cholesterol metabolism	1/89	51/8586	0.41314168678679	4043	1
hsa04910	hsa04910	Insulin signaling pathway	2/89	137/8586	0.416974172030588	2203/2319	2
hsa05162	hsa05162	Measles	2/89	138/8586	0.420576467882743	29110/7097	2
hsa04810	hsa04810	Regulation of actin cytoskeleton	3/89	229/8586	0.425218493758324	10109/998/3684	3
hsa04120	hsa04120	Ubiquitin mediated proteolysis	2/89	142/8586	0.434873347925536	10075/51366	2
hsa04936	hsa04936	Alcoholic liver disease	2/89	142/8586	0.434873347925536	718/29110	2
hsa05017	hsa05017	Spinocerebellar ataxia	2/89	143/8586	0.438418732863431	2776/5289	2
hsa04072	hsa04072	Phospholipase D signaling pathway	2/89	148/8586	0.455965632595323	2778/5899	2
hsa04723	hsa04723	Retrograde endocannabinoid signaling	2/89	148/8586	0.455965632595323	2771/2776	2
hsa04370	hsa04370	VEGF signaling pathway	1/89	59/8586	0.460366811335013	998	1
hsa00590	hsa00590	Arachidonic acid metabolism	1/89	61/8586	0.471573449015001	240	1
hsa04929	hsa04929	GnRH secretion	1/89	64/8586	0.487953303865536	2776	1
hsa04514	hsa04514	Cell adhesion molecules	2/89	158/8586	0.490111029071107	965/3684	2
hsa05321	hsa05321	Inflammatory bowel disease	1/89	65/8586	0.493300893158656	7097	1
hsa04217	hsa04217	Necroptosis	2/89	159/8586	0.493452933793799	57132/1536	2
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	1/89	67/8586	0.503830955177023	2203	1
hsa04720	hsa04720	Long-term potentiation	1/89	67/8586	0.503830955177023	2776	1
hsa05031	hsa05031	Amphetamine addiction	1/89	69/8586	0.514144592936722	2778	1
hsa05211	hsa05211	Renal cell carcinoma	1/89	69/8586	0.514144592936722	998	1
hsa05204	hsa05204	Chemical carcinogenesis - DNA adducts	1/89	70/8586	0.519221630770305	2052	1
hsa05230	hsa05230	Central carbon metabolism in cancer	1/89	70/8586	0.519221630770305	9123	1
hsa04022	hsa04022	cGMP-PKG signaling pathway	2/89	167/8586	0.519693344978636	2771/2776	2
hsa04622	hsa04622	RIG-I-like receptor signaling pathway	1/89	71/8586	0.524246205084706	29110	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	4/89	364/8586	0.525250195789151	311/3309/5289/29110	4
hsa04137	hsa04137	Mitophagy - animal	1/89	72/8586	0.529218851913533	29110	1
hsa04530	hsa04530	Tight junction	2/89	170/8586	0.529302194919943	10109/998	2
hsa05164	hsa05164	Influenza A	2/89	171/8586	0.532476634493505	5611/29110	2
hsa00562	hsa00562	Inositol phosphate metabolism	1/89	73/8586	0.534140101875912	5289	1
hsa01230	hsa01230	Biosynthesis of amino acids	1/89	75/8586	0.543830506929269	7086	1
hsa04623	hsa04623	Cytosolic DNA-sensing pathway	1/89	75/8586	0.543830506929269	29110	1
hsa00980	hsa00980	Metabolism of xenobiotics by cytochrome P450	1/89	78/8586	0.557993598114064	2052	1
hsa04360	hsa04360	Axon guidance	2/89	182/8586	0.566439979930379	998/2771	2
hsa00983	hsa00983	Drug metabolism - other enzymes	1/89	80/8586	0.567193199049617	4353	1
hsa04146	hsa04146	Peroxisome	1/89	83/8586	0.580638745347079	215	1
hsa05034	hsa05034	Alcoholism	2/89	188/8586	0.584217245164381	2771/2778	2
hsa05210	hsa05210	Colorectal cancer	1/89	86/8586	0.593671141921258	5899	1
hsa05235	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	89/8586	0.606302944014094	7097	1
hsa05016	hsa05016	Huntington disease	3/89	306/8586	0.619960666434678	2776/3064/5289	3
hsa04520	hsa04520	Adherens junction	1/89	93/8586	0.622543195209407	998	1
hsa05414	hsa05414	Dilated cardiomyopathy	1/89	96/8586	0.634287004396188	2778	1
hsa03015	hsa03015	mRNA surveillance pathway	1/89	97/8586	0.63812074486836	8732	1
hsa04070	hsa04070	Phosphatidylinositol signaling system	1/89	97/8586	0.63812074486836	5289	1
hsa05231	hsa05231	Choline metabolism in cancer	1/89	98/8586	0.641914743420217	23446	1
hsa04640	hsa04640	Hematopoietic cell lineage	1/89	99/8586	0.645669407397078	3684	1
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	1/89	102/8586	0.656701403663203	2771	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	2/89	223/8586	0.677301241130142	2052/4688	2
hsa03013	hsa03013	Nucleocytoplasmic transport	1/89	108/8586	0.677756528455732	55161	1
hsa04066	hsa04066	HIF-1 signaling pathway	1/89	109/8586	0.681139362728843	1536	1
hsa04024	hsa04024	cAMP signaling pathway	2/89	225/8586	0.682079822365221	2771/2778	2
hsa04722	hsa04722	Neurotrophin signaling pathway	1/89	119/8586	0.713094538151504	998	1
hsa04152	hsa04152	AMPK signaling pathway	1/89	121/8586	0.719094745127073	2203	1
hsa04660	hsa04660	T cell receptor signaling pathway	1/89	121/8586	0.719094745127073	998	1
hsa04151	hsa04151	PI3K-Akt signaling pathway	3/89	359/8586	0.725788189718074	7184/5585/7097	3
hsa04020	hsa04020	Calcium signaling pathway	2/89	253/8586	0.74313671639915	2776/2778	2
hsa04932	hsa04932	Non-alcoholic fatty liver disease	1/89	155/8586	0.804032868193712	998	1
hsa05160	hsa05160	Hepatitis C	1/89	158/8586	0.810174358648917	29110	1
hsa03010	hsa03010	Ribosome	1/89	167/8586	0.827479747219842	6210	1
hsa04814	hsa04814	Motor proteins	1/89	193/8586	0.869185047729114	4542	1
hsa04510	hsa04510	Focal adhesion	1/89	203/8586	0.882419964863391	998	1
hsa04080	hsa04080	Neuroactive ligand-receptor interaction	2/89	367/8586	0.899296266988177	718/1511	2
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	1/89	222/8586	0.904023454264011	821	1
hsa04714	hsa04714	Thermogenesis	1/89	232/8586	0.913765758356086	2778	1
hsa04010	hsa04010	MAPK signaling pathway	1/89	301/8586	0.958941991137464	998	1
hsa05206	hsa05206	MicroRNAs in cancer	1/89	310/8586	0.962746909206506	4318	1
