	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP4216	WP4216	Chromosomal and microsatellite instability in colorectal cancer 	2/101	73/8701	0.207743690503081	5899/29110	2
WP5149	WP5149	Lipid metabolism in senescent cells	1/101	20/8701	0.208457737233919	240	1
WP732	WP732	Serotonin receptor 2 and ELK-SRF/GATA4 signaling	1/101	20/8701	0.208457737233919	2776	1
WP4961	WP4961	STING pathway in Kawasaki-like disease and COVID-19	1/101	21/8701	0.217667018254467	29110	1
WP5292	WP5292	Glycosphingolipid metabolism	1/101	21/8701	0.217667018254467	2581	1
WP3580	WP3580	Methionine de novo and salvage pathway	1/101	22/8701	0.226770201567404	4482	1
WP3599	WP3599	Transcription factor regulation in adipogenesis	1/101	22/8701	0.226770201567404	1051	1
WP3645	WP3645	NAD+ biosynthetic pathways	1/101	22/8701	0.226770201567404	683	1
WP4760	WP4760	PKC-gamma calcium signaling pathway in ataxia	1/101	22/8701	0.226770201567404	2776	1
WP3612	WP3612	Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling	1/101	23/8701	0.235768497412743	2052	1
WP4357	WP4357	NRF2-ARE regulation	1/101	23/8701	0.235768497412743	1051	1
WP545	WP545	Complement activation	1/101	23/8701	0.235768497412743	718	1
WP712	WP712	Estrogen signaling pathway	1/101	23/8701	0.235768497412743	2778	1
WP1539	WP1539	Angiogenesis	1/101	24/8701	0.244663102363343	4318	1
WP4925	WP4925	Unfolded protein response	1/101	24/8701	0.244663102363343	3309	1
WP5115	WP5115	Network map of SARS-CoV-2 signaling pathway	4/101	218/8701	0.247032621803194	1051/3240/29110/27072	4
WP2249	WP2249	Metastatic brain tumor	1/101	25/8701	0.253455199477703	998	1
WP2895	WP2895	Differentiation of white and brown adipocyte	1/101	25/8701	0.253455199477703	1051	1
WP26	WP26	S1P receptor signal transduction	1/101	26/8701	0.26214595845105	2771	1
WP5216	WP5216	Warburg effect modulated by deubiquitinating enzymes and their substrates	1/101	26/8701	0.26214595845105	2203	1
WP4263	WP4263	Pancreatic adenocarcinoma pathway	2/101	89/8701	0.276520709741454	998/5899	2
WP2361	WP2361	Gastric cancer network 1	1/101	28/8701	0.279228074834136	6286	1
WP3851	WP3851	TLR4 signaling and tolerance	1/101	28/8701	0.279228074834136	29110	1
WP4721	WP4721	Eicosanoid metabolism via lipooxygenases (LOX)	1/101	29/8701	0.287621706154527	240	1
WP437	WP437	EGF/EGFR signaling pathway	3/101	163/8701	0.293652074609362	998/5899/30011	3
WP129	WP129	Matrix metalloproteinases	1/101	30/8701	0.295918547445855	4318	1
WP4923	WP4923	Autophagy	1/101	30/8701	0.295918547445855	5289	1
WP3929	WP3929	Chemokine signaling pathway	3/101	166/8701	0.303197661921791	998/2771/3055	3
WP4912	WP4912	SARS coronavirus and innate immunity	1/101	31/8701	0.304119703795522	29110	1
WP2112	WP2112	IL-17 signaling pathway	1/101	32/8701	0.312226267799749	1051	1
WP4149	WP4149	White fat cell differentiation	1/101	32/8701	0.312226267799749	1051	1
WP2197	WP2197	Endothelin pathways	1/101	33/8701	0.32023931970334	2778	1
WP408	WP408	Oxidative stress response	1/101	33/8701	0.32023931970334	1536	1
WP4496	WP4496	Signal transduction through IL1R	1/101	33/8701	0.32023931970334	54472	1
WP4880	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	1/101	33/8701	0.32023931970334	29110	1
WP4950	WP4950	16p11.2 distal deletion syndrome	1/101	33/8701	0.32023931970334	718	1
WP5038	WP5038	Mitochondrial immune response to SARS-CoV-2	1/101	33/8701	0.32023931970334	29110	1
WP5088	WP5088	Prostaglandin signaling	1/101	33/8701	0.32023931970334	4318	1
WP5406	WP5406	13q12.12 copy number variation	1/101	34/8701	0.3281599275379	998	1
WP185	WP185	Integrin-mediated cell adhesion	2/101	102/8701	0.33233801074046	998/3684	2
WP3617	WP3617	Photodynamic therapy-induced NF-kB survival signaling	1/101	35/8701	0.335989147258527	4318	1
WP400	WP400	p38 MAPK signaling pathway	1/101	35/8701	0.335989147258527	998	1
WP1471	WP1471	Target of rapamycin signaling	1/101	36/8701	0.343728022878985	998	1
WP3850	WP3850	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	1/101	36/8701	0.343728022878985	8892	1
WP34	WP34	Ovarian infertility	1/101	37/8701	0.35137758660538	1051	1
WP3529	WP3529	Zinc homeostasis	1/101	37/8701	0.35137758660538	201266	1
WP4331	WP4331	Neovascularisation processes	1/101	37/8701	0.35137758660538	4318	1
WP4844	WP4844	Influence of laminopathies on Wnt signaling	1/101	37/8701	0.35137758660538	1051	1
WP619	WP619	Type II interferon signaling	1/101	37/8701	0.35137758660538	1536	1
WP4223	WP4223	Ras signaling	3/101	184/8701	0.360602474021407	998/5869/5899	3
WP5124	WP5124	Alzheimer's disease	4/101	263/8701	0.364804387636838	1536/2776/5289/10313	4
WP4871	WP4871	Kisspeptin/kisspeptin receptor system in the ovary	1/101	39/8701	0.366412848953839	4318	1
WP5285	WP5285	Immune infiltration in pancreatic cancer	1/101	39/8701	0.366412848953839	4318	1
WP710	WP710	DNA damage response (only ATM dependent)	2/101	111/8701	0.37031769505994	998/5289	2
WP2526	WP2526	PDGF pathway	1/101	40/8701	0.37380055413228	998	1
WP2828	WP2828	Bladder cancer	1/101	40/8701	0.37380055413228	4318	1
WP3941	WP3941	Oxidative damage response	1/101	40/8701	0.37380055413228	998	1
WP4564	WP4564	Neural crest cell migration during development	1/101	40/8701	0.37380055413228	4318	1
WP2636	WP2636	Common pathways underlying drug addiction	1/101	41/8701	0.381102960786551	2778	1
WP5093	WP5093	Opioid receptor pathways	1/101	41/8701	0.381102960786551	2771	1
WP4659	WP4659	Gastrin signaling pathway	2/101	115/8701	0.386936566254362	998/2776	2
WP2036	WP2036	TNF-related weak inducer of apoptosis (TWEAK) signaling pathway	1/101	42/8701	0.388321044038347	4318	1
WP364	WP364	IL6 signaling pathway	1/101	43/8701	0.395455767973228	3055	1
WP4136	WP4136	Fibrin complement receptor 3 signaling pathway	1/101	43/8701	0.395455767973228	3684	1
WP4565	WP4565	Neural crest cell migration in cancer	1/101	43/8701	0.395455767973228	4318	1
WP5198	WP5198	Inflammatory bowel disease signaling	1/101	43/8701	0.395455767973228	7097	1
WP4577	WP4577	Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway	1/101	44/8701	0.402508085764254	5289	1
WP534	WP534	Glycolysis and gluconeogenesis	1/101	45/8701	0.409478939794265	2203	1
WP2431	WP2431	Spinal cord injury	2/101	121/8701	0.411504711668304	998/4318	2
WP5094	WP5094	Orexin receptor pathway	3/101	201/8701	0.414246216019658	2776/2778/3309	3
WP4549	WP4549	Fragile X syndrome	2/101	122/8701	0.41555392931626	1973/4318	2
WP4566	WP4566	Translation inhibitors in chronically activated PDGFRA cells	1/101	46/8701	0.416369261776795	1973	1
WP4861	WP4861	Endoplasmic reticulum stress response in coronavirus infection	1/101	46/8701	0.416369261776795	3309	1
WP5408	WP5408	15q25 copy number variation	1/101	46/8701	0.416369261776795	3064	1
WP2203	WP2203	Thymic stromal lymphopoietin (TSLP) signaling pathway	1/101	47/8701	0.423179972875645	3055	1
WP410	WP410	Exercise-induced circadian regulation	1/101	48/8701	0.429911983823133	1051	1
WP5390	WP5390	Pancreatic cancer subtypes	1/101	48/8701	0.429911983823133	4069	1
WP2637	WP2637	Interleukin-1 (IL-1) structural pathway	1/101	49/8701	0.436566195037031	54472	1
WP4971	WP4971	Phosphoinositides metabolism	1/101	49/8701	0.436566195037031	5289	1
WP5300	WP5300	TROP2 regulatory signaling	1/101	49/8701	0.436566195037031	3482	1
WP286	WP286	IL-3 signaling pathway	1/101	50/8701	0.443143496736206	3055	1
WP5373	WP5373	Role of hypoxia, angiogenesis, and FGF pathway in OA chondrocyte hypertrophy	1/101	50/8701	0.443143496736206	1051	1
WP1533	WP1533	Vitamin B12 metabolism	1/101	51/8701	0.449644769054972	4353	1
WP2267	WP2267	Synaptic vesicle pathway	1/101	51/8701	0.449644769054972	4905	1
WP2406	WP2406	Cardiac progenitor differentiation	1/101	53/8701	0.462422696343048	140885	1
WP395	WP395	IL-4 signaling pathway	1/101	54/8701	0.468701062169754	1051	1
WP5097	WP5097	CCL18 signaling pathway	1/101	54/8701	0.468701062169754	4318	1
WP5144	WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	1/101	54/8701	0.468701062169754	4318	1
WP585	WP585	Interferon type I signaling pathways	1/101	54/8701	0.468701062169754	1973	1
WP4630	WP4630	Measles virus infection	2/101	136/8701	0.470714590607677	29110/7097	2
WP195	WP195	IL-1 signaling pathway	1/101	55/8701	0.474906820550794	54472	1
WP2018	WP2018	RANKL/RANK signaling pathway	1/101	55/8701	0.474906820550794	998	1
WP4879	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	1/101	57/8701	0.487103831083156	1051	1
WP558	WP558	Complement and coagulation cascades	1/101	58/8701	0.493096717832416	718	1
WP2882	WP2882	Nuclear receptors meta-pathway	4/101	314/8701	0.497543072704638	241/6286/201266/2040	4
WP4205	WP4205	MET in type 1 papillary renal cell carcinoma	1/101	59/8701	0.49902026654223	998	1
WP5407	WP5407	15q11q13 copy number variation	1/101	59/8701	0.49902026654223	821	1
WP4673	WP4673	Male infertility	2/101	145/8701	0.504523634544345	4318/140885	2
WP3865	WP3865	Novel intracellular components of RIG-I-like receptor pathway	1/101	60/8701	0.504875271527099	29110	1
WP474	WP474	Endochondral ossification	1/101	63/8701	0.522036832754581	4318	1
WP4808	WP4808	Endochondral ossification with skeletal dysplasias	1/101	63/8701	0.522036832754581	4318	1
WP51	WP51	Regulation of actin cytoskeleton	2/101	151/8701	0.526287313433484	998/5289	2
WP2059	WP2059	Alzheimer's disease and miRNA effects	4/101	328/8701	0.532132308311696	1536/2776/5289/10313	4
WP2374	WP2374	Oncostatin M signaling pathway	1/101	65/8701	0.533149316619057	1051	1
WP4313	WP4313	Ferroptosis	1/101	65/8701	0.533149316619057	1536	1
WP4329	WP4329	miRNA role in immune response in sepsis	1/101	65/8701	0.533149316619057	1991	1
WP2857	WP2857	Mesodermal commitment pathway	2/101	154/8701	0.536928917469223	3064/51366	2
WP5039	WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	1/101	66/8701	0.538609242397366	29110	1
WP289	WP289	Myometrial relaxation and contraction pathways	2/101	156/8701	0.543933035541906	2776/2778	2
WP1403	WP1403	AMP-activated protein kinase signaling	1/101	67/8701	0.54400593799874	5289	1
WP5381	WP5381	Smith-Magenis and Potocki-Lupski syndrome copy number variation	2/101	159/8701	0.554302633160364	25852/54472	2
WP176	WP176	Folate metabolism	1/101	69/8701	0.554612530504165	4353	1
WP481	WP481	Insulin signaling	2/101	160/8701	0.557722547191404	2319/5289	2
WP706	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	2/101	160/8701	0.557722547191404	1051/7184	2
WP2359	WP2359	Parkin-ubiquitin proteasomal system pathway	1/101	71/8701	0.564974796053894	3309	1
WP5304	WP5304	Cholesterol metabolism	1/101	72/8701	0.570066052786056	4043	1
WP4655	WP4655	Cytosolic DNA-sensing pathway	1/101	74/8701	0.580072238150449	29110	1
WP4341	WP4341	Non-genomic actions of 1,25 dihydroxyvitamin D3	1/101	75/8701	0.584988513095019	7097	1
WP5218	WP5218	Extrafollicular and follicular B cell activation by SARS-CoV-2	1/101	75/8701	0.584988513095019	718	1
WP2034	WP2034	Leptin signaling pathway	1/101	76/8701	0.58984779435834	998	1
WP2037	WP2037	Prolactin signaling pathway	1/101	76/8701	0.58984779435834	140885	1
WP4949	WP4949	16p11.2 proximal deletion syndrome	1/101	76/8701	0.58984779435834	9961	1
WP5316	WP5316	Primary ovarian insufficiency	2/101	174/8701	0.603658351426178	8892/2778	2
WP5205	WP5205	Clock-controlled autophagy in bone metabolism	1/101	80/8701	0.608727955357394	5289	1
WP5353	WP5353	A network map of Macrophage-stimulating protein (MSP) signaling	1/101	82/8701	0.617842733459032	4318	1
WP4298	WP4298	Acute viral myocarditis	1/101	86/8701	0.635446261526825	4318	1
WP2840	WP2840	Hair follicle development: cytodifferentiation - part 3 of 3	1/101	87/8701	0.639720193922158	1991	1
WP477	WP477	Cytoplasmic ribosomal proteins	1/101	88/8701	0.643944510199597	6210	1
WP2328	WP2328	Allograft rejection	1/101	90/8701	0.652246569111904	718	1
WP69	WP69	T-cell receptor signaling pathway	1/101	90/8701	0.652246569111904	998	1
WP138	WP138	Androgen receptor signaling pathway	1/101	91/8701	0.656325432951144	998	1
WP5355	WP5355	Metabolic Epileptic Disorders	1/101	91/8701	0.656325432951144	2203	1
WP1772	WP1772	Apoptosis modulation and signaling	1/101	92/8701	0.66035692322663	54472	1
WP231	WP231	TNF-alpha signaling pathway	1/101	92/8701	0.66035692322663	29110	1
WP4963	WP4963	p53 transcriptional gene network	1/101	96/8701	0.676019951611835	4688	1
WP306	WP306	Focal adhesion	2/101	199/8701	0.676647393866881	998/3055	2
WP23	WP23	B cell receptor signaling pathway	1/101	97/8701	0.679822622720168	998	1
WP4321	WP4321	Thermogenesis	1/101	108/8701	0.718844106865005	2778	1
WP5380	WP5380	5q35 copy number variation	1/101	111/8701	0.72864307553215	2771	1
WP5345	WP5345	1p36 copy number variation syndrome	1/101	112/8701	0.73183365171041	51573	1
WP5322	WP5322	CKAP4 signaling pathway map	1/101	116/8701	0.744228741900774	4318	1
WP4787	WP4787	Osteoblast differentiation and related diseases	1/101	119/8701	0.75315120377056	5289	1
WP4541	WP4541	Hippo-Merlin signaling dysregulation	1/101	121/8701	0.758927585862868	3684	1
WP4172	WP4172	PI3K-Akt signaling pathway	3/101	339/8701	0.759719263710402	7184/5585/7097	3
WP411	WP411	mRNA processing	1/101	126/8701	0.772789591471127	8732	1
WP5095	WP5095	Overview of proinflammatory and profibrotic mediators	1/101	129/8701	0.780724856387428	4318	1
WP4657	WP4657	22q11.2 copy number variation syndrome	1/101	130/8701	0.783308476255005	998	1
WP236	WP236	Adipogenesis	1/101	131/8701	0.785861952383606	1051	1
WP2884	WP2884	NRF2 pathway	1/101	141/8701	0.809813479980686	201266	1
WP2858	WP2858	Ectoderm differentiation	1/101	142/8701	0.812057503172503	6386	1
WP2853	WP2853	Endoderm differentiation	1/101	145/8701	0.818633472737413	51366	1
WP5224	WP5224	2q37 copy number variation syndrome	1/101	145/8701	0.818633472737413	5873	1
WP4396	WP4396	Nonalcoholic fatty liver disease	1/101	155/8701	0.838950940942156	998	1
WP4239	WP4239	Epithelial to mesenchymal transition in colorectal cancer	1/101	162/8701	0.851815499713483	4318	1
WP702	WP702	Metapathway biotransformation Phase I and II	1/101	185/8701	0.887333148359805	2052	1
WP3594	WP3594	Circadian rhythm genes	1/101	201/8701	0.906928203128414	2776	1
WP382	WP382	MAPK signaling pathway	1/101	247/8701	0.946373673775369	998	1
WP3932	WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	1/101	302/8701	0.972371029293159	7184	1
WP5087	WP5087	Pleural mesothelioma	1/101	440/8701	0.994868121811225	4318	1
