	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0008047	GO:0008047	enzyme activator activity	7/101	186/3981	0.191337202679508	ARHGAP1/ARHGAP4/CTSS/GM2A/MGST2/MOB3A/RP2	7
GO:0008236	GO:0008236	serine-type peptidase activity	2/101	32/3981	0.194257770481495	CTSS/SCPEP1	2
GO:0017171	GO:0017171	serine hydrolase activity	2/101	33/3981	0.203570687857047	CTSS/SCPEP1	2
GO:0008514	GO:0008514	organic anion transmembrane transporter activity	2/101	34/3981	0.212933805466363	ABCD1/SLC38A10	2
GO:0051536	GO:0051536	iron-sulfur cluster binding	2/101	34/3981	0.212933805466363	ETFDH/ISCA2	2
GO:0051540	GO:0051540	metal cluster binding	2/101	34/3981	0.212933805466363	ETFDH/ISCA2	2
GO:0004197	GO:0004197	cysteine-type endopeptidase activity	2/101	35/3981	0.222338688369848	CTSS/CTSZ	2
GO:0004527	GO:0004527	exonuclease activity	2/101	35/3981	0.222338688369848	PARN/PLD3	2
GO:0008238	GO:0008238	exopeptidase activity	2/101	35/3981	0.222338688369848	CTSZ/SCPEP1	2
GO:0008081	GO:0008081	phosphoric diester hydrolase activity	1/101	10/3981	0.226843369775992	PLD3	1
GO:0015216	GO:0015216	purine nucleotide transmembrane transporter activity	1/101	10/3981	0.226843369775992	ABCD1	1
GO:0016018	GO:0016018	cyclosporin A binding	1/101	10/3981	0.226843369775992	PPIB	1
GO:0016505	GO:0016505	peptidase activator activity involved in apoptotic process	1/101	10/3981	0.226843369775992	CTSS	1
GO:0032813	GO:0032813	tumor necrosis factor receptor superfamily binding	1/101	10/3981	0.226843369775992	TRAP1	1
GO:0042887	GO:0042887	amide transmembrane transporter activity	1/101	10/3981	0.226843369775992	ABCD1	1
GO:0047617	GO:0047617	acyl-CoA hydrolase activity	1/101	10/3981	0.226843369775992	ABCD1	1
GO:0071949	GO:0071949	FAD binding	1/101	10/3981	0.226843369775992	MICAL1	1
GO:0005102	GO:0005102	signaling receptor binding	9/101	267/3981	0.234309093874054	DNAJB11/HLA-DRA/HMGA1/HSP90B1/ITGB2/NCSTN/SELPLG/TRAP1/TYROBP	9
GO:0004518	GO:0004518	nuclease activity	3/101	67/3981	0.240941841662929	PARN/PLD3/RNASE2	3
GO:0016209	GO:0016209	antioxidant activity	2/101	37/3981	0.241241934871492	EPX/MGST2	2
GO:0019003	GO:0019003	GDP binding	2/101	37/3981	0.241241934871492	RAB27A/RAB5B	2
GO:0004602	GO:0004602	glutathione peroxidase activity	1/101	11/3981	0.24650814430448	MGST2	1
GO:0008320	GO:0008320	protein transmembrane transporter activity	1/101	11/3981	0.24650814430448	SEC61A1	1
GO:0015171	GO:0015171	amino acid transmembrane transporter activity	1/101	11/3981	0.24650814430448	SLC38A10	1
GO:0015215	GO:0015215	nucleotide transmembrane transporter activity	1/101	11/3981	0.24650814430448	ABCD1	1
GO:0015605	GO:0015605	organophosphate ester transmembrane transporter activity	1/101	11/3981	0.24650814430448	ABCD1	1
GO:0016289	GO:0016289	CoA hydrolase activity	1/101	11/3981	0.24650814430448	ABCD1	1
GO:0030165	GO:0030165	PDZ domain binding	1/101	11/3981	0.24650814430448	GNG5	1
GO:0043394	GO:0043394	proteoglycan binding	1/101	11/3981	0.24650814430448	CTSS	1
GO:0070034	GO:0070034	telomerase RNA binding	1/101	11/3981	0.24650814430448	PARN	1
GO:0098632	GO:0098632	cell-cell adhesion mediator activity	1/101	11/3981	0.24650814430448	S100A11	1
GO:0120013	GO:0120013	lipid transfer activity	1/101	11/3981	0.24650814430448	TSPO	1
GO:0140359	GO:0140359	ABC-type transporter activity	1/101	11/3981	0.24650814430448	ABCD1	1
GO:1901505	GO:1901505	carbohydrate derivative transmembrane transporter activity	1/101	11/3981	0.24650814430448	ABCD1	1
GO:1901682	GO:1901682	sulfur compound transmembrane transporter activity	1/101	11/3981	0.24650814430448	ABCD1	1
GO:0016407	GO:0016407	acetyltransferase activity	2/101	39/3981	0.260220454426508	ACAT1/HGSNAT	2
GO:0005262	GO:0005262	calcium channel activity	1/101	12/3981	0.265677584461973	SEC61A1	1
GO:0009678	GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	1/101	12/3981	0.265677584461973	ATP6V0D1	1
GO:0016628	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	1/101	12/3981	0.265677584461973	TBXAS1	1
GO:0016799	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	1/101	12/3981	0.265677584461973	BST1	1
GO:0042625	GO:0042625	ATPase-coupled ion transmembrane transporter activity	1/101	12/3981	0.265677584461973	ATP6V0D1	1
GO:0044769	GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	1/101	12/3981	0.265677584461973	ATP6V0D1	1
GO:0046961	GO:0046961	proton-transporting ATPase activity, rotational mechanism	1/101	12/3981	0.265677584461973	ATP6V0D1	1
GO:0050750	GO:0050750	low-density lipoprotein particle receptor binding	1/101	12/3981	0.265677584461973	HSP90B1	1
GO:0044877	GO:0044877	protein-containing complex binding	14/101	460/3981	0.273488488373851	ANXA11/ATP6V0D1/CTSS/HLA-DRA/HLA-DRB5/ITGB2/MICAL1/MRPS27/MYO1F/NCLN/PPIB/SEC61A1/SORL1/SYNE3	14
GO:0000149	GO:0000149	SNARE binding	2/101	41/3981	0.2792198338666	STX7/VAMP8	2
GO:0017124	GO:0017124	SH3 domain binding	2/101	41/3981	0.2792198338666	ARHGAP1/MICAL1	2
GO:0044183	GO:0044183	protein folding chaperone	2/101	41/3981	0.2792198338666	HSP90B1/TRAP1	2
GO:0016853	GO:0016853	isomerase activity	3/101	73/3981	0.28237525917814	PPIB/RPE/TBXAS1	3
GO:0005215	GO:0005215	transporter activity	7/101	210/3981	0.282774025142733	ABCD1/ATP6V0D1/GM2A/NPC1/SEC61A1/SLC38A10/TSPO	7
GO:0015932	GO:0015932	nucleobase-containing compound transmembrane transporter activity	1/101	13/3981	0.284364045527567	ABCD1	1
GO:0022884	GO:0022884	macromolecule transmembrane transporter activity	1/101	13/3981	0.284364045527567	SEC61A1	1
GO:0098631	GO:0098631	cell adhesion mediator activity	1/101	13/3981	0.284364045527567	S100A11	1
GO:0001216	GO:0001216	DNA-binding transcription activator activity	2/101	43/3981	0.298190822318427	CEBPB/MAFG	2
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	2/101	43/3981	0.298190822318427	CEBPB/MAFG	2
GO:0051537	GO:0051537	2 iron, 2 sulfur cluster binding	1/101	14/3981	0.302579577634854	ISCA2	1
GO:0051015	GO:0051015	actin filament binding	3/101	76/3981	0.303354243254111	MICAL1/MYO1F/SYNE3	3
GO:0004540	GO:0004540	ribonuclease activity	2/101	44/3981	0.307651598497445	PARN/RNASE2	2
GO:0005516	GO:0005516	calmodulin binding	2/101	45/3981	0.31708895898857	MYO1F/NDUFAF4	2
GO:0019843	GO:0019843	rRNA binding	2/101	45/3981	0.31708895898857	MRPS27/MRPS6	2
GO:0005096	GO:0005096	GTPase activator activity	3/101	78/3981	0.317388465730995	ARHGAP1/ARHGAP4/RP2	3
GO:0043028	GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process	1/101	15/3981	0.320335933233261	CTSS	1
GO:0070325	GO:0070325	lipoprotein particle receptor binding	1/101	15/3981	0.320335933233261	HSP90B1	1
GO:0140318	GO:0140318	protein transporter activity	1/101	15/3981	0.320335933233261	SEC61A1	1
GO:0003924	GO:0003924	GTPase activity	4/101	113/3981	0.322038270963777	ARL8A/GNG5/RAB27A/RAB5B	4
GO:0051787	GO:0051787	misfolded protein binding	1/101	16/3981	0.337644574368773	DNAJB11	1
GO:0005509	GO:0005509	calcium ion binding	4/101	116/3981	0.339523444002405	ANXA11/DYSF/EDEM3/HSP90B1	4
GO:0042803	GO:0042803	protein homodimerization activity	7/101	226/3981	0.349012978073089	ABCD1/CEBPB/GLB1/NAGA/RPE/S100A11/TYROBP	7
GO:0016922	GO:0016922	nuclear receptor binding	2/101	49/3981	0.35451071583875	CEBPB/HMGA1	2
GO:0004620	GO:0004620	phospholipase activity	1/101	17/3981	0.354516679788383	PLD3	1
GO:0004175	GO:0004175	endopeptidase activity	3/101	84/3981	0.359509038463113	CTSS/CTSZ/NCSTN	3
GO:0004536	GO:0004536	deoxyribonuclease activity	1/101	18/3981	0.370963151872483	PLD3	1
GO:0017022	GO:0017022	myosin binding	1/101	18/3981	0.370963151872483	RAB27A	1
GO:0031593	GO:0031593	polyubiquitin modification-dependent protein binding	1/101	18/3981	0.370963151872483	WDR81	1
GO:0008234	GO:0008234	cysteine-type peptidase activity	2/101	51/3981	0.372966339169047	CTSS/CTSZ	2
GO:0001046	GO:0001046	core promoter sequence-specific DNA binding	1/101	19/3981	0.386994623399326	CEBPB	1
GO:0004521	GO:0004521	RNA endonuclease activity	1/101	19/3981	0.386994623399326	RNASE2	1
GO:0005261	GO:0005261	monoatomic cation channel activity	1/101	19/3981	0.386994623399326	SEC61A1	1
GO:0008194	GO:0008194	UDP-glycosyltransferase activity	1/101	19/3981	0.386994623399326	COLGALT1	1
GO:0015085	GO:0015085	calcium ion transmembrane transporter activity	1/101	19/3981	0.386994623399326	SEC61A1	1
GO:0016790	GO:0016790	thiolester hydrolase activity	1/101	19/3981	0.386994623399326	ABCD1	1
GO:0019829	GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	1/101	19/3981	0.386994623399326	ATP6V0D1	1
GO:0043531	GO:0043531	ADP binding	1/101	19/3981	0.386994623399326	ABCD1	1
GO:0003730	GO:0003730	mRNA 3'-UTR binding	2/101	54/3981	0.40024905223768	LRPPRC/PARN	2
GO:0003774	GO:0003774	cytoskeletal motor activity	1/101	20/3981	0.402621464145583	MYO1F	1
GO:0005342	GO:0005342	organic acid transmembrane transporter activity	1/101	20/3981	0.402621464145583	SLC38A10	1
GO:0046943	GO:0046943	carboxylic acid transmembrane transporter activity	1/101	20/3981	0.402621464145583	SLC38A10	1
GO:0098772	GO:0098772	molecular function regulator activity	13/101	471/3981	0.417462652271648	ARHGAP1/ARHGAP4/CTSS/GM2A/HMGA1/MGST2/MOB3A/RAB27A/RAB5B/RP2/STX7/VAMP8/WDR81	13
GO:0000175	GO:0000175	3'-5'-RNA exonuclease activity	1/101	21/3981	0.417853787326925	PARN	1
GO:0016298	GO:0016298	lipase activity	1/101	21/3981	0.417853787326925	PLD3	1
GO:0016504	GO:0016504	peptidase activator activity	1/101	21/3981	0.417853787326925	CTSS	1
GO:0030674	GO:0030674	protein-macromolecule adaptor activity	4/101	131/3981	0.42687216953141	NCSTN/STX7/SYNE3/VAMP8	4
GO:0019207	GO:0019207	kinase regulator activity	2/101	57/3981	0.426978364041388	MOB3A/WDR81	2
GO:0003755	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	1/101	22/3981	0.432701455882476	PPIB	1
GO:0004252	GO:0004252	serine-type endopeptidase activity	1/101	22/3981	0.432701455882476	CTSS	1
GO:0008080	GO:0008080	N-acetyltransferase activity	1/101	22/3981	0.432701455882476	HGSNAT	1
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	1/101	22/3981	0.432701455882476	MGST2	1
GO:0016896	GO:0016896	RNA exonuclease activity, producing 5'-phosphomonoesters	1/101	22/3981	0.432701455882476	PARN	1
GO:0043021	GO:0043021	ribonucleoprotein complex binding	3/101	95/3981	0.435549750699331	MRPS27/NCLN/SEC61A1	3
GO:0005198	GO:0005198	structural molecule activity	7/101	248/3981	0.442423479387829	HMGA1/MRPS15/MRPS16/MRPS2/MRPS34/MRPS6/RPL13	7
GO:0140677	GO:0140677	molecular function activator activity	8/101	287/3981	0.445060510183037	ARHGAP1/ARHGAP4/CTSS/GM2A/HMGA1/MGST2/MOB3A/RP2	8
GO:0004532	GO:0004532	exoribonuclease activity	1/101	23/3981	0.447174088606868	PARN	1
GO:0016859	GO:0016859	cis-trans isomerase activity	1/101	23/3981	0.447174088606868	PPIB	1
GO:0030374	GO:0030374	nuclear receptor coactivator activity	1/101	23/3981	0.447174088606868	HMGA1	1
GO:0000978	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	3/101	97/3981	0.44906191032114	CEBPB/HMGA1/MAFG	3
GO:0031072	GO:0031072	heat shock protein binding	2/101	60/3981	0.453085991359841	ITGB2/LMAN2	2
GO:0031267	GO:0031267	small GTPase binding	3/101	98/3981	0.45577105291532	ARHGAP1/MICAL1/SORL1	3
GO:0005048	GO:0005048	signal sequence binding	1/101	24/3981	0.461281066133575	SEC61A1	1
GO:0016836	GO:0016836	hydro-lyase activity	1/101	24/3981	0.461281066133575	TBXAS1	1
GO:0008233	GO:0008233	peptidase activity	4/101	138/3981	0.466829794396384	CTSS/CTSZ/NCSTN/SCPEP1	4
GO:0016410	GO:0016410	N-acyltransferase activity	1/101	25/3981	0.475031536773077	HGSNAT	1
GO:0005525	GO:0005525	GTP binding	4/101	141/3981	0.483669416142633	ARL8A/RAB27A/RAB5B/RP2	4
GO:0060090	GO:0060090	molecular adaptor activity	5/101	180/3981	0.484263466271334	HMGA1/NCSTN/STX7/SYNE3/VAMP8	5
GO:0008408	GO:0008408	3'-5' exonuclease activity	1/101	26/3981	0.488434422209356	PARN	1
GO:0070851	GO:0070851	growth factor receptor binding	1/101	26/3981	0.488434422209356	NCSTN	1
GO:0000987	GO:0000987	cis-regulatory region sequence-specific DNA binding	3/101	104/3981	0.495288172036731	CEBPB/HMGA1/MAFG	3
GO:0019001	GO:0019001	guanyl nucleotide binding	4/101	144/3981	0.500304335746224	ARL8A/RAB27A/RAB5B/RP2	4
GO:0032561	GO:0032561	guanyl ribonucleotide binding	4/101	144/3981	0.500304335746224	ARL8A/RAB27A/RAB5B/RP2	4
GO:0016747	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	2/101	67/3981	0.511296681151496	ACAT1/HGSNAT	2
GO:0016835	GO:0016835	carbon-oxygen lyase activity	1/101	28/3981	0.514232024290068	TBXAS1	1
GO:0016860	GO:0016860	intramolecular oxidoreductase activity	1/101	28/3981	0.514232024290068	TBXAS1	1
GO:0048029	GO:0048029	monosaccharide binding	1/101	28/3981	0.514232024290068	LMAN2	1
GO:0019900	GO:0019900	kinase binding	6/101	228/3981	0.524557631195256	CEBPB/ITGB2/LYST/MICAL1/PARN/TRAP1	6
GO:0000049	GO:0000049	tRNA binding	1/101	30/3981	0.538740921182199	MRPS27	1
GO:0001217	GO:0001217	DNA-binding transcription repressor activity	1/101	30/3981	0.538740921182199	CEBPB	1
GO:0001221	GO:0001221	transcription coregulator binding	1/101	30/3981	0.538740921182199	HMGA1	1
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	1/101	30/3981	0.538740921182199	CEBPB	1
GO:0051020	GO:0051020	GTPase binding	3/101	111/3981	0.539562071595393	ARHGAP1/MICAL1/SORL1	3
GO:0003714	GO:0003714	transcription corepressor activity	2/101	71/3981	0.542719724272906	CREG1/RCOR1	2
GO:0000977	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	3/101	114/3981	0.557861740977552	CEBPB/HMGA1/MAFG	3
GO:0022890	GO:0022890	inorganic cation transmembrane transporter activity	2/101	73/3981	0.557905873145475	ATP6V0D1/SEC61A1	2
GO:0017111	GO:0017111	ribonucleoside triphosphate phosphatase activity	7/101	277/3981	0.561819834546047	ABCD1/ARL8A/GNG5/HSP90B1/RAB27A/RAB5B/TRAP1	7
GO:0030295	GO:0030295	protein kinase activator activity	1/101	32/3981	0.562024877642038	MOB3A	1
GO:0016491	GO:0016491	oxidoreductase activity	7/101	278/3981	0.565757688753423	ACAD9/EPX/ETFDH/HSD17B11/MGST2/MICAL1/TBXAS1	7
GO:0008324	GO:0008324	monoatomic cation transmembrane transporter activity	2/101	75/3981	0.572735931577357	ATP6V0D1/SEC61A1	2
GO:0005216	GO:0005216	monoatomic ion channel activity	1/101	33/3981	0.573226571072819	SEC61A1	1
GO:0046873	GO:0046873	metal ion transmembrane transporter activity	1/101	33/3981	0.573226571072819	SEC61A1	1
GO:0019209	GO:0019209	kinase activator activity	1/101	34/3981	0.584144533666954	MOB3A	1
GO:0051117	GO:0051117	ATPase binding	1/101	34/3981	0.584144533666954	NCSTN	1
GO:0016746	GO:0016746	acyltransferase activity	2/101	77/3981	0.587207139117268	ACAT1/HGSNAT	2
GO:0016788	GO:0016788	hydrolase activity, acting on ester bonds	5/101	202/3981	0.588576280290575	ABCD1/GNS/PARN/PLD3/RNASE2	5
GO:0004519	GO:0004519	endonuclease activity	1/101	35/3981	0.594785882058046	RNASE2	1
GO:0005178	GO:0005178	integrin binding	1/101	35/3981	0.594785882058046	ITGB2	1
GO:0070063	GO:0070063	RNA polymerase binding	1/101	35/3981	0.594785882058046	PPIB	1
GO:0019901	GO:0019901	protein kinase binding	5/101	206/3981	0.606329603398771	ITGB2/LYST/MICAL1/PARN/TRAP1	5
GO:0015399	GO:0015399	primary active transmembrane transporter activity	2/101	81/3981	0.615067638157385	ABCD1/ATP6V0D1	2
GO:0046982	GO:0046982	protein heterodimerization activity	2/101	81/3981	0.615067638157385	ABCD1/CEBPB	2
GO:0005126	GO:0005126	cytokine receptor binding	1/101	37/3981	0.615266323393486	TRAP1	1
GO:0005539	GO:0005539	glycosaminoglycan binding	1/101	37/3981	0.615266323393486	GNS	1
GO:0046983	GO:0046983	protein dimerization activity	7/101	291/3981	0.61546245195021	ABCD1/CEBPB/GLB1/NAGA/RPE/S100A11/TYROBP	7
GO:0015318	GO:0015318	inorganic molecular entity transmembrane transporter activity	2/101	82/3981	0.621807222953471	ATP6V0D1/SEC61A1	2
GO:0042826	GO:0042826	histone deacetylase binding	1/101	38/3981	0.625118783164595	CEBPB	1
GO:0000981	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	2/101	83/3981	0.628456774191555	CEBPB/MAFG	2
GO:0015267	GO:0015267	channel activity	1/101	39/3981	0.634721370762966	SEC61A1	1
GO:0022803	GO:0022803	passive transmembrane transporter activity	1/101	39/3981	0.634721370762966	SEC61A1	1
GO:0016462	GO:0016462	pyrophosphatase activity	7/101	298/3981	0.640968561860823	ABCD1/ARL8A/GNG5/HSP90B1/RAB27A/RAB5B/TRAP1	7
GO:0016817	GO:0016817	hydrolase activity, acting on acid anhydrides	7/101	298/3981	0.640968561860823	ABCD1/ARL8A/GNG5/HSP90B1/RAB27A/RAB5B/TRAP1	7
GO:0016818	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	7/101	298/3981	0.640968561860823	ABCD1/ARL8A/GNG5/HSP90B1/RAB27A/RAB5B/TRAP1	7
GO:0016758	GO:0016758	hexosyltransferase activity	1/101	40/3981	0.644080361517137	COLGALT1	1
GO:0044325	GO:0044325	transmembrane transporter binding	1/101	40/3981	0.644080361517137	TSPO	1
GO:0003779	GO:0003779	actin binding	3/101	130/3981	0.647854933455259	MICAL1/MYO1F/SYNE3	3
GO:0008289	GO:0008289	lipid binding	5/101	216/3981	0.648789704958421	ANXA11/DYSF/ERLIN1/NPC1/TSPO	5
GO:0003700	GO:0003700	DNA-binding transcription factor activity	2/101	87/3981	0.654159016716113	CEBPB/MAFG	2
GO:0044389	GO:0044389	ubiquitin-like protein ligase binding	3/101	132/3981	0.658159919201847	CEBPB/ERLIN1/LRPPRC	3
GO:0015078	GO:0015078	proton transmembrane transporter activity	1/101	44/3981	0.679200481033051	ATP6V0D1	1
GO:0030695	GO:0030695	GTPase regulator activity	3/101	137/3981	0.682982845400208	ARHGAP1/ARHGAP4/RP2	3
GO:0060589	GO:0060589	nucleoside-triphosphatase regulator activity	3/101	137/3981	0.682982845400208	ARHGAP1/ARHGAP4/RP2	3
GO:0031490	GO:0031490	chromatin DNA binding	1/101	45/3981	0.687430288352244	CEBPB	1
GO:0022857	GO:0022857	transmembrane transporter activity	4/101	184/3981	0.694942318883692	ABCD1/ATP6V0D1/SEC61A1/SLC38A10	4
GO:0015075	GO:0015075	monoatomic ion transmembrane transporter activity	2/101	95/3981	0.701339021229881	ATP6V0D1/SEC61A1	2
GO:0015631	GO:0015631	tubulin binding	2/101	96/3981	0.706850042613238	ARL8A/LRPPRC	2
GO:0019904	GO:0019904	protein domain specific binding	5/101	237/3981	0.72829854606279	ARHGAP1/GNG5/MICAL1/RAB27A/SCAMP1	5
GO:0140657	GO:0140657	ATP-dependent activity	5/101	237/3981	0.72829854606279	ABCD1/ATP6V0D1/HSP90B1/MYO1F/TRAP1	5
GO:0030234	GO:0030234	enzyme regulator activity	8/101	368/3981	0.729507989565921	ARHGAP1/ARHGAP4/CTSS/GM2A/MGST2/MOB3A/RP2/WDR81	8
GO:0016651	GO:0016651	oxidoreductase activity, acting on NAD(P)H	1/101	51/3981	0.732597826413256	MICAL1	1
GO:0019887	GO:0019887	protein kinase regulator activity	1/101	51/3981	0.732597826413256	MOB3A	1
GO:0022853	GO:0022853	active monoatomic ion transmembrane transporter activity	1/101	51/3981	0.732597826413256	ATP6V0D1	1
