	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
hsa04015	hsa04015	Rap1 signaling pathway	1/63	210/8586	0.791072571111862	1398	1
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	1/63	212/8586	0.79420382884607	1398	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/63	223/8586	0.810617766864094	292	1
hsa05163	hsa05163	Human cytomegalovirus infection	1/63	225/8586	0.813460490581334	1398	1
hsa04810	hsa04810	Regulation of actin cytoskeleton	1/63	229/8586	0.819020538481916	1398	1
hsa05171	hsa05171	Coronavirus disease - COVID-19	1/63	232/8586	0.823083233244092	9349	1
hsa05131	hsa05131	Shigellosis	1/63	247/8586	0.842088364601265	1398	1
hsa04020	hsa04020	Calcium signaling pathway	1/63	253/8586	0.849114595724485	292	1
hsa04010	hsa04010	MAPK signaling pathway	1/63	301/8586	0.895288157447109	1398	1
hsa05206	hsa05206	MicroRNAs in cancer	1/63	310/8586	0.902243426780051	1398	1
hsa05014	hsa05014	Amyotrophic lateral sclerosis	1/63	364/8586	0.935381057861359	55860	1
