A	B
MAR08053	4-hydroxy-tolbutamide[c]
MAR08053	4-hydroxy-tolbutamide[e]
MAR08075	2-hydroxybutyrate[e]
MAR08075	H+[e]
MAR08075	2-hydroxybutyrate[c]
MAR08075	H+[c]
MAR08214	digalactosylceramidesulfate[c]
MAR08214	digalactosylceramidesulfate[e]
MAR08595	limonene[c]
MAR08595	limonene[e]
MAR08597	(-)-trans-carveol[c]
MAR08597	(-)-trans-carveol[e]
MAR08599	perillyl alcohol[c]
MAR08599	perillyl alcohol[e]
MAR08600	(+)-alpha-pinene[c]
MAR08600	(+)-alpha-pinene[e]
MAR08602	alpha-pinene-oxide[c]
MAR08602	alpha-pinene-oxide[e]
MAR08633	ATP[c]
MAR08633	bilirubin-monoglucuronoside[c]
MAR08633	H2O[c]
MAR08633	ADP[c]
MAR08633	bilirubin-monoglucuronoside[e]
MAR08633	H+[c]
MAR08633	Pi[c]
MAR08735	H+[c]
MAR08735	Na+[e]
MAR08735	serine[e]
MAR08735	H+[e]
MAR08735	Na+[c]
MAR08735	serine[c]
MAR09596	chloride[e]
MAR09596	lysine[e]
MAR09596	Na+[e]
MAR09596	chloride[c]
MAR09596	lysine[c]
MAR09596	Na+[c]
MAR09599	chloride[e]
MAR09599	cysteine[e]
MAR09599	Na+[e]
MAR09599	chloride[c]
MAR09599	cysteine[c]
MAR09599	Na+[c]
MAR09605	alanine[e]
MAR09605	H+[c]
MAR09605	Na+[e]
MAR09605	alanine[c]
MAR09605	H+[e]
MAR09605	Na+[c]
MAR09606	glycine[e]
MAR09606	H+[c]
MAR09606	Na+[e]
MAR09606	glycine[c]
MAR09606	H+[e]
MAR09606	Na+[c]
MAR09616	chloride[e]
MAR09616	glycine[e]
MAR09616	Na+[e]
MAR09616	chloride[c]
MAR09616	glycine[c]
MAR09616	Na+[c]
MAR04754	protoporphyrinogen IX[c]
MAR04754	protoporphyrinogen IX[m]
MAR04756	protoporphyrin[c]
MAR04756	protoporphyrin[m]
MAR04760	heme[c]
MAR04760	heme[m]
MAR05420	Fe2+[c]
MAR05420	Fe2+[m]
MAR08627	N-acetyl-L-aspartate[m]
MAR08627	N-acetyl-L-aspartate[c]
MAR01095	H+[c]
MAR01095	H+[n]
MAR04274	deamido-NAD[c]
MAR04274	deamido-NAD[n]
MAR04275	nicotinate ribonucleotide[c]
MAR04275	nicotinate ribonucleotide[n]
MAR05422	PPi[c]
MAR05422	PPi[n]
MAR05423	CTP[c]
MAR05423	CTP[n]
MAR05424	N-acetylneuraminate[c]
MAR05424	N-acetylneuraminate[n]
MAR07786	ATP[c]
MAR07786	ATP[n]
MAR07766	SAM[c]
MAR07766	SAM[r]
MAR08347	L-gulono-1,4-lactone[c]
MAR08347	L-gulono-1,4-lactone[r]
MAR08350	D-glucurono-6,3-lactone[c]
MAR08350	D-glucurono-6,3-lactone[r]
MAR09041	lysine[e]
MAR09048	O2[e]
MAR09069	serine[e]
MAR09084	ethanolamine[e]
MAR09100	5-formyl-THF[e]
MAR09103	H2S[e]
MAR09110	biocytin[e]
MAR09133	pyruvate[e]
MAR09148	iodide[e]
MAR09163	leukotriene F4[e]
MAR09168	glucosamine[e]
MAR09223	4-hydroxy-debrisoquine[e]
MAR09226	4-hydroxy-tolbutamide[e]
MAR09266	alpha-pinene-oxide[e]
MAR09267	(+)-alpha-pinene[e]
MAR09277	(-)-trans-carveol[e]
MAR09283	glycochenodeoxycholate[e]
MAR09284	taurochenodeoxycholate[e]
MAR09299	debrisoquin[e]
MAR09357	6-hydroxypaclitaxel[e]
MAR09369	limonene[e]
MAR09390	perillyl alcohol[e]
MAR09419	paclitaxel[e]
MAR09421	THF[e]
MAR09425	tolbutamide[e]
MAR09426	trehalose[e]
MAR09431	testosterone sulfate[e]
MAR00067	H2O[c]
MAR00067	NAD+[c]
MAR00067	2(S)-pristanal[c]
MAR00067	H+[c]
MAR00067	NADH[c]
MAR00067	pristanic acid[c]
MAR00618	cerotic acid[e]
MAR00619	histamine[e]
MAR00637	nervonic acid[e]
MAR00650	oleate[e]
MAR00714	cholesterol-ester pool[e]
MAR01044	Fe2+[m]
MAR01044	protoporphyrin[m]
MAR01044	H+[m]
MAR01044	heme[m]
MAR01046	Fe2+[c]
MAR01046	H+[i]
MAR01046	Fe2+[m]
MAR01046	H+[m]
MAR01643	O2[m]
MAR01643	protoporphyrinogen IX[m]
MAR01643	H2O[m]
MAR01643	protoporphyrin[m]
MAR01645	2(S)-pristanal[x]
MAR01645	2(S)-pristanal[c]
MAR01648	pristanic acid[x]
MAR01648	pristanic acid[c]
MAR01812	H2O[c]
MAR01812	trehalose[c]
MAR01812	glucose[c]
MAR02027	cysteine[c]
MAR02027	H2O[c]
MAR02027	H+[c]
MAR02027	H2S[c]
MAR02027	NH4+[c]
MAR02027	pyruvate[c]
MAR03045	H2O[e]
MAR03045	neuromedin N[e]
MAR03045	leucine[e]
MAR03045	neuromedin N(1-4)[e]
MAR04150	tauroursodeoxycholate[e]
MAR04151	glycoursodeoxycholate[e]
MAR04173	ursodeoxycholate[e]
MAR04181	sulfotaurolithocholate[e]
MAR04359	neuromedin N(1-4)[e]
MAR06887	cysteine[e]
MAR06887	H+[c]
MAR06887	Na+[e]
MAR06887	cysteine[c]
MAR06887	H+[e]
MAR06887	Na+[c]
MAR07194	chloride[e]
MAR07194	Na+[e]
MAR07194	proline[e]
MAR07194	chloride[c]
MAR07194	Na+[c]
MAR07194	proline[c]
MAR08958	S-Sulfo-L-Cysteine[e]
MAR08993	cysteine[c]
MAR08993	H+[c]
MAR08993	sulfite[c]
MAR08993	S-Sulfo-L-Cysteine[c]
MAR08994	S-Sulfo-L-Cysteine[c]
MAR08994	S-Sulfo-L-Cysteine[e]
MAR09846	L-cystathionine[e]
MAR09937	4-androstene-3,17-dione[c]
MAR09937	H+[c]
MAR09937	NADPH[c]
MAR09937	O2[c]
MAR09937	H2O[c]
MAR09937	NADP+[c]
MAR09937	19-Hydroxyandrost-4-Ene-3,17-Dione[c]
MAR10005	19-Hydroxyandrost-4-Ene-3,17-Dione[c]
MAR10005	19-Hydroxyandrost-4-Ene-3,17-Dione[e]
MAR10160	N-acetyl-L-asparagine[c]
MAR10160	N-acetyl-L-asparagine[e]
MAR10202	SAM[e]
MAR10203	19-Hydroxyandrost-4-Ene-3,17-Dione[e]
MAR10223	N-acetyl-L-asparagine[e]
MAR10242	N-formimino-L-glutamate[e]
MAR10264	N-acetyl-L-aspartate[e]
MAR10355	N-formimino-L-glutamate[c]
MAR10355	N-formimino-L-glutamate[e]
MAR10390	Na+[c]
MAR10390	N-acetyl-L-aspartate[c]
MAR10390	Na+[e]
MAR10390	N-acetyl-L-aspartate[e]
MAR10447	PAPS[c]
MAR10447	Chenodeoxycholate[c]
MAR10447	H+[c]
MAR10447	PAP[c]
MAR10447	sulfochenodeoxycholate[c]
MAR10481	trehalose[e]
MAR10481	trehalose[c]
MAR11316	O2[c]
MAR11316	protoporphyrinogen IX[c]
MAR11316	H2O[c]
MAR11316	protoporphyrin[c]
MAR11348	N-acetylneuraminate[e]
MAR11390	7-Ketolithocholate[e]
MAR11648	ATP[c]
MAR11648	digalactosylceramidesulfate[c]
MAR11648	H2O[c]
MAR11648	ADP[c]
MAR11648	digalactosylceramidesulfate[e]
MAR11648	H+[c]
MAR11648	Pi[c]
MAR11696	ATP[c]
MAR11696	H2O[c]
MAR11696	Sm (D18:0/24:1), Sphingomyelin[c]
MAR11696	ADP[c]
MAR11696	H+[c]
MAR11696	Pi[c]
MAR11696	Sm (D18:0/24:1), Sphingomyelin[e]
MAR11698	ATP[c]
MAR11698	H2O[c]
MAR11698	Sm (D18:1/14:0), Sphingomyelin[c]
MAR11698	ADP[c]
MAR11698	H+[c]
MAR11698	Pi[c]
MAR11698	Sm (D18:1/14:0), Sphingomyelin[e]
MAR11700	ATP[c]
MAR11700	H2O[c]
MAR11700	Sm (D18:1/15:0), Sphingomyelin[c]
MAR11700	ADP[c]
MAR11700	H+[c]
MAR11700	Pi[c]
MAR11700	Sm (D18:1/15:0), Sphingomyelin[e]
MAR11702	ATP[c]
MAR11702	H2O[c]
MAR11702	Sm (D18:1/16:0), Sphingomyelin[c]
MAR11702	ADP[c]
MAR11702	H+[c]
MAR11702	Pi[c]
MAR11702	Sm (D18:1/16:0), Sphingomyelin[e]
MAR11704	ATP[c]
MAR11704	H2O[c]
MAR11704	Sm (D18:1/16:1), Sphingomyelin[c]
MAR11704	ADP[c]
MAR11704	H+[c]
MAR11704	Pi[c]
MAR11704	Sm (D18:1/16:1), Sphingomyelin[e]
MAR11706	ATP[c]
MAR11706	H2O[c]
MAR11706	Sm (D18:1/17:0), Sphingomyelin[c]
MAR11706	ADP[c]
MAR11706	H+[c]
MAR11706	Pi[c]
MAR11706	Sm (D18:1/17:0), Sphingomyelin[e]
MAR11708	ATP[c]
MAR11708	H2O[c]
MAR11708	Sm (D18:1/18:0), Sphingomyelin[c]
MAR11708	ADP[c]
MAR11708	H+[c]
MAR11708	Pi[c]
MAR11708	Sm (D18:1/18:0), Sphingomyelin[e]
MAR11710	ATP[c]
MAR11710	H2O[c]
MAR11710	Sm (D18:1/18:1), Sphingomyelin[c]
MAR11710	ADP[c]
MAR11710	H+[c]
MAR11710	Pi[c]
MAR11710	Sm (D18:1/18:1), Sphingomyelin[e]
MAR11712	ATP[c]
MAR11712	H2O[c]
MAR11712	Sm (D18:1/20:0), Sphingomyelin[c]
MAR11712	ADP[c]
MAR11712	H+[c]
MAR11712	Pi[c]
MAR11712	Sm (D18:1/20:0), Sphingomyelin[e]
MAR11714	ATP[c]
MAR11714	H2O[c]
MAR11714	Sm (D18:1/20:1), Sphingomyelin[c]
MAR11714	ADP[c]
MAR11714	H+[c]
MAR11714	Pi[c]
MAR11714	Sm (D18:1/20:1), Sphingomyelin[e]
MAR11716	ATP[c]
MAR11716	H2O[c]
MAR11716	Sm (D18:1/21:0), Sphingomyelin[c]
MAR11716	ADP[c]
MAR11716	H+[c]
MAR11716	Pi[c]
MAR11716	Sm (D18:1/21:0), Sphingomyelin[e]
MAR11718	ATP[c]
MAR11718	H2O[c]
MAR11718	Sm (D18:1/22:0), Sphingomyelin[c]
MAR11718	ADP[c]
MAR11718	H+[c]
MAR11718	Pi[c]
MAR11718	Sm (D18:1/22:0), Sphingomyelin[e]
MAR11720	ATP[c]
MAR11720	H2O[c]
MAR11720	Sm (D18:1/22:1), Sphingomyelin[c]
MAR11720	ADP[c]
MAR11720	H+[c]
MAR11720	Pi[c]
MAR11720	Sm (D18:1/22:1), Sphingomyelin[e]
MAR11722	ATP[c]
MAR11722	H2O[c]
MAR11722	Sm (D18:1/23:0), Sphingomyelin[c]
MAR11722	ADP[c]
MAR11722	H+[c]
MAR11722	Pi[c]
MAR11722	Sm (D18:1/23:0), Sphingomyelin[e]
MAR11724	ATP[c]
MAR11724	H2O[c]
MAR11724	Sm (D18:0/24:0), Sphingomyelin[c]
MAR11724	ADP[c]
MAR11724	H+[c]
MAR11724	Pi[c]
MAR11724	Sm (D18:0/24:0), Sphingomyelin[e]
MAR11726	ATP[c]
MAR11726	H2O[c]
MAR11726	Sm (D18:0/25:0), Sphingomyelin[c]
MAR11726	ADP[c]
MAR11726	H+[c]
MAR11726	Pi[c]
MAR11726	Sm (D18:0/25:0), Sphingomyelin[e]
MAR11786	ATP[c]
MAR11786	H2O[c]
MAR11786	protoporphyrin[c]
MAR11786	ADP[c]
MAR11786	H+[c]
MAR11786	Pi[c]
MAR11786	protoporphyrin[e]
MAR11924	picolinic acid[c]
MAR11924	picolinic acid[e]
MAR11925	picolinic acid[e]
MAR11939	L-xylulose[c]
MAR11939	L-xylulose[e]
MAR11940	L-xylulose[e]
MAR11954	protoporphyrin[e]
MAR12014	H2O[e]
MAR12014	5-S-glutathionyl-L-dopa[e]
MAR12014	glutamate[e]
MAR12014	5-S-Cysteinylglycine Dopa[e]
MAR12074	H2O[e]
MAR12074	GD3[e]
MAR12074	N-acetylneuraminate[e]
MAR12074	GM3[e]
MAR12129	5-S-glutathionyl-L-dopa[e]
MAR12130	5-S-Cysteinylglycine Dopa[e]
MAR12143	HCO3-[c]
MAR12143	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[e]
MAR12143	HCO3-[e]
MAR12143	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[c]
MAR12144	Na+[e]
MAR12144	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[e]
MAR12144	Na+[c]
MAR12144	12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[c]
MAR12148	HCO3-[c]
MAR12148	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[e]
MAR12148	HCO3-[e]
MAR12148	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c]
MAR12149	Na+[e]
MAR12149	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[e]
MAR12149	Na+[c]
MAR12149	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c]
MAR12151	HCO3-[c]
MAR12151	3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[e]
MAR12151	HCO3-[e]
MAR12151	3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c]
MAR12152	Na+[e]
MAR12152	3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[e]
MAR12152	Na+[c]
MAR12152	3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c]
MAR12155	HCO3-[c]
MAR12155	3-dehydro-Deoxycholate[e]
MAR12155	HCO3-[e]
MAR12155	3-dehydro-Deoxycholate[c]
MAR12156	Na+[e]
MAR12156	3-dehydro-Deoxycholate[e]
MAR12156	Na+[c]
MAR12156	3-dehydro-Deoxycholate[c]
MAR12159	HCO3-[c]
MAR12159	3-dehydro-Lithocholate[e]
MAR12159	HCO3-[e]
MAR12159	3-dehydro-Lithocholate[c]
MAR12160	Na+[e]
MAR12160	3-dehydro-Lithocholate[e]
MAR12160	Na+[c]
MAR12160	3-dehydro-Lithocholate[c]
MAR12162	HCO3-[c]
MAR12162	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[e]
MAR12162	HCO3-[e]
MAR12162	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c]
MAR12163	Na+[e]
MAR12163	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[e]
MAR12163	Na+[c]
MAR12163	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c]
MAR12165	HCO3-[c]
MAR12165	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[e]
MAR12165	HCO3-[e]
MAR12165	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c]
MAR12166	Na+[e]
MAR12166	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[e]
MAR12166	Na+[c]
MAR12166	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c]
MAR12172	HCO3-[c]
MAR12172	Cholic acid 3-sulfate[e]
MAR12172	HCO3-[e]
MAR12172	Cholic acid 3-sulfate[c]
MAR12173	cholate[c]
MAR12173	PAPS[c]
MAR12173	H+[c]
MAR12173	PAP[c]
MAR12173	Cholic acid 3-sulfate[c]
MAR12185	HCO3-[c]
MAR12185	Coprostanol[e]
MAR12185	HCO3-[e]
MAR12185	Coprostanol[c]
MAR12186	Na+[e]
MAR12186	Coprostanol[e]
MAR12186	Na+[c]
MAR12186	Coprostanol[c]
MAR12196	HCO3-[c]
MAR12196	Deoxycholic acid 3-sulfate[e]
MAR12196	HCO3-[e]
MAR12196	Deoxycholic acid 3-sulfate[c]
MAR12197	3alpha,12alpha-dihydroxy-5beta-cholanate[c]
MAR12197	PAPS[c]
MAR12197	H+[c]
MAR12197	PAP[c]
MAR12197	Deoxycholic acid 3-sulfate[c]
MAR12206	Cholic acid 3-sulfate[e]
MAR12212	Deoxycholic acid 3-sulfate[e]
MAR12213	Glycocholic acid 3-sulfate[e]
MAR12215	Glycodeoxycholic acid 3-sulfate[e]
MAR12216	Glycoursodeoxycholic acid 3-sulfate[e]
MAR12226	Lithocholic acid 3-sulfate[e]
MAR12227	Taurocholic acid 3-sulfate[e]
MAR12231	Tauroursodeoxycholic acid 3-sulfate[e]
MAR12233	Ursodeoxycholic acid 3-sulfate[e]
MAR12235	HCO3-[c]
MAR12235	Glycocholic acid 3-sulfate[e]
MAR12235	HCO3-[e]
MAR12235	Glycocholic acid 3-sulfate[c]
MAR12236	glycocholate[c]
MAR12236	PAPS[c]
MAR12236	H+[c]
MAR12236	PAP[c]
MAR12236	Glycocholic acid 3-sulfate[c]
MAR12241	HCO3-[c]
MAR12241	Glycodeoxycholic acid 3-sulfate[e]
MAR12241	HCO3-[e]
MAR12241	Glycodeoxycholic acid 3-sulfate[c]
MAR12242	glycodeoxycholate[c]
MAR12242	PAPS[c]
MAR12242	H+[c]
MAR12242	PAP[c]
MAR12242	Glycodeoxycholic acid 3-sulfate[c]
MAR12244	HCO3-[c]
MAR12244	Glycoursodeoxycholic acid 3-sulfate[e]
MAR12244	HCO3-[e]
MAR12244	Glycoursodeoxycholic acid 3-sulfate[c]
MAR12245	glycoursodeoxycholate[c]
MAR12245	PAPS[c]
MAR12245	H+[c]
MAR12245	PAP[c]
MAR12245	Glycoursodeoxycholic acid 3-sulfate[c]
MAR12263	HCO3-[c]
MAR12263	Hyocholic acid; gamma-Muricholate[e]
MAR12263	HCO3-[e]
MAR12263	Hyocholic acid; gamma-Muricholate[c]
MAR12264	Na+[e]
MAR12264	Hyocholic acid; gamma-Muricholate[e]
MAR12264	Na+[c]
MAR12264	Hyocholic acid; gamma-Muricholate[c]
MAR12267	HCO3-[c]
