A	B
MAR05401	Pi[c]
MAR05401	glucose-1-phosphate[c]
MAR05401	glycogenin[c]
MAR08568	H2O[c]
MAR08568	maltodecaose[c]
MAR08568	fructose[c]
MAR08568	maltononaose[c]
MAR08570	H2O[c]
MAR08570	maltononaose[c]
MAR08570	fructose[c]
MAR08570	maltoheptaose[c]
MAR08572	H2O[c]
MAR08572	maltoheptaose[c]
MAR08572	fructose[c]
MAR08572	maltohexaose[c]
MAR08574	H2O[c]
MAR08574	maltohexaose[c]
MAR08574	fructose[c]
MAR08574	maltopentaose[c]
MAR08575	H2O[e]
MAR08575	maltohexaose[e]
MAR08575	glucose[e]
MAR08575	maltopentaose[e]
MAR08576	H2O[c]
MAR08576	maltopentaose[c]
MAR08576	fructose[c]
MAR08576	maltotetraose[c]
MAR08577	H2O[e]
MAR08577	maltopentaose[e]
MAR08577	glucose[e]
MAR08577	maltotetraose[e]
MAR08578	H2O[c]
MAR08578	maltotetraose[c]
MAR08578	fructose[c]
MAR08578	maltotriose[c]
MAR08579	H2O[e]
MAR08579	maltotetraose[e]
MAR08579	glucose[e]
MAR08579	maltotriose[e]
MAR08581	H2O[e]
MAR08581	maltotriose[e]
MAR08581	glucose[e]
MAR08581	maltose[e]
MAR08591	H2O[c]
MAR08591	maltotriose[c]
MAR08591	glucose[c]
MAR08591	maltose[c]
MAR08592	H2O[l]
MAR08592	maltotriose[l]
MAR08592	glucose[l]
MAR08592	maltose[l]
MAR08580	H2O[c]
MAR08580	maltotriose[c]
MAR08580	fructose[c]
MAR08580	maltose[c]
MAR08582	H2O[c]
MAR08582	maltose[c]
MAR08582	fructose[c]
MAR08587	H2O[c]
MAR08587	maltose[c]
MAR08587	glucose[c]
MAR08589	H2O[l]
MAR08589	maltose[l]
MAR08589	glucose[l]
MAR08583	H2O[e]
MAR08583	starch structure 1[e]
MAR08583	glucose[e]
MAR08583	starch structure 2[e]
MAR03944	glucose-1-phosphate[c]
MAR03944	H+[c]
MAR03944	UTP[c]
MAR03944	PPi[c]
MAR03944	UDP-glucose[c]
MAR04130	ATP[c]
MAR04130	galactose[c]
MAR04130	ADP[c]
MAR04130	alpha-D-galactose-1-phosphate[c]
MAR04130	H+[c]
MAR04131	glucose-1-phosphate[c]
MAR04131	UDP-galactose[c]
MAR04131	alpha-D-galactose-1-phosphate[c]
MAR04131	UDP-glucose[c]
MAR04132	galactose-1-phosphate[c]
MAR04132	UDP-glucose[c]
MAR04132	glucose-1-phosphate[c]
MAR04132	UDP-galactose[c]
MAR04414	ATP[c]
MAR04414	galactose[c]
MAR04414	ADP[c]
MAR04414	galactose-1-phosphate[c]
MAR04414	H+[c]
MAR04415	H2O[e]
MAR04415	lactose[e]
MAR04415	galactose[e]
MAR04415	glucose[e]
MAR04831	lactose[e]
MAR04831	NAD+[e]
MAR04831	3-ketolactose[e]
MAR04831	H+[e]
MAR04831	NADH[e]
MAR04832	3-keto-beta-D-galactose[e]
MAR04832	glucose[e]
MAR04832	3-ketolactose[e]
MAR04832	H2O[e]
MAR07674	glucose[g]
MAR07674	UDP-galactose[g]
MAR07674	H+[g]
MAR07674	lactose[g]
MAR07674	UDP[g]
MAR08766	galactose[c]
MAR08766	H+[c]
MAR08766	NADPH[c]
MAR08766	galactitol[c]
MAR08766	NADP+[c]
MAR00454	ATP[c]
MAR00454	glyceraldehyde[c]
MAR00454	ADP[c]
MAR00454	GAP[c]
MAR00454	H+[c]
MAR04399	GDP-mannose[c]
MAR04399	GDP-4-dehydro-6-deoxy-D-mannose[c]
MAR04399	H2O[c]
MAR04400	GDP-4-dehydro-6-deoxy-D-mannose[c]
MAR04400	H+[c]
MAR04400	NADH[c]
MAR04400	GDP-L-fucose[c]
MAR04400	NAD+[c]
MAR08768	GDP-4-dehydro-6-deoxy-D-mannose[c]
MAR08768	H+[c]
MAR08768	NADPH[c]
MAR08768	GDP-L-fucose[c]
MAR08768	NADP+[c]
MAR08353	3-dehydro-L-gulonate[c]
MAR08353	H+[c]
MAR08353	CO2[c]
MAR08353	L-xylulose[c]
MAR04093	acetyl-CoA[c]
MAR04093	H2O[c]
MAR04093	acetate[c]
MAR04093	CoA[c]
MAR04093	H+[c]
MAR04095	acetyl-CoA[m]
MAR04095	H2O[m]
MAR04095	acetate[m]
MAR04095	CoA[m]
MAR04095	H+[m]
MAR04101	GTP[c]
MAR04101	OAA[c]
MAR04101	CO2[c]
MAR04101	GDP[c]
MAR04101	PEP[c]
MAR04103	GTP[m]
MAR04103	OAA[m]
MAR04103	CO2[m]
MAR04103	GDP[m]
MAR04103	PEP[m]
MAR04143	ATP[m]
MAR04143	HCO3-[m]
MAR04143	pyruvate[m]
MAR04143	ADP[m]
MAR04143	H+[m]
MAR04143	OAA[m]
MAR04143	Pi[m]
MAR04193	CDP[c]
MAR04193	H+[c]
MAR04193	PEP[c]
MAR04193	CTP[c]
MAR04193	pyruvate[c]
MAR00153	ATP[c]
MAR00153	CoA[c]
MAR00153	propanoate[c]
MAR00153	AMP[c]
MAR00153	PPi[c]
MAR00153	propanoyl-CoA[c]
MAR04331	AMP[c]
MAR04331	H+[c]
MAR04331	propanoyl-CoA[c]
MAR04331	CoA[c]
MAR04331	propinol adenylate[c]
MAR04459	ATP[c]
MAR04459	H+[c]
MAR04459	propanoate[c]
MAR04459	PPi[c]
MAR04459	propinol adenylate[c]
MAR01436	acetoacetate[c]
MAR01436	ATP[c]
MAR01436	CoA[c]
MAR01436	acetoacetyl-CoA[c]
MAR01436	AMP[c]
MAR01436	PPi[c]
MAR07709	(R)-3-hydroxybutanoyl-CoA[m]
MAR07709	crotonyl-CoA[m]
MAR07709	H2O[m]
MAR04052	ATP[c]
MAR04052	ribose-5-phosphate[c]
MAR04052	AMP[c]
MAR04052	H+[c]
MAR04052	PRPP[c]
MAR04477	D-xylulose-5-phosphate[c]
MAR04477	ribulose-5-phosphate[c]
MAR04710	2-deoxy-D-ribose-1-phosphate[c]
MAR04710	2-deoxy-D-ribose-5-phosphate[c]
MAR08074	ATP[c]
MAR08074	deoxyribose[c]
MAR08074	2-deoxy-D-ribose-5-phosphate[c]
MAR08074	ADP[c]
MAR08074	H+[c]
MAR04000	ATP[c]
MAR04000	cAMP[c]
MAR04000	PPi[c]
MAR04081	AMP[e]
MAR04081	H2O[e]
MAR04081	adenosine[e]
MAR04081	Pi[e]
MAR04014	cAMP[c]
MAR04014	H2O[c]
MAR04014	AMP[c]
MAR04014	H+[c]
MAR04022	GTP[c]
MAR04022	cGMP[c]
MAR04022	PPi[c]
MAR04040	H2O[c]
MAR04040	IMP[c]
MAR04040	NAD+[c]
MAR04040	H+[c]
MAR04040	NADH[c]
MAR04040	xanthosine-5-phosphate[c]
MAR04048	cGMP[c]
MAR04048	H2O[c]
MAR04048	GMP[c]
MAR04048	H+[c]
MAR04168	GTP[c]
MAR04168	H2O[c]
MAR04168	GMP[c]
MAR04168	H+[c]
MAR04168	PPi[c]
MAR04171	GDP[c]
MAR04171	H+[c]
MAR04171	PEP[c]
MAR04171	GTP[c]
MAR04171	pyruvate[c]
MAR04419	GMP[c]
MAR04419	H+[c]
MAR04419	NADPH[c]
MAR04419	IMP[c]
MAR04419	NADP+[c]
MAR04419	NH3[c]
MAR04421	dADP[c]
MAR04421	H+[c]
MAR04421	PEP[c]
MAR04421	dATP[c]
MAR04421	pyruvate[c]
MAR04453	ATP[c]
MAR04453	NH3[c]
MAR04453	xanthosine-5-phosphate[c]
MAR04453	AMP[c]
MAR04453	GMP[c]
MAR04453	H+[c]
MAR04453	PPi[c]
MAR04487	dATP[c]
MAR04487	glucose[c]
MAR04487	dADP[c]
MAR04487	glucose-6-phosphate[c]
MAR04487	H+[c]
MAR04495	glucosamine[c]
MAR04495	ITP[c]
MAR04495	glucosamine-6-phosphate[c]
MAR04495	H+[c]
MAR04495	IDP[c]
MAR04496	dATP[c]
MAR04496	glucosamine[c]
MAR04496	dADP[c]
MAR04496	glucosamine-6-phosphate[c]
MAR04496	H+[c]
MAR04573	dGDP[c]
MAR04573	H+[c]
MAR04573	PEP[c]
MAR04573	dGTP[c]
MAR04573	pyruvate[c]
MAR04611	ATP[c]
MAR04611	thioredoxin[c]
MAR04611	dATP[c]
MAR04611	H2O[c]
MAR04611	oxidized thioredoxin[c]
MAR04695	2-deoxy-D-ribose-1-phosphate[c]
MAR04695	adenine[c]
MAR04695	deoxyadenosine[c]
MAR04695	Pi[c]
MAR05301	GTP[c]
MAR05301	uridine[c]
MAR05301	GDP[c]
MAR05301	H+[c]
MAR05301	UMP[c]
MAR05353	ADP[c]
MAR05353	dGDP[c]
MAR05353	ATP[c]
MAR05353	dGMP[c]
MAR06602	H2O2[c]
MAR06602	urate[c]
MAR06602	alloxan[c]
MAR06602	H+[c]
MAR06602	urea[c]
MAR06603	H2O2[e]
MAR06603	urate[e]
MAR06603	alloxan[e]
MAR06603	H+[e]
MAR06603	urea[e]
MAR07144	ADP-ribose[c]
MAR07144	H2O[c]
MAR07144	AMP[c]
MAR07144	H+[c]
MAR07144	ribose-5-phosphate[c]
MAR04420	ADP[m]
MAR04420	dATP[m]
MAR04420	ATP[m]
MAR04420	dADP[m]
MAR04572	ADP[m]
MAR04572	dGTP[m]
MAR04572	ATP[m]
MAR04572	dGDP[m]
MAR04030	ADP[m]
MAR04030	CTP[m]
MAR04030	ATP[m]
MAR04030	CDP[m]
MAR04673	ADP[c]
MAR04673	dUTP[c]
MAR04673	ATP[c]
MAR04673	dUDP[c]
MAR04675	ATP[m]
MAR04675	dUDP[m]
MAR04675	ADP[m]
MAR04675	dUTP[m]
MAR06614	dADP[c]
MAR06614	dTTP[c]
MAR06614	dATP[c]
MAR06614	dTDP[c]
MAR06615	dADP[m]
MAR06615	dTTP[m]
MAR06615	dATP[m]
MAR06615	dTDP[m]
MAR04635	ADP[c]
MAR04635	dTTP[c]
MAR04635	ATP[c]
MAR04635	dTDP[c]
MAR03969	ITP[c]
MAR03969	uridine[c]
MAR03969	H+[c]
MAR03969	IDP[c]
MAR03969	UMP[c]
MAR04060	H2O[e]
MAR04060	UDP[e]
MAR04060	H+[e]
MAR04060	Pi[e]
MAR04060	UMP[e]
MAR04127	H2O[c]
MAR04127	UDP-glucose[c]
MAR04127	glucose-1-phosphate[c]
MAR04127	H+[c]
MAR04127	UMP[c]
MAR04179	CMP[e]
MAR04179	H2O[e]
MAR04179	cytidine[e]
MAR04179	Pi[e]
MAR04182	cytidine[c]
MAR04182	GTP[c]
MAR04182	CMP[c]
MAR04182	GDP[c]
MAR04182	H+[c]
MAR04183	CDP[e]
MAR04183	H2O[e]
MAR04183	CMP[e]
MAR04183	H+[e]
MAR04183	Pi[e]
MAR04192	CTP[e]
MAR04192	H2O[e]
MAR04192	CDP[e]
MAR04192	H+[e]
MAR04192	Pi[e]
MAR04210	H+[c]
MAR04210	PEP[c]
MAR04210	UDP[c]
MAR04210	pyruvate[c]
MAR04210	UTP[c]
MAR04211	H2O[e]
MAR04211	UTP[e]
MAR04211	H+[e]
MAR04211	PPi[e]
MAR04211	UMP[e]
MAR04579	Pi[c]
MAR04579	uridine[c]
MAR04579	ribose-1-phosphate[c]
MAR04579	uracil[c]
MAR04637	ADP[c]
MAR04637	dTDP[c]
MAR04637	ATP[c]
MAR04637	dTMP[c]
MAR04643	dUTP[m]
MAR04643	H2O[m]
MAR04643	dUMP[m]
MAR04643	H+[m]
MAR04643	PPi[m]
MAR04672	dCTP[c]
MAR04672	H2O[c]
MAR04672	dUTP[c]
MAR04672	NH3[c]
MAR05299	ATP[c]
MAR05299	uridine[c]
MAR05299	ADP[c]
MAR05299	H+[c]
MAR05299	UMP[c]
MAR05352	dUTP[c]
MAR05352	uridine[c]
MAR05352	dUDP[c]
MAR05352	H+[c]
MAR05352	UMP[c]
MAR06612	dADP[m]
MAR06612	dTDP[m]
MAR06612	dATP[m]
MAR06612	dTMP[m]
MAR06621	dUTP[m]
MAR06621	H2O[m]
MAR06621	oxidized thioredoxin[m]
MAR06621	thioredoxin[m]
MAR06621	UTP[m]
MAR06624	deoxyuridine[m]
MAR06624	dGTP[m]
MAR06624	dGDP[m]
MAR06624	dUMP[m]
MAR06624	H+[m]
MAR06627	dTDP[c]
MAR06627	H+[c]
MAR06627	PEP[c]
MAR06627	dTTP[c]
MAR06627	pyruvate[c]
MAR08072	2-deoxy-D-ribose-1-phosphate[c]
MAR08072	H2O[c]
MAR08072	deoxyribose[c]
MAR08072	Pi[c]
MAR08637	cytosine[c]
MAR08637	H2O[c]
MAR08637	NH3[c]
MAR08637	uracil[c]
MAR03966	ATP[m]
MAR03966	H2O[m]
MAR03966	AMP[m]
MAR03966	H+[m]
MAR03966	PPi[m]
MAR03999	ADP[e]
MAR03999	H2O[e]
MAR03999	AMP[e]
MAR03999	H+[e]
MAR03999	Pi[e]
MAR04026	ADP[m]
MAR04026	CDP[m]
MAR04026	ATP[m]
MAR04026	CMP[m]
MAR04061	H2O[e]
MAR04061	UTP[e]
MAR04061	H+[e]
MAR04061	Pi[e]
MAR04061	UDP[e]
MAR04083	adenosine[m]
MAR04083	ATP[m]
MAR04083	ADP[m]
MAR04083	AMP[m]
MAR04083	H+[m]
MAR04640	ATP[m]
MAR04640	dUMP[m]
MAR04640	ADP[m]
MAR04640	dUDP[m]
MAR07160	dATP[c]
MAR07160	dCTP[c]
MAR07160	dGTP[c]
MAR07160	dTTP[c]
MAR07160	DNA[c]
MAR07160	PPi[c]
MAR07161	ATP[c]
MAR07161	CTP[c]
MAR07161	GTP[c]
MAR07161	UTP[c]
MAR07161	PPi[c]
MAR07161	RNA[c]
MAR07163	DNA[c]
MAR07163	H2O[c]
MAR07163	dAMP[c]
MAR07163	dCMP[c]
MAR07163	dGMP[c]
MAR07163	dTMP[c]
MAR07163	H+[c]
MAR07717	H2O[m]
MAR07717	UMP[m]
MAR07717	Pi[m]
MAR07717	uridine[m]
MAR07864	CDP[n]
MAR07864	UDP[n]
MAR07864	CTP[n]
MAR07864	UMP[n]
MAR07868	GDP[n]
MAR07868	UDP[n]
MAR07868	GTP[n]
MAR07868	UMP[n]
MAR07870	dADP[n]
MAR07870	UDP[n]
MAR07870	dATP[n]
MAR07870	UMP[n]
MAR07872	dCDP[n]
MAR07872	UDP[n]
MAR07872	dCTP[n]
MAR07872	UMP[n]
MAR07874	dGDP[n]
MAR07874	UDP[n]
MAR07874	dGTP[n]
MAR07874	UMP[n]
MAR07875	ADP[m]
MAR07875	UDP[m]
MAR07875	ATP[m]
MAR07875	UMP[m]
MAR07883	ADP[m]
MAR07883	UTP[m]
MAR07883	ATP[m]
MAR07883	UDP[m]
MAR07886	ADP[m]
MAR07886	dTTP[m]
MAR07886	ATP[m]
MAR07886	dTDP[m]
MAR07889	ADP[n]
MAR07889	dUTP[n]
MAR07889	ATP[n]
MAR07889	dUDP[n]
MAR07890	ADP[m]
MAR07890	dCTP[m]
MAR07890	ATP[m]
MAR07890	dCDP[m]
MAR08083	cGMP[n]
MAR08083	H2O[n]
MAR08083	GMP[n]
MAR08083	H+[n]
MAR08085	cGMP[g]
MAR08085	H2O[g]
MAR08085	GMP[g]
MAR08085	H+[g]
MAR08087	cAMP[g]
MAR08087	H2O[g]
MAR08087	AMP[g]
MAR08087	H+[g]
MAR08445	ATP[m]
MAR08445	cytidine[m]
MAR08445	ADP[m]
MAR08445	CMP[m]
MAR08445	H+[m]
MAR08449	CDP[n]
MAR08449	dGDP[n]
MAR08449	CMP[n]
MAR08449	dGTP[n]
MAR08451	dCDP[n]
MAR08451	dGDP[n]
MAR08451	dCMP[n]
MAR08451	dGTP[n]
MAR08453	dCDP[n]
MAR08453	dCMP[n]
MAR08453	dCTP[n]
MAR08455	dADP[n]
MAR08455	dCDP[n]
MAR08455	dATP[n]
MAR08455	dCMP[n]
MAR08460	CDP[n]
MAR08460	dCDP[n]
MAR08460	CTP[n]
MAR08460	dCMP[n]
MAR08462	dCDP[n]
MAR08462	GDP[n]
MAR08462	dCMP[n]
MAR08462	GTP[n]
MAR08464	CDP[n]
MAR08464	GDP[n]
MAR08464	CMP[n]
MAR08464	GTP[n]
MAR08466	CDP[n]
MAR08466	CMP[n]
MAR08466	CTP[n]
MAR08470	CDP[n]
MAR08470	dADP[n]
MAR08470	CMP[n]
MAR08470	dATP[n]
MAR08472	CDP[n]
MAR08472	dCDP[n]
MAR08472	CMP[n]
MAR08472	dCTP[n]
MAR08481	dADP[m]
MAR08481	dGDP[m]
MAR08481	dATP[m]
MAR08481	dGMP[m]
MAR08482	H+[m]
MAR08482	NADPH[m]
MAR08482	oxidized thioredoxin[m]
MAR08482	NADP+[m]
MAR08482	thioredoxin[m]
MAR08483	dUTP[n]
MAR08483	H2O[n]
MAR08483	dUMP[n]
MAR08483	H+[n]
MAR08483	PPi[n]
MAR08485	H2O[g]
MAR08485	UDP[g]
MAR08485	H+[g]
MAR08485	Pi[g]
MAR08485	UMP[g]
MAR08487	H2O[e]
MAR08487	UMP[e]
MAR08487	Pi[e]
MAR08487	uridine[e]
MAR08488	H2O[c]
MAR08488	XTP[c]
MAR08488	H+[c]
MAR08488	PPi[c]
MAR08488	xanthosine-5-phosphate[c]
MAR03862	asparagine[m]
MAR03862	H2O[m]
MAR03862	aspartate[m]
MAR03862	H+[m]
MAR03862	NH3[m]
MAR03903	aspartate[c]
MAR03903	ATP[c]
MAR03903	glutamine[c]
MAR03903	H2O[c]
MAR03903	AMP[c]
MAR03903	asparagine[c]
MAR03903	glutamate[c]
MAR03903	H+[c]
MAR03903	PPi[c]
MAR04118	GSSG[c]
MAR04118	H+[c]
MAR04118	NADPH[c]
MAR04118	GSH[c]
MAR04118	NADP+[c]
MAR06969	H2O[c]
MAR06969	N-acetyl-L-asparagine[c]
MAR06969	acetate[c]
MAR06969	asparagine[c]
MAR07641	D-aspartate[x]
MAR07641	H2O[x]
MAR07641	O2[x]
MAR07641	H+[x]
MAR07641	H2O2[x]
MAR07641	NH3[x]
MAR07641	OAA[x]
MAR08626	acetyl-CoA[m]
MAR08626	aspartate[m]
MAR08626	CoA[m]
MAR08626	H+[m]
MAR08626	N-acetyl-L-aspartate[m]
MAR08628	H2O[c]
MAR08628	N-acetyl-L-aspartate[c]
MAR08628	acetate[c]
MAR08628	aspartate[c]
MAR03809	citrulline[m]
MAR03809	H+[m]
MAR03809	Pi[m]
MAR03809	carbamoyl-phosphate[m]
MAR03809	ornithine[m]
MAR04423	H2O[e]
MAR04423	O2[e]
MAR04423	putrescine[e]
MAR04423	4-aminobutanal[e]
MAR04423	H+[e]
MAR04423	H2O2[e]
MAR04423	NH3[e]
MAR04776	AKG[c]
MAR04776	O2[c]
MAR04776	proline[c]
MAR04776	CO2[c]
MAR04776	succinate[c]
MAR04776	trans-4-hydroxy-L-proline[c]
MAR04777	AKG[m]
MAR04777	O2[m]
MAR04777	proline[m]
MAR04777	CO2[m]
MAR04777	succinate[m]
MAR04777	trans-4-hydroxy-L-proline[m]
MAR04778	NAD+[c]
MAR04778	trans-4-hydroxy-L-proline[c]
MAR04778	H+[c]
MAR04778	L-1-pyrroline-3-hydroxy-5-carboxylate[c]
MAR04778	NADH[c]
MAR04779	NAD+[m]
MAR04779	trans-4-hydroxy-L-proline[m]
MAR04779	H+[m]
MAR04779	L-1-pyrroline-3-hydroxy-5-carboxylate[m]
MAR04779	NADH[m]
MAR04780	NADP+[c]
MAR04780	trans-4-hydroxy-L-proline[c]
MAR04780	H+[c]
MAR04780	L-1-pyrroline-3-hydroxy-5-carboxylate[c]
MAR04780	NADPH[c]
MAR04781	NADP+[m]
MAR04781	trans-4-hydroxy-L-proline[m]
MAR04781	H+[m]
MAR04781	L-1-pyrroline-3-hydroxy-5-carboxylate[m]
MAR04781	NADPH[m]
MAR04786	AKG[m]
MAR04786	L-erythro-4-hydroxyglutamate[m]
MAR04786	4-hydroxy-2-oxoglutarate[m]
MAR04786	glutamate[m]
MAR04787	4-hydroxy-2-oxoglutarate[m]
MAR04787	glyoxalate[m]
MAR04787	pyruvate[m]
MAR05384	5-methylthioadenosine[c]
MAR05384	Pi[c]
MAR05384	adenine[c]
MAR05384	methylthioribose-1p[c]
MAR06935	H2O[e]
MAR06935	O2[e]
MAR06935	spermine monoaldehyde[e]
MAR06935	H+[e]
MAR06935	H2O2[e]
MAR06935	NH3[e]
MAR06935	spermine dialdehyde[e]
MAR08097	H+[m]
MAR08097	L-erythro-4-hydroxyglutamate[m]
MAR08097	NADH[m]
MAR08097	H2O[m]
MAR08097	L-4-hydroxyglutamate semialdehyde[m]
MAR08097	NAD+[m]
MAR08098	L-erythro-4-hydroxyglutamate[m]
MAR08098	OAA[m]
MAR08098	4-hydroxy-2-oxoglutarate[m]
MAR08098	aspartate[m]
MAR08603	acetyl-CoA[c]
MAR08603	putrescine[c]
MAR08603	CoA[c]
MAR08603	H+[c]
MAR08603	N-acetylputrescine[c]
MAR08604	H2O[c]
MAR08604	N-acetylputrescine[c]
MAR08604	O2[c]
MAR08604	H+[c]
MAR08604	H2O2[c]
MAR08604	N4-acetylaminobutanal[c]
MAR08604	NH3[c]
MAR08605	H2O[c]
MAR08605	N4-acetylaminobutanal[c]
MAR08605	NAD+[c]
MAR08605	4-acetamidobutanoate[c]
MAR08605	H+[c]
MAR08605	NADH[c]
MAR08606	H2O[c]
MAR08606	O2[c]
MAR08606	putrescine[c]
MAR08606	4-aminobutanal[c]
MAR08606	H+[c]
MAR08606	H2O2[c]
MAR08606	NH3[c]
MAR08610	FAD[c]
MAR08610	proline[c]
MAR08610	1-pyrroline-5-carboxylate[c]
MAR08610	FADH2[c]
MAR08610	H+[c]
MAR03939	2-amino-3-oxoadipate[m]
MAR03939	CoA[m]
MAR03939	glycine[m]
MAR03939	succinyl-CoA[m]
MAR04696	choline[c]
MAR04696	NAD+[c]
MAR04696	betaine_aldehyde[c]
MAR04696	H+[c]
MAR04696	NADH[c]
MAR04697	betaine_aldehyde[c]
MAR04697	H2O[c]
MAR04697	NAD+[c]
MAR04697	betaine[c]
MAR04697	H+[c]
MAR04697	NADH[c]
MAR04698	betaine_aldehyde[c]
MAR04698	H2O[c]
MAR04698	NADP+[c]
MAR04698	betaine[c]
MAR04698	H+[c]
MAR04698	NADPH[c]
MAR04699	betaine[c]
MAR04699	homocysteine[c]
MAR04699	dimethylglycine[c]
MAR04699	methionine[c]
MAR04700	formaldehyde[c]
MAR04700	H+[c]
MAR04700	NADPH[c]
MAR04700	sarcosine[c]
MAR04700	dimethylglycine[c]
MAR04700	H2O[c]
MAR04700	NADP+[c]
MAR08440	betaine_aldehyde[m]
MAR08440	H2O[m]
MAR08440	NAD+[m]
MAR08440	betaine[m]
MAR08440	H+[m]
MAR08440	NADH[m]
MAR08441	choline[m]
MAR08441	FAD[m]
MAR08441	betaine_aldehyde[m]
MAR08441	FADH2[m]
MAR04430	H2O[c]
MAR04430	N-methylhistamine[c]
MAR04430	O2[c]
MAR04430	H+[c]
MAR04430	H2O2[c]
MAR04430	methylimidazole-acetaldehyde[c]
MAR04430	NH3[c]
MAR04431	H2O[c]
MAR04431	methylimidazole-acetaldehyde[c]
MAR04431	NAD+[c]
MAR04431	H+[c]
MAR04431	methylimidazoleacetic acid[c]
MAR04431	NADH[c]
MAR04740	1-piperideine-6-carboxylate[c]
MAR04740	H+[c]
MAR04740	H2O[c]
MAR04740	2-aminoadipate 6-semialdehyde[c]
MAR06979	AKG[c]
MAR06979	N6,N6,N6-trimethyl-L-lysine[c]
MAR06979	O2[c]
MAR06979	3-hydroxy-N6,N6,N6-trimethyl-L-lysine[c]
MAR06979	CO2[c]
MAR06979	succinate[c]
MAR06980	3-hydroxy-N6,N6,N6-trimethyl-L-lysine[c]
MAR06980	H+[c]
MAR06980	4-trimethylammoniobutanal[c]
MAR06980	glycine[c]
MAR06981	4-trimethylammoniobutanal[c]
MAR06981	H2O[c]
MAR06981	NAD+[c]
MAR06981	gamma-butyrobetaine[c]
MAR06981	H+[c]
MAR06981	NADH[c]
MAR06982	AKG[c]
MAR06982	gamma-butyrobetaine[c]
MAR06982	O2[c]
MAR06982	CO2[c]
MAR06982	L-carnitine[c]
MAR06982	succinate[c]
MAR08021	L-pipecolate[x]
MAR08021	O2[x]
MAR08021	1-piperideine-6-carboxylate[x]
MAR08021	H+[x]
MAR08021	H2O2[x]
MAR08091	3-hydroxy-L-kynurenine[c]
MAR08091	H+[c]
MAR08091	3-hydroxykynurenamine[c]
MAR08091	CO2[c]
MAR08092	3-hydroxykynurenamine[c]
MAR08092	O2[c]
MAR08092	4,8-dihydroxyquinoline[c]
MAR08092	H+[c]
MAR08092	H2O2[c]
MAR08092	NH3[c]
MAR04702	homogentisate[c]
MAR04702	NADPH[c]
MAR04702	O2[c]
MAR04702	CO2[c]
MAR04702	gentisate aldehyde[c]
MAR04702	H2O[c]
MAR04702	NADP+[c]
MAR04703	gentisate aldehyde[c]
MAR04703	H2O[c]
MAR04703	NAD+[c]
MAR04703	2,5-dihydroxybenzoate[c]
MAR04703	H+[c]
MAR04703	NADH[c]
MAR04704	gentisate aldehyde[c]
MAR04704	H2O[c]
MAR04704	O2[c]
MAR04704	2,5-dihydroxybenzoate[c]
MAR04704	H+[c]
MAR04704	H2O2[c]
MAR06988	H+[c]
MAR06988	H2O2[c]
MAR06988	iodide[c]
MAR06988	H2O[c]
MAR06988	iodine[c]
MAR08094	noradrenaline[c]
MAR08094	PAPS[c]
MAR08094	H+[c]
