nodeLabel	mIDH2_filtered_25k	Cluster_NR_filtered_25k	distance
HEY1	0.19262287541665	0.442593344106473	0.1765
MAR03387	0	0.246060411146264	0.1765
MAR03493	0	0.246060411146264	0.1765
ZSCAN1	0	0.244914330093771	0.1757
TAS2R9	0.0506052808383605	0.296367586620202	0.1756
TBC1D22A	0	0.244720223883891	0.1755
PLB1	0	0.243782419389174	0.1749
MED29	0.193711050410691	0.441220890983556	0.1748
UBE2R2	0.051224832945062	0.295931135234678	0.1748
OR4C3	0.0521534293001083	0.296614170870582	0.1746
C9orf50	0	0.243114544077803	0.1744
NCOA1	0.143494627230924	0.38938010978172	0.1743
RBL2	0	0.242954268545118	0.1743
GPR132	0	0.242844014063239	0.1742
KLRC2	0	0.242755744358796	0.1742
PLEK	0	0.242860748235894	0.1742
FOXI1	0	0.242488293593991	0.174
SCARB1	0	0.242569881398334	0.174
CD83	0	0.242416576839796	0.1739
RGS20	0	0.242401312945327	0.1739
MAR09602	0	0.242178259560495	0.1738
MAR09603	0	0.242276846582472	0.1738
MAR09604	0	0.242276846582472	0.1738
ANO7	0	0.242058174732498	0.1737
HIGD2A	0	0.242130850531862	0.1737
SUDS3	0	0.242011488189874	0.1736
SUGP1	0.0574696938310468	0.300522461906559	0.1736
HAUS5	0.0591936643853936	0.302147916331942	0.1735
PROKR1	0	0.241672709643416	0.1734
RASGRP2	0	0.241489930924949	0.1733
C1QTNF7	0	0.241417671479939	0.1732
SLC46A3	0	0.241319212216732	0.1732
DES	0	0.241251478997361	0.1731
GPR149	0	0.24109047366235	0.173
NAV3	0	0.241142879653293	0.173
STK38L	0	0.241129009496736	0.173
WDR13	0	0.240704497493883	0.1727
FGFR1	0	0.240553661430155	0.1726
MAR00267	0	0.240516506196159	0.1726
MAR00737	0	0.240516506196159	0.1726
TBC1D19	0	0.240525021857799	0.1726
ARMCX6	0	0.240411951193187	0.1725
TNFAIP8	0	0.240400328874959	0.1725
ADAM22	0	0.240041861189269	0.1723
GNA14	0	0.240032537402939	0.1723
KATNAL1	0	0.240116427864172	0.1723
RORB	0	0.240141274097905	0.1723
ARHGAP28	0	0.239921378413225	0.1722
SAMD1	0	0.239989017720825	0.1722
ADRB3	0	0.239847479930945	0.1721
ZNF544	0	0.239832695286225	0.1721
ELL2	0	0.239656709165687	0.172
SPIB	0	0.239673071714905	0.172
TGS1	0	0.239599814098474	0.172
LPAR3	0	0.239507795023707	0.1719
PTPRD	0	0.239343092930819	0.1718
CTSZ	0.24298332468206	0.487145169819824	0.1717
DRGX	0	0.239259492697908	0.1717
C5orf24	0	0.239158633435088	0.1716
GPR137	0	0.239141424963017	0.1716
TREML2	0	0.239070220707939	0.1716
TYRO3	0	0.239104653917995	0.1716
CAP2	0	0.238952767452263	0.1715
CDK12	0.0595987641473334	0.299713335613354	0.1715
CORO1B	0	0.238975483203772	0.1715
CSRNP2	0	0.238751288491708	0.1714
MAR00237	0	0.238531428971771	0.1712
OR12D2	0	0.238464613637876	0.1712
LRRC26	0	0.238437878065247	0.1711
RAB33A	0	0.238374162746628	0.1711
TAS2R41	0	0.238341900097068	0.1711
CDKN2D	0	0.23824191467787	0.171
PAX9	0	0.238257665420574	0.171
MAR06380	0	0.238044872214227	0.1709
MORF4L1	0	0.23809613145714	0.1709
RCHY1	0	0.238056703030908	0.1709
GYG1	0	0.237755872377012	0.1707
OR10H1	0	0.237752710423266	0.1707
LITAF	0	0.237463071789776	0.1705
LY96	0	0.237581852744506	0.1705
UBXN2B	0	0.237508221100083	0.1705
RPGRIP1L	0.0508240553998481	0.289279650461469	0.1704
DCAF6	0	0.237207728381945	0.1703
DRD2	0	0.237222808901159	0.1703
DUSP28	0	0.237210903370769	0.1703
SIX2	0	0.237210109630697	0.1703
ZNF25	0	0.237265659953117	0.1703
PELI3	0	0.237024243564362	0.1702
WT1	0	0.237022653840965	0.1702
FZD8	0	0.236937575814021	0.1701
OR4A47	0	0.236778404797076	0.17
COBL	0	0.236457891327661	0.1698
SNX1	0.059869220131109	0.297426269713489	0.1697
KL	0	0.236278959733047	0.1696
PDE3A	0	0.236140601424583	0.1695
KNDC1	0	0.23577120535096	0.1693
HLX	0	0.235622676029008	0.1692
MAFG	0.0597776616544405	0.296367586620202	0.169
ZNF236	0	0.235358122560868	0.169
TMPRSS6	0	0.235031729250716	0.1688
NIF3L1	0	0.234796712102372	0.1686
PLAG1	0	0.234548320245471	0.1684
PTPRR	0	0.234442186992119	0.1683
FOXP2	0	0.234077770738268	0.1681
UBE2D3	0	0.23414277357766	0.1681
CTNNA1	0	0.233991592815114	0.168
PRKCD	0.140247290135952	0.375996879843983	0.1673
ERCC6	0.193018828427003	0.429660607719108	0.1672
MAR04335	0	0.230258654764058	0.1654
NDUFS7	0.0628611585902574	0.293585016229692	0.1649
DMTF1	0.0446372651762371	0.273040641671534	0.1635
ZNF512	0.043563422296276	0.271141144100977	0.1629
PLCL1	0.190626266214325	0.420894052929238	0.1627
SIK2	0.0521441008334813	0.277650724052538	0.1614
CCND1	0.0436224615692006	0.268706229285535	0.1612
SIRT4	0.147251776042644	0.373539896305338	0.1606
MAPK7	0.140197689289947	0.365724026593728	0.1601
MAR04523	0	0.222048356037342	0.1597
CARD9	0.143371718497987	0.368234153276544	0.1596
TOX	0.0493243900460042	0.272210751725032	0.1596
ELK1	0.0487909442561362	0.271334532797949	0.1593
ELK4	0.192641192804826	0.417857985056483	0.1592
FBXO8	0	0.221300433722332	0.1591
ZMIZ2	0.0540832963256866	0.27555068232146	0.1585
CEACAM1	0.0456642790042378	0.266309218793091	0.158
FLT1	0.0489952185886245	0.269517875046834	0.1579
CHRNB2	0	0.219212056659946	0.1577
GMPPA	0.0544994060304082	0.274077656537766	0.1572
ZNF384	0.0529368498332805	0.27174798890006	0.1567
HOXB4	0.0501638047589346	0.268890080417253	0.1566
MX1	0.13946930341873	0.359676351612328	0.1564
ARHGDIA	0.234946749216931	0.456961350603168	0.1563
PIP4K2A	0	0.216877552053265	0.156
DAB1	0.050625098577535	0.267715052441827	0.1555
XRCC1	0.0629113404950208	0.279984923365655	0.1553
MAR03824	0	0.214857769936345	0.1546
MAR07610	0	0.214841795104816	0.1546
BIRC2	0	0.214636770451371	0.1545
MAR02358	0	0.214731798390625	0.1545
MAR08482	0	0.214731798390625	0.1545
MAR12021	0	0.214520009186575	0.1544
LMF2	0	0.213828636160457	0.1539
ZNF678	0.200885627258557	0.418722244102283	0.1539
MAR04068	0	0.213675138494147	0.1538
MAR08522	0	0.213524310224014	0.1537
CDC16	0	0.212941202400372	0.1533
CUZD1	0.155413584175284	0.371437901787735	0.1533
GRIN2C	0	0.21278476346206	0.1532
PTF1A	0	0.212296134606684	0.1528
CAMKK2	0	0.211736447727192	0.1525
REN	0	0.211551606626618	0.1523
CYP27C1	0	0.211398339614273	0.1522
TESK1	0.0557505465300748	0.267504936718355	0.1517
OR10C1	0.0563525885237172	0.268038093446392	0.1516
DHPS	0	0.209749431866741	0.1511
ARRDC2	0	0.20964587370208	0.151
CAPN10	0.0625835246782795	0.273509178314295	0.151
MAP3K10	0	0.209674213698315	0.151
RPUSD2	0	0.209691800991773	0.151
ZFAND1	0	0.209376830581412	0.1508
BACH1	0.138707117269165	0.350561689003378	0.1506
FAM20C	0	0.209103314552889	0.1506
PLEKHM2	0	0.209142563016923	0.1506
ECEL1	0	0.208604829832139	0.1503
PIAS4	0	0.20852008784596	0.1502
EXOSC8	0	0.208329713489838	0.1501
MRPS15	0	0.208216147776606	0.15
ZNF219	0	0.208030282587623	0.1499
CCDC127	0	0.207985754871082	0.1498
NAGPA	0	0.207659752252852	0.1496
DEF6	0	0.207529722084812	0.1495
ARPC1A	0.298715159793409	0.512040211825571	0.1494
RERE	0.0660617034078916	0.274762723557539	0.1494
BTRC	0.197033511744765	0.408236081140934	0.1493
SNX2	0.20847996393393	0.419772894070518	0.1492
ZDHHC8	0	0.206629918118162	0.1489
GAPVD1	0.244867547804063	0.456357435990218	0.1488
RARA	0.262616672348866	0.474386213954688	0.1488
NDUFB7	0	0.206223354701858	0.1486
PFKFB4	0	0.206249428211547	0.1486
ARFIP2	0	0.206145103366654	0.1485
NRG4	0	0.206069818081315	0.1485
OR2T8	0	0.206150120864702	0.1485
SURF2	0	0.205992480649336	0.1484
GOLIM4	0.139169502807439	0.347779013006036	0.1483
OGFOD2	0	0.205779318033735	0.1483
OR7D4	0	0.205865831015125	0.1483
KCNAB2	0	0.205670593734089	0.1482
LYL1	0	0.205616198102399	0.1482
MST1R	0	0.205704831379727	0.1482
OR4D11	0	0.205727987123266	0.1482
PYCR2	0	0.205596045902402	0.1482
SDHC	0	0.205717919906031	0.1482
SLC38A1	0	0.205716913142226	0.1482
TMEM218	0	0.205617205631928	0.1482
MYCNOS	0	0.205544643911904	0.1481
PTPRU	0	0.205488179526425	0.1481
UCA1	0	0.205537587179787	0.1481
DAP	0.0449948198360056	0.250927208215831	0.1478
ZDHHC18	0	0.205083149440105	0.1478
ZNF148	0.140085619059114	0.347982452959648	0.1478
GRM2	0.193508901085069	0.402367970389016	0.1477
GJA1	0	0.204757014449601	0.1476
MAR08354	0	0.204818859464584	0.1476
YIPF5	0.0727173472730238	0.279036147297294	0.1476
AGAP4	0	0.204373132963563	0.1473
CAMK1	0	0.20439347205023	0.1473
USP22	0	0.20433956664174	0.1473
FOSB	0	0.204300903974561	0.1472
SORBS3	0	0.204262230019878	0.1472
AVPR1B	0	0.204043203939697	0.1471
SOX10	0	0.204037086386783	0.1471
ERGIC3	0	0.203969774652063	0.147
OR2W3	0	0.203761503691367	0.1469
PEG10	0	0.203756394897475	0.1469
ASXL3	0	0.203733913863383	0.1468
GOLM1	0	0.203613268617154	0.1468
MAR06532	0	0.203663380407645	0.1468
CC2D1A	0.0625519058760428	0.267353927238298	0.1467
MAN1A2	0	0.203553928110355	0.1467
MRPS36	0	0.203459747231814	0.1467
HDAC5	0	0.203170644474321	0.1465
PNPO	0	0.20323015688667	0.1465
SND1	0.152452584881758	0.358564816202251	0.1464
CLEC4C	0	0.202893251461443	0.1463
GSC2	0	0.203003250780323	0.1463
MS4A7	0	0.202894279915415	0.1463
TRAK2	0	0.202892222999486	0.1463
DENND4B	0	0.202760513902631	0.1462
RANGRF	0	0.202827413793555	0.1462
ASB8	0	0.202717268305249	0.1461
PDE5A	0	0.202611153822387	0.1461
QDPR	0	0.202663706569432	0.1461
FLNA	0	0.202323289799162	0.1459
SLC20A1	0.138426833801067	0.343418376183958	0.1458
TSR1	0	0.202180673882671	0.1458
PRCC	0.149346731869325	0.354487519482607	0.1457
TLX1NB	0	0.202137238544978	0.1457
TMEM60	0	0.202066884455085	0.1457
PLEKHM1	0.233127092242585	0.439840603062013	0.1456
UBL3	0	0.201691722168547	0.1454
CLEC7A	0	0.201481914683959	0.1453
RHOXF2B	0	0.201557774551322	0.1453
CFLAR	0	0.201351916684113	0.1452
MSX1	0	0.201383127840768	0.1452
TMEM59	0	0.20130508615657	0.1451
THEG	0	0.201065471230582	0.145
BRMS1L	0	0.200777360021247	0.1448
DENND2C	0	0.200859890666102	0.1448
NEUROD2	0	0.200754367647429	0.1448
GRIN2A	0	0.200686412310791	0.1447
NUDT22	0	0.200612144316194	0.1447
OR2T12	0	0.200711507571697	0.1447
RHOH	0	0.200610051656917	0.1447
RPLP1	0	0.200704188611682	0.1447
CES1	0	0.200568191527576	0.1446
ZZZ3	0	0.200551443771345	0.1446
GRIK1	0	0.200435197877407	0.1445
NUP210L	0	0.200361837171543	0.1445
ZNF568	0	0.20030207057213	0.1444
GPM6A	0	0.200140460927149	0.1443
RMND5B	0	0.199984961752106	0.1442
SLC2A7	0	0.199950264737079	0.1442
NID1	0	0.199790330742871	0.1441
PLOD1	0	0.199775590264079	0.1441
RBMS2	0	0.199770325409832	0.1441
TNFAIP3	0	0.199769272413873	0.1441
EFCAB6	0	0.199597522098043	0.144
ITM2A	0	0.19964601407044	0.144
OR13H1	0	0.199600685159132	0.144
SEMA4B	0	0.19965022992491	0.144
EHD4	0	0.199532135253509	0.1439
IL17A	0	0.199505760456765	0.1439
PCBP3	0	0.199508925709656	0.1439
GFRAL	0	0.199390704943114	0.1438
MAP9	0	0.199445606277328	0.1438
ATL1	0	0.199023760428729	0.1436
OR2A4	0	0.199107390519333	0.1436
ARHGAP18	0	0.198998343359114	0.1435
KLRC3	0	0.19901528861405	0.1435
NPY5R	0	0.19897504009369	0.1435
PDK4	0	0.198941137115263	0.1435
TGIF2LY	0	0.19901528861405	0.1435
UTS2	0	0.198789527065682	0.1434
GPRASP2	0	0.198695080685327	0.1433
NPY2R	0	0.198716310457592	0.1433
TAS2R4	0	0.198731169274042	0.1433
SCRG1	0	0.198454947514365	0.1432
EGFR	0	0.198320878718609	0.1431
FAM157B	0	0.198430484760425	0.1431
OR1B1	0	0.198338975286185	0.1431
JAK2	0.137846402303752	0.338884612396708	0.143
NAGA	0	0.19827296410313	0.143
NKX2-5	0	0.198230358779462	0.143
CADM2	0	0.198126983927924	0.1429
TIGD3	0.0464080028758585	0.245467357151201	0.1429
TRIM55	0	0.198091796765135	0.1429
HAUS4	0	0.197919991896717	0.1428
ADORA2A	0	0.197878341021623	0.1427
BTNL8	0.0460389418821809	0.244801198500913	0.1427
CD163L1	0	0.197636721371148	0.1426
HBEGF	0	0.19760568515146	0.1426
ZBTB20	0	0.197631370817538	0.1426
ATP6V0E1	0	0.197582135581561	0.1425
ELF5	0	0.197588558606737	0.1425
VLDLR	0	0.197396804281395	0.1424
CAPSL	0	0.197255220826362	0.1423
NIPAL4	0	0.19716826509011	0.1423
ABCC3	0	0.197055459669969	0.1422
SHMT1	0.0477966389926145	0.245504640706528	0.142
PSD3	0	0.196722931030853	0.1419
MAR08889	0	0.196379843303091	0.1417
ZNF35	0.0530156483499721	0.250440379699941	0.1417
ZNF665	0	0.196311767507709	0.1417
POLR3K	0.195080512080428	0.395213334887755	0.1416
CAD	0.0569453108846165	0.254129427010369	0.1415
GABRA3	0.230319086376903	0.431011849397098	0.1415
GRIN3A	0	0.196143048150568	0.1415
BICD1	0.137154897034617	0.335890409319808	0.1414
PRDM6	0	0.195820152367458	0.1413
AP1G1	0.207847449073851	0.407522194901841	0.1411
MAR06336	0	0.195278785105211	0.1409
MAR06337	0	0.195276606472875	0.1409
MAR07825	0	0.195276606472875	0.1409
OR52M1	0	0.195252639152061	0.1409
PLEKHH3	0	0.195095654968723	0.1408
ZNF787	0.159148834241346	0.357212127820237	0.1406
TBC1D9B	0.0503776363229535	0.246021055730766	0.1405
ADRB2	0.308188366985667	0.508950930974781	0.1404
ZNF132	0.0461339879499452	0.241575975855826	0.1404
MAR08925	0	0.193818721688188	0.1399
ZNF567	0.0439205728030613	0.238657892778677	0.1399
LTB4R	0.0435143134330696	0.238012529256509	0.1398
TMPRSS2	0.140052139713473	0.336429700854185	0.1397
LY9	0.043372193437913	0.237600847817244	0.1396
BEST1	0.137021046764081	0.332947615606453	0.1395
CA4	0.0482742344999336	0.242422681905152	0.1395
MAR03792	0	0.193166201676174	0.1395
MAR03793	0	0.193166201676174	0.1395
MAR04109	0	0.193166201676174	0.1395
PHOX2B	0.0440429354378705	0.238092189142578	0.1394
CHRAC1	0	0.192986775611478	0.1393
EMP3	0.0478486838605903	0.241771673488939	0.1393
MAR06616	0	0.192959064745043	0.1393
MAR07887	0	0.192959064745043	0.1393
TAS1R1	0.0480152827302255	0.241720282890073	0.1392
ATP6V0B	0.0481871190891916	0.241780875670521	0.1391
RNASE7	0.0455800052578062	0.239204772394847	0.1391
MAR06339	0	0.192471514917922	0.139
MAR07846	0	0.192470402275113	0.139
MAR07882	0	0.192331248277045	0.1389
MAR07884	0	0.192331248277045	0.1389
MAR07885	0	0.192331248277045	0.1389
MAR07888	0	0.192331248277045	0.1389
MAR07891	0	0.192331248277045	0.1389
MAR07892	0	0.192331248277045	0.1389
MAR06342	0	0.192272202824227	0.1388
MAR07845	0	0.192271088506069	0.1388
MAR06333	0	0.192056965558073	0.1387
MAR06334	0	0.192056965558073	0.1387
MAR07826	0	0.192056965558073	0.1387
MAR07833	0	0.192029059481381	0.1387
MAR07834	0	0.191922962743344	0.1386
DUSP4	0.046607226025925	0.239355589366959	0.1385
SLC44A2	0.046349541893658	0.239081177700211	0.1385
GPSM3	0.134659606267695	0.329035019327663	0.1384
PROM1	0.139441623239571	0.33385842489021	0.1384
GMPPB	0.0610746928646619	0.253443053081187	0.138
FOXJ3	0.191680975235213	0.386448928429486	0.1379
MAR05041	0	0.190934985853485	0.1379
TRIM37	0.0550484428008838	0.247054517374525	0.1379
WDR46	0.0581204852067479	0.249847176129018	0.1376
GLP2R	0.0455662812034038	0.236298142539921	0.1371
MAR03119	0	0.189073704293508	0.1366
MAR03168	0	0.189073704293508	0.1366
MAR04007	0	0.189073704293508	0.1366
MAR04548	0	0.189073704293508	0.1366
FAM178B	0.0448138626038079	0.234618758729018	0.1365
TRHR	0.194098442928402	0.386888659050885	0.1365
CCR3	0.0461339879499452	0.23580089124131	0.1364
AIFM2	0.0443701135378141	0.23386629094981	0.1363
GYS1	0.0597101261062684	0.249637769450128	0.1363
JOSD2	0.196575149362112	0.389187710752421	0.1363
OSCAR	0.0494812141108431	0.239025600737604	0.1362
MAR04977	0	0.188081417878202	0.1359
ZFX	0.0471737299046014	0.23627816038914	0.1359
C17orf50	0.0534849956578811	0.242284485923847	0.1356
GLRX2	0.19666924812091	0.388357246516251	0.1356
HGF	0	0.187507411527438	0.1355
INTS7	0.0604251345529085	0.249120780516105	0.1355
RAP2C	0.196493543035835	0.387961803166572	0.1355
MAR07815	0	0.187428839794646	0.1354
ZNF534	0.05366218728986	0.241954829959797	0.1353
MAR00452	0	0.186805550286066	0.135
MAR02666	0	0.186805550286066	0.135
MAR04512	0	0.186878689504045	0.135
SLC16A4	0.0545168174340412	0.242311983905583	0.1349
ADORA2B	0.0501562291750306	0.237663354033033	0.1348
MDN1	0.052598566057609	0.240175430061767	0.1348
MAR03967	0	0.186334402909064	0.1347
MAR04008	0	0.186334402909064	0.1347
MAR04024	0	0.186334402909064	0.1347
MAR04028	0	0.186334402909064	0.1347
MAR04570	0	0.186334402909064	0.1347
MAR04670	0	0.186334402909064	0.1347
MAR07863	0	0.186334402909064	0.1347
MAR07867	0	0.186334402909064	0.1347
MAR07869	0	0.186334402909064	0.1347
MAR07871	0	0.186334402909064	0.1347
MAR07873	0	0.186334402909064	0.1347
MAR08448	0	0.186334402909064	0.1347
MAR08450	0	0.186334402909064	0.1347
MAR08454	0	0.186334402909064	0.1347
MAR08456	0	0.186334402909064	0.1347
MAR08463	0	0.186334402909064	0.1347
MAR08467	0	0.186334402909064	0.1347
MAR08469	0	0.186334402909064	0.1347
MAR08471	0	0.186334402909064	0.1347
DKKL1	0.0471537122349795	0.234290536318119	0.1346
FBXL8	0.0580978921975277	0.245340514513906	0.1345
MAR03382	0	0.185282544941227	0.1339
MAR03383	0	0.185282544941227	0.1339
RHBDL1	0.0525812107724666	0.238828153196238	0.1339
HNRNPC	0.203467375230174	0.392702140386301	0.1338
MAR05550	0	0.185141507241966	0.1338
GPR37L1	0.139931608147329	0.327755344232941	0.1337
HAUS3	0.0601142385958146	0.246314825218384	0.1337
JMY	0.144067683617131	0.331939681226131	0.1337
MAR07886	0	0.184888438552008	0.1337
TMEM130	0.0574338432927942	0.243517035515223	0.1337
COMMD5	0.0602579321504667	0.246272580333189	0.1336
DEFA1B	0.149638557712821	0.337351252990025	0.1335
MAR06393	0	0.184704513485011	0.1335
PNPLA7	0.0587926463590691	0.244651956826394	0.1335
PHACTR4	0.146553610892355	0.333958645624974	0.1334
ATXN7L3	0.149330002541997	0.336513743742529	0.1332
MAR04635	0	0.184080096159484	0.1331
MAR06614	0	0.184080096159484	0.1331
MAR08724	0	0.184115653392607	0.1331
MAR08725	0	0.184115653392607	0.1331
MAR01116	0	0.183640770391819	0.1328
MAP7D1	0.236385940033917	0.424318698195354	0.1325
ABCB8	0.0601464441768761	0.244207737795778	0.1322
