A	B	scaled_weight
MAR04402	ADP[c]	0.275885509109729
MAR04402	H+[c]	0.275885509109729
MAR04402	L-fucose-1-phosphate[c]	0.275885509109729
6-deoxy-L-galactose[c]	MAR04403	0.275885509109729
ATP[c]	MAR04490	0.714599670316206
mannose[c]	MAR04490	0.714599670316206
fructose-2,6-bisphosphate[c]	MAR04706	0.918304542325755
H2O[c]	MAR04706	0.918304542325755
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR08768	0.860884622097889
H+[c]	MAR08768	0.860884622097889
NADPH[c]	MAR08768	0.860884622097889
H+[c]	MAR04590	0.931934879734009
L-xylulose[c]	MAR04590	0.931934879734009
NADPH[c]	MAR04590	0.931934879734009
NAD+[c]	MAR04591	0.931934879734009
xylitol[c]	MAR04591	0.931934879734009
D-xylose[c]	MAR04592	0.742238961618349
H+[c]	MAR04592	0.742238961618349
NADPH[c]	MAR04592	0.742238961618349
MAR04592	NADP+[c]	0.800192058104434
MAR04592	xylitol[c]	0.800192058104434
NAD+[c]	MAR04593	0.660340052337734
xylitol[c]	MAR04593	0.660340052337734
D-xylose[c]	MAR04594	0.275885509109729
NADP+[c]	MAR04594	0.275885509109729
ADP[c]	MAR04595	0.707827669920992
D-xylulose-5-phosphate[c]	MAR04595	0.707827669920992
H+[c]	MAR04595	0.707827669920992
MAR04595	ATP[c]	0.660371935123226
MAR04595	D-xylulose[c]	0.660371935123226
H+[c]	MAR08341	1
L-arabinose[c]	MAR08341	1
NADPH[c]	MAR08341	1
H+[c]	MAR08342	0.820817822580621
L-xylulose[c]	MAR08342	0.820817822580621
NADH[c]	MAR08342	0.820817822580621
MAR08342	L-arabitol[c]	1
MAR08342	NAD+[c]	1
glucuronate[r]	MAR08344	1
H+[r]	MAR08344	1
NADPH[r]	MAR08344	1
MAR08344	L-gulonate[r]	0.793884964161696
MAR08344	NADP+[r]	0.793884964161696
3-dehydro-L-gulonate[c]	MAR08352	0.822602273129031
H+[c]	MAR08352	0.822602273129031
NADH[c]	MAR08352	0.822602273129031
MAR08352	L-gulonate[c]	0.660046685249427
MAR08352	NAD+[c]	0.660046685249427
3-dehydro-L-gulonate[c]	MAR08353	0.660046685249434
H+[c]	MAR08353	0.660046685249434
MAR08353	CO2[c]	0.822602273129002
MAR08353	L-xylulose[c]	0.822602273129002
ATP[c]	MAR08726	1
D-ribulose[c]	MAR08726	1
H2O[c]	MAR08727	0.726009257223421
UDP-glucuronate[c]	MAR08727	0.726009257223421
D-glucuronate 1-phosphate[c]	MAR08728	0.726009257223406
H2O[c]	MAR08728	0.726009257223406
H2O[c]	MAR08729	0.664267000513863
UDP-glucuronate[c]	MAR08729	0.664267000513863
glucuronate[c]	MAR06537	0.660116963839322
H+[c]	MAR06537	0.660116963839322
NADPH[c]	MAR06537	0.660116963839322
MAR06537	L-gulonate[c]	1
MAR06537	NADP+[c]	1
acetaldehyde[c]	MAR01568	0.825769781826685
H2O[c]	MAR01568	0.825769781826685
NAD+[c]	MAR01568	0.825769781826685
GSH[c]	MAR03853	0.80337138525548
methylglyoxal[c]	MAR03853	0.80337138525548
H+[c]	MAR03854	0.790938294501003
methylglyoxal[c]	MAR03854	0.790938294501003
NADH[c]	MAR03854	0.790938294501003
H+[c]	MAR03855	0.640922036938537
lactaldehyde[c]	MAR03855	0.640922036938537
NADPH[c]	MAR03855	0.640922036938537
(R)-S-lactoylglutathione[c]	MAR03857	0.79094801138673
H2O[c]	MAR03857	0.79094801138673
D-lactate[c]	MAR03859	0.866853811186356
ferricytochrome_C[m]	MAR03859	0.866853811186356
malate[m]	MAR04087	0.79372361211114
NAD+[m]	MAR04087	0.79372361211114
malate[c]	MAR04089	0.794646254791703
NADP+[c]	MAR04089	0.794646254791703
malate[m]	MAR04091	0.790395069895904
NADP+[m]	MAR04091	0.790395069895904
acetyl-CoA[c]	MAR04093	0.805244636032454
H2O[c]	MAR04093	0.805244636032454
acetyl-CoA[m]	MAR04095	0.752096709287015
H2O[m]	MAR04095	0.752096709287015
GTP[c]	MAR04101	0.742567403593582
OAA[c]	MAR04101	0.742567403593582
GTP[m]	MAR04103	0.724365217219122
OAA[m]	MAR04103	0.724365217219122
ATP[m]	MAR04143	0.801619296873136
HCO3-[m]	MAR04143	0.801619296873136
pyruvate[m]	MAR04143	0.801619296873136
CDP[c]	MAR04193	0.301624017191686
H+[c]	MAR04193	0.301624017191686
PEP[c]	MAR04193	0.301624017191686
H+[c]	MAR08497	0.796441464447134
methylglyoxal[c]	MAR08497	0.796441464447134
NADPH[c]	MAR08497	0.796441464447134
acetone[c]	MAR08498	0.966501473105135
H+[c]	MAR08498	0.966501473105135
NADPH[c]	MAR08498	0.966501473105135
O2[c]	MAR08498	0.966501473105135
H+[c]	MAR08499	0.972665864704118
hydroxyacetone[c]	MAR08499	0.972665864704118
NADPH[c]	MAR08499	0.972665864704118
O2[c]	MAR08499	0.972665864704118
H+[c]	MAR08500	0.796441464447125
hydroxyacetone[c]	MAR08500	0.796441464447125
NADPH[c]	MAR08500	0.796441464447125
H+[c]	MAR08501	0.800693403252726
methylglyoxal[c]	MAR08501	0.800693403252726
NADPH[c]	MAR08501	0.800693403252726
(R)-S-lactoylglutathione[c]	MAR08502	0.795793203399808
H+[c]	MAR08502	0.795793203399808
NADH[c]	MAR08502	0.795793203399808
MAR08502	D-lactaldehyde[c]	0.789499875714758
MAR08502	GSH[c]	0.789499875714758
MAR08502	NAD+[c]	0.789499875714758
H2O[c]	MAR08503	0.792752703612298
lactaldehyde[c]	MAR08503	0.792752703612298
NAD+[c]	MAR08503	0.792752703612298
D-lactaldehyde[c]	MAR08504	0.794035061352266
H2O[c]	MAR08504	0.794035061352266
NAD+[c]	MAR08504	0.794035061352266
H2O[m]	MAR08506	0.813104255160385
lactaldehyde[m]	MAR08506	0.813104255160385
NAD+[m]	MAR08506	0.813104255160385
NAD+[c]	MAR08507	0.717722227832152
propane-1,2-diol[c]	MAR08507	0.717722227832152
NAD+[c]	MAR08508	0.640922036938537
propane-1,2-diol[c]	MAR08508	0.640922036938537
D-lactaldehyde[c]	MAR08509	0.717722227832152
H+[c]	MAR08509	0.717722227832152
NADPH[c]	MAR08509	0.717722227832152
(R)-S-lactoylglutathione[m]	MAR08511	0.792765827630243
H2O[m]	MAR08511	0.792765827630243
D-lactate[c]	MAR08512	0.794521477932716
NAD+[c]	MAR08512	0.794521477932716
MAR08512	H+[c]	0.860803007935541
MAR08512	NADH[c]	0.860803007935541
MAR08512	pyruvate[c]	0.860803007935541
ferricytochrome_C[m]	MAR08514	0.951013291136314
L-lactate[c]	MAR08514	0.951013291136314
DHAP[c]	MAR08516	0.86251927478985
GAP[c]	MAR08517	0.865697817060654
H+[m]	MAR04280	0.784239542152413
NADH[m]	MAR04280	0.784239542152413
pyruvate[m]	MAR04280	0.784239542152413
MAR04280	L-lactate[m]	0.806721790868431
MAR04280	NAD+[m]	0.806721790868431
ATP[c]	MAR00153	0.782419937630897
CoA[c]	MAR00153	0.782419937630897
propanoate[c]	MAR00153	0.782419937630897
FAD[m]	MAR03212	0.794946292920963
propanoyl-CoA[m]	MAR03212	0.794946292920963
AMP[m]	MAR03797	0.779724322956405
PPi[m]	MAR03797	0.779724322956405
propanoyl-CoA[m]	MAR03797	0.779724322956405
MAR03797	ATP[m]	0.779724322956405
MAR03797	CoA[m]	0.779724322956405
MAR03797	propanoate[m]	0.779724322956405
2-oxobutyrate[m]	MAR03800	0.802147751838919
CoA[m]	MAR03800	0.802147751838919
NAD+[m]	MAR03800	0.802147751838919
H+[c]	MAR04105	0.856116247855892
malonyl-CoA[c]	MAR04105	0.856116247855892
H+[m]	MAR04106	0.812490480904933
malonyl-CoA[m]	MAR04106	0.812490480904933
H+[x]	MAR04107	0.907537148739629
malonyl-CoA[x]	MAR04107	0.907537148739629
3-oxopropanoate[m]	MAR04282	0.795461361569369
CoA[m]	MAR04282	0.795461361569369
NAD+[m]	MAR04282	0.795461361569369
AMP[c]	MAR04331	0.275885509109729
H+[c]	MAR04331	0.275885509109729
propanoyl-CoA[c]	MAR04331	0.275885509109729
MAR04331	CoA[c]	0.275885509109729
MAR04331	propinol adenylate[c]	0.275885509109729
ATP[c]	MAR04459	0.781783270086925
H+[c]	MAR04459	0.781783270086925
propanoate[c]	MAR04459	0.781783270086925
ATP[m]	MAR04460	0.779724322956405
H+[m]	MAR04460	0.779724322956405
propanoate[m]	MAR04460	0.779724322956405
MAR04460	PPi[m]	0.779724322956405
MAR04460	propinol adenylate[m]	0.779724322956405
acetoacetate[m]	MAR04464	0.831571901822089
H+[m]	MAR04464	0.831571901822089
hydracrylate[m]	MAR04497	0.800206284989249
NAD+[m]	MAR04497	0.800206284989249
3-hydroxypropionyl-CoA[m]	MAR04741	0.800136880284258
H2O[m]	MAR04741	0.800136880284258
H2O[c]	MAR08078	0.797450078837568
OAA[c]	MAR08078	0.797450078837568
propanoyl-CoA[c]	MAR08078	0.797450078837568
H+[m]	MAR09803	0.80013688028426
malonyl-CoA[m]	MAR09803	0.80013688028426
NADPH[m]	MAR09803	0.80013688028426
MAR09803	H2O[m]	0.795458106405115
MAR09803	NADP+[m]	0.795458106405115
MAR09803	3-oxopropionyl-CoA[m]	0.795458106405115
3-hydroxypropionyl-CoA[m]	MAR09804	0.795458106405574
NADP+[m]	MAR09804	0.795458106405574
MAR09804	H+[m]	0.80013688028426
MAR09804	NADPH[m]	0.80013688028426
MAR09804	3-oxopropionyl-CoA[m]	0.80013688028426
AKG[c]	MAR00718	0.275885509109729
FADH2[c]	MAR00718	0.275885509109729
AKG[c]	MAR00719	0.275885509109729
H+[c]	MAR00719	0.275885509109729
NADH[c]	MAR00719	0.275885509109729
acetoacetyl-CoA[c]	MAR01434	0.734256911956606
CoA[c]	MAR01434	0.734256911956606
MAR01434	acetyl-CoA[c]	0.805430776277338
acetoacetate[c]	MAR01436	0.746613914307137
ATP[c]	MAR01436	0.746613914307137
CoA[c]	MAR01436	0.746613914307137
butyryl-CoA[m]	MAR03163	0.721093619687178
FAD[m]	MAR03163	0.721093619687178
(R)-3-hydroxybutanoate[m]	MAR04461	1
NAD+[m]	MAR04461	1
MAR04461	acetoacetate[m]	0.835550086706688
MAR04461	H+[m]	0.835550086706688
MAR04461	NADH[m]	0.835550086706688
acetoacetyl-CoA[x]	MAR04604	0.842046499168914
acetyl-CoA[x]	MAR04604	0.842046499168914
H2O[x]	MAR04604	0.842046499168914
2-hydroxybutyrate[c]	MAR05351	1
NAD+[c]	MAR05351	1
MAR05351	2-oxobutyrate[c]	0.758550138127387
MAR05351	H+[c]	0.758550138127387
MAR05351	NADH[c]	0.758550138127387
(R)-3-hydroxybutanoyl-CoA[m]	MAR07709	1
MAR07709	crotonyl-CoA[m]	0.886588558724223
MAR07709	H2O[m]	0.886588558724223
ATP[c]	MAR04052	0.770805024084165
ribose-5-phosphate[c]	MAR04052	0.770805024084165
glucose-6-phosphate[r]	MAR04304	0.548609507453835
NADP+[r]	MAR04304	0.548609507453835
glucono-1,5-lactone-6-phosphate[c]	MAR04306	0.788186861351573
H+[c]	MAR04306	0.788186861351573
NADPH[c]	MAR04306	0.788186861351573
MAR04306	glucose-6-phosphate[c]	0.802000599830122
MAR04306	NADP+[c]	0.802000599830122
ADP[c]	MAR04350	0.848325349496201
H+[c]	MAR04350	0.848325349496201
ribose-5-phosphate[c]	MAR04350	0.848325349496201
MAR04350	ATP[c]	0.887298932967233
MAR04350	ribose[c]	0.887298932967233
ribose-5-phosphate[r]	MAR04351	0.508382455954727
MAR04351	ribulose-5-phosphate[r]	0.508382455954727
ribose-5-phosphate[c]	MAR04352	0.508382455954727
MAR04352	ribulose-5-phosphate[c]	0.508382455954727
ribose-1-phosphate[c]	MAR04354	0.77553392685843
MAR04354	ribose-5-phosphate[c]	0.775118222653419
2-deoxy-D-ribose-5-phosphate[c]	MAR04398	0.775023757975505
MAR04398	acetaldehyde[c]	0.759525391020129
MAR04398	GAP[c]	0.759525391020129
D-xylulose-5-phosphate[c]	MAR04404	0.796104860016361
erythrose-4-phosphate[c]	MAR04404	0.796104860016361
MAR04404	fructose-6-phosphate[c]	0.719003358121729
MAR04404	GAP[c]	0.719003358121729
6-phospho-D-gluconate[r]	MAR04473	0.804663978253903
NADP+[r]	MAR04473	0.804663978253903
6-phospho-D-gluconate[c]	MAR04474	0.802883871890681
NADP+[c]	MAR04474	0.802883871890681
6-phospho-D-gluconate[c]	MAR04476	0.854589666255413
ADP[c]	MAR04476	0.854589666255413
H+[c]	MAR04476	0.854589666255413
MAR04476	ATP[c]	1
MAR04476	D-gluconic acid[c]	1
D-xylulose-5-phosphate[c]	MAR04477	0.713511473482552
MAR04477	ribulose-5-phosphate[c]	0.713511473482552
D-xylulose-5-phosphate[c]	MAR04501	0.79610486001637
ribose-5-phosphate[c]	MAR04501	0.79610486001637
MAR04501	GAP[c]	0.719003358121271
MAR04501	sedoheptulose-7-phosphate[c]	0.719003358121271
GAP[c]	MAR04565	0.899870330966414
sedoheptulose-7-phosphate[c]	MAR04565	0.899870330966414
MAR04565	erythrose-4-phosphate[c]	0.690392658146833
MAR04565	fructose-6-phosphate[c]	0.690392658146833
ADP[c]	MAR04567	0.689635510401244
H+[c]	MAR04567	0.689635510401244
sedoheptulose-1,7-bisphosphate[c]	MAR04567	0.689635510401244
MAR04567	ATP[c]	0.689635510401244
MAR04567	sedoheptulose-7-phosphate[c]	0.689635510401244
H+[c]	MAR04568	0.689635510401244
sedoheptulose-1,7-bisphosphate[c]	MAR04568	0.689635510401244
UDP[c]	MAR04568	0.689635510401244
MAR04568	sedoheptulose-7-phosphate[c]	0.689635510401244
MAR04568	UTP[c]	0.689635510401244
ATP[c]	MAR09799	0.275885509109729
sedoheptulose[c]	MAR09799	0.275885509109729
MAR09799	ADP[c]	0.275885509109729
MAR09799	H+[c]	0.275885509109729
MAR09799	sedoheptulose-7-phosphate[c]	0.275885509109729
ATP[c]	MAR09800	0.275885509109729
sedoheptulose[c]	MAR09800	0.275885509109729
MAR09800	ADP[c]	0.275885509109729
MAR09800	H+[c]	0.275885509109729
MAR09800	sedoheptulose-1-phosphate[c]	0.275885509109729
glucono-1,5-lactone-6-phosphate[r]	MAR04623	0.823723299857926
H2O[r]	MAR04623	0.823723299857926
glucono-1,5-lactone-6-phosphate[c]	MAR04625	0.800993268063261
H2O[c]	MAR04625	0.800993268063261
2-deoxy-D-ribose-1-phosphate[c]	MAR04710	0.774998084053402
MAR04710	2-deoxy-D-ribose-5-phosphate[c]	0.901643370160863
H+[c]	MAR04841	0.824509649852887
NADH[c]	MAR04841	0.824509649852887
ribose[c]	MAR04841	0.824509649852887
MAR04841	NAD+[c]	1
MAR04841	ribitol[c]	1
ATP[c]	MAR08074	0.941177007920549
deoxyribose[c]	MAR08074	0.941177007920549
glucono-1,5-lactone-6-phosphate[r]	MAR08653	0.548609507453835
H+[r]	MAR08653	0.548609507453835
NADH[r]	MAR08653	0.548609507453835
MAR08653	glucose-6-phosphate[r]	0.788807783233447
MAR08653	NAD+[r]	0.788807783233447
ADP[c]	MAR03998	0.88171274995669
H2O[c]	MAR03998	0.88171274995669
ATP[c]	MAR04000	0.785195986606929
ADP[c]	MAR04002	0.466035804817388
MAR04002	AMP[c]	0.466035804817388
MAR04002	ATP[c]	0.466035804817388
ADP[m]	MAR04004	0.500898455968013
MAR04004	AMP[m]	0.500898455968013
MAR04004	ATP[m]	0.500898455968013
AMP[c]	MAR04010	0.87044507935677
H2O[c]	MAR04010	0.87044507935677
AMP[e]	MAR04081	0.768816242554365
H2O[e]	MAR04081	0.768816242554365
AMP[m]	MAR04082	0.831101251158383
H2O[m]	MAR04082	0.831101251158383
adenosine[c]	MAR04012	0.812614628352234
ATP[c]	MAR04012	0.812614628352234
cAMP[c]	MAR04014	0.785195986606937
H2O[c]	MAR04014	0.785195986606937
ADP[c]	MAR04020	0.275885509109729
GDP[c]	MAR04020	0.275885509109729
MAR04020	ATP[c]	0.275885509109729
MAR04020	GMP[c]	0.275885509109729
GTP[c]	MAR04022	0.758582732680984
FAICAR[c]	MAR04038	0.864606437285221
MAR04038	H2O[c]	0.909990897782685
MAR04038	IMP[c]	0.909990897782685
H2O[c]	MAR04040	0.783320570494279
IMP[c]	MAR04040	0.783320570494279
NAD+[c]	MAR04040	0.783320570494279
aspartate[c]	MAR04042	0.752949830037036
GTP[c]	MAR04042	0.752949830037036
