""	"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0072006"	"BP"	"GO:0072006"	"nephron development"	18	0.3666224067232	1.9645903973371	0.00521059487624837	0.00521059487624837	0.499433560018152	92	"tags=50%, list=11%, signal=45%"	"ERBB4/SALL1/HOXA11/ANGPT2/GREM1/KIF26B/PROM1/FOXC1/WNT7B"
"GO:0019730"	"BP"	"GO:0019730"	"antimicrobial humoral response"	6	-0.682102628285357	-1.86790712637544	0.00587172538392051	0.00587172538392051	0.547169263115633	261	"tags=100%, list=32%, signal=68%"	"CXCL5/PF4V1/PF4/LTF/DEFA1B"
"GO:0048589"	"BP"	"GO:0048589"	"developmental growth"	24	0.323340415421115	2.01965761616394	0.00672182006204757	0.00672182006204757	0.609457767787926	179	"tags=58%, list=22%, signal=47%"	"AGR2/ERBB4/SALL1/HOXA11/CCL11/KIF26B/FOXC1/TP73/WNT7B/S1PR1/DCLK1/MAGI2/IGF2/GAS2"
"GO:0014855"	"BP"	"GO:0014855"	"striated muscle cell proliferation"	5	0.702721016677245	1.95579353229869	0.00751043115438108	0.00751043115438108	0.663040002465721	85	"tags=80%, list=11%, signal=72%"	"ERBB4/SIX5/FOXC1/TP73"
"GO:0061844"	"BP"	"GO:0061844"	"antimicrobial humoral immune response mediated by antimicrobial peptide"	5	-0.7175	-1.82041699639087	0.00796004370220072	0.00796004370220072	0.681066064232507	232	"tags=100%, list=29%, signal=72%"	"PF4V1/PF4/LTF/DEFA1B"
"GO:1904035"	"BP"	"GO:1904035"	"regulation of epithelial cell apoptotic process"	3	-0.841645885286783	-1.74078614132601	0.00812064965197216	0.00812064965197216	0.681066064232507	131	"tags=100%, list=16%, signal=84%"	"TMF1/PKHD1"
"GO:0001501"	"BP"	"GO:0001501"	"skeletal system development"	30	-0.373709970474838	-1.85350407200188	0.00847053209257934	0.00847053209257934	0.693083075200266	192	"tags=50%, list=24%, signal=40%"	"BGN/PPARGC1B/LTF/NFIB/PLEKHA1/COL1A1/HOXB5/ALPL/EVC/HOXB6/ADAMTS4/PKDCC/FREM1/PBX1/PLS3"
"GO:0040007"	"BP"	"GO:0040007"	"growth"	32	0.274179774058274	1.94821641181652	0.00901481004507405	0.00901481004507405	0.705263794953056	179	"tags=53%, list=22%, signal=43%"	"AGR2/ERBB4/SALL1/HOXA11/CCL11/HPN/GREM1/KIF26B/FOXC1/TP73/WNT7B/S1PR1/AVPR1A/DCLK1/MAGI2/IGF2/GAS2"
"GO:0005509"	"MF"	"GO:0005509"	"calcium ion binding"	39	-0.336569427017542	-1.81782159260735	0.00907524411257898	0.00907524411257898	0.705263794953056	292	"tags=59%, list=36%, signal=39%"	"FBN2/ASTN2/TTN/S100A14/NCS1/MYL4/CDH6/TRPM2/PLSCR4/NAALADL1/PCDH11X/PCDHA10/CACNA1E/DSG2/ALPL/SLC25A23/CLEC4E/SYT11/RYR3/CDH10/PROS1/FBLN2/PLS3"
"GO:0007188"	"BP"	"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	11	0.466776959984067	1.94672351391698	0.00946704067321178	0.00946704067321178	0.705263794953056	103	"tags=64%, list=13%, signal=56%"	"ADRA2C/RXFP2/PTGER3/GNAI1/NPR3/GRM7/S1PR1"
"GO:0044262"	"BP"	"GO:0044262"	"cellular carbohydrate metabolic process"	8	0.5292199550535	1.87637894258958	0.00985065141404512	0.00985065141404512	0.705263794953056	162	"tags=75%, list=20%, signal=61%"	"PCDH12/ITPKA/RGN/SLC4A1/IRS1/IGF2"
"GO:0007600"	"BP"	"GO:0007600"	"sensory perception"	30	0.278274274866447	1.91938714812562	0.00987654320987654	0.00987654320987654	0.705263794953056	86	"tags=40%, list=11%, signal=37%"	"OR13C9/OR2T1/CPLX4/HPN/ATP6V0A4/RP2/OR51I1/OR13C4/OR52B6/OR13F1/OR13D1/GRM7"
"GO:0005996"	"BP"	"GO:0005996"	"monosaccharide metabolic process"	6	0.62828535669587	1.9082388174321	0.0101160368937816	0.0101160368937816	0.705263794953056	303	"tags=100%, list=38%, signal=63%"	"G6PC2/RGN/IRS1/IGF2/ALDOC/CHST1"
"GO:0019318"	"BP"	"GO:0019318"	"hexose metabolic process"	6	0.62828535669587	1.9082388174321	0.0101160368937816	0.0101160368937816	0.705263794953056	303	"tags=100%, list=38%, signal=63%"	"G6PC2/RGN/IRS1/IGF2/ALDOC/CHST1"
"GO:0004222"	"MF"	"GO:0004222"	"metalloendopeptidase activity"	5	-0.70125	-1.77918804002662	0.0103012330263774	0.0103012330263774	0.705263794953056	245	"tags=100%, list=30%, signal=70%"	"ADAM29/KEL/ADAM33/ADAMTS4"
"GO:0015173"	"MF"	"GO:0015173"	"aromatic amino acid transmembrane transporter activity"	3	0.837905236907731	1.80337338225434	0.0110859158478206	0.0110859158478206	0.743806606463248	133	"tags=100%, list=17%, signal=84%"	"SLC38A5/SLC36A4/SLC15A4"
"GO:0016755"	"MF"	"GO:0016755"	"aminoacyltransferase activity"	3	-0.810473815461347	-1.67631258053616	0.0125952933377527	0.0125952933377527	0.783388332749541	156	"tags=100%, list=19%, signal=81%"	"EPB42/QPCT"
"GO:0050805"	"BP"	"GO:0050805"	"negative regulation of synaptic transmission"	4	-0.740110997667484	-1.72237857878753	0.0127490039840637	0.0127490039840637	0.783388332749541	80	"tags=75%, list=10%, signal=68%"	"CELF4/SYT11/ACHE"
"GO:0072341"	"MF"	"GO:0072341"	"modified amino acid binding"	4	-0.739076154806492	-1.71997030329668	0.0129083665338645	0.0129083665338645	0.783388332749541	214	"tags=100%, list=27%, signal=74%"	"GSTM3/OSBPL10/SYT11"
"GO:0050821"	"BP"	"GO:0050821"	"protein stabilization"	5	-0.691807429549922	-1.75523066617722	0.012954580927111	0.012954580927111	0.783388332749541	52	"tags=60%, list=6%, signal=56%"	"AHSP/SEC16A/ATP1B2"
"GO:0038023"	"MF"	"GO:0038023"	"signaling receptor activity"	64	0.174907343916194	1.75170542655941	0.013317191283293	0.013317191283293	0.783388332749541	86	"tags=27%, list=11%, signal=26%"	"ERBB4/ADRA2C/OR13C9/RXFP2/GRID1/LPAR5/OR2T1/OR51I1/OR13C4/PTGER3/RXFP3/OR52B6/NPR3/OR13F1/OR13D1/GPA33/GRM7"
"GO:0060089"	"MF"	"GO:0060089"	"molecular transducer activity"	64	0.174907343916194	1.75170542655941	0.013317191283293	0.013317191283293	0.783388332749541	86	"tags=27%, list=11%, signal=26%"	"ERBB4/ADRA2C/OR13C9/RXFP2/GRID1/LPAR5/OR2T1/OR51I1/OR13C4/PTGER3/RXFP3/OR52B6/NPR3/OR13F1/OR13D1/GPA33/GRM7"
"GO:0001890"	"BP"	"GO:0001890"	"placenta development"	6	0.605732839650405	1.83974193460918	0.0136864028562928	0.0136864028562928	0.783388332749541	162	"tags=83%, list=20%, signal=67%"	"PCDH12/CDX2/PTK2/WNT7B/IGF2"
"GO:0045177"	"CC"	"GO:0045177"	"apical part of cell"	32	-0.347201671353774	-1.7563594554535	0.013847792638182	0.013847792638182	0.783388332749541	152	"tags=41%, list=19%, signal=34%"	"NAALADL1/ABCG2/RAPGEF6/GJB6/SPTBN2/PARD3/SLC4A11/PKHD1/AQP10/FZD3/CLCN5/ATP1B2/MPDZ"
"GO:0005488"	"MF"	"GO:0005488"	"binding"	585	-0.201342199935211	-1.58228977514132	0.0147812971342383	0.0147812971342383	0.783388332749541	326	"tags=43%, list=40%, signal=94%"	"LEPROTL1/PROK2/ARHGEF16/ABLIM3/ZNF737/MCOLN2/CYP4F2/MAP2K1/CYP26A1/ZNFX1/GATA1/BTNL3/PRDX2/NUAK1/GMPR2/IL1R2/NOVA2/TUBB/CDR1/CKAP4/CNN3/NMUR1/LCN2/TMC8/ACSS3/SH3BGR/SLC22A18/RHCG/FBN2/XIRP1/PLVAP/HOXB2/HBZ/C9orf152/ASTN2/CHIT1/TTN/S100A14/CTTNBP2NL/AK7/SDC2/ACVRL1/DPF3/ISL2/ABCB5/FGF17/CACNA2D1/MID2/TMOD4/YEATS2/LIN7A/RAB6C/FCRL5/SPRED3/CMTM5/LIMCH1/CYP27C1/CDC42BPB/FA2H/CLEC4D/ESM1/RNF151/LDB3/IGFBP2/CA10/NCS1/NBL1/MMP28/CNNM1/HBA2/MYL4/PRDM5/NAV3/PKIA/CDH6/PMP2/CXCL5/CRMP1/ST18/TMEM171/TRPM2/PSCA/UGT1A10/CPNE5/SHISA9/EDNRB/TMCO2/KIR2DS4/PTGES2/GYPB/ABCC1/WDR75/PF4V1/IFIT1/NUP62/RBM12B/ZNF213/BEX2/PTPRH/CYB5R2/FAM124A/RIC3/BGN/PRKD1/THNSL2/ADCY3/KEL/PPARGC1B/MPPED2/DOCK10/TEAD1/DAAM2/APBB2/EREG/GSTM3/OR2A7/FERMT2/PF4/ZNHIT1/LTF/FHIT/ADAM33/BEND2/PBK/ARHGAP5/SLC7A3/ALOX15/PLSCR4/TGM6/PRKG1/NFIB/ARHGEF3/NAALADL1/KIF26A/PCYT2/TBC1D16/TINF2/FAM153A/UBXN2A/ARHGAP30/NUDT11/PCDH11X/TANC1/PLEKHA1/LY6G6F/RPL3/PXK/COL1A1/ABCG2/RAPGEF6/PCDHA10/PLA2R1/CACNA1E/GNAZ/MOCS1/SEC14L5/TUBA3C/TSR2/KIRREL2/EPB42/STAC3/DSG2/OSBPL10/ANO5/KLF11/RGS18/HOXB5/NUDT12/LDLRAP1/ALPL/KIR3DL1/PKLR/DPPA4/QPCT/PAQR9/NFIA/SLC25A23/BICC1/GJB6/RHBDD1/HBM/G0S2/CR1/TMTC4/PLAG1/ALAS2/SPTBN2/TMEM42/BEX1/KCNH2/CELF4/CLEC4E/MAOB/ESPNL/FAM83F/CDC14B/C17orf99/KREMEN1/SYT11/WNK2/TRIM14/HSPA4/HOOK1/OSBPL7/PARD3/RYR3/CDH10/SLC4A11/LRCH2/A4GALT/SLC7A10/HOXB6/PROS1/AHSP/TMF1/GYPA/ADAMTS4/KIF5A/PKP2/PKHD1/ANK1/PSKH2/AQP10/GCSH/REL/CPEB3/GIPC3/SEC16A/FZD3/GALNT6/SOX7/PKDCC/KRT14/FREM1/RAB3IP/FBLN2/NSUN7/SCNM1/LHFPL1/MYC/CLCN5/ACHE/ATP1B2/PBX1/PLS3/HBA1/BEND7/UCHL5/PLOD2/FRMD6/TOE1/MPDZ/DEFA1B"
"GO:0045165"	"BP"	"GO:0045165"	"cell fate commitment"	11	0.437694600299312	1.82543365110876	0.0150771388499299	0.0150771388499299	0.783388332749541	234	"tags=73%, list=29%, signal=52%"	"ERBB4/HOXA11/WNT9A/WNT7B/ZNF521/IRF4/WNT10A/TNXB"
"GO:0010565"	"BP"	"GO:0010565"	"regulation of cellular ketone metabolic process"	3	0.814214463840399	1.75238514674417	0.0158730158730159	0.0158730158730159	0.783388332749541	152	"tags=100%, list=19%, signal=81%"	"RGN/IRS1/AVPR1A"
"GO:0019217"	"BP"	"GO:0019217"	"regulation of fatty acid metabolic process"	3	0.814214463840399	1.75238514674417	0.0158730158730159	0.0158730158730159	0.783388332749541	152	"tags=100%, list=19%, signal=81%"	"RGN/IRS1/AVPR1A"
"GO:0045923"	"BP"	"GO:0045923"	"positive regulation of fatty acid metabolic process"	3	0.814214463840399	1.75238514674417	0.0158730158730159	0.0158730158730159	0.783388332749541	152	"tags=100%, list=19%, signal=81%"	"RGN/IRS1/AVPR1A"
"GO:0007043"	"BP"	"GO:0007043"	"cell-cell junction assembly"	10	-0.532362769254882	-1.76926760417839	0.0159339877649737	0.0159339877649737	0.783388332749541	94	"tags=50%, list=12%, signal=45%"	"GJB6/PARD3/CDH10/PKP2/MPDZ"
"GO:0072657"	"BP"	"GO:0072657"	"protein localization to membrane"	23	-0.385264620484329	-1.74657355732265	0.0160948222083593	0.0160948222083593	0.783388332749541	133	"tags=43%, list=17%, signal=37%"	"RAPGEF6/STAC3/LDLRAP1/HSPA4/PARD3/PKP2/ANK1/SEC16A/PKDCC/RAB3IP"
"GO:0006888"	"BP"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	5	-0.681206516250894	-1.72833438360326	0.0162322459809583	0.0162322459809583	0.783388332749541	43	"tags=60%, list=5%, signal=57%"	"ANK1/SEC16A/CTAGE4"
"GO:0032435"	"BP"	"GO:0032435"	"negative regulation of proteasomal ubiquitin-dependent protein catabolic process"	3	-0.795511221945137	-1.64536527135703	0.0167384819356977	0.0167384819356977	0.783388332749541	168	"tags=100%, list=21%, signal=79%"	"PBK/UCHL5"
"GO:1901799"	"BP"	"GO:1901799"	"negative regulation of proteasomal protein catabolic process"	3	-0.795511221945137	-1.64536527135703	0.0167384819356977	0.0167384819356977	0.783388332749541	168	"tags=100%, list=21%, signal=79%"	"PBK/UCHL5"
"GO:1903051"	"BP"	"GO:1903051"	"negative regulation of proteolysis involved in protein catabolic process"	3	-0.795511221945137	-1.64536527135703	0.0167384819356977	0.0167384819356977	0.783388332749541	168	"tags=100%, list=21%, signal=79%"	"PBK/UCHL5"
"GO:2000059"	"BP"	"GO:2000059"	"negative regulation of ubiquitin-dependent protein catabolic process"	3	-0.795511221945137	-1.64536527135703	0.0167384819356977	0.0167384819356977	0.783388332749541	168	"tags=100%, list=21%, signal=79%"	"PBK/UCHL5"
"GO:0002251"	"BP"	"GO:0002251"	"organ or tissue specific immune response"	3	-0.79426433915212	-1.64278632892544	0.0172356645674511	0.0172356645674511	0.783388332749541	169	"tags=100%, list=21%, signal=79%"	"C17orf99/DEFA1B"
"GO:0002385"	"BP"	"GO:0002385"	"mucosal immune response"	3	-0.79426433915212	-1.64278632892544	0.0172356645674511	0.0172356645674511	0.783388332749541	169	"tags=100%, list=21%, signal=79%"	"C17orf99/DEFA1B"
"GO:0010562"	"BP"	"GO:0010562"	"positive regulation of phosphorus metabolic process"	39	0.218015665796345	1.69913234839362	0.0177332305319969	0.0177332305319969	0.783388332749541	638	"tags=100%, list=79%, signal=22%"	"ERBB4/ADRA2C/GREM1/PDCD10/CARD10/PTK2/RGN/IRS1/MAGI2/IGF2/GFRA1/CD36/NKX3-1/TGFA/FLT1/EPHA2/NCKAP1L/CLEC6A/LRRK2/GDF1/GDF11/EPO/CARD14/WNK4/MALT1/AGTR2/SDC4/MAP2K1/GATA1/ACVRL1/FGF17/LIMCH1/NCS1/EDNRB/PRKD1/PPARGC1B/EREG/FERMT2/LTF"
"GO:0045937"	"BP"	"GO:0045937"	"positive regulation of phosphate metabolic process"	39	0.218015665796345	1.69913234839362	0.0177332305319969	0.0177332305319969	0.783388332749541	638	"tags=100%, list=79%, signal=22%"	"ERBB4/ADRA2C/GREM1/PDCD10/CARD10/PTK2/RGN/IRS1/MAGI2/IGF2/GFRA1/CD36/NKX3-1/TGFA/FLT1/EPHA2/NCKAP1L/CLEC6A/LRRK2/GDF1/GDF11/EPO/CARD14/WNK4/MALT1/AGTR2/SDC4/MAP2K1/GATA1/ACVRL1/FGF17/LIMCH1/NCS1/EDNRB/PRKD1/PPARGC1B/EREG/FERMT2/LTF"
"GO:0006959"	"BP"	"GO:0006959"	"humoral immune response"	9	-0.54054666848689	-1.72686972523804	0.0179985601151908	0.0179985601151908	0.783388332749541	261	"tags=78%, list=32%, signal=53%"	"PI3/CXCL5/PF4V1/PF4/LTF/CR1/DEFA1B"
"GO:0015748"	"BP"	"GO:0015748"	"organophosphate ester transport"	8	-0.565985097627674	-1.72914951921517	0.0183780630105017	0.0183780630105017	0.783388332749541	212	"tags=75%, list=26%, signal=56%"	"ABCC1/PLSCR4/XKR5/OSBPL10/SLC25A23/CR1"
"GO:0050877"	"BP"	"GO:0050877"	"nervous system process"	50	0.193524520207716	1.73498983661023	0.0187793427230047	0.0187793427230047	0.783388332749541	72	"tags=28%, list=9%, signal=27%"	"DLGAP2/OR13C9/CCL11/OR2T1/CPLX4/HPN/ATP6V0A4/RP2/OR51I1/OR13C4/JPH4/OR52B6/OR13F1/OR13D1"
"GO:0015850"	"BP"	"GO:0015850"	"organic hydroxy compound transport"	14	-0.459341938685784	-1.73602291721719	0.0188755561547796	0.0188755561547796	0.783388332749541	120	"tags=50%, list=15%, signal=43%"	"OSBPL10/LDLRAP1/MAOB/SYT11/OSBPL7/TMF1/AQP10"
"GO:0010676"	"BP"	"GO:0010676"	"positive regulation of cellular carbohydrate metabolic process"	3	0.801745635910224	1.72554923331777	0.0191484001007811	0.0191484001007811	0.783388332749541	162	"tags=100%, list=20%, signal=80%"	"RGN/IRS1/IGF2"
"GO:0010906"	"BP"	"GO:0010906"	"regulation of glucose metabolic process"	3	0.801745635910224	1.72554923331777	0.0191484001007811	0.0191484001007811	0.783388332749541	162	"tags=100%, list=20%, signal=80%"	"RGN/IRS1/IGF2"
"GO:0010907"	"BP"	"GO:0010907"	"positive regulation of glucose metabolic process"	3	0.801745635910224	1.72554923331777	0.0191484001007811	0.0191484001007811	0.783388332749541	162	"tags=100%, list=20%, signal=80%"	"RGN/IRS1/IGF2"
