"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"MAPINFO"	"Strand"	"CHR"	"abs_logFC"	"fragment_ID"	"Name"
"cg00122968"	0.254744942961271	0.252178997993548	5.4959049779346	9.22788227937177e-07	0.000122570841556242	5.46577387797789	12658611	"-"	"18"	0.254744942961271	311247	"PSMG2"
"cg00178511"	0.253759168898043	0.200366620509578	5.84664222899954	2.48303347334518e-07	5.06379088418215e-05	6.72946736299701	48632778	"+"	"3"	0.253759168898043	912243	NA
"cg00197058"	0.252674860644057	0.611752034565575	5.81652148396591	2.78132163947398e-07	5.46989988646444e-05	6.6201618072669	59554672	"-"	"17"	0.252674860644057	892129	NA
"cg00199059"	0.264346926713433	0.478051479715239	5.58534551592855	6.61466107489522e-07	9.7798351027093e-05	5.78601761073777	45317219	"-"	"20"	0.264346926713433	904742	NA
"cg00199059"	0.264346926713433	0.478051479715239	5.58534551592855	6.61466107489522e-07	9.7798351027093e-05	5.78601761073777	45317219	"-"	"20"	0.264346926713433	904740	NA
"cg00199059"	0.264346926713433	0.478051479715239	5.58534551592855	6.61466107489522e-07	9.7798351027093e-05	5.78601761073777	45317219	"-"	"20"	0.264346926713433	904741	NA
"cg00220952"	0.335588609797888	0.216910258219539	7.49716157061877	4.44173737776509e-10	8.82870144063341e-07	12.8403353319724	75084623	"+"	"17"	0.335588609797888	305934	"SLC16A5"
"cg00220952"	0.335588609797888	0.216910258219539	7.49716157061877	4.44173737776509e-10	8.82870144063341e-07	12.8403353319724	75084623	"+"	"17"	0.335588609797888	305934	"ARMC7"
"cg00220952"	0.335588609797888	0.216910258219539	7.49716157061877	4.44173737776509e-10	8.82870144063341e-07	12.8403353319724	75084623	"+"	"17"	0.335588609797888	305934	NA
"cg00360794"	0.371405444944951	0.356368972188029	8.21955672294762	2.75310176352593e-11	1.36806340844952e-07	15.5286637861359	41803850	"-"	"15"	0.371405444944951	883689	NA
"cg00360794"	0.371405444944951	0.356368972188029	8.21955672294762	2.75310176352593e-11	1.36806340844952e-07	15.5286637861359	41803850	"-"	"15"	0.371405444944951	883690	NA
"cg00370123"	0.350790555159723	0.462755973528948	7.16358909741832	1.60903547481371e-09	1.9560532331083e-06	11.5957139745992	1113014	"+"	"7"	0.350790555159723	926691	NA
"cg00379648"	0.273556639646819	0.312069114826424	5.88956144506187	2.11197953426349e-07	4.56703141618071e-05	6.88544530679001	106979451	"-"	"12"	0.273556639646819	177430	"MTERF2"
"cg00381541"	0.273646391144471	0.489910628436572	6.63780267566632	1.21891304591864e-08	7.05199518262303e-06	9.63839024570969	40192279	"-"	"17"	0.273646391144471	890239	NA
"cg00381541"	0.273646391144471	0.489910628436572	6.63780267566632	1.21891304591864e-08	7.05199518262303e-06	9.63839024570969	40192279	"-"	"17"	0.273646391144471	890237	NA
"cg00381541"	0.273646391144471	0.489910628436572	6.63780267566632	1.21891304591864e-08	7.05199518262303e-06	9.63839024570969	40192279	"-"	"17"	0.273646391144471	890238	NA
"cg00381541"	0.273646391144471	0.489910628436572	6.63780267566632	1.21891304591864e-08	7.05199518262303e-06	9.63839024570969	40192279	"-"	"17"	0.273646391144471	890240	NA
"cg00383793"	0.306708906999832	0.566325588171402	5.94264985866596	1.72822805792269e-07	3.98609214015984e-05	7.07873779600257	50488162	"-"	"3"	0.306708906999832	912421	NA
"cg00407245"	0.316351802959289	0.345108479606514	6.86421716541686	5.10239637862826e-09	4.03244386742748e-06	10.4799918342967	55598874	"+"	"19"	0.316351802959289	341703	"FIZ1"
"cg00407245"	0.316351802959289	0.345108479606514	6.86421716541686	5.10239637862826e-09	4.03244386742748e-06	10.4799918342967	55598874	"+"	"19"	0.316351802959289	341703	"ZNF524"
"cg00414384"	0.313291221635171	0.349390334402758	7.17825000015171	1.52055044229986e-09	1.8889688790036e-06	11.6504038919047	68518048	"+"	"11"	0.313291221635171	871094	NA
"cg00459232"	0.259130844889447	0.280046842281342	4.81138140045921	1.11916837401127e-05	0.000690673303995241	3.07291804207521	6309025	"-"	"12"	0.259130844889447	144729	"PLEKHG6"
"cg00476955"	0.275678438798885	0.389806570671673	6.63849284796985	1.21568620017755e-08	7.04560435616706e-06	9.64095155759786	3648013	"+"	"11"	0.275678438798885	104358	"ART1"
"cg00556112"	0.379063508925238	0.308795072289363	6.07511147083194	1.04633411599872e-07	2.8399339873661e-05	7.56263636038063	637173	"-"	"11"	0.379063508925238	103864	"DRD4"
"cg00564163"	0.293936915100319	0.437216782087484	5.38477905231224	1.39287291427098e-06	0.000161943574748507	5.0700267712247	87935979	"-"	"7"	0.293936915100319	708259	"ADAM22"
"cg00577202"	0.260160278733576	0.393918389646063	6.7911403969622	6.75998692130744e-09	4.83188546938091e-06	10.2080895467821	156784152	"+"	"1"	0.260160278733576	855634	NA
"cg00588621"	0.352362877857729	0.33400696415362	6.04102991939841	1.19076275584637e-07	3.10530980806537e-05	7.43792232308955	104697620	"-"	"12"	0.352362877857729	872464	NA
"cg00630164"	0.275910331662884	0.229250726193147	4.62174479346298	2.19003177856196e-05	0.00111609009926589	2.43215571943012	41250062	"+"	"1"	0.275910331662884	9222	"SCMH1"
"cg00630164"	0.275910331662884	0.229250726193147	4.62174479346298	2.19003177856196e-05	0.00111609009926589	2.43215571943012	41250062	"+"	"1"	0.275910331662884	9222	"SCMH1-DT"
"cg00630164"	0.275910331662884	0.229250726193147	4.62174479346298	2.19003177856196e-05	0.00111609009926589	2.43215571943012	41250062	"+"	"1"	0.275910331662884	9222	NA
"cg00677574"	0.286971419649098	0.37369593082393	4.85078350082628	9.72266232655373e-06	0.000627281618074914	3.20740979453342	43221327	"-"	"17"	0.286971419649098	297583	"CCDC200"
"cg00710286"	0.259663954122391	0.458090843291414	5.07978286536779	4.25881268972589e-06	0.000351349141185291	3.99754654947965	40764232	"-"	"15"	0.259663954122391	247043	"GCHFR"
"cg00710286"	0.259663954122391	0.458090843291414	5.07978286536779	4.25881268972589e-06	0.000351349141185291	3.99754654947965	40764232	"-"	"15"	0.259663954122391	247043	"SUMO2P15"
"cg00712857"	0.330989324984103	0.200701545752082	6.11841281447815	8.87659308837327e-08	2.54846039138176e-05	7.72128668462408	63767561	"+"	"11"	0.330989324984103	870473	NA
"cg00715929"	0.328141812469437	0.343577709246247	6.64630309798252	1.17975781380385e-08	6.96084934730079e-06	9.66993830761247	37002528	"-"	"9"	0.328141812469437	784660	NA
"cg00715929"	0.328141812469437	0.343577709246247	6.64630309798252	1.17975781380385e-08	6.96084934730079e-06	9.66993830761247	37002528	"-"	"9"	0.328141812469437	784660	"PAX5"
"cg00735923"	0.293713290194382	0.288694841751543	6.50985477231946	1.99153955841341e-08	9.49597984461722e-06	9.16408687287884	117119963	"-"	"7"	0.293713290194382	926808	NA
"cg00743325"	0.283309231013549	0.209503919563097	7.77344587852714	1.53059584787158e-10	4.3376787384179e-07	13.8704577386581	98703619	"+"	"2"	0.283309231013549	903522	NA
"cg00759699"	0.293786326248501	0.252565987335697	6.41375323194117	2.87762242013373e-08	1.21519917822154e-05	8.80860604443807	12991918	"+"	"19"	0.293786326248501	332663	"DAND5"
"cg00759699"	0.293786326248501	0.252565987335697	6.41375323194117	2.87762242013373e-08	1.21519917822154e-05	8.80860604443807	12991918	"+"	"19"	0.293786326248501	332663	"NFIX"
"cg00759699"	0.293786326248501	0.252565987335697	6.41375323194117	2.87762242013373e-08	1.21519917822154e-05	8.80860604443807	12991918	"+"	"19"	0.293786326248501	332663	"GADD45GIP1"
"cg00759699"	0.293786326248501	0.252565987335697	6.41375323194117	2.87762242013373e-08	1.21519917822154e-05	8.80860604443807	12991918	"+"	"19"	0.293786326248501	332663	"RAD23A"
"cg00813378"	0.32788113400031	0.556646291807179	6.66413244187865	1.10165516379823e-08	6.64933211048629e-06	9.73612308688199	1475209	"-"	"1"	0.32788113400031	293	"ATAD3B"
"cg00857282"	0.298956324371194	0.221496470125637	5.75380814440873	3.52094064377687e-07	6.38609729029868e-05	6.3930199910639	16130727	"-"	"6"	0.298956324371194	922940	NA
"cg00860225"	0.337275830560999	0.555125143329912	8.04851054870218	5.30981593721975e-11	2.06450527052223e-07	14.8938834707525	27313157	"+"	"17"	0.337275830560999	889370	NA
"cg00929523"	0.264160804938127	0.444400331598257	4.17384439884755	0.000102369895857262	0.0033148519113835	0.967026849912544	157948875	"-"	"1"	0.264160804938127	855708	NA
"cg00929523"	0.264160804938127	0.444400331598257	4.17384439884755	0.000102369895857262	0.0033148519113835	0.967026849912544	157948875	"-"	"1"	0.264160804938127	855707	NA
"cg01022219"	0.352121274003095	0.593232680082453	6.98092257364251	3.2546110605199e-09	2.98791791155253e-06	10.9146467352895	13641735	"-"	"18"	0.352121274003095	893801	NA
"cg01032200"	0.307644595178672	0.412662878353255	5.97846938479571	1.50923355851733e-07	3.64375187178292e-05	7.20936997027467	155290641	"-"	"1"	0.307644595178672	37496	"HCN3"
"cg01032200"	0.307644595178672	0.412662878353255	5.97846938479571	1.50923355851733e-07	3.64375187178292e-05	7.20936997027467	155290641	"-"	"1"	0.307644595178672	37496	"PKLR"
"cg01044637"	0.293953727535878	0.600682946966785	6.05339020991764	1.13622949794561e-07	3.00741833101074e-05	7.48313588757298	13082751	"+"	"3"	0.293953727535878	909101	NA
"cg01071966"	0.374390215641394	0.315611348551508	9.43323625869325	2.74814818720901e-13	1.23712001934183e-08	19.9744502106347	76248923	"+"	"5"	0.374390215641394	920728	NA
"cg01075005"	0.33195775157539	0.394244922174051	6.74412341138442	8.10028857085123e-09	5.43640264372247e-06	10.0332767172077	42879409	"+"	"6"	0.33195775157539	643359	"RPL7L1"
"cg01086895"	0.379030088852153	0.267128220772925	7.0596224629801	2.40284426321684e-09	2.48327793464324e-06	11.207987355516	6676515	"+"	"11"	0.379030088852153	105240	NA
"cg01086895"	0.379030088852153	0.267128220772925	7.0596224629801	2.40284426321684e-09	2.48327793464324e-06	11.207987355516	6676515	"+"	"11"	0.379030088852153	105240	"MRPL17"
"cg01089498"	0.30122750974767	0.438935655712781	5.09613215792839	4.01317238806014e-06	0.000337532176485653	4.05448253553538	11428985	"-"	"4"	0.30122750974767	519575	NA
"cg01089498"	0.30122750974767	0.438935655712781	5.09613215792839	4.01317238806014e-06	0.000337532176485653	4.05448253553538	11428985	"-"	"4"	0.30122750974767	519575	"HS3ST1"
"cg01110759"	0.255834594213596	0.226406173583669	7.23495486962354	1.22174598543747e-09	1.63840201606081e-06	11.8619557688495	56672387	"+"	"16"	0.255834594213596	275706	NA
"cg01110759"	0.255834594213596	0.226406173583669	7.23495486962354	1.22174598543747e-09	1.63840201606081e-06	11.8619557688495	56672387	"+"	"16"	0.255834594213596	275706	"MT1IP"
"cg01110759"	0.255834594213596	0.226406173583669	7.23495486962354	1.22174598543747e-09	1.63840201606081e-06	11.8619557688495	56672387	"+"	"16"	0.255834594213596	275706	"MT1H"
"cg01126905"	0.298042914275384	0.291839630300444	5.69938574250479	4.31847491186434e-07	7.33735182689149e-05	6.19640790012988	44920466	"-"	"7"	0.298042914275384	928733	NA
"cg01177854"	0.292473812041589	0.347893750433464	8.46348837986682	1.08174702970408e-11	7.92733725558866e-08	16.4311519528603	68270387	"+"	"16"	0.292473812041589	278941	"RNU6-1262P"
"cg01177854"	0.292473812041589	0.347893750433464	8.46348837986682	1.08174702970408e-11	7.92733725558866e-08	16.4311519528603	68270387	"+"	"16"	0.292473812041589	278941	"SLC7A6"
"cg01181817"	0.266609348612299	0.191558992415799	4.77879997443743	1.25687716631972e-05	0.000748533186084217	2.96204991091574	49941376	"+"	"3"	0.266609348612299	470453	"RBM6"
"cg01190023"	0.260368787419202	0.350567704848709	5.68143925368607	4.61880275453555e-07	7.67507278885202e-05	6.13167824663091	41882490	"+"	"19"	0.260368787419202	339209	"ARHGEF1"
"cg01202150"	0.273032161929779	0.25636363572594	5.49513760945427	9.25422523723723e-07	0.000122875753209926	5.46303277758615	140261697	"-"	"5"	0.273032161929779	917647	NA
"cg01204684"	0.326261639925223	0.363931211738599	7.27552827696563	1.0446857606003e-09	1.48466860823027e-06	12.0133431900756	150487695	"+"	"1"	0.326261639925223	36345	"TARS2"
"cg01204684"	0.326261639925223	0.363931211738599	7.27552827696563	1.0446857606003e-09	1.48466860823027e-06	12.0133431900756	150487695	"+"	"1"	0.326261639925223	36345	NA
"cg01205011"	0.27852492691557	0.425754260995538	5.8857757528076	2.14236788693013e-07	4.61474170879873e-05	6.87167670299067	35262113	"-"	"6"	0.27852492691557	641358	"ZNF76"
"cg01209023"	0.319850966048118	0.379495998655277	5.43364140827138	1.16253936728751e-06	0.000143487776187091	5.24373497878395	61733046	"-"	"11"	0.319850966048118	870135	NA
"cg01241157"	0.342490212537498	0.264249672820725	7.1181037078497	1.91765247897264e-09	2.18407371403794e-06	11.426059369556	51418668	"+"	"12"	0.342490212537498	874855	NA
"cg01241157"	0.342490212537498	0.264249672820725	7.1181037078497	1.91765247897264e-09	2.18407371403794e-06	11.426059369556	51418668	"+"	"12"	0.342490212537498	874854	NA
"cg01252526"	0.364085997182388	0.483474575906118	6.12370925058952	8.6996980919412e-08	2.52263080176069e-05	7.74070695802703	711033	"+"	"16"	0.364085997182388	887986	NA
"cg01252526"	0.364085997182388	0.483474575906118	6.12370925058952	8.6996980919412e-08	2.52263080176069e-05	7.74070695802703	711033	"+"	"16"	0.364085997182388	887987	NA
"cg01278873"	0.287842309871094	0.329225663627122	5.25751607555793	2.22561405045813e-06	0.00022426121777685	4.61995531483272	44764101	"-"	"19"	0.287842309871094	339883	NA
"cg01278873"	0.287842309871094	0.329225663627122	5.25751607555793	2.22561405045813e-06	0.00022426121777685	4.61995531483272	44764101	"-"	"19"	0.287842309871094	339883	"BCL3"
"cg01278873"	0.287842309871094	0.329225663627122	5.25751607555793	2.22561405045813e-06	0.00022426121777685	4.61995531483272	44764101	"-"	"19"	0.287842309871094	339883	"CBLC"
"cg01278873"	0.287842309871094	0.329225663627122	5.25751607555793	2.22561405045813e-06	0.00022426121777685	4.61995531483272	44764101	"-"	"19"	0.287842309871094	339883	"MIR8085"
"cg01304890"	0.293086678992419	0.265205040539627	8.05340607543796	5.21083468335434e-11	2.06450527052223e-07	14.9120710341258	81106772	"+"	"4"	0.293086678992419	916264	NA
"cg01307130"	0.269280576779697	0.335370545534936	6.12880098702549	8.53294099575521e-08	2.4922061833653e-05	7.75937966182966	71329040	"-"	"10"	0.269280576779697	85907	NA
"cg01320510"	0.265794288317046	0.42826804747287	4.33547081447584	5.91294341848402e-05	0.00225602657752655	1.48727404082357	8772194	"-"	"17"	0.265794288317046	893603	NA
"cg01348229"	0.26403699736719	0.26581811567109	5.64028547841783	5.38773870241315e-07	8.53417219067897e-05	5.98344810087264	4607243	"+"	"19"	0.26403699736719	331321	"TNFAIP8L1"
"cg01348229"	0.26403699736719	0.26581811567109	5.64028547841783	5.38773870241315e-07	8.53417219067897e-05	5.98344810087264	4607243	"+"	"19"	0.26403699736719	331321	NA
"cg01355392"	0.281729389794733	0.529917084393243	4.40195832743256	4.70573519470704e-05	0.00191776551961845	1.70415207445798	62679255	"-"	"20"	0.281729389794733	905684	NA
"cg01356829"	0.267802996323004	0.320170181874963	4.95873364077712	6.59901645408292e-06	0.000479958507522965	3.5781248482945	67772896	"-"	"1"	0.267802996323004	16728	"RNU7-80P"
"cg01364625"	0.344303620851717	0.451363560801206	8.22349969786445	2.71177414348121e-11	1.35682029608378e-07	15.5432792568215	7942328	"+"	"17"	0.344303620851717	893340	NA
"cg01419469"	0.274864977632039	0.322349016272273	6.01397859726076	1.31934021831797e-07	3.32238809111235e-05	7.33903513763043	8092488	"+"	"17"	0.274864977632039	286012	"MIR4314"
"cg01419469"	0.274864977632039	0.322349016272273	6.01397859726076	1.31934021831797e-07	3.32238809111235e-05	7.33903513763043	8092488	"+"	"17"	0.274864977632039	286012	NA
"cg01419469"	0.274864977632039	0.322349016272273	6.01397859726076	1.31934021831797e-07	3.32238809111235e-05	7.33903513763043	8092488	"+"	"17"	0.274864977632039	286012	"ALOX12B"
"cg01428378"	0.284260488324714	0.236274491061452	5.10063088468591	3.9480606446194e-06	0.000333719451195472	4.0701609046313	123259789	"-"	"12"	0.284260488324714	873305	NA
"cg01438174"	0.258163859089641	0.598660515245894	5.53032038662708	8.1195766817455e-07	0.000112676831733544	5.58882323213435	130640301	"+"	"9"	0.258163859089641	934631	NA
"cg01487433"	0.261280995132396	0.420898092916091	5.04844136474652	4.77171541821183e-06	0.00037938353580244	3.88858853216236	19648987	"-"	"19"	0.261280995132396	333623	"GMIP"
"cg01487433"	0.261280995132396	0.420898092916091	5.04844136474652	4.77171541821183e-06	0.00037938353580244	3.88858853216236	19648987	"-"	"19"	0.261280995132396	333623	"LPAR2"
"cg01487433"	0.261280995132396	0.420898092916091	5.04844136474652	4.77171541821183e-06	0.00037938353580244	3.88858853216236	19648987	"-"	"19"	0.261280995132396	333623	"ATP13A1"
"cg01535630"	0.29151648399243	0.272386868851131	7.28781961084125	9.96291461253925e-10	1.44603143683176e-06	12.0592066569283	3689683	"+"	"1"	0.29151648399243	603	"TP73"
"cg01535630"	0.29151648399243	0.272386868851131	7.28781961084125	9.96291461253925e-10	1.44603143683176e-06	12.0592066569283	3689683	"+"	"1"	0.29151648399243	603	"TP73-AS2"
"cg01537665"	0.265857331899833	0.239637686173424	4.87641286152195	8.87037191087803e-06	0.000590028967724406	3.29512994309313	157009094	"+"	"6"	0.265857331899833	922753	NA
"cg01539133"	0.256020605976212	0.397564927082938	5.30897427323023	1.8421108214636e-06	0.000196017829108392	4.80151835616934	4607324	"-"	"19"	0.256020605976212	331321	NA
"cg01539133"	0.256020605976212	0.397564927082938	5.30897427323023	1.8421108214636e-06	0.000196017829108392	4.80151835616934	4607324	"-"	"19"	0.256020605976212	331321	"TNFAIP8L1"
"cg01555014"	0.256458585905568	0.277515487584415	4.5754476510608	2.57604904199594e-05	0.00125103487778232	2.27744585101565	32827710	"+"	"1"	0.256458585905568	7068	"YARS1"
"cg01555014"	0.256458585905568	0.277515487584415	4.5754476510608	2.57604904199594e-05	0.00125103487778232	2.27744585101565	32827710	"+"	"1"	0.256458585905568	7068	"S100PBP"
"cg01562385"	0.38215342330758	0.343364823283536	8.24007499067383	2.54474228505335e-11	1.30936736387512e-07	15.6047098658407	10698098	"-"	"19"	0.38215342330758	894803	NA
"cg01562385"	0.38215342330758	0.343364823283536	8.24007499067383	2.54474228505335e-11	1.30936736387512e-07	15.6047098658407	10698098	"-"	"19"	0.38215342330758	894804	NA
"cg01574694"	0.253399240432566	0.181890718994422	4.46134362486308	3.83281127318517e-05	0.00165547463587817	1.89921310399502	21493964	"-"	"14"	0.253399240432566	880074	NA
"cg01574694"	0.253399240432566	0.181890718994422	4.46134362486308	3.83281127318517e-05	0.00165547463587817	1.89921310399502	21493964	"-"	"14"	0.253399240432566	880072	NA
"cg01574694"	0.253399240432566	0.181890718994422	4.46134362486308	3.83281127318517e-05	0.00165547463587817	1.89921310399502	21493964	"-"	"14"	0.253399240432566	880073	NA
"cg01597066"	0.283522187379144	0.272097168429564	4.43679903150788	4.17260257241928e-05	0.00175847748689377	1.81844030789966	49127506	"+"	"19"	0.283522187379144	896429	NA
"cg01604539"	0.262763159394605	0.23326855373164	7.43537541521319	5.63756098911077e-10	1.00289708992407e-06	12.6098076098391	67189134	"+"	"16"	0.262763159394605	278723	"KIAA0895L"
"cg01604539"	0.262763159394605	0.23326855373164	7.43537541521319	5.63756098911077e-10	1.00289708992407e-06	12.6098076098391	67189134	"+"	"16"	0.262763159394605	278723	"E2F4"
"cg01604539"	0.262763159394605	0.23326855373164	7.43537541521319	5.63756098911077e-10	1.00289708992407e-06	12.6098076098391	67189134	"+"	"16"	0.262763159394605	278723	"EXOC3L1"
"cg01614237"	0.289844529720717	0.176831225091504	5.94947399176961	1.68420703362872e-07	3.91855447016287e-05	7.10361198000742	6660771	"-"	"4"	0.289844529720717	915772	NA
"cg01614237"	0.289844529720717	0.176831225091504	5.94947399176961	1.68420703362872e-07	3.91855447016287e-05	7.10361198000742	6660771	"-"	"4"	0.289844529720717	915773	NA
"cg01657926"	0.339214892838518	0.424101343872168	6.40713655593238	2.95140436751664e-08	1.22707215887046e-05	8.78415772864749	86085912	"+"	"11"	0.339214892838518	128009	NA
"cg01666600"	0.295901431405997	0.169915517398528	6.31639364930767	4.17510241948769e-08	1.53304020726694e-05	8.44924515325083	21279561	"-"	"17"	0.295901431405997	889288	NA
"cg01666600"	0.295901431405997	0.169915517398528	6.31639364930767	4.17510241948769e-08	1.53304020726694e-05	8.44924515325083	21279561	"-"	"17"	0.295901431405997	889287	NA
"cg01704474"	0.270657025152177	0.609731881632493	5.42195293078155	1.21395910428434e-06	0.000147409912117309	5.20213784972605	504918	"+"	"11"	0.270657025152177	103856	"RNH1"
"cg01705131"	0.268574733240273	0.578556839983621	5.34591955230992	1.60770470795225e-06	0.000178319547150993	4.93223032861981	35732480	"-"	"6"	0.268574733240273	641455	"ARMC12"
"cg01705131"	0.268574733240273	0.578556839983621	5.34591955230992	1.60770470795225e-06	0.000178319547150993	4.93223032861981	35732480	"-"	"6"	0.268574733240273	641455	NA
"cg01705131"	0.268574733240273	0.578556839983621	5.34591955230992	1.60770470795225e-06	0.000178319547150993	4.93223032861981	35732480	"-"	"6"	0.268574733240273	641455	"FKBP5"
"cg01743077"	0.267995569132323	0.438011987243474	5.16474878019175	3.12552442829042e-06	0.000283056403345434	4.29415425129056	72975586	"+"	"11"	0.267995569132323	871399	NA
"cg01770654"	0.286308562844365	0.477571680286597	4.96176499418522	6.5273193759175e-06	0.0004759838858085	3.58858112115428	140811343	"-"	"5"	0.286308562844365	619438	"PCDHA4"
"cg01777403"	0.335492637813985	0.270934217631949	6.56109403110632	1.63626482476006e-08	8.39096536846737e-06	9.35390034274041	77493382	"-"	"14"	0.335492637813985	231845	"ISM2"
"cg01780596"	0.26596603164265	0.32320034492575	6.28652863884181	4.67930072342931e-08	1.65601365636451e-05	8.33918204978331	43478268	"-"	"6"	0.26596603164265	643468	"TJAP1"
"cg01780596"	0.26596603164265	0.32320034492575	6.28652863884181	4.67930072342931e-08	1.65601365636451e-05	8.33918204978331	43478268	"-"	"6"	0.26596603164265	643468	"RNU6-1113P"
"cg01781762"	0.360031375544574	0.499075606215083	7.97830824907267	6.95528808108412e-11	2.57172115441953e-07	14.6329576111377	30407502	"+"	"16"	0.360031375544574	271339	"ZNF771"
"cg01786048"	0.288052795534973	0.414179427872622	4.38725696952508	4.95006819538178e-05	0.00198874156921103	1.65605805534953	239035964	"-"	"2"	0.288052795534973	900876	NA
"cg01786048"	0.288052795534973	0.414179427872622	4.38725696952508	4.95006819538178e-05	0.00198874156921103	1.65605805534953	239035964	"-"	"2"	0.288052795534973	900875	NA
"cg01802062"	0.274177403885237	0.538820182643669	4.36104809293961	5.41659513791403e-05	0.00211754195277589	1.5705134825613	29833153	"-"	"16"	0.274177403885237	886474	NA
"cg01802062"	0.274177403885237	0.538820182643669	4.36104809293961	5.41659513791403e-05	0.00211754195277589	1.5705134825613	29833153	"-"	"16"	0.274177403885237	886473	NA
"cg01806972"	0.320008638151468	0.461244131216493	6.68459503876205	1.01834809743883e-08	6.32002161115289e-06	9.81210529541406	66314378	"-"	"11"	0.320008638151468	122795	"CD248"
"cg01811796"	0.280450760900344	0.536210157565335	5.75678232452371	3.48182900637526e-07	6.35487663470754e-05	6.40377844969922	26233565	"+"	"1"	0.280450760900344	5698	"CEP85"
"cg01832036"	0.257008059441155	0.186434759495772	5.4028989329506	1.3026321602945e-06	0.000154572837694063	5.1343872494129	48050274	"-"	"17"	0.257008059441155	298621	"NFE2L1-DT"
"cg01832036"	0.257008059441155	0.186434759495772	5.4028989329506	1.3026321602945e-06	0.000154572837694063	5.1343872494129	48050274	"-"	"17"	0.257008059441155	298621	"NFE2L1"
"cg01840020"	0.345729128663923	0.460010892340708	6.33105013894889	3.94780716660307e-08	1.48400525987739e-05	8.50328975208482	4648949	"+"	"17"	0.345729128663923	890991	NA
"cg01848079"	0.25266141934636	0.518396760667004	4.22676276072682	8.56177206195366e-05	0.00292652865449956	1.13624492198325	151029221	"+"	"1"	0.25266141934636	854714	NA
"cg01857475"	0.400756592744665	0.37767883543551	6.56109199045143	1.63627763471339e-08	8.39096536846737e-06	9.35389277962246	104697193	"+"	"12"	0.400756592744665	872464	NA
