"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"MAPINFO"	"Strand"	"CHR"	"abs_logFC"	"fragment_ID"
"cg00523450"	0.285969145985527	0.36870919043324	5.89122310566881	2.09877639368746e-07	4.54661145071323e-05	6.89148942141987	112290055	"+"	"10"	0.285969145985527	95981
"cg00540640"	0.293966263518968	0.337831826049915	5.10716396942604	3.8553501511632e-06	0.000328276485527337	4.09293806831194	170125483	"+"	"6"	0.293966263518968	661548
"cg00541638"	0.365539120477409	0.420196113198192	6.76192273554952	7.56426566964387e-09	5.20555539505317e-06	10.0994435141562	9056115	"+"	"16"	0.365539120477409	260667
"cg00541683"	0.296456145721168	0.370769279986667	6.33438767094659	3.89779308959656e-08	1.47360343340761e-05	8.51559936094397	32041933	"+"	"1"	0.296456145721168	6828
"cg00542800"	0.277882440131322	0.463641598809621	5.31131245513421	1.82632589537214e-06	0.000194852589818617	4.80978210695833	125369520	"+"	"12"	0.277882440131322	178644
"cg00551609"	0.388916024835861	0.436662829236509	5.72090825831957	3.98369167904802e-07	6.95252424695131e-05	6.27410535961554	74214662	"-"	"2"	0.388916024835861	353798
"cg00552704"	0.260755013505135	0.358151443752796	5.9721174639089	1.54595301694748e-07	3.70296025138556e-05	7.18619248032494	32121420	"-"	"6"	0.260755013505135	619831
"cg00556112"	0.379063508925238	0.308795072289363	6.07511147083194	1.04633411599872e-07	2.8399339873661e-05	7.56263636038063	637173	"-"	"11"	0.379063508925238	102509
"cg00558219"	0.256044222406871	0.656831743264743	3.90101865700348	0.000252996401866869	0.00625177379722667	0.113020921277661	157184137	"-"	"2"	0.256044222406871	377371
"cg00564163"	0.293936915100319	0.437216782087484	5.38477905231224	1.39287291427098e-06	0.000161943574748507	5.0700267712247	87935979	"-"	"7"	0.293936915100319	686600
"cg00565882"	0.255165975263605	0.415160273239547	4.62622093201004	2.15585436261682e-05	0.00110262261841674	2.4471505221789	38300707	"-"	"2"	0.255165975263605	342943
"cg00577202"	0.260160278733576	0.393918389646063	6.7911403969622	6.75998692130744e-09	4.83188546938091e-06	10.2080895467821	156784152	"+"	"1"	0.260160278733576	36907
"cg00578638"	0.340643546614453	0.301526679110185	6.34518682997155	3.74024178013865e-08	1.4342186423091e-05	8.55543609210872	38334161	"-"	"17"	0.340643546614453	287141
"cg00578917"	0.280721454569728	0.295859784499359	6.22600407433155	5.89416181903763e-08	1.94638530065998e-05	8.11639162389215	27945542	"+"	"21"	0.280721454569728	423749
"cg00585901"	0.289930131465221	0.245555898557979	4.50758539193631	3.26433073634668e-05	0.00147702924091854	2.05195991278211	155035388	"-"	"1"	0.289930131465221	36586
"cg00588621"	0.352362877857729	0.33400696415362	6.04102991939841	1.19076275584637e-07	3.10530980806537e-05	7.43792232308955	104697620	"-"	"12"	0.352362877857729	173607
"cg00596989"	0.295062872918025	0.197896421485609	6.48731646786451	2.17120867073532e-08	9.98904000510497e-06	9.08065413139456	28540498	"+"	"13"	0.295062872918025	183456
"cg00622395"	0.270811025172009	0.462491609289633	5.33208219160134	1.69183662402088e-06	0.000185048361056916	4.88323964471298	80085485	"+"	"12"	0.270811025172009	165711
"cg00628788"	0.268282796029491	0.535148680362334	4.83568441246695	1.02618051940343e-05	0.000650894335239262	3.15581882592714	33529997	"+"	"18"	0.268282796029491	306946
"cg00630164"	0.275910331662884	0.229250726193147	4.62174479346298	2.19003177856196e-05	0.00111609009926589	2.43215571943012	41250062	"+"	"1"	0.275910331662884	9110
"cg00642460"	0.263624498645255	0.524233347438084	4.78599903411231	1.22508951169112e-05	0.000735214836332532	2.98651988089764	176827697	"-"	"5"	0.263624498645255	609558
"cg00656387"	0.316362289926009	0.217927549761668	6.92691132222929	4.00769639144884e-09	3.4343532782025e-06	10.7134309138441	40428638	"+"	"3"	0.316362289926009	449189
"cg00656630"	0.26354528933541	0.542864875968063	5.32209684331712	1.75522947394667e-06	0.000189609474109415	4.84791228836986	121012023	"+"	"2"	0.26354528933541	366103
"cg00661523"	0.323323297436903	0.368526636296291	6.05527595442954	1.1281304534563e-07	2.99143828893308e-05	7.49003551798715	151985426	"+"	"3"	0.323323297436903	482217
"cg00677574"	0.286971419649098	0.37369593082393	4.85078350082628	9.72266232655373e-06	0.000627281618074914	3.20740979453342	43221327	"-"	"17"	0.286971419649098	288171
"cg00678361"	0.284250337495714	0.411032965130763	5.7270127817991	3.89350250376609e-07	6.8454434002228e-05	6.29615670558085	145577929	"+"	"8"	0.284250337495714	750338
"cg00690143"	0.267165220502752	0.258659406227036	6.29792665186893	4.48010138087005e-08	1.61465925073017e-05	8.38117786521952	30810858	"-"	"7"	0.267165220502752	670733
"cg00710286"	0.259663954122391	0.458090843291414	5.07978286536779	4.25881268972589e-06	0.000351349141185291	3.99754654947965	40764232	"-"	"15"	0.259663954122391	241514
"cg00712857"	0.330989324984103	0.200701545752082	6.11841281447815	8.87659308837327e-08	2.54846039138176e-05	7.72128668462408	63767561	"+"	"11"	0.330989324984103	121144
"cg00715929"	0.328141812469437	0.343577709246247	6.64630309798252	1.17975781380385e-08	6.96084934730079e-06	9.66993830761247	37002528	"-"	"9"	0.328141812469437	761974
"cg00719651"	0.252949582185932	0.220104302398763	5.3935927254578	1.34823411890716e-06	0.000158480639182278	5.101323872112	47225449	"-"	"12"	0.252949582185932	155805
"cg00721170"	0.265319821758342	0.394358819075146	5.88445123074129	2.15310203711972e-07	4.62836555504688e-05	6.8668598791054	74864239	"-"	"4"	0.265319821758342	517880
"cg00734567"	0.252717232696863	0.271646174806505	5.5861693370714	6.5943665300274e-07	9.76169419132493e-05	5.78897412827721	86172782	"-"	"1"	0.252717232696863	22607
"cg00735923"	0.293713290194382	0.288694841751543	6.50985477231946	1.99153955841341e-08	9.49597984461722e-06	9.16408687287884	117119963	"-"	"7"	0.293713290194382	695284
"cg00737905"	0.2788653381499	0.355523696740892	5.29343401125818	1.95049236086025e-06	0.000204698431550955	4.74662522807523	52198683	"+"	"6"	0.2788653381499	625395
"cg00743325"	0.283309231013549	0.209503919563097	7.77344587852714	1.53059584787158e-10	4.3376787384179e-07	13.8704577386581	98703619	"+"	"2"	0.283309231013549	359586
"cg00751332"	0.299288224588912	0.376439806201496	5.61794691049961	5.85679631639096e-07	9.01218891366296e-05	5.90310908778316	20714332	"-"	"18"	0.299288224588912	302835
"cg00759699"	0.293786326248501	0.252565987335697	6.41375323194117	2.87762242013373e-08	1.21519917822154e-05	8.80860604443807	12991918	"+"	"19"	0.293786326248501	322328
"cg00769843"	0.296631368613032	0.428630474096693	6.75352574947356	7.81258351397202e-09	5.31392862674462e-06	10.0682268117921	63754453	"-"	"11"	0.296631368613032	121144
"cg00773902"	0.303677150350402	0.389035130843352	4.84781672839072	9.82635839374856e-06	0.000631612757004181	3.1972676799446	19007324	"+"	"19"	0.303677150350402	323211
"cg00774550"	0.269463005130544	0.414157330817012	6.1288590769765	8.53105694728323e-08	2.4922061833653e-05	7.75959270946993	51171836	"+"	"19"	0.269463005130544	330433
"cg00780845"	0.254392264234196	0.341346727484104	5.23002471702869	2.46169578183814e-06	0.000240274159562463	4.52319830803111	79725284	"-"	"15"	0.254392264234196	252492
"cg00790395"	0.31629546370047	0.219346596603997	5.81164267296918	2.83286914594923e-07	5.53717384856102e-05	6.60246971168727	94822172	"-"	"10"	0.31629546370047	90981
"cg00810208"	0.252603673015053	0.287182658655059	3.76848322637828	0.000388488097671708	0.0084367864930322	-0.289958955045208	997012	"-"	"4"	0.252603673015053	496682
"cg00813378"	0.32788113400031	0.556646291807179	6.66413244187865	1.10165516379823e-08	6.64933211048629e-06	9.73612308688199	1475209	"-"	"1"	0.32788113400031	283
"cg00832563"	0.326612784603607	0.382102054568525	6.52619960914118	1.87057715591206e-08	9.16960713538544e-06	9.22461556978231	94883425	"+"	"11"	0.326612784603607	129654
"cg00857282"	0.298956324371194	0.221496470125637	5.75380814440873	3.52094064377687e-07	6.38609729029868e-05	6.3930199910639	16130727	"-"	"6"	0.298956324371194	615229
"cg00857405"	0.284932900609007	0.444280648880614	4.89406526562246	8.32639604240125e-06	0.000564190903368456	3.35565574660634	74975311	"+"	"4"	0.284932900609007	517918
"cg00860225"	0.337275830560999	0.555125143329912	8.04851054870218	5.30981593721975e-11	2.06450527052223e-07	14.8938834707525	27313157	"+"	"17"	0.337275830560999	284468
"cg00893493"	0.28653086477023	0.435273737710631	5.82422112683835	2.70185417123102e-07	5.36011074480158e-05	6.64809036077818	85513191	"+"	"1"	0.28653086477023	22387
"cg00906528"	-0.342937385889331	0.476659166795837	-5.22503481952639	2.50711566721567e-06	0.000243039806179757	4.50565457996989	192757387	"+"	"1"	0.342937385889331	48020
"cg00917569"	0.277570209512557	0.311824003806138	5.40692838228028	1.28336241837165e-06	0.000153163045100545	5.14870868527344	51187388	"+"	"16"	0.277570209512557	268361
"cg00919013"	0.263229022897456	0.557826314006738	5.31335638036433	1.81263672212574e-06	0.000193728188767391	4.81700684813777	12613847	"+"	"8"	0.263229022897456	710837
"cg00926318"	0.314467243179209	0.35911183299137	7.67065000549137	2.27477351091779e-10	5.77044023565505e-07	13.4873669534226	25177340	"-"	"20"	0.314467243179209	410730
"cg00927777"	0.265853013339972	0.284006484112666	5.51430540637283	8.61792753494338e-07	0.000117126391184063	5.5315352224198	1960199	"-"	"17"	0.265853013339972	279069
"cg00929523"	0.264160804938127	0.444400331598257	4.17384439884755	0.000102369895857262	0.0033148519113835	0.967026849912544	157948875	"-"	"1"	0.264160804938127	37254
"cg00929635"	0.287988098835882	0.61296665759941	9.0394057440506	1.21037299631222e-12	2.21562659744943e-08	18.5452819013184	44035918	"+"	"20"	0.287988098835882	414557
"cg00930281"	0.289940807924281	0.445187828131126	7.8778444234252	1.02382285484549e-10	3.23966293138538e-07	14.2592125560587	139117127	"-"	"6"	0.289940807924281	652319
"cg00947782"	0.263836335288832	0.472917588087632	5.90457233972747	1.99563295986284e-07	4.39701113258024e-05	6.94005987305514	30039142	"+"	"6"	0.263836335288832	619440
"cg00955307"	0.259777795151741	0.563925578427442	5.5724878240796	6.93952339705139e-07	0.000100568216971114	5.73988991763516	166889789	"-"	"1"	0.259777795151741	39903
"cg00955911"	0.286198254746346	0.363179734063277	6.11669528236159	8.93471999142121e-08	2.56311997590198e-05	7.71498974950686	38061988	"-"	"14"	0.286198254746346	215783
"cg00958451"	0.279269522658253	0.462456770059466	8.4479980060781	1.14774409803689e-11	7.94004424335752e-08	16.3739503144161	65204391	"+"	"15"	0.279269522658253	248619
"cg00989853"	0.269286330829168	0.430824711594282	4.52780326772789	3.04242013925375e-05	0.00140570885870269	2.11897522606955	209979345	"+"	"1"	0.269286330829168	52896
"cg01005506"	0.277520210087496	0.391684407815799	6.28714650593289	4.66828021961313e-08	1.65372687062945e-05	8.34145825594389	64565768	"-"	"10"	0.277520210087496	82244
"cg01022219"	0.352121274003095	0.593232680082453	6.98092257364251	3.2546110605199e-09	2.98791791155253e-06	10.9146467352895	13641735	"-"	"18"	0.352121274003095	301711
"cg01031101"	0.30650460945803	0.516267113131322	5.54258732113933	7.7572094199138e-07	0.000109214975294742	5.63273629901843	28227091	"+"	"6"	0.30650460945803	618945
"cg01032200"	0.307644595178672	0.412662878353255	5.97846938479571	1.50923355851733e-07	3.64375187178292e-05	7.20936997027467	155290641	"-"	"1"	0.307644595178672	36633
"cg01047555"	0.305290195779559	0.498116470321332	6.83110140595689	5.7962743539542e-09	4.3486982911266e-06	10.3567475028081	127835990	"+"	"6"	0.305290195779559	648707
"cg01048107"	0.260077733455644	0.314912778511279	5.10424942265517	3.89644278572866e-06	0.0003307048835521	4.08277539270254	72757924	"-"	"8"	0.260077733455644	728194
"cg01057656"	0.375910204183413	0.526687572394292	6.0765954883913	1.04045662593764e-07	2.82821371922492e-05	7.56806996851473	45281140	"+"	"19"	0.375910204183413	329531
"cg01063461"	0.295451761232085	0.444114437005043	7.5139848564056	4.16259151688621e-10	8.43563123717717e-07	12.9030978018758	100622813	"-"	"14"	0.295451761232085	234548
"cg01069159"	0.333999673431256	0.395468277041971	6.1711067149492	7.26468047872282e-08	2.25055464441239e-05	7.91463722558266	161275865	"+"	"5"	0.333999673431256	605005
"cg01071966"	0.374390215641394	0.315611348551508	9.43323625869325	2.74814818720901e-13	1.23712001934183e-08	19.9744502106347	76248923	"+"	"5"	0.374390215641394	578595
"cg01072942"	0.267734666603243	0.364770206556961	4.95489489293083	6.69091961614867e-06	0.000484408291647165	3.56488712036831	102279330	"-"	"10"	0.267734666603243	93063
"cg01073479"	0.263478912397933	0.500466212310724	5.24470550618523	2.33271227331791e-06	0.000231579149094126	4.57484667596637	3509474	"+"	"16"	0.263478912397933	259338
"cg01074657"	0.324062073895639	0.366244453231939	5.28851466477106	1.98609265915318e-06	0.000207179917677941	4.729259551302	78511466	"-"	"1"	0.324062073895639	20027
"cg01086895"	0.379030088852153	0.267128220772925	7.0596224629801	2.40284426321684e-09	2.48327793464324e-06	11.207987355516	6676515	"+"	"11"	0.379030088852153	103879
"cg01089498"	0.30122750974767	0.438935655712781	5.09613215792839	4.01317238806014e-06	0.000337532176485653	4.05448253553538	11428985	"-"	"4"	0.30122750974767	499031
"cg01094564"	0.325093846885437	0.414792787594859	7.36749085175965	7.32588957739207e-10	1.18372506960097e-06	12.356500367652	3663198	"-"	"11"	0.325093846885437	103001
"cg01101380"	0.297686541669785	0.46579557655181	6.38835663696868	3.17122783496136e-08	1.28245408196022e-05	8.71478661587327	36039173	"+"	"1"	0.297686541669785	7811
"cg01110759"	0.255834594213596	0.226406173583669	7.23495486962354	1.22174598543747e-09	1.63840201606081e-06	11.8619557688495	56672387	"+"	"16"	0.255834594213596	270047
"cg01126905"	0.298042914275384	0.291839630300444	5.69938574250479	4.31847491186434e-07	7.33735182689149e-05	6.19640790012988	44920466	"-"	"7"	0.298042914275384	674859
"cg01131866"	0.314154406833718	0.281965945639022	6.44882697458211	2.51610402036206e-08	1.10766441181351e-05	8.93826120706798	61601529	"-"	"5"	0.314154406833718	574049
"cg01141459"	0.338776704923223	0.608276627974864	6.71396128363901	9.09645076562723e-09	5.86098217940656e-06	9.92118914221789	30476452	"-"	"22"	0.338776704923223	432402
"cg01146232"	0.29441424860629	0.35037848547835	5.1951886446092	2.79652620018454e-06	0.000262400020914082	4.40083971318517	51185147	"+"	"16"	0.29441424860629	268361
"cg01152897"	0.279474211410899	0.444140474468779	5.09143896443007	4.08222367061168e-06	0.000341636773653836	4.03813179183529	194705841	"+"	"3"	0.279474211410899	495668
"cg01155426"	0.281137298573435	0.659546250066287	6.32919098548803	3.97594343505018e-08	1.48994988955861e-05	8.49643319130312	36039423	"+"	"1"	0.281137298573435	7811
"cg01158072"	0.272684700883887	0.665014125208213	6.8167236226433	6.12611713875e-09	4.51676001833942e-06	10.3032530242628	139116876	"-"	"6"	0.272684700883887	652318
"cg01165387"	0.280638245965583	0.25799671506398	5.84024638839718	2.54359921706851e-07	5.15064291266847e-05	6.70624623331918	38828637	"-"	"2"	0.280638245965583	343104
"cg01169725"	0.254022616637195	0.430524413348046	5.08267473301864	4.21431321015108e-06	0.000348907910493141	4.00761254340657	167520506	"+"	"1"	0.254022616637195	40094
