A	B
MAR04171	PEP[c]
MAR04171	GTP[c]
MAR04171	pyruvate[c]
MAR04421	dADP[c]
MAR04421	H+[c]
MAR04421	PEP[c]
MAR04421	dATP[c]
MAR04421	pyruvate[c]
MAR04450	GMP[e]
MAR04450	H2O[e]
MAR04450	guanosine[e]
MAR04450	Pi[e]
MAR04573	dGDP[c]
MAR04573	H+[c]
MAR04573	PEP[c]
MAR04573	dGTP[c]
MAR04573	pyruvate[c]
MAR04018	ADP[m]
MAR04018	GTP[m]
MAR04018	ATP[m]
MAR04018	GDP[m]
MAR04030	ADP[m]
MAR04030	CTP[m]
MAR04030	ATP[m]
MAR04030	CDP[m]
MAR04210	H+[c]
MAR04210	PEP[c]
MAR04210	UDP[c]
MAR04210	pyruvate[c]
MAR04210	UTP[c]
MAR06627	dTDP[c]
MAR06627	H+[c]
MAR06627	PEP[c]
MAR06627	dTTP[c]
MAR06627	pyruvate[c]
MAR04136	GTP[e]
MAR04136	H2O[e]
MAR04136	GDP[e]
MAR04136	H+[e]
MAR04136	Pi[e]
MAR04342	H2O[e]
MAR04342	IDP[e]
MAR04342	H+[e]
MAR04342	IMP[e]
MAR04342	Pi[e]
MAR07879	dITP[c]
MAR07879	H2O[c]
MAR07879	dIMP[c]
MAR07879	H+[c]
MAR07879	PPi[c]
MAR07880	dIMP[c]
MAR07880	H2O[c]
MAR07880	deoxyinosine[c]
MAR07880	Pi[c]
MAR08488	H2O[c]
MAR08488	XTP[c]
MAR08488	H+[c]
MAR08488	PPi[c]
MAR08488	xanthosine-5-phosphate[c]
MAR08489	H2O[c]
MAR08489	ITP[c]
MAR08489	H+[c]
MAR08489	IMP[c]
MAR08489	PPi[c]
MAR03829	AKG[c]
MAR03829	aspartate[c]
MAR03829	glutamate[c]
MAR03829	OAA[c]
MAR03831	aspartate[c]
MAR03831	fumarate[c]
MAR03831	H+[c]
MAR03831	NH3[c]
MAR06969	H2O[c]
MAR06969	N-acetyl-L-asparagine[c]
MAR06969	acetate[c]
MAR06969	asparagine[c]
MAR07642	D-alanine[c]
MAR07642	alanine[c]
MAR03956	CO2[m]
MAR03956	H2O[m]
MAR03956	H+[m]
MAR03956	HCO3-[m]
MAR06734	H2O[c]
MAR06734	salsolinol[c]
MAR06734	acetaldehyde[c]
MAR06734	dopamine[c]
MAR06817	dopaminochrome[c]
MAR06817	H+[c]
MAR06817	NADPH[c]
MAR06817	leukoaminochrome[c]
MAR06817	NADP+[c]
MAR03995	cystine[c]
MAR03995	H+[c]
MAR03995	NADPH[c]
MAR03995	cysteine[c]
MAR03995	NADP+[c]
MAR03996	cystine[c]
MAR03996	H+[c]
MAR03996	NADH[c]
MAR03996	cysteine[c]
MAR03996	NAD+[c]
MAR08682	cystine[c]
MAR08682	GSH[c]
MAR08682	cysteine[c]
MAR08682	GSSG[c]
MAR03988	chitobiose[l]
MAR03988	H2O[l]
MAR03988	N-acetylglucosamine[l]
MAR08375	chitin-component[c]
MAR08375	H2O[c]
MAR08375	N-acetylglucosamine[c]
MAR05407	CO2[e]
MAR05407	H2O[e]
MAR05407	carbonate[e]
MAR08662	CoA[m]
MAR08662	GTP[m]
MAR08662	itaconate[m]
MAR08662	GDP[m]
MAR08662	itaconyl-CoA[m]
MAR08662	Pi[m]
MAR08663	ADP[m]
MAR08663	itaconyl-CoA[m]
MAR08663	Pi[m]
MAR08663	ATP[m]
MAR08663	CoA[m]
MAR08663	itaconate[m]
MAR08664	(3S)-citramalyl-CoA[m]
MAR08664	H2O[m]
MAR08664	itaconyl-CoA[m]
MAR08665	(3S)-citramalyl-CoA[m]
MAR08665	H2O[m]
MAR08665	mesaconyl-CoA[m]
MAR08666	(3S)-citramalyl-CoA[m]
MAR08666	acetyl-CoA[m]
MAR08666	pyruvate[m]
MAR08667	ADP[m]
MAR08667	mesaconyl-CoA[m]
MAR08667	Pi[m]
MAR08667	ATP[m]
MAR08667	CoA[m]
MAR08667	mesaconate[m]
MAR08668	CoA[m]
MAR08668	GTP[m]
MAR08668	mesaconate[m]
MAR08668	GDP[m]
MAR08668	mesaconyl-CoA[m]
MAR08668	Pi[m]
MAR08669	H2O[m]
MAR08669	mesaconyl-CoA[m]
MAR08669	acetyl-CoA[m]
MAR08669	pyruvate[m]
MAR04147	CoA[m]
MAR04147	GTP[m]
MAR04147	succinate[m]
MAR04147	GDP[m]
MAR04147	Pi[m]
MAR04147	succinyl-CoA[m]
MAR04152	ADP[m]
MAR04152	Pi[m]
MAR04152	succinyl-CoA[m]
MAR04152	ATP[m]
MAR04152	CoA[m]
MAR04152	succinate[m]
MAR03480	AMP[c]
MAR03480	phytanoyl-CoA[c]
MAR03480	PPi[c]
MAR03480	ATP[c]
MAR03480	CoA[c]
MAR03480	phytanic,acid[c]
MAR03491	(2R)-pristanoyl-CoA[x]
MAR03491	(2S)-pristanoyl-CoA[x]
MAR03493	(2R)-pristanoyl-CoA[x]
MAR03493	AMP[x]
MAR03493	PPi[x]
MAR03493	ATP[x]
MAR03493	CoA[x]
MAR03493	pristanic,acid[x]
MAR07976	H+[c]
MAR07976	NADPH[c]
MAR07976	progesterone[c]
MAR07976	20alpha-hydroxy-4-pregnen-3-one[c]
MAR07976	NADP+[c]
MAR07980	etiocholanolone[r]
MAR07980	UDP-glucuronate[r]
MAR07980	etiocholan-3alpha-ol-17-one,3-glucuronide[r]
MAR07980	UDP[r]
MAR04390	DHAP[e]
MAR04390	H2O[e]
MAR04390	glycerone[e]
MAR04390	Pi[e]
MAR00615	1,2-diacylglycerol-LD-PS,pool[c]
MAR00615	CDP-ethanolamine[c]
MAR00615	CMP[c]
MAR00615	H+[c]
MAR00615	PE-PS-LD,pool[c]
MAR00616	CO2[c]
MAR00616	PE-PS-LD,pool[c]
MAR00616	H+[c]
MAR00616	PS-LD,pool[c]
MAR00641	acetylcholine[c]
MAR00641	H2O[c]
MAR00641	acetate[c]
MAR00641	choline[c]
MAR00641	H+[c]
MAR00660	H2O[c]
MAR00660	PS-LD,pool[c]
MAR00660	H+[c]
MAR00660	phosphatidate-LD-PS,pool[c]
MAR00660	serine[c]
MAR08362	acetylcholine[n]
MAR08362	CoA[n]
MAR08362	acetyl-CoA[n]
MAR08362	choline[n]
MAR08421	acetylcholine[e]
MAR08421	H2O[e]
MAR08421	acetate[e]
MAR08421	choline[e]
MAR08421	H+[e]
MAR04257	ATP[c]
MAR04257	H+[c]
MAR04257	nicotinate,ribonucleotide[c]
MAR04257	deamido-NAD[c]
MAR04257	PPi[c]
MAR04276	ATP[n]
MAR04276	H+[n]
MAR04276	nicotinate,ribonucleotide[n]
MAR04276	deamido-NAD[n]
MAR04276	PPi[n]
MAR04332	dihydrofolate[c]
MAR04332	H+[c]
MAR04332	NADH[c]
MAR04332	NAD+[c]
MAR04332	THF[c]
MAR04333	dihydrofolate[c]
MAR04333	H+[c]
MAR04333	NADPH[c]
MAR04333	NADP+[c]
MAR04333	THF[c]
MAR04335	dihydrofolate[m]
MAR04335	H+[m]
MAR04335	NADPH[m]
MAR04335	NADP+[m]
MAR04335	THF[m]
MAR04654	folate[c]
MAR04654	NADH[c]
MAR04654	dihydrofolate[c]
MAR04654	NAD+[c]
MAR04655	folate[c]
MAR04655	NADPH[c]
MAR04655	dihydrofolate[c]
MAR04655	NADP+[c]
MAR08345	D-glucurono-6,3-lactone[r]
MAR08345	H2O[r]
MAR08345	glucuronate[r]
MAR08345	H+[r]
MAR08346	H2O[r]
MAR08346	L-gulono-1,4-lactone[r]
MAR08346	H+[r]
MAR08346	L-gulonate[r]
MAR08348	D-glucurono-6,3-lactone[c]
MAR08348	H+[c]
MAR08348	NADPH[c]
MAR08348	L-gulono-1,4-lactone[c]
MAR08348	NADP+[c]
MAR06632	NADP+[r]
MAR06632	retinol[r]
MAR06632	H+[r]
MAR06632	NADPH[r]
MAR06632	retinal[r]
MAR06633	NAD+[r]
MAR06633	retinol[r]
MAR06633	H+[r]
MAR06633	NADH[r]
MAR06633	retinal[r]
MAR06646	H2O[c]
MAR06646	NAD+[c]
MAR06646	retinal[c]
MAR06646	H+[c]
MAR06646	NADH[c]
MAR06646	retinoate[c]
MAR06647	H2O[r]
MAR06647	NAD+[r]
MAR06647	retinal[r]
MAR06647	H+[r]
MAR06647	NADH[r]
MAR06647	retinoate[r]
MAR06650	retinal[r]
MAR06650	9-cis-retinal[r]
MAR06652	9-cis-retinal[r]
MAR06652	H2O[r]
MAR06652	NAD+[r]
MAR06652	9-cis-retinoate[r]
MAR06652	H+[r]
MAR06652	NADH[r]
MAR06659	9-cis-retinoate[c]
MAR06659	retinoate[c]
MAR06660	9-cis-retinoate[r]
MAR06660	retinoate[r]
MAR06662	13-cis-retinoate[r]
MAR06662	retinoate[r]
MAR06673	13-cis-retinal[r]
MAR06673	retinal[r]
MAR06674	13-cis-retinal[r]
MAR06674	H2O[r]
MAR06674	NAD+[r]
MAR06674	H+[r]
MAR06674	NADH[r]
MAR06674	retinoate[r]
MAR06675	13-cis-retinal[c]
MAR06675	H2O[c]
MAR06675	NAD+[c]
MAR06675	13-cis-retinoate[c]
MAR06675	H+[c]
MAR06675	NADH[c]
MAR06676	13-cis-retinal[r]
MAR06676	H2O[r]
MAR06676	NAD+[r]
MAR06676	13-cis-retinoate[r]
MAR06676	H+[r]
MAR06676	NADH[r]
MAR08698	H+[c]
MAR08698	NADPH[c]
MAR08698	retinoate[c]
MAR08698	H2O[c]
MAR08698	NADP+[c]
MAR08698	retinal[c]
MAR08699	13-cis-retinal[c]
MAR08699	H2O[c]
MAR08699	NADP+[c]
MAR08699	13-cis-retinoate[c]
MAR08699	H+[c]
MAR08699	NADPH[c]
MAR08713	retinoate[r]
MAR08713	UDP-glucuronate[r]
MAR08713	retinoyl-glucuronide[r]
MAR08713	UDP[r]
MAR04561	5-hydroxyindoleacetaldehyde[c]
MAR04561	H+[c]
MAR04561	NADPH[c]
MAR04561	5-hydroxytryptophol[c]
MAR04561	NADP+[c]
MAR09569	4-nitrophenyl-phosphate[e]
MAR09569	H2O[e]
MAR09569	Pi[e]
MAR09569	PNP[e]
MAR03955	CO2[c]
MAR03955	H2O[c]
MAR03955	H+[c]
MAR03955	HCO3-[c]
MAR05127	NH4+[c]
MAR05127	H+[c]
MAR05127	NH3[c]
MAR05406	CO2[c]
MAR05406	H2O[c]
MAR05406	carbonate[c]
MAR05409	carbonate[e]
MAR05409	H+[e]
MAR05409	HCO3-[e]
MAR08749	H+[c]
MAR08749	HCO3-[c]
MAR08749	carbonate[c]
MAR08750	H+[m]
MAR08750	HCO3-[m]
MAR08750	carbonate[m]
MAR08751	CO2[m]
MAR08751	H2O[m]
MAR08751	carbonate[m]
MAR09556	H2O[e]
MAR09556	lactose-6-phosphate[e]
MAR09556	lactose[e]
MAR09556	Pi[e]
MAR00225	palmitolate[e]
MAR00225	palmitolate[c]
MAR00440	phytanic,acid[e]
MAR00440	phytanic,acid[c]
MAR00444	glycerol[c]
MAR00444	glycerol[e]
MAR03858	D-lactate[e]
MAR03858	H+[e]
MAR03858	D-lactate[c]
MAR03858	H+[c]
MAR04063	pyridoxal-phosphate[c]
MAR04063	pyridoxal-phosphate[e]
MAR04321	fructose[c]
MAR04321	fructose[e]
MAR04691	4-aminobutyrate[e]
MAR04691	Na+[e]
MAR04691	4-aminobutyrate[c]
MAR04691	Na+[c]
MAR04848	hypoxanthine[c]
MAR04848	hypoxanthine[e]
MAR04861	inositol[c]
MAR04861	inositol[e]
MAR04875	orotate[c]
MAR04875	orotate[e]
MAR04885	H2O[c]
MAR04885	H2O[e]
MAR04919	CO2[c]
MAR04919	CO2[e]
MAR04947	UTP[c]
MAR04947	UTP[e]
MAR04949	urea[c]
MAR04949	urea[e]
MAR04954	choline[c]
MAR04954	choline[e]
MAR04958	ribose[c]
MAR04958	ribose[e]
MAR04993	pyridoxine[c]
MAR04993	pyridoxine[e]
MAR04995	citrulline[e]
MAR04995	H+[e]
MAR04995	ornithine[c]
MAR04995	citrulline[c]
MAR04995	H+[c]
MAR04995	ornithine[e]
MAR05005	bilirubin[e]
MAR05005	Na+[e]
MAR05005	bilirubin[c]
MAR05005	Na+[c]
MAR05068	arginine[e]
MAR05068	arginine[c]
MAR05071	lysine[e]
MAR05071	lysine[c]
MAR05078	glutamine[c]
MAR05078	glutamine[e]
MAR05094	ornithine[e]
MAR05094	ornithine[c]
MAR05303	ATP[c]
MAR05303	ATP[e]
MAR05455	chloride[e]
MAR05455	glycine[e]
MAR05455	Na+[e]
MAR05455	chloride[c]
MAR05455	glycine[c]
MAR05455	Na+[c]
MAR05458	alanine[c]
MAR05458	glycine[e]
MAR05458	alanine[e]
MAR05458	glycine[c]
MAR05459	glutamine[c]
MAR05459	glycine[e]
MAR05459	glutamine[e]
MAR05459	glycine[c]
MAR05460	glycine[c]
MAR05460	serine[e]
MAR05460	glycine[e]
MAR05460	serine[c]
MAR05470	glycine[c]
MAR05470	threonine[e]
MAR05470	glycine[e]
MAR05470	threonine[c]
MAR05473	alanine[c]
MAR05473	glutamine[e]
MAR05473	alanine[e]
MAR05473	glutamine[c]
MAR05474	alanine[c]
MAR05474	serine[e]
MAR05474	alanine[e]
MAR05474	serine[c]
MAR05479	alanine[c]
MAR05479	cysteine[e]
MAR05479	alanine[e]
MAR05479	cysteine[c]
MAR05484	alanine[c]
MAR05484	threonine[e]
MAR05484	alanine[e]
MAR05484	threonine[c]
MAR05487	glutamine[c]
MAR05487	serine[e]
MAR05487	glutamine[e]
MAR05487	serine[c]
MAR05492	cysteine[c]
MAR05492	glutamine[e]
MAR05492	cysteine[e]
MAR05492	glutamine[c]
MAR05497	glutamine[c]
MAR05497	threonine[e]
MAR05497	glutamine[e]
MAR05497	threonine[c]
MAR05504	cysteine[c]
MAR05504	serine[e]
MAR05504	cysteine[e]
MAR05504	serine[c]
MAR05509	serine[c]
MAR05509	threonine[e]
MAR05509	serine[e]
MAR05509	threonine[c]
MAR05554	cysteine[c]
MAR05554	threonine[e]
MAR05554	cysteine[e]
MAR05554	threonine[c]
MAR05578	arginine[c]
MAR05578	lysine[e]
MAR05578	arginine[e]
MAR05578	lysine[c]
MAR05579	lysine[c]
MAR05579	ornithine[e]
MAR05579	lysine[e]
MAR05579	ornithine[c]
MAR05580	histidine[c]
MAR05580	lysine[e]
MAR05580	histidine[e]
MAR05580	lysine[c]
MAR05581	citrulline[c]
MAR05581	lysine[e]
MAR05581	citrulline[e]
MAR05581	lysine[c]
MAR05582	arginine[c]
MAR05582	ornithine[e]
MAR05582	arginine[e]
MAR05582	ornithine[c]
MAR05583	arginine[c]
MAR05583	histidine[e]
MAR05583	arginine[e]
MAR05583	histidine[c]
MAR05584	arginine[c]
MAR05584	citrulline[e]
MAR05584	arginine[e]
MAR05584	citrulline[c]
MAR05587	alanine[c]
MAR05587	glycine[e]
MAR05587	Na+[e]
MAR05587	alanine[e]
MAR05587	glycine[c]
MAR05587	Na+[c]
MAR05588	glutamine[c]
MAR05588	glycine[e]
MAR05588	Na+[e]
MAR05588	glutamine[e]
MAR05588	glycine[c]
MAR05588	Na+[c]
MAR05589	glycine[e]
MAR05589	Na+[e]
MAR05589	serine[c]
MAR05589	glycine[c]
MAR05589	Na+[c]
MAR05589	serine[e]
MAR05599	glycine[e]
MAR05599	Na+[e]
MAR05599	threonine[c]
MAR05599	glycine[c]
MAR05599	Na+[c]
MAR05599	threonine[e]
MAR05602	alanine[e]
MAR05602	glycine[c]
MAR05602	Na+[e]
MAR05602	alanine[c]
MAR05602	glycine[e]
MAR05602	Na+[c]
MAR05603	alanine[e]
MAR05603	glutamine[c]
MAR05603	Na+[e]
MAR05603	alanine[c]
MAR05603	glutamine[e]
MAR05603	Na+[c]
MAR05604	alanine[e]
MAR05604	Na+[e]
MAR05604	serine[c]
MAR05604	alanine[c]
MAR05604	Na+[c]
MAR05604	serine[e]
MAR05609	alanine[e]
MAR05609	cysteine[c]
MAR05609	Na+[e]
MAR05609	alanine[c]
MAR05609	cysteine[e]
MAR05609	Na+[c]
MAR05614	alanine[e]
MAR05614	Na+[e]
MAR05614	threonine[c]
MAR05614	alanine[c]
MAR05614	Na+[c]
MAR05614	threonine[e]
MAR05618	alanine[c]
MAR05618	glutamine[e]
MAR05618	Na+[e]
MAR05618	alanine[e]
MAR05618	glutamine[c]
MAR05618	Na+[c]
MAR05619	glutamine[e]
MAR05619	Na+[e]
MAR05619	serine[c]
MAR05619	glutamine[c]
MAR05619	Na+[c]
MAR05619	serine[e]
MAR05624	cysteine[c]
MAR05624	glutamine[e]
MAR05624	Na+[e]
MAR05624	cysteine[e]
MAR05624	glutamine[c]
MAR05624	Na+[c]
MAR05629	glutamine[e]
MAR05629	Na+[e]
MAR05629	threonine[c]
MAR05629	glutamine[c]
MAR05629	Na+[c]
MAR05629	threonine[e]
MAR05632	glycine[c]
MAR05632	Na+[e]
MAR05632	serine[e]
MAR05632	glycine[e]
MAR05632	Na+[c]
MAR05632	serine[c]
MAR05633	alanine[c]
MAR05633	Na+[e]
MAR05633	serine[e]
MAR05633	alanine[e]
MAR05633	Na+[c]
MAR05633	serine[c]
MAR05634	glutamine[c]
MAR05634	Na+[e]
MAR05634	serine[e]
MAR05634	glutamine[e]
MAR05634	Na+[c]
MAR05634	serine[c]
MAR05639	cysteine[c]
MAR05639	Na+[e]
MAR05639	serine[e]
MAR05639	cysteine[e]
MAR05639	Na+[c]
MAR05639	serine[c]
MAR05644	Na+[e]
MAR05644	serine[e]
MAR05644	threonine[c]
MAR05644	Na+[c]
MAR05644	serine[c]
MAR05644	threonine[e]
MAR05709	cysteine[e]
MAR05709	glutamine[c]
MAR05709	Na+[e]
MAR05709	cysteine[c]
MAR05709	glutamine[e]
MAR05709	Na+[c]
MAR05719	cysteine[e]
MAR05719	Na+[e]
MAR05719	threonine[c]
MAR05719	cysteine[c]
MAR05719	Na+[c]
MAR05719	threonine[e]
MAR05782	glycine[c]
MAR05782	Na+[e]
MAR05782	threonine[e]
MAR05782	glycine[e]
MAR05782	Na+[c]
MAR05782	threonine[c]
MAR05783	alanine[c]
MAR05783	Na+[e]
MAR05783	threonine[e]
MAR05783	alanine[e]
MAR05783	Na+[c]
MAR05783	threonine[c]
MAR05784	glutamine[c]
MAR05784	Na+[e]
MAR05784	threonine[e]
MAR05784	glutamine[e]
MAR05784	Na+[c]
MAR05784	threonine[c]
MAR05785	Na+[e]
MAR05785	serine[c]
MAR05785	threonine[e]
MAR05785	Na+[c]
MAR05785	serine[e]
MAR05785	threonine[c]
MAR05790	cysteine[c]
MAR05790	Na+[e]
MAR05790	threonine[e]
MAR05790	cysteine[e]
MAR05790	Na+[c]
MAR05790	threonine[c]
MAR05927	arginine[e]
MAR05927	methionine[c]
MAR05927	arginine[c]
MAR05927	methionine[e]
MAR05993	citrate[e]
MAR05993	H+[e]
MAR05993	citrate[c]
MAR05993	H+[c]
MAR05994	citrate[e]
MAR05994	Na+[e]
MAR05994	citrate[c]
MAR05994	Na+[c]
MAR06243	serotonin[c]
MAR06243	serotonin[e]
MAR06355	adenosine[e]
MAR06355	Na+[e]
MAR06355	adenosine[c]
MAR06355	Na+[c]
MAR06371	glycine[e]
MAR06371	H+[e]
MAR06371	glycine[c]
MAR06371	H+[c]
MAR06379	homoserine[e]
MAR06379	Na+[e]
MAR06379	homoserine[c]
MAR06379	Na+[c]
MAR06383	H+[c]
MAR06383	homoserine[e]
MAR06383	Na+[e]
MAR06383	H+[e]
MAR06383	homoserine[c]
MAR06383	Na+[c]
MAR06526	chloride[e]
MAR06526	Na+[e]
MAR06526	NH4+[e]
MAR06526	chloride[c]
MAR06526	Na+[c]
MAR06526	NH4+[c]
MAR06732	dopamine[c]
MAR06732	dopamine[e]
MAR06989	iodide[e]
MAR06989	Na+[e]
MAR06989	iodide[c]
MAR06989	Na+[c]
MAR06991	nitrite[c]
MAR06991	nitrite[e]
MAR07631	Ca2+[c]
MAR07631	K+[c]
MAR07631	Na+[e]
MAR07631	Ca2+[e]
MAR07631	K+[e]
MAR07631	Na+[c]
MAR07643	D-alanine[c]
MAR07643	glutamine[e]
MAR07643	D-alanine[e]
MAR07643	glutamine[c]
MAR07644	D-alanine[c]
MAR07644	glycine[e]
MAR07644	D-alanine[e]
MAR07644	glycine[c]
MAR07645	D-alanine[e]
MAR07645	H+[e]
MAR07645	D-alanine[c]
MAR07645	H+[c]
MAR07666	biotin[e]
MAR07666	H+[e]
MAR07666	biotin[c]
MAR07666	H+[c]
MAR07682	5-formyl-THF[c]
MAR07682	hydroxide[e]
MAR07682	5-formyl-THF[e]
MAR07682	hydroxide[c]
MAR07685	hydroxide[e]
MAR07685	THF[c]
MAR07685	hydroxide[c]
MAR07685	THF[e]
MAR07735	heme[c]
MAR07735	heme[e]
MAR07898	ITP[c]
MAR07898	ITP[e]
MAR07900	dITP[c]
MAR07900	dITP[e]
MAR07903	malonate[c]
MAR07903	malonate[e]
MAR07982	ATP[c]
MAR07982	etiocholan-3alpha-ol-17-one,3-glucuronide[c]
MAR07982	H2O[c]
MAR07982	ADP[c]
MAR07982	etiocholan-3alpha-ol-17-one,3-glucuronide[e]
MAR07982	H+[c]
MAR07982	Pi[c]
MAR08054	nifedipine[c]
MAR08054	nifedipine[e]
MAR08090	L-3-amino-isobutanoate[c]
MAR08090	L-3-amino-isobutanoate[e]
MAR08240	sphinganine-1-phosphate[c]
MAR08240	sphinganine-1-phosphate[e]
MAR08374	chitin-component[c]
MAR08374	chitin-component[e]
MAR08551	HCO3-[c]
MAR08551	leukotriene,C4[e]
MAR08551	HCO3-[e]
MAR08551	leukotriene,C4[c]
MAR08567	maltodecaose[c]
MAR08567	maltodecaose[e]
MAR08671	chloride[e]
MAR08671	iodide[c]
MAR08671	chloride[c]
MAR08671	iodide[e]
MAR08676	L-carnitine[c]
MAR08676	L-carnitine[e]
MAR08714	retinoyl-glucuronide[c]
MAR08714	retinoyl-glucuronide[e]
MAR08721	retinoate[c]
MAR08721	retinoate[e]
MAR08733	D-serine[c]
MAR08733	glutamine[e]
MAR08733	D-serine[e]
MAR08733	glutamine[c]
MAR08734	D-serine[c]
MAR08734	glycine[e]
MAR08734	D-serine[e]
MAR08734	glycine[c]
MAR08735	H+[c]
MAR08735	Na+[e]
MAR08735	serine[e]
MAR08735	H+[e]
MAR08735	Na+[c]
MAR08735	serine[c]
MAR08861	H2O[c]
MAR08861	urea[c]
MAR08861	H2O[e]
MAR08861	urea[e]
MAR08872	fructose[e]
MAR08872	Na+[e]
MAR08872	fructose[c]
MAR08872	Na+[c]
MAR08878	globoside[c]
MAR08878	globoside[e]
MAR08889	betaine[e]
MAR08889	Na+[e]
MAR08889	betaine[c]
MAR08889	Na+[c]
MAR08924	iodide[e]
MAR08924	Na+[e]
MAR08924	iodide[c]
MAR08924	Na+[c]
MAR08929	D-proline[e]
MAR08929	H+[e]
MAR08929	D-proline[c]
MAR08929	H+[c]
MAR08931	progesterone[c]
MAR08931	progesterone[e]
MAR09173	XTP[c]
MAR09173	XTP[e]
MAR09175	itaconate[c]
MAR09175	itaconate[e]
MAR09180	D-ornithine[c]
MAR09180	D-ornithine[e]
MAR09190	D-alanine[e]
MAR09190	D-alanine[c]
MAR09191	D-serine[e]
MAR09191	D-serine[c]
MAR09591	alanine[e]
MAR09591	chloride[e]
MAR09591	Na+[e]
MAR09591	alanine[c]
MAR09591	chloride[c]
MAR09591	Na+[c]
MAR09592	arginine[e]
MAR09592	chloride[e]
MAR09592	Na+[e]
MAR09592	arginine[c]
MAR09592	chloride[c]
MAR09592	Na+[c]
MAR09593	chloride[e]
MAR09593	histidine[e]
MAR09593	Na+[e]
MAR09593	chloride[c]
MAR09593	histidine[c]
MAR09593	Na+[c]
MAR09594	chloride[e]
MAR09594	isoleucine[e]
MAR09594	Na+[e]
MAR09594	chloride[c]
MAR09594	isoleucine[c]
MAR09594	Na+[c]
MAR09595	chloride[e]
MAR09595	leucine[e]
MAR09595	Na+[e]
MAR09595	chloride[c]
MAR09595	leucine[c]
MAR09595	Na+[c]
MAR09596	chloride[e]
MAR09596	lysine[e]
MAR09596	Na+[e]
MAR09596	chloride[c]
MAR09596	lysine[c]
MAR09596	Na+[c]
MAR09597	chloride[e]
MAR09597	methionine[e]
MAR09597	Na+[e]
MAR09597	chloride[c]
MAR09597	methionine[c]
MAR09597	Na+[c]
MAR09598	chloride[e]
MAR09598	Na+[e]
MAR09598	valine[e]
MAR09598	chloride[c]
MAR09598	Na+[c]
MAR09598	valine[c]
MAR09600	chloride[e]
MAR09600	Na+[e]
MAR09600	serine[e]
MAR09600	chloride[c]
MAR09600	Na+[c]
MAR09600	serine[c]
MAR09601	beta-alanine[e]
MAR09601	chloride[e]
MAR09601	Na+[e]
MAR09601	beta-alanine[c]
MAR09601	chloride[c]
MAR09601	Na+[c]
MAR09602	beta-alanine[e]
MAR09602	chloride[e]
MAR09602	Na+[e]
MAR09602	beta-alanine[c]
MAR09602	chloride[c]
MAR09602	Na+[c]
MAR09603	betaine[e]
MAR09603	chloride[e]
MAR09603	Na+[e]
MAR09603	betaine[c]
MAR09603	chloride[c]
MAR09603	Na+[c]
MAR09604	4-aminobutyrate[e]
MAR09604	chloride[e]
MAR09604	Na+[e]
MAR09604	4-aminobutyrate[c]
MAR09604	chloride[c]
MAR09604	Na+[c]
MAR09605	alanine[e]
MAR09605	H+[c]
MAR09605	Na+[e]
MAR09605	alanine[c]
MAR09605	H+[e]
MAR09605	Na+[c]
MAR09606	glycine[e]
MAR09606	H+[c]
MAR09606	Na+[e]
MAR09606	glycine[c]
MAR09606	H+[e]
MAR09606	Na+[c]
MAR09611	H+[e]
MAR09611	inositol[e]
MAR09611	H+[c]
MAR09611	inositol[c]
MAR09612	Na+[e]
MAR09612	serotonin[e]
MAR09612	Na+[c]
MAR09612	serotonin[c]
