A	B
MAR04371	1,3-bisphospho-D-glycerate[c]
MAR04371	2,3-bisphospho-D-glycerate[c]
MAR04371	H+[c]
MAR04372	2,3-bisphospho-D-glycerate[c]
MAR04372	H2O[c]
MAR04372	3-phospho-D-glycerate[c]
MAR04372	Pi[c]
MAR04373	1,3-bisphospho-D-glycerate[c]
MAR04373	H+[c]
MAR04373	NADH[c]
MAR04373	GAP[c]
MAR04373	NAD+[c]
MAR04373	Pi[c]
MAR04375	DHAP[c]
MAR04375	GAP[c]
MAR04375	fructose-1,6-bisphosphate[c]
MAR04377	fructose-1,6-bisphosphate[c]
MAR04377	H2O[c]
MAR04377	fructose-6-phosphate[c]
MAR04377	Pi[c]
MAR04381	fructose-6-phosphate[c]
MAR04381	glucose-6-phosphate[c]
MAR04391	DHAP[c]
MAR04391	GAP[c]
MAR04394	ATP[c]
MAR04394	glucose[c]
MAR04394	ADP[c]
MAR04394	glucose-6-phosphate[c]
MAR04394	H+[c]
MAR04396	glucose-1-phosphate[c]
MAR04396	glucose-6-phosphate[c]
MAR04521	glucose-6-phosphate[r]
MAR04521	H2O[r]
MAR04521	glucose[r]
MAR04521	Pi[r]
MAR06410	H+[m]
MAR06410	lipoamide[m]
MAR06410	pyruvate[m]
MAR06410	CO2[m]
MAR06410	S-acetyldihydrolipoamide[m]
MAR06412	CoA[m]
MAR06412	S-acetyldihydrolipoamide[m]
MAR06412	acetyl-CoA[m]
MAR06412	dihydrolipoamide[m]
MAR07745	beta-D-glucose[c]
MAR07745	glucose[c]
MAR07747	ADP[c]
MAR07747	glucose[c]
MAR07747	AMP[c]
MAR07747	glucose-6-phosphate[c]
MAR07747	H+[c]
MAR08360	ethanol[x]
MAR08360	H2O2[x]
MAR08360	acetaldehyde[x]
MAR08360	H2O[x]
MAR08652	carbamoyl-phosphate[r]
MAR08652	glucose[r]
MAR08652	CO2[r]
MAR08652	glucose-6-phosphate[r]
MAR08652	NH3[r]
MAR08757	ethanol[c]
MAR08757	H+[c]
MAR08757	NADPH[c]
MAR08757	O2[c]
MAR08757	acetaldehyde[c]
MAR08757	H2O[c]
MAR08757	NADP+[c]
MAR03989	H2O[e]
MAR03989	maltose[e]
MAR03989	glucose[e]
MAR04122	H2O[c]
MAR04122	NAD+[c]
MAR04122	UDP-glucose[c]
MAR04122	H+[c]
MAR04122	NADH[c]
MAR04122	UDP-glucuronate[c]
MAR04837	H2O[e]
MAR04837	trehalose[e]
MAR04837	glucose[e]
MAR05395	glycogenin[c]
MAR05395	UDP-glucose[c]
MAR05395	glycogenin G8[c]
MAR05395	H+[c]
MAR05395	UDP[c]
MAR05396	glycogenin G8[c]
MAR05396	UDP-glucose[c]
MAR05396	glycogenin G11[c]
MAR05396	H+[c]
MAR05396	UDP[c]
MAR09727	UDP-glucose[c]
MAR09727	H+[c]
MAR09727	UDP[c]
MAR09727	glycogen[c]
MAR05397	glycogenin G11[c]
MAR05397	glycogenin G4G7[c]
MAR05398	glycogenin G4G7[c]
MAR05398	Pi[c]
MAR05398	glucose-1-phosphate[c]
MAR05398	glycogenin G4G4[c]
MAR05399	glycogenin G4G4[c]
MAR05399	glycogenin G7G1[c]
MAR05400	glycogenin G7G1[c]
MAR05400	H2O[c]
MAR05400	glucose[c]
MAR05400	glycogenin G7[c]
MAR05401	glycogenin G7[c]
MAR05401	Pi[c]
MAR05401	glucose-1-phosphate[c]
MAR05401	glycogenin[c]
MAR08568	H2O[c]
MAR08568	maltodecaose[c]
MAR08568	fructose[c]
MAR08568	maltononaose[c]
MAR08569	H2O[e]
MAR08569	maltodecaose[e]
MAR08569	glucose[e]
MAR08569	maltononaose[e]
MAR08570	H2O[c]
MAR08570	maltononaose[c]
MAR08570	fructose[c]
MAR08570	maltoheptaose[c]
MAR08571	H2O[e]
MAR08571	maltononaose[e]
MAR08571	glucose[e]
MAR08571	maltoheptaose[e]
MAR08572	H2O[c]
MAR08572	maltoheptaose[c]
MAR08572	fructose[c]
MAR08572	maltohexaose[c]
MAR08573	H2O[e]
MAR08573	maltoheptaose[e]
MAR08573	glucose[e]
MAR08573	maltohexaose[e]
MAR08574	H2O[c]
MAR08574	maltohexaose[c]
MAR08574	fructose[c]
MAR08574	maltopentaose[c]
MAR08575	H2O[e]
MAR08575	maltohexaose[e]
MAR08575	glucose[e]
MAR08575	maltopentaose[e]
MAR08576	H2O[c]
MAR08576	maltopentaose[c]
MAR08576	fructose[c]
MAR08576	maltotetraose[c]
MAR08577	H2O[e]
MAR08577	maltopentaose[e]
MAR08577	glucose[e]
MAR08577	maltotetraose[e]
MAR08578	H2O[c]
MAR08578	maltotetraose[c]
MAR08578	fructose[c]
MAR08578	maltotriose[c]
MAR08579	H2O[e]
MAR08579	maltotetraose[e]
MAR08579	glucose[e]
MAR08579	maltotriose[e]
MAR08581	H2O[e]
MAR08581	maltotriose[e]
MAR08581	glucose[e]
MAR08581	maltose[e]
MAR08591	H2O[c]
MAR08591	maltotriose[c]
MAR08591	glucose[c]
MAR08591	maltose[c]
MAR08592	H2O[l]
MAR08592	maltotriose[l]
MAR08592	glucose[l]
MAR08592	maltose[l]
MAR08580	H2O[c]
MAR08580	maltotriose[c]
MAR08580	fructose[c]
MAR08580	maltose[c]
MAR08582	H2O[c]
MAR08582	maltose[c]
MAR08582	fructose[c]
MAR08587	H2O[c]
MAR08587	maltose[c]
MAR08587	glucose[c]
MAR08589	H2O[l]
MAR08589	maltose[l]
MAR08589	glucose[l]
MAR08583	H2O[e]
MAR08583	starch structure 1[e]
MAR08583	glucose[e]
MAR08583	starch structure 2[e]
MAR08584	H2O[e]
MAR08584	starch structure 2[e]
MAR08584	glucose[e]
MAR08584	maltose[e]
MAR08585	1,3-bisphospho-D-glycerate[c]
MAR08585	glucose-1-phosphate[c]
MAR08585	3-phospho-D-glycerate[c]
MAR08585	glucose-1,6-bisphosphate[c]
MAR03944	glucose-1-phosphate[c]
MAR03944	H+[c]
MAR03944	UTP[c]
MAR03944	PPi[c]
MAR03944	UDP-glucose[c]
MAR04128	UDP-galactose[c]
MAR04128	UDP-glucose[c]
MAR04130	ATP[c]
MAR04130	galactose[c]
MAR04130	ADP[c]
MAR04130	alpha-D-galactose-1-phosphate[c]
MAR04130	H+[c]
MAR04131	glucose-1-phosphate[c]
MAR04131	UDP-galactose[c]
MAR04131	alpha-D-galactose-1-phosphate[c]
MAR04131	UDP-glucose[c]
MAR04132	galactose-1-phosphate[c]
MAR04132	UDP-glucose[c]
MAR04132	glucose-1-phosphate[c]
MAR04132	UDP-galactose[c]
MAR04303	H2O[e]
MAR04303	sucrose[e]
MAR04303	fructose[e]
MAR04303	glucose[e]
MAR04414	ATP[c]
MAR04414	galactose[c]
MAR04414	ADP[c]
MAR04414	galactose-1-phosphate[c]
MAR04414	H+[c]
MAR04415	H2O[e]
MAR04415	lactose[e]
MAR04415	galactose[e]
MAR04415	glucose[e]
MAR04416	galactosylglycerol[e]
MAR04416	H2O[e]
MAR04416	galactose[e]
MAR04416	glycerol[e]
MAR04774	CDP[c]
MAR04774	H+[c]
MAR04774	tagatose-1,6-bisphosphate[c]
MAR04774	CTP[c]
MAR04774	D-tagatose-6-phosphate[c]
MAR04775	D-tagatose-6-phosphate[c]
MAR04775	ITP[c]
MAR04775	H+[c]
MAR04775	IDP[c]
MAR04775	tagatose-1,6-bisphosphate[c]
MAR04831	lactose[e]
MAR04831	NAD+[e]
MAR04831	3-ketolactose[e]
MAR04831	H+[e]
MAR04831	NADH[e]
MAR04832	3-keto-beta-D-galactose[e]
MAR04832	glucose[e]
MAR04832	3-ketolactose[e]
MAR04832	H2O[e]
MAR07674	glucose[g]
MAR07674	UDP-galactose[g]
MAR07674	H+[g]
MAR07674	lactose[g]
MAR07674	UDP[g]
MAR08761	ATP[c]
MAR08761	D-tagatose[c]
MAR08761	ADP[c]
MAR08761	D-tagatose-6-phosphate[c]
MAR08761	H+[c]
MAR08762	D-tagatose-6-phosphate[c]
MAR08762	DHAP[c]
MAR08762	glyceraldehyde[c]
MAR08764	H2O[l]
MAR08764	lactose[l]
MAR08764	galactose[l]
MAR08764	glucose[l]
MAR08766	galactose[c]
MAR08766	H+[c]
MAR08766	NADPH[c]
MAR08766	galactitol[c]
MAR08766	NADP+[c]
MAR08767	alpha-D-galactose-1-phosphate[c]
MAR08767	H+[c]
MAR08767	UTP[c]
MAR08767	PPi[c]
MAR08767	UDP-galactose[c]
MAR00454	ATP[c]
MAR00454	glyceraldehyde[c]
MAR00454	ADP[c]
MAR00454	GAP[c]
MAR00454	H+[c]
MAR04297	ATP[c]
MAR04297	fructose-6-phosphate[c]
MAR04297	ADP[c]
MAR04297	fructose-2,6-bisphosphate[c]
MAR04297	H+[c]
MAR04310	ATP[c]
MAR04310	fructose[c]
MAR04310	ADP[c]
MAR04310	fructose-1-phosphate[c]
MAR04310	H+[c]
MAR04315	D-glucitol[c]
MAR04315	NAD+[c]
MAR04315	fructose[c]
MAR04315	H+[c]
MAR04315	NADH[c]
MAR04316	D-glucitol[c]
MAR04316	NADP+[c]
MAR04316	glucose[c]
MAR04316	H+[c]
MAR04316	NADPH[c]
MAR04317	ATP[c]
MAR04317	D-glucitol[c]
MAR04317	ADP[c]
MAR04317	H+[c]
MAR04317	sorbitol-3-phosphate[c]
MAR04318	ATP[c]
MAR04318	fructose[c]
MAR04318	ADP[c]
MAR04318	fructose-3-phosphate[c]
MAR04318	H+[c]
MAR04319	ATP[c]
MAR04319	fructose[c]
MAR04319	ADP[c]
MAR04319	fructose-6-phosphate[c]
MAR04319	H+[c]
MAR04320	ATP[c]
MAR04320	mannose-1-phosphate[c]
MAR04320	ADP[c]
MAR04320	D-mannose-1,6-bisphosphate[c]
MAR04320	H+[c]
MAR04356	DHAP[c]
MAR04356	glyceraldehyde[c]
MAR04356	fructose-1-phosphate[c]
MAR04383	fructose-6-phosphate[c]
MAR04383	mannose-6-phosphate[c]
MAR04385	mannose-6-phosphate[c]
MAR04385	mannose-1-phosphate[c]
MAR04386	GDP[c]
MAR04386	H+[c]
MAR04386	mannose-1-phosphate[c]
MAR04386	GDP-mannose[c]
MAR04386	Pi[c]
MAR04387	GTP[c]
MAR04387	H+[c]
MAR04387	mannose-1-phosphate[c]
MAR04387	GDP-mannose[c]
MAR04387	PPi[c]
MAR04399	GDP-mannose[c]
MAR04399	GDP-4-dehydro-6-deoxy-D-mannose[c]
MAR04399	H2O[c]
MAR04400	GDP-4-dehydro-6-deoxy-D-mannose[c]
MAR04400	H+[c]
MAR04400	NADH[c]
MAR04400	GDP-L-fucose[c]
MAR04400	NAD+[c]
MAR04401	GDP-L-fucose[c]
MAR04401	PPi[c]
MAR04401	GTP[c]
MAR04401	H+[c]
MAR04401	L-fucose-1-phosphate[c]
MAR04402	6-deoxy-L-galactose[c]
MAR04402	ATP[c]
MAR04402	ADP[c]
MAR04402	H+[c]
MAR04402	L-fucose-1-phosphate[c]
MAR04403	6-deoxy-L-galactose[c]
MAR04403	L-fuculose[c]
MAR04490	ATP[c]
MAR04490	mannose[c]
MAR04490	ADP[c]
MAR04490	H+[c]
MAR04490	mannose-6-phosphate[c]
MAR04706	fructose-2,6-bisphosphate[c]
MAR04706	H2O[c]
MAR04706	fructose-6-phosphate[c]
MAR04706	Pi[c]
MAR08768	GDP-4-dehydro-6-deoxy-D-mannose[c]
MAR08768	H+[c]
MAR08768	NADPH[c]
MAR08768	GDP-L-fucose[c]
MAR08768	NADP+[c]
MAR04590	H+[c]
MAR04590	L-xylulose[c]
MAR04590	NADPH[c]
MAR04590	NADP+[c]
MAR04590	xylitol[c]
MAR04591	NAD+[c]
MAR04591	xylitol[c]
MAR04591	H+[c]
MAR04591	L-xylulose[c]
MAR04591	NADH[c]
MAR04592	D-xylose[c]
MAR04592	H+[c]
MAR04592	NADPH[c]
MAR04592	NADP+[c]
MAR04592	xylitol[c]
MAR04593	NAD+[c]
MAR04593	xylitol[c]
MAR04593	D-xylulose[c]
MAR04593	H+[c]
MAR04593	NADH[c]
MAR04594	D-xylose[c]
MAR04594	NADP+[c]
MAR04594	D-xylonolactone[c]
MAR04594	H+[c]
MAR04594	NADPH[c]
MAR04595	ADP[c]
MAR04595	D-xylulose-5-phosphate[c]
MAR04595	H+[c]
MAR04595	ATP[c]
MAR04595	D-xylulose[c]
MAR08341	H+[c]
MAR08341	L-arabinose[c]
MAR08341	NADPH[c]
MAR08341	L-arabitol[c]
MAR08341	NADP+[c]
MAR08342	H+[c]
MAR08342	L-xylulose[c]
MAR08342	NADH[c]
MAR08342	L-arabitol[c]
MAR08342	NAD+[c]
MAR08344	glucuronate[r]
MAR08344	H+[r]
MAR08344	NADPH[r]
MAR08344	L-gulonate[r]
MAR08344	NADP+[r]
MAR08352	3-dehydro-L-gulonate[c]
MAR08352	H+[c]
MAR08352	NADH[c]
MAR08352	L-gulonate[c]
MAR08352	NAD+[c]
MAR08353	3-dehydro-L-gulonate[c]
MAR08353	H+[c]
MAR08353	CO2[c]
MAR08353	L-xylulose[c]
MAR08726	ATP[c]
MAR08726	D-ribulose[c]
MAR08726	ADP[c]
MAR08726	H+[c]
MAR08726	ribulose-5-phosphate[c]
MAR08727	H2O[c]
MAR08727	UDP-glucuronate[c]
MAR08727	D-glucuronate 1-phosphate[c]
MAR08727	H+[c]
MAR08727	UMP[c]
MAR08728	D-glucuronate 1-phosphate[c]
MAR08728	H2O[c]
MAR08728	glucuronate[c]
MAR08728	Pi[c]
MAR08729	H2O[c]
MAR08729	UDP-glucuronate[c]
MAR08729	glucuronate[c]
MAR08729	H+[c]
MAR08729	UDP[c]
MAR06537	glucuronate[c]
MAR06537	H+[c]
MAR06537	NADPH[c]
MAR06537	L-gulonate[c]
MAR06537	NADP+[c]
MAR01568	acetaldehyde[c]
MAR01568	H2O[c]
MAR01568	NAD+[c]
MAR01568	acetate[c]
MAR01568	H+[c]
MAR01568	NADH[c]
MAR03853	GSH[c]
MAR03853	methylglyoxal[c]
MAR03853	(R)-S-lactoylglutathione[c]
MAR03854	H+[c]
MAR03854	methylglyoxal[c]
MAR03854	NADH[c]
MAR03854	lactaldehyde[c]
MAR03854	NAD+[c]
MAR03855	H+[c]
MAR03855	lactaldehyde[c]
MAR03855	NADPH[c]
MAR03855	NADP+[c]
MAR03855	propane-1,2-diol[c]
MAR03857	(R)-S-lactoylglutathione[c]
MAR03857	H2O[c]
MAR03857	D-lactate[c]
MAR03857	GSH[c]
MAR03857	H+[c]
MAR03859	D-lactate[c]
MAR03859	ferricytochrome C[m]
MAR03859	ferrocytochrome C[m]
MAR03859	H+[c]
MAR03859	pyruvate[c]
MAR04087	malate[m]
MAR04087	NAD+[m]
MAR04087	CO2[m]
MAR04087	NADH[m]
MAR04087	pyruvate[m]
MAR04089	malate[c]
MAR04089	NADP+[c]
MAR04089	CO2[c]
MAR04089	NADPH[c]
MAR04089	pyruvate[c]
MAR04091	malate[m]
MAR04091	NADP+[m]
MAR04091	CO2[m]
MAR04091	NADPH[m]
MAR04091	pyruvate[m]
MAR04093	acetyl-CoA[c]
MAR04093	H2O[c]
MAR04093	acetate[c]
MAR04093	CoA[c]
MAR04093	H+[c]
MAR04095	acetyl-CoA[m]
MAR04095	H2O[m]
MAR04095	acetate[m]
MAR04095	CoA[m]
MAR04095	H+[m]
MAR04101	GTP[c]
MAR04101	OAA[c]
MAR04101	CO2[c]
MAR04101	GDP[c]
MAR04101	PEP[c]
MAR04103	GTP[m]
MAR04103	OAA[m]
MAR04103	CO2[m]
MAR04103	GDP[m]
MAR04103	PEP[m]
MAR04143	ATP[m]
MAR04143	HCO3-[m]
MAR04143	pyruvate[m]
MAR04143	ADP[m]
MAR04143	H+[m]
MAR04143	OAA[m]
MAR04143	Pi[m]
MAR04193	CDP[c]
MAR04193	H+[c]
MAR04193	PEP[c]
MAR04193	CTP[c]
MAR04193	pyruvate[c]
MAR08497	H+[c]
MAR08497	methylglyoxal[c]
MAR08497	NADPH[c]
MAR08497	hydroxyacetone[c]
MAR08497	NADP+[c]
MAR08498	acetone[c]
MAR08498	H+[c]
MAR08498	NADPH[c]
MAR08498	O2[c]
MAR08498	H2O[c]
MAR08498	hydroxyacetone[c]
MAR08498	NADP+[c]
MAR08499	H+[c]
MAR08499	hydroxyacetone[c]
MAR08499	NADPH[c]
MAR08499	O2[c]
MAR08499	H2O[c]
MAR08499	methylglyoxal[c]
MAR08499	NADP+[c]
MAR08500	H+[c]
MAR08500	hydroxyacetone[c]
MAR08500	NADPH[c]
MAR08500	NADP+[c]
MAR08500	propane-1,2-diol[c]
MAR08501	H+[c]
MAR08501	methylglyoxal[c]
MAR08501	NADPH[c]
MAR08501	D-lactaldehyde[c]
MAR08501	NADP+[c]
MAR08502	(R)-S-lactoylglutathione[c]
MAR08502	H+[c]
MAR08502	NADH[c]
MAR08502	D-lactaldehyde[c]
MAR08502	GSH[c]
MAR08502	NAD+[c]
MAR08503	H2O[c]
MAR08503	lactaldehyde[c]
MAR08503	NAD+[c]
MAR08503	H+[c]
MAR08503	L-lactate[c]
MAR08503	NADH[c]
MAR08504	D-lactaldehyde[c]
MAR08504	H2O[c]
MAR08504	NAD+[c]
MAR08504	D-lactate[c]
MAR08504	H+[c]
MAR08504	NADH[c]
MAR08506	H2O[m]
MAR08506	lactaldehyde[m]
MAR08506	NAD+[m]
MAR08506	H+[m]
MAR08506	L-lactate[m]
MAR08506	NADH[m]
MAR08507	NAD+[c]
MAR08507	propane-1,2-diol[c]
MAR08507	D-lactaldehyde[c]
MAR08507	H+[c]
MAR08507	NADH[c]
MAR08508	NAD+[c]
MAR08508	propane-1,2-diol[c]
MAR08508	H+[c]
MAR08508	lactaldehyde[c]
MAR08508	NADH[c]
MAR08509	D-lactaldehyde[c]
MAR08509	H+[c]
MAR08509	NADPH[c]
MAR08509	NADP+[c]
MAR08509	propane-1,2-diol[c]
MAR08511	(R)-S-lactoylglutathione[m]
MAR08511	H2O[m]
MAR08511	D-lactate[m]
MAR08511	GSH[m]
MAR08511	H+[m]
MAR08512	D-lactate[c]
MAR08512	NAD+[c]
MAR08512	H+[c]
MAR08512	NADH[c]
MAR08512	pyruvate[c]
MAR08514	ferricytochrome C[m]
MAR08514	L-lactate[c]
MAR08514	ferrocytochrome C[m]
MAR08514	H+[c]
MAR08514	pyruvate[c]
MAR08516	DHAP[c]
MAR08516	methylglyoxal[c]
MAR08516	Pi[c]
MAR08517	GAP[c]
MAR08517	methylglyoxal[c]
MAR08517	Pi[c]
MAR04280	H+[m]
MAR04280	NADH[m]
MAR04280	pyruvate[m]
MAR04280	L-lactate[m]
MAR04280	NAD+[m]
MAR00153	ATP[c]
MAR00153	CoA[c]
MAR00153	propanoate[c]
MAR00153	AMP[c]
MAR00153	PPi[c]
MAR00153	propanoyl-CoA[c]
MAR03212	FAD[m]
MAR03212	propanoyl-CoA[m]
MAR03212	acrylyl-CoA[m]
MAR03212	FADH2[m]
MAR03797	AMP[m]
MAR03797	PPi[m]
MAR03797	propanoyl-CoA[m]
MAR03797	ATP[m]
MAR03797	CoA[m]
MAR03797	propanoate[m]
MAR03800	2-oxobutyrate[m]
MAR03800	CoA[m]
MAR03800	NAD+[m]
MAR03800	CO2[m]
MAR03800	NADH[m]
MAR03800	propanoyl-CoA[m]
MAR04105	H+[c]
MAR04105	malonyl-CoA[c]
MAR04105	acetyl-CoA[c]
MAR04105	CO2[c]
MAR04106	H+[m]
MAR04106	malonyl-CoA[m]
MAR04106	acetyl-CoA[m]
MAR04106	CO2[m]
MAR04107	H+[x]
MAR04107	malonyl-CoA[x]
MAR04107	acetyl-CoA[x]
MAR04107	CO2[x]
MAR04282	3-oxopropanoate[m]
MAR04282	CoA[m]
MAR04282	NAD+[m]
MAR04282	acetyl-CoA[m]
MAR04282	CO2[m]
MAR04282	NADH[m]
MAR04331	AMP[c]
MAR04331	H+[c]
MAR04331	propanoyl-CoA[c]
MAR04331	CoA[c]
MAR04331	propinol adenylate[c]
MAR04459	ATP[c]
MAR04459	H+[c]
MAR04459	propanoate[c]
MAR04459	PPi[c]
MAR04459	propinol adenylate[c]
MAR04460	ATP[m]
MAR04460	H+[m]
MAR04460	propanoate[m]
MAR04460	PPi[m]
MAR04460	propinol adenylate[m]
MAR04464	acetoacetate[m]
MAR04464	H+[m]
MAR04464	acetone[m]
MAR04464	CO2[m]
MAR04497	hydracrylate[m]
MAR04497	NAD+[m]
MAR04497	3-oxopropanoate[m]
MAR04497	H+[m]
MAR04497	NADH[m]
MAR04741	3-hydroxypropionyl-CoA[m]
MAR04741	H2O[m]
MAR04741	CoA[m]
MAR04741	H+[m]
MAR04741	hydracrylate[m]
MAR08078	H2O[c]
MAR08078	OAA[c]
MAR08078	propanoyl-CoA[c]
MAR08078	2-methylcitrate[c]
MAR08078	CoA[c]
MAR08078	H+[c]
MAR09803	H+[m]
MAR09803	malonyl-CoA[m]
MAR09803	NADPH[m]
MAR09803	H2O[m]
MAR09803	NADP+[m]
MAR09803	3-oxopropionyl-CoA[m]
MAR09804	3-hydroxypropionyl-CoA[m]
MAR09804	NADP+[m]
MAR09804	H+[m]
MAR09804	NADPH[m]
MAR09804	3-oxopropionyl-CoA[m]
MAR00718	AKG[c]
MAR00718	FADH2[c]
MAR00718	2-hydroxyglutarate[c]
MAR00718	FAD[c]
MAR00719	AKG[c]
MAR00719	H+[c]
MAR00719	NADH[c]
MAR00719	2-hydroxyglutarate[c]
MAR00719	NAD+[c]
MAR01434	acetoacetyl-CoA[c]
MAR01434	CoA[c]
MAR01434	acetyl-CoA[c]
MAR01436	acetoacetate[c]
MAR01436	ATP[c]
MAR01436	CoA[c]
MAR01436	acetoacetyl-CoA[c]
MAR01436	AMP[c]
MAR01436	PPi[c]
MAR03163	butyryl-CoA[m]
MAR03163	FAD[m]
MAR03163	crotonyl-CoA[m]
MAR03163	FADH2[m]
MAR04461	(R)-3-hydroxybutanoate[m]
MAR04461	NAD+[m]
MAR04461	acetoacetate[m]
MAR04461	H+[m]
MAR04461	NADH[m]
MAR04604	acetoacetyl-CoA[x]
MAR04604	acetyl-CoA[x]
MAR04604	H2O[x]
MAR04604	CoA[x]
MAR04604	H+[x]
MAR04604	HMG-CoA[x]
MAR05351	2-hydroxybutyrate[c]
MAR05351	NAD+[c]
MAR05351	2-oxobutyrate[c]
MAR05351	H+[c]
MAR05351	NADH[c]
MAR07709	(R)-3-hydroxybutanoyl-CoA[m]
MAR07709	crotonyl-CoA[m]
MAR07709	H2O[m]
MAR04052	ATP[c]
MAR04052	ribose-5-phosphate[c]
MAR04052	AMP[c]
MAR04052	H+[c]
MAR04052	PRPP[c]
MAR04304	glucose-6-phosphate[r]
MAR04304	NADP+[r]
MAR04304	glucono-1,5-lactone-6-phosphate[r]
MAR04304	H+[r]
MAR04304	NADPH[r]
MAR04306	glucono-1,5-lactone-6-phosphate[c]
MAR04306	H+[c]
MAR04306	NADPH[c]
MAR04306	glucose-6-phosphate[c]
MAR04306	NADP+[c]
MAR04350	ADP[c]
MAR04350	H+[c]
MAR04350	ribose-5-phosphate[c]
MAR04350	ATP[c]
MAR04350	ribose[c]
MAR04351	ribose-5-phosphate[r]
MAR04351	ribulose-5-phosphate[r]
MAR04352	ribose-5-phosphate[c]
MAR04352	ribulose-5-phosphate[c]
MAR04354	ribose-1-phosphate[c]
MAR04354	ribose-5-phosphate[c]
MAR04398	2-deoxy-D-ribose-5-phosphate[c]
MAR04398	acetaldehyde[c]
MAR04398	GAP[c]
MAR04404	D-xylulose-5-phosphate[c]
MAR04404	erythrose-4-phosphate[c]
MAR04404	fructose-6-phosphate[c]
MAR04404	GAP[c]
MAR04473	6-phospho-D-gluconate[r]
MAR04473	NADP+[r]
MAR04473	CO2[r]
MAR04473	NADPH[r]
MAR04473	ribulose-5-phosphate[r]
MAR04474	6-phospho-D-gluconate[c]
MAR04474	NADP+[c]
MAR04474	CO2[c]
MAR04474	NADPH[c]
MAR04474	ribulose-5-phosphate[c]
MAR04476	6-phospho-D-gluconate[c]
MAR04476	ADP[c]
MAR04476	H+[c]
MAR04476	ATP[c]
MAR04476	D-gluconic acid[c]
MAR04477	D-xylulose-5-phosphate[c]
MAR04477	ribulose-5-phosphate[c]
MAR04501	D-xylulose-5-phosphate[c]
MAR04501	ribose-5-phosphate[c]
MAR04501	GAP[c]
MAR04501	sedoheptulose-7-phosphate[c]
MAR04565	GAP[c]
MAR04565	sedoheptulose-7-phosphate[c]
MAR04565	erythrose-4-phosphate[c]
MAR04565	fructose-6-phosphate[c]
MAR04567	ADP[c]
MAR04567	H+[c]
MAR04567	sedoheptulose-1,7-bisphosphate[c]
MAR04567	ATP[c]
MAR04567	sedoheptulose-7-phosphate[c]
MAR04568	H+[c]
MAR04568	sedoheptulose-1,7-bisphosphate[c]
MAR04568	UDP[c]
MAR04568	sedoheptulose-7-phosphate[c]
MAR04568	UTP[c]
